,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
86,1,2:31.0,C. Wood enters the game for J. Sampson,,26,17
87,1,2:22.0,,A. Bradley misses 2-pt jump shot from 19 ft,26,17
88,1,2:21.0,Defensive rebound by I. Canaan,,26,17
89,1,2:13.0,C. Wood misses 2-pt layup from 2 ft (block by A. Johnson),,26,17
90,1,2:10.0,Offensive rebound by C. Wood,,26,17
91,1,2:08.0,N. Noel misses 2-pt jump shot from 16 ft,,26,17
92,1,2:07.0,,Defensive rebound by A. Johnson,26,17
93,1,2:04.0,,Turnover by E. Turner (bad pass; steal by J. Grant),26,17
94,1,1:39.0,T. McConnell misses 2-pt jump shot from 5 ft,,26,17
95,1,1:38.0,,Defensive rebound by A. Johnson,26,17
96,1,1:23.0,,J. Sullinger makes 2-pt layup from 1 ft (assist by I. Thomas),26,19
97,1,1:00.0,N. Noel misses 2-pt jump shot from 12 ft,,26,19
98,1,1:00.0,,Defensive rebound by E. Turner,26,19
99,1,0:53.0,,I. Thomas misses 3-pt jump shot from 26 ft,26,19
100,1,0:52.0,Defensive rebound by N. Noel,,26,19
101,1,0:29.0,Turnover by I. Canaan (bad pass),,26,19
102,1,0:29.0,R. Holmes enters the game for N. Noel,,26,19
103,1,0:29.0,H. Thompson enters the game for I. Canaan,,26,19
104,1,0:12.0,,I. Thomas misses 2-pt layup from 1 ft,26,19
105,1,0:11.0,,Offensive rebound by Team,26,19
106,1,0:11.0,Loose ball foul by R. Holmes (drawn by A. Johnson),,26,19
107,1,0:04.0,,J. Sullinger makes 2-pt jump shot from 5 ft,26,21
108,2,11:44.0,Turnover by J. Okafor (bad pass; steal by J. Sullinger),,26,21
109,2,11:38.0,,J. Sullinger makes 2-pt layup at rim,26,23
110,2,11:11.0,T. McConnell misses 3-pt jump shot from 26 ft,,26,23
111,2,11:10.0,,Defensive rebound by M. Smart,26,23
112,2,11:05.0,,Shooting foul by J. Okafor (drawn by E. Turner),26,23
113,2,11:05.0,,E. Turner makes free throw 1 of 2,26,24
114,2,11:05.0,,E. Turner makes free throw 2 of 2,26,25
115,2,10:45.0,J. Okafor makes 2-pt jump shot from 10 ft (assist by H. Thompson),,28,25
116,2,10:30.0,,Turnover by J. Sullinger (bad pass; steal by J. Grant),28,25
117,2,10:24.0,Turnover by J. Sampson (bad pass; steal by I. Thomas),,28,25
118,2,10:17.0,,A. Johnson misses 2-pt layup from 2 ft,28,25
119,2,10:14.0,,Offensive rebound by A. Johnson,28,25
120,2,10:14.0,,A. Johnson misses 2-pt dunk at rim,28,25
121,2,10:13.0,Defensive rebound by J. Grant,,28,25
122,2,10:01.0,Personal foul by M. Smart (drawn by H. Thompson),,28,25
123,2,10:01.0,,J. Jerebko enters the game for J. Sullinger,28,25
124,2,9:48.0,Turnover by J. Okafor (bad pass),,28,25
125,2,9:37.0,,I. Thomas misses 2-pt layup from 2 ft (block by T. McConnell),28,25
126,2,9:36.0,,Offensive rebound by I. Thomas,28,25
127,2,9:27.0,,Shooting foul by J. Grant (drawn by I. Thomas),28,25
128,2,9:27.0,,I. Thomas makes free throw 1 of 2,28,26
129,2,9:27.0,C. Wood enters the game for J. Sampson,,28,26
130,2,9:27.0,,I. Thomas misses free throw 2 of 2,28,26
131,2,9:25.0,Defensive rebound by J. Grant,,28,26
132,2,9:17.0,Personal foul by I. Thomas (drawn by T. McConnell),,28,26
133,2,9:17.0,Philadelphia full timeout,,28,26
134,2,9:05.0,Turnover by H. Thompson (bad pass),,28,26
135,2,8:51.0,,E. Turner misses 2-pt jump shot from 12 ft,28,26
136,2,8:50.0,,Offensive rebound by Team,28,26
137,2,8:43.0,,A. Johnson misses 2-pt hook shot from 6 ft,28,26
138,2,8:42.0,,Offensive rebound by Team,28,26
139,2,8:37.0,,I. Thomas makes 2-pt jump shot from 6 ft (assist by A. Johnson),28,28
140,2,8:25.0,J. Grant misses 2-pt hook shot from 3 ft,,28,28
141,2,8:24.0,,Defensive rebound by J. Jerebko,28,28
142,2,8:23.0,,I. Thomas makes 2-pt layup at rim (assist by J. Jerebko),28,30
143,2,8:23.0,,Shooting foul by H. Thompson (drawn by I. Thomas),28,30
144,2,8:23.0,N. Noel enters the game for C. Wood,,28,30
145,2,8:23.0,,I. Thomas makes free throw 1 of 1,28,31
146,2,8:14.0,Turnover by N. Noel (offensive foul),,28,31
147,2,8:14.0,Offensive foul by N. Noel (drawn by J. Jerebko),,28,31
148,2,8:04.0,,A. Johnson makes 2-pt layup at rim (assist by I. Thomas),28,33
149,2,7:55.0,T. McConnell misses 2-pt jump shot from 12 ft,,28,33
150,2,7:54.0,,Defensive rebound by E. Turner,28,33
151,2,7:45.0,,I. Thomas misses 3-pt jump shot from 25 ft,28,33
152,2,7:45.0,Defensive rebound by N. Noel,,28,33
153,2,7:38.0,H. Thompson misses 3-pt jump shot from 24 ft,,28,33
154,2,7:38.0,Offensive rebound by T. McConnell,,28,33
155,2,7:31.0,H. Thompson misses 2-pt jump shot from 4 ft (block by A. Johnson),,28,33
156,2,7:31.0,Offensive rebound by Team,,28,33
157,2,7:31.0,I. Canaan enters the game for T. McConnell,,28,33
158,2,7:31.0,,J. Crowder enters the game for I. Thomas,28,33
159,2,7:13.0,I. Canaan misses 3-pt jump shot from 29 ft,,28,33
160,2,7:13.0,,Defensive rebound by J. Crowder,28,33
161,2,7:02.0,,J. Jerebko misses 2-pt jump shot from 4 ft (block by N. Noel),28,33
162,2,7:00.0,Defensive rebound by J. Okafor,,28,33
163,2,6:41.0,J. Grant misses 2-pt layup from 2 ft,,28,33
164,2,6:40.0,,Defensive rebound by M. Smart,28,33
165,2,6:30.0,,E. Turner makes 2-pt jump shot from 10 ft (assist by J. Jerebko),28,35
166,2,6:18.0,N. Noel misses 2-pt jump shot from 5 ft (block by J. Jerebko),,28,35
167,2,6:17.0,,Defensive rebound by Team,28,35
168,2,6:17.0,R. Holmes enters the game for J. Okafor,,28,35
169,2,6:17.0,,D. Lee enters the game for A. Johnson,28,35
170,2,6:00.0,,J. Jerebko misses 2-pt jump shot from 4 ft,28,35
171,2,5:59.0,Defensive rebound by R. Holmes,,28,35
172,2,5:51.0,J. Grant misses 3-pt jump shot from 27 ft,,28,35
173,2,5:50.0,,Defensive rebound by D. Lee,28,35
174,2,5:40.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by D. Lee),28,38
175,2,5:19.0,H. Thompson misses 3-pt jump shot from 23 ft,,28,38
176,2,5:18.0,Offensive rebound by J. Grant,,28,38
177,2,5:07.0,H. Thompson misses 2-pt jump shot at rim,,28,38
178,2,5:06.0,Offensive rebound by H. Thompson,,28,38
179,2,5:06.0,H. Thompson misses 2-pt layup at rim,,28,38
180,2,5:05.0,Offensive rebound by R. Holmes,,28,38
181,2,5:04.0,R. Holmes makes 2-pt layup at rim,,30,38
182,2,4:45.0,,J. Jerebko misses 2-pt jump shot from 19 ft,30,38
183,2,4:44.0,Defensive rebound by J. Grant,,30,38
184,2,4:31.0,Turnover by N. Noel (lost ball; steal by M. Smart),,30,38
185,2,4:23.0,,J. Crowder makes 2-pt dunk at rim (assist by E. Turner),30,40
186,2,4:07.0,Shooting foul by J. Jerebko (drawn by N. Noel),,30,40
187,2,4:07.0,Official timeout,,30,40
188,2,4:07.0,,T. Zeller enters the game for J. Jerebko,30,40
189,2,4:07.0,N. Noel makes free throw 1 of 2,,31,40
190,2,4:07.0,N. Noel misses free throw 2 of 2,,31,40
191,2,4:07.0,,Defensive rebound by J. Crowder,31,40
192,2,3:55.0,,Personal foul by J. Grant (drawn by J. Crowder),31,40
193,2,3:46.0,,D. Lee misses 2-pt jump shot from 3 ft (block by R. Holmes),31,40
194,2,3:44.0,Defensive rebound by R. Holmes,,31,40
195,2,3:27.0,R. Holmes misses 2-pt hook shot from 5 ft,,31,40
196,2,3:25.0,,Defensive rebound by D. Lee,31,40
197,2,3:19.0,,E. Turner makes 2-pt jump shot from 16 ft (assist by D. Lee),31,42
198,2,2:54.0,I. Canaan misses 3-pt jump shot from 23 ft,,31,42
199,2,2:53.0,Offensive rebound by I. Canaan,,31,42
200,2,2:51.0,I. Canaan makes 2-pt layup from 1 ft,,33,42
201,2,2:43.0,,Turnover by M. Smart (bad pass; steal by N. Noel),33,42
202,2,2:39.0,Personal foul by M. Smart (drawn by N. Noel),,33,42
203,2,2:39.0,,Boston full timeout,33,42
204,2,2:39.0,,I. Thomas enters the game for T. Zeller,33,42
205,2,2:39.0,,J. Sullinger enters the game for M. Smart,33,42
206,2,2:39.0,,A. Bradley enters the game for E. Turner,33,42
207,2,2:39.0,T. McConnell enters the game for H. Thompson,,33,42
208,2,2:39.0,J. Okafor enters the game for R. Holmes,,33,42
209,2,2:27.0,J. Grant misses 2-pt layup from 2 ft (block by J. Sullinger),,33,42
210,2,2:26.0,,Defensive rebound by J. Crowder,33,42
211,2,2:22.0,,I. Thomas makes 2-pt layup from 1 ft (assist by J. Crowder),33,44
212,2,2:14.0,Personal foul by D. Lee (drawn by N. Noel),,33,44
213,2,2:14.0,N. Noel makes free throw 1 of 2,,34,44
214,2,2:14.0,N. Noel misses free throw 2 of 2,,34,44
215,2,2:12.0,,Defensive rebound by J. Sullinger,34,44
216,2,2:02.0,,Turnover by J. Crowder (bad pass; steal by N. Noel),34,44
217,2,1:56.0,J. Grant misses 2-pt jump shot from 11 ft,,34,44
218,2,1:55.0,Offensive rebound by J. Okafor,,34,44
219,2,1:52.0,,A. Johnson enters the game for D. Lee,34,44
220,2,1:46.0,,Violation by J. Crowder (kicked ball),34,44
221,2,1:32.0,I. Canaan makes 2-pt layup from 2 ft,,36,44
222,2,1:16.0,,A. Johnson makes 2-pt layup from 1 ft (assist by I. Thomas),36,46
223,2,0:59.0,Shooting foul by A. Johnson (drawn by J. Grant),,36,46
224,2,0:59.0,J. Grant makes free throw 1 of 2,,37,46
225,2,0:59.0,J. Grant makes free throw 2 of 2,,38,46
226,2,0:49.0,,Turnover by I. Thomas (lost ball; steal by N. Noel),38,46
227,2,0:44.0,T. McConnell makes 2-pt layup from 1 ft (assist by N. Noel),,40,46
228,2,0:36.0,,J. Crowder misses 3-pt jump shot from 26 ft,40,46
229,2,0:35.0,Defensive rebound by I. Canaan,,40,46
230,2,0:27.0,I. Canaan misses 3-pt jump shot from 25 ft,,40,46
231,2,0:26.0,,Defensive rebound by J. Crowder,40,46
232,2,0:06.0,,Shooting foul by T. McConnell (drawn by I. Thomas),40,46
233,2,0:06.0,,I. Thomas makes free throw 1 of 2,40,47
234,2,0:06.0,H. Thompson enters the game for J. Grant,,40,47
235,2,0:06.0,,J. Jerebko enters the game for J. Sullinger,40,47
236,2,0:06.0,,I. Thomas makes free throw 2 of 2,40,48
237,2,0:03.0,Turnover by T. McConnell (lost ball),,40,48
238,2,0:03.0,,Boston full timeout,40,48
239,2,0:03.0,,M. Smart enters the game for A. Johnson,40,48
240,2,0:03.0,,J. Sullinger enters the game for J. Jerebko,40,48
241,2,0:03.0,J. Grant enters the game for J. Okafor,,40,48
242,2,0:03.0,C. Wood enters the game for I. Canaan,,40,48
243,2,0:03.0,J. Sampson enters the game for T. McConnell,,40,48
244,2,0:00.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by J. Sullinger),40,51
245,3,11:41.0,J. Okafor misses 2-pt jump shot from 10 ft,,40,51
246,3,11:41.0,,Defensive rebound by Team,40,51
247,3,11:41.0,Loose ball foul by N. Noel (drawn by J. Sullinger),,40,51
248,3,11:27.0,,A. Bradley misses 2-pt jump shot from 19 ft,40,51
249,3,11:27.0,Defensive rebound by N. Noel,,40,51
250,3,11:10.0,J. Okafor misses 2-pt jump shot from 14 ft,,40,51
251,3,11:09.0,Offensive rebound by N. Noel,,40,51
252,3,11:09.0,Shooting foul by J. Crowder (drawn by J. Okafor),,40,51
253,3,11:09.0,J. Okafor makes free throw 1 of 2,,41,51
254,3,11:09.0,J. Okafor makes free throw 2 of 2,,42,51
255,3,10:47.0,,A. Bradley misses 3-pt jump shot from 25 ft,42,51
256,3,10:46.0,Defensive rebound by N. Noel,,42,51
257,3,10:42.0,Turnover by J. Sampson (lost ball; steal by A. Bradley),,42,51
258,3,10:36.0,,J. Sullinger makes 2-pt layup from 1 ft (assist by J. Crowder),42,53
259,3,10:19.0,Personal foul by A. Bradley (drawn by J. Okafor),,42,53
260,3,10:11.0,N. Noel misses 2-pt hook shot from 6 ft,,42,53
261,3,10:10.0,,Defensive rebound by J. Sullinger,42,53
262,3,10:03.0,Offensive charge foul by J. Crowder (drawn by N. Noel),,42,53
263,3,10:03.0,,Turnover by J. Crowder (offensive foul),42,53
264,3,9:43.0,,Offensive charge foul by N. Noel (drawn by M. Smart),42,53
265,3,9:43.0,Turnover by N. Noel (offensive foul),,42,53
266,3,9:30.0,,J. Sullinger makes 2-pt jump shot from 17 ft (assist by M. Smart),42,55
267,3,9:16.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by H. Thompson),,45,55
268,3,9:03.0,,M. Smart misses 3-pt jump shot from 26 ft,45,55
269,3,9:02.0,Defensive rebound by N. Noel,,45,55
270,3,8:51.0,J. Sampson makes 2-pt layup from 1 ft (assist by N. Noel),,47,55
271,3,8:39.0,,Turnover by D. Lee (lost ball),47,55
272,3,8:39.0,T. McConnell enters the game for J. Sampson,,47,55
273,3,8:39.0,J. Grant enters the game for N. Noel,,47,55
274,3,8:14.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),,50,55
275,3,8:06.0,,M. Smart misses 2-pt jump shot from 17 ft,50,55
276,3,8:05.0,Defensive rebound by H. Thompson,,50,55
277,3,7:57.0,H. Thompson misses 3-pt jump shot from 23 ft,,50,55
278,3,7:57.0,Offensive rebound by J. Okafor,,50,55
279,3,7:55.0,Turnover by J. Okafor (bad pass),,50,55
280,3,7:55.0,,I. Thomas enters the game for D. Lee,50,55
281,3,7:44.0,,I. Thomas makes 2-pt layup from 1 ft,50,57
282,3,7:31.0,Turnover by H. Thompson (traveling),,50,57
283,3,7:23.0,,I. Thomas misses 3-pt jump shot from 28 ft,50,57
284,3,7:22.0,Defensive rebound by J. Grant,,50,57
285,3,7:11.0,Turnover by J. Okafor (lost ball; steal by I. Thomas),,50,57
286,3,7:05.0,,I. Thomas makes 2-pt layup at rim (assist by M. Smart),50,59
287,3,7:04.0,Philadelphia full timeout,,50,59
288,3,7:04.0,,A. Johnson enters the game for J. Sullinger,50,59
289,3,6:54.0,Personal foul by J. Crowder (drawn by J. Grant),,50,59
290,3,6:40.0,Turnover by Team (shot clock),,50,59
291,3,6:28.0,,J. Crowder misses 2-pt layup at rim,50,59
292,3,6:27.0,Defensive rebound by J. Okafor,,50,59
293,3,6:13.0,N. Noel enters the game for J. Okafor,,50,59
294,3,6:13.0,J. Sampson enters the game for H. Thompson,,50,59
295,3,6:05.0,I. Canaan misses 3-pt jump shot from 29 ft,,50,59
296,3,6:04.0,,Defensive rebound by A. Johnson,50,59
297,3,5:54.0,,Shooting foul by N. Noel (drawn by A. Johnson),50,59
298,3,5:54.0,,A. Johnson makes free throw 1 of 2,50,60
299,3,5:54.0,,A. Johnson makes free throw 2 of 2,50,61
300,3,5:34.0,Shooting foul by A. Johnson (drawn by N. Noel),,50,61
301,3,5:34.0,N. Noel makes free throw 1 of 2,,51,61
302,3,5:34.0,N. Noel makes free throw 2 of 2,,52,61
303,3,5:14.0,,I. Thomas makes 2-pt layup from 1 ft,52,63
304,3,5:04.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by T. McConnell),,55,63
305,3,4:39.0,,I. Thomas misses 3-pt jump shot from 25 ft,55,63
306,3,4:38.0,Defensive rebound by I. Canaan,,55,63
307,3,4:29.0,I. Canaan misses 3-pt jump shot from 27 ft,,55,63
308,3,4:28.0,,Defensive rebound by Team,55,63
309,3,4:28.0,J. Okafor enters the game for N. Noel,,55,63
310,3,4:17.0,,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),55,65
311,3,4:05.0,J. Sampson makes 2-pt layup from 2 ft,,57,65
312,3,3:52.0,,I. Thomas misses 2-pt jump shot from 4 ft,57,65
313,3,3:51.0,,Offensive rebound by A. Johnson,57,65
314,3,3:51.0,,A. Johnson misses 2-pt layup at rim,57,65
315,3,3:49.0,Defensive rebound by J. Grant,,57,65
316,3,3:43.0,Offensive foul by T. McConnell (drawn by M. Smart),,57,65
317,3,3:43.0,Turnover by T. McConnell (offensive foul),,57,65
318,3,3:43.0,,Boston full timeout,57,65
319,3,3:43.0,,J. Jerebko enters the game for J. Crowder,57,65
320,3,3:43.0,,E. Turner enters the game for M. Smart,57,65
321,3,3:43.0,H. Thompson enters the game for I. Canaan,,57,65
322,3,3:32.0,,Turnover by A. Bradley (bad pass; steal by J. Sampson),57,65
323,3,3:30.0,J. Sampson makes 2-pt layup from 1 ft,,59,65
324,3,3:30.0,Shooting foul by A. Johnson (drawn by J. Sampson),,59,65
325,3,3:30.0,J. Sampson makes free throw 1 of 1,,60,65
326,3,3:12.0,,E. Turner misses 3-pt jump shot from 26 ft,60,65
327,3,3:10.0,,Offensive rebound by E. Turner,60,65
328,3,3:09.0,,Personal foul by H. Thompson (drawn by J. Jerebko),60,65
329,3,2:55.0,,A. Johnson makes 3-pt jump shot from 23 ft (assist by I. Thomas),60,68
330,3,2:40.0,J. Sampson misses 3-pt jump shot from 23 ft,,60,68
331,3,2:39.0,,Defensive rebound by Team,60,68
332,3,2:25.0,,I. Thomas makes 2-pt jump shot from 12 ft (assist by J. Jerebko),60,70
333,3,2:12.0,T. McConnell makes 2-pt jump shot from 5 ft,,62,70
334,3,1:59.0,,Turnover by I. Thomas (bad pass; steal by T. McConnell),62,70
335,3,1:54.0,Turnover by J. Sampson (bad pass; steal by I. Thomas),,62,70
336,3,1:48.0,,A. Bradley makes 2-pt dunk at rim (assist by E. Turner),62,72
337,3,1:24.0,J. Grant makes 2-pt layup from 1 ft,,64,72
338,3,1:05.0,,A. Johnson misses 3-pt jump shot from 25 ft,64,72
339,3,1:04.0,Defensive rebound by J. Sampson,,64,72
340,3,0:51.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by J. Okafor),,67,72
341,3,0:41.0,,Shooting foul by T. McConnell (drawn by I. Thomas),67,72
342,3,0:41.0,,I. Thomas makes free throw 1 of 2,67,73
343,3,0:41.0,,J. Sullinger enters the game for A. Johnson,67,73
344,3,0:41.0,,M. Smart enters the game for A. Bradley,67,73
345,3,0:41.0,I. Canaan enters the game for J. Sampson,,67,73
346,3,0:41.0,,I. Thomas makes free throw 2 of 2,67,74
347,3,0:31.0,Turnover by J. Okafor (lost ball; steal by M. Smart),,67,74
348,3,0:31.0,Loose ball foul by J. Okafor (drawn by M. Smart),,67,74
349,3,0:31.0,,M. Smart makes free throw 1 of 2,67,75
350,3,0:31.0,,M. Smart makes free throw 2 of 2,67,76
351,3,0:16.0,I. Canaan misses 2-pt layup from 2 ft,,67,76
352,3,0:14.0,,Defensive rebound by J. Sullinger,67,76
353,3,0:00.0,,I. Thomas makes 3-pt jump shot from 25 ft,67,79
354,4,11:46.0,,Violation by Team (jump ball),67,79
355,4,11:46.0,,Turnover by E. Turner (jump ball violation.),67,79
356,4,11:38.0,Personal foul by J. Sullinger (drawn by J. Okafor),,67,79
357,4,11:29.0,Turnover by J. Okafor (3 sec),,67,79
358,4,11:15.0,,J. Jerebko misses 3-pt jump shot from 24 ft,67,79
359,4,11:14.0,Defensive rebound by J. Sampson,,67,79
360,4,11:04.0,N. Noel makes 2-pt jump shot from 14 ft (assist by I. Canaan),,69,79
361,4,10:48.0,,J. Sullinger makes 2-pt jump shot from 20 ft (assist by I. Thomas),69,81
362,4,10:23.0,J. Sampson misses 2-pt jump shot from 9 ft,,69,81
363,4,10:22.0,Offensive rebound by N. Noel,,69,81
364,4,10:22.0,N. Noel misses 2-pt layup at rim,,69,81
365,4,10:21.0,Offensive rebound by Team,,69,81
366,4,10:02.0,Shooting foul by J. Sullinger (drawn by J. Okafor),,69,81
367,4,10:02.0,J. Okafor makes free throw 1 of 2,,70,81
368,4,10:02.0,J. Okafor makes free throw 2 of 2,,71,81
369,4,9:45.0,,J. Jerebko makes 2-pt dunk at rim (assist by J. Sullinger),71,83
370,4,9:29.0,J. Sampson misses 2-pt jump shot from 4 ft,,71,83
371,4,9:28.0,,Defensive rebound by J. Sullinger,71,83
372,4,9:20.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by M. Smart),71,86
373,4,9:20.0,Philadelphia full timeout,,71,86
374,4,9:20.0,T. McConnell enters the game for J. Sampson,,71,86
375,4,9:05.0,I. Canaan misses 3-pt jump shot from 24 ft,,71,86
376,4,9:04.0,,Defensive rebound by J. Sullinger,71,86
377,4,8:43.0,,E. Turner misses 2-pt jump shot from 14 ft,71,86
378,4,8:42.0,Defensive rebound by I. Canaan,,71,86
379,4,8:34.0,H. Thompson misses 3-pt jump shot from 28 ft,,71,86
380,4,8:33.0,,Defensive rebound by J. Jerebko,71,86
381,4,8:29.0,,M. Smart misses 3-pt jump shot from 25 ft,71,86
382,4,8:28.0,,Offensive rebound by Team,71,86
383,4,8:28.0,Loose ball foul by H. Thompson (drawn by J. Sullinger),,71,86
384,4,8:19.0,,J. Sullinger misses 3-pt jump shot from 26 ft,71,86
385,4,8:18.0,Defensive rebound by H. Thompson,,71,86
386,4,8:05.0,J. Okafor makes 2-pt jump shot from 5 ft,,73,86
387,4,8:00.0,,Turnover by E. Turner (bad pass; steal by T. McConnell),73,86
