,QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
99,2,11:28.0,S. Johnson misses 2-pt jump shot from 22 ft,,24,33
100,2,11:27.0,,Defensive rebound by Team,24,33
101,2,11:04.0,,M. Smart misses 3-pt jump shot from 23 ft,24,33
102,2,11:03.0,Defensive rebound by A. Baynes,,24,33
103,2,10:58.0,S. Johnson makes 2-pt layup from 1 ft (assist by A. Baynes),,26,33
104,2,10:38.0,,E. Turner misses 2-pt layup at rim (block by A. Baynes),26,33
105,2,10:37.0,,Offensive rebound by J. Sullinger,26,33
106,2,10:36.0,,J. Sullinger makes 2-pt layup at rim,26,35
107,2,10:18.0,A. Baynes misses 2-pt hook shot from 5 ft,,26,35
108,2,10:17.0,,Defensive rebound by J. Jerebko,26,35
109,2,10:08.0,,R. Hunter misses 3-pt jump shot from 24 ft,26,35
110,2,10:07.0,Defensive rebound by S. Johnson,,26,35
111,2,9:58.0,Shooting foul by M. Smart (drawn by M. Morris),,26,35
112,2,9:58.0,M. Morris misses free throw 1 of 2,,26,35
113,2,9:58.0,Offensive rebound by Team,,26,35
114,2,9:58.0,M. Morris makes free throw 2 of 2,,27,35
115,2,9:34.0,,J. Sullinger misses 2-pt jump shot from 16 ft,27,35
116,2,9:33.0,Defensive rebound by A. Tolliver,,27,35
117,2,9:21.0,Offensive foul by A. Baynes (drawn by J. Sullinger),,27,35
118,2,9:21.0,Turnover by A. Baynes (offensive foul),,27,35
119,2,9:10.0,,E. Turner misses 2-pt jump shot from 10 ft,27,35
120,2,9:09.0,Defensive rebound by A. Baynes,,27,35
121,2,9:01.0,A. Tolliver misses 3-pt jump shot from 25 ft,,27,35
122,2,9:00.0,,Defensive rebound by E. Turner,27,35
123,2,8:49.0,,R. Hunter misses 2-pt jump shot from 17 ft,27,35
124,2,8:48.0,Defensive rebound by A. Tolliver,,27,35
125,2,8:33.0,S. Johnson makes 2-pt layup at rim,,29,35
126,2,8:13.0,,M. Smart makes 2-pt jump shot from 17 ft (assist by J. Sullinger),29,37
127,2,7:59.0,Turnover by B. Jennings (bad pass; steal by J. Sullinger),,29,37
128,2,7:54.0,,E. Turner makes 2-pt layup from 1 ft,29,39
129,2,7:47.0,Detroit full timeout,,29,39
130,2,7:34.0,A. Baynes makes 2-pt dunk at rim (assist by S. Johnson),,31,39
131,2,7:10.0,,M. Smart misses 2-pt jump shot from 18 ft,31,39
132,2,7:09.0,Defensive rebound by A. Tolliver,,31,39
133,2,7:07.0,Personal foul by J. Sullinger (drawn by A. Baynes),,31,39
134,2,7:07.0,,Personal foul by A. Baynes,31,39
135,2,6:59.0,Turnover by S. Johnson (offensive foul),,31,39
136,2,6:59.0,Offensive foul by S. Johnson (drawn by J. Jerebko),,31,39
137,2,6:59.0,Technical foul by M. Morris,,31,39
138,2,6:59.0,,J. Jerebko makes technical free throw,31,40
139,2,6:50.0,,E. Turner misses 2-pt jump shot from 13 ft,31,40
140,2,6:49.0,Defensive rebound by S. Johnson,,31,40
141,2,6:34.0,Shooting foul by J. Sullinger (drawn by M. Morris),,31,40
142,2,6:34.0,M. Morris makes free throw 1 of 2,,32,40
143,2,6:34.0,R. Jackson enters the game for B. Jennings,,32,40
144,2,6:34.0,A. Drummond enters the game for A. Baynes,,32,40
145,2,6:34.0,M. Morris makes free throw 2 of 2,,33,40
146,2,6:25.0,,Shooting foul by A. Drummond (drawn by J. Sullinger),33,40
147,2,6:25.0,,J. Sullinger makes free throw 1 of 2,33,41
148,2,6:25.0,A. Baynes enters the game for A. Drummond,,33,41
149,2,6:25.0,,J. Sullinger makes free throw 2 of 2,33,42
150,2,6:14.0,S. Johnson makes 2-pt layup from 1 ft (assist by A. Baynes),,35,42
151,2,6:02.0,,J. Sullinger misses 3-pt jump shot from 25 ft,35,42
152,2,6:01.0,,Offensive rebound by J. Sullinger,35,42
153,2,5:59.0,Offensive charge foul by J. Sullinger (drawn by M. Morris),,35,42
154,2,5:59.0,,Turnover by J. Sullinger (offensive foul),35,42
155,2,5:59.0,Official timeout,,35,42
156,2,5:59.0,,I. Thomas enters the game for J. Sullinger,35,42
157,2,5:59.0,,A. Johnson enters the game for R. Hunter,35,42
158,2,5:59.0,E. İlyasova enters the game for A. Tolliver,,35,42
159,2,5:47.0,Personal foul by I. Thomas (drawn by A. Baynes),,35,42
160,2,5:47.0,K. Caldwell-Pope enters the game for S. Johnson,,35,42
161,2,5:38.0,Offensive foul by A. Baynes (drawn by M. Smart),,35,42
162,2,5:38.0,Turnover by A. Baynes (offensive foul),,35,42
163,2,5:24.0,,A. Johnson misses 2-pt hook shot from 7 ft,35,42
164,2,5:23.0,Defensive rebound by E. İlyasova,,35,42
165,2,5:16.0,E. İlyasova misses 2-pt jump shot from 5 ft (block by A. Johnson),,35,42
166,2,5:15.0,Offensive rebound by Team,,35,42
167,2,5:15.0,,K. Olynyk enters the game for J. Jerebko,35,42
168,2,5:15.0,,J. Crowder enters the game for M. Smart,35,42
169,2,5:03.0,R. Jackson makes 2-pt jump shot from 18 ft,,37,42
170,2,4:45.0,,A. Johnson misses 2-pt layup from 1 ft,37,42
171,2,4:44.0,Defensive rebound by A. Baynes,,37,42
172,2,4:37.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by E. İlyasova),,40,42
173,2,4:19.0,,J. Crowder makes 2-pt layup at rim (assist by K. Olynyk),40,44
174,2,3:59.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by E. İlyasova),,43,44
175,2,3:50.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by I. Thomas),43,47
176,2,3:31.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by A. Baynes),,46,47
177,2,3:23.0,,Personal foul by A. Baynes (drawn by I. Thomas),46,47
178,2,3:23.0,J. Anthony enters the game for A. Baynes,,46,47
179,2,3:12.0,,I. Thomas misses 2-pt jump shot from 18 ft,46,47
180,2,3:11.0,,Offensive rebound by J. Crowder,46,47
181,2,3:10.0,,Turnover by J. Crowder (lost ball),46,47
182,2,3:01.0,R. Jackson misses 2-pt jump shot from 11 ft,,46,47
183,2,2:59.0,Offensive rebound by M. Morris,,46,47
184,2,2:54.0,E. İlyasova misses 3-pt jump shot from 24 ft,,46,47
185,2,2:53.0,,Defensive rebound by A. Johnson,46,47
186,2,2:43.0,,E. Turner misses 2-pt layup from 1 ft,46,47
187,2,2:42.0,Defensive rebound by R. Jackson,,46,47
188,2,2:35.0,Shooting foul by E. Turner (drawn by E. İlyasova),,46,47
189,2,2:35.0,,Boston full timeout,46,47
190,2,2:35.0,E. İlyasova misses free throw 1 of 2,,46,47
191,2,2:35.0,Offensive rebound by Team,,46,47
192,2,2:35.0,,M. Smart enters the game for E. Turner,46,47
193,2,2:35.0,E. İlyasova misses free throw 2 of 2,,46,47
194,2,2:35.0,Offensive rebound by J. Anthony,,46,47
195,2,2:35.0,J. Anthony misses 2-pt layup at rim,,46,47
196,2,2:33.0,,Defensive rebound by A. Johnson,46,47
197,2,2:21.0,,K. Olynyk misses 3-pt jump shot from 24 ft,46,47
198,2,2:20.0,Defensive rebound by R. Jackson,,46,47
199,2,2:05.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,46,47
200,2,2:04.0,,Defensive rebound by A. Johnson,46,47
201,2,1:51.0,,A. Johnson makes 2-pt layup at rim (assist by K. Olynyk),46,49
202,2,1:28.0,R. Jackson misses 2-pt jump shot from 19 ft,,46,49
203,2,1:27.0,,Defensive rebound by Team,46,49
204,2,1:27.0,Loose ball foul by E. İlyasova (drawn by K. Olynyk),,46,49
205,2,1:27.0,A. Tolliver enters the game for E. İlyasova,,46,49
206,2,1:13.0,,A. Johnson makes 2-pt layup from 1 ft (assist by I. Thomas),46,51
207,2,0:54.0,A. Tolliver misses 3-pt jump shot from 25 ft,,46,51
208,2,0:54.0,Offensive rebound by Team,,46,51
209,2,0:54.0,Turnover by M. Morris (bad pass; steal by I. Thomas),,46,51
210,2,0:53.0,,Personal foul by A. Tolliver (drawn by I. Thomas),46,51
211,2,0:53.0,,I. Thomas misses free throw 1 of 2,46,51
212,2,0:53.0,,Offensive rebound by Team,46,51
213,2,0:53.0,,I. Thomas makes free throw 2 of 2,46,52
214,2,0:40.0,Shooting foul by M. Smart (drawn by R. Jackson),,46,52
215,2,0:40.0,R. Jackson misses free throw 1 of 3,,46,52
216,2,0:40.0,Offensive rebound by Team,,46,52
217,2,0:40.0,R. Jackson makes free throw 2 of 3,,47,52
218,2,0:40.0,R. Jackson makes free throw 3 of 3,,48,52
219,2,0:33.0,,I. Thomas misses 3-pt jump shot from 25 ft,48,52
220,2,0:33.0,,Offensive rebound by K. Olynyk,48,52
221,2,0:31.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by M. Smart),48,55
222,2,0:30.0,,Loose ball foul by K. Olynyk (drawn by A. Tolliver),48,55
223,2,0:30.0,A. Tolliver misses free throw 1 of 2,,48,55
224,2,0:30.0,Offensive rebound by Team,,48,55
225,2,0:30.0,A. Tolliver misses free throw 2 of 2,,48,55
226,2,0:30.0,,Defensive rebound by A. Johnson,48,55
227,2,0:18.0,,A. Johnson misses 2-pt layup from 2 ft,48,55
228,2,0:17.0,Defensive rebound by J. Anthony,,48,55
229,2,0:00.0,Turnover by R. Jackson (traveling),,48,55
230,3,11:44.0,,I. Thomas misses 2-pt layup from 2 ft,48,55
231,3,11:43.0,,Offensive rebound by A. Johnson,48,55
232,3,11:42.0,,A. Johnson makes 2-pt layup at rim,48,57
233,3,11:19.0,A. Drummond makes 2-pt hook shot from 5 ft,,50,57
234,3,11:06.0,,Personal foul by K. Caldwell-Pope (drawn by A. Johnson),50,57
235,3,10:58.0,,Shooting foul by K. Caldwell-Pope (drawn by I. Thomas),50,57
236,3,10:58.0,,I. Thomas makes free throw 1 of 3,50,58
237,3,10:58.0,,I. Thomas makes free throw 2 of 3,50,59
238,3,10:58.0,,I. Thomas makes free throw 3 of 3,50,60
239,3,10:45.0,M. Morris misses 2-pt jump shot from 18 ft,,50,60
240,3,10:43.0,,Defensive rebound by I. Thomas,50,60
241,3,10:21.0,,E. Turner misses 3-pt jump shot from 25 ft,50,60
242,3,10:20.0,Defensive rebound by M. Morris,,50,60
243,3,9:59.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft (block by I. Thomas),,50,60
244,3,9:58.0,,Defensive rebound by Team,50,60
245,3,9:36.0,,Turnover by E. Turner (lost ball; steal by A. Drummond),50,60
246,3,9:34.0,Turnover by A. Drummond (bad pass; steal by J. Crowder),,50,60
247,3,9:27.0,,I. Thomas misses 2-pt layup from 1 ft (block by A. Drummond),50,60
248,3,9:26.0,Defensive rebound by Team,,50,60
249,3,9:12.0,Shooting foul by A. Johnson (drawn by A. Drummond),,50,60
250,3,9:12.0,A. Drummond misses free throw 1 of 2,,50,60
251,3,9:12.0,Offensive rebound by Team,,50,60
252,3,9:12.0,A. Drummond makes free throw 2 of 2,,51,60
253,3,8:50.0,,K. Olynyk misses 2-pt layup at rim,51,60
254,3,8:49.0,,Offensive rebound by K. Olynyk,51,60
255,3,8:48.0,,K. Olynyk misses 2-pt layup from 2 ft (block by A. Drummond),51,60
256,3,8:47.0,Defensive rebound by M. Morris,,51,60
257,3,8:36.0,A. Drummond makes 2-pt hook shot from 7 ft (assist by K. Caldwell-Pope),,53,60
258,3,8:36.0,Shooting foul by J. Crowder (drawn by A. Drummond),,53,60
259,3,8:36.0,A. Drummond misses free throw 1 of 1,,53,60
260,3,8:36.0,,Defensive rebound by Team,53,60
261,3,8:25.0,,A. Johnson makes 2-pt hook shot from 9 ft (assist by I. Thomas),53,62
262,3,8:12.0,E. İlyasova misses 3-pt jump shot from 22 ft,,53,62
263,3,8:11.0,,Defensive rebound by E. Turner,53,62
264,3,8:06.0,Offensive charge foul by K. Olynyk (drawn by K. Caldwell-Pope),,53,62
265,3,8:06.0,,Turnover by K. Olynyk (offensive foul),53,62
266,3,7:57.0,Turnover by E. İlyasova (lost ball),,53,62
267,3,7:46.0,,Personal block foul by M. Morris (drawn by J. Crowder),53,62
268,3,7:36.0,,I. Thomas misses 2-pt jump shot from 10 ft,53,62
269,3,7:35.0,Defensive rebound by K. Caldwell-Pope,,53,62
270,3,7:24.0,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,,53,62
271,3,7:23.0,,Defensive rebound by A. Johnson,53,62
272,3,7:18.0,,Shooting foul by E. İlyasova (drawn by J. Crowder),53,62
273,3,7:18.0,,J. Crowder makes free throw 1 of 2,53,63
274,3,7:18.0,,J. Crowder makes free throw 2 of 2,53,64
275,3,7:10.0,M. Morris makes 2-pt layup at rim (assist by R. Jackson),,55,64
276,3,7:10.0,Shooting foul by J. Crowder (drawn by M. Morris),,55,64
277,3,7:10.0,M. Morris makes free throw 1 of 1,,56,64
278,3,6:50.0,,A. Johnson makes 2-pt layup from 3 ft (assist by I. Thomas),56,66
279,3,6:33.0,Technical foul by R. Jackson,,56,66
280,3,6:33.0,,I. Thomas makes technical free throw,56,67
281,3,6:25.0,M. Morris misses 2-pt jump shot from 15 ft,,56,67
282,3,6:24.0,Offensive rebound by E. İlyasova,,56,67
283,3,6:17.0,Turnover by K. Caldwell-Pope (lost ball),,56,67
284,3,5:56.0,,J. Crowder misses 2-pt jump shot from 9 ft,56,67
285,3,5:55.0,Defensive rebound by M. Morris,,56,67
286,3,5:54.0,Turnover by M. Morris (bad pass),,56,67
287,3,5:54.0,,Boston full timeout,56,67
288,3,5:46.0,,J. Crowder misses 3-pt jump shot from 24 ft,56,67
289,3,5:45.0,Defensive rebound by Team,,56,67
290,3,5:45.0,,Loose ball foul by K. Olynyk (drawn by A. Drummond),56,67
291,3,5:45.0,,J. Jerebko enters the game for K. Olynyk,56,67
292,3,5:45.0,Personal take foul by J. Jerebko (drawn by A. Drummond),,56,67
293,3,5:45.0,A. Drummond misses free throw 1 of 2,,56,67
294,3,5:45.0,Offensive rebound by Team,,56,67
295,3,5:45.0,A. Drummond misses free throw 2 of 2,,56,67
296,3,5:43.0,Offensive rebound by A. Drummond,,56,67
297,3,5:39.0,A. Drummond misses 2-pt layup from 1 ft,,56,67
298,3,5:38.0,Offensive rebound by E. İlyasova,,56,67
299,3,5:35.0,Turnover by E. İlyasova (lost ball; steal by J. Crowder),,56,67
300,3,5:28.0,,J. Crowder misses 3-pt jump shot from 23 ft,56,67
301,3,5:27.0,,Offensive rebound by A. Johnson,56,67
302,3,5:22.0,,I. Thomas misses 3-pt jump shot from 27 ft,56,67
303,3,5:21.0,,Offensive rebound by J. Jerebko,56,67
304,3,5:07.0,,Shooting foul by A. Drummond (drawn by E. Turner),56,67
305,3,5:07.0,,E. Turner makes free throw 1 of 2,56,68
306,3,5:07.0,S. Johnson enters the game for M. Morris,,56,68
307,3,5:07.0,A. Baynes enters the game for E. İlyasova,,56,68
308,3,5:07.0,A. Tolliver enters the game for A. Drummond,,56,68
309,3,5:07.0,,M. Smart enters the game for J. Crowder,56,68
310,3,5:07.0,,E. Turner makes free throw 2 of 2,56,69
311,3,4:53.0,R. Jackson makes 2-pt layup at rim,,58,69
312,3,4:34.0,,I. Thomas misses 2-pt layup from 1 ft,58,69
313,3,4:33.0,Defensive rebound by K. Caldwell-Pope,,58,69
314,3,4:23.0,S. Johnson misses 3-pt jump shot from 24 ft,,58,69
315,3,4:22.0,,Defensive rebound by J. Jerebko,58,69
316,3,4:20.0,,Turnover by J. Jerebko (lost ball; steal by S. Johnson),58,69
317,3,4:12.0,A. Baynes makes 2-pt jump shot from 16 ft (assist by R. Jackson),,60,69
318,3,3:48.0,,I. Thomas misses 3-pt jump shot from 24 ft,60,69
319,3,3:48.0,,Offensive rebound by Team,60,69
320,3,3:48.0,,Personal foul by A. Baynes (drawn by E. Turner),60,69
321,3,3:48.0,,E. Turner makes free throw 1 of 2,60,70
322,3,3:48.0,,J. Sullinger enters the game for A. Johnson,60,70
323,3,3:48.0,J. Anthony enters the game for A. Baynes,,60,70
324,3,3:48.0,,E. Turner makes free throw 2 of 2,60,71
325,3,3:37.0,,Offensive charge foul by S. Johnson (drawn by M. Smart),60,71
326,3,3:37.0,Turnover by S. Johnson (offensive foul),,60,71
327,3,3:17.0,,J. Jerebko makes 2-pt jump shot from 8 ft (assist by I. Thomas),60,73
328,3,3:09.0,R. Jackson misses 2-pt jump shot from 4 ft (block by J. Sullinger),,60,73
329,3,3:08.0,,Defensive rebound by Team,60,73
330,3,2:59.0,,Turnover by I. Thomas (discontinued dribble),60,73
331,3,2:59.0,Detroit full timeout,,60,73
332,3,2:59.0,B. Jennings enters the game for R. Jackson,,60,73
333,3,2:40.0,Shooting block foul by J. Sullinger (drawn by K. Caldwell-Pope),,60,73
334,3,2:40.0,K. Caldwell-Pope makes free throw 1 of 2,,61,73
335,3,2:40.0,K. Caldwell-Pope makes free throw 2 of 2,,62,73
336,3,2:27.0,,J. Sullinger misses 2-pt jump shot from 20 ft,62,73
337,3,2:26.0,Defensive rebound by K. Caldwell-Pope,,62,73
338,3,2:16.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by B. Jennings),,65,73
339,3,1:54.0,,I. Thomas misses 2-pt jump shot from 17 ft,65,73
340,3,1:53.0,Defensive rebound by S. Johnson,,65,73
341,3,1:43.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,65,73
342,3,1:43.0,Offensive rebound by S. Johnson,,65,73
343,3,1:42.0,S. Johnson misses 2-pt layup from 1 ft (block by J. Jerebko),,65,73
344,3,1:41.0,,Defensive rebound by I. Thomas,65,73
345,3,1:27.0,,M. Smart misses 3-pt jump shot from 24 ft,65,73
346,3,1:26.0,Defensive rebound by S. Johnson,,65,73
347,3,1:08.0,S. Johnson misses 3-pt jump shot from 25 ft,,65,73
348,3,1:07.0,,Defensive rebound by Team,65,73
349,3,1:07.0,,J. Young enters the game for I. Thomas,65,73
350,3,0:57.0,,J. Sullinger makes 2-pt jump shot from 19 ft (assist by J. Jerebko),65,75
351,3,0:44.0,B. Jennings misses 3-pt jump shot from 25 ft,,65,75
352,3,0:43.0,Offensive rebound by J. Anthony,,65,75
353,3,0:37.0,A. Tolliver misses 3-pt jump shot from 25 ft,,65,75
354,3,0:36.0,,Defensive rebound by E. Turner,65,75
355,3,0:22.0,,J. Jerebko misses 3-pt jump shot from 25 ft,65,75
356,3,0:21.0,Defensive rebound by K. Caldwell-Pope,,65,75
357,3,0:02.0,Shooting foul by J. Sullinger (drawn by B. Jennings),,65,75
358,3,0:02.0,B. Jennings misses free throw 1 of 2,,65,75
359,3,0:02.0,Offensive rebound by Team,,65,75
360,3,0:02.0,B. Jennings makes free throw 2 of 2,,66,75
361,3,0:01.0,,J. Young misses 3-pt jump shot from 52 ft,66,75
362,3,0:00.0,,Offensive rebound by Team,66,75
363,4,11:44.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft,,68,75
364,4,11:32.0,,M. Smart misses 2-pt layup from 1 ft (block by J. Anthony),68,75
365,4,11:31.0,Defensive rebound by J. Anthony,,68,75
366,4,11:25.0,B. Jennings makes 3-pt jump shot from 24 ft,,71,75
367,4,11:06.0,,J. Sullinger makes 2-pt jump shot from 21 ft (assist by M. Smart),71,77
368,4,10:49.0,B. Jennings misses 3-pt jump shot from 25 ft,,71,77
369,4,10:47.0,Offensive rebound by B. Jennings,,71,77
370,4,10:41.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,71,77
371,4,10:40.0,Offensive rebound by S. Johnson,,71,77
372,4,10:39.0,Shooting foul by J. Crowder (drawn by S. Johnson),,71,77
373,4,10:39.0,S. Johnson makes free throw 1 of 2,,72,77
374,4,10:39.0,A. Drummond enters the game for J. Anthony,,72,77
375,4,10:39.0,M. Morris enters the game for K. Caldwell-Pope,,72,77
376,4,10:39.0,S. Johnson makes free throw 2 of 2,,73,77
377,4,10:25.0,,J. Young misses 3-pt jump shot from 23 ft,73,77
378,4,10:24.0,,Offensive rebound by J. Jerebko,73,77
379,4,10:13.0,,M. Smart misses 2-pt jump shot from 15 ft,73,77
380,4,10:12.0,Defensive rebound by S. Johnson,,73,77
381,4,10:03.0,Personal foul by J. Crowder (drawn by B. Jennings),,73,77
382,4,9:52.0,M. Morris misses 2-pt jump shot from 18 ft,,73,77
383,4,9:51.0,,Defensive rebound by J. Jerebko,73,77
