,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA LAKERS_ACTION,CLEVELAND_SCORE,LA LAKERS_SCORE
127,2,8:19.0,,J. Randle makes 2-pt jump shot from 4 ft,41,40
128,2,7:57.0,J. Smith misses 3-pt jump shot from 23 ft,,41,40
129,2,7:56.0,,Defensive rebound by J. Randle,41,40
130,2,7:49.0,,J. Randle makes 2-pt layup at rim,41,42
131,2,7:38.0,K. Irving misses 2-pt layup from 1 ft (block by M. Huertas),,41,42
132,2,7:36.0,Offensive rebound by T. Thompson,,41,42
133,2,7:36.0,Shooting foul by B. Bass (drawn by T. Thompson),,41,42
134,2,7:36.0,T. Thompson makes free throw 1 of 2,,42,42
135,2,7:36.0,C. Frye enters the game for J. Jones,,42,42
136,2,7:36.0,,T. Black enters the game for B. Bass,42,42
137,2,7:36.0,T. Thompson misses free throw 2 of 2,,42,42
138,2,7:35.0,,Defensive rebound by T. Black,42,42
139,2,7:27.0,,Personal foul by I. Shumpert,42,42
140,2,7:15.0,,Turnover by J. Randle (3 sec),42,42
141,2,7:00.0,J. Smith makes 2-pt jump shot from 19 ft,,44,42
142,2,6:33.0,,J. Clarkson misses 3-pt jump shot from 24 ft (block by J. Smith),44,42
143,2,6:31.0,Defensive rebound by C. Frye,,44,42
144,2,6:24.0,C. Frye makes 3-pt jump shot from 24 ft (assist by K. Irving),,47,42
145,2,6:07.0,,Personal foul by J. Smith,47,42
146,2,6:07.0,L. James enters the game for I. Shumpert,,47,42
147,2,6:00.0,,J. Clarkson misses 2-pt layup from 1 ft,47,42
148,2,6:00.0,Defensive rebound by Team,,47,42
149,2,5:47.0,C. Frye misses 3-pt jump shot from 23 ft,,47,42
150,2,5:46.0,,Defensive rebound by M. Huertas,47,42
151,2,5:39.0,,Turnover by T. Black (lost ball; steal by J. Smith),47,42
152,2,5:36.0,Personal take foul by M. Huertas,,47,42
153,2,5:36.0,,LA Lakers full timeout,47,42
154,2,5:28.0,Turnover by T. Thompson (lost ball; steal by K. Bryant),,47,42
155,2,5:27.0,,Personal take foul by K. Irving,47,42
156,2,5:19.0,,T. Black makes 2-pt dunk at rim (assist by M. Huertas),47,44
157,2,5:02.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,49,44
158,2,4:39.0,,J. Randle makes 2-pt dunk at rim (assist by M. Huertas),49,46
159,2,4:14.0,L. James misses 3-pt jump shot from 24 ft,,49,46
160,2,4:13.0,Offensive rebound by C. Frye,,49,46
161,2,4:11.0,C. Frye makes 2-pt layup at rim,,51,46
162,2,3:58.0,,T. Black misses 2-pt jump shot from 14 ft,51,46
163,2,3:57.0,Defensive rebound by L. James,,51,46
164,2,3:43.0,Turnover by L. James (bad pass; steal by J. Clarkson),,51,46
165,2,3:33.0,,M. Huertas misses 2-pt jump shot from 6 ft,51,46
166,2,3:30.0,,Offensive rebound by J. Randle,51,46
167,2,3:30.0,,J. Randle makes 2-pt layup from 1 ft,51,48
168,2,3:16.0,K. Irving misses 3-pt jump shot from 25 ft,,51,48
169,2,3:14.0,,Defensive rebound by J. Randle,51,48
170,2,3:05.0,,J. Clarkson misses 2-pt jump shot from 9 ft,51,48
171,2,3:04.0,,Offensive rebound by K. Bryant,51,48
172,2,3:01.0,,K. Bryant misses 2-pt hook shot from 1 ft,51,48
173,2,2:57.0,Defensive rebound by C. Frye,,51,48
174,2,2:55.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,54,48
175,2,2:30.0,,Turnover by T. Black (lost ball; steal by C. Frye),54,48
176,2,2:25.0,L. James makes 2-pt dunk at rim (assist by J. Smith),,56,48
177,2,2:15.0,,LA Lakers full timeout,56,48
178,2,2:15.0,Cleveland full timeout,,56,48
179,2,2:15.0,,D. Russell enters the game for M. Huertas,56,48
180,2,2:15.0,,L. Nance enters the game for T. Black,56,48
181,2,2:02.0,,K. Bryant makes 2-pt jump shot from 13 ft,56,50
182,2,1:37.0,L. James makes 3-pt jump shot from 23 ft (assist by J. Smith),,59,50
183,2,1:17.0,,K. Bryant makes 2-pt jump shot from 12 ft,59,52
184,2,0:57.0,Personal foul by D. Russell,,59,52
185,2,0:57.0,M. Dellavedova enters the game for J. Smith,,59,52
186,2,0:48.0,L. James makes 2-pt dunk at rim,,61,52
187,2,0:33.0,,K. Bryant makes 3-pt jump shot from 24 ft,61,55
188,2,0:17.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by K. Irving),,64,55
189,2,0:00.0,,D. Russell misses 3-pt jump shot from 27 ft,64,55
190,2,0:00.0,,Offensive rebound by Team,64,55
191,3,11:49.0,K. Irving makes 2-pt jump shot from 18 ft,,66,55
192,3,11:25.0,,R. Hibbert makes 2-pt jump shot from 9 ft,66,57
193,3,11:09.0,K. Irving makes 3-pt jump shot from 24 ft,,69,57
194,3,10:49.0,,K. Bryant makes 3-pt jump shot from 25 ft (assist by D. Russell),69,60
195,3,10:33.0,K. Irving misses 3-pt jump shot from 24 ft,,69,60
196,3,10:32.0,,Defensive rebound by K. Bryant,69,60
197,3,10:24.0,,K. Bryant makes 2-pt jump shot from 14 ft,69,62
198,3,10:16.0,L. James misses 2-pt jump shot from 2 ft,,69,62
199,3,10:14.0,,Defensive rebound by J. Clarkson,69,62
200,3,10:09.0,,Personal foul by L. James,69,62
201,3,10:07.0,,Turnover by R. Hibbert (bad pass),69,62
202,3,9:49.0,K. Irving misses 3-pt jump shot from 23 ft,,69,62
203,3,9:48.0,Offensive rebound by T. Thompson,,69,62
204,3,9:45.0,L. James makes 2-pt dunk at rim (assist by T. Thompson),,71,62
205,3,9:23.0,,Turnover by R. Hibbert (bad pass; steal by J. Smith),71,62
206,3,9:09.0,Turnover by K. Irving (lost ball; steal by J. Randle),,71,62
207,3,9:08.0,,Personal foul by C. Frye,71,62
208,3,8:56.0,,Offensive foul by R. Hibbert (drawn by L. James),71,62
209,3,8:56.0,,Turnover by R. Hibbert (offensive foul),71,62
210,3,8:40.0,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James),,74,62
211,3,8:17.0,,K. Bryant makes 2-pt jump shot from 18 ft,74,64
212,3,7:55.0,C. Frye misses 3-pt jump shot from 25 ft,,74,64
213,3,7:54.0,Offensive rebound by Team,,74,64
214,3,7:50.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,77,64
215,3,7:31.0,,D. Russell misses 2-pt jump shot from 15 ft,77,64
216,3,7:30.0,Defensive rebound by T. Thompson,,77,64
217,3,7:21.0,Turnover by L. James (bad pass; steal by J. Randle),,77,64
218,3,7:15.0,,J. Clarkson makes 2-pt dunk at rim (assist by D. Russell),77,66
219,3,7:15.0,Cleveland full timeout,,77,66
220,3,6:55.0,L. James misses 2-pt jump shot from 13 ft,,77,66
221,3,6:55.0,Offensive rebound by Team,,77,66
222,3,6:55.0,,Loose ball foul by R. Hibbert,77,66
223,3,6:48.0,L. James misses 3-pt jump shot from 24 ft,,77,66
224,3,6:47.0,Offensive rebound by L. James,,77,66
225,3,6:42.0,L. James makes 2-pt jump shot from 8 ft,,79,66
226,3,6:21.0,,Shooting foul by C. Frye (drawn by J. Randle),79,66
227,3,6:21.0,,J. Randle makes free throw 1 of 2,79,67
228,3,6:21.0,,M. Huertas enters the game for J. Clarkson,79,67
229,3,6:21.0,,J. Randle makes free throw 2 of 2,79,68
230,3,6:09.0,L. James misses 2-pt jump shot from 8 ft,,79,68
231,3,6:06.0,,Defensive rebound by K. Bryant,79,68
232,3,6:01.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by K. Bryant),79,71
233,3,5:44.0,K. Irving makes 2-pt jump shot from 11 ft,,81,71
234,3,5:25.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by K. Bryant),81,74
235,3,5:14.0,Turnover by K. Irving (bad pass; steal by R. Hibbert),,81,74
236,3,5:07.0,,D. Russell misses 2-pt layup from 2 ft,81,74
237,3,5:05.0,Defensive rebound by C. Frye,,81,74
238,3,4:56.0,J. Smith makes 3-pt jump shot from 24 ft (assist by C. Frye),,84,74
239,3,4:42.0,,J. Randle misses 2-pt layup from 1 ft (block by L. James),84,74
240,3,4:42.0,,Offensive rebound by Team,84,74
241,3,4:42.0,M. Dellavedova enters the game for K. Irving,,84,74
242,3,4:42.0,,L. Nance enters the game for J. Randle,84,74
243,3,4:42.0,,B. Bass enters the game for R. Hibbert,84,74
244,3,4:36.0,,Personal foul by J. Smith,84,74
245,3,4:36.0,Violation by Team (jump ball),,84,74
246,3,4:31.0,,Shooting foul by J. Smith (drawn by D. Russell),84,74
247,3,4:31.0,,D. Russell makes free throw 1 of 2,84,75
248,3,4:31.0,I. Shumpert enters the game for J. Smith,,84,75
249,3,4:31.0,,D. Russell makes free throw 2 of 2,84,76
250,3,4:13.0,C. Frye makes 2-pt jump shot from 6 ft (assist by M. Dellavedova),,86,76
251,3,3:55.0,,K. Bryant misses 2-pt jump shot from 16 ft,86,76
252,3,3:54.0,Defensive rebound by C. Frye,,86,76
253,3,3:33.0,I. Shumpert misses 3-pt jump shot from 24 ft,,86,76
254,3,3:33.0,Offensive rebound by L. James,,86,76
255,3,3:33.0,Shooting foul by K. Bryant (drawn by L. James),,86,76
256,3,3:33.0,L. James misses free throw 1 of 2,,86,76
257,3,3:33.0,Offensive rebound by Team,,86,76
258,3,3:33.0,,M. World Peace enters the game for K. Bryant,86,76
259,3,3:33.0,L. James makes free throw 2 of 2,,87,76
260,3,3:14.0,,M. World Peace misses 3-pt jump shot from 23 ft,87,76
261,3,3:13.0,Defensive rebound by T. Thompson,,87,76
262,3,3:06.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,90,76
263,3,3:05.0,,LA Lakers full timeout,90,76
264,3,3:05.0,J. Jones enters the game for C. Frye,,90,76
265,3,2:54.0,,Shooting foul by I. Shumpert (drawn by D. Russell),90,76
266,3,2:54.0,,D. Russell makes free throw 1 of 2,90,77
267,3,2:54.0,,D. Russell makes free throw 2 of 2,90,78
268,3,2:37.0,Personal foul by L. Nance,,90,78
269,3,2:27.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,90,78
270,3,2:26.0,,Defensive rebound by M. World Peace,90,78
271,3,2:22.0,,B. Bass makes 2-pt dunk at rim (assist by M. Huertas),90,80
272,3,1:57.0,M. Dellavedova misses 2-pt jump shot from 6 ft,,90,80
273,3,1:56.0,,Defensive rebound by B. Bass,90,80
274,3,1:48.0,,Turnover by M. Huertas (bad pass; steal by T. Thompson),90,80
275,3,1:40.0,I. Shumpert makes 2-pt layup from 2 ft,,92,80
276,3,1:23.0,,Shooting foul by I. Shumpert (drawn by M. World Peace),92,80
277,3,1:23.0,,M. World Peace misses free throw 1 of 2,92,80
278,3,1:23.0,,Offensive rebound by Team,92,80
279,3,1:23.0,,M. World Peace misses free throw 2 of 2,92,80
280,3,1:21.0,Defensive rebound by T. Thompson,,92,80
281,3,1:02.0,L. James makes 2-pt layup at rim,,94,80
282,3,0:45.0,,B. Bass makes 2-pt jump shot from 6 ft,94,82
283,3,0:37.0,Personal foul by B. Bass,,94,82
284,3,0:27.0,I. Shumpert misses 2-pt jump shot from 10 ft,,94,82
285,3,0:24.0,,Defensive rebound by D. Russell,94,82
286,3,0:06.0,,D. Russell misses 3-pt jump shot from 25 ft,94,82
287,3,0:05.0,Defensive rebound by T. Thompson,,94,82
288,3,0:04.0,Personal foul by M. World Peace,,94,82
289,3,0:04.0,T. Thompson misses free throw 1 of 2,,94,82
290,3,0:04.0,Offensive rebound by Team,,94,82
291,3,0:04.0,K. Irving enters the game for L. James,,94,82
292,3,0:04.0,T. Thompson makes free throw 2 of 2,,95,82
293,3,0:01.0,,D. Russell misses 2-pt jump shot from 10 ft,95,82
294,3,0:00.0,,Offensive rebound by Team,95,82
295,4,11:45.0,,M. Huertas misses 3-pt jump shot from 24 ft,95,82
296,4,11:44.0,Defensive rebound by I. Shumpert,,95,82
297,4,11:26.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),,97,82
298,4,11:07.0,,M. Huertas makes 2-pt jump shot from 9 ft (assist by L. Nance),97,84
299,4,10:41.0,K. Irving misses 3-pt jump shot from 25 ft,,97,84
300,4,10:40.0,,Defensive rebound by M. Huertas,97,84
301,4,10:25.0,,Shooting foul by M. Dellavedova (drawn by M. World Peace),97,84
302,4,10:25.0,,M. World Peace makes free throw 1 of 2,97,85
303,4,10:25.0,,R. Hibbert enters the game for B. Bass,97,85
304,4,10:25.0,,M. World Peace makes free throw 2 of 2,97,86
305,4,10:15.0,K. Irving makes 2-pt jump shot from 16 ft,,99,86
306,4,10:03.0,,Personal foul by K. Irving,99,86
307,4,9:48.0,,M. Huertas misses 2-pt jump shot from 10 ft,99,86
308,4,9:46.0,Defensive rebound by J. Jones,,99,86
309,4,9:44.0,Turnover by M. Dellavedova (bad pass; steal by M. World Peace),,99,86
310,4,9:40.0,,Shooting foul by M. Dellavedova (drawn by L. Nance),99,86
311,4,9:40.0,,L. Nance misses free throw 1 of 2,99,86
312,4,9:40.0,,Offensive rebound by Team,99,86
313,4,9:40.0,,J. Clarkson enters the game for D. Russell,99,86
314,4,9:40.0,J. Smith enters the game for M. Dellavedova,,99,86
315,4,9:40.0,,L. Nance makes free throw 2 of 2,99,87
316,4,9:30.0,K. Irving makes 2-pt layup at rim,,101,87
317,4,9:13.0,,J. Clarkson misses 3-pt jump shot from 25 ft,101,87
318,4,9:13.0,Defensive rebound by Team,,101,87
319,4,9:00.0,J. Jones makes 3-pt jump shot from 24 ft (assist by K. Irving),,104,87
320,4,8:41.0,,M. World Peace makes 2-pt jump shot from 10 ft,104,89
321,4,8:32.0,Shooting foul by M. Huertas (drawn by K. Irving),,104,89
322,4,8:32.0,Official timeout,,104,89
323,4,8:32.0,K. Irving makes free throw 1 of 2,,105,89
324,4,8:32.0,K. Irving makes free throw 2 of 2,,106,89
325,4,8:14.0,,M. Huertas misses 2-pt layup from 1 ft (block by K. Irving),106,89
326,4,8:14.0,,Offensive rebound by Team,106,89
327,4,8:12.0,,J. Clarkson makes 2-pt jump shot from 12 ft (assist by M. World Peace),106,91
328,4,7:52.0,K. Irving makes 2-pt jump shot from 18 ft,,108,91
329,4,7:41.0,,J. Clarkson misses 3-pt jump shot from 24 ft,108,91
330,4,7:40.0,Defensive rebound by K. Irving,,108,91
331,4,7:37.0,Personal foul by M. Huertas,,108,91
332,4,7:37.0,,K. Bryant enters the game for M. World Peace,108,91
333,4,7:37.0,,B. Bass enters the game for R. Hibbert,108,91
334,4,7:18.0,T. Mozgov misses 2-pt jump shot from 11 ft,,108,91
335,4,7:15.0,,Defensive rebound by K. Bryant,108,91
336,4,7:07.0,,L. Nance misses 2-pt layup from 1 ft (block by T. Mozgov),108,91
337,4,7:05.0,Defensive rebound by J. Smith,,108,91
338,4,6:59.0,J. Smith misses 3-pt jump shot from 24 ft,,108,91
339,4,6:56.0,,Defensive rebound by B. Bass,108,91
340,4,6:49.0,,B. Bass makes 2-pt jump shot from 10 ft (assist by M. Huertas),108,93
341,4,6:31.0,K. Irving makes 2-pt jump shot from 17 ft,,110,93
342,4,6:12.0,,Shooting foul by I. Shumpert (drawn by K. Bryant),110,93
343,4,6:12.0,Violation by T. Mozgov (lane),,110,93
344,4,6:12.0,,K. Bryant makes free throw 1 of 2,110,94
345,4,6:12.0,,J. Randle enters the game for L. Nance,110,94
346,4,6:12.0,L. James enters the game for J. Jones,,110,94
347,4,6:12.0,,K. Bryant misses free throw 2 of 2,110,94
348,4,6:11.0,Defensive rebound by I. Shumpert,,110,94
349,4,5:50.0,Personal foul by B. Bass,,110,94
350,4,5:50.0,,LA Lakers full timeout,110,94
351,4,5:39.0,J. Smith misses 2-pt jump shot from 17 ft,,110,94
352,4,5:37.0,,Defensive rebound by J. Randle,110,94
353,4,5:18.0,,J. Randle misses 2-pt jump shot from 10 ft,110,94
354,4,5:16.0,Defensive rebound by L. James,,110,94
355,4,5:11.0,Shooting foul by J. Randle (drawn by L. James),,110,94
356,4,5:11.0,L. James misses free throw 1 of 2,,110,94
357,4,5:11.0,Offensive rebound by Team,,110,94
358,4,5:11.0,L. James makes free throw 2 of 2,,111,94
359,4,4:50.0,,K. Bryant misses 3-pt jump shot from 24 ft,111,94
360,4,4:49.0,Defensive rebound by J. Smith,,111,94
361,4,4:38.0,L. James misses 2-pt jump shot from 11 ft,,111,94
362,4,4:36.0,,Defensive rebound by J. Randle,111,94
363,4,4:32.0,,Offensive foul by J. Randle (drawn by K. Irving),111,94
364,4,4:32.0,,Turnover by J. Randle (offensive foul),111,94
365,4,4:32.0,,D. Russell enters the game for M. Huertas,111,94
366,4,4:22.0,K. Irving misses 2-pt jump shot from 13 ft (block by K. Bryant),,111,94
367,4,4:21.0,,Defensive rebound by Team,111,94
368,4,4:21.0,Loose ball foul by T. Mozgov,,111,94
369,4,4:21.0,,B. Bass makes free throw 1 of 2,111,95
370,4,4:21.0,,B. Bass makes free throw 2 of 2,111,96
371,4,4:11.0,L. James misses 2-pt layup at rim,,111,96
372,4,4:10.0,,Defensive rebound by B. Bass,111,96
373,4,4:03.0,,D. Russell makes 2-pt layup from 2 ft,111,98
374,4,4:01.0,Cleveland full timeout,,111,98
375,4,4:01.0,T. Thompson enters the game for T. Mozgov,,111,98
376,4,3:47.0,L. James misses 3-pt jump shot from 24 ft,,111,98
377,4,3:46.0,Offensive rebound by T. Thompson,,111,98
378,4,3:26.0,L. James makes 2-pt layup from 2 ft,,113,98
379,4,3:17.0,,K. Bryant makes 3-pt jump shot from 24 ft,113,101
380,4,2:59.0,T. Thompson makes 2-pt layup at rim (assist by K. Irving),,115,101
381,4,2:39.0,,D. Russell misses 2-pt jump shot from 17 ft,115,101
382,4,2:36.0,,Offensive rebound by D. Russell,115,101
383,4,2:32.0,,J. Clarkson misses 3-pt jump shot from 24 ft,115,101
384,4,2:31.0,Defensive rebound by I. Shumpert,,115,101
385,4,2:10.0,Shooting foul by D. Russell (drawn by L. James),,115,101
386,4,2:10.0,L. James makes free throw 1 of 2,,116,101
387,4,2:10.0,M. Dellavedova enters the game for K. Irving,,116,101
388,4,2:10.0,,L. Nance enters the game for K. Bryant,116,101
389,4,2:10.0,L. James misses free throw 2 of 2,,116,101
390,4,2:09.0,,Defensive rebound by J. Randle,116,101
391,4,1:52.0,Violation by L. James (def goaltending),,116,101
392,4,1:52.0,,J. Randle makes 2-pt layup at rim (assist by B. Bass),116,103
393,4,1:52.0,,Shooting foul by L. James (drawn by J. Randle),116,103
394,4,1:52.0,,J. Randle makes free throw 1 of 1,116,104
395,4,1:38.0,T. Thompson misses 2-pt layup from 1 ft,,116,104
396,4,1:37.0,,Defensive rebound by B. Bass,116,104
397,4,1:25.0,,Turnover by J. Randle (traveling),116,104
398,4,1:25.0,J. McRae enters the game for L. James,,116,104
