,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
209,2,1:50.0,,D. Nowitzki makes free throw 2 of 2,43,41
210,2,1:37.0,D. Wade misses 2-pt jump shot from 3 ft,,43,41
211,2,1:36.0,Offensive rebound by D. Wade,,43,41
212,2,1:34.0,D. Wade misses 2-pt layup at rim,,43,41
213,2,1:33.0,Offensive rebound by H. Whiteside,,43,41
214,2,1:32.0,H. Whiteside makes 2-pt dunk at rim,,45,41
215,2,1:07.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by J. Barea),45,43
216,2,0:49.0,D. Wade makes 2-pt jump shot from 5 ft,,47,43
217,2,0:38.0,,J. Barea misses 2-pt jump shot from 4 ft (block by H. Whiteside),47,43
218,2,0:36.0,Defensive rebound by G. Dragić,,47,43
219,2,0:25.0,L. Deng misses 2-pt jump shot from 19 ft,,47,43
220,2,0:24.0,,Defensive rebound by Z. Pachulia,47,43
221,2,0:04.0,,Z. Pachulia makes 2-pt layup from 1 ft,47,45
222,2,0:04.0,,Shooting foul by H. Whiteside (drawn by Z. Pachulia),47,45
223,2,0:04.0,,J. Anderson enters the game for D. Nowitzki,47,45
224,2,0:04.0,,Z. Pachulia makes free throw 1 of 1,47,46
225,2,0:01.0,D. Wade misses 3-pt jump shot from 28 ft,,47,46
226,2,0:00.0,Offensive rebound by Team,,47,46
227,3,11:49.0,,D. Nowitzki makes 2-pt layup at rim (assist by J. Barea),47,48
228,3,11:24.0,C. Bosh misses 2-pt jump shot from 12 ft,,47,48
229,3,11:23.0,,Defensive rebound by C. Parsons,47,48
230,3,11:17.0,,J. Barea misses 2-pt jump shot from 3 ft,47,48
231,3,11:16.0,Defensive rebound by D. Wade,,47,48
232,3,11:06.0,D. Wade misses 2-pt jump shot from 11 ft,,47,48
233,3,11:05.0,Offensive rebound by A. Stoudemire,,47,48
234,3,11:01.0,D. Wade makes 2-pt jump shot from 18 ft (assist by A. Stoudemire),,49,48
235,3,10:31.0,,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by W. Matthews),49,51
236,3,10:13.0,G. Dragić makes 2-pt jump shot from 11 ft,,51,51
237,3,9:52.0,,W. Matthews makes 2-pt jump shot from 21 ft,51,53
238,3,9:37.0,C. Bosh misses 2-pt jump shot from 19 ft (block by D. Nowitzki),,51,53
239,3,9:35.0,Offensive rebound by L. Deng,,51,53
240,3,9:35.0,L. Deng makes 2-pt layup from 1 ft,,53,53
241,3,9:16.0,,D. Nowitzki makes 2-pt jump shot from 10 ft,53,55
242,3,9:05.0,G. Dragić misses 2-pt jump shot from 15 ft,,53,55
243,3,9:04.0,,Defensive rebound by D. Nowitzki,53,55
244,3,8:50.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,53,55
245,3,8:50.0,Defensive rebound by A. Stoudemire,,53,55
246,3,8:42.0,G. Dragić misses 2-pt layup from 1 ft,,53,55
247,3,8:41.0,,Defensive rebound by Z. Pachulia,53,55
248,3,8:25.0,,Personal block foul by G. Dragić (drawn by D. Nowitzki),53,55
249,3,8:19.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by W. Matthews),53,57
250,3,8:05.0,D. Wade makes 2-pt jump shot from 19 ft (assist by G. Dragić),,55,57
251,3,7:45.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,55,59
252,3,7:16.0,A. Stoudemire makes 2-pt layup from 1 ft (assist by D. Wade),,57,59
253,3,6:52.0,,J. Barea misses 3-pt jump shot from 23 ft,57,59
254,3,6:51.0,Defensive rebound by A. Stoudemire,,57,59
255,3,6:34.0,L. Deng makes 2-pt layup at rim,,59,59
256,3,6:33.0,,Dallas full timeout,59,59
257,3,6:16.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,59,59
258,3,6:15.0,Defensive rebound by D. Wade,,59,59
259,3,6:06.0,C. Bosh makes 2-pt jump shot from 17 ft (assist by G. Dragić),,61,59
260,3,5:46.0,,Z. Pachulia misses 2-pt jump shot from 3 ft,61,59
261,3,5:45.0,Defensive rebound by A. Stoudemire,,61,59
262,3,5:27.0,G. Dragić misses 3-pt jump shot from 25 ft,,61,59
263,3,5:26.0,,Defensive rebound by C. Parsons,61,59
264,3,5:13.0,,Personal foul by G. Dragić (drawn by W. Matthews),61,59
265,3,5:13.0,,J. Anderson enters the game for D. Nowitzki,61,59
266,3,5:13.0,,R. Felton enters the game for Z. Pachulia,61,59
267,3,5:13.0,,J. McGee enters the game for J. Barea,61,59
268,3,5:13.0,J. Winslow enters the game for C. Bosh,,61,59
269,3,5:02.0,,J. Anderson misses 3-pt jump shot from 24 ft,61,59
270,3,5:01.0,Defensive rebound by L. Deng,,61,59
271,3,4:53.0,D. Wade makes 2-pt layup from 1 ft,,63,59
272,3,4:41.0,,J. McGee misses 2-pt hook shot from 3 ft,63,59
273,3,4:40.0,Defensive rebound by D. Wade,,63,59
274,3,4:37.0,Shooting foul by J. Anderson (drawn by D. Wade),,63,59
275,3,4:37.0,D. Wade makes free throw 1 of 2,,64,59
276,3,4:37.0,D. Wade makes free throw 2 of 2,,65,59
277,3,4:30.0,,C. Parsons misses 3-pt jump shot from 25 ft,65,59
278,3,4:28.0,Defensive rebound by J. Winslow,,65,59
279,3,4:20.0,D. Wade makes 2-pt jump shot from 16 ft,,67,59
280,3,4:19.0,,Dallas full timeout,67,59
281,3,4:19.0,,Z. Pachulia enters the game for J. McGee,67,59
282,3,4:05.0,,J. Anderson misses 2-pt layup from 2 ft (block by A. Stoudemire),67,59
283,3,4:05.0,,Offensive rebound by Z. Pachulia,67,59
284,3,4:05.0,Loose ball foul by A. Stoudemire (drawn by Z. Pachulia),,67,59
285,3,3:47.0,,R. Felton misses 2-pt jump shot from 21 ft,67,59
286,3,3:46.0,,Offensive rebound by W. Matthews,67,59
287,3,3:36.0,,C. Parsons misses 2-pt jump shot from 7 ft (block by A. Stoudemire),67,59
288,3,3:35.0,Defensive rebound by G. Dragić,,67,59
289,3,3:29.0,D. Wade misses 2-pt jump shot from 18 ft,,67,59
290,3,3:27.0,,Defensive rebound by J. Anderson,67,59
291,3,3:16.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),67,62
292,3,3:15.0,Miami full timeout,,67,62
293,3,3:15.0,H. Whiteside enters the game for A. Stoudemire,,67,62
294,3,3:15.0,G. Green enters the game for D. Wade,,67,62
295,3,3:03.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),,69,62
296,3,2:40.0,,J. Anderson misses 2-pt jump shot from 17 ft,69,62
297,3,2:39.0,Defensive rebound by H. Whiteside,,69,62
298,3,2:26.0,L. Deng misses 3-pt jump shot from 22 ft,,69,62
299,3,2:25.0,,Defensive rebound by Z. Pachulia,69,62
300,3,2:14.0,,C. Parsons misses 2-pt jump shot from 7 ft (block by H. Whiteside),69,62
301,3,2:13.0,Defensive rebound by G. Green,,69,62
302,3,2:05.0,Shooting foul by C. Parsons (drawn by L. Deng),,69,62
303,3,2:05.0,L. Deng makes 2-pt layup from 1 ft (assist by H. Whiteside),,71,62
304,3,2:05.0,,D. Nowitzki enters the game for C. Parsons,71,62
305,3,2:05.0,L. Deng makes free throw 1 of 1,,72,62
306,3,1:45.0,,R. Felton misses 2-pt layup from 1 ft (block by H. Whiteside),72,62
307,3,1:43.0,Defensive rebound by G. Dragić,,72,62
308,3,1:39.0,G. Dragić misses 2-pt layup from 2 ft (block by J. Anderson),,72,62
309,3,1:38.0,,Defensive rebound by J. Anderson,72,62
310,3,1:27.0,,W. Matthews misses 3-pt jump shot from 22 ft,72,62
311,3,1:26.0,Defensive rebound by H. Whiteside,,72,62
312,3,1:14.0,L. Deng misses 2-pt layup from 1 ft,,72,62
313,3,1:13.0,,Defensive rebound by Z. Pachulia,72,62
314,3,1:05.0,,W. Matthews makes 2-pt layup from 2 ft (assist by R. Felton),72,64
315,3,0:43.0,J. Winslow misses 3-pt jump shot from 24 ft,,72,64
316,3,0:42.0,,Defensive rebound by W. Matthews,72,64
317,3,0:31.0,,Shooting foul by G. Green (drawn by R. Felton),72,64
318,3,0:31.0,,R. Felton makes free throw 1 of 2,72,65
319,3,0:31.0,B. Udrih enters the game for G. Dragić,,72,65
320,3,0:31.0,C. Bosh enters the game for L. Deng,,72,65
321,3,0:31.0,,R. Felton misses free throw 2 of 2,72,65
322,3,0:31.0,Defensive rebound by Team,,72,65
323,3,0:06.0,C. Bosh makes 2-pt jump shot from 16 ft,,74,65
324,3,0:05.0,,Technical foul by Team,74,65
325,3,0:05.0,G. Green misses technical free throw,,74,65
326,3,0:05.0,,Offensive rebound by Team,74,65
327,3,0:01.0,,R. Felton misses 3-pt jump shot from 26 ft,74,65
328,3,0:00.0,,Offensive rebound by Team,74,65
329,4,11:43.0,C. Bosh misses 3-pt jump shot from 24 ft,,74,65
330,4,11:42.0,,Defensive rebound by J. Barea,74,65
331,4,11:27.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,74,65
332,4,11:26.0,Defensive rebound by G. Green,,74,65
333,4,11:13.0,C. Bosh misses 2-pt jump shot from 17 ft,,74,65
334,4,11:11.0,,Defensive rebound by J. Anderson,74,65
335,4,11:04.0,,J. Barea makes 2-pt jump shot from 10 ft,74,67
336,4,10:42.0,C. Bosh misses 3-pt jump shot from 24 ft,,74,67
337,4,10:41.0,,Defensive rebound by J. Barea,74,67
338,4,10:28.0,,Shooting block foul by H. Whiteside (drawn by Z. Pachulia),74,67
339,4,10:28.0,,Z. Pachulia misses free throw 1 of 2,74,67
340,4,10:28.0,,Offensive rebound by Team,74,67
341,4,10:28.0,,Z. Pachulia makes free throw 2 of 2,74,68
342,4,10:19.0,Turnover by B. Udrih (bad pass; steal by Z. Pachulia),,74,68
343,4,10:03.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by Z. Pachulia),74,70
344,4,9:48.0,Shooting foul by R. Felton (drawn by G. Green),,74,70
345,4,9:48.0,G. Green makes free throw 1 of 2,,75,70
346,4,9:48.0,G. Green makes free throw 2 of 2,,76,70
347,4,9:38.0,,R. Felton makes 2-pt layup at rim (assist by Z. Pachulia),76,72
348,4,9:22.0,C. Bosh misses 2-pt jump shot from 20 ft,,76,72
349,4,9:21.0,Offensive rebound by H. Whiteside,,76,72
350,4,9:19.0,J. Winslow misses 2-pt layup at rim (block by J. Anderson),,76,72
351,4,9:17.0,,Defensive rebound by J. Anderson,76,72
352,4,9:06.0,,J. Anderson makes 3-pt jump shot from 22 ft (assist by J. Barea),76,75
353,4,9:06.0,Miami full timeout,,76,75
354,4,9:06.0,,C. Parsons enters the game for D. Nowitzki,76,75
355,4,8:54.0,C. Bosh makes 2-pt dunk at rim,,78,75
356,4,8:37.0,,J. Anderson misses 2-pt jump shot from 4 ft (block by H. Whiteside),78,75
357,4,8:35.0,Defensive rebound by H. Whiteside,,78,75
358,4,8:26.0,B. Udrih misses 2-pt jump shot from 5 ft,,78,75
359,4,8:25.0,,Defensive rebound by Z. Pachulia,78,75
360,4,8:25.0,Loose ball foul by H. Whiteside (drawn by Z. Pachulia),,78,75
361,4,8:04.0,,J. Barea misses 2-pt jump shot from 7 ft,78,75
362,4,8:03.0,Defensive rebound by H. Whiteside,,78,75
363,4,7:46.0,Personal foul by R. Felton (drawn by H. Whiteside),,78,75
364,4,7:46.0,,D. Nowitzki enters the game for R. Felton,78,75
365,4,7:46.0,,W. Matthews enters the game for J. Anderson,78,75
366,4,7:35.0,C. Bosh makes 2-pt jump shot from 18 ft (assist by B. Udrih),,80,75
367,4,7:16.0,,Personal foul by B. Udrih (drawn by D. Nowitzki),80,75
368,4,7:06.0,,C. Parsons misses 2-pt jump shot from 21 ft,80,75
369,4,7:05.0,Defensive rebound by H. Whiteside,,80,75
370,4,6:54.0,B. Udrih makes 2-pt jump shot from 15 ft,,82,75
371,4,6:47.0,,Dallas full timeout,82,75
372,4,6:34.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,82,75
373,4,6:33.0,Defensive rebound by G. Green,,82,75
374,4,6:21.0,Personal foul by C. Parsons (drawn by H. Whiteside),,82,75
375,4,6:12.0,Turnover by C. Bosh (bad pass; steal by W. Matthews),,82,75
376,4,6:05.0,,Shooting block foul by H. Whiteside (drawn by D. Nowitzki),82,75
377,4,6:05.0,,D. Nowitzki misses free throw 1 of 2,82,75
378,4,6:05.0,,Offensive rebound by Team,82,75
379,4,6:05.0,,R. Felton enters the game for C. Parsons,82,75
380,4,6:05.0,D. Wade enters the game for G. Green,,82,75
381,4,6:05.0,L. Deng enters the game for H. Whiteside,,82,75
382,4,6:05.0,,D. Nowitzki makes free throw 2 of 2,82,76
383,4,5:46.0,J. Winslow misses 2-pt jump shot from 5 ft,,82,76
384,4,5:45.0,,Defensive rebound by D. Nowitzki,82,76
385,4,5:30.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,82,78
