,QUARTER,TIME_REMAINING,INDIANA_ACTION,MEMPHIS_ACTION,INDIANA_SCORE,MEMPHIS_SCORE
395,4,4:30.0,,Offensive rebound by M. Gasol,78,88
396,4,4:30.0,,M. Gasol misses 2-pt layup from 2 ft,78,88
397,4,4:27.0,Defensive rebound by J. Hill,,78,88
398,4,4:27.0,Shooting foul by J. Green (drawn by P. George),,78,88
399,4,4:27.0,P. George makes free throw 1 of 2,,79,88
400,4,4:27.0,C. Miles enters the game for L. Allen,,79,88
401,4,4:27.0,P. George makes free throw 2 of 2,,80,88
402,4,4:08.0,,M. Gasol makes 2-pt hook shot from 10 ft (assist by M. Conley),80,90
403,4,3:52.0,Turnover by P. George (bad pass; steal by M. Conley),,80,90
404,4,3:26.0,,M. Conley makes 2-pt layup at rim,80,92
405,4,3:13.0,R. Stuckey misses 2-pt jump shot from 8 ft (block by C. Lee),,80,92
406,4,3:10.0,,Defensive rebound by J. Green,80,92
407,4,2:54.0,,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),80,94
408,4,2:54.0,Indiana full timeout,,80,94
409,4,2:54.0,,Memphis full timeout,80,94
410,4,2:42.0,M. Ellis makes 2-pt jump shot from 11 ft,,82,94
411,4,2:25.0,,Offensive foul by M. Barnes (drawn by P. George),82,94
412,4,2:25.0,,Turnover by M. Barnes (offensive foul),82,94
413,4,2:17.0,Turnover by C. Miles (lost ball; steal by M. Barnes),,82,94
414,4,1:57.0,,M. Conley misses 2-pt jump shot from 9 ft,82,94
415,4,1:54.0,Defensive rebound by J. Hill,,82,94
416,4,1:49.0,Turnover by J. Hill (traveling),,82,94
417,4,1:49.0,G. Robinson enters the game for P. George,,82,94
418,4,1:49.0,,M. Chalmers enters the game for C. Lee,82,94
419,4,1:27.0,,M. Chalmers misses 3-pt jump shot from 23 ft,82,94
420,4,1:25.0,,Offensive rebound by M. Gasol,82,94
421,4,1:06.0,,M. Gasol misses 2-pt jump shot from 20 ft,82,94
422,4,1:05.0,Defensive rebound by G. Robinson,,82,94
423,4,1:01.0,Turnover by C. Miles (lost ball),,82,94
424,4,1:01.0,S. Hill enters the game for J. Hill,,82,94
425,4,1:01.0,J. Young enters the game for C. Miles,,82,94
426,4,1:01.0,L. Allen enters the game for R. Stuckey,,82,94
427,4,1:01.0,C. Budinger enters the game for M. Ellis,,82,94
428,4,0:38.0,,M. Conley makes 2-pt jump shot from 4 ft,82,96
429,4,0:25.0,G. Robinson makes 2-pt jump shot from 19 ft,,84,96
430,4,0:01.0,,Turnover by Team (shot clock),84,96
