,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MEMPHIS_ACTION,CHICAGO_SCORE,MEMPHIS_SCORE
156,2,6:36.0,,J. Farmar makes 3-pt jump shot from 22 ft (assist by J. Martin),30,39
157,2,6:36.0,Chicago full timeout,,30,39
158,2,6:36.0,,Z. Randolph enters the game for J. Green,30,39
159,2,6:36.0,P. Gasol enters the game for C. Felício,,30,39
160,2,6:19.0,N. Mirotić misses 3-pt jump shot from 23 ft,,30,39
161,2,6:18.0,Offensive rebound by N. Mirotić,,30,39
162,2,6:07.0,N. Mirotić makes 3-pt jump shot from 22 ft (assist by P. Gasol),,33,39
163,2,5:42.0,,Turnover by J. Farmar (bad pass; steal by P. Gasol),33,39
164,2,5:37.0,Turnover by J. Butler (bad pass),,33,39
165,2,5:14.0,,Z. Randolph makes 2-pt jump shot from 4 ft,33,41
166,2,4:54.0,J. Holiday misses 2-pt jump shot from 11 ft,,33,41
167,2,4:52.0,,Defensive rebound by Z. Randolph,33,41
168,2,4:43.0,,J. Farmar makes 2-pt layup from 2 ft,33,43
169,2,4:31.0,P. Gasol makes 2-pt jump shot from 13 ft (assist by D. Rose),,35,43
170,2,4:18.0,,Z. Randolph makes 2-pt jump shot from 18 ft (assist by J. Farmar),35,45
171,2,4:03.0,Shooting foul by M. Barnes (drawn by P. Gasol),,35,45
172,2,4:03.0,P. Gasol makes free throw 1 of 2,,36,45
173,2,4:03.0,B. Portis enters the game for J. Holiday,,36,45
174,2,4:03.0,M. Dunleavy enters the game for N. Mirotić,,36,45
175,2,4:03.0,,J. Green enters the game for J. Martin,36,45
176,2,4:03.0,P. Gasol misses free throw 2 of 2,,36,45
177,2,4:02.0,,Defensive rebound by Z. Randolph,36,45
178,2,3:48.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by J. Green),36,48
179,2,3:36.0,D. Rose makes 2-pt jump shot from 15 ft,,38,48
180,2,3:21.0,,J. Farmar makes 2-pt jump shot from 13 ft,38,50
181,2,3:02.0,D. Rose misses 3-pt jump shot from 24 ft,,38,50
182,2,3:01.0,,Defensive rebound by T. Allen,38,50
183,2,2:54.0,,Memphis full timeout,38,50
184,2,2:46.0,,J. Green misses 3-pt jump shot from 24 ft (block by P. Gasol),38,50
185,2,2:46.0,,Offensive rebound by Team,38,50
186,2,2:46.0,Loose ball foul by M. Dunleavy,,38,50
187,2,2:34.0,,J. Farmar misses 3-pt jump shot from 28 ft,38,50
188,2,2:33.0,Defensive rebound by P. Gasol,,38,50
189,2,2:10.0,P. Gasol misses 2-pt jump shot from 7 ft,,38,50
190,2,2:08.0,Offensive rebound by B. Portis,,38,50
191,2,2:08.0,B. Portis misses 2-pt layup from 2 ft,,38,50
192,2,2:06.0,,Defensive rebound by T. Allen,38,50
193,2,1:50.0,,Z. Randolph makes 2-pt hook shot from 4 ft,38,52
194,2,1:33.0,B. Portis misses 2-pt jump shot from 17 ft,,38,52
195,2,1:32.0,,Defensive rebound by Z. Randolph,38,52
196,2,1:25.0,,M. Barnes misses 3-pt jump shot from 25 ft,38,52
197,2,1:23.0,Defensive rebound by D. Rose,,38,52
198,2,1:18.0,D. Rose misses 2-pt layup from 2 ft,,38,52
199,2,1:17.0,Offensive rebound by B. Portis,,38,52
200,2,1:17.0,B. Portis misses 2-pt layup from 3 ft,,38,52
201,2,1:15.0,Offensive rebound by B. Portis,,38,52
202,2,1:15.0,B. Portis makes 2-pt layup from 2 ft,,40,52
203,2,1:01.0,,J. Farmar misses 2-pt jump shot from 19 ft,40,52
204,2,1:00.0,Defensive rebound by P. Gasol,,40,52
205,2,0:41.0,Shooting foul by J. Green (drawn by P. Gasol),,40,52
206,2,0:41.0,P. Gasol makes free throw 1 of 2,,41,52
207,2,0:41.0,,V. Carter enters the game for T. Allen,41,52
208,2,0:41.0,P. Gasol makes free throw 2 of 2,,42,52
209,2,0:28.0,,Shooting foul by B. Portis (drawn by Z. Randolph),42,52
210,2,0:28.0,,Z. Randolph makes free throw 1 of 2,42,53
211,2,0:28.0,N. Mirotić enters the game for B. Portis,,42,53
212,2,0:28.0,,T. Allen enters the game for V. Carter,42,53
213,2,0:28.0,,C. Andersen enters the game for J. Green,42,53
214,2,0:28.0,,Z. Randolph makes free throw 2 of 2,42,54
215,2,0:06.0,M. Dunleavy makes 2-pt jump shot from 19 ft (assist by D. Rose),,44,54
216,2,0:00.0,,T. Allen misses 2-pt jump shot from 23 ft,44,54
217,2,0:00.0,,Offensive rebound by Team,44,54
218,3,11:42.0,D. Rose misses 2-pt layup from 1 ft,,44,54
219,3,11:40.0,Offensive rebound by P. Gasol,,44,54
220,3,11:40.0,P. Gasol makes 2-pt layup from 2 ft,,46,54
221,3,11:22.0,,Shooting foul by M. Dunleavy (drawn by Z. Randolph),46,54
222,3,11:22.0,,Z. Randolph makes free throw 1 of 2,46,55
223,3,11:22.0,,Z. Randolph misses free throw 2 of 2,46,55
224,3,11:20.0,Defensive rebound by B. Portis,,46,55
225,3,11:08.0,B. Portis makes 2-pt jump shot from 18 ft (assist by D. Rose),,48,55
226,3,10:51.0,,M. Barnes makes 2-pt jump shot from 21 ft,48,57
227,3,10:22.0,P. Gasol misses 2-pt jump shot from 22 ft,,48,57
228,3,10:21.0,,Defensive rebound by Team,48,57
229,3,10:11.0,,Z. Randolph misses 2-pt jump shot from 20 ft,48,57
230,3,10:10.0,Defensive rebound by P. Gasol,,48,57
231,3,10:02.0,D. Rose misses 2-pt jump shot from 20 ft,,48,57
232,3,10:01.0,,Defensive rebound by M. Barnes,48,57
233,3,9:53.0,,J. Farmar makes 2-pt jump shot from 20 ft,48,59
234,3,9:34.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,48,59
235,3,9:33.0,,Defensive rebound by J. Farmar,48,59
236,3,9:20.0,,J. Farmar misses 3-pt jump shot from 23 ft,48,59
237,3,9:18.0,,Offensive rebound by Z. Randolph,48,59
238,3,8:59.0,,M. Barnes misses 2-pt layup from 3 ft,48,59
239,3,8:57.0,Defensive rebound by P. Gasol,,48,59
240,3,8:57.0,Personal take foul by T. Allen,,48,59
241,3,8:47.0,B. Portis misses 3-pt jump shot from 23 ft,,48,59
242,3,8:46.0,Offensive rebound by B. Portis,,48,59
243,3,8:44.0,Shooting foul by C. Andersen (drawn by B. Portis),,48,59
244,3,8:44.0,B. Portis makes free throw 1 of 2,,49,59
245,3,8:44.0,B. Portis makes free throw 2 of 2,,50,59
246,3,8:35.0,,Shooting foul by M. Dunleavy (drawn by C. Andersen),50,59
247,3,8:35.0,,C. Andersen makes free throw 1 of 2,50,60
248,3,8:35.0,,C. Andersen makes free throw 2 of 2,50,61
249,3,8:19.0,P. Gasol misses 2-pt jump shot from 10 ft,,50,61
250,3,8:17.0,Offensive rebound by D. Rose,,50,61
251,3,8:14.0,D. Rose makes 2-pt jump shot from 15 ft,,52,61
252,3,7:53.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by J. Farmar),52,64
253,3,7:28.0,Turnover by P. Gasol (lost ball),,52,64
254,3,7:16.0,,Z. Randolph makes 2-pt jump shot from 20 ft (assist by J. Farmar),52,66
255,3,7:15.0,Chicago full timeout,,52,66
256,3,6:58.0,P. Gasol makes 2-pt hook shot from 5 ft,,54,66
257,3,6:46.0,,Turnover by M. Barnes (bad pass; steal by M. Dunleavy),54,66
258,3,6:39.0,Turnover by D. Rose (lost ball; steal by Z. Randolph),,54,66
259,3,6:15.0,,M. Barnes misses 3-pt jump shot from 24 ft,54,66
260,3,6:13.0,,Offensive rebound by J. Farmar,54,66
261,3,6:07.0,,Personal foul by M. Dunleavy,54,66
262,3,6:07.0,,V. Carter enters the game for M. Barnes,54,66
263,3,6:07.0,D. McDermott enters the game for M. Dunleavy,,54,66
264,3,5:52.0,,V. Carter makes 3-pt jump shot from 28 ft (assist by Z. Randolph),54,69
265,3,5:36.0,D. McDermott misses 3-pt jump shot from 28 ft,,54,69
266,3,5:36.0,,Defensive rebound by T. Allen,54,69
267,3,5:28.0,,J. Farmar misses 3-pt jump shot from 24 ft,54,69
268,3,5:25.0,Defensive rebound by P. Gasol,,54,69
269,3,5:20.0,B. Portis makes 2-pt layup from 2 ft (assist by D. McDermott),,56,69
270,3,4:58.0,,V. Carter makes 2-pt layup from 3 ft (assist by Z. Randolph),56,71
271,3,4:38.0,D. Rose misses 2-pt jump shot from 16 ft,,56,71
272,3,4:37.0,,Defensive rebound by C. Andersen,56,71
273,3,4:37.0,,Memphis full timeout,56,71
274,3,4:37.0,J. Holiday enters the game for B. Portis,,56,71
275,3,4:37.0,N. Mirotić enters the game for J. Butler,,56,71
276,3,4:37.0,A. Brooks enters the game for D. Rose,,56,71
277,3,4:37.0,,X. Munford enters the game for Z. Randolph,56,71
278,3,4:37.0,,J. Green enters the game for J. Farmar,56,71
279,3,4:21.0,,Turnover by T. Allen (traveling),56,71
280,3,4:10.0,Turnover by J. Holiday (bad pass; steal by T. Allen),,56,71
281,3,3:59.0,,X. Munford makes 3-pt jump shot from 23 ft (assist by V. Carter),56,74
282,3,3:44.0,A. Brooks misses 3-pt jump shot from 24 ft,,56,74
283,3,3:44.0,,Defensive rebound by J. Green,56,74
284,3,3:35.0,,Turnover by V. Carter (lost ball; steal by D. McDermott),56,74
285,3,3:29.0,J. Holiday makes 2-pt dunk at rim (assist by A. Brooks),,58,74
286,3,3:04.0,,J. Green makes 2-pt hook shot from 5 ft (assist by T. Allen),58,76
287,3,2:47.0,Personal foul by X. Munford,,58,76
288,3,2:47.0,,J. Martin enters the game for T. Allen,58,76
289,3,2:47.0,,M. Barnes enters the game for C. Andersen,58,76
290,3,2:32.0,A. Brooks makes 3-pt jump shot from 24 ft,,61,76
291,3,2:15.0,,X. Munford makes 3-pt jump shot from 23 ft (assist by M. Barnes),61,79
292,3,2:02.0,Turnover by A. Brooks (bad pass),,61,79
293,3,1:47.0,,V. Carter makes 2-pt jump shot from 10 ft,61,81
294,3,1:32.0,Shooting foul by J. Martin (drawn by P. Gasol),,61,81
295,3,1:32.0,P. Gasol misses free throw 1 of 2,,61,81
296,3,1:32.0,Offensive rebound by Team,,61,81
297,3,1:32.0,P. Gasol misses free throw 2 of 2,,61,81
298,3,1:31.0,,Defensive rebound by M. Barnes,61,81
299,3,1:17.0,,V. Carter misses 2-pt layup from 2 ft (block by P. Gasol),61,81
300,3,1:15.0,Defensive rebound by P. Gasol,,61,81
301,3,1:12.0,Turnover by D. McDermott (lost ball; steal by J. Green),,61,81
302,3,1:01.0,,J. Green misses 2-pt jump shot from 15 ft,61,81
303,3,1:00.0,,Offensive rebound by J. Green,61,81
304,3,0:48.0,,V. Carter makes 2-pt jump shot from 17 ft,61,83
305,3,0:39.0,A. Brooks misses 3-pt jump shot from 24 ft,,61,83
306,3,0:37.0,,Defensive rebound by V. Carter,61,83
307,3,0:28.0,,Offensive foul by J. Green (drawn by N. Mirotić),61,83
308,3,0:28.0,,Turnover by J. Green (offensive foul),61,83
309,3,0:28.0,C. Felício enters the game for P. Gasol,,61,83
310,3,0:14.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by A. Brooks),,64,83
311,3,0:14.0,Shooting foul by J. Martin (drawn by J. Holiday),,64,83
312,3,0:14.0,J. Holiday makes free throw 1 of 1,,65,83
313,3,0:03.0,,V. Carter misses 2-pt jump shot from 19 ft,65,83
314,3,0:01.0,Defensive rebound by C. Felício,,65,83
315,4,11:38.0,,J. Green misses 2-pt jump shot from 6 ft (block by N. Mirotić),65,83
316,4,11:37.0,Defensive rebound by N. Mirotić,,65,83
317,4,11:15.0,Turnover by A. Brooks (bad pass; steal by J. Green),,65,83
318,4,11:03.0,,V. Carter makes 2-pt jump shot from 12 ft,65,85
319,4,10:48.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by A. Brooks),,68,85
320,4,10:28.0,,J. Martin makes 2-pt jump shot from 6 ft,68,87
321,4,10:12.0,,Offensive charge foul by N. Mirotić (drawn by J. Martin),68,87
322,4,10:12.0,Turnover by N. Mirotić (offensive foul),,68,87
323,4,10:05.0,,Shooting foul by N. Mirotić (drawn by J. Green),68,87
324,4,10:05.0,,J. Green makes free throw 1 of 2,68,88
325,4,10:05.0,D. Rose enters the game for A. Brooks,,68,88
326,4,10:05.0,,J. Green makes free throw 2 of 2,68,89
327,4,9:48.0,D. McDermott misses 2-pt jump shot from 14 ft,,68,89
328,4,9:45.0,,Defensive rebound by X. Munford,68,89
329,4,9:37.0,,Personal foul by D. McDermott,68,89
330,4,9:30.0,,J. Green misses 2-pt jump shot from 19 ft,68,89
331,4,9:29.0,Defensive rebound by D. McDermott,,68,89
332,4,9:26.0,Shooting foul by V. Carter (drawn by N. Mirotić),,68,89
333,4,9:26.0,N. Mirotić makes free throw 1 of 2,,69,89
334,4,9:26.0,,Z. Randolph enters the game for J. Martin,69,89
335,4,9:26.0,N. Mirotić makes free throw 2 of 2,,70,89
336,4,9:19.0,,Personal foul by C. Felício,70,89
337,4,9:06.0,,Z. Randolph misses 2-pt jump shot from 19 ft,70,89
338,4,9:03.0,Defensive rebound by N. Mirotić,,70,89
339,4,9:01.0,Turnover by J. Holiday (bad pass; steal by V. Carter),,70,89
340,4,8:55.0,,X. Munford misses 2-pt layup from 2 ft (block by J. Holiday),70,89
341,4,8:55.0,,Offensive rebound by Team,70,89
342,4,8:55.0,J. Butler enters the game for J. Holiday,,70,89
343,4,8:45.0,,Shooting foul by N. Mirotić (drawn by J. Green),70,89
344,4,8:45.0,,J. Green makes free throw 1 of 2,70,90
345,4,8:45.0,,T. Allen enters the game for V. Carter,70,90
346,4,8:45.0,,J. Green makes free throw 2 of 2,70,91
347,4,8:29.0,D. McDermott makes 3-pt jump shot from 22 ft (assist by J. Butler),,73,91
348,4,8:07.0,,T. Allen misses 2-pt layup from 3 ft,73,91
349,4,8:04.0,Defensive rebound by C. Felício,,73,91
350,4,7:53.0,J. Butler misses 3-pt jump shot from 25 ft,,73,91
351,4,7:52.0,,Defensive rebound by X. Munford,73,91
352,4,7:41.0,,J. Green misses 2-pt jump shot from 19 ft,73,91
353,4,7:40.0,Defensive rebound by C. Felício,,73,91
354,4,7:32.0,D. McDermott makes 2-pt layup from 1 ft (assist by N. Mirotić),,75,91
355,4,7:14.0,,Turnover by Z. Randolph (bad pass),75,91
356,4,7:14.0,,J. Farmar enters the game for X. Munford,75,91
357,4,7:06.0,Shooting foul by T. Allen (drawn by C. Felício),,75,91
358,4,7:06.0,C. Felício misses free throw 1 of 2,,75,91
359,4,7:06.0,Offensive rebound by Team,,75,91
360,4,7:06.0,C. Felício misses free throw 2 of 2,,75,91
361,4,7:05.0,,Defensive rebound by M. Barnes,75,91
362,4,6:52.0,,T. Allen misses 2-pt jump shot from 4 ft,75,91
363,4,6:50.0,Defensive rebound by N. Mirotić,,75,91
364,4,6:42.0,D. Rose makes 2-pt jump shot from 8 ft,,77,91
365,4,6:42.0,,Memphis full timeout,77,91
366,4,6:21.0,,Shooting foul by D. McDermott (drawn by T. Allen),77,91
367,4,6:21.0,,T. Allen misses free throw 1 of 2,77,91
368,4,6:21.0,,Offensive rebound by Team,77,91
369,4,6:21.0,,T. Allen misses free throw 2 of 2,77,91
370,4,6:21.0,Defensive rebound by Team,,77,91
371,4,6:06.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by D. Rose),,80,91
372,4,5:50.0,,Shooting foul by C. Felício (drawn by Z. Randolph),80,91
373,4,5:50.0,,Z. Randolph makes free throw 1 of 2,80,92
374,4,5:50.0,,Z. Randolph makes free throw 2 of 2,80,93
375,4,5:41.0,Shooting foul by Z. Randolph (drawn by C. Felício),,80,93
376,4,5:41.0,C. Felício makes free throw 1 of 2,,81,93
377,4,5:41.0,,V. Carter enters the game for J. Green,81,93
378,4,5:41.0,P. Gasol enters the game for D. McDermott,,81,93
379,4,5:41.0,C. Felício makes free throw 2 of 2,,82,93
380,4,5:31.0,,Turnover by T. Allen (bad pass; steal by N. Mirotić),82,93
381,4,5:22.0,D. Rose misses 3-pt jump shot from 24 ft,,82,93
382,4,5:21.0,,Defensive rebound by Team,82,93
383,4,5:21.0,Loose ball foul by C. Felício,,82,93
384,4,5:21.0,,M. Barnes makes free throw 1 of 2,82,94
385,4,5:21.0,,C. Andersen enters the game for T. Allen,82,94
386,4,5:21.0,,M. Barnes makes free throw 2 of 2,82,95
387,4,5:11.0,N. Mirotić misses 3-pt jump shot from 24 ft,,82,95
388,4,5:10.0,Offensive rebound by J. Butler,,82,95
389,4,5:08.0,Turnover by P. Gasol (bad pass; steal by C. Andersen),,82,95
390,4,4:44.0,,J. Farmar misses 2-pt jump shot from 10 ft,82,95
391,4,4:44.0,,Offensive rebound by Z. Randolph,82,95
