,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHOENIX_ACTION,TORONTO_SCORE,PHOENIX_SCORE
34,1,6:49.0,,Defensive rebound by M. Morris,13,15
35,1,6:44.0,,Phoenix full timeout,13,15
36,1,6:44.0,T. Ross enters the game for N. Powell,,13,15
37,1,6:41.0,,Shooting foul by T. Ross (drawn by D. Booker),13,15
38,1,6:41.0,,D. Booker makes free throw 1 of 2,13,16
39,1,6:41.0,,D. Booker makes free throw 2 of 2,13,17
40,1,6:27.0,Turnover by L. Scola (bad pass; steal by D. Booker),,13,17
41,1,6:10.0,,M. Morris makes 2-pt jump shot from 21 ft (assist by A. Goodwin),13,19
42,1,6:01.0,Personal foul by A. Goodwin (drawn by K. Lowry),,13,19
43,1,5:46.0,D. DeRozan makes 2-pt jump shot from 16 ft,,15,19
44,1,5:30.0,,P. Tucker misses 2-pt jump shot from 6 ft,15,19
45,1,5:28.0,,Offensive rebound by M. Morris,15,19
46,1,5:28.0,,M. Morris misses 2-pt jump shot from 6 ft (block by L. Scola),15,19
47,1,5:28.0,,Offensive rebound by Team,15,19
48,1,5:20.0,,M. Morris makes 2-pt dunk at rim (assist by A. Goodwin),15,21
49,1,5:20.0,,Shooting foul by J. Valančiūnas (drawn by M. Morris),15,21
50,1,5:20.0,,M. Teletović enters the game for P. Tucker,15,21
51,1,5:20.0,,A. Len enters the game for T. Chandler,15,21
52,1,5:20.0,,J. McRae enters the game for A. Goodwin,15,21
53,1,5:20.0,,M. Morris makes free throw 1 of 1,15,22
54,1,5:13.0,Turnover by L. Scola (bad pass),,15,22
55,1,4:58.0,,J. McRae misses 3-pt jump shot from 22 ft,15,22
56,1,4:58.0,Defensive rebound by L. Scola,,15,22
57,1,4:48.0,T. Ross misses 3-pt jump shot from 24 ft,,15,22
58,1,4:45.0,Offensive rebound by J. Valančiūnas,,15,22
59,1,4:45.0,J. Valančiūnas makes 2-pt layup from 1 ft,,17,22
60,1,4:22.0,,Shooting block foul by T. Ross (drawn by J. McRae),17,22
61,1,4:22.0,,J. McRae makes free throw 1 of 2,17,23
62,1,4:22.0,B. Biyombo enters the game for L. Scola,,17,23
63,1,4:22.0,P. Patterson enters the game for J. Valančiūnas,,17,23
64,1,4:22.0,C. Joseph enters the game for T. Ross,,17,23
65,1,4:22.0,,J. McRae makes free throw 2 of 2,17,24
66,1,4:07.0,C. Joseph misses 2-pt jump shot from 18 ft,,17,24
67,1,4:06.0,,Defensive rebound by M. Morris,17,24
68,1,3:49.0,,Turnover by M. Morris (bad pass; steal by K. Lowry),17,24
69,1,3:42.0,Shooting foul by M. Morris (drawn by D. DeRozan),,17,24
70,1,3:42.0,D. DeRozan makes free throw 1 of 2,,18,24
71,1,3:42.0,,S. Weems enters the game for D. Booker,18,24
72,1,3:42.0,,A. Goodwin enters the game for J. McRae,18,24
73,1,3:42.0,D. DeRozan makes free throw 2 of 2,,19,24
74,1,3:22.0,,M. Teletović misses 3-pt jump shot from 24 ft,19,24
75,1,3:22.0,Defensive rebound by Team,,19,24
76,1,3:22.0,Personal foul by A. Len (drawn by B. Biyombo),,19,24
77,1,3:22.0,B. Biyombo makes free throw 1 of 2,,20,24
78,1,3:22.0,B. Biyombo makes free throw 2 of 2,,21,24
79,1,2:57.0,,A. Len misses 2-pt jump shot from 9 ft,21,24
80,1,2:57.0,Defensive rebound by B. Biyombo,,21,24
81,1,2:51.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by B. Biyombo),,24,24
82,1,2:37.0,,M. Morris makes 2-pt layup from 1 ft (assist by A. Goodwin),24,26
83,1,2:33.0,Turnover by D. DeRozan (traveling),,24,26
84,1,2:18.0,,M. Morris misses 2-pt jump shot from 16 ft,24,26
85,1,2:17.0,Defensive rebound by B. Biyombo,,24,26
86,1,2:06.0,C. Joseph misses 2-pt layup from 2 ft,,24,26
87,1,2:04.0,,Defensive rebound by A. Len,24,26
88,1,2:02.0,,A. Goodwin makes 2-pt layup from 1 ft,24,28
89,1,2:02.0,Violation by B. Biyombo (def goaltending),,24,28
90,1,1:47.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by C. Joseph),,27,28
91,1,1:26.0,,A. Goodwin misses 2-pt layup from 2 ft,27,28
92,1,1:26.0,,Offensive rebound by Team,27,28
93,1,1:26.0,N. Powell enters the game for K. Lowry,,27,28
94,1,1:19.0,,Shooting foul by N. Powell (drawn by M. Morris),27,28
95,1,1:19.0,,M. Morris misses free throw 1 of 2,27,28
96,1,1:19.0,,Offensive rebound by Team,27,28
97,1,1:19.0,,M. Morris makes free throw 2 of 2,27,29
98,1,1:02.0,D. DeRozan misses 2-pt jump shot from 14 ft,,27,29
99,1,1:01.0,,Defensive rebound by M. Morris,27,29
100,1,0:45.0,,Turnover by A. Goodwin (bad pass),27,29
101,1,0:37.0,P. Patterson misses 3-pt jump shot from 24 ft,,27,29
102,1,0:37.0,,Defensive rebound by M. Teletović,27,29
103,1,0:17.0,,S. Weems misses 2-pt jump shot from 14 ft,27,29
104,1,0:15.0,Defensive rebound by B. Biyombo,,27,29
105,1,0:03.0,Shooting block foul by A. Len (drawn by D. DeRozan),,27,29
106,1,0:03.0,D. DeRozan misses free throw 1 of 2,,27,29
107,1,0:03.0,Offensive rebound by Team,,27,29
108,1,0:03.0,D. DeRozan makes free throw 2 of 2,,28,29
109,1,0:00.0,,A. Goodwin makes 3-pt jump shot from 35 ft (assist by M. Morris),28,32
110,2,11:34.0,C. Joseph misses 2-pt layup at rim,,28,32
111,2,11:34.0,Offensive rebound by P. Patterson,,28,32
112,2,11:31.0,P. Patterson misses 2-pt jump shot from 10 ft,,28,32
113,2,11:30.0,,Defensive rebound by A. Len,28,32
114,2,11:18.0,,Personal foul by B. Biyombo (drawn by A. Len),28,32
115,2,11:15.0,,A. Goodwin misses 2-pt layup from 2 ft,28,32
116,2,11:14.0,Defensive rebound by B. Biyombo,,28,32
117,2,11:00.0,K. Lowry makes 3-pt jump shot from 24 ft,,31,32
118,2,10:39.0,,A. Len misses 2-pt hook shot from 6 ft,31,32
119,2,10:39.0,Defensive rebound by N. Powell,,31,32
120,2,10:28.0,Personal foul by S. Weems (drawn by K. Lowry),,31,32
121,2,10:20.0,P. Patterson misses 3-pt jump shot from 24 ft,,31,32
122,2,10:19.0,,Defensive rebound by J. Leuer,31,32
123,2,9:54.0,,A. Len makes 2-pt dunk at rim (assist by M. Teletović),31,34
124,2,9:28.0,N. Powell misses 2-pt jump shot from 19 ft,,31,34
125,2,9:28.0,,Defensive rebound by J. Leuer,31,34
126,2,9:21.0,,M. Teletović misses 2-pt jump shot from 16 ft,31,34
127,2,9:20.0,Defensive rebound by B. Biyombo,,31,34
128,2,9:14.0,Shooting foul by S. Weems (drawn by K. Lowry),,31,34
129,2,9:14.0,K. Lowry makes free throw 1 of 2,,32,34
130,2,9:14.0,T. Ross enters the game for N. Powell,,32,34
131,2,9:14.0,K. Lowry makes free throw 2 of 2,,33,34
132,2,9:05.0,,Turnover by A. Len (bad pass),33,34
133,2,8:54.0,B. Biyombo makes 2-pt dunk at rim (assist by C. Joseph),,35,34
134,2,8:46.0,,Phoenix full timeout,35,34
135,2,8:46.0,,D. Booker enters the game for M. Teletović,35,34
136,2,8:46.0,,P. Tucker enters the game for S. Weems,35,34
137,2,8:36.0,,J. Leuer misses 2-pt jump shot from 8 ft,35,34
138,2,8:34.0,Defensive rebound by P. Patterson,,35,34
139,2,8:26.0,C. Joseph misses 3-pt jump shot from 22 ft,,35,34
140,2,8:25.0,Offensive rebound by B. Biyombo,,35,34
141,2,8:13.0,T. Ross misses 3-pt jump shot from 24 ft,,35,34
142,2,8:12.0,,Defensive rebound by Team,35,34
143,2,7:53.0,,Turnover by D. Booker (bad pass; steal by T. Ross),35,34
144,2,7:50.0,Shooting foul by D. Booker (drawn by T. Ross),,35,34
145,2,7:50.0,T. Ross makes free throw 1 of 2,,36,34
146,2,7:50.0,,T. Chandler enters the game for A. Len,36,34
147,2,7:50.0,,M. Morris enters the game for J. Leuer,36,34
148,2,7:50.0,T. Ross makes free throw 2 of 2,,37,34
149,2,7:38.0,,Personal foul by C. Joseph (drawn by D. Booker),37,34
150,2,7:29.0,,Offensive foul by T. Chandler (drawn by C. Joseph),37,34
151,2,7:29.0,,Turnover by T. Chandler (offensive foul),37,34
152,2,7:11.0,K. Lowry misses 3-pt jump shot from 24 ft,,37,34
153,2,7:11.0,Offensive rebound by T. Ross,,37,34
154,2,7:07.0,T. Ross makes 2-pt jump shot from 12 ft,,39,34
155,2,6:45.0,,D. Booker misses 3-pt jump shot from 24 ft,39,34
156,2,6:45.0,Defensive rebound by B. Biyombo,,39,34
157,2,6:22.0,K. Lowry misses 3-pt jump shot from 24 ft,,39,34
158,2,6:21.0,,Defensive rebound by D. Booker,39,34
159,2,6:09.0,,M. Morris misses 2-pt jump shot from 10 ft,39,34
160,2,6:08.0,Defensive rebound by T. Ross,,39,34
161,2,6:05.0,B. Biyombo makes 2-pt dunk at rim (assist by T. Ross),,41,34
162,2,6:05.0,Shooting foul by T. Chandler (drawn by B. Biyombo),,41,34
163,2,6:05.0,,A. Len enters the game for T. Chandler,41,34
164,2,6:05.0,D. DeRozan enters the game for C. Joseph,,41,34
165,2,6:05.0,B. Biyombo makes free throw 1 of 1,,42,34
166,2,5:52.0,,Shooting foul by B. Biyombo (drawn by D. Booker),42,34
167,2,5:52.0,Official timeout,,42,34
168,2,5:52.0,L. Scola enters the game for B. Biyombo,,42,34
169,2,5:52.0,J. Valančiūnas enters the game for P. Patterson,,42,34
170,2,5:52.0,,D. Booker makes free throw 1 of 2,42,35
171,2,5:52.0,,D. Booker misses free throw 2 of 2,42,35
172,2,5:51.0,Defensive rebound by J. Valančiūnas,,42,35
173,2,5:27.0,D. DeRozan misses 3-pt jump shot from 25 ft,,42,35
174,2,5:27.0,Offensive rebound by J. Valančiūnas,,42,35
175,2,5:08.0,T. Ross makes 3-pt jump shot from 23 ft (assist by L. Scola),,45,35
176,2,4:40.0,,A. Goodwin misses 2-pt jump shot from 18 ft,45,35
177,2,4:40.0,,Offensive rebound by Team,45,35
178,2,4:40.0,,Turnover by Team (shot clock),45,35
179,2,4:23.0,T. Ross misses 2-pt jump shot from 21 ft,,45,35
180,2,4:23.0,Offensive rebound by Team,,45,35
181,2,4:23.0,,Loose ball foul by A. Len (drawn by J. Valančiūnas),45,35
182,2,4:23.0,J. Valančiūnas misses free throw 1 of 2,,45,35
183,2,4:23.0,Offensive rebound by Team,,45,35
184,2,4:23.0,,M. Teletović enters the game for A. Len,45,35
185,2,4:23.0,J. Valančiūnas makes free throw 2 of 2,,46,35
186,2,4:07.0,,A. Goodwin misses 2-pt layup from 2 ft,46,35
187,2,4:06.0,,Offensive rebound by A. Goodwin,46,35
188,2,4:04.0,,A. Goodwin makes 2-pt layup from 1 ft,46,37
189,2,3:48.0,J. Valančiūnas misses 2-pt jump shot from 8 ft,,46,37
190,2,3:46.0,,Defensive rebound by M. Morris,46,37
191,2,3:42.0,,D. Booker makes 2-pt layup from 1 ft (assist by M. Morris),46,39
192,2,3:33.0,Toronto full timeout,,46,39
193,2,3:15.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,46,39
194,2,3:15.0,,Defensive rebound by M. Teletović,46,39
195,2,2:54.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by P. Tucker),46,41
196,2,2:32.0,L. Scola misses 3-pt jump shot from 24 ft,,46,41
197,2,2:31.0,,Defensive rebound by D. Booker,46,41
198,2,2:17.0,,P. Tucker makes 2-pt jump shot from 9 ft (assist by M. Teletović),46,43
199,2,2:11.0,T. Ross makes 2-pt layup from 1 ft (assist by K. Lowry),,48,43
200,2,1:45.0,,Shooting block foul by J. Valančiūnas (drawn by A. Goodwin),48,43
201,2,1:45.0,,A. Goodwin makes free throw 1 of 2,48,44
202,2,1:45.0,C. Joseph enters the game for K. Lowry,,48,44
203,2,1:45.0,B. Biyombo enters the game for J. Valančiūnas,,48,44
204,2,1:45.0,,A. Goodwin makes free throw 2 of 2,48,45
205,2,1:22.0,D. DeRozan makes 2-pt jump shot from 8 ft,,50,45
206,2,1:05.0,,D. Booker misses 2-pt layup from 1 ft,50,45
207,2,1:03.0,Defensive rebound by C. Joseph,,50,45
208,2,0:53.0,D. DeRozan makes 2-pt jump shot from 11 ft,,52,45
209,2,0:34.0,,Turnover by M. Morris (offensive foul),52,45
210,2,0:34.0,Offensive charge foul by M. Morris (drawn by L. Scola),,52,45
211,2,0:23.0,D. DeRozan misses 2-pt jump shot from 11 ft,,52,45
212,2,0:21.0,,Defensive rebound by M. Morris,52,45
213,2,0:00.0,,A. Goodwin misses 2-pt layup from 3 ft,52,45
214,2,0:00.0,Defensive rebound by B. Biyombo,,52,45
215,3,11:46.0,D. DeRozan makes 2-pt jump shot from 18 ft,,54,45
216,3,11:29.0,,D. Booker misses 2-pt jump shot from 20 ft,54,45
217,3,11:29.0,Defensive rebound by J. Valančiūnas,,54,45
218,3,11:18.0,Offensive foul by L. Scola (drawn by T. Chandler),,54,45
219,3,10:58.0,Turnover by L. Scola (offensive foul),,54,45
220,3,10:58.0,,M. Morris makes 2-pt jump shot from 16 ft,54,47
221,3,10:39.0,Shooting foul by T. Chandler (drawn by J. Valančiūnas),,54,47
222,3,10:39.0,J. Valančiūnas makes free throw 1 of 2,,55,47
223,3,10:39.0,J. Valančiūnas makes free throw 2 of 2,,56,47
224,3,10:27.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by A. Goodwin),56,50
225,3,10:05.0,D. DeRozan misses 2-pt jump shot from 17 ft,,56,50
226,3,10:03.0,,Defensive rebound by T. Chandler,56,50
227,3,9:54.0,,Personal foul by D. DeRozan (drawn by A. Goodwin),56,50
228,3,9:54.0,,M. Teletović enters the game for T. Chandler,56,50
229,3,9:45.0,,M. Teletović misses 3-pt jump shot from 24 ft,56,50
230,3,9:45.0,Defensive rebound by J. Valančiūnas,,56,50
231,3,9:34.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,58,50
232,3,9:16.0,,D. Booker misses 3-pt jump shot from 25 ft,58,50
233,3,9:16.0,,Offensive rebound by P. Tucker,58,50
234,3,9:07.0,,M. Morris makes 2-pt jump shot from 4 ft,58,52
235,3,8:54.0,J. Valančiūnas makes 2-pt layup at rim (assist by K. Lowry),,60,52
236,3,8:42.0,,M. Morris misses 3-pt jump shot from 24 ft,60,52
237,3,8:41.0,Defensive rebound by K. Lowry,,60,52
238,3,8:25.0,J. Valančiūnas misses 2-pt layup from 1 ft,,60,52
239,3,8:21.0,,Defensive rebound by A. Goodwin,60,52
240,3,8:18.0,,D. Booker makes 3-pt jump shot from 24 ft (assist by A. Goodwin),60,55
241,3,8:01.0,Offensive foul by D. DeRozan (drawn by P. Tucker),,60,55
242,3,8:01.0,Turnover by D. DeRozan (offensive foul),,60,55
243,3,8:01.0,Violation by Team (jump ball),,60,55
244,3,7:51.0,,Turnover by A. Goodwin (bad pass; steal by N. Powell),60,55
245,3,7:35.0,L. Scola makes 2-pt jump shot from 8 ft (assist by N. Powell),,62,55
246,3,7:13.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by M. Morris),62,58
247,3,6:50.0,D. DeRozan makes 2-pt jump shot from 18 ft,,64,58
248,3,6:37.0,,Turnover by D. Booker (bad pass; steal by L. Scola),64,58
249,3,6:34.0,Shooting foul by D. Booker (drawn by L. Scola),,64,58
250,3,6:34.0,L. Scola makes free throw 1 of 2,,65,58
251,3,6:34.0,T. Ross enters the game for N. Powell,,65,58
252,3,6:34.0,L. Scola makes free throw 2 of 2,,66,58
253,3,6:25.0,,Personal foul by T. Ross (drawn by D. Booker),66,58
254,3,6:23.0,,Personal foul by L. Scola (drawn by M. Teletović),66,58
255,3,6:16.0,,M. Morris makes 2-pt dunk at rim (assist by A. Goodwin),66,60
256,3,6:01.0,Personal foul by P. Tucker (drawn by K. Lowry),,66,60
257,3,6:01.0,B. Biyombo enters the game for J. Valančiūnas,,66,60
258,3,6:01.0,P. Patterson enters the game for L. Scola,,66,60
259,3,5:45.0,K. Lowry misses 3-pt jump shot from 24 ft,,66,60
260,3,5:45.0,,Defensive rebound by P. Tucker,66,60
261,3,5:35.0,,M. Teletović misses 3-pt jump shot from 25 ft,66,60
262,3,5:35.0,Defensive rebound by B. Biyombo,,66,60
263,3,5:27.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,69,60
264,3,5:06.0,,Personal foul by B. Biyombo (drawn by M. Morris),69,60
265,3,5:06.0,,Phoenix full timeout,69,60
266,3,4:54.0,,P. Tucker misses 3-pt jump shot from 24 ft,69,60
267,3,4:53.0,Defensive rebound by T. Ross,,69,60
268,3,4:44.0,Turnover by P. Patterson (bad pass; steal by P. Tucker),,69,60
269,3,4:41.0,,Turnover by P. Tucker (bad pass; steal by P. Patterson),69,60
270,3,4:32.0,D. DeRozan makes 2-pt layup at rim,,71,60
271,3,4:32.0,Shooting foul by A. Goodwin (drawn by D. DeRozan),,71,60
272,3,4:32.0,D. DeRozan misses free throw 1 of 1,,71,60
273,3,4:31.0,,Defensive rebound by D. Booker,71,60
274,3,4:08.0,,A. Goodwin makes 2-pt layup from 1 ft,71,62
275,3,3:57.0,D. DeRozan misses 3-pt jump shot from 26 ft (block by M. Morris),,71,62
276,3,3:55.0,,Defensive rebound by P. Tucker,71,62
277,3,3:47.0,,M. Morris makes 2-pt layup from 1 ft (assist by A. Goodwin),71,64
278,3,3:29.0,T. Ross misses 3-pt jump shot from 25 ft,,71,64
279,3,3:28.0,,Defensive rebound by M. Morris,71,64
280,3,3:15.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by A. Goodwin),71,67
281,3,3:14.0,Toronto full timeout,,71,67
282,3,3:14.0,C. Joseph enters the game for K. Lowry,,71,67
283,3,2:57.0,B. Biyombo misses 2-pt layup from 2 ft (block by A. Goodwin),,71,67
284,3,2:56.0,,Defensive rebound by M. Morris,71,67
285,3,2:50.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by M. Morris),71,70
286,3,2:33.0,Turnover by C. Joseph (bad pass; steal by M. Morris),,71,70
287,3,2:27.0,,Turnover by A. Goodwin (bad pass),71,70
288,3,2:27.0,,Violation by Team (jump ball),71,70
289,3,2:17.0,Shooting block foul by M. Morris (drawn by C. Joseph),,71,70
290,3,2:17.0,C. Joseph makes free throw 1 of 2,,72,70
291,3,2:17.0,C. Joseph makes free throw 2 of 2,,73,70
292,3,1:57.0,,M. Teletović misses 3-pt jump shot from 24 ft,73,70
293,3,1:57.0,Defensive rebound by B. Biyombo,,73,70
294,3,1:34.0,Shooting foul by M. Teletović (drawn by D. DeRozan),,73,70
295,3,1:34.0,D. DeRozan misses free throw 1 of 2,,73,70
296,3,1:34.0,Offensive rebound by Team,,73,70
297,3,1:34.0,,S. Weems enters the game for A. Goodwin,73,70
298,3,1:34.0,,A. Len enters the game for M. Morris,73,70
299,3,1:34.0,D. DeRozan misses free throw 2 of 2,,73,70
300,3,1:34.0,,Defensive rebound by P. Tucker,73,70
301,3,1:23.0,,Turnover by D. Booker (bad pass; steal by D. DeRozan),73,70
302,3,1:18.0,Offensive foul by D. DeRozan (drawn by D. Booker),,73,70
303,3,1:18.0,Turnover by D. DeRozan (offensive foul),,73,70
304,3,1:01.0,,D. Booker misses 3-pt jump shot from 24 ft,73,70
305,3,1:01.0,Defensive rebound by D. DeRozan,,73,70
306,3,0:51.0,D. DeRozan makes 2-pt layup from 2 ft,,75,70
307,3,0:32.0,,Shooting foul by C. Joseph (drawn by P. Tucker),75,70
308,3,0:32.0,,Technical foul by Team,75,70
309,3,0:32.0,D. DeRozan makes technical free throw,,76,70
310,3,0:32.0,,P. Tucker misses free throw 1 of 2,76,70
311,3,0:32.0,,Offensive rebound by Team,76,70
312,3,0:32.0,,P. Tucker makes free throw 2 of 2,76,71
313,3,0:23.0,C. Joseph makes 2-pt jump shot from 8 ft,,78,71
314,3,0:04.0,,D. Booker misses 3-pt jump shot from 24 ft,78,71
315,3,0:03.0,Defensive rebound by P. Patterson,,78,71
316,3,0:00.0,D. DeRozan misses 3-pt jump shot from 45 ft,,78,71
317,3,0:00.0,Offensive rebound by Team,,78,71
318,4,11:41.0,,Turnover by A. Len (lost ball; steal by P. Patterson),78,71
319,4,11:36.0,T. Ross misses 2-pt layup from 2 ft,,78,71
320,4,11:35.0,Offensive rebound by P. Patterson,,78,71
321,4,11:35.0,P. Patterson makes 2-pt dunk at rim,,80,71
322,4,11:17.0,,S. Weems misses 2-pt layup from 1 ft,80,71
323,4,11:16.0,,Offensive rebound by A. Len,80,71
324,4,11:16.0,,A. Len misses 2-pt layup from 1 ft,80,71
325,4,11:16.0,,Offensive rebound by A. Len,80,71
326,4,11:16.0,,A. Len misses 2-pt layup from 1 ft,80,71
327,4,11:15.0,Defensive rebound by K. Lowry,,80,71
328,4,11:13.0,K. Lowry makes 2-pt jump shot from 20 ft,,82,71
329,4,11:13.0,Shooting foul by M. Teletović (drawn by K. Lowry),,82,71
330,4,11:13.0,,M. Morris enters the game for M. Teletović,82,71
331,4,11:13.0,K. Lowry makes free throw 1 of 1,,83,71
332,4,10:50.0,,S. Weems makes 2-pt layup from 2 ft,83,73
333,4,10:33.0,P. Patterson misses 3-pt jump shot from 23 ft,,83,73
334,4,10:32.0,,Defensive rebound by S. Weems,83,73
335,4,10:24.0,,S. Weems misses 2-pt layup from 1 ft (block by B. Biyombo),83,73
336,4,10:22.0,Defensive rebound by B. Biyombo,,83,73
337,4,10:14.0,C. Joseph makes 2-pt jump shot from 8 ft,,85,73
338,4,9:49.0,,M. Morris makes 2-pt jump shot from 13 ft,85,75
339,4,9:33.0,T. Ross makes 2-pt jump shot from 18 ft (assist by C. Joseph),,87,75
340,4,9:13.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by A. Goodwin),87,78
341,4,8:51.0,T. Ross makes 2-pt jump shot from 14 ft (assist by C. Joseph),,89,78
342,4,8:36.0,,Personal foul by P. Patterson (drawn by M. Morris),89,78
343,4,8:36.0,Official timeout,,89,78
344,4,8:25.0,,M. Morris misses 3-pt jump shot from 24 ft,89,78
345,4,8:25.0,Defensive rebound by Team,,89,78
346,4,8:25.0,,D. Booker enters the game for S. Weems,89,78
347,4,8:25.0,,T. Chandler enters the game for A. Len,89,78
348,4,8:05.0,K. Lowry misses 3-pt jump shot from 23 ft,,89,78
349,4,8:04.0,,Defensive rebound by T. Chandler,89,78
350,4,7:46.0,,Shooting foul by B. Biyombo (drawn by M. Morris),89,78
351,4,7:46.0,,M. Morris misses free throw 1 of 2,89,78
352,4,7:46.0,,Offensive rebound by Team,89,78
353,4,7:46.0,,M. Morris makes free throw 2 of 2,89,79
354,4,7:31.0,P. Patterson misses 3-pt jump shot from 23 ft,,89,79
355,4,7:30.0,,Defensive rebound by T. Chandler,89,79
356,4,7:12.0,,D. Booker makes 2-pt jump shot from 19 ft (assist by P. Tucker),89,81
357,4,6:56.0,C. Joseph makes 2-pt jump shot from 14 ft,,91,81
358,4,6:37.0,,P. Tucker misses 3-pt jump shot from 23 ft,91,81
359,4,6:36.0,Defensive rebound by Team,,91,81
360,4,6:21.0,K. Lowry makes 2-pt layup at rim,,93,81
361,4,6:10.0,,P. Tucker misses 2-pt jump shot from 6 ft,93,81
362,4,6:10.0,Defensive rebound by Team,,93,81
363,4,6:03.0,Personal block foul by D. Booker (drawn by C. Joseph),,93,81
364,4,5:55.0,Shooting foul by T. Chandler (drawn by C. Joseph),,93,81
365,4,5:55.0,,Phoenix full timeout,93,81
366,4,5:55.0,C. Joseph makes free throw 1 of 2,,94,81
367,4,5:55.0,C. Joseph makes free throw 2 of 2,,95,81
368,4,5:37.0,,A. Goodwin makes 3-pt jump shot from 23 ft,95,84
369,4,5:10.0,C. Joseph misses 2-pt jump shot from 20 ft,,95,84
370,4,5:10.0,,Defensive rebound by T. Chandler,95,84
371,4,4:55.0,,D. Booker makes 3-pt jump shot from 24 ft (assist by M. Morris),95,87
372,4,4:33.0,K. Lowry makes 3-pt jump shot from 24 ft,,98,87
373,4,4:13.0,,D. Booker makes 3-pt jump shot from 24 ft,98,90
374,4,3:58.0,K. Lowry misses 2-pt jump shot from 8 ft (block by M. Morris),,98,90
375,4,3:57.0,,Defensive rebound by M. Morris,98,90
376,4,3:52.0,,D. Booker misses 3-pt jump shot from 24 ft,98,90
377,4,3:51.0,,Offensive rebound by P. Tucker,98,90
378,4,3:36.0,,Turnover by M. Morris (lost ball),98,90
379,4,3:36.0,D. DeRozan enters the game for T. Ross,,98,90
380,4,3:20.0,Offensive foul by B. Biyombo (drawn by A. Goodwin),,98,90
381,4,3:20.0,Turnover by B. Biyombo (offensive foul),,98,90
382,4,3:20.0,J. Valančiūnas enters the game for B. Biyombo,,98,90
383,4,3:06.0,,Personal foul by K. Lowry (drawn by A. Goodwin),98,90
384,4,3:06.0,,Technical foul by A. Goodwin,98,90
385,4,3:06.0,D. DeRozan makes technical free throw,,99,90
