,QUARTER,TIME_REMAINING,UTAH_ACTION,DENVER_ACTION,UTAH_SCORE,DENVER_SCORE
79,1,2:44.0,Turnover by J. Ingles (lost ball; steal by W. Barton),,23,16
80,1,2:39.0,,G. Harris makes 2-pt layup from 2 ft (assist by E. Mudiay),23,18
81,1,2:19.0,J. Ingles misses 3-pt jump shot from 24 ft,,23,18
82,1,2:18.0,,Defensive rebound by D. Arthur,23,18
83,1,2:03.0,,J. Lauvergne misses 2-pt layup from 2 ft (block by R. Gobert),23,18
84,1,2:02.0,Defensive rebound by T. Booker,,23,18
85,1,1:58.0,Personal foul by J. Lauvergne,,23,18
86,1,1:58.0,R. Gobert misses free throw 1 of 2,,23,18
87,1,1:58.0,Offensive rebound by Team,,23,18
88,1,1:58.0,R. Neto enters the game for S. Mack,,23,18
89,1,1:58.0,R. Gobert makes free throw 2 of 2,,24,18
90,1,1:48.0,,Turnover by E. Mudiay (bad pass),24,18
91,1,1:23.0,Turnover by Team (shot clock),,24,18
92,1,1:23.0,,D. Augustin enters the game for E. Mudiay,24,18
93,1,1:23.0,A. Burks enters the game for J. Ingles,,24,18
94,1,1:01.0,,D. Arthur misses 2-pt jump shot from 8 ft,24,18
95,1,1:00.0,Defensive rebound by A. Burks,,24,18
96,1,0:50.0,G. Hayward misses 3-pt jump shot from 23 ft,,24,18
97,1,0:49.0,,Defensive rebound by J. Lauvergne,24,18
98,1,0:43.0,,G. Harris makes 2-pt layup from 1 ft (assist by W. Barton),24,20
99,1,0:28.0,R. Gobert misses 2-pt dunk at rim (block by W. Barton),,24,20
100,1,0:27.0,,Defensive rebound by D. Arthur,24,20
101,1,0:21.0,,J. Lauvergne makes 2-pt jump shot from 16 ft (assist by G. Harris),24,22
102,1,0:01.0,T. Booker misses 2-pt jump shot from 7 ft,,24,22
103,1,0:01.0,Offensive rebound by R. Gobert,,24,22
104,1,0:01.0,R. Gobert makes 2-pt layup at rim,,26,22
105,1,0:00.0,,D. Augustin misses 3-pt jump shot from 53 ft,26,22
106,1,0:00.0,,Offensive rebound by Team,26,22
107,2,11:37.0,R. Hood misses 2-pt jump shot from 15 ft,,26,22
108,2,11:37.0,,Defensive rebound by J. Lauvergne,26,22
109,2,11:16.0,,W. Barton makes 2-pt jump shot from 7 ft,26,24
110,2,10:52.0,R. Hood misses 2-pt jump shot from 10 ft,,26,24
111,2,10:51.0,,Defensive rebound by A. Toupane,26,24
112,2,10:45.0,,N. Jokić makes 2-pt dunk at rim (assist by D. Augustin),26,26
113,2,10:25.0,A. Burks misses 2-pt jump shot from 3 ft (block by J. Lauvergne),,26,26
114,2,10:24.0,,Defensive rebound by J. Lauvergne,26,26
115,2,10:19.0,,W. Barton misses 2-pt layup from 1 ft,26,26
116,2,10:17.0,Defensive rebound by J. Withey,,26,26
117,2,9:55.0,A. Burks misses 2-pt layup from 2 ft,,26,26
118,2,9:54.0,Offensive rebound by T. Booker,,26,26
119,2,9:51.0,T. Booker makes 2-pt layup from 2 ft,,28,26
120,2,9:33.0,,J. Lauvergne makes 2-pt layup from 2 ft,28,28
121,2,9:12.0,A. Burks misses 3-pt jump shot from 26 ft,,28,28
122,2,9:11.0,,Defensive rebound by A. Toupane,28,28
123,2,9:05.0,,Offensive foul by J. Lauvergne (drawn by R. Neto),28,28
124,2,9:05.0,,Turnover by J. Lauvergne (offensive foul),28,28
125,2,8:55.0,Turnover by R. Hood (lost ball),,28,28
126,2,8:55.0,Official timeout,,28,28
127,2,8:55.0,T. Lyles enters the game for T. Booker,,28,28
128,2,8:37.0,,J. Lauvergne misses 3-pt jump shot from 23 ft,28,28
129,2,8:36.0,Defensive rebound by A. Burks,,28,28
130,2,8:22.0,R. Hood misses 3-pt jump shot from 24 ft,,28,28
131,2,8:21.0,,Defensive rebound by W. Barton,28,28
132,2,8:10.0,,Shooting foul by J. Withey (drawn by W. Barton),28,28
133,2,8:10.0,,W. Barton makes free throw 1 of 2,28,29
134,2,8:10.0,J. Ingles enters the game for A. Burks,,28,29
135,2,8:10.0,,W. Barton misses free throw 2 of 2,28,29
136,2,8:09.0,Defensive rebound by T. Lyles,,28,29
137,2,7:52.0,R. Hood misses 2-pt jump shot from 11 ft,,28,29
138,2,7:52.0,Offensive rebound by R. Hood,,28,29
139,2,7:32.0,R. Neto makes 2-pt jump shot from 21 ft,,30,29
140,2,7:20.0,,Shooting foul by R. Neto (drawn by D. Augustin),30,29
141,2,7:20.0,,D. Augustin makes free throw 1 of 2,30,30
142,2,7:20.0,R. Gobert enters the game for J. Withey,,30,30
143,2,7:20.0,G. Hayward enters the game for R. Hood,,30,30
144,2,7:20.0,,D. Augustin makes free throw 2 of 2,30,31
145,2,7:00.0,R. Neto misses 3-pt jump shot from 23 ft,,30,31
146,2,6:58.0,,Defensive rebound by W. Barton,30,31
147,2,6:41.0,,J. Lauvergne makes 2-pt jump shot from 23 ft (assist by W. Barton),30,33
148,2,6:25.0,J. Ingles misses 3-pt jump shot from 24 ft,,30,33
149,2,6:24.0,,Defensive rebound by N. Jokić,30,33
150,2,6:14.0,,Shooting foul by G. Hayward (drawn by J. Lauvergne),30,33
151,2,6:14.0,,J. Lauvergne makes free throw 1 of 2,30,34
152,2,6:14.0,S. Mack enters the game for R. Neto,,30,34
153,2,6:14.0,,J. Lauvergne makes free throw 2 of 2,30,35
154,2,6:02.0,G. Hayward misses 2-pt jump shot from 12 ft (block by A. Toupane),,30,35
155,2,6:01.0,,Defensive rebound by A. Toupane,30,35
156,2,5:54.0,,J. Lauvergne makes 2-pt layup from 2 ft,30,37
157,2,5:54.0,Utah full timeout,,30,37
158,2,5:54.0,R. Hood enters the game for J. Ingles,,30,37
159,2,5:37.0,R. Hood makes 3-pt jump shot from 25 ft (assist by S. Mack),,33,37
160,2,5:16.0,,A. Toupane misses 3-pt jump shot from 23 ft,33,37
161,2,5:15.0,Defensive rebound by T. Lyles,,33,37
162,2,5:05.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by S. Mack),,36,37
163,2,4:48.0,,Turnover by J. Lauvergne (lost ball; steal by R. Hood),36,37
164,2,4:40.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by R. Hood),,39,37
165,2,4:40.0,,Denver full timeout,39,37
166,2,4:40.0,,E. Mudiay enters the game for J. Lauvergne,39,37
167,2,4:40.0,,G. Harris enters the game for D. Augustin,39,37
168,2,4:40.0,,J. Nurkić enters the game for A. Toupane,39,37
169,2,4:25.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by G. Harris),39,40
170,2,4:04.0,S. Mack misses 2-pt jump shot from 8 ft,,39,40
171,2,4:02.0,,Defensive rebound by G. Harris,39,40
172,2,3:56.0,,G. Harris makes 2-pt layup from 2 ft,39,42
173,2,3:37.0,R. Hood misses 2-pt layup from 1 ft,,39,42
174,2,3:35.0,Offensive rebound by R. Gobert,,39,42
175,2,3:35.0,R. Gobert makes 2-pt layup from 2 ft,,41,42
176,2,3:17.0,,N. Jokić misses 3-pt jump shot from 25 ft,41,42
177,2,3:17.0,Defensive rebound by R. Gobert,,41,42
178,2,3:09.0,S. Mack misses 2-pt layup from 1 ft,,41,42
179,2,3:08.0,,Defensive rebound by W. Barton,41,42
180,2,2:59.0,,E. Mudiay misses 3-pt jump shot from 24 ft,41,42
181,2,2:58.0,Defensive rebound by G. Hayward,,41,42
182,2,2:37.0,S. Mack misses 2-pt layup from 1 ft (block by J. Nurkić),,41,42
183,2,2:36.0,Offensive rebound by R. Gobert,,41,42
184,2,2:35.0,Turnover by Team (shot clock),,41,42
185,2,2:18.0,,W. Barton misses 2-pt jump shot from 4 ft (block by R. Gobert),41,42
186,2,2:16.0,,Offensive rebound by J. Nurkić,41,42
187,2,2:16.0,,J. Nurkić misses 2-pt layup from 2 ft,41,42
188,2,2:14.0,Defensive rebound by G. Hayward,,41,42
189,2,2:07.0,G. Hayward makes 2-pt layup from 2 ft,,43,42
190,2,1:49.0,,N. Jokić makes 2-pt jump shot from 22 ft (assist by E. Mudiay),43,44
191,2,1:21.0,R. Hood misses 2-pt layup from 2 ft (block by W. Barton),,43,44
192,2,1:19.0,,Defensive rebound by W. Barton,43,44
193,2,1:10.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by N. Jokić),43,47
194,2,0:44.0,R. Hood makes 3-pt jump shot from 22 ft (assist by G. Hayward),,46,47
195,2,0:34.0,,J. Nurkić misses 2-pt jump shot from 19 ft,46,47
196,2,0:33.0,Defensive rebound by T. Lyles,,46,47
197,2,0:19.0,T. Lyles makes 2-pt layup from 1 ft (assist by S. Mack),,48,47
198,2,0:03.0,,Personal take foul by S. Mack,48,47
199,2,0:00.0,,E. Mudiay misses 3-pt jump shot from 24 ft,48,47
200,2,0:00.0,,Offensive rebound by Team,48,47
201,3,11:46.0,,Violation by J. Nurkić (kicked ball),48,47
202,3,11:34.0,T. Lyles misses 2-pt layup from 3 ft,,48,47
203,3,11:33.0,,Defensive rebound by N. Jokić,48,47
204,3,11:10.0,,N. Jokić makes 2-pt layup from 1 ft,48,49
205,3,10:52.0,T. Lyles misses 3-pt jump shot from 23 ft,,48,49
206,3,10:52.0,Offensive rebound by G. Hayward,,48,49
207,3,10:41.0,T. Lyles misses 2-pt jump shot from 18 ft,,48,49
208,3,10:40.0,,Defensive rebound by E. Mudiay,48,49
209,3,10:27.0,,N. Jokić makes 2-pt jump shot from 5 ft,48,51
210,3,10:03.0,Turnover by R. Gobert (lost ball),,48,51
211,3,10:03.0,T. Booker enters the game for R. Gobert,,48,51
212,3,9:47.0,,G. Harris makes 2-pt jump shot from 19 ft,48,53
213,3,9:25.0,T. Lyles misses 3-pt jump shot from 25 ft,,48,53
214,3,9:24.0,,Defensive rebound by G. Harris,48,53
215,3,9:12.0,,J. Sampson misses 3-pt jump shot from 25 ft,48,53
216,3,9:12.0,Defensive rebound by G. Hayward,,48,53
217,3,9:04.0,S. Mack makes 2-pt layup from 2 ft,,50,53
218,3,8:52.0,,E. Mudiay misses 2-pt layup from 1 ft,50,53
219,3,8:51.0,,Offensive rebound by N. Jokić,50,53
220,3,8:48.0,,N. Jokić makes 2-pt layup from 2 ft,50,55
221,3,8:36.0,G. Hayward makes 3-pt jump shot from 24 ft,,53,55
222,3,8:16.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by N. Jokić),53,58
223,3,7:53.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by S. Mack),,56,58
224,3,7:32.0,,Shooting foul by T. Booker (drawn by N. Jokić),56,58
225,3,7:32.0,,N. Jokić makes free throw 1 of 2,56,59
226,3,7:32.0,R. Gobert enters the game for T. Lyles,,56,59
227,3,7:32.0,,N. Jokić makes free throw 2 of 2,56,60
228,3,7:21.0,G. Hayward misses 2-pt layup from 1 ft (block by N. Jokić),,56,60
229,3,7:20.0,Offensive rebound by G. Hayward,,56,60
230,3,7:11.0,Shooting foul by J. Nurkić (drawn by R. Gobert),,56,60
231,3,7:11.0,R. Gobert makes free throw 1 of 2,,57,60
232,3,7:11.0,R. Gobert makes free throw 2 of 2,,58,60
233,3,6:56.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Nurkić),58,62
234,3,6:41.0,R. Hood misses 2-pt layup from 1 ft (block by J. Nurkić),,58,62
235,3,6:40.0,,Defensive rebound by J. Nurkić,58,62
236,3,6:38.0,,Personal take foul by S. Mack,58,62
237,3,6:26.0,,J. Sampson misses 2-pt layup from 2 ft (block by G. Hayward),58,62
238,3,6:25.0,Defensive rebound by G. Hayward,,58,62
239,3,6:14.0,S. Mack makes 3-pt jump shot from 23 ft (assist by R. Hood),,61,62
240,3,5:56.0,,J. Nurkić misses 2-pt layup from 1 ft,61,62
241,3,5:55.0,Defensive rebound by S. Mack,,61,62
242,3,5:50.0,Shooting foul by N. Jokić (drawn by R. Gobert),,61,62
243,3,5:50.0,,Denver full timeout,61,62
244,3,5:50.0,R. Gobert makes free throw 1 of 2,,62,62
245,3,5:50.0,R. Gobert makes free throw 2 of 2,,63,62
246,3,5:30.0,,E. Mudiay misses 2-pt layup from 2 ft (block by R. Gobert),63,62
247,3,5:29.0,Defensive rebound by R. Gobert,,63,62
248,3,5:21.0,S. Mack misses 3-pt jump shot from 23 ft,,63,62
249,3,5:18.0,Offensive rebound by T. Booker,,63,62
250,3,5:16.0,,W. Barton enters the game for J. Sampson,63,62
251,3,5:03.0,R. Hood makes 3-pt jump shot from 25 ft (assist by S. Mack),,66,62
252,3,4:41.0,,E. Mudiay misses 2-pt jump shot from 18 ft,66,62
253,3,4:40.0,Defensive rebound by R. Hood,,66,62
254,3,4:24.0,S. Mack makes 3-pt jump shot from 24 ft (assist by T. Booker),,69,62
255,3,4:23.0,,Denver full timeout,69,62
256,3,4:23.0,,J. Lauvergne enters the game for J. Nurkić,69,62
257,3,4:20.0,A. Burks enters the game for S. Mack,,69,62
258,3,4:05.0,,G. Harris misses 3-pt jump shot from 23 ft,69,62
259,3,4:04.0,Defensive rebound by G. Hayward,,69,62
260,3,3:47.0,T. Booker misses 3-pt jump shot from 24 ft,,69,62
261,3,3:46.0,,Defensive rebound by W. Barton,69,62
262,3,3:43.0,,W. Barton misses 2-pt layup from 2 ft (block by R. Gobert),69,62
263,3,3:42.0,,Offensive rebound by Team,69,62
264,3,3:37.0,,Turnover by E. Mudiay (bad pass; steal by G. Hayward),69,62
265,3,3:33.0,G. Hayward makes 2-pt layup from 1 ft,,71,62
266,3,3:16.0,,Turnover by W. Barton (bad pass; steal by G. Hayward),71,62
267,3,3:13.0,G. Hayward makes 2-pt layup from 1 ft,,73,62
268,3,3:13.0,Shooting foul by E. Mudiay (drawn by G. Hayward),,73,62
269,3,3:13.0,G. Hayward makes free throw 1 of 1,,74,62
270,3,2:51.0,,J. Lauvergne misses 2-pt jump shot from 4 ft (block by R. Gobert),74,62
271,3,2:50.0,,Offensive rebound by Team,74,62
272,3,2:50.0,,D. Augustin enters the game for E. Mudiay,74,62
273,3,2:50.0,,D. Arthur enters the game for N. Jokić,74,62
274,3,2:50.0,,W. Barton misses 3-pt jump shot from 38 ft,74,62
275,3,2:49.0,,Offensive rebound by Team,74,62
276,3,2:49.0,,Turnover by Team (shot clock),74,62
277,3,2:35.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,76,62
278,3,2:35.0,Shooting foul by D. Arthur (drawn by R. Gobert),,76,62
279,3,2:35.0,,Denver full timeout,76,62
280,3,2:35.0,S. Mack enters the game for R. Hood,,76,62
281,3,2:35.0,R. Gobert misses free throw 1 of 1,,76,62
282,3,2:34.0,,Defensive rebound by G. Harris,76,62
283,3,2:21.0,,Turnover by D. Augustin (lost ball; steal by T. Booker),76,62
284,3,2:16.0,G. Hayward makes 2-pt dunk at rim (assist by A. Burks),,78,62
285,3,1:56.0,,J. Lauvergne misses 3-pt jump shot from 22 ft,78,62
286,3,1:54.0,Defensive rebound by T. Booker,,78,62
287,3,1:45.0,G. Hayward misses 3-pt jump shot from 24 ft,,78,62
288,3,1:44.0,,Defensive rebound by J. Lauvergne,78,62
289,3,1:25.0,,G. Harris misses 2-pt layup from 2 ft (block by R. Gobert),78,62
290,3,1:24.0,Defensive rebound by Team,,78,62
291,3,1:04.0,Shooting foul by D. Arthur (drawn by T. Booker),,78,62
292,3,1:04.0,T. Booker makes free throw 1 of 2,,79,62
293,3,1:04.0,,E. Mudiay enters the game for G. Harris,79,62
294,3,1:04.0,R. Hood enters the game for G. Hayward,,79,62
295,3,1:04.0,T. Booker makes free throw 2 of 2,,80,62
296,3,0:42.0,,D. Arthur misses 3-pt jump shot from 24 ft,80,62
297,3,0:41.0,Defensive rebound by A. Burks,,80,62
298,3,0:27.0,R. Hood makes 2-pt jump shot from 8 ft,,82,62
299,3,0:02.0,,D. Arthur misses 3-pt jump shot from 24 ft,82,62
300,3,0:01.0,Defensive rebound by A. Burks,,82,62
301,4,11:34.0,,E. Mudiay misses 3-pt jump shot from 26 ft,82,62
302,4,11:33.0,Defensive rebound by R. Hood,,82,62
303,4,11:09.0,S. Mack misses 3-pt jump shot from 25 ft,,82,62
304,4,11:08.0,,Defensive rebound by D. Augustin,82,62
305,4,10:57.0,,D. Arthur misses 2-pt jump shot from 6 ft,82,62
306,4,10:56.0,Defensive rebound by R. Gobert,,82,62
307,4,10:33.0,Turnover by R. Hood (lost ball; steal by W. Barton),,82,62
308,4,10:28.0,,W. Barton makes 2-pt dunk at rim,82,64
309,4,10:06.0,Turnover by C. Johnson (step out of bounds),,82,64
310,4,9:54.0,,Personal foul by C. Johnson,82,64
311,4,9:54.0,G. Hayward enters the game for R. Hood,,82,64
312,4,9:42.0,,J. Lauvergne misses 2-pt jump shot from 13 ft,82,64
313,4,9:42.0,Defensive rebound by C. Johnson,,82,64
314,4,9:41.0,,Loose ball foul by D. Arthur,82,64
315,4,9:41.0,,N. Jokić enters the game for D. Arthur,82,64
316,4,9:31.0,Shooting foul by N. Jokić (drawn by R. Gobert),,82,64
317,4,9:31.0,R. Gobert misses free throw 1 of 2,,82,64
318,4,9:31.0,Offensive rebound by Team,,82,64
319,4,9:31.0,R. Gobert misses free throw 2 of 2,,82,64
320,4,9:30.0,,Defensive rebound by J. Lauvergne,82,64
321,4,9:11.0,,J. Lauvergne misses 2-pt hook shot from 1 ft,82,64
322,4,9:10.0,Defensive rebound by R. Gobert,,82,64
323,4,9:00.0,G. Hayward makes 2-pt jump shot from 5 ft,,84,64
324,4,8:40.0,,W. Barton misses 3-pt jump shot from 23 ft,84,64
325,4,8:39.0,Defensive rebound by R. Gobert,,84,64
326,4,8:17.0,G. Hayward misses 2-pt jump shot from 6 ft,,84,64
327,4,8:17.0,,Defensive rebound by N. Jokić,84,64
328,4,8:06.0,,N. Jokić misses 3-pt jump shot from 24 ft,84,64
329,4,8:06.0,Defensive rebound by S. Mack,,84,64
330,4,7:46.0,S. Mack misses 2-pt jump shot from 17 ft,,84,64
331,4,7:46.0,,Defensive rebound by N. Jokić,84,64
332,4,7:39.0,,Shooting foul by R. Gobert (drawn by N. Jokić),84,64
333,4,7:39.0,Official timeout,,84,64
334,4,7:39.0,,J. Nurkić enters the game for J. Lauvergne,84,64
335,4,7:39.0,T. Booker enters the game for R. Gobert,,84,64
336,4,7:39.0,A. Burks enters the game for C. Johnson,,84,64
337,4,7:39.0,,N. Jokić misses free throw 1 of 2,84,64
338,4,7:39.0,,Offensive rebound by Team,84,64
339,4,7:39.0,,N. Jokić makes free throw 2 of 2,84,65
340,4,7:21.0,T. Lyles misses 3-pt jump shot from 24 ft,,84,65
341,4,7:20.0,,Defensive rebound by W. Barton,84,65
342,4,7:07.0,,W. Barton misses 3-pt jump shot from 24 ft,84,65
343,4,7:04.0,,Offensive rebound by J. Nurkić,84,65
344,4,6:59.0,,D. Augustin misses 3-pt jump shot from 23 ft (block by T. Booker),84,65
345,4,6:58.0,,Offensive rebound by Team,84,65
346,4,6:58.0,Loose ball foul by T. Lyles,,84,65
347,4,6:49.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by E. Mudiay),84,67
348,4,6:29.0,T. Lyles makes 2-pt jump shot from 4 ft,,86,67
349,4,6:13.0,,Shooting foul by T. Lyles (drawn by J. Nurkić),86,67
350,4,6:13.0,,J. Nurkić makes free throw 1 of 2,86,68
351,4,6:13.0,,J. Nurkić misses free throw 2 of 2,86,68
352,4,6:12.0,Defensive rebound by T. Lyles,,86,68
353,4,5:53.0,G. Hayward misses 3-pt jump shot from 23 ft,,86,68
354,4,5:51.0,,Defensive rebound by N. Jokić,86,68
355,4,5:45.0,,E. Mudiay misses 2-pt layup at rim,86,68
356,4,5:45.0,Defensive rebound by A. Burks,,86,68
357,4,5:39.0,S. Mack makes 2-pt jump shot from 6 ft (assist by G. Hayward),,88,68
358,4,5:28.0,,W. Barton makes 2-pt layup from 2 ft (assist by N. Jokić),88,70
359,4,5:28.0,Utah full timeout,,88,70
360,4,5:28.0,R. Hood enters the game for S. Mack,,88,70
361,4,5:28.0,R. Gobert enters the game for T. Booker,,88,70
362,4,5:28.0,,G. Harris enters the game for D. Augustin,88,70
363,4,5:17.0,Personal foul by J. Nurkić,,88,70
364,4,5:09.0,T. Lyles misses 2-pt jump shot from 4 ft,,88,70
365,4,5:07.0,,Defensive rebound by N. Jokić,88,70
366,4,5:05.0,,Offensive foul by W. Barton (drawn by R. Hood),88,70
367,4,5:05.0,,Turnover by W. Barton (offensive foul),88,70
368,4,4:54.0,Personal foul by G. Harris,,88,70
369,4,4:41.0,T. Lyles makes 2-pt jump shot from 22 ft (assist by A. Burks),,90,70
370,4,4:20.0,,E. Mudiay makes 2-pt jump shot from 13 ft,90,72
371,4,4:06.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by R. Gobert),,93,72
372,4,3:55.0,,Personal foul by R. Gobert,93,72
373,4,3:55.0,,J. Nurkić misses free throw 1 of 2,93,72
374,4,3:55.0,,Offensive rebound by Team,93,72
375,4,3:55.0,J. Ingles enters the game for G. Hayward,,93,72
376,4,3:55.0,,J. Nurkić misses free throw 2 of 2,93,72
377,4,3:53.0,Defensive rebound by T. Lyles,,93,72
378,4,3:33.0,Turnover by J. Ingles (bad pass; steal by W. Barton),,93,72
379,4,3:27.0,,J. Nurkić makes 2-pt jump shot from 3 ft (assist by N. Jokić),93,74
380,4,3:27.0,,Shooting foul by R. Gobert (drawn by J. Nurkić),93,74
381,4,3:27.0,,J. Nurkić makes free throw 1 of 1,93,75
382,4,3:13.0,A. Burks misses 2-pt layup from 2 ft,,93,75
383,4,3:13.0,,Defensive rebound by N. Jokić,93,75
384,4,3:13.0,,Personal foul by A. Burks,93,75
385,4,3:13.0,,N. Jokić makes free throw 1 of 2,93,76
386,4,3:13.0,,A. Toupane enters the game for J. Nurkić,93,76
387,4,3:13.0,S. Mack enters the game for A. Burks,,93,76
388,4,3:13.0,,N. Jokić makes free throw 2 of 2,93,77
389,4,2:44.0,R. Gobert makes 2-pt dunk at rim (assist by S. Mack),,95,77
390,4,2:30.0,,A. Toupane misses 3-pt jump shot from 23 ft,95,77
391,4,2:30.0,Defensive rebound by R. Hood,,95,77
