,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MEMPHIS_ACTION,CHARLOTTE_SCORE,MEMPHIS_SCORE
393,4,6:36.0,C. Zeller enters the game for F. Kaminsky,,102,81
394,4,6:36.0,,M. Gasol enters the game for M. Chalmers,102,81
395,4,6:36.0,,M. Conley enters the game for J. Green,102,81
396,4,6:28.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by M. Conley),102,84
397,4,6:07.0,Offensive foul by C. Zeller (drawn by M. Conley),,102,84
398,4,6:07.0,Turnover by C. Zeller (offensive foul),,102,84
399,4,6:07.0,N. Batum enters the game for J. Lamb,,102,84
400,4,5:51.0,,M. Barnes misses 2-pt jump shot from 19 ft,102,84
401,4,5:50.0,Defensive rebound by K. Walker,,102,84
402,4,5:35.0,K. Walker makes 3-pt jump shot from 22 ft (assist by N. Batum),,105,84
403,4,5:24.0,,Shooting foul by C. Zeller (drawn by M. Conley),105,84
404,4,5:24.0,,M. Conley makes free throw 1 of 2,105,85
405,4,5:24.0,,M. Conley makes free throw 2 of 2,105,86
406,4,5:03.0,C. Zeller misses 2-pt layup from 2 ft (block by M. Barnes),,105,86
407,4,5:02.0,,Defensive rebound by C. Lee,105,86
408,4,4:49.0,,T. Allen misses 2-pt layup at rim (block by J. Lin),105,86
409,4,4:48.0,Defensive rebound by C. Zeller,,105,86
410,4,4:37.0,K. Walker misses 2-pt jump shot from 17 ft (block by M. Conley),,105,86
411,4,4:35.0,Offensive rebound by N. Batum,,105,86
412,4,4:29.0,M. Williams makes 3-pt jump shot from 23 ft (assist by C. Zeller),,108,86
413,4,4:12.0,,C. Lee misses 2-pt jump shot from 18 ft,108,86
414,4,4:10.0,Defensive rebound by M. Williams,,108,86
415,4,3:50.0,K. Walker makes 3-pt jump shot from 24 ft,,111,86
416,4,3:36.0,,M. Conley misses 3-pt jump shot from 26 ft,111,86
417,4,3:36.0,Defensive rebound by N. Batum,,111,86
418,4,3:31.0,Personal take foul by M. Conley (drawn by K. Walker),,111,86
419,4,3:31.0,Charlotte full timeout,,111,86
420,4,3:31.0,T. Daniels enters the game for M. Williams,,111,86
421,4,3:31.0,B. Roberts enters the game for C. Zeller,,111,86
422,4,3:31.0,F. Kaminsky enters the game for N. Batum,,111,86
423,4,3:31.0,T. Hansbrough enters the game for K. Walker,,111,86
424,4,3:31.0,A. Harrison enters the game for J. Lin,,111,86
425,4,3:31.0,,J. Green enters the game for M. Gasol,111,86
426,4,3:31.0,,R. Smith enters the game for M. Conley,111,86
427,4,3:19.0,A. Harrison makes 3-pt jump shot from 23 ft (assist by B. Roberts),,114,86
428,4,2:58.0,,J. Green misses 2-pt jump shot from 12 ft,114,86
429,4,2:58.0,Defensive rebound by B. Roberts,,114,86
430,4,2:43.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by B. Roberts),,117,86
431,4,2:33.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by R. Smith),117,89
432,4,2:14.0,T. Daniels misses 2-pt jump shot from 21 ft,,117,89
433,4,2:13.0,,Defensive rebound by M. Barnes,117,89
434,4,2:02.0,,C. Lee misses 3-pt jump shot from 23 ft,117,89
435,4,2:01.0,Defensive rebound by T. Hansbrough,,117,89
436,4,1:47.0,T. Hansbrough makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),,120,89
437,4,1:35.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by T. Allen),120,92
438,4,1:21.0,Shooting foul by J. Green (drawn by T. Hansbrough),,120,92
439,4,1:21.0,T. Hansbrough misses free throw 1 of 2,,120,92
440,4,1:21.0,Offensive rebound by Team,,120,92
441,4,1:21.0,T. Hansbrough makes free throw 2 of 2,,121,92
442,4,1:10.0,,C. Lee makes 2-pt jump shot from 16 ft (assist by R. Smith),121,94
443,4,1:03.0,Turnover by T. Daniels (bad pass; steal by R. Smith),,121,94
444,4,0:58.0,,M. Barnes makes 3-pt jump shot from 22 ft (assist by R. Smith),121,97
445,4,0:51.0,B. Roberts misses 2-pt layup from 2 ft,,121,97
446,4,0:49.0,,Defensive rebound by J. Green,121,97
447,4,0:40.0,,J. Green misses 2-pt jump shot from 21 ft,121,97
448,4,0:38.0,,Offensive rebound by M. Barnes,121,97
449,4,0:36.0,,M. Barnes misses 3-pt jump shot from 23 ft,121,97
450,4,0:34.0,Defensive rebound by T. Hansbrough,,121,97
451,4,0:28.0,F. Kaminsky makes 2-pt dunk at rim (assist by T. Hansbrough),,123,97
452,4,0:07.0,,R. Smith makes 2-pt layup at rim,123,99
