,QUARTER,TIME_REMAINING,MIAMI_ACTION,UTAH_ACTION,MIAMI_SCORE,UTAH_SCORE
50,1,4:10.0,,R. Neto makes 2-pt layup from 2 ft,17,15
51,1,4:08.0,Miami full timeout,,17,15
52,1,4:08.0,J. Winslow enters the game for D. Wade,,17,15
53,1,4:04.0,Turnover by J. Winslow (bad pass; steal by R. Neto),,17,15
54,1,3:46.0,,Turnover by R. Neto (bad pass; steal by G. Dragić),17,15
55,1,3:42.0,G. Dragić makes 2-pt layup from 1 ft,,19,15
56,1,3:14.0,,G. Hayward misses 3-pt jump shot from 24 ft,19,15
57,1,3:13.0,Defensive rebound by G. Green,,19,15
58,1,2:56.0,L. Deng makes 2-pt jump shot from 3 ft,,21,15
59,1,2:56.0,Shooting foul by T. Booker (drawn by L. Deng),,21,15
60,1,2:56.0,B. Udrih enters the game for G. Dragić,,21,15
61,1,2:56.0,,T. Burke enters the game for R. Neto,21,15
62,1,2:56.0,L. Deng makes free throw 1 of 1,,22,15
63,1,2:39.0,,Turnover by G. Hayward (lost ball),22,15
64,1,2:15.0,G. Green makes 2-pt jump shot from 22 ft,,24,15
65,1,1:56.0,,T. Booker misses 2-pt hook shot from 7 ft,24,15
66,1,1:55.0,,Offensive rebound by J. Withey,24,15
67,1,1:53.0,,J. Withey makes 2-pt hook shot from 8 ft,24,17
68,1,1:36.0,G. Green makes 3-pt jump shot from 24 ft (assist by B. Udrih),,27,17
69,1,1:22.0,,Turnover by G. Hayward (bad pass),27,17
70,1,1:22.0,C. Bosh enters the game for L. Deng,,27,17
71,1,1:22.0,A. Stoudemire enters the game for H. Whiteside,,27,17
72,1,1:22.0,,R. Gobert enters the game for J. Withey,27,17
73,1,1:12.0,C. Bosh misses 2-pt jump shot from 12 ft,,27,17
74,1,1:11.0,,Defensive rebound by T. Booker,27,17
75,1,1:00.0,,G. Hayward makes 2-pt jump shot from 5 ft,27,19
76,1,0:45.0,B. Udrih makes 2-pt jump shot from 11 ft,,29,19
77,1,0:31.0,,Turnover by G. Hayward (step out of bounds),29,19
78,1,0:14.0,Personal foul by T. Burke (drawn by B. Udrih),,29,19
79,1,0:06.0,B. Udrih misses 2-pt jump shot from 18 ft,,29,19
80,1,0:05.0,Offensive rebound by Team,,29,19
81,2,11:42.0,G. Green misses 2-pt jump shot from 19 ft,,29,19
82,2,11:40.0,,Defensive rebound by T. Booker,29,19
83,2,11:23.0,,C. Johnson misses 2-pt jump shot from 5 ft (block by G. Green),29,19
84,2,11:23.0,,Offensive rebound by Team,29,19
85,2,11:20.0,,C. Johnson makes 2-pt layup from 2 ft (assist by T. Burke),29,21
86,2,11:04.0,C. Bosh makes 2-pt layup from 1 ft (assist by B. Udrih),,31,21
87,2,10:43.0,,Turnover by T. Burke (bad pass; steal by B. Udrih),31,21
88,2,10:38.0,J. Winslow misses 2-pt layup from 2 ft,,31,21
89,2,10:37.0,,Defensive rebound by Team,31,21
90,2,10:28.0,,T. Burke makes 2-pt jump shot from 16 ft,31,23
91,2,10:11.0,A. Stoudemire misses 2-pt layup from 2 ft (block by R. Gobert),,31,23
92,2,10:10.0,,Defensive rebound by T. Booker,31,23
93,2,9:57.0,,T. Burke makes 2-pt jump shot from 10 ft,31,25
94,2,9:47.0,Miami full timeout,,31,25
95,2,9:47.0,,T. Lyles enters the game for T. Booker,31,25
96,2,9:36.0,G. Green misses 3-pt jump shot from 24 ft,,31,25
97,2,9:36.0,,Defensive rebound by T. Burke,31,25
98,2,9:14.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by R. Gobert),31,28
99,2,8:53.0,Turnover by J. Winslow (lost ball; steal by J. Ingles),,31,28
100,2,8:48.0,,J. Ingles misses 2-pt layup from 1 ft (block by J. Winslow),31,28
101,2,8:47.0,Defensive rebound by B. Udrih,,31,28
102,2,8:39.0,B. Udrih misses 2-pt layup from 2 ft,,31,28
103,2,8:39.0,Offensive rebound by A. Stoudemire,,31,28
104,2,8:39.0,Shooting foul by C. Johnson (drawn by A. Stoudemire),,31,28
105,2,8:39.0,A. Stoudemire makes free throw 1 of 2,,32,28
106,2,8:39.0,G. Dragić enters the game for B. Udrih,,32,28
107,2,8:39.0,,R. Neto enters the game for C. Johnson,32,28
108,2,8:39.0,A. Stoudemire makes free throw 2 of 2,,33,28
109,2,8:26.0,,T. Burke misses 2-pt jump shot from 19 ft,33,28
110,2,8:25.0,Defensive rebound by C. Bosh,,33,28
111,2,8:09.0,G. Green makes 2-pt layup from 1 ft,,35,28
112,2,7:57.0,,J. Ingles misses 3-pt jump shot from 23 ft,35,28
113,2,7:56.0,Defensive rebound by A. Stoudemire,,35,28
114,2,7:46.0,C. Bosh makes 2-pt layup from 2 ft,,37,28
115,2,7:46.0,Shooting foul by T. Lyles (drawn by C. Bosh),,37,28
116,2,7:46.0,,J. Withey enters the game for R. Gobert,37,28
117,2,7:46.0,C. Bosh misses free throw 1 of 1,,37,28
118,2,7:45.0,,Defensive rebound by T. Lyles,37,28
119,2,7:28.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by J. Withey),37,31
120,2,7:02.0,G. Dragić misses 2-pt layup from 2 ft (block by J. Withey),,37,31
121,2,7:02.0,Offensive rebound by Team,,37,31
122,2,7:02.0,H. Whiteside enters the game for A. Stoudemire,,37,31
123,2,7:02.0,D. Wade enters the game for J. Winslow,,37,31
124,2,7:02.0,L. Deng enters the game for C. Bosh,,37,31
125,2,6:59.0,G. Green misses 3-pt jump shot from 23 ft,,37,31
126,2,6:58.0,,Defensive rebound by T. Lyles,37,31
127,2,6:35.0,,J. Withey makes 2-pt dunk at rim (assist by J. Ingles),37,33
128,2,6:13.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,39,33
129,2,5:55.0,,Shooting foul by H. Whiteside (drawn by T. Burke),39,33
130,2,5:55.0,,Utah full timeout,39,33
131,2,5:55.0,,G. Hayward enters the game for J. Ingles,39,33
132,2,5:55.0,,T. Burke makes free throw 1 of 2,39,34
133,2,5:55.0,,T. Burke makes free throw 2 of 2,39,35
134,2,5:39.0,Def 3 sec tech foul by J. Withey,,39,35
135,2,5:39.0,D. Wade makes technical free throw,,40,35
136,2,5:32.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by L. Deng),,43,35
137,2,5:04.0,,J. Withey misses 2-pt jump shot from 10 ft,43,35
138,2,5:02.0,Defensive rebound by H. Whiteside,,43,35
139,2,4:58.0,Shooting foul by J. Withey (drawn by D. Wade),,43,35
140,2,4:58.0,D. Wade misses free throw 1 of 2,,43,35
141,2,4:58.0,Offensive rebound by Team,,43,35
142,2,4:58.0,,C. Johnson enters the game for T. Burke,43,35
143,2,4:58.0,D. Wade misses free throw 2 of 2,,43,35
144,2,4:57.0,Offensive rebound by L. Deng,,43,35
145,2,4:43.0,D. Wade misses 2-pt jump shot from 16 ft,,43,35
146,2,4:42.0,,Defensive rebound by T. Lyles,43,35
147,2,4:28.0,,T. Lyles misses 2-pt jump shot from 20 ft,43,35
148,2,4:28.0,Defensive rebound by H. Whiteside,,43,35
149,2,4:21.0,Turnover by L. Deng (traveling),,43,35
150,2,4:02.0,,Offensive foul by G. Hayward (drawn by G. Green),43,35
151,2,4:02.0,,Turnover by G. Hayward (offensive foul),43,35
152,2,3:45.0,D. Wade misses 2-pt jump shot from 15 ft,,43,35
153,2,3:44.0,,Defensive rebound by T. Lyles,43,35
154,2,3:37.0,,Shooting foul by G. Green (drawn by G. Hayward),43,35
155,2,3:37.0,,G. Hayward misses free throw 1 of 2,43,35
156,2,3:37.0,,Offensive rebound by Team,43,35
157,2,3:37.0,,R. Gobert enters the game for J. Withey,43,35
158,2,3:37.0,C. Bosh enters the game for G. Green,,43,35
159,2,3:37.0,B. Udrih enters the game for G. Dragić,,43,35
160,2,3:37.0,,G. Hayward makes free throw 2 of 2,43,36
161,2,3:30.0,Turnover by B. Udrih (bad pass; steal by R. Neto),,43,36
162,2,3:27.0,,R. Neto makes 2-pt layup from 2 ft,43,38
163,2,3:00.0,D. Wade misses 2-pt jump shot from 10 ft,,43,38
164,2,2:59.0,,Defensive rebound by R. Gobert,43,38
165,2,2:49.0,,G. Hayward misses 3-pt jump shot from 24 ft,43,38
166,2,2:48.0,Defensive rebound by B. Udrih,,43,38
167,2,2:37.0,D. Wade makes 2-pt layup from 1 ft (assist by B. Udrih),,45,38
168,2,2:37.0,,Utah full timeout,45,38
169,2,2:37.0,,T. Booker enters the game for T. Lyles,45,38
170,2,2:21.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by C. Johnson),45,41
171,2,1:58.0,C. Bosh makes 2-pt jump shot from 13 ft,,47,41
172,2,1:55.0,,Turnover by R. Neto (bad pass),47,41
173,2,1:55.0,G. Dragić enters the game for B. Udrih,,47,41
174,2,1:55.0,,T. Lyles enters the game for T. Booker,47,41
175,2,1:43.0,Turnover by D. Wade (bad pass; steal by T. Lyles),,47,41
176,2,1:27.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Neto),47,44
177,2,1:01.0,Turnover by D. Wade (lost ball; steal by C. Johnson),,47,44
178,2,0:53.0,,Turnover by T. Lyles (bad pass; steal by H. Whiteside),47,44
179,2,0:47.0,D. Wade misses 2-pt layup from 2 ft (block by C. Johnson),,47,44
180,2,0:47.0,Offensive rebound by Team,,47,44
181,2,0:47.0,G. Green enters the game for H. Whiteside,,47,44
182,2,0:35.0,G. Green makes 2-pt jump shot from 14 ft,,49,44
183,2,0:16.0,,Shooting foul by G. Dragić (drawn by G. Hayward),49,44
184,2,0:16.0,,G. Hayward makes free throw 1 of 2,49,45
185,2,0:16.0,,G. Hayward misses free throw 2 of 2,49,45
186,2,0:16.0,Defensive rebound by C. Bosh,,49,45
187,2,0:10.0,Miami full timeout,,49,45
188,2,0:05.0,Turnover by C. Bosh (lost ball),,49,45
189,2,0:05.0,,Utah full timeout,49,45
190,2,0:05.0,J. Winslow enters the game for G. Dragić,,49,45
191,2,0:05.0,,T. Burke enters the game for C. Johnson,49,45
192,2,0:01.0,,T. Burke misses 3-pt jump shot from 31 ft,49,45
193,2,0:00.0,,Offensive rebound by Team,49,45
194,3,11:46.0,D. Wade makes 2-pt jump shot from 14 ft,,51,45
195,3,11:25.0,,Personal foul by C. Bosh (drawn by T. Lyles),51,45
196,3,11:16.0,,G. Hayward makes 2-pt jump shot from 20 ft,51,47
197,3,11:03.0,Turnover by G. Dragić (bad pass; steal by R. Gobert),,51,47
198,3,10:54.0,,C. Johnson makes 2-pt layup from 1 ft (assist by R. Gobert),51,49
199,3,10:33.0,D. Wade misses 2-pt jump shot from 16 ft,,51,49
200,3,10:31.0,Offensive rebound by H. Whiteside,,51,49
201,3,10:31.0,H. Whiteside makes 2-pt layup from 1 ft,,53,49
202,3,10:21.0,,Personal foul by L. Deng (drawn by G. Hayward),53,49
203,3,10:14.0,,Shooting foul by G. Dragić (drawn by R. Neto),53,49
204,3,10:14.0,,R. Neto makes free throw 1 of 2,53,50
205,3,10:14.0,,R. Neto makes free throw 2 of 2,53,51
206,3,10:06.0,Personal foul by R. Gobert (drawn by H. Whiteside),,53,51
207,3,9:58.0,Offensive foul by G. Dragić (drawn by R. Neto),,53,51
208,3,9:58.0,Turnover by G. Dragić (offensive foul),,53,51
209,3,9:58.0,B. Udrih enters the game for G. Dragić,,53,51
210,3,9:47.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by R. Gobert),53,54
211,3,9:25.0,D. Wade misses 2-pt jump shot from 19 ft,,53,54
212,3,9:24.0,,Defensive rebound by T. Lyles,53,54
213,3,9:17.0,,Shooting foul by H. Whiteside (drawn by R. Gobert),53,54
214,3,9:17.0,,R. Gobert makes free throw 1 of 2,53,55
215,3,9:17.0,,R. Gobert misses free throw 2 of 2,53,55
216,3,9:17.0,Defensive rebound by Team,,53,55
217,3,9:02.0,C. Bosh misses 3-pt jump shot from 22 ft,,53,55
218,3,9:00.0,Offensive rebound by L. Deng,,53,55
219,3,8:53.0,B. Udrih makes 3-pt jump shot from 24 ft (assist by L. Deng),,56,55
220,3,8:27.0,,R. Gobert makes 2-pt layup from 2 ft (assist by R. Neto),56,57
221,3,8:12.0,C. Bosh makes 3-pt jump shot from 23 ft (assist by L. Deng),,59,57
222,3,7:50.0,,R. Neto misses 2-pt jump shot from 2 ft,59,57
223,3,7:50.0,Defensive rebound by H. Whiteside,,59,57
224,3,7:42.0,Shooting foul by C. Johnson (drawn by H. Whiteside),,59,57
225,3,7:42.0,H. Whiteside misses free throw 1 of 2,,59,57
226,3,7:42.0,Offensive rebound by Team,,59,57
227,3,7:42.0,H. Whiteside makes free throw 2 of 2,,60,57
228,3,7:25.0,,G. Hayward misses 3-pt jump shot from 24 ft,60,57
229,3,7:25.0,Defensive rebound by D. Wade,,60,57
230,3,7:05.0,D. Wade misses 2-pt jump shot from 13 ft,,60,57
231,3,7:04.0,,Defensive rebound by G. Hayward,60,57
232,3,6:52.0,,T. Lyles misses 2-pt jump shot from 3 ft (block by H. Whiteside),60,57
233,3,6:52.0,,Offensive rebound by Team,60,57
234,3,6:52.0,,Utah full timeout,60,57
235,3,6:52.0,G. Green enters the game for C. Bosh,,60,57
236,3,6:52.0,,J. Withey enters the game for R. Gobert,60,57
237,3,6:44.0,,J. Withey makes 2-pt jump shot from 14 ft (assist by C. Johnson),60,59
238,3,6:24.0,L. Deng misses 2-pt jump shot from 17 ft,,60,59
239,3,6:23.0,,Defensive rebound by R. Neto,60,59
240,3,6:18.0,,R. Neto misses 2-pt layup from 2 ft (block by L. Deng),60,59
241,3,6:18.0,,Offensive rebound by Team,60,59
242,3,6:18.0,J. Winslow enters the game for D. Wade,,60,59
243,3,6:10.0,,G. Hayward makes 2-pt jump shot from 15 ft,60,61
244,3,5:57.0,B. Udrih misses 2-pt jump shot from 14 ft,,60,61
245,3,5:56.0,,Defensive rebound by C. Johnson,60,61
246,3,5:46.0,,G. Hayward makes 2-pt jump shot from 8 ft,60,63
247,3,5:45.0,Miami full timeout,,60,63
248,3,5:45.0,,J. Ingles enters the game for C. Johnson,60,63
249,3,5:29.0,Turnover by G. Green (bad pass; steal by T. Lyles),,60,63
250,3,5:18.0,,G. Hayward makes 2-pt jump shot from 7 ft,60,65
251,3,5:02.0,H. Whiteside misses 2-pt jump shot from 5 ft,,60,65
252,3,5:01.0,,Defensive rebound by J. Ingles,60,65
253,3,4:51.0,,Personal foul by G. Green (drawn by G. Hayward),60,65
254,3,4:51.0,C. Bosh enters the game for H. Whiteside,,60,65
255,3,4:51.0,,G. Hayward misses free throw 1 of 2,60,65
256,3,4:51.0,,Offensive rebound by Team,60,65
257,3,4:51.0,,T. Booker enters the game for T. Lyles,60,65
258,3,4:51.0,,T. Burke enters the game for R. Neto,60,65
259,3,4:51.0,,G. Hayward makes free throw 2 of 2,60,66
260,3,4:29.0,B. Udrih misses 3-pt jump shot from 25 ft,,60,66
261,3,4:28.0,Offensive rebound by C. Bosh,,60,66
262,3,4:25.0,C. Bosh misses 3-pt jump shot from 24 ft,,60,66
263,3,4:24.0,,Defensive rebound by T. Booker,60,66
264,3,4:15.0,,G. Hayward makes 2-pt jump shot from 18 ft,60,68
265,3,4:08.0,Miami full timeout,,60,68
266,3,3:59.0,C. Bosh makes 2-pt layup from 2 ft,,62,68
267,3,3:45.0,,Turnover by G. Hayward (bad pass),62,68
268,3,3:33.0,C. Bosh makes 2-pt jump shot from 17 ft,,64,68
269,3,3:15.0,,Turnover by J. Withey (bad pass; steal by G. Green),64,68
270,3,3:11.0,Personal foul by G. Hayward (drawn by G. Green),,64,68
271,3,2:57.0,Turnover by B. Udrih (lost ball),,64,68
272,3,2:34.0,,T. Booker misses 2-pt jump shot from 7 ft,64,68
273,3,2:33.0,Defensive rebound by G. Green,,64,68
274,3,2:27.0,L. Deng misses 3-pt jump shot from 24 ft,,64,68
275,3,2:26.0,,Defensive rebound by J. Ingles,64,68
276,3,2:09.0,,Turnover by G. Hayward (lost ball; steal by C. Bosh),64,68
277,3,2:02.0,G. Green misses 3-pt jump shot from 24 ft,,64,68
278,3,2:01.0,,Defensive rebound by J. Withey,64,68
279,3,1:39.0,,T. Burke misses 2-pt jump shot from 8 ft,64,68
280,3,1:39.0,Defensive rebound by B. Udrih,,64,68
281,3,1:26.0,C. Bosh makes 2-pt layup from 2 ft,,66,68
282,3,1:02.0,,G. Hayward makes 2-pt jump shot from 15 ft,66,70
283,3,0:50.0,C. Bosh makes 2-pt layup from 2 ft (assist by B. Udrih),,68,70
284,3,0:32.0,,G. Hayward makes 2-pt layup from 1 ft (assist by T. Burke),68,72
285,3,0:08.0,L. Deng misses 2-pt layup from 2 ft,,68,72
286,3,0:07.0,,Defensive rebound by J. Ingles,68,72
287,4,11:44.0,,J. Ingles misses 2-pt jump shot from 20 ft,68,72
288,4,11:43.0,Defensive rebound by B. Udrih,,68,72
289,4,11:36.0,C. Bosh makes 3-pt jump shot from 24 ft (assist by D. Wade),,71,72
290,4,11:15.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by T. Booker),71,75
291,4,10:52.0,J. Winslow misses 3-pt jump shot from 23 ft,,71,75
292,4,10:52.0,,Defensive rebound by R. Gobert,71,75
293,4,10:41.0,,T. Burke makes 2-pt jump shot from 16 ft,71,77
294,4,10:16.0,G. Green makes 2-pt jump shot from 19 ft (assist by C. Bosh),,73,77
295,4,9:58.0,,Personal foul by B. Udrih (drawn by R. Gobert),73,77
296,4,9:58.0,G. Dragić enters the game for B. Udrih,,73,77
297,4,9:48.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by T. Burke),73,80
298,4,9:47.0,Miami full timeout,,73,80
299,4,9:47.0,H. Whiteside enters the game for C. Bosh,,73,80
300,4,9:30.0,J. Winslow misses 2-pt layup from 2 ft (block by R. Gobert),,73,80
301,4,9:29.0,Offensive rebound by D. Wade,,73,80
302,4,9:26.0,D. Wade misses 2-pt jump shot from 16 ft,,73,80
303,4,9:24.0,,Defensive rebound by J. Ingles,73,80
304,4,9:05.0,,T. Burke misses 2-pt jump shot from 4 ft (block by G. Dragić),73,80
305,4,9:03.0,Defensive rebound by G. Dragić,,73,80
306,4,8:56.0,J. Winslow misses 2-pt layup from 1 ft,,73,80
307,4,8:55.0,Offensive rebound by H. Whiteside,,73,80
308,4,8:55.0,H. Whiteside makes 2-pt layup from 2 ft,,75,80
309,4,8:42.0,,J. Withey enters the game for R. Gobert,75,80
310,4,8:42.0,,T. Lyles enters the game for T. Booker,75,80
311,4,8:30.0,,J. Ingles misses 2-pt jump shot from 22 ft (block by H. Whiteside),75,80
312,4,8:30.0,Defensive rebound by H. Whiteside,,75,80
313,4,8:30.0,Personal foul by J. Ingles (drawn by H. Whiteside),,75,80
314,4,8:17.0,D. Wade misses 2-pt layup from 2 ft,,75,80
315,4,8:17.0,Offensive rebound by Team,,75,80
316,4,8:17.0,Personal foul by C. Johnson (drawn by H. Whiteside),,75,80
317,4,8:17.0,,R. Neto enters the game for T. Burke,75,80
318,4,8:06.0,D. Wade misses 2-pt jump shot from 18 ft,,75,80
319,4,8:06.0,Offensive rebound by H. Whiteside,,75,80
320,4,8:06.0,Shooting foul by C. Johnson (drawn by H. Whiteside),,75,80
321,4,8:06.0,H. Whiteside makes free throw 1 of 2,,76,80
322,4,8:06.0,H. Whiteside misses free throw 2 of 2,,76,80
323,4,8:04.0,,Defensive rebound by J. Withey,76,80
324,4,7:40.0,,J. Withey makes 2-pt dunk at rim (assist by R. Neto),76,82
325,4,7:18.0,Personal foul by R. Neto (drawn by G. Dragić),,76,82
326,4,7:18.0,,G. Hayward enters the game for J. Ingles,76,82
327,4,7:08.0,Turnover by H. Whiteside (3 sec),,76,82
328,4,7:08.0,C. Bosh enters the game for J. Winslow,,76,82
329,4,6:47.0,,R. Neto misses 3-pt jump shot from 24 ft,76,82
330,4,6:45.0,Defensive rebound by G. Green,,76,82
331,4,6:34.0,C. Bosh misses 3-pt jump shot from 23 ft,,76,82
332,4,6:33.0,,Defensive rebound by G. Hayward,76,82
333,4,6:20.0,,Turnover by G. Hayward (bad pass; steal by G. Green),76,82
334,4,6:16.0,G. Dragić makes 2-pt jump shot from 2 ft (assist by G. Green),,78,82
335,4,5:57.0,,C. Johnson makes 2-pt jump shot from 14 ft,78,84
336,4,5:43.0,H. Whiteside misses 2-pt jump shot from 5 ft (block by C. Johnson),,78,84
337,4,5:41.0,,Defensive rebound by C. Johnson,78,84
338,4,5:38.0,,G. Hayward makes 2-pt dunk at rim (assist by C. Johnson),78,86
339,4,5:10.0,G. Dragić misses 3-pt jump shot from 24 ft,,78,86
340,4,5:09.0,,Defensive rebound by T. Lyles,78,86
341,4,4:59.0,,Personal foul by G. Green (drawn by T. Lyles),78,86
342,4,4:59.0,,Utah full timeout,78,86
343,4,4:59.0,,R. Gobert enters the game for J. Withey,78,86
344,4,4:59.0,,J. Ingles enters the game for C. Johnson,78,86
345,4,4:52.0,,R. Neto misses 3-pt jump shot from 22 ft,78,86
346,4,4:51.0,,Offensive rebound by R. Gobert,78,86
347,4,4:46.0,,J. Ingles misses 3-pt jump shot from 23 ft,78,86
348,4,4:45.0,Defensive rebound by C. Bosh,,78,86
349,4,4:24.0,D. Wade misses 2-pt jump shot from 16 ft,,78,86
350,4,4:24.0,Offensive rebound by H. Whiteside,,78,86
351,4,4:21.0,H. Whiteside misses 2-pt jump shot from 5 ft,,78,86
352,4,4:19.0,,Defensive rebound by T. Lyles,78,86
353,4,4:02.0,,R. Neto makes 2-pt jump shot from 5 ft,78,88
354,4,3:41.0,D. Wade misses 2-pt jump shot from 4 ft,,78,88
355,4,3:41.0,Offensive rebound by D. Wade,,78,88
356,4,3:41.0,D. Wade misses 2-pt layup from 4 ft,,78,88
357,4,3:41.0,Offensive rebound by H. Whiteside,,78,88
358,4,3:41.0,Shooting foul by R. Gobert (drawn by H. Whiteside),,78,88
359,4,3:41.0,H. Whiteside misses free throw 1 of 2,,78,88
360,4,3:41.0,Offensive rebound by Team,,78,88
361,4,3:41.0,,C. Johnson enters the game for J. Ingles,78,88
362,4,3:41.0,H. Whiteside misses free throw 2 of 2,,78,88
363,4,3:40.0,,Defensive rebound by T. Lyles,78,88
364,4,3:27.0,,G. Hayward misses 2-pt layup from 2 ft,78,88
365,4,3:27.0,Defensive rebound by D. Wade,,78,88
366,4,3:18.0,G. Dragić misses 2-pt layup from 3 ft,,78,88
367,4,3:18.0,Offensive rebound by D. Wade,,78,88
368,4,3:18.0,D. Wade misses 2-pt layup from 2 ft,,78,88
369,4,3:14.0,Offensive rebound by G. Green,,78,88
370,4,3:14.0,G. Green misses 2-pt layup from 1 ft (block by R. Gobert),,78,88
371,4,3:14.0,Offensive rebound by G. Green,,78,88
372,4,3:13.0,G. Green makes 2-pt layup from 1 ft,,80,88
373,4,3:02.0,,Shooting foul by G. Green (drawn by G. Hayward),80,88
374,4,3:02.0,,G. Hayward misses free throw 1 of 2,80,88
375,4,3:02.0,,Offensive rebound by Team,80,88
376,4,3:02.0,L. Deng enters the game for H. Whiteside,,80,88
377,4,3:02.0,,G. Hayward makes free throw 2 of 2,80,89
378,4,2:46.0,Turnover by G. Dragić (lost ball),,80,89
379,4,2:46.0,,Utah full timeout,80,89
380,4,2:24.0,,C. Johnson misses 2-pt jump shot from 20 ft,80,89
381,4,2:23.0,Defensive rebound by G. Green,,80,89
382,4,2:09.0,Shooting foul by C. Johnson (drawn by D. Wade),,80,89
383,4,2:09.0,D. Wade misses free throw 1 of 2,,80,89
384,4,2:09.0,Offensive rebound by Team,,80,89
385,4,2:09.0,D. Wade makes free throw 2 of 2,,81,89
386,4,1:55.0,,G. Hayward misses 2-pt layup from 1 ft,81,89
387,4,1:55.0,,Offensive rebound by R. Gobert,81,89
388,4,1:55.0,,Shooting foul by C. Bosh (drawn by R. Gobert),81,89
389,4,1:55.0,,R. Gobert makes free throw 1 of 2,81,90
390,4,1:55.0,,R. Gobert makes free throw 2 of 2,81,91
391,4,1:46.0,C. Bosh misses 3-pt jump shot from 24 ft,,81,91
