,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ATLANTA_ACTION,PHOENIX_SCORE,ATLANTA_SCORE
58,1,4:34.0,,A. Horford misses 2-pt jump shot from 18 ft,17,20
59,1,4:32.0,Defensive rebound by T. Chandler,,17,20
60,1,4:16.0,R. Price makes 3-pt jump shot from 25 ft (assist by T. Chandler),,20,20
61,1,4:15.0,,Atlanta full timeout,20,20
62,1,4:15.0,,T. Hardaway enters the game for K. Bazemore,20,20
63,1,4:15.0,,D. Schröder enters the game for A. Horford,20,20
64,1,4:15.0,,T. Sefolosha enters the game for K. Korver,20,20
65,1,4:15.0,,P. Millsap enters the game for J. Teague,20,20
66,1,4:15.0,A. Goodwin enters the game for R. Price,,20,20
67,1,4:04.0,,T. Hardaway misses 3-pt jump shot from 25 ft,20,20
68,1,4:03.0,,Offensive rebound by D. Schröder,20,20
69,1,3:52.0,,Turnover by D. Schröder (bad pass; steal by A. Goodwin),20,20
70,1,3:48.0,A. Goodwin misses 2-pt layup from 1 ft (block by P. Millsap),,20,20
71,1,3:48.0,Offensive rebound by Team,,20,20
72,1,3:40.0,A. Len makes 2-pt hook shot from 10 ft (assist by D. Booker),,22,20
73,1,3:29.0,,K. Humphries makes 2-pt jump shot from 13 ft,22,22
74,1,3:07.0,P. Tucker misses 3-pt jump shot from 24 ft,,22,22
75,1,3:06.0,,Defensive rebound by D. Schröder,22,22
76,1,2:59.0,,Turnover by K. Humphries (lost ball; steal by T. Chandler),22,22
77,1,2:49.0,D. Booker misses 2-pt layup from 1 ft,,22,22
78,1,2:49.0,,Defensive rebound by Team,22,22
79,1,2:38.0,,D. Schröder misses 2-pt jump shot from 18 ft,22,22
80,1,2:36.0,Defensive rebound by T. Chandler,,22,22
81,1,2:26.0,Shooting foul by T. Hardaway (drawn by A. Len),,22,22
82,1,2:26.0,A. Len makes free throw 1 of 2,,23,22
83,1,2:26.0,A. Williams enters the game for T. Chandler,,23,22
84,1,2:26.0,M. Teletović enters the game for P. Tucker,,23,22
85,1,2:26.0,A. Len makes free throw 2 of 2,,24,22
86,1,2:16.0,,K. Humphries makes 3-pt jump shot from 24 ft (assist by T. Hardaway),24,25
87,1,1:59.0,A. Goodwin makes 3-pt jump shot from 25 ft (assist by M. Teletović),,27,25
88,1,1:42.0,,D. Schröder misses 2-pt layup from 2 ft (block by A. Goodwin),27,25
89,1,1:39.0,Defensive rebound by A. Goodwin,,27,25
90,1,1:37.0,D. Booker makes 2-pt layup from 1 ft (assist by A. Goodwin),,29,25
91,1,1:14.0,,D. Schröder misses 2-pt jump shot from 22 ft,29,25
92,1,1:12.0,Defensive rebound by A. Len,,29,25
93,1,0:55.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by A. Williams),,32,25
94,1,0:38.0,,T. Hardaway makes 2-pt layup at rim (assist by D. Schröder),32,27
95,1,0:38.0,,Shooting foul by A. Williams (drawn by T. Hardaway),32,27
96,1,0:38.0,,M. Scott enters the game for K. Humphries,32,27
97,1,0:38.0,,T. Hardaway makes free throw 1 of 1,32,28
98,1,0:17.0,D. Booker makes 3-pt jump shot from 26 ft (assist by A. Len),,35,28
99,1,0:05.0,,D. Schröder misses 2-pt layup at rim,35,28
100,1,0:04.0,Defensive rebound by M. Teletović,,35,28
101,1,0:00.0,M. Teletović makes 3-pt jump shot from 24 ft,,38,28
102,2,11:49.0,Turnover by A. Goodwin (lost ball; steal by D. Schröder),,38,28
103,2,11:42.0,,Personal foul by J. Jenkins,38,28
104,2,11:42.0,R. Price enters the game for A. Goodwin,,38,28
105,2,11:34.0,,Turnover by D. Schröder (bad pass),38,28
106,2,11:22.0,M. Teletović misses 3-pt jump shot from 24 ft,,38,28
107,2,11:21.0,,Defensive rebound by T. Sefolosha,38,28
108,2,11:08.0,,A. Horford misses 2-pt jump shot from 13 ft,38,28
109,2,11:07.0,Defensive rebound by J. Jenkins,,38,28
110,2,10:57.0,M. Teletović misses 2-pt jump shot from 15 ft,,38,28
111,2,10:57.0,Offensive rebound by A. Williams,,38,28
112,2,10:57.0,Shooting foul by D. Schröder (drawn by A. Williams),,38,28
113,2,10:57.0,A. Williams makes free throw 1 of 2,,39,28
114,2,10:57.0,A. Williams misses free throw 2 of 2,,39,28
115,2,10:56.0,,Defensive rebound by T. Sefolosha,39,28
116,2,10:40.0,,Turnover by M. Scott (lost ball; steal by J. Jenkins),39,28
117,2,10:35.0,J. Jenkins misses 2-pt layup from 1 ft,,39,28
118,2,10:33.0,,Defensive rebound by A. Horford,39,28
119,2,10:27.0,,D. Schröder misses 2-pt layup from 1 ft,39,28
120,2,10:26.0,Defensive rebound by M. Teletović,,39,28
121,2,10:19.0,Turnover by R. Price (lost ball; steal by T. Sefolosha),,39,28
122,2,10:15.0,,T. Sefolosha makes 2-pt dunk at rim (assist by D. Schröder),39,30
123,2,9:52.0,Shooting foul by A. Horford (drawn by C. Budinger),,39,30
124,2,9:52.0,C. Budinger misses free throw 1 of 2,,39,30
125,2,9:52.0,Offensive rebound by Team,,39,30
126,2,9:52.0,,K. Korver enters the game for T. Sefolosha,39,30
127,2,9:52.0,A. Goodwin enters the game for R. Price,,39,30
128,2,9:52.0,C. Budinger misses free throw 2 of 2,,39,30
129,2,9:50.0,,Defensive rebound by M. Scott,39,30
130,2,9:42.0,,M. Scott misses 3-pt jump shot from 24 ft,39,30
131,2,9:41.0,Defensive rebound by J. Jenkins,,39,30
132,2,9:29.0,A. Williams misses 2-pt layup at rim,,39,30
133,2,9:27.0,,Defensive rebound by A. Horford,39,30
134,2,9:19.0,,K. Korver misses 3-pt jump shot from 23 ft,39,30
135,2,9:18.0,,Offensive rebound by A. Horford,39,30
136,2,9:06.0,,D. Schröder misses 3-pt jump shot from 24 ft,39,30
137,2,9:04.0,Defensive rebound by A. Williams,,39,30
138,2,8:56.0,J. Jenkins misses 2-pt jump shot from 21 ft,,39,30
139,2,8:54.0,,Defensive rebound by Team,39,30
140,2,8:54.0,Official timeout,,39,30
141,2,8:54.0,T. Chandler enters the game for A. Williams,,39,30
142,2,8:54.0,,J. Teague enters the game for T. Hardaway,39,30
143,2,8:54.0,,P. Millsap enters the game for D. Schröder,39,30
144,2,8:54.0,,K. Bazemore enters the game for M. Scott,39,30
145,2,8:34.0,,K. Bazemore makes 2-pt jump shot from 20 ft (assist by P. Millsap),39,32
146,2,8:23.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by C. Budinger),,42,32
147,2,8:12.0,,Personal foul by C. Budinger,42,32
148,2,8:12.0,P. Tucker enters the game for C. Budinger,,42,32
149,2,8:08.0,,Shooting foul by P. Tucker (drawn by P. Millsap),42,32
150,2,8:08.0,,P. Millsap misses free throw 1 of 2,42,32
151,2,8:08.0,,Offensive rebound by Team,42,32
152,2,8:08.0,,P. Millsap makes free throw 2 of 2,42,33
153,2,7:55.0,T. Chandler makes 2-pt layup from 1 ft (assist by J. Jenkins),,44,33
154,2,7:42.0,,J. Teague misses 2-pt jump shot from 6 ft,44,33
155,2,7:41.0,Defensive rebound by A. Goodwin,,44,33
156,2,7:33.0,Shooting foul by K. Korver (drawn by T. Chandler),,44,33
157,2,7:33.0,T. Chandler makes free throw 1 of 2,,45,33
158,2,7:33.0,T. Chandler makes free throw 2 of 2,,46,33
159,2,7:10.0,,P. Millsap makes 2-pt layup at rim (assist by A. Horford),46,35
160,2,7:01.0,Turnover by A. Goodwin (lost ball; steal by P. Millsap),,46,35
161,2,6:55.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Korver),46,37
162,2,6:45.0,Turnover by T. Chandler (bad pass),,46,37
163,2,6:36.0,,K. Korver misses 3-pt jump shot from 24 ft,46,37
164,2,6:35.0,Defensive rebound by T. Chandler,,46,37
165,2,6:27.0,Turnover by A. Goodwin (bad pass),,46,37
166,2,6:17.0,,J. Teague misses 3-pt jump shot from 24 ft,46,37
167,2,6:16.0,Defensive rebound by M. Teletović,,46,37
168,2,5:58.0,A. Goodwin misses 3-pt jump shot from 25 ft,,46,37
169,2,5:55.0,,Defensive rebound by K. Bazemore,46,37
170,2,5:48.0,,A. Horford misses 3-pt jump shot from 24 ft,46,37
171,2,5:47.0,Defensive rebound by M. Teletović,,46,37
172,2,5:42.0,J. Jenkins misses 3-pt jump shot from 25 ft,,46,37
173,2,5:40.0,,Defensive rebound by J. Teague,46,37
174,2,5:36.0,,Atlanta full timeout,46,37
175,2,5:36.0,D. Booker enters the game for A. Goodwin,,46,37
176,2,5:36.0,R. Price enters the game for J. Jenkins,,46,37
177,2,5:36.0,,M. Scott enters the game for A. Horford,46,37
178,2,5:18.0,,K. Bazemore misses 3-pt jump shot from 22 ft,46,37
179,2,5:17.0,,Offensive rebound by P. Millsap,46,37
180,2,5:12.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),46,40
181,2,5:00.0,Shooting foul by P. Millsap (drawn by T. Chandler),,46,40
182,2,5:00.0,T. Chandler misses free throw 1 of 2,,46,40
183,2,5:00.0,Offensive rebound by Team,,46,40
184,2,5:00.0,T. Chandler misses free throw 2 of 2,,46,40
185,2,4:59.0,,Defensive rebound by P. Millsap,46,40
186,2,4:50.0,Offensive charge foul by K. Bazemore (drawn by D. Booker),,46,40
187,2,4:50.0,,Turnover by K. Bazemore (offensive foul),46,40
188,2,4:28.0,R. Price makes 3-pt jump shot from 25 ft (assist by M. Teletović),,49,40
189,2,4:07.0,,M. Scott makes 2-pt jump shot from 7 ft (assist by P. Millsap),49,42
190,2,3:54.0,P. Tucker misses 2-pt layup from 1 ft,,49,42
191,2,3:51.0,Offensive rebound by R. Price,,49,42
192,2,3:50.0,Turnover by R. Price (lost ball; steal by J. Teague),,49,42
193,2,3:38.0,,P. Millsap misses 2-pt jump shot from 11 ft,49,42
194,2,3:34.0,,Offensive rebound by K. Bazemore,49,42
195,2,3:34.0,,K. Bazemore misses 2-pt layup from 1 ft,49,42
196,2,3:33.0,Defensive rebound by D. Booker,,49,42
197,2,3:26.0,T. Chandler makes 2-pt dunk at rim (assist by R. Price),,51,42
198,2,3:03.0,,K. Bazemore misses 3-pt jump shot from 23 ft,51,42
199,2,3:02.0,Defensive rebound by Team,,51,42
200,2,3:02.0,,Loose ball foul by M. Scott,51,42
201,2,3:02.0,M. Teletović makes free throw 1 of 2,,52,42
202,2,3:02.0,,T. Sefolosha enters the game for M. Scott,52,42
203,2,3:02.0,,A. Horford enters the game for K. Bazemore,52,42
204,2,3:02.0,M. Teletović misses free throw 2 of 2,,52,42
205,2,3:00.0,,Defensive rebound by T. Sefolosha,52,42
206,2,2:50.0,,Turnover by J. Teague (bad pass; steal by R. Price),52,42
207,2,2:43.0,D. Booker makes 2-pt jump shot from 6 ft (assist by P. Tucker),,54,42
208,2,2:43.0,,Atlanta full timeout,54,42
209,2,2:43.0,Phoenix full timeout,,54,42
210,2,2:43.0,A. Len enters the game for M. Teletović,,54,42
211,2,2:43.0,,K. Bazemore enters the game for T. Sefolosha,54,42
212,2,2:23.0,,A. Horford misses 2-pt jump shot from 4 ft (block by T. Chandler),54,42
213,2,2:21.0,,Offensive rebound by P. Millsap,54,42
214,2,2:19.0,,Turnover by Team (shot clock),54,42
215,2,2:01.0,R. Price misses 3-pt jump shot from 24 ft,,54,42
216,2,1:59.0,Offensive rebound by T. Chandler,,54,42
217,2,1:43.0,P. Tucker misses 2-pt hook shot from 4 ft,,54,42
218,2,1:42.0,Offensive rebound by P. Tucker,,54,42
219,2,1:41.0,Turnover by P. Tucker (3 sec),,54,42
220,2,1:25.0,,Turnover by A. Horford (lost ball; steal by R. Price),54,42
221,2,1:23.0,Shooting foul by K. Korver (drawn by R. Price),,54,42
222,2,1:23.0,R. Price makes free throw 1 of 2,,55,42
223,2,1:23.0,R. Price makes free throw 2 of 2,,56,42
224,2,1:09.0,,Turnover by J. Teague (bad pass; steal by P. Tucker),56,42
225,2,0:59.0,D. Booker misses 2-pt jump shot from 7 ft,,56,42
226,2,0:59.0,,Defensive rebound by Team,56,42
227,2,0:59.0,Loose ball foul by A. Len,,56,42
228,2,0:49.0,,J. Teague makes 2-pt layup from 1 ft,56,44
229,2,0:31.0,T. Chandler misses 2-pt hook shot from 7 ft,,56,44
230,2,0:28.0,,Defensive rebound by A. Horford,56,44
231,2,0:14.0,,J. Teague misses 2-pt jump shot from 16 ft,56,44
232,2,0:13.0,Defensive rebound by P. Tucker,,56,44
233,2,0:03.0,Turnover by R. Price (lost ball; steal by P. Millsap),,56,44
234,2,0:00.0,,P. Millsap misses 3-pt jump shot from 62 ft,56,44
235,2,0:00.0,,Offensive rebound by Team,56,44
236,3,11:42.0,A. Len misses 2-pt jump shot from 11 ft,,56,44
237,3,11:40.0,Offensive rebound by T. Chandler,,56,44
238,3,11:37.0,R. Price misses 3-pt jump shot from 24 ft,,56,44
239,3,11:37.0,Offensive rebound by Team,,56,44
240,3,11:37.0,,Loose ball foul by K. Korver,56,44
241,3,11:24.0,A. Len misses 2-pt layup at rim,,56,44
242,3,11:22.0,,Defensive rebound by P. Millsap,56,44
243,3,11:14.0,,K. Bazemore misses 2-pt jump shot from 21 ft,56,44
244,3,11:13.0,Defensive rebound by T. Chandler,,56,44
245,3,11:07.0,Turnover by A. Len (bad pass; steal by K. Bazemore),,56,44
246,3,11:03.0,,K. Bazemore makes 2-pt dunk at rim,56,46
247,3,10:49.0,A. Len misses 2-pt jump shot from 4 ft,,56,46
248,3,10:47.0,,Defensive rebound by P. Millsap,56,46
249,3,10:34.0,,A. Horford misses 3-pt jump shot from 24 ft,56,46
250,3,10:32.0,Defensive rebound by D. Booker,,56,46
251,3,10:23.0,D. Booker misses 2-pt jump shot from 16 ft,,56,46
252,3,10:22.0,,Defensive rebound by P. Millsap,56,46
253,3,10:16.0,,J. Teague makes 2-pt layup from 1 ft,56,48
254,3,10:16.0,,Shooting foul by D. Booker (drawn by J. Teague),56,48
255,3,10:16.0,,J. Teague makes free throw 1 of 1,56,49
256,3,10:12.0,Phoenix full timeout,,56,49
257,3,10:01.0,P. Tucker misses 3-pt jump shot from 23 ft,,56,49
258,3,9:58.0,,Defensive rebound by J. Teague,56,49
259,3,9:51.0,,J. Teague misses 2-pt jump shot from 3 ft,56,49
260,3,9:50.0,,Offensive rebound by A. Horford,56,49
261,3,9:50.0,,A. Horford misses 2-pt layup at rim,56,49
262,3,9:49.0,Defensive rebound by D. Booker,,56,49
263,3,9:41.0,D. Booker makes 3-pt jump shot from 24 ft,,59,49
264,3,9:31.0,,Personal foul by D. Booker,59,49
265,3,9:25.0,,Offensive foul by P. Millsap (drawn by P. Tucker),59,49
266,3,9:25.0,,Turnover by P. Millsap (offensive foul),59,49
267,3,9:15.0,Personal foul by K. Bazemore,,59,49
268,3,9:07.0,Shooting foul by K. Bazemore (drawn by D. Booker),,59,49
269,3,9:07.0,,Technical foul by K. Bazemore,59,49
270,3,9:07.0,D. Booker makes technical free throw,,60,49
271,3,9:07.0,D. Booker makes free throw 1 of 3,,61,49
272,3,9:07.0,D. Booker misses free throw 2 of 3,,61,49
273,3,9:07.0,Offensive rebound by Team,,61,49
274,3,9:07.0,D. Booker makes free throw 3 of 3,,62,49
275,3,8:55.0,,Shooting foul by T. Chandler (drawn by P. Millsap),62,49
276,3,8:55.0,,P. Millsap makes free throw 1 of 2,62,50
277,3,8:55.0,,P. Millsap makes free throw 2 of 2,62,51
278,3,8:40.0,Turnover by A. Len (bad pass; steal by P. Millsap),,62,51
279,3,8:25.0,,K. Korver misses 3-pt jump shot from 25 ft,62,51
280,3,8:24.0,Defensive rebound by T. Chandler,,62,51
281,3,8:11.0,P. Tucker misses 2-pt layup from 2 ft,,62,51
282,3,8:10.0,,Defensive rebound by P. Millsap,62,51
283,3,8:05.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),62,54
284,3,7:47.0,D. Booker misses 3-pt jump shot from 24 ft,,62,54
285,3,7:45.0,Offensive rebound by P. Tucker,,62,54
286,3,7:35.0,D. Booker misses 2-pt jump shot from 14 ft,,62,54
287,3,7:35.0,Offensive rebound by P. Tucker,,62,54
288,3,7:35.0,Personal foul by K. Korver,,62,54
289,3,7:35.0,,T. Sefolosha enters the game for K. Korver,62,54
290,3,7:29.0,Turnover by R. Price (bad pass; steal by A. Horford),,62,54
291,3,7:24.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by A. Horford),62,56
292,3,7:24.0,,Shooting foul by T. Chandler (drawn by T. Sefolosha),62,56
293,3,7:24.0,,T. Sefolosha makes free throw 1 of 1,62,57
294,3,7:02.0,Turnover by P. Tucker (bad pass),,62,57
295,3,6:51.0,,A. Horford misses 2-pt hook shot from 7 ft,62,57
296,3,6:48.0,Defensive rebound by A. Len,,62,57
297,3,6:37.0,Offensive foul by T. Chandler (drawn by K. Bazemore),,62,57
298,3,6:37.0,Turnover by T. Chandler (offensive foul),,62,57
299,3,6:17.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),62,60
300,3,6:06.0,Shooting foul by A. Horford (drawn by D. Booker),,62,60
301,3,6:06.0,D. Booker makes free throw 1 of 2,,63,60
302,3,6:06.0,M. Teletović enters the game for A. Len,,63,60
303,3,6:06.0,D. Booker makes free throw 2 of 2,,64,60
304,3,5:52.0,,Shooting foul by R. Price (drawn by P. Millsap),64,60
305,3,5:52.0,,P. Millsap makes free throw 1 of 2,64,61
306,3,5:52.0,,P. Millsap misses free throw 2 of 2,64,61
307,3,5:50.0,Defensive rebound by R. Price,,64,61
308,3,5:40.0,Shooting foul by A. Horford (drawn by T. Chandler),,64,61
309,3,5:40.0,T. Chandler makes free throw 1 of 2,,65,61
310,3,5:40.0,,Atlanta full timeout,65,61
311,3,5:40.0,T. Chandler makes free throw 2 of 2,,66,61
312,3,5:20.0,,A. Horford misses 2-pt hook shot from 9 ft,66,61
313,3,5:18.0,Defensive rebound by T. Chandler,,66,61
314,3,5:06.0,M. Teletović misses 3-pt jump shot from 25 ft,,66,61
315,3,5:05.0,,Defensive rebound by K. Bazemore,66,61
316,3,4:57.0,,J. Teague misses 2-pt jump shot from 18 ft,66,61
317,3,4:55.0,Defensive rebound by P. Tucker,,66,61
318,3,4:34.0,D. Booker misses 2-pt jump shot from 16 ft,,66,61
319,3,4:33.0,,Defensive rebound by P. Millsap,66,61
320,3,4:24.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by P. Millsap),66,64
321,3,4:03.0,D. Booker misses 2-pt jump shot from 19 ft,,66,64
322,3,3:59.0,A. Len enters the game for T. Chandler,,66,64
323,3,3:59.0,,D. Schröder enters the game for J. Teague,66,64
324,3,3:59.0,Offensive rebound by Team,,66,64
325,3,3:59.0,,Violation by Team (jump ball),66,64
326,3,3:59.0,A. Goodwin enters the game for R. Price,,66,64
327,3,3:59.0,,K. Humphries enters the game for A. Horford,66,64
328,3,3:55.0,M. Teletović misses 3-pt jump shot from 24 ft,,66,64
329,3,3:54.0,,Defensive rebound by K. Bazemore,66,64
330,3,3:46.0,,K. Humphries misses 3-pt jump shot from 23 ft,66,64
331,3,3:44.0,,Offensive rebound by T. Sefolosha,66,64
332,3,3:39.0,,Turnover by D. Schröder (lost ball; steal by M. Teletović),66,64
333,3,3:29.0,,Violation by Team (delay of game),66,64
334,3,3:22.0,Turnover by A. Len (lost ball; steal by K. Bazemore),,66,64
335,3,3:16.0,,K. Bazemore makes 2-pt layup from 1 ft,66,66
336,3,2:52.0,D. Booker makes 2-pt layup at rim,,68,66
337,3,2:33.0,,Turnover by K. Humphries (lost ball; steal by A. Len),68,66
338,3,2:27.0,A. Goodwin misses 2-pt dunk at rim (block by P. Millsap),,68,66
339,3,2:26.0,,Defensive rebound by K. Bazemore,68,66
340,3,2:19.0,,D. Schröder misses 3-pt jump shot from 25 ft,68,66
341,3,2:17.0,Defensive rebound by P. Tucker,,68,66
342,3,1:58.0,D. Booker makes 2-pt jump shot from 18 ft,,70,66
343,3,1:32.0,,P. Millsap misses 2-pt layup from 3 ft,70,66
344,3,1:32.0,Defensive rebound by Team,,70,66
345,3,1:32.0,,M. Scott enters the game for P. Millsap,70,66
346,3,1:32.0,,T. Hardaway enters the game for K. Bazemore,70,66
347,3,1:32.0,,A. Horford enters the game for K. Humphries,70,66
348,3,1:14.0,Shooting foul by T. Sefolosha (drawn by D. Booker),,70,66
349,3,1:14.0,D. Booker misses free throw 1 of 2,,70,66
350,3,1:14.0,Offensive rebound by Team,,70,66
351,3,1:14.0,J. Jenkins enters the game for P. Tucker,,70,66
352,3,1:14.0,D. Booker makes free throw 2 of 2,,71,66
353,3,0:52.0,,D. Schröder misses 2-pt layup from 2 ft,71,66
354,3,0:51.0,,Offensive rebound by A. Horford,71,66
355,3,0:51.0,,A. Horford misses 2-pt layup at rim,71,66
356,3,0:50.0,,Offensive rebound by A. Horford,71,66
357,3,0:50.0,,A. Horford makes 2-pt layup at rim,71,68
358,3,0:42.0,A. Len makes 2-pt dunk at rim (assist by D. Booker),,73,68
359,3,0:32.0,,D. Schröder misses 2-pt layup from 1 ft (block by A. Len),73,68
360,3,0:30.0,Defensive rebound by A. Len,,73,68
361,3,0:09.0,A. Goodwin misses 2-pt jump shot from 21 ft,,73,68
362,3,0:07.0,,Defensive rebound by A. Horford,73,68
363,3,0:02.0,,T. Sefolosha makes 2-pt layup from 1 ft,73,70
364,3,0:00.0,Turnover by D. Booker (traveling),,73,70
365,3,0:00.0,,K. Korver enters the game for D. Schröder,73,70
366,3,0:00.0,R. Price enters the game for D. Booker,,73,70
367,3,0:00.0,P. Tucker enters the game for A. Goodwin,,73,70
368,3,0:00.0,T. Chandler enters the game for J. Jenkins,,73,70
369,3,0:00.0,,M. Scott misses 2-pt jump shot from 20 ft,73,70
370,3,0:00.0,,Offensive rebound by Team,73,70
371,4,11:43.0,,D. Schröder makes 2-pt jump shot from 17 ft (assist by A. Horford),73,72
372,4,11:28.0,Shooting foul by A. Horford (drawn by A. Goodwin),,73,72
373,4,11:28.0,A. Goodwin misses free throw 1 of 2,,73,72
374,4,11:28.0,Offensive rebound by Team,,73,72
375,4,11:28.0,A. Goodwin misses free throw 2 of 2,,73,72
376,4,11:27.0,,Defensive rebound by T. Hardaway,73,72
377,4,11:20.0,,Turnover by A. Horford (bad pass; steal by M. Teletović),73,72
378,4,11:13.0,M. Teletović misses 3-pt jump shot from 25 ft,,73,72
379,4,11:10.0,,Defensive rebound by A. Horford,73,72
380,4,11:07.0,,M. Scott misses 2-pt dunk at rim (block by A. Goodwin),73,72
381,4,11:07.0,,Offensive rebound by Team,73,72
382,4,11:03.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by T. Hardaway),73,75
383,4,10:54.0,Turnover by A. Goodwin (lost ball; steal by D. Schröder),,73,75
384,4,10:52.0,,D. Schröder makes 2-pt layup from 1 ft,73,77
385,4,10:52.0,Phoenix full timeout,,73,77
386,4,10:52.0,T. Chandler enters the game for A. Goodwin,,73,77
387,4,10:52.0,R. Price enters the game for J. Jenkins,,73,77
388,4,10:52.0,D. Booker enters the game for C. Budinger,,73,77
389,4,10:37.0,Turnover by M. Teletović (lost ball; steal by M. Scott),,73,77
390,4,10:32.0,,Shooting foul by A. Len (drawn by T. Hardaway),73,77
391,4,10:32.0,,T. Hardaway makes free throw 1 of 2,73,78
392,4,10:32.0,,T. Hardaway makes free throw 2 of 2,73,79
393,4,10:13.0,M. Teletović makes 2-pt jump shot from 9 ft,,75,79
