,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ORLANDO_ACTION,SACRAMENTO_SCORE,ORLANDO_SCORE
382,4,7:45.0,Turnover by Team (5 sec inbounds),,85,75
383,4,7:33.0,,C. Frye misses 2-pt layup from 1 ft,85,75
384,4,7:31.0,,Offensive rebound by A. Gordon,85,75
385,4,7:31.0,,A. Gordon misses 2-pt layup at rim,85,75
386,4,7:28.0,,Offensive rebound by E. Payton,85,75
387,4,7:28.0,,Turnover by E. Payton (lost ball; steal by D. Collison),85,75
388,4,7:24.0,D. Collison misses 2-pt layup at rim (block by T. Harris),,85,75
389,4,7:22.0,,Defensive rebound by A. Gordon,85,75
390,4,7:15.0,,T. Harris makes 2-pt layup from 2 ft (assist by E. Fournier),85,77
391,4,6:53.0,Personal foul by A. Gordon (drawn by D. Cousins),,85,77
392,4,6:48.0,R. Rondo makes 2-pt layup from 3 ft,,87,77
393,4,6:33.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),87,80
394,4,6:14.0,Personal foul by A. Gordon (drawn by D. Cousins),,87,80
395,4,6:14.0,M. Belinelli enters the game for K. Koufos,,87,80
396,4,6:05.0,R. Rondo misses 3-pt jump shot from 26 ft,,87,80
397,4,6:04.0,,Defensive rebound by E. Fournier,87,80
398,4,5:59.0,,Offensive foul by E. Fournier (drawn by D. Collison),87,80
399,4,5:59.0,,Turnover by E. Fournier (offensive foul),87,80
400,4,5:59.0,,Technical foul by E. Fournier,87,80
401,4,5:59.0,Official timeout,,87,80
402,4,5:59.0,D. Collison makes technical free throw,,88,80
403,4,5:42.0,D. Cousins makes 2-pt hook shot from 4 ft,,90,80
404,4,5:34.0,,Personal foul by M. Belinelli (drawn by C. Frye),90,80
405,4,5:22.0,,T. Harris misses 3-pt jump shot from 23 ft,90,80
406,4,5:20.0,Defensive rebound by O. Casspi,,90,80
407,4,5:04.0,O. Casspi misses 3-pt jump shot from 32 ft,,90,80
408,4,5:01.0,,Defensive rebound by C. Frye,90,80
409,4,4:52.0,,C. Frye misses 3-pt jump shot from 28 ft,90,80
410,4,4:51.0,Defensive rebound by R. Rondo,,90,80
411,4,4:47.0,Shooting foul by C. Frye (drawn by D. Cousins),,90,80
412,4,4:47.0,D. Cousins misses free throw 1 of 2,,90,80
413,4,4:47.0,Offensive rebound by Team,,90,80
414,4,4:47.0,D. Cousins makes free throw 2 of 2,,91,80
415,4,4:34.0,,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),91,82
416,4,4:18.0,D. Cousins misses 3-pt jump shot from 25 ft,,91,82
417,4,4:17.0,,Defensive rebound by E. Fournier,91,82
418,4,4:05.0,,T. Harris makes 2-pt dunk at rim (assist by E. Fournier),91,84
419,4,3:47.0,D. Collison misses 2-pt layup from 1 ft,,91,84
420,4,3:46.0,,Defensive rebound by E. Payton,91,84
421,4,3:41.0,,E. Fournier misses 3-pt jump shot from 24 ft,91,84
422,4,3:38.0,,Offensive rebound by A. Gordon,91,84
423,4,3:33.0,,A. Gordon misses 3-pt jump shot from 26 ft,91,84
424,4,3:31.0,Defensive rebound by R. Rondo,,91,84
425,4,3:25.0,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),,93,84
426,4,3:23.0,,Orlando full timeout,93,84
427,4,3:12.0,,Turnover by A. Gordon (lost ball; steal by D. Collison),93,84
428,4,3:09.0,Shooting foul by T. Harris (drawn by M. Belinelli),,93,84
429,4,3:09.0,M. Belinelli makes free throw 1 of 2,,94,84
430,4,3:09.0,M. Belinelli makes free throw 2 of 2,,95,84
431,4,2:59.0,,E. Payton misses 2-pt jump shot from 3 ft,95,84
432,4,2:57.0,Defensive rebound by D. Cousins,,95,84
433,4,2:45.0,D. Cousins misses 2-pt layup from 1 ft (block by C. Frye),,95,84
434,4,2:43.0,Offensive rebound by O. Casspi,,95,84
435,4,2:39.0,Personal foul by E. Fournier (drawn by D. Cousins),,95,84
436,4,2:39.0,D. Cousins makes free throw 1 of 2,,96,84
437,4,2:39.0,,M. Hezonja enters the game for A. Gordon,96,84
438,4,2:39.0,D. Cousins makes free throw 2 of 2,,97,84
439,4,2:28.0,,T. Harris makes 2-pt jump shot from 5 ft (assist by E. Payton),97,86
440,4,2:04.0,R. Rondo misses 2-pt jump shot from 20 ft,,97,86
441,4,2:03.0,,Defensive rebound by C. Frye,97,86
442,4,1:59.0,,Turnover by M. Hezonja (step out of bounds),97,86
443,4,1:59.0,,S. Napier enters the game for E. Payton,97,86
444,4,1:37.0,D. Cousins misses 2-pt jump shot from 19 ft,,97,86
445,4,1:35.0,Offensive rebound by R. Rondo,,97,86
446,4,1:35.0,R. Rondo misses 2-pt jump shot from 1 ft,,97,86
447,4,1:34.0,Offensive rebound by O. Casspi,,97,86
448,4,1:32.0,O. Casspi misses 2-pt layup from 2 ft,,97,86
449,4,1:31.0,,Defensive rebound by E. Fournier,97,86
450,4,1:22.0,,T. Harris makes 2-pt layup from 1 ft (assist by S. Napier),97,88
451,4,1:00.0,D. Cousins misses 2-pt layup from 1 ft (block by T. Harris),,97,88
452,4,1:00.0,,Defensive rebound by T. Harris,97,88
453,4,0:56.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by S. Napier),97,91
454,4,0:31.0,D. Collison misses 2-pt jump shot from 18 ft,,97,91
455,4,0:29.0,,Defensive rebound by S. Napier,97,91
456,4,0:23.0,,E. Fournier misses 3-pt jump shot from 25 ft,97,91
457,4,0:22.0,Defensive rebound by O. Casspi,,97,91
