,QUARTER,TIME_REMAINING,INDIANA_ACTION,WASHINGTON_ACTION,INDIANA_SCORE,WASHINGTON_SCORE
80,1,1:43.0,,J. Dudley misses 2-pt jump shot from 15 ft,29,30
81,1,1:42.0,Defensive rebound by P. George,,29,30
82,1,1:28.0,J. Hill makes 2-pt hook shot from 11 ft,,31,30
83,1,1:15.0,,J. Wall makes 2-pt layup from 2 ft,31,32
84,1,1:01.0,R. Stuckey misses 2-pt jump shot from 19 ft,,31,32
85,1,1:00.0,,Defensive rebound by J. Wall,31,32
86,1,0:48.0,,J. Wall misses 3-pt jump shot from 24 ft,31,32
87,1,0:47.0,Defensive rebound by J. Hill,,31,32
88,1,0:37.0,M. Ellis misses 2-pt jump shot from 19 ft,,31,32
89,1,0:36.0,,Defensive rebound by J. Dudley,31,32
90,1,0:30.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by J. Wall),31,35
91,1,0:07.0,J. Hill misses 2-pt jump shot from 18 ft,,31,35
92,1,0:05.0,,Defensive rebound by A. Anderson,31,35
93,1,0:01.0,,G. Temple makes 2-pt layup from 2 ft (assist by A. Anderson),31,37
94,2,11:43.0,Turnover by S. Hill (lost ball; steal by J. Dudley),,31,37
95,2,11:30.0,,A. Anderson makes 2-pt jump shot from 11 ft,31,39
96,2,11:09.0,Personal foul by R. Sessions (drawn by G. Hill),,31,39
97,2,10:56.0,G. Hill misses 3-pt jump shot from 26 ft,,31,39
98,2,10:56.0,,Defensive rebound by Team,31,39
99,2,10:56.0,Loose ball foul by L. Allen (drawn by J. Dudley),,31,39
100,2,10:46.0,,Personal foul by G. Hill (drawn by R. Sessions),31,39
101,2,10:35.0,,G. Temple makes 2-pt jump shot from 12 ft (assist by A. Anderson),31,41
102,2,10:15.0,Offensive foul by J. Hill (drawn by N. Hilário),,31,41
103,2,10:15.0,Turnover by J. Hill (offensive foul),,31,41
104,2,10:15.0,,M. Gortat enters the game for N. Hilário,31,41
105,2,9:57.0,,R. Sessions misses 2-pt jump shot from 4 ft,31,41
106,2,9:56.0,,Offensive rebound by M. Gortat,31,41
107,2,9:51.0,,A. Anderson misses 2-pt jump shot from 13 ft,31,41
108,2,9:50.0,Defensive rebound by J. Hill,,31,41
109,2,9:30.0,R. Stuckey makes 2-pt jump shot from 7 ft (assist by G. Hill),,33,41
110,2,9:25.0,,R. Sessions misses 2-pt layup from 1 ft,33,41
111,2,9:23.0,,Offensive rebound by G. Temple,33,41
112,2,9:19.0,,Shooting foul by J. Hill (drawn by R. Sessions),33,41
113,2,9:19.0,,R. Sessions makes free throw 1 of 2,33,42
114,2,9:19.0,,B. Beal enters the game for A. Anderson,33,42
115,2,9:19.0,,R. Sessions makes free throw 2 of 2,33,43
116,2,9:06.0,G. Hill misses 2-pt jump shot from 3 ft,,33,43
117,2,9:05.0,Offensive rebound by J. Hill,,33,43
118,2,9:03.0,J. Hill makes 2-pt dunk at rim,,35,43
119,2,8:51.0,,B. Beal misses 2-pt jump shot from 12 ft,35,43
120,2,8:50.0,Defensive rebound by L. Allen,,35,43
121,2,8:47.0,S. Hill misses 3-pt jump shot from 26 ft,,35,43
122,2,8:44.0,,Defensive rebound by Team,35,43
123,2,8:44.0,Official timeout,,35,43
124,2,8:27.0,,J. Dudley makes 2-pt jump shot from 20 ft (assist by B. Beal),35,45
125,2,8:05.0,S. Hill misses 3-pt jump shot from 23 ft,,35,45
126,2,8:04.0,,Defensive rebound by G. Temple,35,45
127,2,7:58.0,,R. Sessions misses 2-pt layup at rim,35,45
128,2,7:57.0,,Offensive rebound by M. Gortat,35,45
129,2,7:55.0,,M. Gortat misses 2-pt layup from 1 ft,35,45
130,2,7:54.0,Defensive rebound by J. Hill,,35,45
131,2,7:52.0,Personal foul by J. Dudley (drawn by G. Hill),,35,45
132,2,7:47.0,J. Hill makes 2-pt layup from 1 ft (assist by G. Hill),,37,45
133,2,7:27.0,,B. Beal misses 2-pt jump shot from 17 ft,37,45
134,2,7:26.0,Defensive rebound by R. Stuckey,,37,45
135,2,7:19.0,R. Stuckey makes 2-pt jump shot from 5 ft,,39,45
136,2,7:00.0,,Personal foul by S. Hill (drawn by J. Dudley),39,45
137,2,7:00.0,,J. Wall enters the game for R. Sessions,39,45
138,2,6:45.0,,Shooting foul by L. Allen (drawn by M. Gortat),39,45
139,2,6:45.0,,M. Gortat misses free throw 1 of 2,39,45
140,2,6:45.0,,Offensive rebound by Team,39,45
141,2,6:45.0,,M. Gortat misses free throw 2 of 2,39,45
142,2,6:44.0,,Offensive rebound by M. Gortat,39,45
143,2,6:41.0,,M. Gortat makes 2-pt hook shot from 8 ft,39,47
144,2,6:26.0,G. Hill misses 2-pt jump shot from 7 ft,,39,47
145,2,6:25.0,Offensive rebound by G. Hill,,39,47
146,2,6:13.0,Offensive foul by J. Hill (drawn by J. Wall),,39,47
147,2,6:13.0,Turnover by J. Hill (offensive foul),,39,47
148,2,6:13.0,I. Mahinmi enters the game for J. Hill,,39,47
149,2,6:05.0,,Turnover by J. Wall (bad pass; steal by S. Hill),39,47
150,2,5:50.0,Shooting foul by M. Gortat (drawn by I. Mahinmi),,39,47
151,2,5:50.0,,Washington full timeout,39,47
152,2,5:50.0,M. Turner enters the game for G. Hill,,39,47
153,2,5:50.0,M. Ellis enters the game for R. Stuckey,,39,47
154,2,5:50.0,P. George enters the game for L. Allen,,39,47
155,2,5:50.0,I. Mahinmi makes free throw 1 of 2,,40,47
156,2,5:50.0,I. Mahinmi makes free throw 2 of 2,,41,47
157,2,5:40.0,,Offensive foul by B. Beal (drawn by M. Ellis),41,47
158,2,5:40.0,,Turnover by B. Beal (offensive foul),41,47
159,2,5:28.0,M. Ellis misses 2-pt jump shot from 20 ft,,41,47
160,2,5:27.0,,Defensive rebound by B. Beal,41,47
161,2,5:20.0,,Turnover by B. Beal (lost ball; steal by M. Ellis),41,47
162,2,5:16.0,M. Ellis makes 2-pt layup at rim,,43,47
163,2,5:01.0,,Turnover by J. Wall (bad pass; steal by M. Ellis),43,47
164,2,4:51.0,I. Mahinmi misses 2-pt jump shot from 19 ft,,43,47
165,2,4:50.0,,Defensive rebound by M. Gortat,43,47
166,2,4:45.0,,B. Beal misses 2-pt layup from 1 ft,43,47
167,2,4:43.0,Defensive rebound by M. Ellis,,43,47
168,2,4:38.0,M. Ellis misses 2-pt layup from 1 ft (block by M. Gortat),,43,47
169,2,4:36.0,Offensive rebound by P. George,,43,47
170,2,4:34.0,P. George misses 2-pt jump shot from 11 ft,,43,47
171,2,4:33.0,,Defensive rebound by M. Gortat,43,47
172,2,4:30.0,,G. Temple makes 2-pt dunk at rim (assist by B. Beal),43,49
173,2,4:23.0,Indiana full timeout,,43,49
174,2,4:23.0,,M. Morris enters the game for J. Dudley,43,49
175,2,4:23.0,,A. Anderson enters the game for G. Temple,43,49
176,2,4:10.0,I. Mahinmi misses 2-pt jump shot from 7 ft,,43,49
177,2,4:09.0,,Defensive rebound by M. Gortat,43,49
178,2,3:59.0,,J. Wall makes 2-pt layup at rim,43,51
179,2,3:44.0,M. Turner makes 2-pt jump shot from 4 ft (assist by I. Mahinmi),,45,51
180,2,3:23.0,,A. Anderson makes 2-pt jump shot from 18 ft (assist by B. Beal),45,53
181,2,3:23.0,,Shooting foul by P. George (drawn by A. Anderson),45,53
182,2,3:23.0,,N. Hilário enters the game for M. Gortat,45,53
183,2,3:23.0,,A. Anderson makes free throw 1 of 1,45,54
184,2,3:12.0,M. Ellis misses 2-pt jump shot from 11 ft,,45,54
185,2,3:11.0,,Defensive rebound by M. Morris,45,54
186,2,3:00.0,,N. Hilário makes 2-pt layup from 1 ft (assist by A. Anderson),45,56
187,2,2:40.0,Personal foul by A. Anderson (drawn by P. George),,45,56
188,2,2:40.0,G. Hill enters the game for S. Hill,,45,56
189,2,2:31.0,M. Turner misses 2-pt jump shot from 17 ft,,45,56
190,2,2:30.0,,Defensive rebound by A. Anderson,45,56
191,2,2:19.0,,Shooting foul by G. Hill (drawn by J. Wall),45,56
192,2,2:19.0,,J. Wall makes 2-pt jump shot from 11 ft,45,58
193,2,2:19.0,S. Hill enters the game for G. Hill,,45,58
194,2,2:19.0,,J. Wall makes free throw 1 of 1,45,59
195,2,1:59.0,P. George makes 2-pt jump shot from 15 ft,,47,59
196,2,1:50.0,,Personal foul by I. Mahinmi (drawn by N. Hilário),47,59
197,2,1:50.0,,N. Hilário misses free throw 1 of 2,47,59
198,2,1:50.0,,Offensive rebound by Team,47,59
199,2,1:50.0,,N. Hilário makes free throw 2 of 2,47,60
200,2,1:35.0,P. George makes 3-pt jump shot from 24 ft,,50,60
201,2,1:15.0,,B. Beal misses 3-pt jump shot from 26 ft,50,60
202,2,1:14.0,Defensive rebound by M. Turner,,50,60
203,2,0:59.0,M. Ellis misses 3-pt jump shot from 27 ft,,50,60
204,2,0:58.0,Offensive rebound by M. Turner,,50,60
205,2,0:57.0,M. Turner makes 2-pt layup from 2 ft,,52,60
206,2,0:43.0,,Shooting foul by I. Mahinmi (drawn by J. Wall),52,60
207,2,0:43.0,,J. Wall makes free throw 1 of 2,52,61
208,2,0:43.0,Indiana full timeout,,52,61
209,2,0:43.0,L. Allen enters the game for I. Mahinmi,,52,61
210,2,0:43.0,,J. Wall makes free throw 2 of 2,52,62
211,2,0:35.0,M. Ellis makes 2-pt jump shot from 4 ft,,54,62
212,2,0:16.0,,Washington full timeout,54,62
213,2,0:15.0,,Turnover by B. Beal (lost ball),54,62
214,2,0:07.0,M. Ellis makes 2-pt jump shot from 10 ft,,56,62
215,2,0:01.0,,B. Beal makes 2-pt jump shot from 16 ft,56,64
216,3,11:42.0,I. Mahinmi makes 2-pt hook shot from 9 ft (assist by M. Ellis),,58,64
217,3,11:20.0,,M. Morris misses 2-pt jump shot from 17 ft,58,64
218,3,11:19.0,,Offensive rebound by Team,58,64
219,3,11:19.0,Loose ball foul by I. Mahinmi (drawn by M. Gortat),,58,64
220,3,11:15.0,,O. Porter misses 2-pt jump shot from 4 ft,58,64
221,3,11:14.0,,Offensive rebound by M. Gortat,58,64
222,3,11:12.0,,M. Gortat misses 2-pt layup from 1 ft,58,64
223,3,11:07.0,,Offensive rebound by M. Gortat,58,64
224,3,11:05.0,,M. Gortat misses 2-pt layup from 2 ft,58,64
225,3,11:05.0,Defensive rebound by I. Mahinmi,,58,64
226,3,10:59.0,G. Hill makes 2-pt jump shot from 17 ft,,60,64
227,3,10:49.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),60,67
228,3,10:34.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by P. George),,62,67
229,3,10:23.0,,Turnover by J. Wall (bad pass; steal by P. George),62,67
230,3,10:10.0,M. Turner misses 2-pt jump shot from 8 ft,,62,67
231,3,10:09.0,,Defensive rebound by M. Gortat,62,67
232,3,9:57.0,,B. Beal misses 2-pt jump shot from 19 ft,62,67
233,3,9:56.0,Defensive rebound by M. Ellis,,62,67
234,3,9:45.0,Turnover by G. Hill (bad pass; steal by J. Wall),,62,67
235,3,9:45.0,,Turnover by J. Wall (lost ball),62,67
236,3,9:34.0,P. George makes 2-pt layup from 1 ft,,64,67
237,3,9:20.0,,Shooting foul by M. Turner (drawn by M. Morris),64,67
238,3,9:20.0,,M. Morris misses free throw 1 of 2,64,67
239,3,9:20.0,,Offensive rebound by Team,64,67
240,3,9:20.0,,M. Morris makes free throw 2 of 2,64,68
241,3,9:06.0,M. Ellis misses 2-pt layup from 1 ft,,64,68
242,3,9:05.0,,Defensive rebound by M. Gortat,64,68
243,3,8:55.0,,J. Wall misses 2-pt layup at rim (block by I. Mahinmi),64,68
244,3,8:53.0,,Offensive rebound by M. Morris,64,68
245,3,8:51.0,,M. Morris misses 2-pt layup from 2 ft,64,68
246,3,8:50.0,Defensive rebound by M. Turner,,64,68
247,3,8:44.0,I. Mahinmi misses 2-pt layup from 1 ft,,64,68
248,3,8:43.0,,Defensive rebound by M. Gortat,64,68
249,3,8:22.0,,M. Gortat misses 2-pt jump shot from 3 ft,64,68
250,3,8:21.0,Defensive rebound by M. Ellis,,64,68
251,3,8:15.0,G. Hill misses 3-pt jump shot from 27 ft,,64,68
252,3,8:13.0,,Defensive rebound by M. Gortat,64,68
253,3,7:58.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Wall),64,71
254,3,7:43.0,P. George makes 2-pt jump shot from 17 ft (assist by G. Hill),,66,71
255,3,7:16.0,,B. Beal misses 3-pt jump shot from 27 ft,66,71
256,3,7:15.0,Defensive rebound by Team,,66,71
257,3,7:07.0,I. Mahinmi misses 2-pt jump shot from 7 ft (block by M. Gortat),,66,71
258,3,7:05.0,,Defensive rebound by M. Gortat,66,71
259,3,6:56.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),66,73
260,3,6:30.0,M. Ellis makes 2-pt jump shot from 19 ft,,68,73
261,3,6:17.0,,Personal foul by I. Mahinmi (drawn by B. Beal),68,73
262,3,6:17.0,,Washington full timeout,68,73
263,3,6:17.0,,G. Temple enters the game for B. Beal,68,73
264,3,6:17.0,J. Hill enters the game for I. Mahinmi,,68,73
265,3,6:11.0,,O. Porter misses 2-pt jump shot from 6 ft,68,73
266,3,6:10.0,Defensive rebound by M. Ellis,,68,73
267,3,6:05.0,Personal foul by O. Porter (drawn by P. George),,68,73
268,3,6:00.0,M. Turner misses 2-pt jump shot from 18 ft,,68,73
269,3,5:59.0,,Defensive rebound by G. Temple,68,73
270,3,5:47.0,,J. Wall misses 2-pt jump shot from 18 ft,68,73
271,3,5:45.0,Defensive rebound by J. Hill,,68,73
272,3,5:33.0,G. Hill makes 3-pt jump shot from 26 ft (assist by M. Ellis),,71,73
273,3,5:15.0,,M. Morris makes 2-pt jump shot from 13 ft (assist by G. Temple),71,75
274,3,4:48.0,Turnover by P. George (back court),,71,75
275,3,4:31.0,,J. Wall makes 3-pt jump shot from 23 ft (assist by O. Porter),71,78
276,3,4:21.0,Personal foul by G. Temple (drawn by P. George),,71,78
277,3,4:07.0,G. Hill misses 3-pt jump shot from 24 ft,,71,78
278,3,4:07.0,,Defensive rebound by Team,71,78
279,3,4:07.0,Loose ball foul by J. Hill (drawn by M. Gortat),,71,78
280,3,4:07.0,,J. Dudley enters the game for M. Morris,71,78
281,3,4:07.0,L. Allen enters the game for J. Hill,,71,78
282,3,3:47.0,,J. Wall misses 2-pt jump shot from 19 ft,71,78
283,3,3:46.0,,Offensive rebound by J. Dudley,71,78
284,3,3:38.0,,Offensive foul by O. Porter (drawn by M. Ellis),71,78
285,3,3:38.0,,Turnover by O. Porter (offensive foul),71,78
286,3,3:38.0,,A. Anderson enters the game for O. Porter,71,78
287,3,3:38.0,R. Stuckey enters the game for G. Hill,,71,78
288,3,3:15.0,M. Turner misses 2-pt jump shot from 20 ft,,71,78
289,3,3:14.0,,Defensive rebound by G. Temple,71,78
290,3,3:09.0,,Offensive foul by J. Wall (drawn by M. Ellis),71,78
291,3,3:09.0,,Turnover by J. Wall (offensive foul),71,78
292,3,3:09.0,,N. Hilário enters the game for M. Gortat,71,78
293,3,2:46.0,R. Stuckey misses 2-pt jump shot from 19 ft,,71,78
294,3,2:44.0,,Defensive rebound by J. Wall,71,78
295,3,2:25.0,,J. Wall misses 2-pt jump shot from 16 ft,71,78
296,3,2:24.0,Defensive rebound by M. Ellis,,71,78
297,3,2:14.0,Indiana full timeout,,71,78
298,3,2:14.0,S. Hill enters the game for M. Turner,,71,78
299,3,2:09.0,Personal foul by A. Anderson (drawn by P. George),,71,78
300,3,1:55.0,M. Ellis misses 3-pt jump shot from 30 ft,,71,78
301,3,1:54.0,,Defensive rebound by Team,71,78
302,3,1:43.0,,Turnover by J. Wall (lost ball; steal by M. Ellis),71,78
303,3,1:36.0,P. George misses 3-pt jump shot from 27 ft,,71,78
304,3,1:35.0,Offensive rebound by S. Hill,,71,78
305,3,1:34.0,S. Hill makes 2-pt layup at rim,,73,78
306,3,1:15.0,,N. Hilário makes 2-pt jump shot from 7 ft,73,80
307,3,1:15.0,,Shooting foul by L. Allen (drawn by N. Hilário),73,80
308,3,1:15.0,,N. Hilário misses free throw 1 of 1,73,80
309,3,1:14.0,Defensive rebound by P. George,,73,80
310,3,1:07.0,Personal foul by J. Wall (drawn by P. George),,73,80
311,3,0:56.0,M. Ellis makes 3-pt jump shot from 23 ft (assist by S. Hill),,76,80
312,3,0:43.0,,N. Hilário misses 2-pt layup from 2 ft,76,80
313,3,0:42.0,Defensive rebound by P. George,,76,80
314,3,0:26.0,M. Ellis misses 3-pt jump shot from 25 ft,,76,80
315,3,0:25.0,,Defensive rebound by J. Dudley,76,80
316,3,0:20.0,,J. Wall misses 2-pt layup from 1 ft,76,80
317,3,0:17.0,Defensive rebound by L. Allen,,76,80
318,3,0:03.0,Personal foul by N. Hilário (drawn by P. George),,76,80
319,3,0:03.0,P. George makes free throw 1 of 2,,77,80
320,3,0:03.0,P. George makes free throw 2 of 2,,78,80
321,3,0:01.0,,J. Wall misses 2-pt jump shot from 18 ft,78,80
322,3,0:00.0,,Offensive rebound by Team,78,80
323,4,11:42.0,,J. Dudley misses 2-pt jump shot from 18 ft,78,80
324,4,11:40.0,Defensive rebound by J. Hill,,78,80
325,4,11:28.0,Turnover by J. Hill (lost ball; steal by N. Hilário),,78,80
326,4,11:24.0,,Turnover by J. Dudley (bad pass),78,80
327,4,11:10.0,Shooting foul by J. Dudley (drawn by L. Allen),,78,80
328,4,11:10.0,L. Allen makes free throw 1 of 2,,79,80
329,4,11:10.0,L. Allen makes free throw 2 of 2,,80,80
330,4,10:51.0,,N. Hilário makes 2-pt jump shot from 8 ft (assist by G. Temple),80,82
331,4,10:51.0,,Shooting foul by L. Allen (drawn by N. Hilário),80,82
332,4,10:51.0,Technical foul by Team,,80,82
333,4,10:51.0,,A. Anderson makes technical free throw,80,83
334,4,10:51.0,,N. Hilário misses free throw 1 of 1,80,83
335,4,10:49.0,Defensive rebound by J. Hill,,80,83
336,4,10:31.0,G. Hill makes 2-pt jump shot from 7 ft,,82,83
337,4,10:25.0,Violation by S. Hill (def goaltending),,82,83
338,4,10:25.0,,G. Temple makes 2-pt jump shot from 4 ft,82,85
339,4,10:16.0,Personal foul by G. Temple (drawn by R. Stuckey),,82,85
340,4,10:16.0,,O. Porter enters the game for A. Anderson,82,85
341,4,10:11.0,Offensive foul by J. Hill (drawn by R. Sessions),,82,85
342,4,10:11.0,Turnover by J. Hill (offensive foul),,82,85
343,4,10:00.0,,R. Sessions misses 2-pt jump shot from 10 ft,82,85
344,4,9:59.0,Defensive rebound by L. Allen,,82,85
345,4,9:40.0,Shooting foul by G. Temple (drawn by G. Hill),,82,85
346,4,9:40.0,G. Hill makes free throw 1 of 2,,83,85
347,4,9:40.0,,M. Morris enters the game for J. Dudley,83,85
348,4,9:40.0,G. Hill makes free throw 2 of 2,,84,85
349,4,9:25.0,,G. Temple misses 2-pt layup from 1 ft (block by S. Hill),84,85
350,4,9:24.0,Defensive rebound by S. Hill,,84,85
351,4,9:08.0,J. Hill misses 2-pt jump shot from 17 ft,,84,85
352,4,9:08.0,,Defensive rebound by O. Porter,84,85
353,4,8:57.0,,R. Sessions misses 3-pt jump shot from 25 ft,84,85
354,4,8:56.0,,Offensive rebound by O. Porter,84,85
355,4,8:43.0,,R. Sessions misses 2-pt jump shot from 8 ft,84,85
356,4,8:42.0,Defensive rebound by R. Stuckey,,84,85
357,4,8:20.0,Shooting foul by O. Porter (drawn by J. Hill),,84,85
358,4,8:20.0,Official timeout,,84,85
359,4,8:20.0,,J. Wall enters the game for G. Temple,84,85
360,4,8:20.0,M. Ellis enters the game for R. Stuckey,,84,85
361,4,8:20.0,P. George enters the game for S. Hill,,84,85
362,4,8:20.0,J. Hill makes free throw 1 of 2,,85,85
363,4,8:20.0,J. Hill makes free throw 2 of 2,,86,85
364,4,8:08.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Wall),86,87
365,4,7:43.0,M. Ellis misses 2-pt jump shot from 5 ft,,86,87
366,4,7:42.0,Offensive rebound by Team,,86,87
367,4,7:42.0,S. Hill enters the game for J. Hill,,86,87
368,4,7:34.0,P. George misses 3-pt jump shot from 23 ft,,86,87
369,4,7:33.0,,Defensive rebound by J. Wall,86,87
370,4,7:29.0,,Turnover by J. Wall (lost ball; steal by S. Hill),86,87
371,4,7:11.0,P. George makes 2-pt hook shot from 6 ft,,88,87
372,4,6:46.0,,J. Wall misses 2-pt layup from 2 ft (block by S. Hill),88,87
373,4,6:46.0,,Offensive rebound by Team,88,87
374,4,6:46.0,,Turnover by Team (shot clock),88,87
375,4,6:25.0,M. Ellis misses 2-pt jump shot from 20 ft,,88,87
376,4,6:24.0,Offensive rebound by L. Allen,,88,87
377,4,6:21.0,Offensive foul by P. George (drawn by J. Wall),,88,87
378,4,6:21.0,Turnover by P. George (offensive foul),,88,87
379,4,6:21.0,,A. Anderson enters the game for O. Porter,88,87
380,4,6:21.0,,G. Temple enters the game for R. Sessions,88,87
381,4,6:21.0,I. Mahinmi enters the game for G. Hill,,88,87
382,4,6:21.0,,M. Gortat enters the game for N. Hilário,88,87
383,4,6:08.0,,M. Morris misses 2-pt jump shot from 16 ft,88,87
384,4,6:07.0,Defensive rebound by P. George,,88,87
385,4,5:55.0,P. George misses 2-pt jump shot from 18 ft,,88,87
386,4,5:54.0,,Defensive rebound by M. Morris,88,87
387,4,5:46.0,,A. Anderson misses 3-pt jump shot from 27 ft,88,87
388,4,5:45.0,Defensive rebound by M. Ellis,,88,87
389,4,5:26.0,Shooting foul by A. Anderson (drawn by P. George),,88,87
390,4,5:26.0,,Washington full timeout,88,87
391,4,5:26.0,P. George makes free throw 1 of 2,,89,87
392,4,5:26.0,P. George makes free throw 2 of 2,,90,87
393,4,5:10.0,,J. Wall misses 2-pt jump shot from 18 ft,90,87
394,4,5:10.0,,Offensive rebound by Team,90,87
