,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PORTLAND_ACTION,BROOKLYN_SCORE,PORTLAND_SCORE
26,1,7:15.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Aminu),10,11
27,1,6:58.0,D. Sloan makes 2-pt jump shot from 19 ft,,12,11
28,1,6:39.0,,N. Vonleh misses 3-pt jump shot from 23 ft,12,11
29,1,6:38.0,Defensive rebound by D. Sloan,,12,11
30,1,6:31.0,T. Young misses 2-pt hook shot from 5 ft,,12,11
31,1,6:30.0,,Defensive rebound by M. Plumlee,12,11
32,1,6:27.0,,Turnover by M. Plumlee (bad pass),12,11
33,1,6:06.0,Turnover by J. Johnson (bad pass),,12,11
34,1,6:06.0,,Portland full timeout,12,11
35,1,5:51.0,,C. McCollum misses 2-pt jump shot from 5 ft,12,11
36,1,5:51.0,,Offensive rebound by C. McCollum,12,11
37,1,5:50.0,,C. McCollum makes 2-pt jump shot from 5 ft,12,13
38,1,5:32.0,Offensive foul by B. Lopez (drawn by A. Aminu),,12,13
39,1,5:32.0,Turnover by B. Lopez (offensive foul),,12,13
40,1,5:32.0,,M. Leonard enters the game for N. Vonleh,12,13
41,1,5:12.0,,C. McCollum misses 2-pt jump shot from 17 ft,12,13
42,1,5:11.0,Defensive rebound by J. Johnson,,12,13
43,1,4:58.0,W. Ellington misses 2-pt jump shot from 20 ft,,12,13
44,1,4:57.0,Offensive rebound by T. Young,,12,13
45,1,4:54.0,D. Sloan misses 3-pt jump shot from 22 ft,,12,13
46,1,4:53.0,,Defensive rebound by A. Aminu,12,13
47,1,4:39.0,,A. Aminu makes 2-pt layup from 2 ft,12,15
48,1,4:26.0,Shooting block foul by M. Plumlee (drawn by T. Young),,12,15
49,1,4:26.0,T. Young makes free throw 1 of 2,,13,15
50,1,4:26.0,T. Young makes free throw 2 of 2,,14,15
51,1,4:13.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by A. Aminu),14,18
52,1,4:00.0,T. Young misses 2-pt hook shot from 7 ft,,14,18
53,1,4:00.0,,Defensive rebound by M. Leonard,14,18
54,1,3:54.0,,Shooting foul by W. Ellington (drawn by C. McCollum),14,18
55,1,3:54.0,,C. McCollum makes free throw 1 of 3,14,19
56,1,3:54.0,,C. McCollum makes free throw 2 of 3,14,20
57,1,3:54.0,,E. Davis enters the game for M. Plumlee,14,20
58,1,3:54.0,,A. Crabbe enters the game for D. Lillard,14,20
59,1,3:54.0,T. Robinson enters the game for T. Young,,14,20
60,1,3:54.0,M. Brown enters the game for W. Ellington,,14,20
61,1,3:54.0,,C. McCollum makes free throw 3 of 3,14,21
62,1,3:39.0,B. Lopez misses 2-pt jump shot from 22 ft,,14,21
63,1,3:39.0,,Defensive rebound by E. Davis,14,21
64,1,3:23.0,,A. Crabbe misses 2-pt jump shot from 17 ft,14,21
65,1,3:22.0,Defensive rebound by T. Robinson,,14,21
66,1,3:11.0,T. Robinson misses 2-pt jump shot from 14 ft,,14,21
67,1,3:09.0,,Defensive rebound by M. Leonard,14,21
68,1,3:00.0,,C. McCollum misses 3-pt jump shot from 24 ft,14,21
69,1,3:00.0,Defensive rebound by J. Johnson,,14,21
70,1,2:51.0,J. Johnson misses 2-pt jump shot from 11 ft,,14,21
71,1,2:50.0,,Defensive rebound by A. Aminu,14,21
72,1,2:36.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),14,24
73,1,2:35.0,Brooklyn full timeout,,14,24
74,1,2:35.0,S. Larkin enters the game for D. Sloan,,14,24
75,1,2:35.0,,D. Lillard enters the game for C. McCollum,14,24
76,1,2:35.0,,G. Henderson enters the game for A. Aminu,14,24
77,1,2:15.0,B. Lopez makes 2-pt hook shot from 9 ft,,16,24
78,1,1:59.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Lillard),16,26
79,1,1:38.0,B. Lopez misses 2-pt jump shot from 12 ft,,16,26
80,1,1:37.0,,Defensive rebound by G. Henderson,16,26
81,1,1:25.0,,G. Henderson misses 2-pt jump shot from 19 ft,16,26
82,1,1:24.0,Defensive rebound by B. Lopez,,16,26
83,1,1:06.0,M. Brown misses 2-pt jump shot from 19 ft,,16,26
84,1,1:05.0,,Defensive rebound by M. Leonard,16,26
85,1,0:58.0,,D. Lillard makes 2-pt layup from 2 ft,16,28
86,1,0:42.0,J. Johnson misses 2-pt jump shot from 18 ft,,16,28
87,1,0:40.0,Offensive rebound by B. Lopez,,16,28
88,1,0:36.0,S. Larkin makes 2-pt jump shot from 11 ft,,18,28
89,1,0:32.0,,Shooting foul by T. Robinson (drawn by D. Lillard),18,28
90,1,0:32.0,,D. Lillard makes free throw 1 of 2,18,29
91,1,0:32.0,B. Bogdanović enters the game for J. Johnson,,18,29
92,1,0:32.0,,D. Lillard makes free throw 2 of 2,18,30
93,1,0:19.0,S. Larkin makes 2-pt layup from 2 ft,,20,30
94,1,0:06.0,,D. Lillard makes 3-pt jump shot from 25 ft,20,33
95,1,0:06.0,,Shooting foul by S. Larkin (drawn by D. Lillard),20,33
96,1,0:06.0,,D. Lillard makes free throw 1 of 1,20,34
97,1,0:02.0,Shooting foul by D. Lillard (drawn by S. Larkin),,20,34
98,1,0:02.0,S. Larkin misses free throw 1 of 2,,20,34
99,1,0:02.0,Offensive rebound by Team,,20,34
100,1,0:02.0,S. Larkin makes free throw 2 of 2,,21,34
101,1,0:00.0,,G. Henderson misses 3-pt jump shot from 45 ft,21,34
102,1,0:00.0,,Offensive rebound by Team,21,34
103,2,11:40.0,Turnover by W. Reed (bad pass; steal by D. Lillard),,21,34
104,2,11:36.0,,Turnover by D. Lillard (bad pass; steal by M. Brown),21,34
105,2,11:24.0,Turnover by B. Bogdanović (bad pass; steal by A. Crabbe),,21,34
106,2,11:17.0,,D. Lillard misses 3-pt jump shot from 24 ft,21,34
107,2,11:15.0,,Offensive rebound by E. Davis,21,34
108,2,10:57.0,,M. Leonard misses 2-pt jump shot from 15 ft,21,34
109,2,10:56.0,Defensive rebound by S. Larkin,,21,34
110,2,10:41.0,M. Brown misses 2-pt hook shot from 6 ft,,21,34
111,2,10:41.0,Offensive rebound by Team,,21,34
112,2,10:41.0,,Loose ball foul by E. Davis (drawn by T. Robinson),21,34
113,2,10:41.0,,M. Harkless enters the game for M. Leonard,21,34
114,2,10:32.0,W. Reed makes 2-pt jump shot from 11 ft (assist by S. Larkin),,23,34
115,2,10:12.0,,E. Davis misses 2-pt hook shot from 6 ft,23,34
116,2,10:11.0,Defensive rebound by T. Robinson,,23,34
117,2,10:04.0,S. Larkin makes 2-pt jump shot from 18 ft,,25,34
118,2,9:47.0,,G. Henderson misses 2-pt jump shot from 4 ft (block by W. Reed),25,34
119,2,9:46.0,,Offensive rebound by E. Davis,25,34
120,2,9:45.0,,E. Davis misses 2-pt layup from 2 ft,25,34
121,2,9:43.0,Defensive rebound by T. Robinson,,25,34
122,2,9:35.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,25,34
123,2,9:33.0,,Defensive rebound by G. Henderson,25,34
124,2,9:21.0,,Turnover by D. Lillard (bad pass; steal by S. Larkin),25,34
125,2,9:09.0,Brooklyn full timeout,,25,34
126,2,9:09.0,,C. McCollum enters the game for D. Lillard,25,34
127,2,9:01.0,M. Brown makes 2-pt jump shot from 5 ft (assist by B. Bogdanović),,27,34
128,2,8:46.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by C. McCollum),27,37
129,2,8:32.0,M. Brown makes 2-pt hook shot from 9 ft (assist by B. Bogdanović),,29,37
130,2,8:10.0,,M. Harkless makes 2-pt layup from 1 ft (assist by A. Crabbe),29,39
131,2,7:53.0,S. Larkin misses 2-pt jump shot from 3 ft,,29,39
132,2,7:53.0,Offensive rebound by T. Robinson,,29,39
133,2,7:51.0,T. Robinson misses 2-pt layup from 1 ft (block by E. Davis),,29,39
134,2,7:50.0,Offensive rebound by W. Reed,,29,39
135,2,7:50.0,W. Reed makes 2-pt layup at rim,,31,39
136,2,7:39.0,,C. McCollum makes 2-pt jump shot from 3 ft,31,41
137,2,7:30.0,W. Reed misses 2-pt layup from 2 ft (block by E. Davis),,31,41
138,2,7:29.0,Offensive rebound by T. Robinson,,31,41
139,2,7:28.0,T. Robinson misses 2-pt layup from 2 ft (block by M. Harkless),,31,41
140,2,7:26.0,,Defensive rebound by E. Davis,31,41
141,2,7:22.0,,G. Henderson makes 2-pt layup at rim (assist by C. McCollum),31,43
142,2,7:01.0,Turnover by M. Brown (lost ball),,31,43
143,2,7:01.0,T. Young enters the game for T. Robinson,,31,43
144,2,6:48.0,,G. Henderson makes 2-pt jump shot from 15 ft (assist by C. McCollum),31,45
145,2,6:32.0,Turnover by M. Brown (traveling),,31,45
146,2,6:16.0,,G. Henderson makes 2-pt jump shot from 20 ft,31,47
147,2,6:15.0,Brooklyn full timeout,,31,47
148,2,6:15.0,W. Ellington enters the game for M. Brown,,31,47
149,2,6:15.0,B. Lopez enters the game for W. Reed,,31,47
150,2,6:04.0,T. Young makes 2-pt jump shot from 5 ft (assist by S. Larkin),,33,47
151,2,5:47.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Crabbe),33,50
152,2,5:29.0,B. Lopez makes 2-pt jump shot from 6 ft,,35,50
153,2,5:17.0,,E. Davis makes 2-pt dunk at rim (assist by C. McCollum),35,52
154,2,4:54.0,W. Ellington makes 2-pt layup from 2 ft (assist by B. Lopez),,37,52
155,2,4:44.0,,C. McCollum misses 2-pt jump shot from 7 ft,37,52
156,2,4:44.0,Defensive rebound by T. Young,,37,52
157,2,4:39.0,W. Ellington misses 2-pt jump shot from 20 ft,,37,52
158,2,4:38.0,Offensive rebound by B. Bogdanović,,37,52
159,2,4:38.0,Shooting foul by E. Davis (drawn by B. Bogdanović),,37,52
160,2,4:38.0,Official timeout,,37,52
161,2,4:38.0,D. Sloan enters the game for S. Larkin,,37,52
162,2,4:38.0,,D. Lillard enters the game for C. McCollum,37,52
163,2,4:38.0,,A. Aminu enters the game for E. Davis,37,52
164,2,4:38.0,,M. Plumlee enters the game for A. Crabbe,37,52
165,2,4:38.0,B. Bogdanović makes free throw 1 of 2,,38,52
166,2,4:38.0,B. Bogdanović makes free throw 2 of 2,,39,52
167,2,4:18.0,,M. Harkless makes 2-pt dunk at rim (assist by G. Henderson),39,54
168,2,4:01.0,D. Sloan makes 2-pt jump shot from 20 ft (assist by B. Bogdanović),,41,54
169,2,3:44.0,,M. Harkless misses 3-pt jump shot from 25 ft,41,54
170,2,3:42.0,Defensive rebound by D. Sloan,,41,54
171,2,3:30.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,41,54
172,2,3:29.0,,Defensive rebound by M. Plumlee,41,54
173,2,3:20.0,,D. Lillard makes 2-pt jump shot from 19 ft,41,56
174,2,2:54.0,B. Lopez makes 2-pt hook shot from 5 ft,,43,56
175,2,2:41.0,,Shooting foul by W. Ellington (drawn by G. Henderson),43,56
176,2,2:41.0,,Portland full timeout,43,56
177,2,2:41.0,J. Johnson enters the game for B. Bogdanović,,43,56
178,2,2:41.0,,G. Henderson makes free throw 1 of 2,43,57
179,2,2:41.0,,G. Henderson makes free throw 2 of 2,43,58
180,2,2:29.0,T. Young misses 2-pt hook shot from 7 ft,,43,58
181,2,2:29.0,,Defensive rebound by M. Plumlee,43,58
182,2,2:24.0,Offensive charge foul by M. Harkless (drawn by T. Young),,43,58
183,2,2:24.0,,Turnover by M. Harkless (offensive foul),43,58
184,2,2:24.0,,C. McCollum enters the game for G. Henderson,43,58
185,2,2:12.0,B. Lopez makes 2-pt hook shot from 4 ft,,45,58
186,2,1:56.0,,Turnover by M. Plumlee (bad pass; steal by B. Lopez),45,58
187,2,1:45.0,B. Lopez misses 2-pt jump shot from 21 ft,,45,58
188,2,1:45.0,,Defensive rebound by A. Aminu,45,58
189,2,1:37.0,,Turnover by A. Aminu (lost ball),45,58
190,2,1:19.0,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),,47,58
191,2,1:05.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by D. Lillard),47,61
192,2,0:43.0,Turnover by J. Johnson (lost ball; steal by D. Lillard),,47,61
193,2,0:34.0,,M. Plumlee misses 2-pt hook shot from 5 ft,47,61
194,2,0:33.0,Defensive rebound by T. Young,,47,61
195,2,0:25.0,W. Ellington misses 2-pt jump shot from 3 ft,,47,61
196,2,0:24.0,Offensive rebound by W. Ellington,,47,61
197,2,0:23.0,W. Ellington misses 2-pt layup from 1 ft,,47,61
198,2,0:23.0,Offensive rebound by B. Lopez,,47,61
199,2,0:23.0,B. Lopez makes 2-pt layup at rim,,49,61
200,2,0:10.0,,Portland full timeout,49,61
201,2,0:10.0,,A. Crabbe enters the game for M. Plumlee,49,61
202,2,0:10.0,M. Brown enters the game for B. Lopez,,49,61
203,2,0:10.0,B. Bogdanović enters the game for W. Ellington,,49,61
204,2,0:05.0,,Personal take foul by D. Sloan (drawn by D. Lillard),49,61
205,2,0:00.0,,D. Lillard makes 2-pt layup at rim,49,63
206,3,11:39.0,W. Ellington misses 2-pt jump shot from 16 ft,,49,63
207,3,11:38.0,,Defensive rebound by N. Vonleh,49,63
208,3,11:29.0,,C. McCollum makes 2-pt jump shot from 7 ft,49,65
209,3,11:12.0,D. Sloan misses 3-pt jump shot from 24 ft,,49,65
210,3,11:11.0,,Defensive rebound by M. Plumlee,49,65
211,3,11:02.0,,Shooting foul by J. Johnson (drawn by A. Aminu),49,65
212,3,11:02.0,,A. Aminu makes free throw 1 of 2,49,66
213,3,11:02.0,,A. Aminu misses free throw 2 of 2,49,66
214,3,11:01.0,Defensive rebound by B. Lopez,,49,66
215,3,11:01.0,Personal foul by M. Plumlee (drawn by B. Lopez),,49,66
216,3,10:43.0,B. Lopez misses 2-pt jump shot from 8 ft,,49,66
217,3,10:42.0,,Defensive rebound by N. Vonleh,49,66
218,3,10:36.0,,Shooting foul by W. Ellington (drawn by D. Lillard),49,66
219,3,10:36.0,,D. Lillard makes free throw 1 of 2,49,67
220,3,10:36.0,,D. Lillard makes free throw 2 of 2,49,68
221,3,10:25.0,Turnover by J. Johnson (bad pass),,49,68
222,3,10:07.0,,A. Aminu misses 2-pt jump shot from 22 ft,49,68
223,3,10:07.0,Defensive rebound by D. Sloan,,49,68
224,3,9:57.0,B. Lopez misses 2-pt jump shot from 11 ft,,49,68
225,3,9:57.0,,Defensive rebound by M. Plumlee,49,68
226,3,9:44.0,,M. Plumlee misses 2-pt jump shot from 13 ft,49,68
227,3,9:44.0,Defensive rebound by B. Lopez,,49,68
228,3,9:33.0,Shooting foul by D. Lillard (drawn by J. Johnson),,49,68
229,3,9:33.0,J. Johnson makes free throw 1 of 2,,50,68
230,3,9:33.0,J. Johnson makes free throw 2 of 2,,51,68
231,3,9:16.0,,C. McCollum misses 3-pt jump shot from 24 ft,51,68
232,3,9:16.0,Defensive rebound by D. Sloan,,51,68
233,3,9:10.0,D. Sloan makes 2-pt layup from 1 ft,,53,68
234,3,9:01.0,,D. Lillard misses 3-pt jump shot from 24 ft,53,68
235,3,8:59.0,,Offensive rebound by C. McCollum,53,68
236,3,8:45.0,,A. Aminu makes 2-pt layup from 1 ft (assist by C. McCollum),53,70
237,3,8:35.0,D. Sloan makes 2-pt jump shot from 4 ft,,55,70
238,3,8:23.0,,D. Lillard misses 2-pt layup from 2 ft,55,70
239,3,8:22.0,Defensive rebound by T. Young,,55,70
240,3,8:16.0,T. Young makes 2-pt hook shot from 3 ft (assist by J. Johnson),,57,70
241,3,7:58.0,,A. Aminu misses 3-pt jump shot from 24 ft,57,70
242,3,7:57.0,Defensive rebound by T. Young,,57,70
243,3,7:42.0,B. Lopez misses 2-pt jump shot from 2 ft (block by M. Plumlee),,57,70
244,3,7:42.0,,Defensive rebound by N. Vonleh,57,70
245,3,7:35.0,,Personal foul by D. Sloan (drawn by D. Lillard),57,70
246,3,7:35.0,B. Bogdanović enters the game for W. Ellington,,57,70
247,3,7:34.0,,Personal foul by B. Lopez (drawn by M. Plumlee),57,70
248,3,7:29.0,,Def 3 sec tech foul by B. Lopez,57,70
249,3,7:29.0,,D. Lillard makes technical free throw,57,71
250,3,7:24.0,,Personal foul by D. Sloan (drawn by M. Plumlee),57,71
251,3,7:24.0,,M. Plumlee makes free throw 1 of 2,57,72
252,3,7:24.0,,M. Plumlee misses free throw 2 of 2,57,72
253,3,7:23.0,,Offensive rebound by A. Aminu,57,72
254,3,7:16.0,,Turnover by C. McCollum (bad pass; steal by B. Lopez),57,72
255,3,7:12.0,T. Young makes 2-pt dunk at rim (assist by D. Sloan),,59,72
256,3,6:54.0,,N. Vonleh misses 2-pt jump shot from 18 ft,59,72
257,3,6:53.0,Defensive rebound by J. Johnson,,59,72
258,3,6:48.0,Personal foul by A. Aminu (drawn by J. Johnson),,59,72
259,3,6:41.0,J. Johnson misses 2-pt jump shot from 14 ft,,59,72
260,3,6:39.0,Offensive rebound by B. Lopez,,59,72
261,3,6:36.0,B. Lopez makes 2-pt layup from 2 ft,,61,72
262,3,6:20.0,,N. Vonleh makes 2-pt dunk at rim (assist by A. Aminu),61,74
263,3,6:04.0,Personal foul by N. Vonleh (drawn by B. Bogdanović),,61,74
264,3,5:57.0,B. Bogdanović misses 2-pt layup at rim (block by M. Plumlee),,61,74
265,3,5:56.0,,Defensive rebound by M. Plumlee,61,74
266,3,5:41.0,,A. Aminu misses 2-pt layup at rim,61,74
267,3,5:40.0,Defensive rebound by D. Sloan,,61,74
268,3,5:28.0,J. Johnson makes 2-pt jump shot from 19 ft,,63,74
269,3,5:27.0,,Portland full timeout,63,74
270,3,5:27.0,,A. Crabbe enters the game for C. McCollum,63,74
271,3,5:27.0,,M. Leonard enters the game for N. Vonleh,63,74
272,3,5:14.0,,M. Leonard makes 3-pt jump shot from 22 ft (assist by D. Lillard),63,77
273,3,4:51.0,Turnover by J. Johnson (bad pass; steal by A. Crabbe),,63,77
274,3,4:45.0,,M. Leonard misses 2-pt layup from 1 ft,63,77
275,3,4:43.0,Defensive rebound by T. Young,,63,77
276,3,4:39.0,Shooting foul by D. Lillard (drawn by D. Sloan),,63,77
277,3,4:39.0,D. Sloan misses free throw 1 of 2,,63,77
278,3,4:39.0,Offensive rebound by Team,,63,77
279,3,4:39.0,D. Sloan misses free throw 2 of 2,,63,77
280,3,4:38.0,,Defensive rebound by M. Plumlee,63,77
281,3,4:22.0,,Turnover by A. Crabbe (traveling),63,77
282,3,4:06.0,Shooting foul by M. Leonard (drawn by B. Lopez),,63,77
283,3,4:06.0,B. Lopez makes 2-pt hook shot from 4 ft,,65,77
284,3,4:06.0,B. Lopez makes free throw 1 of 1,,66,77
285,3,3:54.0,,Personal foul by T. Young (drawn by D. Lillard),66,77
286,3,3:54.0,,D. Lillard makes free throw 1 of 2,66,78
287,3,3:54.0,,G. Henderson enters the game for A. Aminu,66,78
288,3,3:54.0,,E. Davis enters the game for M. Plumlee,66,78
289,3,3:54.0,,D. Lillard makes free throw 2 of 2,66,79
290,3,3:28.0,J. Johnson makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,69,79
291,3,3:12.0,,D. Lillard misses 3-pt jump shot from 27 ft,69,79
292,3,3:12.0,Defensive rebound by J. Johnson,,69,79
293,3,3:00.0,T. Young misses 2-pt layup from 1 ft,,69,79
294,3,2:59.0,,Defensive rebound by M. Leonard,69,79
295,3,2:53.0,,D. Lillard makes 2-pt layup at rim,69,81
296,3,2:46.0,Brooklyn full timeout,,69,81
297,3,2:46.0,,C. McCollum enters the game for D. Lillard,69,81
298,3,2:37.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Sloan),,72,81
299,3,2:10.0,,C. McCollum misses 2-pt jump shot from 22 ft,72,81
300,3,2:09.0,Defensive rebound by B. Lopez,,72,81
301,3,1:59.0,B. Lopez makes 2-pt hook shot from 4 ft (assist by T. Young),,74,81
302,3,1:39.0,,A. Crabbe misses 2-pt jump shot from 13 ft,74,81
303,3,1:38.0,Defensive rebound by J. Johnson,,74,81
304,3,1:26.0,B. Lopez makes 2-pt jump shot from 14 ft (assist by J. Johnson),,76,81
305,3,1:10.0,,Turnover by G. Henderson (lost ball; steal by D. Sloan),76,81
306,3,1:07.0,Shooting foul by C. McCollum (drawn by D. Sloan),,76,81
307,3,1:07.0,D. Sloan makes free throw 1 of 2,,77,81
308,3,1:07.0,D. Sloan makes free throw 2 of 2,,78,81
309,3,0:45.0,,G. Henderson makes 2-pt jump shot from 10 ft,78,83
310,3,0:38.0,D. Sloan makes 2-pt layup from 2 ft,,80,83
311,3,0:27.0,,G. Henderson misses 2-pt jump shot from 21 ft,80,83
312,3,0:26.0,Defensive rebound by T. Young,,80,83
313,3,0:04.0,J. Johnson makes 2-pt jump shot from 17 ft,,82,83
314,3,0:00.0,,C. McCollum makes 2-pt layup from 2 ft,82,85
315,4,11:47.0,Violation by M. Brown (kicked ball),,82,85
316,4,11:40.0,,Turnover by G. Henderson (bad pass; steal by M. Brown),82,85
317,4,11:35.0,D. Sloan misses 2-pt layup from 2 ft,,82,85
318,4,11:35.0,Offensive rebound by T. Young,,82,85
319,4,11:32.0,Turnover by T. Young (lost ball; steal by C. McCollum),,82,85
320,4,11:31.0,,Personal foul by B. Bogdanović (drawn by C. McCollum),82,85
321,4,11:11.0,,A. Crabbe misses 3-pt jump shot from 24 ft,82,85
322,4,11:10.0,Defensive rebound by T. Young,,82,85
323,4,10:53.0,Personal foul by C. McCollum (drawn by D. Sloan),,82,85
324,4,10:46.0,B. Lopez makes 2-pt jump shot from 16 ft (assist by D. Sloan),,84,85
325,4,10:30.0,,E. Davis makes 2-pt layup from 2 ft (assist by M. Harkless),84,87
326,4,10:23.0,D. Sloan makes 2-pt layup from 1 ft,,86,87
327,4,10:09.0,,M. Harkless misses 2-pt layup from 1 ft,86,87
328,4,10:08.0,,Offensive rebound by M. Harkless,86,87
329,4,10:08.0,,M. Harkless misses 2-pt layup from 1 ft,86,87
330,4,10:06.0,Defensive rebound by B. Lopez,,86,87
331,4,9:55.0,B. Lopez makes 2-pt jump shot from 3 ft (assist by D. Sloan),,88,87
332,4,9:43.0,,Turnover by C. McCollum (lost ball; steal by M. Brown),88,87
333,4,9:32.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,88,87
334,4,9:31.0,,Defensive rebound by E. Davis,88,87
335,4,9:26.0,,C. McCollum makes 2-pt jump shot from 22 ft,88,89
336,4,9:20.0,Brooklyn full timeout,,88,89
337,4,9:20.0,,D. Lillard enters the game for A. Crabbe,88,89
338,4,9:20.0,S. Larkin enters the game for T. Young,,88,89
339,4,9:20.0,T. Robinson enters the game for B. Lopez,,88,89
340,4,9:20.0,W. Reed enters the game for D. Sloan,,88,89
341,4,9:08.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,88,89
342,4,9:06.0,,Defensive rebound by C. McCollum,88,89
343,4,8:48.0,,Turnover by E. Davis (bad pass; steal by W. Reed),88,89
344,4,8:42.0,M. Brown makes 3-pt jump shot from 24 ft (assist by S. Larkin),,91,89
345,4,8:29.0,,Shooting foul by T. Robinson (drawn by D. Lillard),91,89
346,4,8:29.0,,D. Lillard makes free throw 1 of 2,91,90
347,4,8:29.0,,D. Lillard makes free throw 2 of 2,91,91
348,4,8:10.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,91,91
349,4,8:08.0,,Defensive rebound by Team,91,91
350,4,7:54.0,,M. Harkless misses 3-pt jump shot from 23 ft,91,91
351,4,7:53.0,Defensive rebound by T. Robinson,,91,91
352,4,7:36.0,B. Lopez enters the game for W. Reed,,91,91
353,4,7:31.0,T. Robinson misses 2-pt layup at rim (block by M. Harkless),,91,91
354,4,7:31.0,,Defensive rebound by D. Lillard,91,91
355,4,7:31.0,,Personal foul by B. Lopez (drawn by D. Lillard),91,91
356,4,7:31.0,J. Johnson enters the game for B. Bogdanović,,91,91
357,4,7:16.0,,D. Lillard misses 2-pt layup from 2 ft (block by B. Lopez),91,91
358,4,7:15.0,Defensive rebound by M. Brown,,91,91
359,4,7:07.0,J. Johnson makes 2-pt jump shot from 3 ft,,93,91
360,4,6:49.0,,Turnover by C. McCollum (bad pass),93,91
361,4,6:39.0,S. Larkin misses 2-pt jump shot from 16 ft,,93,91
362,4,6:37.0,,Defensive rebound by C. McCollum,93,91
363,4,6:30.0,,C. McCollum makes 2-pt jump shot from 16 ft,93,93
364,4,6:13.0,B. Lopez makes 2-pt hook shot from 4 ft,,95,93
365,4,6:13.0,Shooting foul by E. Davis (drawn by B. Lopez),,95,93
366,4,6:13.0,,M. Plumlee enters the game for M. Harkless,95,93
367,4,6:13.0,T. Young enters the game for T. Robinson,,95,93
368,4,6:13.0,,A. Crabbe enters the game for E. Davis,95,93
369,4,6:13.0,,A. Aminu enters the game for G. Henderson,95,93
370,4,6:13.0,B. Lopez makes free throw 1 of 1,,96,93
371,4,5:52.0,,D. Lillard misses 2-pt jump shot from 15 ft,96,93
372,4,5:51.0,Defensive rebound by T. Young,,96,93
373,4,5:39.0,M. Brown misses 3-pt jump shot from 24 ft,,96,93
374,4,5:38.0,,Defensive rebound by A. Aminu,96,93
375,4,5:32.0,,Personal foul by M. Brown (drawn by D. Lillard),96,93
376,4,5:32.0,Official timeout,,96,93
377,4,5:21.0,,D. Lillard misses 2-pt jump shot from 22 ft,96,93
378,4,5:18.0,,Offensive rebound by M. Plumlee,96,93
379,4,5:16.0,,Turnover by D. Lillard (bad pass; steal by B. Lopez),96,93
380,4,5:14.0,Turnover by B. Lopez (offensive foul),,96,93
381,4,5:14.0,,Offensive charge foul by B. Lopez (drawn by D. Lillard),96,93
382,4,4:45.0,,D. Lillard makes 2-pt layup from 1 ft (assist by M. Plumlee),96,95
