,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BOSTON_ACTION,MINNESOTA_SCORE,BOSTON_SCORE
384,4,5:54.0,,E. Turner makes 2-pt jump shot from 10 ft,79,100
385,4,5:34.0,K. Towns misses 2-pt hook shot from 11 ft,,79,100
386,4,5:33.0,Offensive rebound by K. Towns,,79,100
387,4,5:32.0,K. Towns makes 2-pt layup from 1 ft,,81,100
388,4,5:32.0,Shooting foul by T. Zeller (drawn by K. Towns),,81,100
389,4,5:32.0,,Boston full timeout,81,100
390,4,5:32.0,,K. Olynyk enters the game for T. Zeller,81,100
391,4,5:32.0,K. Towns makes free throw 1 of 1,,82,100
392,4,5:15.0,,R. Hunter misses 2-pt layup at rim,82,100
393,4,5:14.0,Defensive rebound by K. Towns,,82,100
394,4,5:02.0,A. Wiggins makes 2-pt layup from 1 ft,,84,100
395,4,4:47.0,,I. Thomas misses 3-pt jump shot from 25 ft,84,100
396,4,4:46.0,Defensive rebound by R. Rubio,,84,100
397,4,4:42.0,Turnover by R. Rubio (bad pass; steal by I. Thomas),,84,100
398,4,4:38.0,,I. Thomas makes 2-pt layup at rim,84,102
399,4,4:16.0,A. Wiggins makes 2-pt layup at rim,,86,102
400,4,3:59.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by I. Thomas),86,105
401,4,3:47.0,Offensive foul by K. Towns (drawn by R. Hunter),,86,105
402,4,3:47.0,Turnover by K. Towns (offensive foul),,86,105
403,4,3:35.0,,R. Hunter misses 3-pt jump shot from 23 ft,86,105
404,4,3:34.0,Defensive rebound by K. Towns,,86,105
405,4,3:29.0,Z. LaVine makes 2-pt dunk at rim (assist by R. Rubio),,88,105
406,4,3:14.0,,Turnover by J. Jerebko (lost ball; steal by R. Rubio),88,105
407,4,3:08.0,Z. LaVine makes 2-pt layup from 1 ft (assist by R. Rubio),,90,105
408,4,2:57.0,,I. Thomas misses 2-pt layup at rim,90,105
409,4,2:56.0,,Offensive rebound by J. Jerebko,90,105
410,4,2:56.0,,J. Jerebko misses 2-pt layup from 1 ft,90,105
411,4,2:54.0,Defensive rebound by K. Towns,,90,105
412,4,2:52.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,92,105
413,4,2:52.0,Shooting foul by E. Turner (drawn by A. Wiggins),,92,105
414,4,2:52.0,Minnesota full timeout,,92,105
415,4,2:52.0,,A. Bradley enters the game for J. Jerebko,92,105
416,4,2:52.0,,J. Crowder enters the game for R. Hunter,92,105
417,4,2:52.0,S. Muhammad enters the game for D. Rudež,,92,105
418,4,2:52.0,A. Wiggins makes free throw 1 of 1,,93,105
419,4,2:41.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by E. Turner),93,108
420,4,2:23.0,R. Rubio misses 3-pt jump shot from 25 ft,,93,108
421,4,2:21.0,,Defensive rebound by J. Crowder,93,108
422,4,2:03.0,,E. Turner misses 2-pt jump shot from 12 ft,93,108
423,4,2:02.0,Defensive rebound by Z. LaVine,,93,108
424,4,1:51.0,A. Wiggins makes 2-pt layup from 1 ft (assist by Z. LaVine),,95,108
425,4,1:51.0,Shooting foul by K. Olynyk (drawn by A. Wiggins),,95,108
426,4,1:51.0,A. Wiggins makes free throw 1 of 1,,96,108
427,4,1:34.0,,J. Crowder misses 3-pt jump shot from 25 ft,96,108
428,4,1:33.0,Defensive rebound by A. Wiggins,,96,108
429,4,1:29.0,Turnover by A. Wiggins (bad pass; steal by I. Thomas),,96,108
430,4,1:09.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by I. Thomas),96,111
431,4,1:03.0,R. Rubio misses 2-pt jump shot from 13 ft,,96,111
432,4,1:02.0,,Defensive rebound by E. Turner,96,111
433,4,1:02.0,,Boston full timeout,96,111
434,4,1:02.0,,T. Rozier enters the game for J. Crowder,96,111
435,4,1:02.0,,J. Young enters the game for K. Olynyk,96,111
436,4,1:02.0,,J. Mickey enters the game for A. Bradley,96,111
437,4,1:02.0,,R. Hunter enters the game for I. Thomas,96,111
438,4,1:02.0,,J. Jerebko enters the game for E. Turner,96,111
439,4,1:02.0,D. Rudež enters the game for K. Towns,,96,111
440,4,1:02.0,N. Bjelica enters the game for A. Wiggins,,96,111
441,4,1:02.0,A. Payne enters the game for R. Rubio,,96,111
442,4,0:40.0,,J. Mickey makes 2-pt jump shot from 12 ft (assist by T. Rozier),96,113
443,4,0:34.0,Shooting foul by T. Rozier (drawn by Z. LaVine),,96,113
444,4,0:34.0,Z. LaVine misses free throw 1 of 2,,96,113
445,4,0:34.0,Offensive rebound by Team,,96,113
446,4,0:34.0,Z. LaVine makes free throw 2 of 2,,97,113
447,4,0:20.0,,T. Rozier misses 2-pt jump shot from 19 ft,97,113
448,4,0:19.0,Defensive rebound by S. Muhammad,,97,113
449,4,0:10.0,S. Muhammad makes 2-pt jump shot from 8 ft,,99,113
