,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
105,1,0:37.0,C. Anthony misses 2-pt jump shot from 17 ft,,29,20
106,1,0:35.0,,Defensive rebound by A. Horford,29,20
107,1,0:23.0,,A. Horford misses 2-pt jump shot from 21 ft,29,20
108,1,0:22.0,Defensive rebound by C. Anthony,,29,20
109,1,0:00.0,C. Anthony misses 2-pt jump shot from 12 ft,,29,20
110,1,0:00.0,Offensive rebound by Team,,29,20
111,2,12:00.0,,Violation by Team (delay of game),29,20
112,2,11:49.0,,Personal foul by L. Thomas (drawn by D. Schröder),29,20
113,2,11:38.0,,A. Horford makes 2-pt hook shot from 7 ft,29,22
114,2,11:24.0,Turnover by L. Thomas (traveling),,29,22
115,2,11:13.0,,Def 3 sec tech foul by D. Williams,29,22
116,2,11:13.0,,K. Korver makes technical free throw,29,23
117,2,11:01.0,,M. Scott misses 3-pt jump shot from 23 ft,29,23
118,2,10:59.0,Defensive rebound by K. Porziņģis,,29,23
119,2,10:50.0,L. Galloway makes 2-pt jump shot from 16 ft,,31,23
120,2,10:39.0,,T. Hardaway misses 3-pt jump shot from 25 ft,31,23
121,2,10:37.0,,Offensive rebound by A. Horford,31,23
122,2,10:33.0,,Shooting foul by K. Porziņģis (drawn by A. Horford),31,23
123,2,10:33.0,,A. Horford misses free throw 1 of 2,31,23
124,2,10:33.0,,Offensive rebound by Team,31,23
125,2,10:33.0,R. Lopez enters the game for K. Porziņģis,,31,23
126,2,10:33.0,,A. Horford misses free throw 2 of 2,31,23
127,2,10:32.0,,Offensive rebound by Team,31,23
128,2,10:27.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),31,26
129,2,10:04.0,D. Williams misses 3-pt jump shot from 25 ft,,31,26
130,2,10:02.0,,Defensive rebound by D. Schröder,31,26
131,2,9:54.0,,Def 3 sec tech foul by R. Lopez,31,26
132,2,9:54.0,,K. Korver makes technical free throw,31,27
133,2,9:44.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by A. Horford),31,30
134,2,9:43.0,New York full timeout,,31,30
135,2,9:43.0,A. Afflalo enters the game for L. Galloway,,31,30
136,2,9:24.0,L. Thomas misses 2-pt layup from 2 ft,,31,30
137,2,9:23.0,,Defensive rebound by A. Horford,31,30
138,2,9:19.0,,K. Korver misses 3-pt jump shot from 24 ft,31,30
139,2,9:18.0,Defensive rebound by Team,,31,30
140,2,9:05.0,Shooting foul by K. Korver (drawn by D. Williams),,31,30
141,2,9:05.0,D. Williams makes free throw 1 of 2,,32,30
142,2,9:05.0,D. Williams makes free throw 2 of 2,,33,30
143,2,8:50.0,,A. Horford misses 2-pt jump shot from 17 ft,33,30
144,2,8:49.0,Defensive rebound by D. Williams,,33,30
145,2,8:36.0,R. Lopez misses 2-pt layup from 1 ft,,33,30
146,2,8:34.0,,Defensive rebound by M. Scott,33,30
147,2,8:30.0,,Turnover by D. Schröder (bad pass; steal by A. Afflalo),33,30
148,2,8:23.0,Shooting foul by K. Korver (drawn by A. Afflalo),,33,30
149,2,8:23.0,A. Afflalo misses free throw 1 of 2,,33,30
150,2,8:23.0,Offensive rebound by Team,,33,30
151,2,8:23.0,,T. Sefolosha enters the game for T. Hardaway,33,30
152,2,8:23.0,C. Anthony enters the game for L. Thomas,,33,30
153,2,8:23.0,A. Afflalo makes free throw 2 of 2,,34,30
154,2,8:09.0,,A. Horford misses 2-pt jump shot from 19 ft,34,30
155,2,8:07.0,Defensive rebound by A. Afflalo,,34,30
156,2,7:43.0,A. Afflalo misses 2-pt jump shot from 17 ft,,34,30
157,2,7:43.0,Offensive rebound by Team,,34,30
158,2,7:43.0,,Loose ball foul by A. Horford (drawn by R. Lopez),34,30
159,2,7:43.0,,E. Tavares enters the game for A. Horford,34,30
160,2,7:43.0,J. Calderón enters the game for J. Grant,,34,30
161,2,7:33.0,D. Williams makes 2-pt dunk at rim (assist by J. Calderón),,36,30
162,2,7:17.0,,M. Scott misses 2-pt dunk at rim,36,30
163,2,7:16.0,Defensive rebound by R. Lopez,,36,30
164,2,7:07.0,C. Anthony makes 2-pt layup from 2 ft,,38,30
165,2,7:06.0,,Atlanta full timeout,38,30
166,2,7:06.0,,J. Teague enters the game for D. Schröder,38,30
167,2,7:06.0,,P. Millsap enters the game for M. Scott,38,30
168,2,6:51.0,,T. Sefolosha misses 2-pt jump shot from 8 ft (block by C. Anthony),38,30
169,2,6:49.0,,Offensive rebound by T. Sefolosha,38,30
170,2,6:47.0,,E. Tavares makes 2-pt layup at rim (assist by T. Sefolosha),38,32
171,2,6:32.0,C. Anthony misses 2-pt layup from 1 ft,,38,32
172,2,6:30.0,,Defensive rebound by P. Millsap,38,32
173,2,6:20.0,,Turnover by J. Teague (traveling),38,32
174,2,6:08.0,D. Williams makes 2-pt layup from 1 ft (assist by C. Anthony),,40,32
175,2,5:57.0,,K. Korver misses 2-pt jump shot from 19 ft,40,32
176,2,5:56.0,,Offensive rebound by Team,40,32
177,2,5:49.0,,J. Teague misses 2-pt jump shot from 19 ft,40,32
178,2,5:48.0,Defensive rebound by D. Williams,,40,32
179,2,5:31.0,R. Lopez misses 2-pt hook shot from 7 ft,,40,32
180,2,5:31.0,Offensive rebound by Team,,40,32
181,2,5:31.0,,Loose ball foul by T. Sefolosha (drawn by C. Anthony),40,32
182,2,5:31.0,,K. Bazemore enters the game for K. Korver,40,32
183,2,5:18.0,R. Lopez misses 2-pt jump shot from 14 ft,,40,32
184,2,5:17.0,,Defensive rebound by K. Bazemore,40,32
185,2,4:58.0,,E. Tavares misses 2-pt hook shot from 4 ft,40,32
186,2,4:55.0,Defensive rebound by D. Williams,,40,32
187,2,4:47.0,A. Afflalo misses 2-pt jump shot from 15 ft,,40,32
188,2,4:46.0,,Defensive rebound by T. Sefolosha,40,32
189,2,4:42.0,,Personal foul by J. Calderón (drawn by P. Millsap),40,32
190,2,4:37.0,,P. Millsap misses 2-pt jump shot from 8 ft,40,32
191,2,4:35.0,Defensive rebound by R. Lopez,,40,32
192,2,4:31.0,A. Afflalo makes 2-pt layup from 1 ft (assist by J. Calderón),,42,32
193,2,4:07.0,,P. Millsap misses 2-pt jump shot from 7 ft,42,32
194,2,4:06.0,,Offensive rebound by P. Millsap,42,32
195,2,4:04.0,,P. Millsap makes 2-pt layup at rim,42,34
196,2,3:55.0,Shooting foul by E. Tavares (drawn by D. Williams),,42,34
197,2,3:55.0,D. Williams makes free throw 1 of 2,,43,34
198,2,3:55.0,K. Porziņģis enters the game for R. Lopez,,43,34
199,2,3:55.0,D. Williams makes free throw 2 of 2,,44,34
200,2,3:44.0,,J. Teague makes 2-pt layup from 2 ft,44,36
201,2,3:32.0,,Offensive charge foul by A. Afflalo (drawn by K. Bazemore),44,36
202,2,3:32.0,Turnover by A. Afflalo (offensive foul),,44,36
203,2,3:32.0,L. Galloway enters the game for A. Afflalo,,44,36
204,2,3:18.0,,P. Millsap makes 2-pt jump shot from 7 ft,44,38
205,2,3:02.0,C. Anthony makes 2-pt layup from 1 ft (assist by D. Williams),,46,38
206,2,2:48.0,,Personal foul by J. Calderón (drawn by J. Teague),46,38
207,2,2:48.0,Official timeout,,46,38
208,2,2:48.0,,A. Horford enters the game for E. Tavares,46,38
209,2,2:48.0,L. Thomas enters the game for D. Williams,,46,38
210,2,2:48.0,Violation by Team (delay of game),,46,38
211,2,2:48.0,Technical foul by Team,,46,38
212,2,2:48.0,,J. Teague makes technical free throw,46,39
213,2,2:39.0,,J. Teague makes 3-pt jump shot from 24 ft,46,42
214,2,2:24.0,J. Calderón makes 3-pt jump shot from 25 ft,,49,42
215,2,2:08.0,,Turnover by J. Teague (bad pass; steal by L. Galloway),49,42
216,2,2:00.0,Turnover by K. Porziņģis (lost ball; steal by J. Teague),,49,42
217,2,1:51.0,,Personal foul by C. Anthony (drawn by P. Millsap),49,42
218,2,1:51.0,,P. Millsap makes free throw 1 of 2,49,43
219,2,1:51.0,,K. Korver enters the game for K. Bazemore,49,43
220,2,1:51.0,,P. Millsap makes free throw 2 of 2,49,44
221,2,1:41.0,Shooting foul by P. Millsap (drawn by C. Anthony),,49,44
222,2,1:41.0,C. Anthony misses free throw 1 of 2,,49,44
223,2,1:41.0,Offensive rebound by Team,,49,44
224,2,1:41.0,,M. Scott enters the game for P. Millsap,49,44
225,2,1:41.0,R. Lopez enters the game for K. Porziņģis,,49,44
226,2,1:41.0,A. Afflalo enters the game for L. Galloway,,49,44
227,2,1:41.0,C. Anthony makes free throw 2 of 2,,50,44
228,2,1:19.0,,K. Korver misses 3-pt jump shot from 23 ft,50,44
229,2,1:18.0,Defensive rebound by C. Anthony,,50,44
230,2,1:02.0,A. Afflalo misses 2-pt jump shot from 13 ft,,50,44
231,2,1:00.0,,Defensive rebound by A. Horford,50,44
232,2,0:56.0,,K. Korver makes 2-pt jump shot from 13 ft (assist by A. Horford),50,46
233,2,0:40.0,Shooting foul by A. Horford (drawn by C. Anthony),,50,46
234,2,0:40.0,C. Anthony makes free throw 1 of 2,,51,46
235,2,0:40.0,L. Galloway enters the game for A. Afflalo,,51,46
236,2,0:40.0,,K. Bazemore enters the game for T. Sefolosha,51,46
237,2,0:40.0,C. Anthony makes free throw 2 of 2,,52,46
238,2,0:26.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by A. Horford),52,49
239,2,0:19.0,New York full timeout,,52,49
240,2,0:19.0,,T. Sefolosha enters the game for K. Bazemore,52,49
241,2,0:19.0,K. Porziņģis enters the game for R. Lopez,,52,49
242,2,0:05.0,L. Thomas makes 2-pt dunk at rim (assist by C. Anthony),,54,49
243,2,0:05.0,,Atlanta full timeout,54,49
244,2,0:05.0,,K. Bazemore enters the game for T. Sefolosha,54,49
245,2,0:05.0,D. Williams enters the game for K. Porziņģis,,54,49
246,2,0:05.0,J. Grant enters the game for J. Calderón,,54,49
247,2,0:01.0,,J. Teague misses 2-pt jump shot from 16 ft (block by L. Galloway),54,49
248,2,0:00.0,,Offensive rebound by Team,54,49
249,3,11:46.0,,Turnover by K. Korver (step out of bounds),54,49
250,3,11:29.0,K. Porziņģis misses 2-pt jump shot from 11 ft,,54,49
251,3,11:25.0,,Defensive rebound by K. Bazemore,54,49
252,3,11:20.0,,K. Korver misses 3-pt jump shot from 23 ft,54,49
253,3,11:18.0,Defensive rebound by J. Calderón,,54,49
254,3,11:06.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by C. Anthony),,57,49
255,3,10:44.0,,K. Bazemore misses 2-pt layup from 4 ft (block by C. Anthony),57,49
256,3,10:40.0,,Offensive rebound by K. Korver,57,49
257,3,10:37.0,,K. Korver misses 2-pt jump shot from 3 ft,57,49
258,3,10:36.0,Defensive rebound by C. Anthony,,57,49
259,3,10:20.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by C. Anthony),,60,49
260,3,10:19.0,,Atlanta full timeout,60,49
261,3,10:05.0,,A. Horford misses 2-pt layup from 1 ft (block by R. Lopez),60,49
262,3,10:00.0,,Offensive rebound by A. Horford,60,49
263,3,9:59.0,,A. Horford makes 2-pt layup at rim,60,51
264,3,9:41.0,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by J. Calderón),,62,51
265,3,9:26.0,,P. Millsap misses 2-pt jump shot from 4 ft (block by K. Porziņģis),62,51
266,3,9:23.0,Defensive rebound by C. Anthony,,62,51
267,3,9:17.0,R. Lopez makes 2-pt dunk at rim (assist by C. Anthony),,64,51
268,3,9:17.0,,Atlanta full timeout,64,51
269,3,9:17.0,,T. Sefolosha enters the game for K. Korver,64,51
270,3,9:04.0,,Turnover by J. Teague (lost ball; steal by J. Calderón),64,51
271,3,9:01.0,,Violation by J. Teague (kicked ball),64,51
272,3,8:49.0,J. Calderón misses 3-pt jump shot from 25 ft,,64,51
273,3,8:47.0,Offensive rebound by K. Porziņģis,,64,51
274,3,8:35.0,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by A. Afflalo),,66,51
275,3,8:13.0,,P. Millsap makes 2-pt layup at rim,66,53
276,3,8:05.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,66,53
277,3,8:02.0,Offensive rebound by R. Lopez,,66,53
278,3,8:02.0,R. Lopez makes 2-pt layup at rim,,68,53
279,3,8:00.0,,Atlanta full timeout,68,53
280,3,8:00.0,,D. Schröder enters the game for J. Teague,68,53
281,3,7:45.0,,K. Bazemore makes 2-pt hook shot from 6 ft,68,55
282,3,7:32.0,New York full timeout,,68,55
283,3,7:26.0,K. Porziņģis makes 2-pt hook shot from 7 ft (assist by C. Anthony),,70,55
284,3,7:12.0,,D. Schröder makes 2-pt jump shot from 16 ft,70,57
285,3,6:54.0,R. Lopez makes 2-pt layup from 1 ft (assist by A. Afflalo),,72,57
286,3,6:54.0,Shooting foul by T. Sefolosha (drawn by R. Lopez),,72,57
287,3,6:54.0,R. Lopez makes free throw 1 of 1,,73,57
288,3,6:36.0,,P. Millsap misses 2-pt jump shot from 4 ft,73,57
289,3,6:34.0,Defensive rebound by A. Afflalo,,73,57
290,3,6:29.0,J. Calderón misses 3-pt jump shot from 24 ft,,73,57
291,3,6:27.0,,Defensive rebound by D. Schröder,73,57
292,3,6:19.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),73,60
293,3,6:01.0,Turnover by R. Lopez (traveling),,73,60
294,3,5:48.0,,D. Schröder misses 3-pt jump shot from 24 ft,73,60
295,3,5:46.0,Defensive rebound by A. Afflalo,,73,60
296,3,5:32.0,R. Lopez makes 2-pt layup from 1 ft (assist by K. Porziņģis),,75,60
297,3,5:16.0,,A. Horford misses 2-pt hook shot from 7 ft,75,60
298,3,5:13.0,Defensive rebound by R. Lopez,,75,60
299,3,4:58.0,C. Anthony misses 3-pt jump shot from 25 ft,,75,60
300,3,4:56.0,,Defensive rebound by D. Schröder,75,60
301,3,4:54.0,,T. Sefolosha makes 2-pt layup at rim (assist by D. Schröder),75,62
302,3,4:54.0,,Shooting foul by J. Calderón (drawn by T. Sefolosha),75,62
303,3,4:54.0,,K. Korver enters the game for K. Bazemore,75,62
304,3,4:54.0,,T. Sefolosha misses free throw 1 of 1,75,62
305,3,4:53.0,Defensive rebound by K. Porziņģis,,75,62
306,3,4:34.0,C. Anthony makes 2-pt jump shot from 7 ft,,77,62
307,3,4:21.0,,D. Schröder misses 3-pt jump shot from 24 ft,77,62
308,3,4:20.0,Defensive rebound by C. Anthony,,77,62
309,3,4:12.0,,E. Tavares enters the game for A. Horford,77,62
310,3,4:03.0,R. Lopez misses 2-pt layup from 3 ft (block by E. Tavares),,77,62
311,3,4:01.0,Offensive rebound by R. Lopez,,77,62
312,3,3:58.0,A. Afflalo misses 2-pt jump shot from 18 ft,,77,62
313,3,3:57.0,,Defensive rebound by T. Sefolosha,77,62
314,3,3:34.0,,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by D. Schröder),77,65
315,3,3:13.0,J. Calderón misses 2-pt jump shot from 19 ft,,77,65
316,3,3:11.0,,Defensive rebound by T. Sefolosha,77,65
317,3,3:00.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),77,68
318,3,2:39.0,C. Anthony misses 2-pt jump shot from 5 ft,,77,68
319,3,2:37.0,,Defensive rebound by T. Sefolosha,77,68
320,3,2:29.0,,P. Millsap misses 3-pt jump shot from 24 ft,77,68
321,3,2:27.0,Defensive rebound by K. Porziņģis,,77,68
322,3,2:20.0,New York full timeout,,77,68
323,3,2:20.0,,M. Scott enters the game for P. Millsap,77,68
324,3,2:20.0,,K. Bazemore enters the game for T. Sefolosha,77,68
325,3,2:20.0,L. Thomas enters the game for K. Porziņģis,,77,68
326,3,2:03.0,C. Anthony misses 2-pt jump shot from 15 ft,,77,68
327,3,2:03.0,Offensive rebound by Team,,77,68
328,3,2:03.0,,Loose ball foul by M. Scott (drawn by R. Lopez),77,68
329,3,2:03.0,L. Galloway enters the game for A. Afflalo,,77,68
330,3,1:45.0,C. Anthony makes 2-pt layup from 1 ft,,79,68
331,3,1:33.0,,K. Korver misses 3-pt jump shot from 24 ft,79,68
332,3,1:31.0,Defensive rebound by L. Thomas,,79,68
333,3,1:18.0,,Offensive charge foul by C. Anthony (drawn by K. Bazemore),79,68
334,3,1:18.0,Turnover by C. Anthony (offensive foul),,79,68
335,3,1:18.0,,A. Horford enters the game for E. Tavares,79,68
336,3,1:18.0,J. Grant enters the game for R. Lopez,,79,68
337,3,1:18.0,D. Williams enters the game for J. Calderón,,79,68
338,3,1:09.0,,M. Scott makes 3-pt jump shot from 23 ft (assist by A. Horford),79,71
339,3,0:50.0,Personal foul by K. Bazemore (drawn by C. Anthony),,79,71
340,3,0:49.0,Personal foul by M. Scott (drawn by D. Williams),,79,71
341,3,0:49.0,D. Williams makes free throw 1 of 2,,80,71
342,3,0:49.0,K. Porziņģis enters the game for C. Anthony,,80,71
343,3,0:49.0,D. Williams makes free throw 2 of 2,,81,71
344,3,0:30.0,,D. Schröder misses 2-pt layup at rim,81,71
345,3,0:29.0,Defensive rebound by K. Porziņģis,,81,71
346,3,0:21.0,K. Porziņģis makes 2-pt jump shot from 5 ft,,83,71
347,3,0:21.0,Shooting foul by M. Scott (drawn by K. Porziņģis),,83,71
348,3,0:21.0,K. Porziņģis makes free throw 1 of 1,,84,71
349,3,0:09.0,,Personal take foul by J. Grant (drawn by D. Schröder),84,71
350,3,0:09.0,A. Afflalo enters the game for K. Porziņģis,,84,71
351,3,0:00.0,,K. Bazemore misses 2-pt jump shot from 21 ft,84,71
352,3,0:00.0,Defensive rebound by Team,,84,71
353,4,11:37.0,D. Williams makes 3-pt jump shot from 23 ft,,87,71
354,4,11:10.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by P. Millsap),87,73
355,4,10:57.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,87,73
356,4,10:55.0,,Defensive rebound by D. Schröder,87,73
357,4,10:39.0,,Turnover by D. Schröder (bad pass; steal by L. Galloway),87,73
358,4,10:34.0,L. Galloway misses 2-pt layup from 2 ft,,87,73
359,4,10:32.0,,Defensive rebound by A. Horford,87,73
360,4,10:28.0,,K. Korver misses 3-pt jump shot from 23 ft,87,73
361,4,10:27.0,,Offensive rebound by T. Hardaway,87,73
362,4,10:21.0,,P. Millsap misses 3-pt jump shot from 23 ft,87,73
363,4,10:20.0,,Offensive rebound by A. Horford,87,73
364,4,10:16.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by A. Horford),87,76
365,4,9:55.0,A. Afflalo makes 2-pt jump shot from 15 ft,,89,76
366,4,9:41.0,,A. Horford makes 2-pt jump shot from 8 ft (assist by D. Schröder),89,78
367,4,9:16.0,A. Afflalo makes 2-pt layup from 1 ft,,91,78
368,4,9:03.0,,A. Horford makes 2-pt hook shot from 7 ft,91,80
369,4,8:50.0,Turnover by J. Grant (bad pass),,91,80
370,4,8:50.0,Official timeout,,91,80
371,4,8:50.0,,J. Teague enters the game for D. Schröder,91,80
372,4,8:50.0,J. Calderón enters the game for K. Porziņģis,,91,80
373,4,8:50.0,C. Anthony enters the game for L. Galloway,,91,80
374,4,8:50.0,R. Lopez enters the game for J. Grant,,91,80
375,4,8:40.0,,Personal foul by C. Anthony (drawn by T. Hardaway),91,80
376,4,8:33.0,,K. Korver misses 3-pt jump shot from 23 ft,91,80
377,4,8:32.0,Defensive rebound by J. Calderón,,91,80
378,4,8:12.0,D. Williams misses 3-pt jump shot from 24 ft,,91,80
379,4,8:11.0,,Defensive rebound by K. Korver,91,80
380,4,8:07.0,,Personal foul by A. Afflalo (drawn by K. Korver),91,80
381,4,8:07.0,L. Thomas enters the game for A. Afflalo,,91,80
382,4,8:00.0,,A. Horford misses 3-pt jump shot from 24 ft,91,80
383,4,7:59.0,Defensive rebound by C. Anthony,,91,80
384,4,7:51.0,D. Williams misses 2-pt jump shot from 21 ft,,91,80
385,4,7:50.0,,Defensive rebound by K. Korver,91,80
386,4,7:38.0,,P. Millsap misses 2-pt jump shot from 5 ft,91,80
387,4,7:37.0,Defensive rebound by R. Lopez,,91,80
