,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,WASHINGTON_ACTION,MEMPHIS_SCORE,WASHINGTON_SCORE
396,4,3:25.0,Shooting foul by M. Gortat (drawn by M. Gasol),,85,98
397,4,3:25.0,M. Gasol makes free throw 1 of 2,,86,98
398,4,3:25.0,M. Gasol makes free throw 2 of 2,,87,98
399,4,3:08.0,,J. Wall misses 3-pt jump shot from 24 ft,87,98
400,4,3:07.0,Defensive rebound by M. Conley,,87,98
401,4,2:57.0,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Green),,90,98
402,4,2:41.0,,Washington full timeout,90,98
403,4,2:34.0,,R. Sessions makes 2-pt jump shot from 19 ft,90,100
404,4,2:06.0,Shooting foul by G. Temple (drawn by C. Lee),,90,100
405,4,2:06.0,C. Lee misses free throw 1 of 2,,90,100
406,4,2:06.0,Offensive rebound by Team,,90,100
407,4,2:06.0,C. Lee makes free throw 2 of 2,,91,100
408,4,1:41.0,,J. Wall misses 2-pt jump shot from 20 ft,91,100
409,4,1:40.0,,Offensive rebound by R. Sessions,91,100
410,4,1:17.0,,Turnover by J. Wall (bad pass; steal by C. Lee),91,100
411,4,1:12.0,M. Barnes misses 2-pt layup from 1 ft (block by J. Wall),,91,100
412,4,1:09.0,,Defensive rebound by J. Wall,91,100
413,4,0:51.0,,Personal take foul by J. Green (drawn by J. Wall),91,100
414,4,0:40.0,,J. Wall misses 2-pt layup from 2 ft,91,100
415,4,0:39.0,Defensive rebound by C. Lee,,91,100
416,4,0:33.0,M. Conley misses 3-pt jump shot from 26 ft,,91,100
417,4,0:32.0,Offensive rebound by Team,,91,100
418,4,0:27.0,J. Green misses 3-pt jump shot from 22 ft,,91,100
419,4,0:25.0,,Defensive rebound by M. Gortat,91,100
420,4,0:02.0,,Turnover by Team (shot clock),91,100
421,4,0:00.0,J. Green misses 3-pt jump shot from 49 ft,,91,100
422,4,0:00.0,Offensive rebound by Team,,91,100
