,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ATLANTA_ACTION,SAN ANTONIO_SCORE,ATLANTA_SCORE
63,1,3:38.0,P. Mills misses 3-pt jump shot from 24 ft,,15,9
64,1,3:37.0,Offensive rebound by B. Diaw,,15,9
65,1,3:25.0,K. Leonard makes 2-pt jump shot from 15 ft (assist by B. Diaw),,17,9
66,1,3:19.0,,Atlanta full timeout,17,9
67,1,3:19.0,D. West enters the game for L. Aldridge,,17,9
68,1,3:09.0,,D. Schröder misses 3-pt jump shot from 23 ft,17,9
69,1,3:08.0,Defensive rebound by M. Ginóbili,,17,9
70,1,2:54.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Mills),,20,9
71,1,2:41.0,,T. Sefolosha misses 2-pt jump shot from 15 ft,20,9
72,1,2:39.0,Defensive rebound by M. Ginóbili,,20,9
73,1,2:32.0,Shooting foul by M. Muscala (drawn by M. Ginóbili),,20,9
74,1,2:32.0,M. Ginóbili misses free throw 1 of 3,,20,9
75,1,2:32.0,Offensive rebound by Team,,20,9
76,1,2:32.0,M. Ginóbili makes free throw 2 of 3,,21,9
77,1,2:32.0,,A. Horford enters the game for P. Millsap,21,9
78,1,2:32.0,,K. Korver enters the game for T. Sefolosha,21,9
79,1,2:32.0,M. Ginóbili makes free throw 3 of 3,,22,9
80,1,2:19.0,,K. Bazemore misses 2-pt layup from 1 ft,22,9
81,1,2:18.0,Defensive rebound by D. West,,22,9
82,1,2:14.0,Personal block foul by M. Muscala (drawn by M. Ginóbili),,22,9
83,1,2:04.0,Turnover by M. Ginóbili (bad pass; steal by M. Muscala),,22,9
84,1,1:58.0,,D. Schröder misses 2-pt layup from 2 ft,22,9
85,1,1:57.0,Defensive rebound by Team,,22,9
86,1,1:43.0,B. Diaw misses 2-pt jump shot from 15 ft,,22,9
87,1,1:41.0,Offensive rebound by Team,,22,9
88,1,1:31.0,P. Mills misses 2-pt layup from 1 ft,,22,9
89,1,1:30.0,,Defensive rebound by K. Bazemore,22,9
90,1,1:19.0,,A. Horford misses 2-pt jump shot from 19 ft,22,9
91,1,1:17.0,Defensive rebound by K. Leonard,,22,9
92,1,1:02.0,K. Leonard misses 2-pt jump shot from 17 ft,,22,9
93,1,1:01.0,,Defensive rebound by K. Bazemore,22,9
94,1,0:57.0,,K. Bazemore misses 2-pt layup from 1 ft,22,9
95,1,0:57.0,,Offensive rebound by A. Horford,22,9
96,1,0:57.0,,A. Horford makes 2-pt dunk at rim,22,11
97,1,0:44.0,M. Ginóbili misses 2-pt layup from 2 ft,,22,11
98,1,0:44.0,Offensive rebound by Team,,22,11
99,1,0:44.0,Turnover by M. Ginóbili (traveling),,22,11
100,1,0:44.0,D. Green enters the game for K. Leonard,,22,11
101,1,0:32.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by D. Schröder),22,13
102,1,0:11.0,Turnover by M. Ginóbili (bad pass; steal by K. Korver),,22,13
103,2,11:43.0,M. Ginóbili misses 2-pt layup from 2 ft,,22,13
104,2,11:42.0,,Defensive rebound by T. Splitter,22,13
105,2,11:20.0,,Turnover by T. Splitter (lost ball; steal by D. West),22,13
106,2,11:03.0,B. Diaw misses 2-pt jump shot from 12 ft,,22,13
107,2,11:01.0,,Defensive rebound by D. Schröder,22,13
108,2,10:58.0,,Personal foul by M. Ginóbili (drawn by D. Schröder),22,13
109,2,10:58.0,,L. Patterson enters the game for K. Bazemore,22,13
110,2,10:58.0,J. Simmons enters the game for B. Diaw,,22,13
111,2,10:58.0,T. Duncan enters the game for M. Ginóbili,,22,13
112,2,10:49.0,,D. Schröder makes 2-pt jump shot from 20 ft (assist by A. Horford),22,15
113,2,10:30.0,Turnover by D. Green (bad pass; steal by K. Korver),,22,15
114,2,10:24.0,,K. Korver misses 3-pt jump shot from 23 ft,22,15
115,2,10:23.0,Defensive rebound by J. Simmons,,22,15
116,2,10:13.0,Turnover by D. Green (bad pass),,22,15
117,2,10:02.0,,D. Schröder misses 3-pt jump shot from 25 ft,22,15
118,2,10:00.0,Defensive rebound by D. Green,,22,15
119,2,9:56.0,P. Mills makes 2-pt layup from 1 ft (assist by D. Green),,24,15
120,2,9:39.0,,Turnover by T. Splitter (kicked ball),24,15
121,2,9:39.0,L. Aldridge enters the game for D. West,,24,15
122,2,9:27.0,Turnover by T. Duncan (lost ball; steal by T. Splitter),,24,15
123,2,9:20.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Schröder),24,18
124,2,9:03.0,Personal foul by D. Schröder (drawn by P. Mills),,24,18
125,2,9:03.0,T. Parker enters the game for P. Mills,,24,18
126,2,9:03.0,K. Leonard enters the game for D. Green,,24,18
127,2,8:54.0,Turnover by T. Duncan (bad pass; steal by T. Splitter),,24,18
128,2,8:35.0,,L. Patterson misses 2-pt layup from 1 ft,24,18
129,2,8:34.0,Defensive rebound by K. Leonard,,24,18
130,2,8:29.0,T. Parker misses 2-pt jump shot from 1 ft,,24,18
131,2,8:29.0,,Defensive rebound by Team,24,18
132,2,8:29.0,Official timeout,,24,18
133,2,8:08.0,,L. Patterson misses 3-pt jump shot from 24 ft,24,18
134,2,8:06.0,Defensive rebound by T. Duncan,,24,18
135,2,7:47.0,K. Leonard makes 2-pt jump shot from 15 ft,,26,18
136,2,7:47.0,Shooting foul by K. Korver (drawn by K. Leonard),,26,18
137,2,7:47.0,,J. Teague enters the game for K. Korver,26,18
138,2,7:47.0,,T. Sefolosha enters the game for D. Schröder,26,18
139,2,7:47.0,,K. Bazemore enters the game for L. Patterson,26,18
140,2,7:47.0,,P. Millsap enters the game for A. Horford,26,18
141,2,7:47.0,K. Leonard makes free throw 1 of 1,,27,18
142,2,7:36.0,,T. Splitter misses 2-pt hook shot from 1 ft,27,18
143,2,7:34.0,Defensive rebound by T. Duncan,,27,18
144,2,7:23.0,K. Leonard makes 2-pt jump shot from 9 ft (assist by J. Simmons),,29,18
145,2,7:11.0,,J. Teague misses 2-pt jump shot from 14 ft (block by L. Aldridge),29,18
146,2,7:08.0,Defensive rebound by T. Parker,,29,18
147,2,7:01.0,Shooting foul by P. Millsap (drawn by J. Simmons),,29,18
148,2,7:01.0,J. Simmons makes free throw 1 of 2,,30,18
149,2,7:01.0,J. Simmons makes free throw 2 of 2,,31,18
150,2,6:36.0,,T. Sefolosha misses 2-pt jump shot from 6 ft,31,18
151,2,6:35.0,Defensive rebound by J. Simmons,,31,18
152,2,6:19.0,J. Simmons misses 2-pt layup from 1 ft,,31,18
153,2,6:17.0,,Defensive rebound by P. Millsap,31,18
154,2,6:00.0,,Atlanta full timeout,31,18
155,2,5:55.0,,T. Splitter makes 2-pt dunk at rim (assist by J. Teague),31,20
156,2,5:29.0,J. Simmons makes 3-pt jump shot from 22 ft (assist by T. Parker),,34,20
157,2,5:18.0,,Offensive foul by J. Teague (drawn by T. Parker),34,20
158,2,5:18.0,,Turnover by J. Teague (offensive foul),34,20
159,2,4:59.0,T. Duncan misses 2-pt layup at rim (block by P. Millsap),,34,20
160,2,4:57.0,,Defensive rebound by T. Splitter,34,20
161,2,4:53.0,,Shooting foul by T. Parker (drawn by J. Teague),34,20
162,2,4:53.0,,J. Teague makes free throw 1 of 2,34,21
163,2,4:53.0,,A. Horford enters the game for T. Splitter,34,21
164,2,4:53.0,,J. Teague makes free throw 2 of 2,34,22
165,2,4:31.0,T. Parker makes 2-pt jump shot from 18 ft,,36,22
166,2,4:18.0,,Turnover by J. Teague (bad pass; steal by K. Leonard),36,22
167,2,4:12.0,Shooting foul by P. Millsap (drawn by K. Leonard),,36,22
168,2,4:12.0,K. Leonard makes free throw 1 of 2,,37,22
169,2,4:12.0,,K. Korver enters the game for K. Bazemore,37,22
170,2,4:12.0,K. Leonard makes free throw 2 of 2,,38,22
171,2,3:58.0,,A. Horford misses 2-pt layup from 2 ft,38,22
172,2,3:55.0,Defensive rebound by T. Parker,,38,22
173,2,3:50.0,Turnover by K. Leonard (bad pass; steal by A. Horford),,38,22
174,2,3:42.0,,T. Sefolosha misses 2-pt jump shot from 12 ft,38,22
175,2,3:37.0,,Offensive rebound by P. Millsap,38,22
176,2,3:37.0,,Turnover by P. Millsap (bad pass),38,22
177,2,3:37.0,San Antonio full timeout,,38,22
178,2,3:37.0,,K. Bazemore enters the game for T. Sefolosha,38,22
179,2,3:37.0,M. Ginóbili enters the game for J. Simmons,,38,22
180,2,3:12.0,L. Aldridge misses 2-pt jump shot from 15 ft,,38,22
181,2,3:11.0,,Defensive rebound by K. Korver,38,22
182,2,3:05.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Teague),38,24
183,2,2:44.0,T. Parker makes 2-pt jump shot from 16 ft,,40,24
184,2,2:39.0,,Shooting foul by T. Duncan (drawn by A. Horford),40,24
185,2,2:39.0,,A. Horford makes free throw 1 of 2,40,25
186,2,2:39.0,P. Mills enters the game for T. Parker,,40,25
187,2,2:39.0,,A. Horford misses free throw 2 of 2,40,25
188,2,2:38.0,Defensive rebound by T. Duncan,,40,25
189,2,2:25.0,Turnover by L. Aldridge (3 sec),,40,25
190,2,2:08.0,,P. Millsap misses 2-pt jump shot from 9 ft,40,25
191,2,2:04.0,Defensive rebound by L. Aldridge,,40,25
192,2,1:54.0,P. Mills makes 2-pt jump shot from 17 ft,,42,25
193,2,1:39.0,,J. Teague misses 3-pt jump shot from 24 ft,42,25
194,2,1:37.0,Defensive rebound by L. Aldridge,,42,25
195,2,1:20.0,L. Aldridge misses 2-pt hook shot from 4 ft,,42,25
196,2,1:18.0,,Defensive rebound by P. Millsap,42,25
197,2,1:13.0,,K. Bazemore misses 3-pt jump shot from 23 ft,42,25
198,2,1:10.0,Defensive rebound by L. Aldridge,,42,25
199,2,0:48.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Mills),,45,25
200,2,0:33.0,,J. Teague misses 2-pt layup from 1 ft,45,25
201,2,0:30.0,Defensive rebound by T. Duncan,,45,25
202,2,0:14.0,L. Aldridge makes 2-pt hook shot from 2 ft (assist by K. Leonard),,47,25
203,2,0:06.0,,Personal take foul by K. Leonard (drawn by K. Bazemore),47,25
204,2,0:06.0,,Atlanta full timeout,47,25
205,2,0:06.0,J. Simmons enters the game for L. Aldridge,,47,25
206,2,0:01.0,,P. Millsap misses 2-pt jump shot from 8 ft,47,25
207,2,0:00.0,Defensive rebound by P. Mills,,47,25
208,2,0:00.0,P. Mills misses 3-pt jump shot from 57 ft,,47,25
209,2,0:00.0,Offensive rebound by Team,,47,25
210,3,11:43.0,Shooting foul by T. Sefolosha (drawn by K. Leonard),,47,25
211,3,11:43.0,K. Leonard makes free throw 1 of 2,,48,25
212,3,11:43.0,K. Leonard makes free throw 2 of 2,,49,25
213,3,11:26.0,,Shooting foul by L. Aldridge (drawn by A. Horford),49,25
214,3,11:26.0,,A. Horford makes free throw 1 of 2,49,26
215,3,11:26.0,,A. Horford makes free throw 2 of 2,49,27
216,3,11:07.0,Shooting foul by J. Teague (drawn by L. Aldridge),,49,27
217,3,11:07.0,L. Aldridge makes free throw 1 of 2,,50,27
218,3,11:07.0,L. Aldridge makes free throw 2 of 2,,51,27
219,3,10:50.0,,K. Korver misses 2-pt jump shot from 17 ft,51,27
220,3,10:48.0,Defensive rebound by L. Aldridge,,51,27
221,3,10:37.0,T. Duncan misses 2-pt jump shot from 4 ft (block by P. Millsap),,51,27
222,3,10:36.0,,Defensive rebound by A. Horford,51,27
223,3,10:30.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,51,27
224,3,10:28.0,Defensive rebound by T. Duncan,,51,27
225,3,10:20.0,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Duncan),,53,27
226,3,10:08.0,,P. Millsap makes 2-pt jump shot from 2 ft (assist by J. Teague),53,29
227,3,9:57.0,Turnover by T. Duncan (bad pass; steal by P. Millsap),,53,29
228,3,9:57.0,,Personal foul by D. Green (drawn by P. Millsap),53,29
229,3,9:42.0,,T. Sefolosha makes 2-pt jump shot from 6 ft (assist by P. Millsap),53,31
230,3,9:23.0,Turnover by D. Green (bad pass; steal by A. Horford),,53,31
231,3,9:18.0,,P. Millsap makes 2-pt layup from 2 ft (assist by A. Horford),53,33
232,3,9:01.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by T. Parker),,55,33
233,3,8:35.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by K. Korver),55,36
234,3,8:06.0,K. Leonard misses 3-pt jump shot from 23 ft,,55,36
235,3,8:04.0,,Defensive rebound by A. Horford,55,36
236,3,7:53.0,,Turnover by P. Millsap (lost ball; steal by K. Leonard),55,36
237,3,7:47.0,D. Green makes 2-pt layup from 1 ft (assist by K. Leonard),,57,36
238,3,7:29.0,,Turnover by J. Teague (bad pass; steal by K. Leonard),57,36
239,3,7:24.0,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Parker),,59,36
240,3,7:24.0,Shooting foul by K. Korver (drawn by L. Aldridge),,59,36
241,3,7:24.0,,Atlanta full timeout,59,36
242,3,7:24.0,L. Aldridge makes free throw 1 of 1,,60,36
243,3,7:14.0,,K. Korver misses 3-pt jump shot from 24 ft,60,36
244,3,7:13.0,,Offensive rebound by T. Sefolosha,60,36
245,3,7:10.0,,Turnover by T. Sefolosha (lost ball; steal by K. Leonard),60,36
246,3,7:06.0,K. Leonard misses 2-pt dunk at rim (block by T. Sefolosha),,60,36
247,3,7:06.0,Offensive rebound by Team,,60,36
248,3,6:55.0,T. Parker misses 2-pt jump shot from 15 ft,,60,36
249,3,6:53.0,,Defensive rebound by A. Horford,60,36
250,3,6:48.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by A. Horford),60,39
251,3,6:23.0,D. Green makes 3-pt jump shot from 24 ft (assist by T. Duncan),,63,39
252,3,6:06.0,,K. Korver makes 2-pt layup at rim (assist by T. Sefolosha),63,41
253,3,5:46.0,,K. Bazemore enters the game for T. Sefolosha,63,41
254,3,5:41.0,D. Green misses 2-pt jump shot from 14 ft,,63,41
255,3,5:39.0,Offensive rebound by L. Aldridge,,63,41
256,3,5:36.0,San Antonio full timeout,,63,41
257,3,5:24.0,D. Green makes 2-pt jump shot from 21 ft (assist by K. Leonard),,65,41
258,3,5:09.0,,J. Teague misses 2-pt jump shot from 16 ft,65,41
259,3,5:05.0,Defensive rebound by L. Aldridge,,65,41
260,3,4:54.0,P. Mills enters the game for T. Parker,,65,41
261,3,4:54.0,M. Ginóbili enters the game for K. Leonard,,65,41
262,3,4:48.0,,Offensive charge foul by L. Aldridge (drawn by P. Millsap),65,41
263,3,4:48.0,Turnover by L. Aldridge (offensive foul),,65,41
264,3,4:27.0,,Turnover by K. Korver (bad pass; steal by P. Mills),65,41
265,3,4:25.0,T. Duncan makes 2-pt layup from 1 ft (assist by P. Mills),,67,41
266,3,4:19.0,,Turnover by P. Millsap (bad pass; steal by D. Green),67,41
267,3,4:15.0,D. Green misses 2-pt dunk at rim,,67,41
268,3,4:14.0,Offensive rebound by M. Ginóbili,,67,41
269,3,4:10.0,D. Green misses 3-pt jump shot from 22 ft,,67,41
270,3,4:08.0,,Defensive rebound by A. Horford,67,41
271,3,4:01.0,,P. Millsap misses 3-pt jump shot from 22 ft,67,41
272,3,3:59.0,Defensive rebound by T. Duncan,,67,41
273,3,3:54.0,Personal foul by P. Millsap (drawn by L. Aldridge),,67,41
274,3,3:54.0,,M. Muscala enters the game for A. Horford,67,41
275,3,3:54.0,,L. Patterson enters the game for K. Korver,67,41
276,3,3:43.0,T. Duncan makes 2-pt jump shot from 3 ft (assist by P. Mills),,69,41
277,3,3:26.0,,P. Millsap makes 2-pt jump shot from 9 ft,69,43
278,3,3:26.0,,Shooting foul by P. Mills (drawn by P. Millsap),69,43
279,3,3:26.0,,D. Schröder enters the game for J. Teague,69,43
280,3,3:26.0,,P. Millsap makes free throw 1 of 1,69,44
281,3,3:05.0,Turnover by P. Mills (bad pass; steal by K. Bazemore),,69,44
282,3,3:00.0,,K. Bazemore makes 2-pt dunk at rim,69,46
283,3,2:51.0,,Violation by K. Bazemore (kicked ball),69,46
284,3,2:51.0,J. Simmons enters the game for L. Aldridge,,69,46
285,3,2:51.0,B. Diaw enters the game for T. Duncan,,69,46
286,3,2:51.0,D. West enters the game for D. Green,,69,46
287,3,2:42.0,B. Diaw misses 3-pt jump shot from 24 ft,,69,46
288,3,2:41.0,,Defensive rebound by L. Patterson,69,46
289,3,2:29.0,,M. Muscala misses 3-pt jump shot from 24 ft,69,46
290,3,2:28.0,Defensive rebound by D. West,,69,46
291,3,2:19.0,Turnover by J. Simmons (traveling),,69,46
292,3,2:10.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),69,48
293,3,1:58.0,Personal foul by P. Millsap (drawn by P. Mills),,69,48
294,3,1:58.0,,Technical foul by P. Millsap,69,48
295,3,1:58.0,P. Mills makes technical free throw,,70,48
296,3,1:58.0,P. Mills makes free throw 1 of 2,,71,48
297,3,1:58.0,P. Mills makes free throw 2 of 2,,72,48
298,3,1:52.0,,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),72,50
299,3,1:41.0,D. West makes 2-pt layup from 3 ft (assist by M. Ginóbili),,74,50
300,3,1:25.0,,D. Schröder misses 2-pt layup from 1 ft,74,50
301,3,1:23.0,Defensive rebound by B. Diaw,,74,50
302,3,1:18.0,J. Simmons makes 2-pt dunk at rim (assist by D. West),,76,50
303,3,1:00.0,,K. Bazemore misses 3-pt jump shot from 23 ft,76,50
304,3,0:59.0,,Offensive rebound by D. Schröder,76,50
305,3,0:55.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),76,53
306,3,0:30.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Mills),,79,53
307,3,0:07.0,,K. Bazemore makes 2-pt layup from 1 ft,79,55
308,3,0:00.0,B. Diaw misses 3-pt jump shot from 22 ft,,79,55
309,3,0:00.0,Offensive rebound by Team,,79,55
310,4,11:51.0,,D. Schröder makes 2-pt jump shot from 16 ft,79,57
311,4,11:26.0,Turnover by J. Simmons (bad pass; steal by M. Muscala),,79,57
312,4,11:20.0,,K. Bazemore misses 2-pt layup at rim,79,57
313,4,11:18.0,Defensive rebound by J. Simmons,,79,57
314,4,11:14.0,P. Mills misses 3-pt jump shot from 25 ft,,79,57
315,4,11:12.0,,Defensive rebound by T. Splitter,79,57
316,4,11:04.0,,Personal foul by J. Simmons (drawn by K. Bazemore),79,57
317,4,10:54.0,,L. Patterson makes 3-pt jump shot from 23 ft (assist by D. Schröder),79,60
318,4,10:46.0,Shooting foul by M. Muscala (drawn by M. Ginóbili),,79,60
319,4,10:46.0,M. Ginóbili makes free throw 1 of 2,,80,60
320,4,10:46.0,M. Ginóbili makes free throw 2 of 2,,81,60
321,4,10:37.0,,D. Schröder misses 2-pt jump shot from 15 ft,81,60
322,4,10:34.0,Defensive rebound by J. Simmons,,81,60
323,4,10:27.0,Turnover by M. Ginóbili (bad pass; steal by K. Bazemore),,81,60
324,4,10:20.0,,L. Patterson makes 2-pt layup from 1 ft (assist by K. Bazemore),81,62
325,4,10:19.0,Turnover by D. West (bad pass; steal by T. Splitter),,81,62
326,4,10:17.0,,Personal foul by J. Simmons (drawn by K. Bazemore),81,62
327,4,10:13.0,,M. Muscala misses 2-pt jump shot from 21 ft,81,62
328,4,10:13.0,,Offensive rebound by Team,81,62
329,4,10:13.0,Loose ball foul by D. West (drawn by T. Splitter),,81,62
330,4,10:03.0,,K. Bazemore misses 2-pt layup from 2 ft,81,62
331,4,10:01.0,,Offensive rebound by T. Splitter,81,62
332,4,10:01.0,,T. Splitter makes 2-pt layup at rim,81,64
333,4,10:01.0,San Antonio full timeout,,81,64
334,4,10:01.0,K. Leonard enters the game for J. Simmons,,81,64
335,4,9:42.0,P. Mills misses 3-pt jump shot from 23 ft,,81,64
336,4,9:41.0,,Defensive rebound by K. Bazemore,81,64
337,4,9:31.0,,K. Bazemore misses 3-pt jump shot from 24 ft,81,64
338,4,9:29.0,Defensive rebound by D. West,,81,64
339,4,9:19.0,M. Ginóbili makes 2-pt layup at rim,,83,64
340,4,9:03.0,,D. Schröder misses 3-pt jump shot from 24 ft,83,64
341,4,9:01.0,,Offensive rebound by L. Patterson,83,64
342,4,8:59.0,,K. Bazemore makes 2-pt layup at rim (assist by L. Patterson),83,66
343,4,8:59.0,,Shooting foul by B. Diaw (drawn by K. Bazemore),83,66
344,4,8:59.0,T. Duncan enters the game for D. West,,83,66
345,4,8:59.0,,K. Bazemore makes free throw 1 of 1,83,67
346,4,8:47.0,Shooting foul by M. Muscala (drawn by K. Leonard),,83,67
347,4,8:47.0,K. Leonard makes free throw 1 of 2,,84,67
348,4,8:47.0,K. Leonard makes free throw 2 of 2,,85,67
349,4,8:30.0,,L. Patterson misses 2-pt jump shot from 14 ft,85,67
350,4,8:28.0,Defensive rebound by T. Duncan,,85,67
351,4,8:24.0,K. Leonard makes 2-pt jump shot from 19 ft,,87,67
352,4,8:15.0,,Atlanta full timeout,87,67
353,4,8:15.0,T. Parker enters the game for M. Ginóbili,,87,67
354,4,8:15.0,D. Green enters the game for P. Mills,,87,67
355,4,8:02.0,,Turnover by M. Muscala (bad pass; steal by T. Duncan),87,67
356,4,7:39.0,K. Leonard makes 3-pt jump shot from 22 ft,,90,67
357,4,7:27.0,,Turnover by L. Patterson (bad pass),90,67
358,4,7:15.0,,J. Holiday enters the game for K. Bazemore,90,67
359,4,7:15.0,,E. Tavares enters the game for M. Muscala,90,67
360,4,7:15.0,R. Butler enters the game for B. Diaw,,90,67
361,4,7:14.0,Turnover by D. Green (bad pass; steal by L. Patterson),,90,67
362,4,7:09.0,,Personal foul by T. Duncan (drawn by E. Tavares),90,67
363,4,7:09.0,,E. Tavares makes free throw 1 of 2,90,68
364,4,7:09.0,,S. Mack enters the game for L. Patterson,90,68
365,4,7:09.0,,E. Tavares misses free throw 2 of 2,90,68
366,4,7:08.0,Defensive rebound by R. Butler,,90,68
367,4,6:52.0,K. Leonard misses 3-pt jump shot from 24 ft,,90,68
368,4,6:50.0,,Defensive rebound by D. Schröder,90,68
369,4,6:44.0,,Shooting foul by T. Parker (drawn by D. Schröder),90,68
370,4,6:44.0,,D. Schröder makes free throw 1 of 2,90,69
371,4,6:44.0,J. Simmons enters the game for D. Green,,90,69
372,4,6:44.0,,D. Schröder makes free throw 2 of 2,90,70
373,4,6:36.0,Turnover by T. Duncan (bad pass),,90,70
374,4,6:20.0,,E. Tavares makes 2-pt dunk at rim (assist by S. Mack),90,72
375,4,5:59.0,R. Butler makes 3-pt jump shot from 24 ft (assist by T. Parker),,93,72
376,4,5:47.0,,Turnover by T. Splitter (lost ball; steal by R. Butler),93,72
377,4,5:24.0,R. Butler makes 3-pt jump shot from 23 ft (assist by K. Leonard),,96,72
378,4,5:06.0,,D. Schröder misses 2-pt jump shot from 16 ft,96,72
379,4,5:04.0,Defensive rebound by J. Simmons,,96,72
380,4,5:00.0,San Antonio full timeout,,96,72
381,4,5:00.0,,M. Muscala enters the game for D. Schröder,96,72
382,4,5:00.0,,L. Patterson enters the game for T. Splitter,96,72
383,4,5:00.0,P. Mills enters the game for K. Leonard,,96,72
