,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW ORLEANS_ACTION,CLEVELAND_SCORE,NEW ORLEANS_SCORE
393,4,4:02.0,,New Orleans full timeout,92,96
394,4,3:51.0,,Personal foul by J. Smith (drawn by T. Evans),92,96
395,4,3:51.0,,T. Evans makes free throw 1 of 2,92,97
396,4,3:51.0,,Ö. Aşık enters the game for R. Anderson,92,97
397,4,3:51.0,,T. Evans makes free throw 2 of 2,92,98
398,4,3:36.0,T. Thompson misses 2-pt hook shot from 5 ft,,92,98
399,4,3:35.0,,Defensive rebound by A. Davis,92,98
400,4,3:20.0,,T. Evans misses 3-pt jump shot from 25 ft,92,98
401,4,3:20.0,,Offensive rebound by Team,92,98
402,4,3:20.0,,R. Anderson enters the game for Ö. Aşık,92,98
403,4,3:08.0,,R. Anderson misses 3-pt jump shot from 25 ft,92,98
404,4,3:07.0,Defensive rebound by T. Thompson,,92,98
405,4,3:01.0,L. James makes 2-pt layup from 3 ft,,94,98
406,4,2:47.0,,A. Davis misses 3-pt jump shot from 22 ft,94,98
407,4,2:43.0,,Offensive rebound by T. Evans,94,98
408,4,2:39.0,,Turnover by T. Evans (bad pass; steal by L. James),94,98
409,4,2:39.0,L. James makes 2-pt layup from 2 ft,,96,98
410,4,2:39.0,Shooting foul by D. Cunningham (drawn by L. James),,96,98
411,4,2:39.0,L. James makes free throw 1 of 1,,97,98
412,4,2:26.0,,Turnover by R. Anderson (bad pass),97,98
413,4,2:26.0,Cleveland full timeout,,97,98
414,4,2:26.0,,Ö. Aşık enters the game for R. Anderson,97,98
415,4,2:17.0,L. James misses 2-pt jump shot from 5 ft,,97,98
416,4,2:16.0,Offensive rebound by L. James,,97,98
417,4,2:14.0,L. James misses 2-pt layup from 2 ft,,97,98
418,4,2:14.0,Offensive rebound by Team,,97,98
419,4,2:14.0,,J. Holiday enters the game for E. Gordon,97,98
420,4,2:08.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,97,98
421,4,2:07.0,Offensive rebound by T. Thompson,,97,98
422,4,1:47.0,L. James makes 2-pt jump shot from 16 ft,,99,98
423,4,1:36.0,,Turnover by J. Holiday (bad pass; steal by M. Dellavedova),99,98
424,4,1:15.0,L. James makes 2-pt layup from 1 ft,,101,98
425,4,1:15.0,,New Orleans full timeout,101,98
426,4,1:15.0,,R. Anderson enters the game for Ö. Aşık,101,98
427,4,1:15.0,,E. Gordon enters the game for D. Cunningham,101,98
428,4,1:15.0,R. Jefferson enters the game for K. Love,,101,98
429,4,1:11.0,,R. Anderson makes 2-pt layup from 1 ft,101,100
430,4,1:11.0,,J. Holiday misses 2-pt layup at rim,101,100
431,4,1:11.0,,Offensive rebound by R. Anderson,101,100
432,4,0:47.0,Turnover by J. Smith (lost ball; steal by A. Davis),,101,100
433,4,0:45.0,,A. Davis makes 2-pt dunk at rim,101,102
434,4,0:45.0,Cleveland full timeout,,101,102
435,4,0:45.0,K. Love enters the game for T. Thompson,,101,102
436,4,0:45.0,,D. Cunningham enters the game for E. Gordon,101,102
437,4,0:45.0,,A. Gee enters the game for R. Anderson,101,102
438,4,0:34.0,L. James makes 2-pt layup from 2 ft,,103,102
439,4,0:21.0,,T. Evans misses 2-pt jump shot from 6 ft,103,102
440,4,0:20.0,Defensive rebound by R. Jefferson,,103,102
441,4,0:16.0,Personal take foul by T. Evans (drawn by L. James),,103,102
442,4,0:16.0,L. James makes free throw 1 of 2,,104,102
443,4,0:16.0,,Ö. Aşık enters the game for A. Gee,104,102
444,4,0:16.0,T. Thompson enters the game for K. Love,,104,102
445,4,0:16.0,L. James makes free throw 2 of 2,,105,102
446,4,0:16.0,,New Orleans full timeout,105,102
447,4,0:16.0,,R. Anderson enters the game for Ö. Aşık,105,102
448,4,0:16.0,,E. Gordon enters the game for T. Evans,105,102
449,4,0:16.0,,T. Evans enters the game for D. Cunningham,105,102
450,4,0:08.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by T. Evans),105,105
451,4,0:08.0,Cleveland full timeout,,105,105
452,4,0:08.0,K. Love enters the game for T. Thompson,,105,105
453,4,0:08.0,,D. Cunningham enters the game for E. Gordon,105,105
454,4,0:08.0,,A. Gee enters the game for R. Anderson,105,105
455,4,0:01.0,L. James misses 2-pt jump shot from 18 ft,,105,105
456,4,0:00.0,Offensive rebound by R. Jefferson,,105,105
457,1OT,4:46.0,,A. Davis makes 2-pt jump shot from 14 ft (assist by J. Holiday),105,107
458,1OT,4:21.0,Shooting foul by J. Holiday (drawn by T. Thompson),,105,107
459,1OT,4:21.0,T. Thompson makes free throw 1 of 2,,106,107
460,1OT,4:21.0,T. Thompson misses free throw 2 of 2,,106,107
461,1OT,4:21.0,,Defensive rebound by R. Anderson,106,107
462,1OT,3:59.0,,R. Anderson misses 3-pt jump shot from 23 ft,106,107
463,1OT,3:58.0,Defensive rebound by T. Thompson,,106,107
464,1OT,3:46.0,L. James misses 3-pt jump shot from 26 ft,,106,107
465,1OT,3:45.0,,Defensive rebound by A. Davis,106,107
466,1OT,3:33.0,,J. Holiday makes 2-pt layup from 1 ft,106,109
467,1OT,3:17.0,L. James misses 2-pt jump shot from 9 ft,,106,109
468,1OT,3:17.0,,Defensive rebound by A. Davis,106,109
469,1OT,3:01.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by T. Evans),106,111
470,1OT,3:00.0,Cleveland full timeout,,106,111
471,1OT,2:41.0,K. Love makes 2-pt jump shot from 9 ft,,108,111
472,1OT,2:24.0,,Personal foul by J. Smith (drawn by A. Davis),108,111
473,1OT,2:15.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by T. Evans),108,113
474,1OT,1:56.0,K. Love misses 2-pt jump shot from 19 ft,,108,113
475,1OT,1:55.0,,Defensive rebound by T. Evans,108,113
476,1OT,1:36.0,,D. Cunningham misses 3-pt jump shot from 24 ft,108,113
477,1OT,1:35.0,Defensive rebound by K. Love,,108,113
478,1OT,1:15.0,K. Love misses 3-pt jump shot from 26 ft,,108,113
479,1OT,1:14.0,,Defensive rebound by T. Evans,108,113
480,1OT,1:12.0,,New Orleans full timeout,108,113
481,1OT,0:54.0,,A. Davis misses 2-pt jump shot from 11 ft,108,113
482,1OT,0:51.0,Defensive rebound by L. James,,108,113
483,1OT,0:42.0,J. Smith misses 3-pt jump shot from 27 ft,,108,113
484,1OT,0:41.0,,Defensive rebound by D. Cunningham,108,113
485,1OT,0:19.0,,T. Evans misses 2-pt jump shot from 7 ft,108,113
486,1OT,0:18.0,Defensive rebound by Team,,108,113
487,1OT,0:17.0,Cleveland full timeout,,108,113
488,1OT,0:17.0,,A. Gee enters the game for R. Anderson,108,113
489,1OT,0:12.0,J. Smith misses 3-pt jump shot from 26 ft,,108,113
490,1OT,0:11.0,,Defensive rebound by A. Davis,108,113
491,1OT,0:08.0,,Personal take foul by M. Dellavedova (drawn by J. Holiday),108,113
492,1OT,0:08.0,,R. Anderson enters the game for A. Gee,108,113
493,1OT,0:08.0,,E. Gordon enters the game for D. Cunningham,108,113
494,1OT,0:02.0,,Personal take foul by L. James (drawn by E. Gordon),108,113
495,1OT,0:02.0,,E. Gordon misses free throw 1 of 2,108,113
496,1OT,0:02.0,,Offensive rebound by Team,108,113
497,1OT,0:02.0,,E. Gordon makes free throw 2 of 2,108,114
