,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,GOLDEN STATE_ACTION,CLEVELAND_SCORE,GOLDEN STATE_SCORE
132,2,9:19.0,Defensive rebound by L. James,,26,31
133,2,9:12.0,L. James makes 2-pt jump shot from 8 ft,,28,31
134,2,9:12.0,Shooting foul by L. Barbosa (drawn by L. James),,28,31
135,2,9:12.0,L. James makes free throw 1 of 1,,29,31
136,2,8:58.0,,A. Iguodala misses 3-pt jump shot from 24 ft,29,31
137,2,8:58.0,Defensive rebound by K. Love,,29,31
138,2,8:55.0,Turnover by K. Love (bad pass),,29,31
139,2,8:50.0,,Turnover by M. Speights (offensive foul),29,31
140,2,8:50.0,,Offensive foul by M. Speights (drawn by K. Love),29,31
141,2,8:39.0,K. Love misses 3-pt jump shot from 25 ft,,29,31
142,2,8:37.0,,Defensive rebound by L. Barbosa,29,31
143,2,8:32.0,,Turnover by K. Thompson (lost ball; steal by K. Irving),29,31
144,2,8:28.0,Shooting foul by L. Barbosa (drawn by K. Irving),,29,31
145,2,8:28.0,K. Irving makes free throw 1 of 2,,30,31
146,2,8:28.0,,B. Rush enters the game for A. Iguodala,30,31
147,2,8:28.0,K. Irving makes free throw 2 of 2,,31,31
148,2,8:07.0,,F. Ezeli makes 2-pt hook shot from 9 ft,31,33
149,2,7:59.0,K. Irving misses 3-pt jump shot from 25 ft,,31,33
150,2,7:58.0,,Defensive rebound by K. Thompson,31,33
151,2,7:46.0,,B. Rush misses 2-pt layup from 2 ft,31,33
152,2,7:45.0,Defensive rebound by T. Thompson,,31,33
153,2,7:36.0,Turnover by L. James (3 sec),,31,33
154,2,7:36.0,,D. Green enters the game for M. Speights,31,33
155,2,7:22.0,,F. Ezeli misses 2-pt jump shot from 13 ft,31,33
156,2,7:22.0,Defensive rebound by L. James,,31,33
157,2,7:05.0,L. James makes 2-pt layup from 2 ft,,33,33
158,2,6:47.0,,Shooting foul by T. Thompson (drawn by D. Green),33,33
159,2,6:47.0,,D. Green misses free throw 1 of 2,33,33
160,2,6:47.0,,Offensive rebound by Team,33,33
161,2,6:47.0,J. Smith enters the game for I. Shumpert,,33,33
162,2,6:47.0,,A. Bogut enters the game for F. Ezeli,33,33
163,2,6:47.0,,S. Livingston enters the game for L. Barbosa,33,33
164,2,6:47.0,,D. Green misses free throw 2 of 2,33,33
165,2,6:46.0,Defensive rebound by K. Love,,33,33
166,2,6:31.0,L. James misses 2-pt jump shot from 12 ft,,33,33
167,2,6:30.0,,Defensive rebound by D. Green,33,33
168,2,6:18.0,,K. Thompson makes 2-pt layup from 1 ft,33,35
169,2,6:03.0,T. Thompson makes 2-pt layup from 1 ft (assist by K. Irving),,35,35
170,2,5:42.0,,S. Livingston makes 2-pt jump shot from 15 ft (assist by D. Green),35,37
171,2,5:28.0,Def 3 sec tech foul by A. Bogut,,35,37
172,2,5:28.0,Official timeout,,35,37
173,2,5:28.0,,A. Iguodala enters the game for B. Rush,35,37
174,2,5:28.0,,S. Curry enters the game for S. Livingston,35,37
175,2,5:28.0,K. Irving makes technical free throw,,36,37
176,2,5:18.0,Shooting foul by A. Iguodala (drawn by L. James),,36,37
177,2,5:18.0,L. James misses free throw 1 of 2,,36,37
178,2,5:18.0,Offensive rebound by Team,,36,37
179,2,5:18.0,L. James makes free throw 2 of 2,,37,37
180,2,5:05.0,,Personal foul by J. Smith (drawn by K. Thompson),37,37
181,2,5:05.0,M. Dellavedova enters the game for J. Smith,,37,37
182,2,4:50.0,,K. Thompson misses 2-pt jump shot from 8 ft,37,37
183,2,4:50.0,Defensive rebound by K. Love,,37,37
184,2,4:33.0,K. Irving makes 2-pt jump shot from 3 ft,,39,37
185,2,4:21.0,,D. Green misses 2-pt jump shot from 7 ft,39,37
186,2,4:20.0,Defensive rebound by L. James,,39,37
187,2,4:03.0,M. Dellavedova misses 3-pt jump shot from 22 ft,,39,37
188,2,4:03.0,Offensive rebound by K. Love,,39,37
189,2,3:53.0,K. Irving misses 3-pt jump shot from 23 ft,,39,37
190,2,3:53.0,Offensive rebound by K. Irving,,39,37
191,2,3:50.0,K. Irving misses 2-pt layup from 1 ft,,39,37
192,2,3:50.0,Offensive rebound by Team,,39,37
193,2,3:50.0,I. Shumpert enters the game for K. Irving,,39,37
194,2,3:50.0,Cleveland full timeout,,39,37
195,2,3:35.0,K. Love misses 2-pt jump shot from 7 ft,,39,37
196,2,3:34.0,Offensive rebound by L. James,,39,37
197,2,3:30.0,L. James misses 2-pt dunk at rim,,39,37
198,2,3:29.0,,Defensive rebound by A. Bogut,39,37
199,2,3:20.0,,Turnover by S. Curry (bad pass),39,37
200,2,3:05.0,L. James misses 2-pt jump shot from 20 ft,,39,37
201,2,3:04.0,,Defensive rebound by D. Green,39,37
202,2,2:54.0,,Turnover by D. Green (bad pass; steal by M. Dellavedova),39,37
203,2,2:38.0,Shooting foul by K. Thompson (drawn by L. James),,39,37
204,2,2:38.0,L. James misses free throw 1 of 2,,39,37
205,2,2:38.0,Offensive rebound by Team,,39,37
206,2,2:38.0,L. James makes free throw 2 of 2,,40,37
207,2,2:25.0,,A. Iguodala misses 3-pt jump shot from 22 ft,40,37
208,2,2:25.0,,Offensive rebound by A. Bogut,40,37
209,2,2:25.0,,Personal foul by T. Thompson (drawn by A. Bogut),40,37
210,2,2:25.0,T. Mozgov enters the game for T. Thompson,,40,37
211,2,2:15.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),40,39
212,2,1:50.0,L. James misses 3-pt jump shot from 26 ft,,40,39
213,2,1:50.0,,Defensive rebound by Team,40,39
214,2,1:42.0,,Shooting foul by I. Shumpert (drawn by K. Thompson),40,39
215,2,1:42.0,,K. Thompson makes free throw 1 of 2,40,40
216,2,1:42.0,,K. Thompson makes free throw 2 of 2,40,41
217,2,1:28.0,L. James misses 2-pt layup from 1 ft,,40,41
218,2,1:28.0,,Defensive rebound by S. Curry,40,41
219,2,1:13.0,,Personal foul by I. Shumpert (drawn by S. Curry),40,41
220,2,1:13.0,,S. Curry makes free throw 1 of 2,40,42
221,2,1:13.0,,S. Curry makes free throw 2 of 2,40,43
222,2,0:55.0,Cleveland full timeout,,40,43
223,2,0:55.0,M. Williams enters the game for I. Shumpert,,40,43
224,2,0:55.0,,F. Ezeli enters the game for A. Bogut,40,43
225,2,0:54.0,M. Dellavedova makes 2-pt layup from 2 ft (assist by L. James),,42,43
226,2,0:41.0,,D. Green misses 2-pt jump shot from 11 ft,42,43
227,2,0:41.0,,Offensive rebound by K. Thompson,42,43
228,2,0:41.0,,K. Thompson makes 2-pt layup from 1 ft,42,45
229,2,0:32.0,M. Dellavedova misses 2-pt jump shot from 9 ft,,42,45
230,2,0:32.0,,Defensive rebound by F. Ezeli,42,45
231,2,0:12.0,,D. Green misses 3-pt jump shot from 26 ft,42,45
232,2,0:12.0,Defensive rebound by Team,,42,45
233,2,0:04.0,K. Love misses 3-pt jump shot from 23 ft,,42,45
234,2,0:03.0,,Defensive rebound by S. Curry,42,45
235,2,0:01.0,,S. Curry misses 3-pt jump shot from 71 ft,42,45
236,2,0:00.0,,Offensive rebound by Team,42,45
237,3,11:48.0,,Turnover by S. Curry (bad pass),42,45
238,3,11:31.0,K. Irving makes 2-pt jump shot from 19 ft,,44,45
239,3,11:20.0,,Shooting foul by T. Mozgov (drawn by K. Thompson),44,45
240,3,11:20.0,,K. Thompson makes free throw 1 of 2,44,46
241,3,11:20.0,,K. Thompson makes free throw 2 of 2,44,47
242,3,11:04.0,K. Irving misses 3-pt jump shot from 24 ft,,44,47
243,3,11:03.0,,Defensive rebound by D. Green,44,47
244,3,10:54.0,,K. Thompson misses 2-pt jump shot from 12 ft,44,47
245,3,10:53.0,Defensive rebound by K. Love,,44,47
246,3,10:40.0,T. Mozgov misses 2-pt layup from 2 ft,,44,47
247,3,10:40.0,,Defensive rebound by S. Curry,44,47
248,3,10:33.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),44,50
249,3,10:07.0,K. Love makes 2-pt layup from 2 ft,,46,50
250,3,9:48.0,,B. Rush misses 2-pt jump shot from 13 ft,46,50
251,3,9:46.0,,Offensive rebound by K. Thompson,46,50
252,3,9:45.0,,K. Thompson makes 2-pt jump shot from 8 ft,46,52
253,3,9:25.0,Turnover by L. James (lost ball; steal by B. Rush),,46,52
254,3,9:18.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),46,54
255,3,8:56.0,T. Mozgov misses 2-pt layup from 2 ft (block by A. Bogut),,46,54
256,3,8:56.0,Offensive rebound by Team,,46,54
257,3,8:56.0,Cleveland full timeout,,46,54
258,3,8:53.0,K. Love misses 3-pt jump shot from 27 ft,,46,54
259,3,8:52.0,Offensive rebound by T. Mozgov,,46,54
260,3,8:27.0,L. James makes 3-pt jump shot from 25 ft,,49,54
261,3,7:59.0,,B. Rush misses 2-pt layup from 2 ft,49,54
262,3,7:58.0,Defensive rebound by L. James,,49,54
263,3,7:55.0,Personal foul by A. Bogut (drawn by T. Mozgov),,49,54
264,3,7:37.0,L. James misses 3-pt jump shot from 25 ft,,49,54
265,3,7:36.0,Offensive rebound by K. Irving,,49,54
266,3,7:32.0,K. Irving misses 2-pt jump shot from 15 ft,,49,54
267,3,7:30.0,,Defensive rebound by B. Rush,49,54
268,3,7:16.0,,B. Rush misses 3-pt jump shot from 25 ft,49,54
269,3,7:15.0,,Offensive rebound by A. Bogut,49,54
270,3,7:07.0,,S. Curry makes 2-pt layup from 2 ft,49,56
271,3,7:07.0,,Shooting foul by T. Mozgov (drawn by S. Curry),49,56
272,3,7:07.0,T. Thompson enters the game for T. Mozgov,,49,56
273,3,7:07.0,,S. Curry makes free throw 1 of 1,49,57
274,3,6:54.0,L. James makes 2-pt layup from 1 ft (assist by K. Love),,51,57
275,3,6:37.0,,K. Thompson misses 2-pt jump shot from 5 ft,51,57
276,3,6:36.0,Defensive rebound by K. Love,,51,57
277,3,6:27.0,K. Irving misses 2-pt layup from 2 ft (block by A. Bogut),,51,57
278,3,6:26.0,Offensive rebound by T. Thompson,,51,57
279,3,6:23.0,J. Smith makes 3-pt jump shot from 25 ft (assist by T. Thompson),,54,57
280,3,6:15.0,,S. Curry misses 2-pt jump shot from 19 ft,54,57
281,3,6:14.0,Defensive rebound by K. Love,,54,57
282,3,6:07.0,J. Smith misses 3-pt jump shot from 24 ft,,54,57
283,3,6:06.0,,Defensive rebound by D. Green,54,57
284,3,5:59.0,,B. Rush misses 3-pt jump shot from 25 ft,54,57
285,3,5:58.0,Defensive rebound by L. James,,54,57
286,3,5:49.0,J. Smith misses 3-pt jump shot from 26 ft,,54,57
287,3,5:48.0,,Defensive rebound by K. Thompson,54,57
288,3,5:41.0,,Turnover by S. Curry (traveling),54,57
289,3,5:31.0,Personal foul by S. Curry (drawn by J. Smith),,54,57
290,3,5:31.0,,A. Iguodala enters the game for B. Rush,54,57
291,3,5:31.0,I. Shumpert enters the game for K. Irving,,54,57
292,3,5:31.0,M. Dellavedova enters the game for L. James,,54,57
293,3,5:20.0,Turnover by J. Smith (bad pass),,54,57
294,3,5:07.0,,S. Curry makes 2-pt jump shot from 3 ft (assist by D. Green),54,59
295,3,4:37.0,K. Love misses 2-pt hook shot from 6 ft,,54,59
296,3,4:36.0,Offensive rebound by T. Thompson,,54,59
297,3,4:36.0,T. Thompson makes 2-pt layup from 2 ft,,56,59
298,3,4:27.0,,K. Thompson misses 2-pt jump shot from 18 ft,56,59
299,3,4:26.0,Defensive rebound by M. Dellavedova,,56,59
300,3,4:11.0,T. Thompson misses 2-pt jump shot from 5 ft,,56,59
301,3,4:10.0,,Defensive rebound by D. Green,56,59
302,3,4:03.0,,D. Green misses 2-pt jump shot from 3 ft,56,59
303,3,4:03.0,Defensive rebound by K. Love,,56,59
304,3,3:52.0,M. Dellavedova misses 2-pt jump shot from 5 ft,,56,59
305,3,3:51.0,,Defensive rebound by D. Green,56,59
306,3,3:36.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),56,61
307,3,3:16.0,M. Dellavedova misses 2-pt jump shot from 17 ft,,56,61
308,3,3:16.0,,Defensive rebound by A. Bogut,56,61
309,3,3:05.0,,S. Curry misses 3-pt jump shot from 26 ft,56,61
310,3,3:04.0,Defensive rebound by T. Thompson,,56,61
311,3,2:47.0,J. Smith misses 2-pt layup from 2 ft,,56,61
312,3,2:47.0,,Defensive rebound by Team,56,61
313,3,2:47.0,,Golden State full timeout,56,61
314,3,2:47.0,,F. Ezeli enters the game for A. Bogut,56,61
315,3,2:47.0,,S. Livingston enters the game for K. Thompson,56,61
316,3,2:47.0,L. James enters the game for K. Love,,56,61
317,3,2:31.0,,Shooting foul by I. Shumpert (drawn by F. Ezeli),56,61
318,3,2:31.0,,F. Ezeli misses free throw 1 of 2,56,61
319,3,2:31.0,,Offensive rebound by Team,56,61
320,3,2:31.0,,F. Ezeli makes free throw 2 of 2,56,62
321,3,2:09.0,Shooting foul by S. Curry (drawn by M. Dellavedova),,56,62
322,3,2:09.0,M. Dellavedova makes free throw 1 of 2,,57,62
323,3,2:09.0,M. Dellavedova misses free throw 2 of 2,,57,62
324,3,2:09.0,,Defensive rebound by F. Ezeli,57,62
325,3,1:50.0,,S. Livingston makes 2-pt layup from 1 ft (assist by D. Green),57,64
326,3,1:34.0,T. Thompson misses 2-pt layup from 1 ft,,57,64
327,3,1:34.0,Offensive rebound by M. Dellavedova,,57,64
328,3,1:29.0,I. Shumpert misses 3-pt jump shot from 24 ft,,57,64
329,3,1:28.0,,Defensive rebound by A. Iguodala,57,64
330,3,1:17.0,,Turnover by F. Ezeli (bad pass; steal by T. Thompson),57,64
331,3,1:05.0,L. James misses 2-pt jump shot from 3 ft,,57,64
332,3,1:05.0,Offensive rebound by Team,,57,64
333,3,1:05.0,,Loose ball foul by D. Green (drawn by T. Thompson),57,64
334,3,0:55.0,Turnover by J. Smith (lost ball; steal by S. Livingston),,57,64
335,3,0:43.0,,A. Iguodala misses 2-pt jump shot from 19 ft,57,64
336,3,0:42.0,Defensive rebound by M. Dellavedova,,57,64
337,3,0:20.0,T. Thompson misses 2-pt jump shot from 10 ft,,57,64
338,3,0:19.0,Offensive rebound by L. James,,57,64
339,3,0:17.0,L. James makes 2-pt layup from 1 ft,,59,64
340,3,0:02.0,,F. Ezeli misses 2-pt hook shot from 9 ft,59,64
341,3,0:00.0,Defensive rebound by T. Thompson,,59,64
342,4,11:38.0,L. James makes 2-pt jump shot from 9 ft,,61,64
343,4,11:21.0,,S. Livingston makes 2-pt jump shot from 12 ft,61,66
344,4,11:04.0,Personal foul by S. Livingston (drawn by T. Thompson),,61,66
345,4,11:04.0,T. Thompson makes free throw 1 of 2,,62,66
346,4,11:04.0,T. Thompson makes free throw 2 of 2,,63,66
347,4,10:50.0,,S. Livingston makes 2-pt jump shot from 11 ft,63,68
348,4,10:24.0,Turnover by L. James (lost ball; steal by I. Clark),,63,68
349,4,10:19.0,,I. Clark misses 2-pt layup from 2 ft (block by L. James),63,68
350,4,10:18.0,Defensive rebound by M. Dellavedova,,63,68
351,4,10:11.0,L. James misses 2-pt layup from 1 ft,,63,68
352,4,10:11.0,,Defensive rebound by B. Rush,63,68
353,4,10:06.0,,Personal foul by T. Thompson (drawn by F. Ezeli),63,68
354,4,10:06.0,K. Irving enters the game for J. Smith,,63,68
355,4,10:06.0,K. Love enters the game for L. James,,63,68
356,4,10:06.0,,J. McAdoo enters the game for B. Rush,63,68
357,4,9:53.0,,F. Ezeli misses 2-pt hook shot from 7 ft,63,68
358,4,9:51.0,Defensive rebound by I. Shumpert,,63,68
359,4,9:44.0,I. Shumpert misses 2-pt jump shot from 3 ft,,63,68
360,4,9:43.0,Offensive rebound by I. Shumpert,,63,68
361,4,9:38.0,K. Irving misses 3-pt jump shot from 24 ft,,63,68
362,4,9:38.0,,Defensive rebound by F. Ezeli,63,68
363,4,9:31.0,,A. Iguodala misses 3-pt jump shot from 25 ft,63,68
364,4,9:28.0,Defensive rebound by T. Thompson,,63,68
365,4,9:20.0,K. Irving misses 2-pt layup from 1 ft,,63,68
366,4,9:20.0,,Defensive rebound by Team,63,68
367,4,9:20.0,Loose ball foul by T. Thompson (drawn by F. Ezeli),,63,68
368,4,9:09.0,,Turnover by S. Livingston (lost ball),63,68
369,4,9:09.0,,K. Thompson enters the game for A. Iguodala,63,68
370,4,8:45.0,M. Dellavedova makes 2-pt jump shot from 10 ft,,65,68
371,4,8:37.0,,Personal foul by K. Irving (drawn by F. Ezeli),65,68
372,4,8:37.0,Official timeout,,65,68
373,4,8:22.0,,K. Thompson misses 2-pt jump shot from 4 ft,65,68
374,4,8:21.0,,Offensive rebound by Team,65,68
375,4,8:21.0,Violation by Team (jump ball),,65,68
376,4,8:19.0,Loose ball foul by K. Love (drawn by K. Thompson),,65,68
377,4,8:03.0,,K. Thompson misses 2-pt jump shot from 6 ft,65,68
378,4,8:03.0,Defensive rebound by K. Love,,65,68
379,4,7:57.0,K. Irving misses 3-pt jump shot from 25 ft,,65,68
380,4,7:57.0,,Defensive rebound by J. McAdoo,65,68
381,4,7:52.0,,S. Livingston makes 2-pt jump shot from 13 ft,65,70
382,4,7:30.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,65,70
383,4,7:28.0,Offensive rebound by M. Dellavedova,,65,70
384,4,7:17.0,K. Love makes 2-pt layup from 2 ft (assist by M. Dellavedova),,67,70
385,4,7:07.0,,Personal foul by M. Dellavedova (drawn by K. Thompson),67,70
386,4,7:07.0,,K. Thompson makes free throw 1 of 2,67,71
387,4,7:07.0,,D. Green enters the game for J. McAdoo,67,71
388,4,7:07.0,,S. Curry enters the game for I. Clark,67,71
389,4,7:07.0,,A. Iguodala enters the game for S. Livingston,67,71
390,4,7:07.0,L. James enters the game for T. Thompson,,67,71
391,4,7:07.0,,K. Thompson misses free throw 2 of 2,67,71
392,4,7:06.0,Defensive rebound by I. Shumpert,,67,71
393,4,6:46.0,L. James misses 2-pt layup from 1 ft (block by F. Ezeli),,67,71
394,4,6:46.0,,Defensive rebound by K. Thompson,67,71
395,4,6:40.0,,S. Livingston enters the game for F. Ezeli,67,71
396,4,6:38.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),67,73
397,4,6:16.0,Turnover by M. Dellavedova (bad pass; steal by S. Curry),,67,73
