,QUARTER,TIME_REMAINING,DENVER_ACTION,CHICAGO_ACTION,DENVER_SCORE,CHICAGO_SCORE
65,1,4:15.0,,Personal foul by J. Lauvergne (drawn by P. Gasol),15,15
66,1,4:15.0,J. Nelson enters the game for K. Faried,,15,15
67,1,4:15.0,D. Arthur enters the game for E. Mudiay,,15,15
68,1,4:15.0,,D. McDermott enters the game for T. Snell,15,15
69,1,4:09.0,,P. Gasol makes 2-pt dunk at rim (assist by D. McDermott),15,17
70,1,3:56.0,R. Foye misses 2-pt layup from 3 ft (block by J. Noah),,15,17
71,1,3:54.0,,Defensive rebound by A. Brooks,15,17
72,1,3:49.0,,D. McDermott misses 3-pt jump shot from 25 ft,15,17
73,1,3:49.0,,Offensive rebound by Team,15,17
74,1,3:49.0,Loose ball foul by J. Nelson (drawn by J. Noah),,15,17
75,1,3:49.0,W. Barton enters the game for R. Foye,,15,17
76,1,3:36.0,,P. Gasol makes 2-pt jump shot from 14 ft (assist by A. Brooks),15,19
77,1,3:21.0,J. Lauvergne misses 2-pt jump shot from 20 ft,,15,19
78,1,3:20.0,,Defensive rebound by J. Noah,15,19
79,1,3:03.0,,D. McDermott misses 2-pt jump shot from 20 ft,15,19
80,1,3:01.0,,Offensive rebound by J. Noah,15,19
81,1,3:01.0,,J. Noah makes 2-pt dunk at rim,15,21
82,1,2:55.0,Denver full timeout,,15,21
83,1,2:55.0,,Chicago full timeout,15,21
84,1,2:48.0,J. Lauvergne makes 2-pt layup from 2 ft (assist by J. Nelson),,17,21
85,1,2:32.0,,J. Butler makes 2-pt layup from 2 ft (assist by P. Gasol),17,23
86,1,2:32.0,,Shooting foul by J. Nelson (drawn by J. Butler),17,23
87,1,2:32.0,,J. Butler makes free throw 1 of 1,17,24
88,1,2:19.0,D. Gallinari makes 2-pt jump shot from 13 ft,,19,24
89,1,1:58.0,,P. Gasol misses 2-pt layup from 2 ft,19,24
90,1,1:58.0,,Offensive rebound by Team,19,24
91,1,1:54.0,,D. McDermott makes 2-pt jump shot from 10 ft (assist by A. Brooks),19,26
92,1,1:33.0,D. Arthur misses 2-pt jump shot from 21 ft,,19,26
93,1,1:32.0,,Defensive rebound by P. Gasol,19,26
94,1,1:13.0,,A. Brooks misses 2-pt jump shot from 17 ft,19,26
95,1,1:12.0,Defensive rebound by J. Lauvergne,,19,26
96,1,0:56.0,W. Barton misses 3-pt jump shot from 24 ft,,19,26
97,1,0:55.0,,Defensive rebound by P. Gasol,19,26
98,1,0:41.0,,P. Gasol misses 2-pt jump shot from 19 ft,19,26
99,1,0:40.0,Defensive rebound by J. Nelson,,19,26
100,1,0:35.0,W. Barton misses 2-pt layup from 1 ft (block by P. Gasol),,19,26
101,1,0:34.0,Offensive rebound by D. Arthur,,19,26
102,1,0:34.0,D. Arthur makes 2-pt layup from 2 ft,,21,26
103,1,0:18.0,,J. Noah makes 2-pt layup from 1 ft (assist by D. McDermott),21,28
104,1,0:04.0,Personal foul by A. Brooks (drawn by J. Nelson),,21,28
105,1,0:04.0,,T. Gibson enters the game for P. Gasol,21,28
106,2,11:34.0,D. Arthur makes 2-pt jump shot from 19 ft (assist by J. Lauvergne),,23,28
107,2,11:18.0,,T. Gibson makes 2-pt jump shot from 20 ft (assist by D. Rose),23,30
108,2,11:00.0,D. Arthur misses 2-pt hook shot from 12 ft,,23,30
109,2,10:59.0,,Defensive rebound by T. Gibson,23,30
110,2,10:42.0,,T. Gibson misses 2-pt jump shot from 15 ft,23,30
111,2,10:41.0,Defensive rebound by J. Nelson,,23,30
112,2,10:33.0,J. Lauvergne makes 2-pt hook shot from 7 ft (assist by J. Nelson),,25,30
113,2,10:14.0,,J. Noah misses 2-pt layup from 2 ft (block by J. Lauvergne),25,30
114,2,10:12.0,Defensive rebound by J. Lauvergne,,25,30
115,2,10:02.0,J. Lauvergne makes 3-pt jump shot from 24 ft (assist by J. Nelson),,28,30
116,2,9:51.0,,D. Rose makes 2-pt jump shot from 11 ft,28,32
117,2,9:33.0,Shooting foul by J. Noah (drawn by W. Barton),,28,32
118,2,9:33.0,W. Barton makes free throw 1 of 2,,29,32
119,2,9:33.0,W. Barton makes free throw 2 of 2,,30,32
120,2,9:12.0,,E. Moore misses 2-pt jump shot from 19 ft,30,32
121,2,9:10.0,Defensive rebound by W. Barton,,30,32
122,2,9:08.0,Personal foul by D. McDermott (drawn by W. Barton),,30,32
123,2,8:58.0,J. Lauvergne misses 2-pt jump shot from 19 ft,,30,32
124,2,8:57.0,,Defensive rebound by T. Gibson,30,32
125,2,8:44.0,,E. Moore misses 2-pt jump shot from 13 ft,30,32
126,2,8:43.0,,Offensive rebound by J. Noah,30,32
127,2,8:41.0,,D. McDermott makes 2-pt jump shot from 8 ft,30,34
128,2,8:24.0,D. Arthur misses 2-pt jump shot from 10 ft,,30,34
129,2,8:24.0,,Defensive rebound by D. McDermott,30,34
130,2,8:19.0,,Shooting foul by D. Arthur (drawn by D. Rose),30,34
131,2,8:19.0,,Chicago full timeout,30,34
132,2,8:19.0,K. Faried enters the game for D. Arthur,,30,34
133,2,8:19.0,,D. Rose misses free throw 1 of 2,30,34
134,2,8:19.0,,Offensive rebound by Team,30,34
135,2,8:19.0,,D. Rose makes free throw 2 of 2,30,35
136,2,8:13.0,Personal foul by J. Noah (drawn by K. Faried),,30,35
137,2,7:57.0,M. Miller makes 2-pt jump shot from 14 ft (assist by J. Lauvergne),,32,35
138,2,7:41.0,,D. McDermott makes 2-pt jump shot from 15 ft,32,37
139,2,7:25.0,J. Lauvergne misses 2-pt hook shot from 9 ft,,32,37
140,2,7:24.0,,Defensive rebound by T. Gibson,32,37
141,2,7:15.0,,D. McDermott misses 2-pt jump shot from 19 ft,32,37
142,2,7:14.0,Defensive rebound by W. Barton,,32,37
143,2,7:11.0,Turnover by K. Faried (lost ball),,32,37
144,2,6:47.0,,T. Gibson misses 2-pt hook shot from 9 ft,32,37
145,2,6:47.0,,Offensive rebound by J. Noah,32,37
146,2,6:47.0,,Shooting foul by J. Lauvergne (drawn by J. Noah),32,37
147,2,6:47.0,,J. Noah makes free throw 1 of 2,32,38
148,2,6:47.0,E. Mudiay enters the game for J. Nelson,,32,38
149,2,6:47.0,N. Jokić enters the game for J. Lauvergne,,32,38
150,2,6:47.0,,J. Butler enters the game for E. Moore,32,38
151,2,6:47.0,,J. Noah makes free throw 2 of 2,32,39
152,2,6:31.0,E. Mudiay misses 2-pt jump shot from 17 ft,,32,39
153,2,6:30.0,,Defensive rebound by J. Butler,32,39
154,2,6:21.0,,T. Gibson misses 2-pt layup from 2 ft (block by M. Miller),32,39
155,2,6:19.0,Defensive rebound by M. Miller,,32,39
156,2,6:13.0,W. Barton makes 3-pt jump shot from 23 ft (assist by K. Faried),,35,39
157,2,5:57.0,,D. Rose misses 2-pt jump shot from 10 ft,35,39
158,2,5:55.0,,Offensive rebound by T. Gibson,35,39
159,2,5:55.0,,T. Gibson makes 2-pt dunk at rim,35,41
160,2,5:43.0,Turnover by E. Mudiay (bad pass; steal by T. Gibson),,35,41
161,2,5:37.0,,D. McDermott makes 2-pt layup from 3 ft (assist by D. Rose),35,43
162,2,5:18.0,K. Faried makes 2-pt layup from 1 ft (assist by W. Barton),,37,43
163,2,5:18.0,Shooting foul by J. Butler (drawn by K. Faried),,37,43
164,2,5:18.0,,Chicago full timeout,37,43
165,2,5:18.0,,P. Gasol enters the game for J. Noah,37,43
166,2,5:18.0,D. Gallinari enters the game for M. Miller,,37,43
167,2,5:18.0,K. Faried misses free throw 1 of 1,,37,43
168,2,5:14.0,,Defensive rebound by P. Gasol,37,43
169,2,4:55.0,,D. Rose misses 2-pt jump shot from 20 ft,37,43
170,2,4:53.0,Defensive rebound by W. Barton,,37,43
171,2,4:47.0,W. Barton misses 2-pt layup from 2 ft,,37,43
172,2,4:46.0,Offensive rebound by E. Mudiay,,37,43
173,2,4:40.0,N. Jokić misses 2-pt jump shot from 14 ft,,37,43
174,2,4:37.0,Offensive rebound by K. Faried,,37,43
175,2,4:21.0,E. Mudiay misses 3-pt jump shot from 24 ft,,37,43
176,2,4:20.0,,Defensive rebound by P. Gasol,37,43
177,2,4:13.0,,D. Rose misses 2-pt layup from 3 ft,37,43
178,2,4:12.0,,Offensive rebound by T. Gibson,37,43
179,2,4:12.0,,T. Gibson makes 2-pt layup from 1 ft,37,45
180,2,3:45.0,D. Gallinari misses 2-pt jump shot from 14 ft,,37,45
181,2,3:44.0,Offensive rebound by K. Faried,,37,45
182,2,3:35.0,W. Barton makes 2-pt layup from 1 ft (assist by D. Gallinari),,39,45
183,2,3:30.0,,Shooting foul by N. Jokić (drawn by J. Butler),39,45
184,2,3:30.0,,J. Butler makes free throw 1 of 2,39,46
185,2,3:30.0,J. Hickson enters the game for N. Jokić,,39,46
186,2,3:30.0,,T. Snell enters the game for D. Rose,39,46
187,2,3:30.0,,A. Brooks enters the game for D. McDermott,39,46
188,2,3:30.0,,J. Noah enters the game for T. Gibson,39,46
189,2,3:30.0,,J. Butler makes free throw 2 of 2,39,47
190,2,3:07.0,J. Hickson misses 2-pt jump shot from 15 ft,,39,47
191,2,3:06.0,,Defensive rebound by J. Butler,39,47
192,2,2:49.0,,Turnover by A. Brooks (bad pass),39,47
193,2,2:49.0,Denver full timeout,,39,47
194,2,2:49.0,R. Foye enters the game for W. Barton,,39,47
195,2,2:35.0,Shooting foul by T. Snell (drawn by J. Hickson),,39,47
196,2,2:35.0,J. Hickson misses free throw 1 of 2,,39,47
197,2,2:35.0,Offensive rebound by Team,,39,47
198,2,2:35.0,J. Hickson makes free throw 2 of 2,,40,47
199,2,2:17.0,,Shooting foul by R. Foye (drawn by A. Brooks),40,47
200,2,2:17.0,,A. Brooks misses free throw 1 of 3,40,47
201,2,2:17.0,,Offensive rebound by Team,40,47
202,2,2:17.0,,A. Brooks makes free throw 2 of 3,40,48
203,2,2:17.0,,A. Brooks makes free throw 3 of 3,40,49
204,2,2:00.0,E. Mudiay misses 2-pt hook shot from 7 ft,,40,49
205,2,1:58.0,,Defensive rebound by T. Snell,40,49
206,2,1:50.0,,A. Brooks misses 2-pt jump shot from 4 ft (block by E. Mudiay),40,49
207,2,1:50.0,,Offensive rebound by Team,40,49
208,2,1:41.0,,J. Butler makes 2-pt jump shot from 17 ft (assist by A. Brooks),40,51
209,2,1:27.0,K. Faried makes 2-pt layup at rim (assist by D. Gallinari),,42,51
210,2,1:13.0,,Turnover by J. Noah (bad pass; steal by J. Hickson),42,51
211,2,1:07.0,Turnover by K. Faried (bad pass; steal by J. Butler),,42,51
212,2,1:01.0,,T. Snell misses 3-pt jump shot from 22 ft,42,51
213,2,1:00.0,Defensive rebound by J. Hickson,,42,51
214,2,0:56.0,Shooting foul by A. Brooks (drawn by R. Foye),,42,51
215,2,0:56.0,R. Foye makes free throw 1 of 2,,43,51
216,2,0:56.0,R. Foye makes free throw 2 of 2,,44,51
217,2,0:36.0,,Turnover by P. Gasol (bad pass; steal by E. Mudiay),44,51
218,2,0:27.0,K. Faried makes 2-pt hook shot from 8 ft (assist by E. Mudiay),,46,51
219,2,0:06.0,,J. Butler misses 2-pt jump shot from 20 ft,46,51
220,2,0:05.0,Defensive rebound by K. Faried,,46,51
221,2,0:01.0,Shooting block foul by A. Brooks (drawn by E. Mudiay),,46,51
222,2,0:01.0,E. Mudiay misses free throw 1 of 2,,46,51
223,2,0:01.0,Offensive rebound by Team,,46,51
224,2,0:01.0,E. Mudiay misses free throw 2 of 2,,46,51
225,2,0:00.0,,Defensive rebound by A. Brooks,46,51
226,3,11:47.0,D. Gallinari misses 2-pt layup from 1 ft,,46,51
227,3,11:47.0,Offensive rebound by J. Hickson,,46,51
228,3,11:47.0,J. Hickson misses 2-pt layup from 1 ft,,46,51
229,3,11:45.0,,Defensive rebound by D. Rose,46,51
230,3,11:37.0,,Turnover by J. Noah (traveling),46,51
231,3,11:22.0,Personal foul by J. Butler (drawn by D. Gallinari),,46,51
232,3,11:17.0,E. Mudiay makes 2-pt layup at rim,,48,51
233,3,10:54.0,,P. Gasol misses 2-pt jump shot from 11 ft,48,51
234,3,10:52.0,,Offensive rebound by J. Butler,48,51
235,3,10:49.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Butler),48,54
236,3,10:33.0,K. Faried makes 2-pt jump shot from 5 ft (assist by E. Mudiay),,50,54
237,3,10:12.0,,Turnover by D. Rose (bad pass; steal by J. Hickson),50,54
238,3,10:06.0,D. Gallinari misses 3-pt jump shot from 26 ft,,50,54
239,3,10:05.0,Offensive rebound by J. Hickson,,50,54
240,3,9:56.0,R. Foye makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,53,54
241,3,9:49.0,,Shooting foul by R. Foye (drawn by J. Butler),53,54
242,3,9:49.0,,J. Butler makes free throw 1 of 2,53,55
243,3,9:49.0,,J. Butler makes free throw 2 of 2,53,56
244,3,9:36.0,Shooting foul by D. Rose (drawn by D. Gallinari),,53,56
245,3,9:36.0,D. Gallinari misses free throw 1 of 2,,53,56
246,3,9:36.0,Offensive rebound by Team,,53,56
247,3,9:36.0,D. Gallinari makes free throw 2 of 2,,54,56
248,3,9:30.0,,Personal foul by J. Hickson (drawn by P. Gasol),54,56
249,3,9:21.0,,D. Rose misses 2-pt jump shot from 11 ft,54,56
250,3,9:19.0,,Offensive rebound by J. Noah,54,56
251,3,9:19.0,,J. Noah makes 2-pt layup at rim,54,58
252,3,8:52.0,R. Foye misses 2-pt jump shot from 21 ft,,54,58
253,3,8:50.0,,Defensive rebound by P. Gasol,54,58
254,3,8:46.0,,D. Rose misses 2-pt layup from 2 ft (block by K. Faried),54,58
255,3,8:45.0,,Offensive rebound by J. Butler,54,58
256,3,8:35.0,,P. Gasol makes 2-pt layup from 1 ft (assist by J. Noah),54,60
257,3,8:14.0,E. Mudiay misses 2-pt jump shot from 10 ft (block by P. Gasol),,54,60
258,3,8:12.0,,Defensive rebound by J. Noah,54,60
259,3,8:10.0,,Shooting foul by D. Gallinari (drawn by J. Butler),54,60
260,3,8:10.0,,J. Butler makes free throw 1 of 2,54,61
261,3,8:10.0,Denver full timeout,,54,61
262,3,8:10.0,,J. Butler makes free throw 2 of 2,54,62
263,3,7:55.0,D. Gallinari makes 2-pt jump shot from 16 ft (assist by J. Hickson),,56,62
264,3,7:36.0,,Turnover by J. Noah (bad pass; steal by J. Hickson),56,62
265,3,7:33.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,59,62
266,3,7:18.0,,P. Gasol misses 2-pt jump shot from 20 ft,59,62
267,3,7:16.0,Defensive rebound by J. Hickson,,59,62
268,3,7:04.0,K. Faried misses 2-pt layup from 2 ft (block by J. Noah),,59,62
269,3,7:02.0,,Defensive rebound by P. Gasol,59,62
270,3,6:53.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by D. Rose),59,65
271,3,6:31.0,R. Foye misses 3-pt jump shot from 24 ft,,59,65
272,3,6:31.0,,Defensive rebound by J. Noah,59,65
273,3,6:23.0,,P. Gasol misses 2-pt jump shot from 8 ft,59,65
274,3,6:21.0,Defensive rebound by D. Gallinari,,59,65
275,3,6:17.0,,Violation by J. Butler (kicked ball),59,65
276,3,5:59.0,K. Faried makes 2-pt dunk at rim (assist by R. Foye),,61,65
277,3,5:54.0,,Chicago full timeout,61,65
278,3,5:29.0,,T. Snell misses 2-pt jump shot from 20 ft,61,65
279,3,5:28.0,Defensive rebound by E. Mudiay,,61,65
280,3,5:14.0,D. Gallinari misses 2-pt jump shot from 21 ft,,61,65
281,3,5:12.0,,Defensive rebound by J. Noah,61,65
282,3,5:06.0,,P. Gasol misses 2-pt jump shot from 4 ft,61,65
283,3,5:05.0,Defensive rebound by J. Hickson,,61,65
284,3,4:57.0,E. Mudiay misses 2-pt jump shot from 6 ft,,61,65
285,3,4:55.0,,Defensive rebound by J. Noah,61,65
286,3,4:47.0,,D. Rose misses 2-pt jump shot from 18 ft,61,65
287,3,4:46.0,Defensive rebound by D. Gallinari,,61,65
288,3,4:40.0,Shooting foul by P. Gasol (drawn by D. Gallinari),,61,65
289,3,4:40.0,D. Gallinari makes free throw 1 of 2,,62,65
290,3,4:40.0,,T. Gibson enters the game for P. Gasol,62,65
291,3,4:40.0,,D. McDermott enters the game for T. Snell,62,65
292,3,4:40.0,D. Arthur enters the game for J. Hickson,,62,65
293,3,4:40.0,J. Lauvergne enters the game for K. Faried,,62,65
294,3,4:40.0,D. Gallinari misses free throw 2 of 2,,62,65
295,3,4:38.0,Offensive rebound by D. Gallinari,,62,65
296,3,4:35.0,D. Gallinari misses 2-pt jump shot from 6 ft,,62,65
297,3,4:33.0,,Defensive rebound by J. Butler,62,65
298,3,4:20.0,,J. Butler misses 2-pt layup from 2 ft (block by D. Arthur),62,65
299,3,4:18.0,Defensive rebound by J. Lauvergne,,62,65
300,3,4:08.0,D. Arthur makes 2-pt jump shot from 18 ft (assist by R. Foye),,64,65
301,3,3:48.0,,J. Butler misses 2-pt jump shot from 15 ft,64,65
302,3,3:47.0,Defensive rebound by J. Lauvergne,,64,65
303,3,3:27.0,D. Arthur makes 2-pt jump shot from 18 ft (assist by D. Gallinari),,66,65
304,3,3:12.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by D. Rose),66,68
305,3,2:55.0,J. Lauvergne misses 2-pt hook shot from 7 ft,,66,68
306,3,2:54.0,,Defensive rebound by T. Gibson,66,68
307,3,2:44.0,,Turnover by D. Rose (bad pass; steal by E. Mudiay),66,68
308,3,2:38.0,E. Mudiay misses 2-pt jump shot from 3 ft (block by J. Butler),,66,68
309,3,2:35.0,Offensive rebound by D. Arthur,,66,68
310,3,2:35.0,D. Arthur makes 2-pt layup at rim,,68,68
311,3,2:13.0,,J. Butler misses 2-pt jump shot from 19 ft,68,68
312,3,2:12.0,,Offensive rebound by J. Butler,68,68
313,3,2:04.0,,D. McDermott misses 3-pt jump shot from 22 ft,68,68
314,3,2:03.0,Defensive rebound by D. Gallinari,,68,68
315,3,1:56.0,Denver full timeout,,68,68
316,3,1:56.0,J. Nelson enters the game for R. Foye,,68,68
317,3,1:56.0,W. Barton enters the game for E. Mudiay,,68,68
318,3,1:56.0,,E. Moore enters the game for D. Rose,68,68
319,3,1:46.0,D. Arthur makes 2-pt jump shot from 20 ft (assist by W. Barton),,70,68
320,3,1:25.0,,Turnover by J. Butler (bad pass),70,68
321,3,1:11.0,D. Gallinari misses 2-pt layup from 2 ft (block by J. Noah),,70,68
322,3,1:08.0,,Defensive rebound by E. Moore,70,68
323,3,1:07.0,,Turnover by E. Moore (bad pass),70,68
324,3,0:50.0,W. Barton makes 2-pt layup from 3 ft,,72,68
325,3,0:27.0,,Turnover by T. Gibson (lost ball; steal by D. Gallinari),72,68
326,3,0:07.0,J. Nelson misses 3-pt jump shot from 25 ft,,72,68
327,3,0:06.0,,Defensive rebound by Team,72,68
328,3,0:03.0,,Personal foul by W. Barton (drawn by J. Butler),72,68
329,3,0:00.0,,J. Butler misses 3-pt jump shot from 24 ft,72,68
330,3,0:00.0,,Offensive rebound by Team,72,68
331,4,11:52.0,,Shooting foul by W. Barton (drawn by D. Rose),72,68
332,4,11:52.0,,D. Rose makes free throw 1 of 2,72,69
333,4,11:52.0,,D. Rose makes free throw 2 of 2,72,70
334,4,11:39.0,D. Arthur misses 2-pt jump shot from 19 ft,,72,70
335,4,11:38.0,,Defensive rebound by P. Gasol,72,70
336,4,11:31.0,,Turnover by E. Moore (bad pass),72,70
337,4,11:15.0,W. Barton misses 2-pt jump shot from 15 ft,,72,70
338,4,11:14.0,,Defensive rebound by P. Gasol,72,70
339,4,11:12.0,,Turnover by P. Gasol (bad pass; steal by D. Arthur),72,70
340,4,11:09.0,J. Lauvergne misses 2-pt jump shot from 4 ft (block by P. Gasol),,72,70
341,4,11:07.0,,Defensive rebound by P. Gasol,72,70
342,4,11:04.0,,Turnover by D. McDermott (traveling),72,70
343,4,10:40.0,W. Barton makes 2-pt jump shot from 20 ft,,74,70
344,4,10:23.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by D. Rose),74,73
345,4,10:05.0,J. Nelson misses 2-pt jump shot from 7 ft,,74,73
346,4,10:04.0,Offensive rebound by J. Lauvergne,,74,73
347,4,10:04.0,Shooting foul by T. Gibson (drawn by J. Lauvergne),,74,73
348,4,10:04.0,J. Lauvergne makes free throw 1 of 2,,75,73
349,4,10:04.0,J. Lauvergne makes free throw 2 of 2,,76,73
350,4,9:49.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Rose),76,75
351,4,9:48.0,,Violation by Team (delay of game),76,75
352,4,9:38.0,Shooting foul by T. Gibson (drawn by J. Lauvergne),,76,75
353,4,9:38.0,J. Lauvergne makes free throw 1 of 2,,77,75
354,4,9:38.0,J. Lauvergne makes free throw 2 of 2,,78,75
355,4,9:23.0,,E. Moore misses 3-pt jump shot from 23 ft,78,75
356,4,9:22.0,Defensive rebound by W. Barton,,78,75
357,4,9:11.0,J. Lauvergne misses 2-pt jump shot from 13 ft,,78,75
358,4,9:10.0,,Defensive rebound by D. Rose,78,75
359,4,9:00.0,,T. Gibson makes 2-pt dunk at rim (assist by P. Gasol),78,77
360,4,8:39.0,Shooting foul by T. Gibson (drawn by J. Lauvergne),,78,77
361,4,8:39.0,Denver full timeout,,78,77
362,4,8:39.0,,J. Butler enters the game for E. Moore,78,77
363,4,8:39.0,D. Arthur misses free throw 1 of 2,,78,77
364,4,8:39.0,Offensive rebound by Team,,78,77
365,4,8:39.0,D. Arthur makes free throw 2 of 2,,79,77
366,4,8:17.0,,J. Butler misses 2-pt jump shot from 11 ft,79,77
367,4,8:15.0,,Offensive rebound by P. Gasol,79,77
368,4,8:15.0,,P. Gasol makes 2-pt layup from 1 ft,79,79
369,4,7:52.0,J. Lauvergne misses 2-pt hook shot from 6 ft,,79,79
370,4,7:51.0,,Defensive rebound by T. Gibson,79,79
371,4,7:40.0,,D. Rose misses 2-pt jump shot from 17 ft,79,79
372,4,7:39.0,,Offensive rebound by D. McDermott,79,79
373,4,7:37.0,,D. McDermott makes 3-pt jump shot from 24 ft,79,82
374,4,7:37.0,Denver full timeout,,79,82
375,4,7:24.0,W. Barton makes 2-pt jump shot from 11 ft,,81,82
376,4,7:04.0,,J. Butler misses 2-pt layup from 2 ft,81,82
377,4,7:03.0,Defensive rebound by W. Barton,,81,82
378,4,6:46.0,J. Lauvergne misses 2-pt jump shot from 11 ft,,81,82
379,4,6:45.0,,Defensive rebound by T. Gibson,81,82
380,4,6:33.0,,D. Rose misses 2-pt jump shot from 11 ft,81,82
381,4,6:31.0,Defensive rebound by M. Miller,,81,82
382,4,6:21.0,J. Lauvergne misses 2-pt hook shot from 8 ft,,81,82
383,4,6:20.0,,Defensive rebound by T. Gibson,81,82
384,4,6:07.0,,D. Rose misses 2-pt layup from 3 ft,81,82
385,4,6:05.0,,Offensive rebound by T. Gibson,81,82
