,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
403,4,6:12.0,M. Ellis makes 2-pt layup at rim,,84,67
404,4,6:01.0,,Shooting foul by J. Hill (drawn by T. Chandler),84,67
405,4,6:01.0,,T. Chandler makes free throw 1 of 2,84,68
406,4,6:01.0,,T. Chandler misses free throw 2 of 2,84,68
407,4,6:00.0,Defensive rebound by P. George,,84,68
408,4,5:44.0,M. Ellis misses 2-pt layup from 2 ft (block by A. Goodwin),,84,68
409,4,5:41.0,,Defensive rebound by A. Goodwin,84,68
410,4,5:35.0,,A. Goodwin misses 2-pt jump shot from 6 ft,84,68
411,4,5:28.0,Defensive rebound by M. Ellis,,84,68
412,4,5:25.0,M. Ellis misses 2-pt layup at rim,,84,68
413,4,5:25.0,,Defensive rebound by P. Tucker,84,68
414,4,5:25.0,,Personal block foul by C. Miles (drawn by B. Knight),84,68
415,4,5:25.0,L. Allen enters the game for J. Hill,,84,68
416,4,5:03.0,,Personal foul by M. Turner (drawn by B. Knight),84,68
417,4,5:03.0,,B. Knight makes free throw 1 of 2,84,69
418,4,5:03.0,,B. Knight makes free throw 2 of 2,84,70
419,4,4:43.0,C. Miles makes 2-pt layup from 2 ft,,86,70
420,4,4:30.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by B. Knight),86,73
421,4,4:16.0,P. George misses 2-pt jump shot from 17 ft,,86,73
422,4,4:14.0,Offensive rebound by L. Allen,,86,73
423,4,4:01.0,M. Turner misses 2-pt jump shot from 21 ft,,86,73
424,4,3:59.0,,Defensive rebound by B. Knight,86,73
425,4,3:52.0,,T. Chandler misses 2-pt dunk at rim,86,73
426,4,3:48.0,,Offensive rebound by B. Knight,86,73
427,4,3:48.0,,Offensive foul by B. Knight (drawn by P. George),86,73
428,4,3:48.0,,Turnover by B. Knight (offensive foul),86,73
429,4,3:48.0,,A. Len enters the game for T. Chandler,86,73
430,4,3:40.0,L. Allen misses 2-pt jump shot from 19 ft,,86,73
431,4,3:38.0,,Defensive rebound by B. Knight,86,73
432,4,3:32.0,,B. Knight makes 2-pt layup from 2 ft,86,75
433,4,3:30.0,Indiana full timeout,,86,75
434,4,3:14.0,M. Ellis misses 2-pt jump shot from 19 ft,,86,75
435,4,3:12.0,,Defensive rebound by A. Len,86,75
436,4,3:01.0,,B. Knight misses 3-pt jump shot from 23 ft,86,75
437,4,2:59.0,,Offensive rebound by A. Len,86,75
438,4,2:57.0,,D. Booker makes 3-pt jump shot from 24 ft (assist by A. Len),86,78
439,4,2:32.0,M. Ellis makes 2-pt jump shot from 17 ft,,88,78
440,4,2:14.0,,B. Knight makes 2-pt layup at rim (assist by P. Tucker),88,80
441,4,2:01.0,L. Allen makes 2-pt hook shot from 6 ft (assist by P. George),,90,80
442,4,1:51.0,,Shooting foul by C. Miles (drawn by A. Goodwin),90,80
443,4,1:51.0,,A. Goodwin makes free throw 1 of 2,90,81
444,4,1:51.0,,A. Goodwin makes free throw 2 of 2,90,82
445,4,1:44.0,M. Ellis misses 2-pt layup at rim,,90,82
446,4,1:41.0,,Defensive rebound by A. Len,90,82
447,4,1:37.0,,A. Goodwin misses 2-pt layup from 2 ft (block by M. Turner),90,82
448,4,1:37.0,Defensive rebound by Team,,90,82
449,4,1:12.0,C. Miles misses 3-pt jump shot from 29 ft,,90,82
450,4,1:09.0,,Defensive rebound by A. Len,90,82
451,4,1:04.0,,P. Tucker misses 3-pt jump shot from 22 ft,90,82
452,4,1:01.0,,Offensive rebound by A. Len,90,82
453,4,0:56.0,,D. Booker makes 3-pt jump shot from 24 ft,90,85
454,4,0:56.0,Indiana full timeout,,90,85
455,4,0:40.0,M. Ellis makes 2-pt jump shot from 19 ft,,92,85
456,4,0:39.0,,Phoenix full timeout,92,85
457,4,0:39.0,S. Hill enters the game for C. Miles,,92,85
458,4,0:33.0,,D. Booker misses 3-pt jump shot from 24 ft,92,85
459,4,0:31.0,Defensive rebound by P. George,,92,85
460,4,0:31.0,Personal take foul by A. Goodwin (drawn by P. George),,92,85
461,4,0:31.0,P. George makes free throw 1 of 2,,93,85
462,4,0:31.0,P. George misses free throw 2 of 2,,93,85
463,4,0:31.0,,Defensive rebound by A. Goodwin,93,85
464,4,0:31.0,,Phoenix full timeout,93,85
465,4,0:25.0,,A. Len misses 3-pt jump shot from 26 ft,93,85
466,4,0:23.0,,Offensive rebound by Team,93,85
467,4,0:18.0,,B. Knight makes 2-pt dunk at rim (assist by P. Tucker),93,87
468,4,0:16.0,Personal take foul by A. Goodwin (drawn by P. George),,93,87
469,4,0:16.0,P. George makes free throw 1 of 2,,94,87
470,4,0:16.0,P. George makes free throw 2 of 2,,95,87
471,4,0:11.0,,Shooting foul by S. Hill (drawn by D. Booker),95,87
472,4,0:11.0,,D. Booker makes free throw 1 of 2,95,88
473,4,0:11.0,,D. Booker makes free throw 2 of 2,95,89
474,4,0:11.0,Indiana full timeout,,95,89
475,4,0:10.0,Turnover by L. Allen (bad pass),,95,89
476,4,0:04.0,,B. Knight makes 3-pt jump shot from 23 ft,95,92
477,4,0:03.0,Personal foul by A. Goodwin (drawn by M. Ellis),,95,92
478,4,0:03.0,M. Ellis makes free throw 1 of 2,,96,92
479,4,0:03.0,,T. Chandler enters the game for A. Goodwin,96,92
480,4,0:03.0,M. Ellis makes free throw 2 of 2,,97,92
481,4,0:03.0,,Phoenix full timeout,97,92
482,4,0:03.0,,A. Goodwin enters the game for T. Chandler,97,92
483,4,0:03.0,C. Miles enters the game for L. Allen,,97,92
484,4,0:01.0,,A. Len makes 2-pt layup from 2 ft,97,94
