,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CLEVELAND_ACTION,SACRAMENTO_SCORE,CLEVELAND_SCORE
115,1,0:29.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),21,31
116,1,0:05.0,K. Koufos makes 2-pt hook shot from 8 ft (assist by R. Rondo),,23,31
117,2,11:37.0,,K. Irving makes 2-pt layup at rim,23,33
118,2,11:21.0,R. Gay makes 3-pt jump shot from 24 ft (assist by K. Koufos),,26,33
119,2,11:11.0,,M. Williams makes 2-pt jump shot from 18 ft,26,35
120,2,10:54.0,D. Collison misses 2-pt jump shot from 7 ft,,26,35
121,2,10:53.0,Offensive rebound by K. Koufos,,26,35
122,2,10:53.0,K. Koufos makes 2-pt layup at rim,,28,35
123,2,10:53.0,Shooting foul by T. Mozgov (drawn by K. Koufos),,28,35
124,2,10:53.0,K. Koufos misses free throw 1 of 1,,28,35
125,2,10:52.0,,Defensive rebound by I. Shumpert,28,35
126,2,10:31.0,,M. Williams misses 2-pt jump shot from 5 ft (block by K. Koufos),28,35
127,2,10:29.0,Defensive rebound by R. Gay,,28,35
128,2,10:14.0,K. Koufos misses 2-pt jump shot from 6 ft,,28,35
129,2,10:13.0,,Defensive rebound by R. Jefferson,28,35
130,2,10:05.0,,K. Irving misses 2-pt jump shot from 16 ft,28,35
131,2,10:04.0,Defensive rebound by K. Koufos,,28,35
132,2,9:52.0,D. Collison misses 2-pt jump shot from 9 ft,,28,35
133,2,9:52.0,,Defensive rebound by K. Irving,28,35
134,2,9:50.0,,Personal foul by D. Collison (drawn by K. Irving),28,35
135,2,9:50.0,D. Cousins enters the game for K. Koufos,,28,35
136,2,9:50.0,M. Belinelli enters the game for J. Anderson,,28,35
137,2,9:32.0,,R. Jefferson makes 2-pt layup at rim (assist by K. Irving),28,37
138,2,9:17.0,R. Gay misses 2-pt jump shot from 6 ft,,28,37
139,2,9:12.0,,Defensive rebound by I. Shumpert,28,37
140,2,8:58.0,,M. Williams makes 2-pt jump shot from 19 ft,28,39
141,2,8:48.0,D. Cousins makes 2-pt jump shot from 19 ft,,30,39
142,2,8:31.0,,T. Mozgov misses 2-pt dunk at rim,30,39
143,2,8:27.0,,Offensive rebound by R. Jefferson,30,39
144,2,8:22.0,,R. Jefferson misses 3-pt jump shot from 22 ft,30,39
145,2,8:22.0,,Offensive rebound by I. Shumpert,30,39
146,2,8:22.0,,I. Shumpert makes 2-pt layup from 1 ft,30,41
147,2,8:07.0,D. Cousins misses 2-pt jump shot from 6 ft (block by T. Mozgov),,30,41
148,2,8:04.0,,Defensive rebound by T. Mozgov,30,41
149,2,8:01.0,,K. Irving makes 2-pt layup from 1 ft,30,43
150,2,8:01.0,Sacramento full timeout,,30,43
151,2,7:54.0,Personal foul by T. Mozgov (drawn by D. Cousins),,30,43
152,2,7:43.0,D. Cousins misses 2-pt jump shot from 16 ft,,30,43
153,2,7:42.0,,Defensive rebound by I. Shumpert,30,43
154,2,7:37.0,,Turnover by R. Jefferson (lost ball),30,43
155,2,7:25.0,M. Belinelli misses 3-pt jump shot from 23 ft,,30,43
156,2,7:25.0,,Defensive rebound by I. Shumpert,30,43
157,2,7:17.0,,I. Shumpert misses 2-pt jump shot from 14 ft,30,43
158,2,7:14.0,Defensive rebound by D. Cousins,,30,43
159,2,7:08.0,O. Casspi misses 3-pt jump shot from 26 ft,,30,43
160,2,7:07.0,,Defensive rebound by I. Shumpert,30,43
161,2,6:54.0,,Offensive foul by I. Shumpert (drawn by R. Gay),30,43
162,2,6:54.0,,Turnover by I. Shumpert (offensive foul),30,43
163,2,6:54.0,,J. Smith enters the game for I. Shumpert,30,43
164,2,6:54.0,,L. James enters the game for R. Jefferson,30,43
165,2,6:43.0,D. Cousins misses 2-pt jump shot from 17 ft,,30,43
166,2,6:42.0,,Defensive rebound by L. James,30,43
167,2,6:36.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),30,45
168,2,6:21.0,R. Gay makes 3-pt jump shot from 23 ft (assist by D. Collison),,33,45
169,2,5:49.0,,L. James misses 2-pt layup at rim,33,45
170,2,5:48.0,Defensive rebound by R. Gay,,33,45
171,2,5:48.0,Personal foul by M. Williams (drawn by R. Gay),,33,45
172,2,5:48.0,Official timeout,,33,45
173,2,5:48.0,R. Rondo enters the game for O. Casspi,,33,45
174,2,5:48.0,,T. Thompson enters the game for T. Mozgov,33,45
175,2,5:48.0,,K. Love enters the game for M. Williams,33,45
176,2,5:48.0,W. Cauley-Stein enters the game for D. Collison,,33,45
177,2,5:28.0,Shooting foul by K. Love (drawn by D. Cousins),,33,45
178,2,5:28.0,D. Cousins misses free throw 1 of 2,,33,45
179,2,5:28.0,Offensive rebound by Team,,33,45
180,2,5:28.0,D. Cousins makes free throw 2 of 2,,34,45
181,2,5:09.0,,K. Love misses 2-pt jump shot from 5 ft,34,45
182,2,5:09.0,Defensive rebound by D. Cousins,,34,45
183,2,5:03.0,R. Rondo misses 2-pt layup from 1 ft,,34,45
184,2,5:01.0,,Defensive rebound by L. James,34,45
185,2,4:44.0,,L. James misses 2-pt jump shot from 17 ft,34,45
186,2,4:44.0,Defensive rebound by D. Cousins,,34,45
187,2,4:34.0,D. Cousins makes 2-pt jump shot from 17 ft (assist by R. Rondo),,36,45
188,2,4:21.0,,K. Irving makes 2-pt jump shot from 5 ft,36,47
189,2,4:11.0,Turnover by W. Cauley-Stein (lost ball; steal by T. Thompson),,36,47
190,2,4:05.0,,K. Irving makes 2-pt layup from 1 ft,36,49
191,2,3:45.0,W. Cauley-Stein makes 2-pt jump shot from 13 ft (assist by R. Rondo),,38,49
192,2,3:22.0,,J. Smith misses 3-pt jump shot from 23 ft,38,49
193,2,3:22.0,Defensive rebound by R. Gay,,38,49
194,2,3:10.0,Turnover by R. Gay (traveling),,38,49
195,2,2:53.0,,Shooting foul by R. Gay (drawn by K. Love),38,49
196,2,2:53.0,,Cleveland full timeout,38,49
197,2,2:53.0,,I. Shumpert enters the game for K. Irving,38,49
198,2,2:53.0,J. Anderson enters the game for R. Gay,,38,49
199,2,2:53.0,,K. Love makes free throw 1 of 2,38,50
200,2,2:53.0,,K. Love makes free throw 2 of 2,38,51
201,2,2:39.0,Personal foul by T. Thompson (drawn by D. Cousins),,38,51
202,2,2:39.0,D. Cousins makes free throw 1 of 2,,39,51
203,2,2:39.0,,A. Varejão enters the game for T. Thompson,39,51
204,2,2:39.0,D. Cousins makes free throw 2 of 2,,40,51
205,2,2:27.0,,Shooting foul by J. Anderson (drawn by K. Love),40,51
206,2,2:27.0,,K. Love makes free throw 1 of 2,40,52
207,2,2:27.0,O. Casspi enters the game for J. Anderson,,40,52
208,2,2:27.0,,K. Love misses free throw 2 of 2,40,52
209,2,2:25.0,,Offensive rebound by A. Varejão,40,52
210,2,2:18.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),40,55
211,2,2:08.0,D. Cousins misses 2-pt jump shot from 18 ft,,40,55
212,2,2:08.0,,Defensive rebound by J. Smith,40,55
213,2,1:59.0,,Turnover by L. James (bad pass; steal by O. Casspi),40,55
214,2,1:52.0,Turnover by R. Rondo (bad pass; steal by A. Varejão),,40,55
215,2,1:48.0,,Shooting foul by D. Cousins (drawn by L. James),40,55
216,2,1:48.0,,L. James misses free throw 1 of 2,40,55
217,2,1:48.0,,Offensive rebound by Team,40,55
218,2,1:48.0,K. Koufos enters the game for D. Cousins,,40,55
219,2,1:48.0,,L. James makes free throw 2 of 2,40,56
220,2,1:32.0,Turnover by R. Rondo (bad pass; steal by L. James),,40,56
221,2,1:26.0,,L. James makes 2-pt dunk at rim,40,58
222,2,1:02.0,W. Cauley-Stein makes 2-pt jump shot from 7 ft (assist by R. Rondo),,42,58
223,2,0:56.0,,J. Smith misses 3-pt jump shot from 24 ft,42,58
224,2,0:55.0,Defensive rebound by O. Casspi,,42,58
225,2,0:42.0,O. Casspi misses 3-pt jump shot from 29 ft,,42,58
226,2,0:42.0,Offensive rebound by K. Koufos,,42,58
227,2,0:34.0,R. Rondo makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,45,58
228,2,0:09.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by L. James),45,61
229,2,0:01.0,R. Rondo misses 3-pt jump shot from 24 ft,,45,61
230,2,0:00.0,,Defensive rebound by K. Love,45,61
231,3,11:50.0,,L. James makes 2-pt jump shot from 16 ft (assist by K. Irving),45,63
232,3,11:36.0,Personal foul by K. Irving (drawn by M. Belinelli),,45,63
233,3,11:24.0,D. Cousins makes 2-pt jump shot from 6 ft (assist by R. Rondo),,47,63
234,3,11:08.0,,K. Irving misses 3-pt jump shot from 25 ft,47,63
235,3,11:07.0,,Offensive rebound by T. Thompson,47,63
236,3,10:59.0,,L. James misses 2-pt layup from 2 ft (block by D. Cousins),47,63
237,3,10:56.0,Defensive rebound by R. Gay,,47,63
238,3,10:53.0,R. Gay makes 3-pt jump shot from 25 ft (assist by R. Rondo),,50,63
239,3,10:53.0,,Cleveland full timeout,50,63
240,3,10:39.0,,K. Irving misses 2-pt jump shot from 15 ft,50,63
241,3,10:38.0,Defensive rebound by W. Cauley-Stein,,50,63
242,3,10:36.0,Turnover by W. Cauley-Stein (bad pass; steal by L. James),,50,63
243,3,10:29.0,,J. Smith misses 2-pt jump shot from 17 ft,50,63
244,3,10:28.0,,Offensive rebound by K. Irving,50,63
245,3,10:19.0,,L. James makes 3-pt jump shot from 23 ft (assist by K. Love),50,66
246,3,9:59.0,D. Cousins misses 2-pt jump shot from 16 ft,,50,66
247,3,9:59.0,,Defensive rebound by L. James,50,66
248,3,9:49.0,,L. James makes 2-pt jump shot from 16 ft,50,68
249,3,9:35.0,Personal foul by T. Thompson (drawn by D. Cousins),,50,68
250,3,9:22.0,R. Gay misses 2-pt jump shot from 15 ft,,50,68
251,3,9:22.0,,Defensive rebound by K. Love,50,68
252,3,9:14.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),50,70
253,3,8:56.0,R. Gay misses 2-pt layup from 1 ft (block by K. Irving),,50,70
254,3,8:55.0,Offensive rebound by R. Gay,,50,70
255,3,8:54.0,R. Gay misses 2-pt layup from 3 ft,,50,70
256,3,8:52.0,,Defensive rebound by T. Thompson,50,70
257,3,8:50.0,,Turnover by T. Thompson (bad pass; steal by R. Rondo),50,70
258,3,8:46.0,Offensive foul by D. Cousins (drawn by K. Love),,50,70
259,3,8:46.0,Turnover by D. Cousins (offensive foul),,50,70
260,3,8:27.0,,K. Love misses 2-pt hook shot from 6 ft,50,70
261,3,8:23.0,Defensive rebound by D. Cousins,,50,70
262,3,8:17.0,D. Cousins misses 2-pt jump shot from 8 ft,,50,70
263,3,8:15.0,,Defensive rebound by T. Thompson,50,70
264,3,8:04.0,,L. James misses 2-pt jump shot from 18 ft,50,70
265,3,8:01.0,Defensive rebound by R. Rondo,,50,70
266,3,7:57.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),,52,70
267,3,7:28.0,,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),52,73
268,3,7:08.0,R. Gay makes 2-pt jump shot from 6 ft (assist by D. Cousins),,54,73
269,3,6:58.0,,Personal foul by R. Gay (drawn by L. James),54,73
270,3,6:45.0,,K. Love misses 2-pt hook shot from 6 ft,54,73
271,3,6:43.0,Defensive rebound by D. Cousins,,54,73
272,3,6:35.0,R. Gay makes 3-pt jump shot from 26 ft (assist by R. Rondo),,57,73
273,3,6:21.0,,K. Irving makes 2-pt jump shot from 17 ft,57,75
274,3,6:13.0,Turnover by R. Gay (bad pass; steal by J. Smith),,57,75
275,3,6:07.0,,J. Smith misses 3-pt jump shot from 25 ft,57,75
276,3,6:06.0,,Offensive rebound by K. Irving,57,75
277,3,6:00.0,,K. Irving makes 3-pt jump shot from 22 ft,57,78
278,3,5:52.0,R. Rondo misses 2-pt layup at rim,,57,78
279,3,5:50.0,,Defensive rebound by T. Thompson,57,78
280,3,5:43.0,,K. Love misses 3-pt jump shot from 24 ft,57,78
281,3,5:42.0,,Offensive rebound by T. Thompson,57,78
282,3,5:38.0,,T. Thompson misses 2-pt jump shot from 9 ft,57,78
283,3,5:38.0,Defensive rebound by D. Cousins,,57,78
284,3,5:31.0,,Violation by J. Smith (kicked ball),57,78
285,3,5:31.0,O. Casspi enters the game for R. Gay,,57,78
286,3,5:31.0,K. Koufos enters the game for W. Cauley-Stein,,57,78
287,3,5:21.0,Turnover by D. Cousins (traveling),,57,78
288,3,5:21.0,Violation by Team (delay of game),,57,78
289,3,5:05.0,,Turnover by L. James (bad pass; steal by O. Casspi),57,78
290,3,4:50.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Cousins),,60,78
291,3,4:40.0,,K. Irving misses 3-pt jump shot from 24 ft,60,78
292,3,4:40.0,,Offensive rebound by T. Thompson,60,78
293,3,4:40.0,,Personal foul by K. Koufos (drawn by T. Thompson),60,78
294,3,4:40.0,D. Collison enters the game for M. Belinelli,,60,78
295,3,4:40.0,,A. Varejão enters the game for K. Love,60,78
296,3,4:23.0,,A. Varejão misses 2-pt jump shot from 10 ft,60,78
297,3,4:22.0,Defensive rebound by D. Cousins,,60,78
298,3,4:19.0,Shooting foul by K. Irving (drawn by R. Rondo),,60,78
299,3,4:19.0,R. Rondo makes free throw 1 of 2,,61,78
300,3,4:19.0,R. Rondo misses free throw 2 of 2,,61,78
301,3,4:17.0,,Defensive rebound by A. Varejão,61,78
302,3,4:00.0,,L. James makes 2-pt jump shot from 21 ft (assist by J. Smith),61,80
303,3,3:47.0,R. Rondo misses 3-pt jump shot from 24 ft,,61,80
304,3,3:47.0,,Defensive rebound by L. James,61,80
305,3,3:37.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),61,83
306,3,3:37.0,Sacramento full timeout,,61,83
307,3,3:37.0,W. Cauley-Stein enters the game for D. Cousins,,61,83
308,3,3:37.0,,M. Williams enters the game for K. Irving,61,83
309,3,3:32.0,Personal foul by J. Smith (drawn by O. Casspi),,61,83
310,3,3:22.0,D. Collison misses 2-pt jump shot from 21 ft,,61,83
311,3,3:21.0,,Defensive rebound by J. Smith,61,83
312,3,3:12.0,,L. James makes 2-pt jump shot from 20 ft,61,85
313,3,2:56.0,O. Casspi makes 3-pt jump shot from 26 ft (assist by R. Rondo),,64,85
314,3,2:36.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),64,88
315,3,2:18.0,O. Casspi misses 3-pt jump shot from 24 ft,,64,88
316,3,2:16.0,Offensive rebound by K. Koufos,,64,88
317,3,2:09.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),,66,88
318,3,1:47.0,,L. James misses 3-pt jump shot from 24 ft,66,88
319,3,1:47.0,Defensive rebound by K. Koufos,,66,88
320,3,1:41.0,Turnover by R. Rondo (traveling),,66,88
321,3,1:41.0,J. Anderson enters the game for R. Rondo,,66,88
322,3,1:41.0,,T. Mozgov enters the game for T. Thompson,66,88
323,3,1:41.0,,I. Shumpert enters the game for J. Smith,66,88
324,3,1:33.0,,Shooting foul by W. Cauley-Stein (drawn by A. Varejão),66,88
325,3,1:33.0,,A. Varejão misses free throw 1 of 2,66,88
326,3,1:33.0,,Offensive rebound by Team,66,88
327,3,1:33.0,,A. Varejão makes free throw 2 of 2,66,89
328,3,1:13.0,J. Anderson misses 3-pt jump shot from 25 ft,,66,89
329,3,1:13.0,,Defensive rebound by L. James,66,89
330,3,1:04.0,,M. Williams misses 3-pt jump shot from 23 ft,66,89
331,3,1:04.0,Defensive rebound by K. Koufos,,66,89
332,3,1:00.0,K. Koufos makes 2-pt layup at rim (assist by W. Cauley-Stein),,68,89
333,3,0:39.0,,L. James misses 2-pt jump shot from 18 ft,68,89
334,3,0:37.0,Defensive rebound by O. Casspi,,68,89
335,3,0:34.0,,Violation by T. Mozgov (def goaltending),68,89
336,3,0:34.0,D. Collison makes 2-pt layup from 2 ft,,70,89
337,3,0:18.0,,Personal foul by K. Koufos (drawn by M. Williams),70,89
338,3,0:18.0,,M. Williams makes free throw 1 of 2,70,90
339,3,0:18.0,,M. Williams makes free throw 2 of 2,70,91
340,3,0:00.0,D. Collison misses 3-pt jump shot from 25 ft,,70,91
341,3,0:00.0,Offensive rebound by Team,,70,91
342,4,11:41.0,R. Gay misses 3-pt jump shot from 26 ft,,70,91
343,4,11:40.0,,Defensive rebound by T. Mozgov,70,91
344,4,11:28.0,,Personal foul by R. Gay (drawn by I. Shumpert),70,91
345,4,11:15.0,,A. Varejão makes 2-pt layup from 1 ft (assist by I. Shumpert),70,93
346,4,11:01.0,D. Collison makes 3-pt jump shot from 25 ft,,73,93
347,4,10:47.0,,M. Williams misses 2-pt jump shot from 17 ft,73,93
348,4,10:46.0,Defensive rebound by K. Koufos,,73,93
349,4,10:32.0,Personal block foul by A. Varejão (drawn by D. Cousins),,73,93
350,4,10:30.0,Shooting foul by M. Williams (drawn by D. Collison),,73,93
351,4,10:30.0,D. Collison makes free throw 1 of 2,,74,93
352,4,10:30.0,,K. Irving enters the game for M. Williams,74,93
353,4,10:30.0,,K. Love enters the game for A. Varejão,74,93
354,4,10:30.0,D. Collison makes free throw 2 of 2,,75,93
355,4,10:17.0,,K. Love makes 3-pt jump shot from 22 ft (assist by K. Irving),75,96
356,4,10:07.0,Turnover by R. Gay (lost ball; steal by R. Jefferson),,75,96
357,4,9:59.0,,I. Shumpert makes 2-pt dunk at rim (assist by K. Irving),75,98
358,4,9:53.0,Personal foul by K. Love (drawn by O. Casspi),,75,98
359,4,9:38.0,D. Cousins makes 2-pt jump shot from 6 ft,,77,98
360,4,9:20.0,,I. Shumpert misses 2-pt jump shot from 18 ft,77,98
361,4,9:20.0,Defensive rebound by O. Casspi,,77,98
362,4,9:17.0,Shooting foul by I. Shumpert (drawn by D. Collison),,77,98
363,4,9:17.0,D. Collison makes free throw 1 of 2,,78,98
364,4,9:17.0,R. Rondo enters the game for K. Koufos,,78,98
365,4,9:17.0,D. Collison makes free throw 2 of 2,,79,98
366,4,9:05.0,,K. Irving misses 2-pt jump shot from 3 ft,79,98
367,4,9:04.0,Defensive rebound by R. Gay,,79,98
368,4,9:01.0,O. Casspi makes 2-pt dunk at rim (assist by D. Collison),,81,98
369,4,9:01.0,,Cleveland full timeout,81,98
370,4,8:40.0,,K. Love misses 3-pt jump shot from 25 ft,81,98
371,4,8:38.0,Defensive rebound by O. Casspi,,81,98
372,4,8:27.0,D. Cousins misses 2-pt jump shot from 6 ft,,81,98
373,4,8:25.0,,Defensive rebound by I. Shumpert,81,98
374,4,8:08.0,,R. Jefferson makes 3-pt jump shot from 22 ft (assist by K. Irving),81,101
375,4,7:59.0,Shooting foul by K. Irving (drawn by R. Rondo),,81,101
376,4,7:59.0,R. Rondo misses free throw 1 of 2,,81,101
377,4,7:59.0,Offensive rebound by Team,,81,101
378,4,7:59.0,R. Rondo makes free throw 2 of 2,,82,101
379,4,7:44.0,,I. Shumpert misses 2-pt layup at rim,82,101
380,4,7:44.0,,Offensive rebound by Team,82,101
381,4,7:39.0,,K. Irving makes 3-pt jump shot from 23 ft,82,104
382,4,7:39.0,,Shooting foul by R. Rondo (drawn by K. Irving),82,104
383,4,7:39.0,,K. Irving makes free throw 1 of 1,82,105
384,4,7:28.0,Personal foul by I. Shumpert (drawn by D. Cousins),,82,105
385,4,7:28.0,D. Cousins misses free throw 1 of 2,,82,105
386,4,7:28.0,Offensive rebound by Team,,82,105
