,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA LAKERS_ACTION,CHARLOTTE_SCORE,LA LAKERS_SCORE
381,4,9:11.0,Defensive rebound by T. Daniels,,88,64
382,4,8:54.0,P. Hairston misses 2-pt layup at rim,,88,64
383,4,8:52.0,,Defensive rebound by N. Young,88,64
384,4,8:48.0,,N. Young misses 3-pt jump shot from 24 ft,88,64
385,4,8:45.0,Defensive rebound by F. Kaminsky,,88,64
386,4,8:38.0,P. Hairston makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,91,64
387,4,8:27.0,,Def 3 sec tech foul by F. Kaminsky,91,64
388,4,8:27.0,Official timeout,,91,64
389,4,8:27.0,,J. Clarkson makes technical free throw,91,65
390,4,8:17.0,,Shooting foul by T. Hansbrough (drawn by B. Bass),91,65
391,4,8:17.0,,B. Bass makes free throw 1 of 2,91,66
392,4,8:17.0,,B. Bass makes free throw 2 of 2,91,67
393,4,7:58.0,F. Kaminsky makes 2-pt layup at rim,,93,67
394,4,7:38.0,,J. Clarkson misses 2-pt jump shot from 3 ft,93,67
395,4,7:38.0,,Offensive rebound by Team,93,67
396,4,7:22.0,,J. Randle makes 2-pt layup from 1 ft (assist by N. Young),93,69
397,4,7:04.0,F. Kaminsky misses 2-pt layup at rim (block by B. Bass),,93,69
398,4,7:04.0,Offensive rebound by Team,,93,69
399,4,7:04.0,,M. Huertas enters the game for J. Clarkson,93,69
400,4,6:57.0,P. Hairston misses 3-pt jump shot from 27 ft,,93,69
401,4,6:56.0,,Defensive rebound by J. Randle,93,69
402,4,6:46.0,,D. Russell makes 2-pt jump shot from 19 ft,93,71
403,4,6:46.0,Charlotte full timeout,,93,71
404,4,6:46.0,,R. Sacre enters the game for B. Bass,93,71
405,4,6:46.0,S. Hawes enters the game for T. Daniels,,93,71
406,4,6:46.0,K. Walker enters the game for P. Hairston,,93,71
407,4,6:46.0,M. Williams enters the game for F. Kaminsky,,93,71
408,4,6:46.0,M. Kidd-Gilchrist enters the game for T. Hansbrough,,93,71
409,4,6:24.0,S. Hawes misses 2-pt jump shot from 3 ft,,93,71
410,4,6:17.0,,Defensive rebound by M. Huertas,93,71
411,4,6:00.0,,N. Young misses 2-pt jump shot from 12 ft,93,71
412,4,5:58.0,,Offensive rebound by Team,93,71
413,4,5:53.0,,Turnover by M. Huertas (bad pass; steal by S. Hawes),93,71
414,4,5:47.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by K. Walker),,95,71
415,4,5:27.0,,J. Randle makes 2-pt layup from 1 ft,95,73
416,4,5:12.0,M. Williams makes 2-pt layup from 2 ft (assist by K. Walker),,97,73
417,4,4:57.0,,D. Russell misses 3-pt jump shot from 25 ft,97,73
418,4,4:55.0,Defensive rebound by B. Roberts,,97,73
419,4,4:46.0,K. Walker misses 3-pt jump shot from 24 ft,,97,73
420,4,4:43.0,,Defensive rebound by J. Randle,97,73
421,4,4:31.0,,R. Sacre makes 2-pt jump shot from 13 ft (assist by M. Huertas),97,75
422,4,4:12.0,K. Walker misses 2-pt jump shot from 8 ft (block by D. Russell),,97,75
423,4,4:11.0,,Defensive rebound by J. Randle,97,75
424,4,3:52.0,,M. Huertas misses 2-pt jump shot from 17 ft,97,75
425,4,3:51.0,Defensive rebound by M. Williams,,97,75
426,4,3:30.0,M. Kidd-Gilchrist makes 2-pt hook shot from 2 ft (assist by S. Hawes),,99,75
427,4,3:14.0,,N. Young misses 3-pt jump shot from 24 ft,99,75
428,4,3:12.0,Defensive rebound by S. Hawes,,99,75
429,4,3:03.0,B. Roberts misses 2-pt layup from 2 ft (block by R. Sacre),,99,75
430,4,3:03.0,Offensive rebound by Team,,99,75
431,4,3:03.0,P. Hairston enters the game for K. Walker,,99,75
432,4,3:03.0,A. Harrison enters the game for M. Kidd-Gilchrist,,99,75
433,4,2:55.0,B. Roberts makes 2-pt jump shot from 8 ft,,101,75
434,4,2:38.0,,J. Randle misses 2-pt layup from 1 ft (block by M. Williams),101,75
435,4,2:38.0,,Offensive rebound by Team,101,75
436,4,2:38.0,,LA Lakers full timeout,101,75
437,4,2:38.0,T. Hansbrough enters the game for S. Hawes,,101,75
438,4,2:21.0,P. Hairston misses 2-pt jump shot from 19 ft,,101,75
439,4,2:20.0,,Defensive rebound by D. Russell,101,75
440,4,2:16.0,,Personal take foul by B. Roberts (drawn by D. Russell),101,75
441,4,2:16.0,F. Kaminsky enters the game for M. Williams,,101,75
442,4,2:02.0,,Turnover by J. Randle (lost ball; steal by A. Harrison),101,75
443,4,2:01.0,Personal take foul by M. Huertas (drawn by P. Hairston),,101,75
444,4,1:50.0,A. Harrison misses 2-pt jump shot from 19 ft,,101,75
445,4,1:49.0,,Defensive rebound by R. Sacre,101,75
446,4,1:40.0,,Shooting foul by A. Harrison (drawn by D. Russell),101,75
447,4,1:40.0,,D. Russell misses free throw 1 of 3,101,75
448,4,1:40.0,,Offensive rebound by Team,101,75
449,4,1:40.0,,D. Russell makes free throw 2 of 3,101,76
450,4,1:40.0,,D. Russell makes free throw 3 of 3,101,77
451,4,1:26.0,A. Harrison misses 2-pt jump shot from 3 ft,,101,77
452,4,1:25.0,,Defensive rebound by J. Randle,101,77
453,4,1:18.0,,D. Russell misses 3-pt jump shot from 25 ft,101,77
454,4,1:16.0,Defensive rebound by B. Roberts,,101,77
455,4,1:05.0,T. Hansbrough misses 2-pt jump shot from 16 ft,,101,77
456,4,1:04.0,,Defensive rebound by J. Randle,101,77
457,4,0:59.0,,J. Randle makes 2-pt layup from 1 ft,101,79
458,4,0:43.0,B. Roberts misses 2-pt jump shot from 20 ft,,101,79
459,4,0:42.0,,Defensive rebound by D. Russell,101,79
460,4,0:33.0,,M. Huertas makes 3-pt jump shot from 25 ft (assist by J. Randle),101,82
461,4,0:13.0,B. Roberts misses 2-pt layup from 2 ft,,101,82
462,4,0:10.0,,Defensive rebound by R. Sacre,101,82
463,4,0:07.0,,M. Huertas misses 3-pt jump shot from 24 ft,101,82
464,4,0:05.0,Defensive rebound by P. Hairston,,101,82
