,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DALLAS_ACTION,CHARLOTTE_SCORE,DALLAS_SCORE
43,1,5:38.0,,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by D. Williams),11,13
44,1,5:24.0,A. Jefferson makes 2-pt layup from 1 ft (assist by M. Williams),,13,13
45,1,5:24.0,Shooting foul by R. Felton (drawn by A. Jefferson),,13,13
46,1,5:24.0,C. Zeller enters the game for M. Williams,,13,13
47,1,5:24.0,,C. Villanueva enters the game for D. Nowitzki,13,13
48,1,5:24.0,,J. Evans enters the game for W. Matthews,13,13
49,1,5:24.0,A. Jefferson makes free throw 1 of 1,,14,13
50,1,5:17.0,,Turnover by C. Villanueva (lost ball; steal by C. Zeller),14,13
51,1,5:05.0,Shooting foul by D. Williams (drawn by K. Walker),,14,13
52,1,5:05.0,K. Walker misses free throw 1 of 2,,14,13
53,1,5:05.0,Offensive rebound by Team,,14,13
54,1,5:05.0,K. Walker makes free throw 2 of 2,,15,13
55,1,4:53.0,,C. Villanueva misses 2-pt jump shot from 12 ft,15,13
56,1,4:52.0,,Offensive rebound by Team,15,13
57,1,4:52.0,,Dallas full timeout,15,13
58,1,4:42.0,,D. Williams misses 3-pt jump shot from 26 ft,15,13
59,1,4:41.0,Defensive rebound by C. Zeller,,15,13
60,1,4:24.0,A. Jefferson makes 2-pt hook shot from 10 ft (assist by K. Walker),,17,13
61,1,4:13.0,,R. Felton makes 3-pt jump shot from 24 ft (assist by D. Williams),17,16
62,1,3:51.0,P. Hairston makes 2-pt jump shot from 19 ft (assist by K. Walker),,19,16
63,1,3:32.0,,C. Villanueva makes 2-pt jump shot from 9 ft,19,18
64,1,3:16.0,C. Zeller makes 2-pt layup at rim,,21,18
65,1,3:05.0,,C. Villanueva misses 3-pt jump shot from 25 ft,21,18
66,1,3:04.0,Defensive rebound by P. Hairston,,21,18
67,1,2:53.0,K. Walker misses 3-pt jump shot from 23 ft,,21,18
68,1,2:52.0,,Defensive rebound by C. Villanueva,21,18
69,1,2:41.0,,Personal foul by A. Jefferson (drawn by Z. Pachulia),21,18
70,1,2:41.0,,J. Barea enters the game for Z. Pachulia,21,18
71,1,2:41.0,,D. Harris enters the game for R. Felton,21,18
72,1,2:41.0,,D. Powell enters the game for D. Williams,21,18
73,1,2:41.0,J. Lin enters the game for P. Hairston,,21,18
74,1,2:41.0,S. Hawes enters the game for A. Jefferson,,21,18
75,1,2:41.0,J. Lamb enters the game for K. Walker,,21,18
76,1,2:31.0,,J. Barea makes 2-pt jump shot from 6 ft,21,20
77,1,2:13.0,N. Batum makes 2-pt jump shot from 20 ft,,23,20
78,1,1:49.0,,Shooting foul by C. Zeller (drawn by D. Powell),23,20
79,1,1:49.0,,D. Powell makes free throw 1 of 2,23,21
80,1,1:49.0,,D. Powell misses free throw 2 of 2,23,21
81,1,1:48.0,Defensive rebound by N. Batum,,23,21
82,1,1:36.0,N. Batum misses 3-pt jump shot from 23 ft,,23,21
83,1,1:35.0,,Defensive rebound by C. Villanueva,23,21
84,1,1:25.0,,D. Powell misses 2-pt jump shot from 5 ft,23,21
85,1,1:24.0,Defensive rebound by N. Batum,,23,21
86,1,1:13.0,N. Batum makes 2-pt layup from 1 ft,,25,21
87,1,1:00.0,,Turnover by D. Harris (bad pass; steal by N. Batum),25,21
88,1,0:51.0,C. Zeller misses 2-pt jump shot from 10 ft,,25,21
89,1,0:50.0,,Defensive rebound by C. Villanueva,25,21
90,1,0:31.0,,D. Powell makes 2-pt jump shot from 17 ft (assist by J. Barea),25,23
91,1,0:15.0,J. Lin makes 2-pt jump shot from 14 ft,,27,23
92,1,0:05.0,,D. Powell misses 2-pt jump shot from 4 ft (block by S. Hawes),27,23
93,1,0:03.0,Defensive rebound by N. Batum,,27,23
94,1,0:01.0,S. Hawes misses 3-pt jump shot from 33 ft,,27,23
95,1,0:00.0,Offensive rebound by Team,,27,23
96,2,11:47.0,J. Lamb makes 2-pt jump shot from 9 ft (assist by S. Hawes),,29,23
97,2,11:30.0,,D. Nowitzki makes 2-pt jump shot from 15 ft,29,25
98,2,11:19.0,J. Lamb makes 2-pt jump shot from 13 ft,,31,25
99,2,11:06.0,,Turnover by J. Barea (lost ball; steal by J. Lin),31,25
100,2,11:03.0,J. Lin makes 2-pt layup from 2 ft,,33,25
101,2,10:48.0,,Personal foul by C. Zeller (drawn by D. Nowitzki),33,25
102,2,10:40.0,,Turnover by D. Harris (bad pass),33,25
103,2,10:27.0,Turnover by M. Williams (lost ball; steal by W. Matthews),,33,25
104,2,10:22.0,,W. Matthews misses 2-pt layup from 2 ft,33,25
105,2,10:21.0,Defensive rebound by S. Hawes,,33,25
106,2,10:14.0,J. Lin misses 3-pt jump shot from 25 ft,,33,25
107,2,10:13.0,,Defensive rebound by D. Powell,33,25
108,2,10:01.0,,J. Barea makes 3-pt jump shot from 24 ft,33,28
109,2,9:46.0,C. Zeller makes 2-pt dunk at rim (assist by J. Lin),,35,28
110,2,9:28.0,,D. Nowitzki misses 2-pt jump shot from 9 ft,35,28
111,2,9:27.0,,Offensive rebound by D. Powell,35,28
112,2,9:26.0,,Shooting foul by S. Hawes (drawn by D. Powell),35,28
113,2,9:26.0,,D. Powell makes free throw 1 of 2,35,29
114,2,9:26.0,B. Roberts enters the game for C. Zeller,,35,29
115,2,9:26.0,,D. Powell misses free throw 2 of 2,35,29
116,2,9:25.0,Defensive rebound by M. Williams,,35,29
117,2,9:01.0,S. Hawes misses 3-pt jump shot from 23 ft,,35,29
118,2,9:00.0,Offensive rebound by M. Williams,,35,29
119,2,8:56.0,J. Lin misses 3-pt jump shot from 23 ft,,35,29
120,2,8:54.0,Offensive rebound by J. Lamb,,35,29
121,2,8:54.0,J. Lamb makes 2-pt layup at rim,,37,29
122,2,8:36.0,,J. Barea misses 3-pt jump shot from 24 ft,37,29
123,2,8:35.0,Defensive rebound by M. Williams,,37,29
124,2,8:28.0,M. Williams makes 2-pt layup at rim,,39,29
125,2,8:27.0,,Dallas full timeout,39,29
126,2,8:15.0,,D. Powell makes 2-pt dunk at rim (assist by D. Harris),39,31
127,2,7:57.0,Shooting foul by D. Powell (drawn by M. Williams),,39,31
128,2,7:57.0,M. Williams misses free throw 1 of 3,,39,31
129,2,7:57.0,Offensive rebound by Team,,39,31
130,2,7:57.0,M. Williams makes free throw 2 of 3,,40,31
131,2,7:57.0,M. Williams makes free throw 3 of 3,,41,31
132,2,7:39.0,,W. Matthews makes 3-pt jump shot from 24 ft,41,34
133,2,7:29.0,Offensive foul by J. Lin (drawn by J. Barea),,41,34
134,2,7:29.0,Turnover by J. Lin (offensive foul),,41,34
135,2,7:18.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),41,36
136,2,7:04.0,J. Lamb misses 2-pt jump shot from 7 ft (block by D. Powell),,41,36
137,2,7:02.0,,Defensive rebound by D. Nowitzki,41,36
138,2,6:57.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,41,36
139,2,6:56.0,Defensive rebound by B. Roberts,,41,36
140,2,6:44.0,S. Hawes misses 2-pt hook shot from 7 ft,,41,36
141,2,6:43.0,,Defensive rebound by D. Powell,41,36
142,2,6:38.0,,D. Harris misses 2-pt jump shot from 3 ft,41,36
143,2,6:37.0,Defensive rebound by M. Williams,,41,36
144,2,6:29.0,J. Lamb misses 3-pt jump shot from 25 ft,,41,36
145,2,6:28.0,,Defensive rebound by D. Powell,41,36
146,2,6:15.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),41,38
147,2,6:03.0,Charlotte full timeout,,41,38
148,2,6:03.0,,R. Felton enters the game for D. Nowitzki,41,38
149,2,6:03.0,,Z. Pachulia enters the game for J. Barea,41,38
150,2,6:03.0,,D. Williams enters the game for D. Harris,41,38
151,2,6:03.0,N. Batum enters the game for S. Hawes,,41,38
152,2,6:03.0,A. Jefferson enters the game for J. Lamb,,41,38
153,2,6:03.0,K. Walker enters the game for B. Roberts,,41,38
154,2,5:48.0,A. Jefferson misses 2-pt jump shot from 9 ft,,41,38
155,2,5:47.0,,Defensive rebound by D. Williams,41,38
156,2,5:35.0,,Offensive foul by Z. Pachulia (drawn by K. Walker),41,38
157,2,5:35.0,,Turnover by Z. Pachulia (offensive foul),41,38
158,2,5:26.0,K. Walker makes 2-pt layup from 1 ft,,43,38
159,2,5:12.0,,W. Matthews makes 3-pt jump shot from 22 ft,43,41
160,2,4:49.0,N. Batum misses 3-pt jump shot from 26 ft,,43,41
161,2,4:47.0,,Defensive rebound by Z. Pachulia,43,41
162,2,4:43.0,,Personal foul by J. Lin (drawn by W. Matthews),43,41
163,2,4:43.0,P. Hairston enters the game for J. Lin,,43,41
164,2,4:27.0,,W. Matthews misses 3-pt jump shot from 23 ft,43,41
165,2,4:25.0,,Offensive rebound by Team,43,41
166,2,4:18.0,,D. Powell misses 2-pt jump shot from 19 ft,43,41
167,2,4:17.0,Defensive rebound by A. Jefferson,,43,41
168,2,3:56.0,A. Jefferson makes 2-pt jump shot from 14 ft,,45,41
169,2,3:46.0,,W. Matthews misses 2-pt jump shot from 22 ft,45,41
170,2,3:45.0,,Offensive rebound by D. Powell,45,41
171,2,3:45.0,,D. Powell makes 2-pt layup at rim,45,43
172,2,3:22.0,P. Hairston misses 3-pt jump shot from 25 ft,,45,43
173,2,3:22.0,,Defensive rebound by Team,45,43
174,2,3:22.0,,D. Harris enters the game for W. Matthews,45,43
175,2,3:13.0,,Shooting foul by P. Hairston (drawn by Z. Pachulia),45,43
176,2,3:13.0,,Z. Pachulia makes free throw 1 of 2,45,44
177,2,3:13.0,,Z. Pachulia makes free throw 2 of 2,45,45
178,2,2:53.0,K. Walker misses 3-pt jump shot from 23 ft,,45,45
179,2,2:52.0,,Defensive rebound by Z. Pachulia,45,45
180,2,2:41.0,,R. Felton makes 2-pt jump shot from 18 ft,45,47
181,2,2:24.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,48,47
182,2,2:05.0,,Turnover by Z. Pachulia (bad pass),48,47
183,2,2:05.0,Official timeout,,48,47
184,2,2:05.0,,D. Nowitzki enters the game for D. Powell,48,47
185,2,2:05.0,F. Kaminsky enters the game for M. Williams,,48,47
186,2,2:05.0,S. Hawes enters the game for A. Jefferson,,48,47
187,2,1:44.0,S. Hawes misses 2-pt jump shot from 18 ft,,48,47
188,2,1:42.0,,Defensive rebound by D. Nowitzki,48,47
189,2,1:32.0,,Personal foul by F. Kaminsky (drawn by D. Nowitzki),48,47
190,2,1:32.0,,D. Nowitzki makes free throw 1 of 2,48,48
191,2,1:32.0,,D. Nowitzki makes free throw 2 of 2,48,49
192,2,1:13.0,Shooting foul by R. Felton (drawn by K. Walker),,48,49
193,2,1:13.0,K. Walker makes free throw 1 of 2,,49,49
194,2,1:13.0,,W. Matthews enters the game for D. Harris,49,49
195,2,1:13.0,K. Walker makes free throw 2 of 2,,50,49
196,2,1:01.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,50,49
197,2,1:00.0,Defensive rebound by Team,,50,49
198,2,0:47.0,P. Hairston makes 2-pt jump shot from 5 ft (assist by N. Batum),,52,49
199,2,0:39.0,,Personal foul by P. Hairston (drawn by Z. Pachulia),52,49
200,2,0:39.0,,Z. Pachulia makes free throw 1 of 2,52,50
201,2,0:39.0,,Z. Pachulia makes free throw 2 of 2,52,51
202,2,0:30.0,Personal foul by W. Matthews (drawn by N. Batum),,52,51
203,2,0:30.0,N. Batum makes free throw 1 of 2,,53,51
204,2,0:30.0,N. Batum makes free throw 2 of 2,,54,51
205,2,0:22.0,,Personal foul by P. Hairston (drawn by W. Matthews),54,51
206,2,0:22.0,,W. Matthews makes free throw 1 of 2,54,52
207,2,0:22.0,J. Lin enters the game for P. Hairston,,54,52
208,2,0:22.0,,J. Evans enters the game for D. Nowitzki,54,52
209,2,0:22.0,,W. Matthews makes free throw 2 of 2,54,53
210,2,0:04.0,K. Walker misses 2-pt layup from 1 ft,,54,53
211,2,0:03.0,,Defensive rebound by Z. Pachulia,54,53
212,2,0:00.0,,W. Matthews misses 3-pt jump shot from 29 ft (block by J. Lin),54,53
213,2,0:00.0,,Offensive rebound by Team,54,53
214,3,11:50.0,A. Jefferson makes 2-pt layup from 2 ft (assist by N. Batum),,56,53
215,3,11:32.0,,Shooting foul by M. Williams (drawn by D. Nowitzki),56,53
216,3,11:32.0,,D. Nowitzki makes free throw 1 of 2,56,54
217,3,11:32.0,,D. Nowitzki makes free throw 2 of 2,56,55
218,3,11:15.0,M. Williams makes 2-pt jump shot from 20 ft,,58,55
219,3,10:55.0,,C. Parsons makes 2-pt jump shot from 21 ft (assist by Z. Pachulia),58,57
220,3,10:40.0,A. Jefferson makes 2-pt jump shot from 5 ft,,60,57
221,3,10:28.0,,W. Matthews misses 3-pt jump shot from 24 ft,60,57
222,3,10:26.0,Defensive rebound by A. Jefferson,,60,57
223,3,10:17.0,K. Walker makes 2-pt jump shot from 8 ft,,62,57
224,3,10:02.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,62,57
225,3,10:01.0,Defensive rebound by A. Jefferson,,62,57
226,3,9:51.0,M. Williams misses 2-pt jump shot from 6 ft,,62,57
227,3,9:49.0,,Defensive rebound by D. Nowitzki,62,57
228,3,9:41.0,,D. Williams misses 3-pt jump shot from 24 ft,62,57
229,3,9:40.0,Defensive rebound by N. Batum,,62,57
230,3,9:23.0,N. Batum misses 3-pt jump shot from 24 ft,,62,57
231,3,9:22.0,,Defensive rebound by Z. Pachulia,62,57
232,3,9:14.0,,D. Williams makes 2-pt jump shot from 4 ft,62,59
233,3,8:58.0,Turnover by K. Walker (lost ball; steal by D. Williams),,62,59
234,3,8:53.0,,C. Parsons misses 2-pt layup from 2 ft (block by M. Williams),62,59
235,3,8:51.0,,Offensive rebound by D. Nowitzki,62,59
236,3,8:48.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,62,59
237,3,8:47.0,Defensive rebound by M. Williams,,62,59
238,3,8:36.0,K. Walker misses 2-pt jump shot from 11 ft,,62,59
239,3,8:35.0,,Defensive rebound by D. Nowitzki,62,59
240,3,8:26.0,,C. Parsons misses 3-pt jump shot from 23 ft,62,59
241,3,8:25.0,Defensive rebound by M. Williams,,62,59
242,3,8:03.0,A. Jefferson makes 2-pt hook shot from 12 ft,,64,59
243,3,8:02.0,,Dallas full timeout,64,59
244,3,8:02.0,,R. Felton enters the game for W. Matthews,64,59
245,3,7:49.0,,Personal foul by P. Hairston (drawn by C. Parsons),64,59
246,3,7:38.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,64,59
247,3,7:36.0,Defensive rebound by P. Hairston,,64,59
248,3,7:13.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,67,59
249,3,6:48.0,,D. Williams misses 2-pt jump shot from 13 ft,67,59
250,3,6:48.0,,Offensive rebound by Z. Pachulia,67,59
251,3,6:48.0,Loose ball foul by N. Batum (drawn by Z. Pachulia),,67,59
252,3,6:37.0,,R. Felton misses 2-pt jump shot from 22 ft,67,59
253,3,6:36.0,Defensive rebound by P. Hairston,,67,59
254,3,6:20.0,P. Hairston misses 2-pt jump shot from 3 ft,,67,59
255,3,6:20.0,,Defensive rebound by D. Williams,67,59
256,3,6:10.0,,D. Williams misses 2-pt jump shot from 15 ft,67,59
257,3,6:09.0,Defensive rebound by A. Jefferson,,67,59
258,3,6:02.0,K. Walker makes 2-pt layup from 1 ft,,69,59
259,3,5:46.0,,C. Parsons misses 3-pt jump shot from 24 ft,69,59
260,3,5:45.0,Defensive rebound by K. Walker,,69,59
261,3,5:35.0,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),,71,59
262,3,5:34.0,,Dallas full timeout,71,59
263,3,5:34.0,,J. Barea enters the game for D. Nowitzki,71,59
264,3,5:34.0,,D. Powell enters the game for R. Felton,71,59
265,3,5:34.0,,W. Matthews enters the game for D. Williams,71,59
266,3,5:34.0,,D. Harris enters the game for C. Parsons,71,59
267,3,5:34.0,C. Zeller enters the game for M. Williams,,71,59
268,3,5:09.0,,W. Matthews misses 3-pt jump shot from 25 ft,71,59
269,3,5:07.0,Defensive rebound by A. Jefferson,,71,59
270,3,4:58.0,C. Zeller misses 2-pt layup from 2 ft (block by Z. Pachulia),,71,59
271,3,4:56.0,,Defensive rebound by D. Powell,71,59
272,3,4:51.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),71,61
273,3,4:31.0,N. Batum misses 2-pt layup from 1 ft,,71,61
274,3,4:30.0,Offensive rebound by A. Jefferson,,71,61
275,3,4:30.0,A. Jefferson makes 2-pt layup at rim,,73,61
276,3,4:17.0,,Z. Pachulia makes 2-pt layup from 1 ft,73,63
277,3,4:00.0,A. Jefferson makes 2-pt layup from 1 ft (assist by N. Batum),,75,63
278,3,3:42.0,,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by J. Barea),75,65
279,3,3:27.0,Shooting foul by D. Powell (drawn by C. Zeller),,75,65
280,3,3:27.0,C. Zeller makes free throw 1 of 2,,76,65
281,3,3:27.0,S. Hawes enters the game for A. Jefferson,,76,65
282,3,3:27.0,J. Lamb enters the game for P. Hairston,,76,65
283,3,3:27.0,,C. Villanueva enters the game for Z. Pachulia,76,65
284,3,3:27.0,C. Zeller misses free throw 2 of 2,,76,65
285,3,3:26.0,,Defensive rebound by D. Harris,76,65
286,3,3:12.0,,Shooting block foul by J. Lamb (drawn by W. Matthews),76,65
287,3,3:12.0,,W. Matthews makes free throw 1 of 2,76,66
288,3,3:12.0,,W. Matthews makes free throw 2 of 2,76,67
289,3,2:59.0,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),,78,67
290,3,2:42.0,,D. Powell misses 2-pt layup from 2 ft,78,67
291,3,2:41.0,Defensive rebound by S. Hawes,,78,67
292,3,2:39.0,Turnover by S. Hawes (bad pass; steal by C. Villanueva),,78,67
293,3,2:35.0,,D. Harris misses 2-pt jump shot from 23 ft,78,67
294,3,2:33.0,,Offensive rebound by C. Villanueva,78,67
295,3,2:33.0,,Offensive foul by C. Villanueva (drawn by K. Walker),78,67
296,3,2:33.0,,Turnover by C. Villanueva (offensive foul),78,67
297,3,2:33.0,Charlotte full timeout,,78,67
298,3,2:33.0,J. Lin enters the game for K. Walker,,78,67
299,3,2:15.0,J. Lamb misses 2-pt jump shot from 15 ft,,78,67
300,3,2:14.0,,Defensive rebound by C. Villanueva,78,67
301,3,2:07.0,Violation by C. Zeller (kicked ball),,78,67
302,3,1:54.0,,J. Barea misses 2-pt jump shot from 17 ft,78,67
303,3,1:53.0,Defensive rebound by N. Batum,,78,67
304,3,1:43.0,J. Lamb misses 3-pt jump shot from 25 ft,,78,67
305,3,1:42.0,,Defensive rebound by W. Matthews,78,67
306,3,1:38.0,,Turnover by W. Matthews (bad pass),78,67
307,3,1:38.0,,C. Parsons enters the game for W. Matthews,78,67
308,3,1:26.0,J. Lin misses 2-pt jump shot from 19 ft,,78,67
309,3,1:25.0,,Defensive rebound by C. Villanueva,78,67
310,3,1:11.0,,J. Barea misses 3-pt jump shot from 24 ft,78,67
311,3,1:10.0,Defensive rebound by S. Hawes,,78,67
312,3,0:55.0,Turnover by J. Lin (lost ball; steal by D. Harris),,78,67
313,3,0:33.0,,C. Villanueva misses 3-pt jump shot from 25 ft,78,67
314,3,0:32.0,Defensive rebound by J. Lamb,,78,67
315,3,0:16.0,J. Lin misses 3-pt jump shot from 23 ft,,78,67
316,3,0:14.0,Offensive rebound by N. Batum,,78,67
317,3,0:01.0,N. Batum misses 3-pt jump shot from 25 ft,,78,67
318,3,0:00.0,,Defensive rebound by D. Powell,78,67
319,4,11:43.0,,D. Powell misses 2-pt jump shot from 16 ft,78,67
320,4,11:42.0,,Offensive rebound by C. Parsons,78,67
321,4,11:39.0,,D. Harris misses 3-pt jump shot from 24 ft,78,67
322,4,11:39.0,Defensive rebound by J. Lin,,78,67
323,4,11:22.0,J. Lamb makes 2-pt jump shot from 8 ft (assist by J. Lin),,80,67
324,4,11:05.0,,C. Villanueva misses 3-pt jump shot from 22 ft,80,67
325,4,11:03.0,Defensive rebound by C. Zeller,,80,67
326,4,10:50.0,M. Williams makes 3-pt jump shot from 23 ft (assist by S. Hawes),,83,67
327,4,10:49.0,,Dallas full timeout,83,67
328,4,10:49.0,,D. Nowitzki enters the game for C. Villanueva,83,67
329,4,10:45.0,,Personal foul by J. Lamb (drawn by D. Harris),83,67
330,4,10:37.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),83,69
331,4,10:20.0,Personal foul by D. Harris (drawn by J. Lin),,83,69
332,4,10:20.0,,D. Williams enters the game for J. Barea,83,69
333,4,10:19.0,Turnover by J. Lin (traveling),,83,69
334,4,10:05.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,83,69
335,4,10:04.0,Defensive rebound by S. Hawes,,83,69
336,4,9:46.0,J. Lamb makes 2-pt layup from 2 ft,,85,69
337,4,9:32.0,,C. Parsons misses 3-pt jump shot from 24 ft,85,69
338,4,9:31.0,Defensive rebound by C. Zeller,,85,69
339,4,9:23.0,J. Lin misses 2-pt hook shot from 4 ft,,85,69
340,4,9:23.0,,Defensive rebound by D. Powell,85,69
341,4,9:23.0,Loose ball foul by C. Zeller (drawn by D. Powell),,85,69
342,4,9:12.0,,D. Powell misses 2-pt layup from 2 ft (block by C. Zeller),85,69
343,4,9:10.0,Defensive rebound by J. Lamb,,85,69
344,4,8:59.0,Turnover by S. Hawes (bad pass; steal by D. Powell),,85,69
345,4,8:59.0,,Personal foul by S. Hawes (drawn by D. Powell),85,69
346,4,8:50.0,,Turnover by D. Harris (bad pass; steal by J. Lin),85,69
347,4,8:46.0,Flagrant foul type 1 by D. Williams (drawn by C. Zeller),,85,69
348,4,8:46.0,C. Zeller makes flagrant free throw 1 of 2,,86,69
349,4,8:46.0,C. Zeller makes flagrant free throw 2 of 2,,87,69
350,4,8:46.0,,R. Felton enters the game for D. Harris,87,69
351,4,8:46.0,,J. Barea enters the game for D. Powell,87,69
352,4,8:40.0,J. Lin makes 2-pt layup from 3 ft (assist by M. Williams),,89,69
353,4,8:40.0,Shooting foul by D. Nowitzki (drawn by J. Lin),,89,69
354,4,8:40.0,J. Lin makes free throw 1 of 1,,90,69
355,4,8:31.0,,Turnover by R. Felton (lost ball; steal by C. Zeller),90,69
356,4,8:31.0,Personal foul by R. Felton (drawn by C. Zeller),,90,69
357,4,8:19.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by S. Hawes),,93,69
358,4,8:10.0,,Shooting foul by S. Hawes (drawn by D. Nowitzki),93,69
359,4,8:10.0,,D. Nowitzki makes free throw 1 of 2,93,70
360,4,8:10.0,,D. Nowitzki makes free throw 2 of 2,93,71
361,4,8:02.0,Turnover by J. Lin (bad pass; steal by C. Parsons),,93,71
362,4,7:47.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by D. Williams),93,74
363,4,7:46.0,Charlotte full timeout,,93,74
364,4,7:46.0,A. Jefferson enters the game for S. Hawes,,93,74
365,4,7:46.0,K. Walker enters the game for J. Lin,,93,74
366,4,7:33.0,C. Zeller makes 2-pt dunk at rim (assist by K. Walker),,95,74
367,4,7:21.0,,R. Felton makes 2-pt layup at rim,95,76
368,4,7:00.0,K. Walker misses 3-pt jump shot from 24 ft,,95,76
369,4,6:59.0,Offensive rebound by J. Lamb,,95,76
370,4,6:49.0,,Offensive charge foul by A. Jefferson (drawn by D. Williams),95,76
371,4,6:49.0,Turnover by A. Jefferson (offensive foul),,95,76
372,4,6:49.0,N. Batum enters the game for C. Zeller,,95,76
373,4,6:46.0,,D. Williams makes 2-pt jump shot from 4 ft,95,78
374,4,6:46.0,,Shooting foul by K. Walker (drawn by D. Williams),95,78
375,4,6:46.0,,D. Williams makes free throw 1 of 1,95,79
376,4,6:29.0,A. Jefferson makes 2-pt hook shot from 10 ft,,97,79
377,4,6:20.0,,D. Williams makes 2-pt layup from 1 ft,97,81
378,4,5:58.0,A. Jefferson makes 2-pt layup from 1 ft,,99,81
379,4,5:51.0,,Shooting block foul by K. Walker (drawn by D. Williams),99,81
380,4,5:51.0,,D. Williams makes free throw 1 of 2,99,82
381,4,5:51.0,,W. Matthews enters the game for C. Parsons,99,82
382,4,5:51.0,,D. Williams makes free throw 2 of 2,99,83
383,4,5:33.0,A. Jefferson makes 2-pt jump shot from 13 ft,,101,83
384,4,5:22.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,101,83
385,4,5:21.0,Defensive rebound by M. Williams,,101,83
