,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,LA LAKERS_ACTION,LA CLIPPERS_SCORE,LA LAKERS_SCORE
34,1,6:28.0,Defensive rebound by B. Griffin,,17,9
35,1,6:17.0,Shooting foul by L. Williams (drawn by J. Redick),,17,9
36,1,6:17.0,J. Redick misses free throw 1 of 2,,17,9
37,1,6:17.0,Offensive rebound by Team,,17,9
38,1,6:17.0,J. Redick makes free throw 2 of 2,,18,9
39,1,6:03.0,,L. Williams makes 3-pt jump shot from 25 ft,18,12
40,1,5:40.0,J. Redick misses 3-pt jump shot from 24 ft,,18,12
41,1,5:39.0,,Defensive rebound by K. Bryant,18,12
42,1,5:31.0,,Turnover by K. Bryant (bad pass; steal by B. Griffin),18,12
43,1,5:25.0,,LA Lakers full timeout,18,12
44,1,5:25.0,,J. Randle enters the game for L. Nance,18,12
45,1,5:25.0,,D. Russell enters the game for J. Clarkson,18,12
46,1,5:15.0,Shooting foul by J. Randle (drawn by B. Griffin),,18,12
47,1,5:15.0,B. Griffin misses free throw 1 of 2,,18,12
48,1,5:15.0,Offensive rebound by Team,,18,12
49,1,5:15.0,B. Griffin makes free throw 2 of 2,,19,12
50,1,4:59.0,,D. Russell misses 2-pt jump shot from 15 ft,19,12
51,1,4:57.0,Defensive rebound by C. Paul,,19,12
52,1,4:44.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by J. Redick),,21,12
53,1,4:28.0,,J. Randle misses 2-pt jump shot from 17 ft,21,12
54,1,4:27.0,Defensive rebound by D. Jordan,,21,12
55,1,4:13.0,Turnover by B. Griffin (bad pass; steal by J. Randle),,21,12
56,1,4:07.0,,K. Bryant misses 3-pt jump shot from 24 ft,21,12
57,1,4:06.0,Defensive rebound by B. Griffin,,21,12
58,1,4:00.0,Turnover by B. Griffin (bad pass),,21,12
59,1,4:00.0,J. Crawford enters the game for J. Redick,,21,12
60,1,3:43.0,,R. Hibbert misses 2-pt hook shot from 9 ft,21,12
61,1,3:41.0,Defensive rebound by D. Jordan,,21,12
62,1,3:32.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,23,12
63,1,3:13.0,,D. Russell makes 2-pt jump shot from 16 ft,23,14
64,1,2:58.0,C. Paul makes 2-pt jump shot from 13 ft,,25,14
65,1,2:43.0,,D. Russell makes 2-pt jump shot from 14 ft,25,16
66,1,2:37.0,C. Paul makes 2-pt layup at rim,,27,16
67,1,2:16.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by L. Williams),27,19
68,1,2:11.0,LA Clippers full timeout,,27,19
69,1,2:11.0,L. Stephenson enters the game for L. Mbah a Moute,,27,19
70,1,2:11.0,C. Aldrich enters the game for D. Jordan,,27,19
71,1,2:11.0,P. Prigioni enters the game for C. Paul,,27,19
72,1,2:11.0,,N. Young enters the game for K. Bryant,27,19
73,1,2:11.0,,B. Bass enters the game for R. Hibbert,27,19
74,1,2:04.0,B. Griffin misses 2-pt hook shot from 3 ft,,27,19
75,1,2:03.0,Offensive rebound by B. Griffin,,27,19
76,1,1:56.0,J. Crawford misses 2-pt jump shot from 18 ft,,27,19
77,1,1:56.0,,Defensive rebound by J. Randle,27,19
78,1,1:44.0,,Shooting foul by J. Crawford (drawn by L. Williams),27,19
79,1,1:44.0,,L. Williams misses free throw 1 of 3,27,19
80,1,1:44.0,,Offensive rebound by Team,27,19
81,1,1:44.0,,L. Williams makes free throw 2 of 3,27,20
82,1,1:44.0,P. Pierce enters the game for B. Griffin,,27,20
83,1,1:44.0,,L. Williams makes free throw 3 of 3,27,21
84,1,1:27.0,J. Crawford makes 2-pt jump shot from 11 ft (assist by C. Aldrich),,29,21
85,1,1:11.0,,Turnover by D. Russell (bad pass; steal by P. Prigioni),29,21
86,1,1:07.0,Turnover by J. Crawford (bad pass; steal by D. Russell),,29,21
87,1,1:04.0,,Turnover by D. Russell (dbl dribble),29,21
88,1,0:50.0,P. Prigioni makes 3-pt jump shot from 25 ft,,32,21
89,1,0:40.0,,Turnover by J. Randle (traveling),32,21
90,1,0:33.0,C. Aldrich misses 2-pt hook shot from 4 ft,,32,21
91,1,0:31.0,,Defensive rebound by N. Young,32,21
92,1,0:11.0,,Shooting foul by C. Aldrich (drawn by B. Bass),32,21
93,1,0:11.0,,B. Bass misses free throw 1 of 2,32,21
94,1,0:11.0,,Offensive rebound by Team,32,21
95,1,0:11.0,,B. Bass makes free throw 2 of 2,32,22
96,1,0:10.0,Personal take foul by D. Russell (drawn by P. Prigioni),,32,22
97,1,0:03.0,P. Pierce misses 3-pt jump shot from 24 ft,,32,22
98,1,0:01.0,,Defensive rebound by N. Young,32,22
99,2,11:49.0,L. Stephenson misses 2-pt jump shot from 17 ft,,32,22
100,2,11:48.0,,Defensive rebound by D. Russell,32,22
101,2,11:33.0,,N. Young misses 2-pt jump shot from 20 ft,32,22
102,2,11:33.0,Defensive rebound by P. Prigioni,,32,22
103,2,11:19.0,J. Crawford makes 2-pt jump shot from 15 ft (assist by P. Pierce),,34,22
104,2,10:55.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Randle),34,25
105,2,10:42.0,P. Pierce misses 2-pt jump shot from 13 ft,,34,25
106,2,10:41.0,,Defensive rebound by J. Randle,34,25
107,2,10:35.0,,Personal foul by P. Prigioni (drawn by J. Clarkson),34,25
108,2,10:20.0,,Shooting foul by P. Pierce (drawn by J. Clarkson),34,25
109,2,10:20.0,,J. Clarkson misses free throw 1 of 2,34,25
110,2,10:20.0,,Offensive rebound by Team,34,25
111,2,10:20.0,,J. Clarkson makes free throw 2 of 2,34,26
112,2,10:07.0,J. Crawford misses 2-pt jump shot from 18 ft,,34,26
113,2,10:06.0,Offensive rebound by P. Prigioni,,34,26
114,2,10:00.0,P. Pierce misses 3-pt jump shot from 24 ft,,34,26
115,2,10:00.0,,Defensive rebound by B. Bass,34,26
116,2,9:54.0,,Turnover by J. Clarkson (lost ball),34,26
117,2,9:36.0,L. Stephenson misses 3-pt jump shot from 24 ft,,34,26
118,2,9:35.0,,Defensive rebound by J. Randle,34,26
119,2,9:22.0,,N. Young misses 3-pt jump shot from 22 ft,34,26
120,2,9:21.0,Defensive rebound by J. Crawford,,34,26
121,2,9:17.0,Shooting foul by B. Bass (drawn by J. Crawford),,34,26
122,2,9:17.0,J. Crawford makes free throw 1 of 2,,35,26
123,2,9:17.0,J. Crawford makes free throw 2 of 2,,36,26
124,2,9:02.0,,D. Russell makes 2-pt jump shot from 20 ft,36,28
125,2,8:43.0,C. Aldrich misses 2-pt layup from 2 ft,,36,28
126,2,8:42.0,,Defensive rebound by D. Russell,36,28
127,2,8:25.0,,J. Randle misses 2-pt jump shot from 9 ft,36,28
128,2,8:25.0,,Offensive rebound by Team,36,28
129,2,8:25.0,Official timeout,,36,28
130,2,8:25.0,,K. Bryant enters the game for N. Young,36,28
131,2,8:15.0,,J. Clarkson misses 3-pt jump shot from 28 ft,36,28
132,2,8:14.0,Defensive rebound by P. Prigioni,,36,28
133,2,7:55.0,J. Crawford makes 2-pt jump shot from 13 ft (assist by P. Pierce),,38,28
134,2,7:42.0,,Def 3 sec tech foul by C. Aldrich,38,28
135,2,7:42.0,,K. Bryant misses technical free throw,38,28
136,2,7:42.0,,Offensive rebound by Team,38,28
137,2,7:42.0,C. Paul enters the game for P. Prigioni,,38,28
138,2,7:42.0,W. Johnson enters the game for L. Stephenson,,38,28
139,2,7:42.0,D. Jordan enters the game for C. Aldrich,,38,28
140,2,7:33.0,,J. Randle misses 3-pt jump shot from 24 ft,38,28
141,2,7:33.0,Defensive rebound by J. Crawford,,38,28
142,2,7:26.0,W. Johnson misses 3-pt jump shot from 22 ft,,38,28
143,2,7:26.0,Offensive rebound by Team,,38,28
144,2,7:26.0,,Loose ball foul by J. Randle (drawn by D. Jordan),38,28
145,2,7:26.0,B. Griffin enters the game for P. Pierce,,38,28
146,2,7:20.0,J. Crawford misses 2-pt jump shot from 15 ft,,38,28
147,2,7:16.0,,Defensive rebound by J. Clarkson,38,28
148,2,7:13.0,,Turnover by J. Clarkson (lost ball; steal by J. Crawford),38,28
149,2,7:10.0,Shooting foul by J. Clarkson (drawn by J. Crawford),,38,28
150,2,7:10.0,J. Crawford makes free throw 1 of 2,,39,28
151,2,7:10.0,,R. Hibbert enters the game for B. Bass,39,28
152,2,7:10.0,J. Crawford makes free throw 2 of 2,,40,28
153,2,6:54.0,,K. Bryant makes 2-pt jump shot from 17 ft,40,30
154,2,6:22.0,C. Paul makes 2-pt jump shot from 19 ft,,42,30
155,2,6:08.0,,R. Hibbert misses 2-pt jump shot from 8 ft,42,30
156,2,6:08.0,Defensive rebound by C. Paul,,42,30
157,2,5:58.0,C. Paul makes 2-pt jump shot from 12 ft,,44,30
158,2,5:52.0,,LA Lakers full timeout,44,30
159,2,5:52.0,,L. Williams enters the game for J. Randle,44,30
160,2,5:52.0,,L. Nance enters the game for D. Russell,44,30
161,2,5:52.0,J. Redick enters the game for J. Crawford,,44,30
162,2,5:34.0,,J. Clarkson misses 3-pt jump shot from 25 ft,44,30
163,2,5:33.0,Defensive rebound by C. Paul,,44,30
164,2,5:26.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by C. Paul),,47,30
165,2,5:10.0,,Shooting foul by W. Johnson (drawn by K. Bryant),47,30
166,2,5:10.0,,K. Bryant misses free throw 1 of 3,47,30
167,2,5:10.0,,Offensive rebound by Team,47,30
168,2,5:10.0,,K. Bryant makes free throw 2 of 3,47,31
169,2,5:10.0,,K. Bryant misses free throw 3 of 3,47,31
170,2,5:09.0,Defensive rebound by D. Jordan,,47,31
171,2,4:51.0,B. Griffin misses 2-pt jump shot from 10 ft,,47,31
172,2,4:50.0,,Defensive rebound by R. Hibbert,47,31
173,2,4:43.0,,K. Bryant makes 3-pt jump shot from 24 ft,47,34
174,2,4:29.0,J. Redick misses 2-pt jump shot from 20 ft,,47,34
175,2,4:29.0,,Defensive rebound by Team,47,34
176,2,4:29.0,Loose ball foul by D. Jordan (drawn by J. Clarkson),,47,34
177,2,4:14.0,,K. Bryant makes 3-pt jump shot from 25 ft (assist by L. Nance),47,37
178,2,4:09.0,LA Clippers full timeout,,47,37
179,2,4:09.0,L. Mbah a Moute enters the game for W. Johnson,,47,37
180,2,4:03.0,B. Griffin misses 2-pt hook shot from 6 ft,,47,37
181,2,4:03.0,Offensive rebound by B. Griffin,,47,37
182,2,4:01.0,B. Griffin makes 2-pt layup from 1 ft,,49,37
183,2,3:45.0,,K. Bryant misses 3-pt jump shot from 26 ft,49,37
184,2,3:44.0,Defensive rebound by Team,,49,37
185,2,3:37.0,C. Paul misses 2-pt jump shot from 15 ft,,49,37
186,2,3:36.0,,Defensive rebound by R. Hibbert,49,37
187,2,3:27.0,,J. Clarkson makes 2-pt jump shot from 18 ft,49,39
188,2,3:09.0,B. Griffin misses 2-pt jump shot from 4 ft,,49,39
189,2,3:08.0,,Defensive rebound by L. Nance,49,39
190,2,2:59.0,,L. Williams misses 3-pt jump shot from 24 ft,49,39
191,2,2:59.0,Defensive rebound by D. Jordan,,49,39
192,2,2:41.0,D. Jordan misses 2-pt dunk at rim,,49,39
193,2,2:39.0,Offensive rebound by B. Griffin,,49,39
194,2,2:38.0,C. Paul makes 2-pt jump shot from 11 ft (assist by B. Griffin),,51,39
195,2,2:38.0,Shooting foul by J. Clarkson (drawn by C. Paul),,51,39
196,2,2:38.0,C. Paul makes free throw 1 of 1,,52,39
197,2,2:26.0,,R. Hibbert misses 2-pt jump shot from 11 ft,52,39
198,2,2:25.0,Defensive rebound by D. Jordan,,52,39
199,2,2:10.0,B. Griffin misses 2-pt jump shot from 10 ft,,52,39
200,2,2:08.0,Offensive rebound by D. Jordan,,52,39
201,2,2:08.0,D. Jordan makes 2-pt dunk at rim,,54,39
202,2,2:01.0,,Shooting foul by J. Redick (drawn by L. Williams),54,39
203,2,2:01.0,,L. Williams makes free throw 1 of 2,54,40
204,2,2:01.0,,L. Williams misses free throw 2 of 2,54,40
205,2,1:59.0,Defensive rebound by B. Griffin,,54,40
206,2,1:47.0,Shooting foul by R. Hibbert (drawn by D. Jordan),,54,40
207,2,1:47.0,D. Jordan misses free throw 1 of 2,,54,40
208,2,1:47.0,Offensive rebound by Team,,54,40
209,2,1:47.0,D. Jordan makes free throw 2 of 2,,55,40
210,2,1:23.0,,J. Clarkson makes 2-pt hook shot from 6 ft,55,42
211,2,1:15.0,Turnover by L. Mbah a Moute (lost ball; steal by K. Bryant),,55,42
212,2,1:02.0,,Shooting foul by C. Paul (drawn by J. Clarkson),55,42
213,2,1:02.0,,J. Clarkson makes free throw 1 of 2,55,43
214,2,1:02.0,,J. Clarkson makes free throw 2 of 2,55,44
215,2,0:50.0,C. Paul makes 2-pt jump shot from 5 ft,,57,44
216,2,0:37.0,,K. Bryant misses 2-pt jump shot from 8 ft,57,44
217,2,0:36.0,Defensive rebound by D. Jordan,,57,44
218,2,0:35.0,Turnover by D. Jordan (bad pass),,57,44
219,2,0:35.0,J. Crawford enters the game for J. Redick,,57,44
220,2,0:26.0,,R. Hibbert misses 2-pt jump shot from 16 ft,57,44
221,2,0:25.0,Defensive rebound by J. Crawford,,57,44
222,2,0:04.0,L. Mbah a Moute makes 3-pt jump shot from 22 ft (assist by B. Griffin),,60,44
223,2,0:01.0,,J. Clarkson misses 3-pt jump shot from 25 ft,60,44
224,2,0:00.0,,Offensive rebound by Team,60,44
225,3,11:48.0,B. Griffin makes 2-pt layup from 1 ft (assist by J. Redick),,62,44
226,3,11:32.0,,K. Bryant makes 3-pt jump shot from 26 ft (assist by L. Nance),62,47
227,3,11:15.0,Offensive foul by B. Griffin (drawn by L. Williams),,62,47
228,3,11:15.0,Turnover by B. Griffin (offensive foul),,62,47
229,3,10:53.0,Offensive charge foul by J. Clarkson (drawn by C. Paul),,62,47
230,3,10:53.0,,Turnover by J. Clarkson (offensive foul),62,47
231,3,10:40.0,L. Mbah a Moute misses 3-pt jump shot from 22 ft,,62,47
232,3,10:40.0,,Defensive rebound by L. Williams,62,47
233,3,10:21.0,,Turnover by K. Bryant (bad pass; steal by L. Mbah a Moute),62,47
234,3,10:08.0,B. Griffin misses 2-pt jump shot from 16 ft,,62,47
235,3,10:06.0,,Defensive rebound by K. Bryant,62,47
236,3,9:55.0,,L. Williams misses 2-pt jump shot from 10 ft,62,47
237,3,9:54.0,Defensive rebound by L. Mbah a Moute,,62,47
238,3,9:47.0,C. Paul misses 2-pt jump shot from 13 ft,,62,47
239,3,9:44.0,,Defensive rebound by J. Clarkson,62,47
240,3,9:28.0,,R. Hibbert misses 2-pt jump shot from 17 ft,62,47
241,3,9:27.0,Defensive rebound by C. Paul,,62,47
242,3,9:11.0,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by B. Griffin),,65,47
243,3,8:52.0,,L. Williams misses 2-pt layup from 2 ft,65,47
244,3,8:50.0,Defensive rebound by J. Redick,,65,47
245,3,8:44.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,67,47
246,3,8:41.0,,LA Lakers full timeout,67,47
247,3,8:30.0,,Personal foul by B. Griffin,67,47
248,3,8:22.0,,K. Bryant misses 2-pt jump shot from 18 ft,67,47
249,3,8:22.0,Defensive rebound by B. Griffin,,67,47
250,3,8:07.0,Turnover by C. Paul (bad pass; steal by K. Bryant),,67,47
251,3,8:00.0,,J. Clarkson misses 2-pt layup from 1 ft,67,47
252,3,7:59.0,Defensive rebound by B. Griffin,,67,47
253,3,7:51.0,J. Redick misses 3-pt jump shot from 26 ft,,67,47
254,3,7:51.0,,Defensive rebound by Team,67,47
255,3,7:38.0,,J. Clarkson makes 2-pt layup from 2 ft,67,49
256,3,7:07.0,J. Redick misses 2-pt jump shot from 4 ft,,67,49
257,3,7:05.0,,Defensive rebound by K. Bryant,67,49
258,3,6:53.0,,L. Williams misses 3-pt jump shot from 24 ft,67,49
259,3,6:52.0,Defensive rebound by D. Jordan,,67,49
260,3,6:39.0,C. Paul makes 2-pt jump shot from 13 ft,,69,49
261,3,6:18.0,,L. Nance makes 2-pt jump shot from 18 ft (assist by K. Bryant),69,51
262,3,6:07.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),,71,51
263,3,5:46.0,,L. Nance makes 2-pt jump shot from 17 ft (assist by J. Clarkson),71,53
264,3,5:29.0,Turnover by J. Redick (bad pass; steal by J. Clarkson),,71,53
265,3,5:23.0,,J. Clarkson makes 2-pt jump shot from 20 ft (assist by K. Bryant),71,55
266,3,5:22.0,LA Clippers full timeout,,71,55
267,3,5:06.0,Turnover by B. Griffin (lost ball),,71,55
268,3,4:53.0,,L. Nance makes 2-pt jump shot from 19 ft (assist by R. Hibbert),71,57
269,3,4:38.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),,74,57
270,3,4:10.0,,D. Russell enters the game for L. Williams,74,57
271,3,4:10.0,,N. Young enters the game for K. Bryant,74,57
272,3,4:10.0,,Turnover by Team (shot clock),74,57
273,3,3:56.0,J. Redick misses 3-pt jump shot from 25 ft,,74,57
274,3,3:56.0,,Defensive rebound by J. Clarkson,74,57
275,3,3:42.0,,R. Hibbert misses 2-pt jump shot from 17 ft,74,57
276,3,3:41.0,,Offensive rebound by L. Nance,74,57
277,3,3:35.0,,D. Russell misses 3-pt jump shot from 25 ft,74,57
278,3,3:35.0,Defensive rebound by Team,,74,57
279,3,3:35.0,,Loose ball foul by L. Nance (drawn by J. Redick),74,57
280,3,3:35.0,L. Stephenson enters the game for L. Mbah a Moute,,74,57
281,3,3:35.0,,J. Randle enters the game for L. Nance,74,57
282,3,3:22.0,J. Redick makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,77,57
283,3,2:58.0,,J. Randle misses 2-pt jump shot from 20 ft,77,57
284,3,2:57.0,Defensive rebound by J. Redick,,77,57
285,3,2:48.0,C. Paul makes 2-pt jump shot from 13 ft,,79,57
286,3,2:32.0,,N. Young misses 3-pt jump shot from 25 ft,79,57
287,3,2:31.0,Defensive rebound by J. Redick,,79,57
288,3,2:27.0,C. Paul misses 3-pt jump shot from 24 ft,,79,57
289,3,2:27.0,,Defensive rebound by Team,79,57
290,3,2:27.0,Loose ball foul by D. Jordan (drawn by R. Hibbert),,79,57
291,3,2:03.0,,J. Clarkson misses 2-pt jump shot from 18 ft (block by D. Jordan),79,57
292,3,2:01.0,Defensive rebound by B. Griffin,,79,57
293,3,1:55.0,B. Griffin misses 2-pt dunk,,79,57
294,3,1:52.0,,Defensive rebound by R. Hibbert,79,57
295,3,1:48.0,,N. Young misses 3-pt jump shot from 24 ft,79,57
296,3,1:47.0,Defensive rebound by Team,,79,57
297,3,1:47.0,J. Crawford enters the game for J. Redick,,79,57
298,3,1:47.0,P. Prigioni enters the game for C. Paul,,79,57
299,3,1:47.0,,B. Bass enters the game for R. Hibbert,79,57
300,3,1:34.0,B. Griffin misses 2-pt jump shot from 11 ft,,79,57
301,3,1:31.0,Offensive rebound by P. Prigioni,,79,57
302,3,1:21.0,L. Stephenson makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,82,57
303,3,1:02.0,,Shooting foul by B. Griffin (drawn by J. Randle),82,57
304,3,1:02.0,,J. Randle misses free throw 1 of 2,82,57
305,3,1:02.0,,Offensive rebound by Team,82,57
306,3,1:02.0,,J. Randle misses free throw 2 of 2,82,57
307,3,1:01.0,Defensive rebound by D. Jordan,,82,57
308,3,0:48.0,B. Griffin misses 2-pt jump shot from 19 ft,,82,57
309,3,0:47.0,Offensive rebound by D. Jordan,,82,57
310,3,0:45.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by D. Jordan),,85,57
311,3,0:33.0,,D. Russell misses 2-pt jump shot from 5 ft (block by B. Griffin),85,57
312,3,0:31.0,,Offensive rebound by D. Russell,85,57
313,3,0:31.0,,Turnover by D. Russell (bad pass),85,57
314,3,0:31.0,P. Pierce enters the game for B. Griffin,,85,57
315,3,0:13.0,P. Pierce misses 3-pt jump shot from 25 ft,,85,57
316,3,0:12.0,,Defensive rebound by D. Russell,85,57
317,3,0:06.0,,Personal foul by P. Prigioni (drawn by D. Russell),85,57
318,3,0:06.0,,D. Russell misses free throw 1 of 2,85,57
319,3,0:06.0,,Offensive rebound by Team,85,57
320,3,0:06.0,,D. Russell misses free throw 2 of 2,85,57
321,3,0:05.0,Defensive rebound by P. Pierce,,85,57
322,4,11:42.0,,Turnover by J. Randle (lost ball; steal by C. Aldrich),85,57
323,4,11:25.0,Offensive foul by C. Aldrich (drawn by B. Bass),,85,57
324,4,11:25.0,Turnover by C. Aldrich (offensive foul),,85,57
325,4,11:10.0,,B. Bass makes 2-pt dunk at rim (assist by M. Huertas),85,59
326,4,10:56.0,L. Stephenson misses 2-pt layup at rim,,85,59
327,4,10:54.0,,Defensive rebound by B. Bass,85,59
328,4,10:47.0,,Shooting foul by C. Aldrich (drawn by J. Randle),85,59
329,4,10:47.0,,J. Randle makes free throw 1 of 2,85,60
330,4,10:47.0,,J. Randle makes free throw 2 of 2,85,61
331,4,10:31.0,P. Pierce misses 2-pt layup from 1 ft (block by B. Bass),,85,61
332,4,10:29.0,,Defensive rebound by M. Huertas,85,61
333,4,10:25.0,,D. Russell makes 2-pt layup at rim (assist by M. Huertas),85,63
334,4,10:04.0,Turnover by P. Pierce (lost ball; steal by J. Randle),,85,63
335,4,9:59.0,,J. Randle misses 2-pt layup from 4 ft,85,63
336,4,9:58.0,,Offensive rebound by J. Randle,85,63
337,4,9:58.0,,J. Randle makes 2-pt hook shot from 4 ft,85,65
338,4,9:54.0,LA Clippers full timeout,,85,65
339,4,9:41.0,J. Crawford misses 2-pt layup from 2 ft (block by D. Russell),,85,65
340,4,9:41.0,Offensive rebound by Team,,85,65
341,4,9:34.0,P. Pierce makes 2-pt jump shot from 16 ft (assist by P. Prigioni),,87,65
342,4,9:22.0,,Personal foul by L. Stephenson (drawn by N. Young),87,65
343,4,9:14.0,,J. Randle makes 2-pt hook shot from 3 ft (assist by B. Bass),87,67
344,4,9:01.0,Turnover by P. Pierce (bad pass; steal by B. Bass),,87,67
345,4,8:47.0,,M. Huertas misses 2-pt jump shot from 15 ft,87,67
346,4,8:46.0,Defensive rebound by L. Stephenson,,87,67
347,4,8:33.0,Turnover by P. Prigioni (bad pass; steal by M. Huertas),,87,67
348,4,8:28.0,,M. Huertas makes 2-pt jump shot from 6 ft,87,69
349,4,8:05.0,L. Stephenson misses 2-pt jump shot from 15 ft,,87,69
350,4,8:04.0,,Defensive rebound by J. Randle,87,69
351,4,7:56.0,,N. Young misses 3-pt jump shot from 24 ft,87,69
352,4,7:55.0,,Offensive rebound by J. Randle,87,69
353,4,7:51.0,,J. Randle makes 3-pt jump shot from 25 ft,87,72
354,4,7:35.0,J. Crawford misses 2-pt jump shot from 16 ft,,87,72
355,4,7:34.0,,Defensive rebound by N. Young,87,72
356,4,7:11.0,,D. Russell makes 2-pt jump shot from 14 ft,87,74
357,4,7:11.0,LA Clippers full timeout,,87,74
358,4,7:11.0,B. Griffin enters the game for C. Aldrich,,87,74
359,4,7:11.0,W. Johnson enters the game for P. Prigioni,,87,74
360,4,7:11.0,D. Jordan enters the game for L. Stephenson,,87,74
361,4,7:11.0,C. Paul enters the game for P. Pierce,,87,74
362,4,7:00.0,J. Crawford misses 2-pt jump shot from 19 ft,,87,74
363,4,6:58.0,,Defensive rebound by D. Russell,87,74
364,4,6:39.0,,M. Huertas makes 2-pt jump shot from 17 ft,87,76
365,4,6:16.0,W. Johnson makes 2-pt jump shot from 21 ft (assist by B. Griffin),,89,76
366,4,5:56.0,,J. Randle misses 2-pt jump shot from 7 ft (block by W. Johnson),89,76
367,4,5:55.0,Defensive rebound by B. Griffin,,89,76
368,4,5:49.0,W. Johnson misses 3-pt jump shot from 24 ft,,89,76
369,4,5:47.0,,Defensive rebound by D. Russell,89,76
370,4,5:33.0,,M. Huertas makes 2-pt layup from 1 ft (assist by D. Russell),89,78
371,4,5:17.0,C. Paul misses 2-pt jump shot from 6 ft,,89,78
372,4,5:15.0,,Defensive rebound by N. Young,89,78
373,4,4:57.0,,B. Bass makes 2-pt jump shot from 10 ft,89,80
374,4,4:45.0,Personal foul by M. Huertas (drawn by J. Crawford),,89,80
375,4,4:45.0,J. Redick enters the game for J. Crawford,,89,80
376,4,4:33.0,B. Griffin misses 2-pt jump shot from 19 ft,,89,80
377,4,4:32.0,,Defensive rebound by N. Young,89,80
378,4,4:24.0,,B. Bass misses 2-pt jump shot from 16 ft,89,80
379,4,4:24.0,Defensive rebound by Team,,89,80
380,4,4:24.0,,Loose ball foul by M. Huertas (drawn by J. Redick),89,80
381,4,4:09.0,Turnover by B. Griffin (bad pass; steal by D. Russell),,89,80
382,4,4:01.0,,Shooting foul by D. Jordan (drawn by J. Randle),89,80
383,4,4:01.0,,J. Randle makes free throw 1 of 2,89,81
384,4,4:01.0,,J. Randle makes free throw 2 of 2,89,82
385,4,3:35.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by B. Griffin),,92,82
386,4,3:18.0,,Turnover by D. Russell (lost ball; steal by C. Paul),92,82
