,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ORLANDO_ACTION,LA CLIPPERS_SCORE,ORLANDO_SCORE
385,4,4:55.0,,Personal foul by L. Stephenson (drawn by V. Oladipo),98,83
386,4,4:55.0,,V. Oladipo makes free throw 1 of 2,98,84
387,4,4:55.0,J. Redick enters the game for L. Stephenson,,98,84
388,4,4:55.0,,V. Oladipo misses free throw 2 of 2,98,84
389,4,4:54.0,Defensive rebound by D. Jordan,,98,84
390,4,4:43.0,Shooting foul by V. Oladipo (drawn by D. Jordan),,98,84
391,4,4:43.0,D. Jordan makes free throw 1 of 2,,99,84
392,4,4:43.0,D. Jordan makes free throw 2 of 2,,100,84
393,4,4:35.0,,Turnover by E. Payton (bad pass; steal by J. Crawford),100,84
394,4,4:09.0,C. Paul misses 3-pt jump shot from 27 ft,,100,84
395,4,4:09.0,,Defensive rebound by E. Fournier,100,84
396,4,3:58.0,,N. Vučević makes 2-pt jump shot from 7 ft,100,86
397,4,3:34.0,J. Redick misses 3-pt jump shot from 25 ft,,100,86
398,4,3:33.0,,Defensive rebound by N. Vučević,100,86
399,4,3:24.0,,Turnover by E. Fournier (bad pass; steal by J. Redick),100,86
400,4,3:07.0,W. Johnson misses 3-pt jump shot from 22 ft,,100,86
401,4,3:07.0,,Defensive rebound by N. Vučević,100,86
402,4,3:05.0,,Personal foul by J. Crawford (drawn by V. Oladipo),100,86
403,4,3:05.0,,V. Oladipo makes free throw 1 of 2,100,87
404,4,3:05.0,L. Stephenson enters the game for W. Johnson,,100,87
405,4,3:05.0,,V. Oladipo makes free throw 2 of 2,100,88
406,4,2:43.0,J. Redick misses 3-pt jump shot from 24 ft,,100,88
407,4,2:43.0,,Defensive rebound by V. Oladipo,100,88
408,4,2:40.0,,Turnover by V. Oladipo (bad pass),100,88
409,4,2:40.0,LA Clippers full timeout,,100,88
410,4,2:24.0,J. Redick makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,103,88
411,4,2:14.0,,Personal foul by C. Paul (drawn by N. Vučević),103,88
412,4,2:14.0,,N. Vučević misses free throw 1 of 2,103,88
413,4,2:14.0,,Offensive rebound by Team,103,88
414,4,2:14.0,,M. Hezonja enters the game for A. Gordon,103,88
415,4,2:14.0,,K. Appling enters the game for V. Oladipo,103,88
416,4,2:14.0,,S. Napier enters the game for E. Payton,103,88
417,4,2:14.0,,A. Nicholson enters the game for E. Fournier,103,88
418,4,2:14.0,,N. Vučević makes free throw 2 of 2,103,89
419,4,1:49.0,J. Redick misses 3-pt jump shot from 33 ft,,103,89
420,4,1:48.0,,Defensive rebound by Team,103,89
421,4,1:48.0,,D. Dedmon enters the game for N. Vučević,103,89
422,4,1:48.0,C. Wilcox enters the game for J. Redick,,103,89
423,4,1:48.0,W. Johnson enters the game for C. Paul,,103,89
424,4,1:38.0,,S. Napier misses 2-pt layup from 2 ft (block by D. Jordan),103,89
425,4,1:37.0,Defensive rebound by W. Johnson,,103,89
426,4,1:26.0,C. Wilcox misses 2-pt jump shot from 21 ft,,103,89
427,4,1:25.0,,Defensive rebound by A. Nicholson,103,89
428,4,1:09.0,,Shooting foul by L. Stephenson (drawn by D. Dedmon),103,89
429,4,1:09.0,,D. Dedmon makes free throw 1 of 2,103,90
430,4,1:09.0,J. Ayres enters the game for D. Jordan,,103,90
431,4,1:09.0,,D. Dedmon makes free throw 2 of 2,103,91
432,4,0:49.0,L. Stephenson makes 2-pt layup at rim,,105,91
433,4,0:43.0,,K. Appling misses 3-pt jump shot from 23 ft,105,91
434,4,0:42.0,Defensive rebound by L. Stephenson,,105,91
435,4,0:21.0,L. Stephenson makes 2-pt jump shot from 18 ft,,107,91
436,4,0:13.0,,M. Hezonja makes 2-pt layup from 1 ft,107,93
437,4,0:12.0,Personal foul by K. Appling (drawn by J. Crawford),,107,93
