,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
59,1,4:30.0,Shooting foul by S. Mejri (drawn by J. Okafor),,20,20
60,1,4:30.0,J. Okafor misses free throw 1 of 2,,20,20
61,1,4:30.0,Offensive rebound by Team,,20,20
62,1,4:30.0,J. Okafor makes free throw 2 of 2,,21,20
63,1,4:07.0,,C. Parsons misses 2-pt jump shot from 10 ft,21,20
64,1,4:06.0,,Offensive rebound by Team,21,20
65,1,4:01.0,,Personal foul by H. Thompson (drawn by W. Matthews),21,20
66,1,3:54.0,,R. Felton makes 2-pt jump shot from 20 ft,21,22
67,1,3:40.0,Turnover by J. Okafor (lost ball; steal by C. Parsons),,21,22
68,1,3:28.0,,D. Williams makes 2-pt layup from 1 ft,21,24
69,1,3:27.0,Philadelphia full timeout,,21,24
70,1,3:09.0,Turnover by J. Okafor (lost ball; steal by S. Mejri),,21,24
71,1,2:55.0,,W. Matthews makes 2-pt jump shot from 17 ft,21,26
72,1,2:43.0,H. Thompson misses 3-pt jump shot from 23 ft,,21,26
73,1,2:41.0,Offensive rebound by J. Okafor,,21,26
74,1,2:41.0,J. Okafor makes 2-pt layup at rim,,23,26
75,1,2:20.0,,S. Mejri misses 2-pt jump shot from 3 ft (block by J. Grant),23,26
76,1,2:19.0,Defensive rebound by I. Canaan,,23,26
77,1,2:13.0,Shooting foul by S. Mejri (drawn by J. Grant),,23,26
78,1,2:13.0,J. Grant misses free throw 1 of 2,,23,26
79,1,2:13.0,Offensive rebound by Team,,23,26
80,1,2:13.0,,D. Harris enters the game for C. Parsons,23,26
81,1,2:13.0,,Z. Pachulia enters the game for W. Matthews,23,26
82,1,2:13.0,,D. Nowitzki enters the game for D. Williams,23,26
83,1,2:13.0,,J. Barea enters the game for S. Mejri,23,26
84,1,2:13.0,T. McConnell enters the game for J. Okafor,,23,26
85,1,2:13.0,R. Holmes enters the game for I. Smith,,23,26
86,1,2:13.0,J. Grant makes free throw 2 of 2,,24,26
87,1,1:55.0,,Turnover by Z. Pachulia (3 sec),24,26
88,1,1:42.0,T. McConnell makes 2-pt jump shot from 15 ft (assist by I. Canaan),,26,26
89,1,1:31.0,,Personal foul by H. Thompson (drawn by D. Harris),26,26
90,1,1:31.0,,D. Harris makes free throw 1 of 2,26,27
91,1,1:31.0,,D. Harris makes free throw 2 of 2,26,28
92,1,1:25.0,I. Canaan misses 3-pt jump shot from 24 ft,,26,28
93,1,1:24.0,,Defensive rebound by Z. Pachulia,26,28
94,1,1:17.0,,R. Felton misses 3-pt jump shot from 23 ft,26,28
95,1,1:15.0,,Offensive rebound by Z. Pachulia,26,28
96,1,1:15.0,,Z. Pachulia misses 2-pt layup from 2 ft,26,28
97,1,1:13.0,Defensive rebound by R. Holmes,,26,28
98,1,1:06.0,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),,28,28
99,1,0:50.0,,D. Harris misses 2-pt jump shot from 19 ft,28,28
100,1,0:50.0,Defensive rebound by T. McConnell,,28,28
101,1,0:42.0,Shooting foul by D. Harris (drawn by J. Grant),,28,28
102,1,0:42.0,J. Grant makes free throw 1 of 2,,29,28
103,1,0:42.0,J. Grant makes free throw 2 of 2,,30,28
104,1,0:26.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,30,28
105,1,0:26.0,Defensive rebound by H. Thompson,,30,28
106,1,0:07.0,Offensive foul by R. Holmes (drawn by J. Barea),,30,28
107,1,0:07.0,Turnover by R. Holmes (offensive foul),,30,28
108,1,0:01.0,,J. Barea misses 2-pt jump shot from 17 ft,30,28
109,1,0:00.0,,Offensive rebound by Team,30,28
110,2,11:51.0,,Personal foul by H. Thompson (drawn by D. Harris),30,28
111,2,11:51.0,R. Covington enters the game for H. Thompson,,30,28
112,2,11:39.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,30,28
113,2,11:38.0,Defensive rebound by R. Covington,,30,28
114,2,11:24.0,R. Covington makes 3-pt jump shot from 28 ft (assist by N. Noel),,33,28
115,2,11:07.0,,Personal foul by N. Noel (drawn by D. Powell),33,28
116,2,11:07.0,R. Holmes enters the game for N. Noel,,33,28
117,2,11:02.0,,Turnover by R. Felton (bad pass; steal by T. McConnell),33,28
118,2,10:58.0,,Violation by D. Powell (def goaltending),33,28
119,2,10:58.0,I. Canaan makes 2-pt layup from 1 ft (assist by T. McConnell),,35,28
120,2,10:42.0,,Turnover by D. Powell (bad pass; steal by J. Grant),35,28
121,2,10:35.0,I. Canaan misses 3-pt jump shot from 24 ft,,35,28
122,2,10:35.0,,Defensive rebound by D. Nowitzki,35,28
123,2,10:30.0,,Shooting block foul by T. McConnell (drawn by D. Harris),35,28
124,2,10:30.0,,D. Harris misses free throw 1 of 2,35,28
125,2,10:30.0,,Offensive rebound by Team,35,28
126,2,10:30.0,,D. Harris makes free throw 2 of 2,35,29
127,2,10:11.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Grant),,38,29
128,2,10:00.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),38,32
129,2,9:59.0,Philadelphia full timeout,,38,32
130,2,9:41.0,Turnover by J. Grant (bad pass; steal by D. Nowitzki),,38,32
131,2,9:30.0,,Turnover by R. Felton (bad pass; steal by T. McConnell),38,32
132,2,9:26.0,I. Canaan makes 2-pt layup from 1 ft (assist by T. McConnell),,40,32
133,2,9:06.0,,R. Felton misses 2-pt jump shot from 4 ft,40,32
134,2,9:05.0,Defensive rebound by R. Covington,,40,32
135,2,8:51.0,I. Canaan misses 3-pt jump shot from 25 ft,,40,32
136,2,8:51.0,,Defensive rebound by D. Nowitzki,40,32
137,2,8:34.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by R. Felton),40,35
138,2,8:20.0,Personal foul by R. Felton (drawn by R. Holmes),,40,35
139,2,8:20.0,,D. Williams enters the game for D. Harris,40,35
140,2,8:08.0,Shooting foul by D. Nowitzki (drawn by J. Grant),,40,35
141,2,8:08.0,J. Grant makes free throw 1 of 2,,41,35
142,2,8:08.0,N. Stauskas enters the game for I. Canaan,,41,35
143,2,8:08.0,,C. Parsons enters the game for D. Nowitzki,41,35
144,2,8:08.0,,W. Matthews enters the game for R. Felton,41,35
145,2,8:08.0,J. Grant misses free throw 2 of 2,,41,35
146,2,8:06.0,Offensive rebound by R. Holmes,,41,35
147,2,8:04.0,R. Holmes makes 2-pt dunk at rim,,43,35
148,2,8:04.0,,Dallas full timeout,43,35
149,2,8:04.0,,Z. Pachulia enters the game for D. Powell,43,35
150,2,7:47.0,,Shooting foul by R. Holmes (drawn by Z. Pachulia),43,35
151,2,7:47.0,,Z. Pachulia makes free throw 1 of 2,43,36
152,2,7:47.0,,Z. Pachulia makes free throw 2 of 2,43,37
153,2,7:25.0,R. Holmes misses 3-pt jump shot from 22 ft,,43,37
154,2,7:24.0,,Defensive rebound by Z. Pachulia,43,37
155,2,7:18.0,,Shooting block foul by J. Grant (drawn by C. Parsons),43,37
156,2,7:18.0,Violation by Team (jump ball),,43,37
157,2,7:18.0,,C. Parsons makes free throw 1 of 2,43,38
158,2,7:18.0,J. Okafor enters the game for R. Holmes,,43,38
159,2,7:18.0,,C. Parsons makes free throw 2 of 2,43,39
160,2,7:06.0,Shooting foul by J. Barea (drawn by T. McConnell),,43,39
161,2,7:06.0,T. McConnell misses free throw 1 of 2,,43,39
162,2,7:06.0,Offensive rebound by Team,,43,39
163,2,7:06.0,T. McConnell misses free throw 2 of 2,,43,39
164,2,7:06.0,,Defensive rebound by C. Parsons,43,39
165,2,6:57.0,,C. Parsons makes 2-pt layup from 2 ft,43,41
166,2,6:44.0,R. Covington misses 3-pt jump shot from 27 ft,,43,41
167,2,6:43.0,,Defensive rebound by D. Williams,43,41
168,2,6:32.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by C. Parsons),43,44
169,2,6:24.0,Philadelphia full timeout,,43,44
170,2,6:24.0,I. Smith enters the game for J. Grant,,43,44
171,2,6:24.0,I. Canaan enters the game for T. McConnell,,43,44
172,2,6:14.0,Personal block foul by D. Williams (drawn by R. Covington),,43,44
173,2,6:02.0,J. Okafor misses 2-pt jump shot from 8 ft,,43,44
174,2,6:00.0,,Defensive rebound by C. Parsons,43,44
175,2,5:41.0,,D. Williams makes 2-pt jump shot from 11 ft,43,46
176,2,5:31.0,I. Canaan makes 3-pt jump shot from 22 ft (assist by N. Stauskas),,46,46
177,2,5:21.0,,Personal foul by I. Canaan (drawn by D. Williams),46,46
178,2,5:21.0,,D. Williams makes free throw 1 of 2,46,47
179,2,5:21.0,,D. Williams makes free throw 2 of 2,46,48
180,2,5:10.0,Offensive foul by J. Okafor (drawn by Z. Pachulia),,46,48
181,2,5:10.0,Turnover by J. Okafor (offensive foul),,46,48
182,2,4:54.0,,D. Williams misses 2-pt jump shot from 17 ft,46,48
183,2,4:52.0,Defensive rebound by J. Okafor,,46,48
184,2,4:41.0,J. Okafor makes 2-pt dunk at rim,,48,48
185,2,4:31.0,,Personal foul by I. Canaan (drawn by W. Matthews),48,48
186,2,4:31.0,,W. Matthews makes free throw 1 of 2,48,49
187,2,4:31.0,,R. Felton enters the game for J. Barea,48,49
188,2,4:31.0,,D. Nowitzki enters the game for Z. Pachulia,48,49
189,2,4:31.0,J. Grant enters the game for R. Covington,,48,49
190,2,4:31.0,,W. Matthews makes free throw 2 of 2,48,50
191,2,4:05.0,J. Okafor misses 3-pt jump shot from 23 ft,,48,50
192,2,4:05.0,,Defensive rebound by C. Parsons,48,50
193,2,3:56.0,,R. Felton makes 2-pt layup from 1 ft,48,52
194,2,3:40.0,Turnover by J. Okafor (lost ball),,48,52
195,2,3:33.0,,R. Felton makes 2-pt layup from 2 ft (assist by D. Williams),48,54
196,2,3:14.0,I. Smith misses 2-pt jump shot from 18 ft,,48,54
197,2,3:12.0,,Defensive rebound by D. Nowitzki,48,54
198,2,3:06.0,,Personal foul by J. Okafor (drawn by C. Parsons),48,54
199,2,3:06.0,,C. Parsons makes free throw 1 of 2,48,55
200,2,3:06.0,,C. Parsons makes free throw 2 of 2,48,56
201,2,2:53.0,I. Canaan misses 3-pt jump shot from 26 ft,,48,56
202,2,2:52.0,,Defensive rebound by D. Nowitzki,48,56
203,2,2:43.0,,C. Parsons misses 3-pt jump shot from 26 ft,48,56
204,2,2:43.0,Defensive rebound by N. Stauskas,,48,56
205,2,2:25.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by I. Smith),,51,56
206,2,2:19.0,,Shooting block foul by J. Grant (drawn by D. Williams),51,56
207,2,2:19.0,,D. Williams makes free throw 1 of 2,51,57
208,2,2:19.0,R. Covington enters the game for N. Stauskas,,51,57
209,2,2:19.0,,D. Williams makes free throw 2 of 2,51,58
210,2,2:00.0,Turnover by I. Canaan (bad pass; steal by R. Felton),,51,58
211,2,1:46.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),51,61
212,2,1:21.0,J. Grant misses 2-pt jump shot from 4 ft,,51,61
213,2,1:21.0,Offensive rebound by J. Okafor,,51,61
214,2,1:21.0,Personal foul by C. Parsons (drawn by J. Okafor),,51,61
215,2,1:21.0,J. Okafor misses free throw 1 of 2,,51,61
216,2,1:21.0,Offensive rebound by Team,,51,61
217,2,1:21.0,J. Okafor makes free throw 2 of 2,,52,61
218,2,1:03.0,,Shooting foul by I. Canaan (drawn by C. Parsons),52,61
219,2,1:03.0,,C. Parsons makes 2-pt jump shot from 6 ft (assist by D. Williams),52,63
220,2,1:03.0,,C. Parsons makes free throw 1 of 1,52,64
221,2,0:51.0,I. Smith misses 2-pt jump shot from 20 ft,,52,64
222,2,0:50.0,,Defensive rebound by D. Nowitzki,52,64
223,2,0:32.0,,D. Williams misses 3-pt jump shot from 26 ft,52,64
224,2,0:32.0,,Offensive rebound by R. Felton,52,64
225,2,0:27.0,,Personal foul by R. Covington (drawn by R. Felton),52,64
226,2,0:27.0,,R. Felton makes free throw 1 of 2,52,65
227,2,0:27.0,,R. Felton makes free throw 2 of 2,52,66
228,2,0:24.0,Philadelphia full timeout,,52,66
229,2,0:24.0,N. Stauskas enters the game for J. Grant,,52,66
230,2,0:10.0,R. Covington misses 2-pt jump shot from 4 ft,,52,66
231,2,0:09.0,Offensive rebound by J. Okafor,,52,66
232,2,0:09.0,J. Okafor makes 2-pt dunk at rim,,54,66
233,2,0:01.0,,D. Nowitzki misses 3-pt jump shot from 27 ft,54,66
234,2,0:00.0,Defensive rebound by N. Stauskas,,54,66
235,3,11:48.0,,W. Matthews misses 3-pt jump shot from 24 ft,54,66
236,3,11:48.0,Defensive rebound by I. Smith,,54,66
237,3,11:44.0,Shooting block foul by D. Williams (drawn by I. Smith),,54,66
238,3,11:44.0,I. Smith makes free throw 1 of 2,,55,66
239,3,11:44.0,I. Smith misses free throw 2 of 2,,55,66
240,3,11:42.0,,Defensive rebound by Z. Pachulia,55,66
241,3,11:34.0,,Turnover by C. Parsons (lost ball; steal by J. Okafor),55,66
242,3,11:27.0,J. Okafor makes 2-pt dunk at rim,,57,66
243,3,11:11.0,,D. Williams makes 2-pt layup from 1 ft,57,68
244,3,10:48.0,I. Smith misses 2-pt jump shot from 9 ft,,57,68
245,3,10:47.0,Offensive rebound by N. Noel,,57,68
246,3,10:47.0,Personal foul by W. Matthews (drawn by N. Noel),,57,68
247,3,10:33.0,R. Covington makes 2-pt layup from 2 ft,,59,68
248,3,10:22.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),59,71
249,3,10:21.0,Philadelphia full timeout,,59,71
250,3,10:03.0,I. Smith misses 2-pt jump shot from 17 ft,,59,71
251,3,10:01.0,,Defensive rebound by W. Matthews,59,71
252,3,9:45.0,,W. Matthews misses 3-pt jump shot from 23 ft,59,71
253,3,9:45.0,Defensive rebound by N. Noel,,59,71
254,3,9:34.0,Shooting foul by D. Nowitzki (drawn by N. Stauskas),,59,71
255,3,9:34.0,,Violation by Team (jump ball),59,71
256,3,9:34.0,N. Stauskas makes free throw 1 of 2,,60,71
257,3,9:34.0,N. Stauskas makes free throw 2 of 2,,61,71
258,3,9:27.0,,Personal foul by R. Covington (drawn by D. Nowitzki),61,71
259,3,9:15.0,,Z. Pachulia misses 2-pt layup from 2 ft,61,71
260,3,9:14.0,Defensive rebound by R. Covington,,61,71
261,3,9:02.0,Offensive foul by J. Okafor (drawn by C. Parsons),,61,71
262,3,9:02.0,Turnover by J. Okafor (offensive foul),,61,71
263,3,8:46.0,,W. Matthews makes 2-pt jump shot from 16 ft,61,73
264,3,8:20.0,R. Covington makes 3-pt jump shot from 25 ft (assist by N. Noel),,64,73
265,3,8:02.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,64,73
266,3,8:02.0,,Offensive rebound by Z. Pachulia,64,73
267,3,8:02.0,Loose ball foul by N. Noel (drawn by Z. Pachulia),,64,73
268,3,7:48.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),64,76
269,3,7:38.0,N. Stauskas misses 2-pt jump shot from 7 ft,,64,76
270,3,7:38.0,,Defensive rebound by D. Nowitzki,64,76
271,3,7:33.0,,Shooting block foul by I. Smith (drawn by D. Williams),64,76
272,3,7:33.0,,D. Williams makes free throw 1 of 2,64,77
273,3,7:33.0,,R. Felton enters the game for D. Nowitzki,64,77
274,3,7:33.0,,D. Williams makes free throw 2 of 2,64,78
275,3,7:18.0,I. Smith misses 2-pt jump shot from 9 ft (block by C. Parsons),,64,78
276,3,7:15.0,,Defensive rebound by Z. Pachulia,64,78
277,3,7:10.0,,W. Matthews misses 3-pt jump shot from 25 ft,64,78
278,3,7:09.0,Defensive rebound by J. Okafor,,64,78
279,3,6:51.0,J. Okafor misses 2-pt hook shot from 6 ft,,64,78
280,3,6:51.0,Offensive rebound by J. Okafor,,64,78
281,3,6:51.0,Shooting foul by Z. Pachulia (drawn by J. Okafor),,64,78
282,3,6:51.0,J. Okafor makes free throw 1 of 2,,65,78
283,3,6:51.0,J. Okafor makes free throw 2 of 2,,66,78
284,3,6:45.0,,Personal foul by J. Okafor (drawn by Z. Pachulia),66,78
285,3,6:45.0,J. Grant enters the game for J. Okafor,,66,78
286,3,6:40.0,,Z. Pachulia misses 2-pt layup from 1 ft (block by N. Noel),66,78
287,3,6:38.0,Defensive rebound by N. Noel,,66,78
288,3,6:30.0,N. Noel makes 2-pt layup from 1 ft,,68,78
289,3,6:07.0,,W. Matthews misses 3-pt jump shot from 25 ft,68,78
290,3,6:05.0,Defensive rebound by N. Noel,,68,78
291,3,5:55.0,R. Covington misses 3-pt jump shot from 26 ft,,68,78
292,3,5:53.0,,Defensive rebound by Z. Pachulia,68,78
293,3,5:40.0,,Shooting foul by R. Covington (drawn by Z. Pachulia),68,78
294,3,5:40.0,,Z. Pachulia makes free throw 1 of 2,68,79
295,3,5:40.0,,Z. Pachulia makes free throw 2 of 2,68,80
296,3,5:35.0,Turnover by N. Noel (bad pass),,68,80
297,3,5:24.0,,Offensive foul by Z. Pachulia (drawn by J. Grant),68,80
298,3,5:24.0,,Turnover by Z. Pachulia (offensive foul),68,80
299,3,5:10.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by I. Smith),,71,80
300,3,5:09.0,,Dallas full timeout,71,80
301,3,5:09.0,,S. Mejri enters the game for Z. Pachulia,71,80
302,3,4:48.0,,C. Parsons misses 2-pt jump shot from 8 ft,71,80
303,3,4:46.0,,Offensive rebound by R. Felton,71,80
304,3,4:37.0,,Shooting foul by N. Noel (drawn by C. Parsons),71,80
305,3,4:37.0,,C. Parsons makes free throw 1 of 2,71,81
306,3,4:37.0,H. Thompson enters the game for N. Noel,,71,81
307,3,4:37.0,I. Canaan enters the game for N. Stauskas,,71,81
308,3,4:37.0,,C. Parsons makes free throw 2 of 2,71,82
309,3,4:24.0,Turnover by I. Smith (lost ball; steal by R. Felton),,71,82
310,3,4:19.0,,C. Parsons misses 2-pt jump shot from 1 ft,71,82
311,3,4:18.0,,Offensive rebound by C. Parsons,71,82
312,3,4:18.0,,C. Parsons makes 2-pt layup from 1 ft,71,84
313,3,4:00.0,Turnover by J. Grant (bad pass),,71,84
314,3,4:00.0,T. McConnell enters the game for I. Smith,,71,84
315,3,3:40.0,,W. Matthews makes 2-pt jump shot from 11 ft,71,86
316,3,3:39.0,Philadelphia full timeout,,71,86
317,3,3:39.0,J. Okafor enters the game for R. Covington,,71,86
318,3,3:15.0,J. Okafor misses 2-pt jump shot from 7 ft,,71,86
319,3,3:14.0,Offensive rebound by Team,,71,86
320,3,3:14.0,Turnover by Team (shot clock),,71,86
321,3,2:59.0,,W. Matthews makes 2-pt jump shot from 15 ft,71,88
322,3,2:43.0,I. Canaan misses 2-pt layup from 4 ft (block by R. Felton),,71,88
323,3,2:42.0,,Defensive rebound by R. Felton,71,88
324,3,2:40.0,,Personal take foul by T. McConnell (drawn by R. Felton),71,88
325,3,2:40.0,,R. Felton makes free throw 1 of 2,71,89
326,3,2:40.0,,J. Barea enters the game for C. Parsons,71,89
327,3,2:40.0,,D. Harris enters the game for W. Matthews,71,89
328,3,2:40.0,,D. Nowitzki enters the game for D. Williams,71,89
329,3,2:40.0,,R. Felton makes free throw 2 of 2,71,90
330,3,2:28.0,Shooting foul by R. Felton (drawn by J. Okafor),,71,90
331,3,2:28.0,J. Okafor makes free throw 1 of 2,,72,90
332,3,2:28.0,J. Okafor makes free throw 2 of 2,,73,90
333,3,2:16.0,,D. Harris misses 3-pt jump shot from 22 ft,73,90
334,3,2:15.0,,Offensive rebound by D. Harris,73,90
335,3,2:11.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,73,90
336,3,2:10.0,,Offensive rebound by S. Mejri,73,90
337,3,1:59.0,,S. Mejri misses 2-pt dunk at rim (block by J. Okafor),73,90
338,3,1:59.0,Defensive rebound by Team,,73,90
339,3,1:44.0,I. Canaan misses 3-pt jump shot from 25 ft,,73,90
340,3,1:44.0,,Defensive rebound by J. Barea,73,90
341,3,1:35.0,,J. Barea makes 2-pt jump shot from 10 ft,73,92
342,3,1:18.0,T. McConnell makes 2-pt jump shot from 6 ft,,75,92
343,3,0:57.0,,J. Barea makes 2-pt jump shot from 10 ft,75,94
344,3,0:47.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by T. McConnell),,78,94
345,3,0:31.0,,Personal foul by T. McConnell (drawn by D. Nowitzki),78,94
346,3,0:31.0,,D. Nowitzki misses free throw 1 of 2,78,94
347,3,0:31.0,,Offensive rebound by Team,78,94
348,3,0:31.0,,D. Nowitzki makes free throw 2 of 2,78,95
349,3,0:16.0,J. Okafor makes 2-pt jump shot from 19 ft,,80,95
350,3,0:02.0,,R. Felton misses 3-pt jump shot from 25 ft,80,95
351,3,0:01.0,Defensive rebound by J. Grant,,80,95
352,4,11:46.0,H. Thompson misses 3-pt jump shot from 25 ft,,80,95
353,4,11:45.0,Offensive rebound by J. Grant,,80,95
354,4,11:34.0,Turnover by I. Canaan (bad pass; steal by J. Barea),,80,95
355,4,11:20.0,,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),80,97
356,4,11:12.0,T. McConnell misses 2-pt jump shot from 17 ft,,80,97
357,4,11:11.0,,Defensive rebound by D. Harris,80,97
358,4,10:54.0,,S. Mejri makes 2-pt layup from 1 ft (assist by D. Nowitzki),80,99
359,4,10:53.0,Philadelphia full timeout,,80,99
360,4,10:53.0,N. Noel enters the game for I. Canaan,,80,99
361,4,10:37.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),,83,99
362,4,10:20.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),83,101
363,4,10:05.0,Personal foul by D. Nowitzki (drawn by H. Thompson),,83,101
364,4,9:58.0,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),,85,101
365,4,9:42.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,85,101
366,4,9:41.0,,Offensive rebound by S. Mejri,85,101
367,4,9:34.0,,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by J. Barea),85,104
368,4,9:34.0,Philadelphia full timeout,,85,104
369,4,9:19.0,H. Thompson misses 3-pt jump shot from 24 ft,,85,104
370,4,9:18.0,,Defensive rebound by S. Mejri,85,104
371,4,9:03.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by D. Harris),85,107
372,4,8:47.0,T. McConnell makes 2-pt jump shot from 10 ft,,87,107
373,4,8:33.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),87,110
374,4,8:19.0,J. Okafor misses 2-pt layup from 3 ft,,87,110
375,4,8:16.0,,Defensive rebound by D. Harris,87,110
376,4,8:07.0,,J. Barea makes 2-pt jump shot from 21 ft,87,112
377,4,7:45.0,,Dallas full timeout,87,112
378,4,7:45.0,,C. Villanueva enters the game for D. Nowitzki,87,112
379,4,7:45.0,I. Smith enters the game for T. McConnell,,87,112
380,4,7:41.0,J. Okafor misses 2-pt jump shot from 13 ft,,87,112
381,4,7:39.0,,Defensive rebound by R. Felton,87,112
382,4,7:25.0,,R. Felton misses 2-pt jump shot from 18 ft,87,112
383,4,7:23.0,,Offensive rebound by S. Mejri,87,112
384,4,7:17.0,,C. Villanueva misses 3-pt jump shot from 25 ft,87,112
