,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA CLIPPERS_ACTION,NEW YORK_SCORE,LA CLIPPERS_SCORE
389,4,3:35.0,,Offensive rebound by D. Jordan,90,91
390,4,3:29.0,,W. Johnson misses 2-pt dunk at rim,90,91
391,4,3:27.0,Defensive rebound by K. Porziņģis,,90,91
392,4,3:19.0,K. Porziņģis misses 2-pt layup from 1 ft,,90,91
393,4,3:19.0,,Defensive rebound by C. Paul,90,91
394,4,3:15.0,,W. Johnson makes 2-pt layup from 1 ft (assist by C. Paul),90,93
395,4,3:15.0,New York full timeout,,90,93
396,4,2:53.0,Turnover by R. Lopez (offensive goaltending),,90,93
397,4,2:40.0,,C. Paul makes 3-pt jump shot from 24 ft,90,96
398,4,2:22.0,K. Porziņģis misses 2-pt hook shot from 6 ft,,90,96
399,4,2:20.0,,Defensive rebound by J. Redick,90,96
400,4,2:12.0,,Personal foul by J. Calderón,90,96
401,4,2:11.0,,Turnover by D. Jordan (traveling),90,96
402,4,1:56.0,K. Porziņģis makes 2-pt jump shot from 20 ft (assist by J. Calderón),,92,96
403,4,1:37.0,,C. Paul misses 3-pt jump shot from 26 ft,92,96
404,4,1:36.0,Defensive rebound by C. Anthony,,92,96
405,4,1:19.0,K. Porziņģis misses 2-pt layup from 1 ft,,92,96
406,4,1:19.0,,Defensive rebound by D. Jordan,92,96
407,4,1:19.0,,Personal foul by C. Anthony,92,96
408,4,1:19.0,,LA Clippers full timeout,92,96
409,4,1:07.0,,C. Paul misses 2-pt layup from 2 ft,92,96
410,4,1:06.0,,Offensive rebound by D. Jordan,92,96
411,4,1:06.0,,D. Jordan misses 2-pt layup from 1 ft,92,96
412,4,1:06.0,,Offensive rebound by D. Jordan,92,96
413,4,1:06.0,,Turnover by D. Jordan (offensive goaltending),92,96
414,4,0:52.0,K. Porziņģis misses 2-pt jump shot from 6 ft,,92,96
415,4,0:52.0,,Defensive rebound by J. Green,92,96
416,4,0:36.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),92,99
417,4,0:36.0,New York full timeout,,92,99
418,4,0:30.0,C. Anthony misses 2-pt layup from 2 ft (block by D. Jordan),,92,99
419,4,0:30.0,Offensive rebound by R. Lopez,,92,99
420,4,0:30.0,R. Lopez misses 2-pt layup at rim,,92,99
421,4,0:28.0,Offensive rebound by R. Lopez,,92,99
422,4,0:28.0,R. Lopez makes 2-pt layup from 1 ft,,94,99
423,4,0:25.0,,Personal foul by J. Calderón,94,99
424,4,0:25.0,,C. Paul misses free throw 1 of 2,94,99
425,4,0:25.0,,Offensive rebound by Team,94,99
426,4,0:25.0,,C. Paul makes free throw 2 of 2,94,100
427,4,0:25.0,New York full timeout,,94,100
428,4,0:21.0,C. Anthony misses 2-pt layup from 1 ft (block by D. Jordan),,94,100
429,4,0:20.0,,Defensive rebound by C. Paul,94,100
430,4,0:19.0,,Personal take foul by J. Calderón,94,100
431,4,0:19.0,D. Williams enters the game for J. Calderón,,94,100
432,4,0:19.0,,C. Paul misses free throw 1 of 2,94,100
433,4,0:19.0,,Offensive rebound by Team,94,100
434,4,0:19.0,,C. Paul makes free throw 2 of 2,94,101
435,4,0:11.0,K. Porziņģis misses 2-pt jump shot from 3 ft (block by D. Jordan),,94,101
436,4,0:10.0,,Defensive rebound by D. Jordan,94,101
