,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ATLANTA_ACTION,OKLAHOMA CITY_SCORE,ATLANTA_SCORE
386,4,8:14.0,Turnover by R. Westbrook (bad pass; steal by T. Sefolosha),,77,83
387,4,8:01.0,,J. Teague makes 2-pt jump shot from 6 ft (assist by A. Horford),77,85
388,4,7:46.0,R. Westbrook makes 2-pt jump shot from 14 ft,,79,85
389,4,7:23.0,,P. Millsap misses 2-pt layup from 1 ft,79,85
390,4,7:22.0,,Offensive rebound by P. Millsap,79,85
391,4,7:21.0,,Personal foul by D. Waiters (drawn by P. Millsap),79,85
392,4,7:14.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),79,88
393,4,6:57.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Durant),,81,88
394,4,6:32.0,,A. Horford makes 2-pt jump shot from 18 ft,81,90
395,4,6:15.0,R. Westbrook makes 3-pt jump shot from 25 ft,,84,90
396,4,6:03.0,,Personal foul by R. Westbrook (drawn by P. Millsap),84,90
397,4,5:55.0,,K. Korver misses 3-pt jump shot from 25 ft,84,90
398,4,5:54.0,Defensive rebound by A. Morrow,,84,90
399,4,5:44.0,K. Durant misses 2-pt jump shot from 10 ft,,84,90
400,4,5:43.0,,Defensive rebound by T. Sefolosha,84,90
401,4,5:37.0,,Atlanta full timeout,84,90
402,4,5:32.0,,P. Millsap makes 2-pt layup from 1 ft (assist by T. Sefolosha),84,92
403,4,5:17.0,S. Ibaka makes 2-pt layup at rim (assist by R. Westbrook),,86,92
404,4,4:50.0,,J. Teague misses 2-pt jump shot from 17 ft,86,92
405,4,4:49.0,Defensive rebound by R. Westbrook,,86,92
406,4,4:46.0,Shooting foul by P. Millsap (drawn by R. Westbrook),,86,92
407,4,4:46.0,R. Westbrook makes free throw 1 of 2,,87,92
408,4,4:46.0,D. Augustin enters the game for D. Waiters,,87,92
409,4,4:46.0,,K. Bazemore enters the game for K. Korver,87,92
410,4,4:46.0,R. Westbrook makes free throw 2 of 2,,88,92
411,4,4:34.0,,P. Millsap misses 2-pt jump shot from 17 ft,88,92
412,4,4:31.0,Defensive rebound by S. Ibaka,,88,92
413,4,4:26.0,R. Westbrook makes 2-pt jump shot from 18 ft,,90,92
414,4,4:07.0,,K. Bazemore misses 3-pt jump shot from 25 ft,90,92
415,4,4:06.0,Defensive rebound by S. Ibaka,,90,92
416,4,3:53.0,R. Westbrook makes 2-pt jump shot from 17 ft,,92,92
417,4,3:32.0,,J. Teague misses 2-pt layup from 1 ft,92,92
418,4,3:32.0,Defensive rebound by Team,,92,92
419,4,3:20.0,R. Westbrook misses 3-pt jump shot from 23 ft,,92,92
420,4,3:19.0,,Defensive rebound by A. Horford,92,92
421,4,3:06.0,,K. Bazemore misses 2-pt layup from 1 ft,92,92
422,4,3:05.0,Defensive rebound by A. Morrow,,92,92
423,4,3:01.0,Oklahoma City full timeout,,92,92
424,4,3:01.0,,K. Korver enters the game for K. Bazemore,92,92
425,4,2:48.0,R. Westbrook makes 2-pt layup from 2 ft,,94,92
426,4,2:35.0,,P. Millsap misses 2-pt jump shot from 13 ft,94,92
427,4,2:33.0,Defensive rebound by R. Westbrook,,94,92
428,4,2:22.0,R. Westbrook makes 2-pt jump shot from 15 ft,,96,92
429,4,2:13.0,,J. Teague makes 2-pt layup from 1 ft,96,94
430,4,1:57.0,R. Westbrook misses 2-pt jump shot from 14 ft,,96,94
431,4,1:56.0,,Defensive rebound by T. Sefolosha,96,94
432,4,1:50.0,,J. Teague misses 3-pt jump shot from 24 ft,96,94
433,4,1:49.0,,Offensive rebound by A. Horford,96,94
434,4,1:41.0,,P. Millsap misses 2-pt layup at rim (block by S. Ibaka),96,94
435,4,1:39.0,,Offensive rebound by J. Teague,96,94
436,4,1:35.0,,Shooting foul by A. Morrow (drawn by P. Millsap),96,94
437,4,1:35.0,,P. Millsap makes free throw 1 of 2,96,95
438,4,1:35.0,,P. Millsap makes free throw 2 of 2,96,96
439,4,1:35.0,Oklahoma City full timeout,,96,96
440,4,1:29.0,S. Ibaka misses 2-pt layup at rim (block by P. Millsap),,96,96
441,4,1:27.0,,Defensive rebound by P. Millsap,96,96
442,4,1:09.0,,J. Teague makes 2-pt layup from 1 ft,96,98
443,4,0:47.0,K. Durant misses 2-pt layup from 1 ft,,96,98
444,4,0:47.0,Offensive rebound by Team,,96,98
445,4,0:47.0,,Loose ball foul by A. Horford (drawn by K. Durant),96,98
446,4,0:47.0,,K. Bazemore enters the game for J. Teague,96,98
447,4,0:39.0,Turnover by R. Westbrook (bad pass; steal by T. Sefolosha),,96,98
448,4,0:38.0,,Atlanta full timeout,96,98
449,4,0:38.0,,J. Teague enters the game for K. Bazemore,96,98
450,4,0:38.0,D. Waiters enters the game for D. Augustin,,96,98
451,4,0:38.0,A. Roberson enters the game for A. Morrow,,96,98
452,4,0:26.0,,J. Teague makes 2-pt layup from 1 ft,96,100
453,4,0:26.0,Oklahoma City full timeout,,96,100
454,4,0:26.0,,K. Bazemore enters the game for J. Teague,96,100
455,4,0:26.0,A. Morrow enters the game for A. Roberson,,96,100
456,4,0:23.0,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),,98,100
457,4,0:23.0,,Atlanta full timeout,98,100
458,4,0:23.0,,J. Teague enters the game for T. Sefolosha,98,100
459,4,0:23.0,A. Roberson enters the game for A. Morrow,,98,100
460,4,0:22.0,,Personal take foul by S. Ibaka (drawn by J. Teague),98,100
461,4,0:22.0,,J. Teague makes free throw 1 of 2,98,101
462,4,0:22.0,,T. Sefolosha enters the game for K. Korver,98,101
463,4,0:22.0,,J. Teague makes free throw 2 of 2,98,102
464,4,0:22.0,Oklahoma City full timeout,,98,102
465,4,0:22.0,,K. Korver enters the game for J. Teague,98,102
466,4,0:22.0,A. Morrow enters the game for A. Roberson,,98,102
467,4,0:18.0,R. Westbrook misses 3-pt jump shot from 24 ft,,98,102
468,4,0:16.0,,Defensive rebound by A. Horford,98,102
469,4,0:14.0,,Personal take foul by R. Westbrook (drawn by A. Horford),98,102
470,4,0:14.0,,A. Horford makes free throw 1 of 2,98,103
471,4,0:14.0,,A. Horford makes free throw 2 of 2,98,104
472,4,0:08.0,K. Durant makes 2-pt layup from 2 ft,,100,104
473,4,0:07.0,,Atlanta full timeout,100,104
474,4,0:07.0,A. Roberson enters the game for A. Morrow,,100,104
475,4,0:07.0,,J. Teague enters the game for T. Sefolosha,100,104
476,4,0:02.0,,A. Horford makes 2-pt dunk at rim (assist by P. Millsap),100,106
