,QUARTER,TIME_REMAINING,DENVER_ACTION,TORONTO_ACTION,DENVER_SCORE,TORONTO_SCORE
379,4,2:15.0,W. Barton makes free throw 1 of 2,,99,94
380,4,2:15.0,,L. Scola enters the game for B. Biyombo,99,94
381,4,2:15.0,W. Barton makes free throw 2 of 2,,100,94
382,4,1:59.0,,L. Scola misses 2-pt layup from 2 ft (block by W. Barton),100,94
383,4,1:58.0,,Offensive rebound by K. Lowry,100,94
384,4,1:51.0,,D. DeRozan misses 3-pt jump shot from 23 ft,100,94
385,4,1:51.0,,Offensive rebound by Team,100,94
386,4,1:34.0,,K. Lowry misses 3-pt jump shot from 25 ft,100,94
387,4,1:34.0,Defensive rebound by W. Barton,,100,94
388,4,1:23.0,Personal block foul by L. Scola (drawn by J. Nelson),,100,94
389,4,1:23.0,,B. Biyombo enters the game for L. Scola,100,94
390,4,1:14.0,D. Arthur misses 2-pt jump shot from 14 ft,,100,94
391,4,1:13.0,,Defensive rebound by D. Carroll,100,94
392,4,1:00.0,,D. DeRozan makes 2-pt jump shot from 6 ft,100,96
393,4,0:38.0,Shooting foul by B. Biyombo (drawn by W. Barton),,100,96
394,4,0:38.0,W. Barton makes free throw 1 of 2,,101,96
395,4,0:38.0,,L. Scola enters the game for K. Lowry,101,96
396,4,0:38.0,W. Barton makes free throw 2 of 2,,102,96
397,4,0:38.0,,Toronto full timeout,102,96
398,4,0:38.0,,K. Lowry enters the game for B. Biyombo,102,96
399,4,0:35.0,,Shooting foul by D. Gallinari (drawn by K. Lowry),102,96
400,4,0:35.0,,K. Lowry misses free throw 1 of 3,102,96
401,4,0:35.0,,Offensive rebound by Team,102,96
402,4,0:35.0,,K. Lowry makes free throw 2 of 3,102,97
403,4,0:35.0,,B. Biyombo enters the game for L. Scola,102,97
404,4,0:35.0,,K. Lowry misses free throw 3 of 3,102,97
405,4,0:34.0,,Offensive rebound by Team,102,97
406,4,0:34.0,,L. Scola enters the game for B. Biyombo,102,97
407,4,0:26.0,,L. Scola makes 2-pt jump shot from 2 ft (assist by C. Joseph),102,99
408,4,0:22.0,Turnover by W. Barton (lost ball; steal by K. Lowry),,102,99
409,4,0:22.0,,Toronto full timeout,102,99
410,4,0:12.0,,K. Lowry misses 2-pt layup from 3 ft,102,99
411,4,0:12.0,Defensive rebound by Team,,102,99
412,4,0:12.0,Denver full timeout,,102,99
413,4,0:12.0,M. Miller enters the game for D. Arthur,,102,99
414,4,0:12.0,,B. Biyombo enters the game for L. Scola,102,99
415,4,0:09.0,Personal foul by D. Carroll (drawn by R. Foye),,102,99
416,4,0:09.0,R. Foye makes free throw 1 of 2,,103,99
417,4,0:09.0,D. Arthur enters the game for M. Miller,,103,99
418,4,0:09.0,R. Foye makes free throw 2 of 2,,104,99
419,4,0:09.0,,Toronto full timeout,104,99
420,4,0:09.0,,L. Scola enters the game for B. Biyombo,104,99
421,4,0:04.0,,D. Carroll makes 3-pt jump shot from 26 ft,104,102
422,4,0:03.0,Denver full timeout,,104,102
423,4,0:03.0,M. Miller enters the game for D. Arthur,,104,102
424,4,0:03.0,,P. Patterson enters the game for L. Scola,104,102
425,4,0:02.0,Personal take foul by D. DeRozan (drawn by W. Barton),,104,102
426,4,0:02.0,W. Barton makes free throw 1 of 2,,105,102
427,4,0:02.0,,L. Scola enters the game for P. Patterson,105,102
428,4,0:02.0,D. Arthur enters the game for M. Miller,,105,102
429,4,0:02.0,W. Barton makes free throw 2 of 2,,106,102
430,4,0:00.0,,K. Lowry makes 3-pt jump shot from 48 ft (assist by D. DeRozan),106,105
