,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
389,4,5:05.0,Official timeout,,83,76
390,4,4:44.0,,L. Galloway misses 3-pt jump shot from 24 ft,83,76
391,4,4:43.0,Defensive rebound by D. Cousins,,83,76
392,4,4:27.0,D. Cousins misses 2-pt jump shot from 5 ft,,83,76
393,4,4:26.0,Offensive rebound by D. Cousins,,83,76
394,4,4:25.0,Shooting foul by R. Lopez (drawn by D. Cousins),,83,76
395,4,4:25.0,D. Cousins makes free throw 1 of 2,,84,76
396,4,4:25.0,D. Cousins misses free throw 2 of 2,,84,76
397,4,4:24.0,,Defensive rebound by K. Porziņģis,84,76
398,4,4:04.0,,A. Afflalo misses 2-pt jump shot from 12 ft,84,76
399,4,4:03.0,Defensive rebound by M. Belinelli,,84,76
400,4,3:56.0,R. Gay misses 3-pt jump shot from 24 ft,,84,76
401,4,3:55.0,,Defensive rebound by R. Lopez,84,76
402,4,3:48.0,,J. Calderón misses 2-pt jump shot from 20 ft,84,76
403,4,3:47.0,,Offensive rebound by A. Afflalo,84,76
404,4,3:45.0,,Turnover by A. Afflalo (bad pass; steal by R. Gay),84,76
405,4,3:43.0,Personal foul by L. Galloway,,84,76
406,4,3:43.0,,J. Grant enters the game for A. Afflalo,84,76
407,4,3:29.0,M. Belinelli misses 3-pt jump shot from 24 ft,,84,76
408,4,3:28.0,Offensive rebound by Team,,84,76
409,4,3:19.0,R. Gay makes 2-pt dunk at rim (assist by M. Belinelli),,86,76
410,4,3:00.0,,J. Grant makes 2-pt hook shot from 4 ft,86,78
411,4,2:41.0,D. Cousins makes 2-pt jump shot from 21 ft,,88,78
412,4,2:26.0,,J. Grant misses 2-pt jump shot from 20 ft,88,78
413,4,2:25.0,Defensive rebound by M. Belinelli,,88,78
414,4,2:04.0,R. Gay misses 2-pt jump shot from 9 ft,,88,78
415,4,2:03.0,,Defensive rebound by Team,88,78
416,4,2:03.0,Loose ball foul by D. Cousins,,88,78
417,4,2:03.0,Sacramento full timeout,,88,78
418,4,1:40.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,88,78
419,4,1:39.0,Defensive rebound by R. Rondo,,88,78
420,4,1:16.0,R. Rondo misses 2-pt jump shot from 19 ft,,88,78
421,4,1:15.0,,Defensive rebound by R. Lopez,88,78
422,4,1:06.0,,J. Grant misses 2-pt layup from 1 ft,88,78
423,4,1:05.0,Defensive rebound by R. Gay,,88,78
424,4,0:43.0,D. Cousins misses 2-pt jump shot from 21 ft,,88,78
425,4,0:42.0,,Defensive rebound by K. Porziņģis,88,78
426,4,0:34.0,,K. Porziņģis misses 3-pt jump shot from 29 ft,88,78
427,4,0:33.0,Defensive rebound by Team,,88,78
428,4,0:09.0,Turnover by Team (shot clock),,88,78
429,4,0:04.0,,J. Grant misses 3-pt jump shot from 24 ft,88,78
430,4,0:03.0,,Offensive rebound by L. Galloway,88,78
431,4,0:01.0,,L. Galloway makes 2-pt jump shot from 7 ft,88,80
