,QUARTER,TIME_REMAINING,HOUSTON_ACTION,LA LAKERS_ACTION,HOUSTON_SCORE,LA LAKERS_SCORE
29,1,7:52.0,Defensive rebound by D. Howard,,14,11
30,1,7:45.0,C. Capela misses 2-pt hook shot from 8 ft,,14,11
31,1,7:40.0,,Defensive rebound by K. Bryant,14,11
32,1,7:39.0,,Turnover by K. Bryant (bad pass; steal by T. Ariza),14,11
33,1,7:34.0,T. Ariza makes 2-pt dunk at rim,,16,11
34,1,7:23.0,,Personal foul by D. Howard (drawn by K. Bryant),16,11
35,1,7:23.0,T. Jones enters the game for C. Capela,,16,11
36,1,7:15.0,,J. Clarkson makes 2-pt jump shot from 15 ft (assist by K. Bryant),16,13
37,1,7:02.0,J. Harden makes 2-pt jump shot from 5 ft,,18,13
38,1,6:48.0,,J. Clarkson makes 2-pt jump shot from 4 ft (assist by K. Bryant),18,15
39,1,6:43.0,Houston full timeout,,18,15
40,1,6:24.0,D. Howard misses 2-pt hook shot from 6 ft,,18,15
41,1,6:22.0,,Defensive rebound by J. Randle,18,15
42,1,6:09.0,,L. Williams makes 2-pt layup from 1 ft (assist by K. Bryant),18,17
43,1,5:53.0,D. Howard misses 2-pt jump shot from 6 ft,,18,17
44,1,5:50.0,,Defensive rebound by K. Bryant,18,17
45,1,5:40.0,,J. Randle makes 2-pt layup at rim,18,19
46,1,5:40.0,,Shooting foul by T. Jones (drawn by J. Randle),18,19
47,1,5:40.0,T. Lawson enters the game for J. Terry,,18,19
48,1,5:40.0,,D. Russell enters the game for L. Williams,18,19
49,1,5:40.0,,J. Randle misses free throw 1 of 1,18,19
50,1,5:40.0,Defensive rebound by D. Howard,,18,19
51,1,5:25.0,T. Jones misses 2-pt dunk at rim (block by R. Hibbert),,18,19
52,1,5:22.0,,Defensive rebound by J. Randle,18,19
53,1,5:18.0,,K. Bryant makes 2-pt jump shot from 18 ft (assist by J. Randle),18,21
54,1,5:01.0,J. Harden makes 2-pt jump shot from 4 ft,,20,21
55,1,4:45.0,,J. Randle makes 2-pt dunk at rim (assist by K. Bryant),20,23
56,1,4:32.0,J. Harden makes 2-pt layup from 1 ft,,22,23
57,1,4:13.0,,Turnover by K. Bryant (lost ball; steal by D. Howard),22,23
58,1,4:07.0,D. Howard makes 2-pt dunk at rim (assist by T. Ariza),,24,23
59,1,3:59.0,,LA Lakers full timeout,24,23
60,1,3:59.0,C. Capela enters the game for D. Howard,,24,23
61,1,3:47.0,,Personal foul by T. Jones (drawn by J. Randle),24,23
62,1,3:47.0,,J. Randle makes free throw 1 of 2,24,24
63,1,3:47.0,,J. Randle makes free throw 2 of 2,24,25
64,1,3:36.0,T. Jones makes 2-pt jump shot from 3 ft (assist by T. Lawson),,26,25
65,1,3:16.0,,R. Hibbert makes 2-pt jump shot from 17 ft (assist by K. Bryant),26,27
66,1,2:54.0,J. Harden misses 3-pt jump shot from 26 ft,,26,27
67,1,2:53.0,,Defensive rebound by J. Randle,26,27
68,1,2:47.0,,D. Russell misses 3-pt jump shot from 25 ft,26,27
69,1,2:42.0,Defensive rebound by T. Ariza,,26,27
70,1,2:26.0,J. Harden makes 2-pt layup from 2 ft,,28,27
71,1,2:00.0,,J. Clarkson misses 2-pt jump shot from 17 ft,28,27
72,1,1:59.0,,Offensive rebound by R. Hibbert,28,27
73,1,1:56.0,,D. Russell makes 2-pt layup at rim (assist by R. Hibbert),28,29
74,1,1:42.0,Turnover by J. Harden (bad pass; steal by K. Bryant),,28,29
75,1,1:35.0,,J. Randle makes 2-pt dunk at rim (assist by K. Bryant),28,31
76,1,1:35.0,Houston full timeout,,28,31
77,1,1:35.0,C. Brewer enters the game for T. Ariza,,28,31
78,1,1:35.0,M. Thornton enters the game for J. Harden,,28,31
79,1,1:35.0,,B. Bass enters the game for R. Hibbert,28,31
80,1,1:22.0,Personal block foul by J. Randle (drawn by T. Jones),,28,31
81,1,1:10.0,T. Jones misses 2-pt jump shot from 3 ft (block by J. Randle),,28,31
82,1,1:08.0,,Defensive rebound by J. Randle,28,31
83,1,0:56.0,,K. Bryant makes 3-pt jump shot from 27 ft,28,34
84,1,0:48.0,C. Brewer makes 2-pt jump shot from 5 ft (assist by T. Jones),,30,34
85,1,0:38.0,,B. Bass makes 2-pt dunk at rim (assist by D. Russell),30,36
86,1,0:32.0,C. Capela makes 2-pt dunk from 1 ft (assist by T. Lawson),,32,36
87,1,0:06.0,,K. Bryant misses 2-pt jump shot from 19 ft,32,36
88,1,0:05.0,Defensive rebound by C. Brewer,,32,36
89,1,0:03.0,T. Lawson misses 3-pt jump shot from 28 ft,,32,36
90,1,0:00.0,Offensive rebound by Team,,32,36
91,2,11:41.0,,R. Kelly misses 2-pt jump shot from 12 ft (block by D. Howard),32,36
92,2,11:40.0,,Offensive rebound by R. Kelly,32,36
93,2,11:35.0,,R. Kelly misses 2-pt jump shot from 5 ft,32,36
94,2,11:34.0,Defensive rebound by C. Brewer,,32,36
95,2,11:22.0,D. Howard makes 2-pt dunk at rim (assist by M. Harrell),,34,36
96,2,11:04.0,,Personal foul by M. Harrell (drawn by R. Kelly),34,36
97,2,10:55.0,,A. Brown makes 3-pt jump shot from 25 ft (assist by D. Russell),34,39
98,2,10:42.0,M. Thornton makes 2-pt layup from 1 ft (assist by T. Lawson),,36,39
99,2,10:22.0,,Turnover by D. Russell (bad pass; steal by C. Brewer),36,39
100,2,10:16.0,T. Lawson makes 2-pt layup from 1 ft,,38,39
101,2,10:00.0,,L. Williams misses 2-pt jump shot from 4 ft,38,39
102,2,9:58.0,Defensive rebound by D. Howard,,38,39
103,2,9:55.0,M. Thornton misses 3-pt jump shot from 27 ft,,38,39
104,2,9:55.0,,Defensive rebound by Team,38,39
105,2,9:35.0,,L. Williams misses 2-pt jump shot from 4 ft,38,39
106,2,9:32.0,Defensive rebound by M. Harrell,,38,39
107,2,9:28.0,C. Brewer misses 2-pt jump shot from 3 ft,,38,39
108,2,9:28.0,Offensive rebound by D. Howard,,38,39
109,2,9:28.0,Shooting foul by B. Bass (drawn by D. Howard),,38,39
110,2,9:28.0,D. Howard makes free throw 1 of 2,,39,39
111,2,9:28.0,D. Howard misses free throw 2 of 2,,39,39
112,2,9:27.0,,Defensive rebound by A. Brown,39,39
113,2,9:17.0,,Shooting foul by M. Harrell (drawn by B. Bass),39,39
114,2,9:17.0,,B. Bass makes free throw 1 of 2,39,40
115,2,9:17.0,,B. Bass makes free throw 2 of 2,39,41
116,2,9:04.0,M. Harrell makes 2-pt dunk at rim,,41,41
117,2,9:01.0,,Turnover by D. Russell (bad pass; steal by C. Brewer),41,41
118,2,8:54.0,Shooting foul by L. Williams (drawn by T. Lawson),,41,41
119,2,8:54.0,Official timeout,,41,41
120,2,8:54.0,T. Lawson makes free throw 1 of 2,,42,41
121,2,8:54.0,T. Lawson makes free throw 2 of 2,,43,41
122,2,8:42.0,,R. Kelly misses 3-pt jump shot from 26 ft,43,41
123,2,8:41.0,Defensive rebound by C. Brewer,,43,41
124,2,8:25.0,M. Harrell makes 2-pt hook shot from 7 ft,,45,41
125,2,8:07.0,,L. Williams makes 2-pt layup from 2 ft,45,43
126,2,7:45.0,D. Howard makes 2-pt hook shot from 5 ft,,47,43
127,2,7:30.0,,B. Bass misses 2-pt jump shot from 16 ft,47,43
128,2,7:29.0,Defensive rebound by C. Brewer,,47,43
129,2,7:24.0,C. Brewer misses 2-pt layup at rim (block by B. Bass),,47,43
130,2,7:24.0,Offensive rebound by Team,,47,43
131,2,7:16.0,M. Thornton misses 2-pt jump shot from 18 ft,,47,43
132,2,7:15.0,,Defensive rebound by Team,47,43
133,2,7:04.0,,Personal foul by C. Brewer,47,43
134,2,7:04.0,J. Harden enters the game for M. Thornton,,47,43
135,2,7:04.0,J. Terry enters the game for T. Lawson,,47,43
136,2,6:50.0,,R. Kelly misses 2-pt layup from 3 ft,47,43
137,2,6:48.0,Defensive rebound by D. Howard,,47,43
138,2,6:33.0,Shooting foul by D. Russell (drawn by J. Harden),,47,43
139,2,6:33.0,J. Harden makes free throw 1 of 3,,48,43
140,2,6:33.0,J. Harden makes free throw 2 of 3,,49,43
141,2,6:33.0,,J. Randle enters the game for R. Kelly,49,43
142,2,6:33.0,J. Harden misses free throw 3 of 3,,49,43
143,2,6:32.0,,Defensive rebound by J. Randle,49,43
144,2,6:09.0,,A. Brown misses 3-pt jump shot from 26 ft,49,43
145,2,6:08.0,Defensive rebound by M. Harrell,,49,43
146,2,6:02.0,J. Harden misses 3-pt jump shot from 25 ft,,49,43
147,2,6:01.0,,Defensive rebound by J. Randle,49,43
148,2,5:53.0,,L. Williams makes 2-pt dunk at rim,49,45
149,2,5:25.0,C. Brewer misses 3-pt jump shot from 26 ft,,49,45
150,2,5:25.0,Offensive rebound by Team,,49,45
151,2,5:25.0,Turnover by Team (shot clock),,49,45
152,2,5:25.0,,LA Lakers full timeout,49,45
153,2,5:25.0,C. Capela enters the game for D. Howard,,49,45
154,2,5:25.0,T. Ariza enters the game for C. Brewer,,49,45
155,2,5:25.0,T. Jones enters the game for M. Harrell,,49,45
156,2,5:25.0,,J. Clarkson enters the game for D. Russell,49,45
157,2,5:25.0,,R. Hibbert enters the game for B. Bass,49,45
158,2,5:10.0,,J. Randle makes 2-pt dunk at rim (assist by L. Williams),49,47
159,2,4:46.0,J. Harden misses 2-pt layup from 2 ft (block by R. Hibbert),,49,47
160,2,4:46.0,Offensive rebound by C. Capela,,49,47
161,2,4:46.0,Shooting foul by J. Randle (drawn by C. Capela),,49,47
162,2,4:46.0,C. Capela makes free throw 1 of 2,,50,47
163,2,4:46.0,C. Capela makes free throw 2 of 2,,51,47
164,2,4:28.0,,J. Randle misses 2-pt hook shot from 3 ft,51,47
165,2,4:27.0,Defensive rebound by T. Jones,,51,47
166,2,4:14.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,53,47
167,2,3:54.0,,L. Williams makes 2-pt jump shot from 19 ft,53,49
168,2,3:36.0,J. Terry misses 3-pt jump shot from 23 ft,,53,49
169,2,3:34.0,,Defensive rebound by J. Clarkson,53,49
170,2,3:19.0,,Personal foul by T. Jones (drawn by J. Randle),53,49
171,2,3:19.0,D. Howard enters the game for T. Jones,,53,49
172,2,3:11.0,,J. Clarkson makes 2-pt jump shot from 4 ft (assist by R. Hibbert),53,51
173,2,2:58.0,Shooting foul by J. Clarkson (drawn by J. Harden),,53,51
174,2,2:58.0,Houston full timeout,,53,51
175,2,2:58.0,T. Lawson enters the game for J. Terry,,53,51
176,2,2:58.0,J. Harden makes free throw 1 of 2,,54,51
177,2,2:58.0,J. Harden makes free throw 2 of 2,,55,51
178,2,2:40.0,,Personal foul by C. Capela,55,51
179,2,2:40.0,,L. Williams makes free throw 1 of 2,55,52
180,2,2:40.0,M. Harrell enters the game for C. Capela,,55,52
181,2,2:40.0,,L. Williams makes free throw 2 of 2,55,53
182,2,2:19.0,J. Harden makes 3-pt jump shot from 25 ft,,58,53
183,2,2:03.0,,R. Hibbert misses 2-pt hook shot from 3 ft,58,53
184,2,1:59.0,Defensive rebound by D. Howard,,58,53
185,2,1:53.0,J. Harden misses 2-pt jump shot from 15 ft,,58,53
186,2,1:52.0,,Defensive rebound by J. Randle,58,53
187,2,1:44.0,,J. Clarkson makes 2-pt jump shot from 16 ft,58,55
188,2,1:27.0,T. Lawson misses 3-pt jump shot from 27 ft,,58,55
189,2,1:24.0,,Defensive rebound by A. Brown,58,55
190,2,1:04.0,,J. Randle makes 2-pt jump shot from 7 ft,58,57
191,2,0:46.0,Shooting foul by J. Randle (drawn by J. Harden),,58,57
192,2,0:46.0,J. Harden makes free throw 1 of 2,,59,57
193,2,0:46.0,,R. Kelly enters the game for J. Randle,59,57
194,2,0:46.0,J. Harden makes free throw 2 of 2,,60,57
195,2,0:34.0,,J. Clarkson misses 2-pt jump shot from 11 ft,60,57
196,2,0:31.0,Defensive rebound by D. Howard,,60,57
197,2,0:23.0,T. Ariza misses 3-pt jump shot from 25 ft,,60,57
198,2,0:22.0,Offensive rebound by Team,,60,57
199,2,0:02.0,Turnover by T. Ariza (step out of bounds),,60,57
200,2,0:00.0,,J. Clarkson misses 3-pt jump shot from 50 ft,60,57
201,2,0:00.0,,Offensive rebound by Team,60,57
202,3,11:44.0,,R. Hibbert misses 2-pt jump shot from 21 ft,60,57
203,3,11:43.0,Defensive rebound by D. Howard,,60,57
204,3,11:40.0,Personal foul by J. Clarkson (drawn by J. Terry),,60,57
205,3,11:14.0,J. Terry makes 2-pt jump shot from 3 ft,,62,57
206,3,10:51.0,,K. Bryant misses 2-pt layup from 1 ft,62,57
207,3,10:50.0,Defensive rebound by C. Capela,,62,57
208,3,10:33.0,D. Howard misses 2-pt jump shot from 16 ft (block by R. Hibbert),,62,57
209,3,10:31.0,Offensive rebound by T. Ariza,,62,57
210,3,10:30.0,T. Ariza makes 2-pt layup from 1 ft,,64,57
211,3,10:13.0,,J. Clarkson misses 2-pt jump shot from 11 ft,64,57
212,3,10:11.0,Defensive rebound by D. Howard,,64,57
213,3,10:05.0,J. Harden makes 3-pt jump shot from 26 ft (assist by J. Terry),,67,57
214,3,10:05.0,,LA Lakers full timeout,67,57
215,3,9:47.0,,Turnover by K. Bryant (bad pass; steal by T. Ariza),67,57
216,3,9:41.0,T. Ariza misses 3-pt jump shot from 26 ft,,67,57
217,3,9:40.0,Offensive rebound by D. Howard,,67,57
218,3,9:38.0,D. Howard makes 2-pt layup from 2 ft,,69,57
219,3,9:23.0,,L. Williams misses 2-pt jump shot from 23 ft,69,57
220,3,9:18.0,Defensive rebound by J. Harden,,69,57
221,3,9:13.0,T. Ariza misses 2-pt layup from 1 ft,,69,57
222,3,9:12.0,,Defensive rebound by J. Randle,69,57
223,3,9:04.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by K. Bryant),69,59
224,3,8:52.0,Turnover by J. Terry (bad pass; steal by J. Clarkson),,69,59
225,3,8:47.0,,L. Williams makes 2-pt dunk at rim (assist by J. Clarkson),69,61
226,3,8:27.0,Turnover by D. Howard (3 sec),,69,61
227,3,8:17.0,,J. Randle misses 2-pt layup from 2 ft (block by D. Howard),69,61
228,3,8:16.0,,Offensive rebound by J. Randle,69,61
229,3,8:12.0,,J. Randle misses 2-pt layup from 4 ft (block by D. Howard),69,61
230,3,8:11.0,,Offensive rebound by Team,69,61
231,3,8:11.0,Loose ball foul by C. Capela (drawn by J. Randle),,69,61
232,3,8:07.0,,Turnover by K. Bryant (bad pass),69,61
233,3,7:54.0,D. Howard misses 2-pt hook shot from 2 ft,,69,61
234,3,7:49.0,Offensive rebound by C. Capela,,69,61
235,3,7:49.0,C. Capela makes 2-pt layup at rim,,71,61
236,3,7:26.0,,J. Clarkson misses 2-pt jump shot from 14 ft,71,61
237,3,7:25.0,Defensive rebound by C. Capela,,71,61
238,3,7:17.0,J. Harden makes 3-pt jump shot from 25 ft,,74,61
239,3,7:02.0,,J. Clarkson misses 2-pt jump shot from 12 ft,74,61
240,3,6:59.0,Defensive rebound by D. Howard,,74,61
241,3,6:52.0,J. Harden makes 3-pt jump shot from 26 ft (assist by J. Terry),,77,61
242,3,6:51.0,,LA Lakers full timeout,77,61
243,3,6:51.0,T. Jones enters the game for C. Capela,,77,61
244,3,6:39.0,,Shooting foul by T. Jones (drawn by L. Williams),77,61
245,3,6:39.0,,L. Williams misses free throw 1 of 2,77,61
246,3,6:39.0,,Offensive rebound by Team,77,61
247,3,6:39.0,M. Harrell enters the game for T. Jones,,77,61
248,3,6:39.0,,L. Williams makes free throw 2 of 2,77,62
249,3,6:26.0,Shooting foul by J. Clarkson (drawn by J. Harden),,77,62
250,3,6:26.0,J. Harden misses free throw 1 of 3,,77,62
251,3,6:26.0,Offensive rebound by Team,,77,62
252,3,6:26.0,J. Harden makes free throw 2 of 3,,78,62
253,3,6:26.0,J. Harden misses free throw 3 of 3,,78,62
254,3,6:25.0,,Defensive rebound by J. Randle,78,62
255,3,6:08.0,,R. Hibbert misses 2-pt jump shot from 17 ft,78,62
256,3,6:07.0,Defensive rebound by D. Howard,,78,62
257,3,5:55.0,J. Terry misses 2-pt jump shot from 7 ft,,78,62
258,3,5:50.0,Offensive rebound by D. Howard,,78,62
259,3,5:50.0,D. Howard misses 2-pt layup from 1 ft,,78,62
260,3,5:47.0,,Defensive rebound by J. Clarkson,78,62
261,3,5:45.0,,J. Clarkson misses 2-pt layup at rim,78,62
262,3,5:42.0,Defensive rebound by J. Harden,,78,62
263,3,5:41.0,T. Ariza makes 2-pt layup at rim (assist by J. Harden),,80,62
264,3,5:41.0,Shooting foul by R. Hibbert (drawn by T. Ariza),,80,62
265,3,5:41.0,T. Lawson enters the game for J. Terry,,80,62
266,3,5:41.0,,D. Russell enters the game for L. Williams,80,62
267,3,5:41.0,T. Ariza makes free throw 1 of 1,,81,62
268,3,5:28.0,,J. Randle misses 2-pt jump shot from 17 ft,81,62
269,3,5:25.0,Defensive rebound by D. Howard,,81,62
270,3,5:18.0,Turnover by D. Howard (traveling),,81,62
271,3,5:10.0,,J. Clarkson makes 2-pt jump shot from 16 ft,81,64
272,3,4:47.0,T. Lawson makes 2-pt jump shot from 16 ft (assist by T. Ariza),,83,64
273,3,4:36.0,,D. Russell misses 2-pt jump shot from 10 ft,83,64
274,3,4:32.0,Defensive rebound by J. Harden,,83,64
275,3,4:27.0,Turnover by J. Harden (bad pass; steal by D. Russell),,83,64
276,3,4:24.0,,Personal foul by M. Harrell (drawn by J. Randle),83,64
277,3,4:10.0,,K. Bryant misses 2-pt jump shot from 23 ft,83,64
278,3,4:09.0,Defensive rebound by D. Howard,,83,64
279,3,4:02.0,T. Ariza makes 2-pt layup from 1 ft (assist by J. Harden),,85,64
280,3,4:02.0,Shooting foul by R. Hibbert (drawn by T. Ariza),,85,64
281,3,4:02.0,T. Ariza makes free throw 1 of 1,,86,64
282,3,3:46.0,,J. Clarkson makes 2-pt jump shot from 5 ft (assist by J. Randle),86,66
283,3,3:30.0,Turnover by T. Ariza (bad pass; steal by J. Clarkson),,86,66
284,3,3:28.0,,Personal take foul by J. Harden (drawn by J. Clarkson),86,66
285,3,3:28.0,C. Capela enters the game for T. Ariza,,86,66
286,3,3:28.0,C. Brewer enters the game for D. Howard,,86,66
287,3,3:28.0,,B. Bass enters the game for J. Randle,86,66
288,3,3:14.0,,R. Hibbert makes 2-pt dunk at rim (assist by K. Bryant),86,68
289,3,3:01.0,J. Harden misses 2-pt jump shot from 13 ft,,86,68
290,3,2:59.0,,Defensive rebound by D. Russell,86,68
291,3,2:47.0,,D. Russell makes 3-pt jump shot from 24 ft,86,71
292,3,2:32.0,C. Brewer makes 2-pt layup from 2 ft (assist by T. Lawson),,88,71
293,3,2:14.0,,Turnover by B. Bass (3 sec),88,71
294,3,2:14.0,Houston full timeout,,88,71
295,3,2:14.0,,R. Kelly enters the game for R. Hibbert,88,71
296,3,2:14.0,M. Thornton enters the game for J. Harden,,88,71
297,3,1:54.0,M. Harrell misses 2-pt jump shot from 2 ft,,88,71
298,3,1:52.0,Offensive rebound by C. Capela,,88,71
299,3,1:51.0,C. Capela makes 2-pt layup from 1 ft,,90,71
300,3,1:34.0,,J. Clarkson misses 2-pt jump shot from 17 ft,90,71
301,3,1:33.0,Defensive rebound by T. Lawson,,90,71
302,3,1:23.0,M. Thornton makes 2-pt jump shot from 19 ft,,92,71
303,3,1:06.0,,Turnover by D. Russell (bad pass),92,71
304,3,0:58.0,M. Thornton misses 2-pt jump shot from 2 ft,,92,71
305,3,0:55.0,,Defensive rebound by B. Bass,92,71
306,3,0:50.0,,D. Russell makes 2-pt layup from 2 ft (assist by J. Clarkson),92,73
307,3,0:40.0,T. Lawson misses 2-pt jump shot from 20 ft,,92,73
308,3,0:36.0,,Defensive rebound by R. Kelly,92,73
309,3,0:32.0,,D. Russell misses 2-pt layup from 1 ft,92,73
310,3,0:28.0,Defensive rebound by T. Lawson,,92,73
311,3,0:21.0,C. Capela makes 2-pt hook shot from 4 ft (assist by T. Lawson),,94,73
312,3,0:05.0,,D. Russell makes 2-pt jump shot from 5 ft,94,75
313,3,0:03.0,C. Brewer misses 2-pt jump shot from 5 ft,,94,75
314,3,0:02.0,,Defensive rebound by R. Kelly,94,75
315,3,0:01.0,,R. Kelly misses 3-pt jump shot from 61 ft,94,75
316,3,0:00.0,,Offensive rebound by Team,94,75
317,4,11:42.0,M. Thornton makes 2-pt jump shot from 12 ft,,96,75
318,4,11:26.0,,L. Williams makes 2-pt layup from 2 ft,96,77
319,4,11:17.0,C. Brewer misses 2-pt layup from 2 ft,,96,77
320,4,11:15.0,,Defensive rebound by R. Kelly,96,77
321,4,11:12.0,,L. Williams misses 3-pt jump shot from 22 ft,96,77
322,4,11:07.0,Defensive rebound by C. Capela,,96,77
323,4,11:00.0,Shooting foul by R. Kelly (drawn by M. Thornton),,96,77
324,4,11:00.0,M. Thornton makes free throw 1 of 2,,97,77
325,4,11:00.0,M. Thornton makes free throw 2 of 2,,98,77
326,4,10:48.0,,A. Brown misses 3-pt jump shot from 26 ft,98,77
327,4,10:47.0,Defensive rebound by C. Capela,,98,77
328,4,10:37.0,M. Thornton misses 2-pt jump shot from 16 ft,,98,77
329,4,10:36.0,Offensive rebound by Team,,98,77
330,4,10:24.0,T. Jones misses 2-pt layup from 3 ft,,98,77
331,4,10:21.0,,Defensive rebound by R. Kelly,98,77
332,4,10:17.0,,Turnover by D. Russell (lost ball; steal by C. Capela),98,77
333,4,10:14.0,Turnover by T. Lawson (bad pass; steal by D. Russell),,98,77
334,4,10:05.0,,A. Brown makes 2-pt layup from 2 ft (assist by D. Russell),98,79
335,4,9:44.0,M. Thornton misses 3-pt jump shot from 25 ft,,98,79
336,4,9:43.0,,Defensive rebound by R. Kelly,98,79
337,4,9:37.0,,Shooting foul by C. Capela (drawn by B. Bass),98,79
338,4,9:37.0,,B. Bass makes free throw 1 of 2,98,80
339,4,9:37.0,,B. Bass makes free throw 2 of 2,98,81
340,4,9:20.0,C. Brewer misses 3-pt jump shot from 26 ft,,98,81
341,4,9:20.0,,Defensive rebound by D. Russell,98,81
342,4,9:10.0,,L. Williams misses 2-pt jump shot from 15 ft,98,81
343,4,9:07.0,Defensive rebound by C. Capela,,98,81
344,4,8:52.0,Turnover by C. Capela (3 sec),,98,81
345,4,8:52.0,Official timeout,,98,81
346,4,8:52.0,M. Harrell enters the game for C. Capela,,98,81
347,4,8:35.0,,A. Brown makes 2-pt jump shot from 13 ft (assist by D. Russell),98,83
348,4,8:16.0,T. Jones misses 2-pt jump shot from 9 ft (block by B. Bass),,98,83
349,4,8:14.0,Offensive rebound by M. Harrell,,98,83
350,4,8:12.0,M. Harrell makes 2-pt layup at rim,,100,83
351,4,7:56.0,,Turnover by D. Russell (bad pass; steal by C. Brewer),100,83
352,4,7:51.0,M. Thornton makes 2-pt layup from 1 ft (assist by C. Brewer),,102,83
353,4,7:36.0,,B. Bass makes 2-pt dunk at rim (assist by R. Kelly),102,85
354,4,7:17.0,T. Jones misses 3-pt jump shot from 25 ft,,102,85
355,4,7:16.0,Offensive rebound by M. Harrell,,102,85
356,4,7:04.0,M. Thornton misses 2-pt layup from 2 ft,,102,85
357,4,7:03.0,,Defensive rebound by L. Williams,102,85
358,4,6:57.0,,D. Russell misses 3-pt jump shot from 23 ft,102,85
359,4,6:56.0,Defensive rebound by C. Brewer,,102,85
360,4,6:48.0,Turnover by T. Jones (bad pass; steal by B. Bass),,102,85
361,4,6:46.0,,Personal take foul by T. Lawson (drawn by A. Brown),102,85
362,4,6:31.0,,B. Bass misses 2-pt jump shot from 16 ft,102,85
363,4,6:30.0,Defensive rebound by C. Brewer,,102,85
364,4,6:08.0,Turnover by T. Jones (traveling),,102,85
365,4,5:55.0,,Turnover by D. Russell (bad pass),102,85
366,4,5:55.0,,LA Lakers full timeout,102,85
367,4,5:35.0,T. Lawson makes 3-pt jump shot from 26 ft (assist by C. Brewer),,105,85
368,4,5:18.0,,Shooting foul by M. Harrell (drawn by R. Kelly),105,85
369,4,5:18.0,,R. Kelly misses free throw 1 of 2,105,85
370,4,5:18.0,,Offensive rebound by Team,105,85
371,4,5:18.0,K. McDaniels enters the game for C. Brewer,,105,85
372,4,5:18.0,,M. Huertas enters the game for L. Williams,105,85
373,4,5:18.0,,R. Kelly makes free throw 2 of 2,105,86
374,4,4:56.0,M. Harrell makes 2-pt dunk at rim (assist by M. Thornton),,107,86
375,4,4:44.0,,T. Black enters the game for B. Bass,107,86
376,4,4:35.0,,R. Kelly misses 2-pt dunk at rim (block by K. McDaniels),107,86
377,4,4:33.0,Defensive rebound by M. Harrell,,107,86
378,4,4:30.0,Turnover by M. Thornton (bad pass; steal by M. Huertas),,107,86
379,4,4:25.0,,M. Huertas misses 2-pt jump shot from 6 ft,107,86
380,4,4:19.0,Defensive rebound by K. McDaniels,,107,86
381,4,4:14.0,K. McDaniels misses 2-pt layup from 2 ft,,107,86
382,4,4:11.0,,Defensive rebound by T. Black,107,86
383,4,4:07.0,,A. Brown misses 2-pt jump shot from 21 ft,107,86
384,4,4:05.0,Defensive rebound by M. Harrell,,107,86
385,4,3:53.0,M. Harrell misses 2-pt jump shot from 18 ft,,107,86
386,4,3:52.0,,Defensive rebound by R. Kelly,107,86
387,4,3:48.0,,Turnover by M. Huertas (lost ball; steal by K. McDaniels),107,86
388,4,3:48.0,Personal foul by M. Huertas (drawn by K. McDaniels),,107,86
389,4,3:35.0,T. Jones misses 2-pt layup from 3 ft,,107,86
