,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
374,4,7:28.0,,Defensive rebound by T. Zeller,93,102
375,4,7:26.0,,Turnover by T. Zeller (bad pass; steal by M. Belinelli),93,102
376,4,7:23.0,Turnover by R. Rondo (bad pass),,93,102
377,4,7:08.0,,A. Bradley makes 2-pt jump shot from 5 ft,93,104
378,4,6:56.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),,95,104
379,4,6:33.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by E. Turner),95,107
380,4,6:19.0,D. Cousins makes 2-pt layup from 1 ft (assist by O. Casspi),,97,107
381,4,6:03.0,,M. Smart misses 2-pt layup from 2 ft,97,107
382,4,6:02.0,Defensive rebound by W. Cauley-Stein,,97,107
383,4,5:49.0,M. Belinelli misses 3-pt jump shot from 25 ft,,97,107
384,4,5:48.0,,Defensive rebound by J. Crowder,97,107
385,4,5:45.0,,E. Turner makes 2-pt dunk at rim (assist by J. Crowder),97,109
386,4,5:45.0,,Shooting foul by R. Rondo (drawn by E. Turner),97,109
387,4,5:45.0,,Boston full timeout,97,109
388,4,5:45.0,,I. Thomas enters the game for M. Smart,97,109
389,4,5:45.0,D. Collison enters the game for O. Casspi,,97,109
390,4,5:45.0,,E. Turner makes free throw 1 of 1,97,110
391,4,5:26.0,R. Rondo misses 2-pt layup from 1 ft,,97,110
392,4,5:25.0,,Defensive rebound by J. Crowder,97,110
393,4,5:23.0,,Turnover by J. Crowder (lost ball),97,110
394,4,5:16.0,W. Cauley-Stein misses 2-pt jump shot from 3 ft (block by E. Turner),,97,110
395,4,5:15.0,,Defensive rebound by E. Turner,97,110
396,4,4:53.0,,E. Turner misses 2-pt jump shot from 7 ft,97,110
397,4,4:52.0,Defensive rebound by M. Belinelli,,97,110
398,4,4:31.0,D. Cousins makes 2-pt jump shot from 9 ft,,99,110
399,4,4:14.0,,T. Zeller makes 2-pt layup from 1 ft (assist by A. Bradley),99,112
400,4,4:14.0,,Shooting foul by D. Cousins (drawn by T. Zeller),99,112
401,4,4:14.0,O. Casspi enters the game for W. Cauley-Stein,,99,112
402,4,4:14.0,,T. Zeller makes free throw 1 of 1,99,113
403,4,4:00.0,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),,102,113
404,4,3:38.0,,E. Turner misses 2-pt jump shot from 13 ft,102,113
405,4,3:37.0,Defensive rebound by D. Collison,,102,113
406,4,3:26.0,M. Belinelli makes 2-pt jump shot from 17 ft (assist by R. Rondo),,104,113
407,4,3:04.0,,Personal foul by R. Rondo (drawn by T. Zeller),104,113
408,4,3:04.0,,T. Zeller makes free throw 1 of 2,104,114
409,4,3:04.0,,M. Smart enters the game for E. Turner,104,114
410,4,3:04.0,,T. Zeller makes free throw 2 of 2,104,115
411,4,2:56.0,D. Cousins misses 3-pt jump shot from 24 ft,,104,115
412,4,2:54.0,,Defensive rebound by J. Crowder,104,115
413,4,2:53.0,,Turnover by J. Crowder (traveling),104,115
414,4,2:53.0,Sacramento full timeout,,104,115
415,4,2:53.0,,J. Sullinger enters the game for T. Zeller,104,115
416,4,2:38.0,O. Casspi misses 3-pt jump shot from 25 ft,,104,115
417,4,2:37.0,Offensive rebound by R. Rondo,,104,115
418,4,2:32.0,D. Cousins makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,107,115
419,4,2:14.0,,J. Crowder misses 3-pt jump shot from 25 ft,107,115
420,4,2:13.0,Defensive rebound by D. Cousins,,107,115
421,4,2:02.0,R. Rondo makes 2-pt jump shot from 18 ft (assist by D. Collison),,109,115
422,4,1:50.0,,I. Thomas makes 2-pt layup from 1 ft (assist by M. Smart),109,117
423,4,1:40.0,D. Cousins makes 3-pt jump shot from 24 ft (assist by R. Rondo),,112,117
424,4,1:22.0,,I. Thomas makes 3-pt jump shot from 25 ft,112,120
425,4,1:13.0,D. Cousins misses 3-pt jump shot from 25 ft,,112,120
426,4,1:12.0,,Defensive rebound by M. Smart,112,120
427,4,1:08.0,,I. Thomas makes 2-pt layup from 2 ft,112,122
428,4,0:50.0,O. Casspi makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,115,122
429,4,0:39.0,,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),115,124
430,4,0:28.0,D. Cousins makes 2-pt layup from 1 ft,,117,124
431,4,0:27.0,,Personal take foul by M. Belinelli (drawn by I. Thomas),117,124
432,4,0:27.0,,I. Thomas makes free throw 1 of 2,117,125
433,4,0:27.0,,I. Thomas makes free throw 2 of 2,117,126
434,4,0:27.0,Sacramento full timeout,,117,126
435,4,0:27.0,,E. Turner enters the game for J. Sullinger,117,126
436,4,0:24.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,119,126
437,4,0:14.0,,Shooting foul by O. Casspi (drawn by E. Turner),119,126
438,4,0:14.0,,E. Turner makes free throw 1 of 2,119,127
439,4,0:14.0,,E. Turner makes free throw 2 of 2,119,128
440,4,0:07.0,O. Casspi misses 3-pt jump shot from 24 ft,,119,128
441,4,0:06.0,,Defensive rebound by M. Smart,119,128
