,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
172,2,5:45.0,,D. Williams makes free throw 1 of 2,28,40
173,2,5:45.0,,D. Williams makes free throw 2 of 2,28,41
174,2,5:26.0,M. Morris makes 2-pt layup from 1 ft,,30,41
175,2,5:08.0,,C. Anthony misses 2-pt jump shot from 12 ft,30,41
176,2,5:07.0,,Offensive rebound by D. Williams,30,41
177,2,4:59.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by C. Anthony),30,43
178,2,4:50.0,T. Warren misses 3-pt jump shot from 24 ft,,30,43
179,2,4:48.0,,Defensive rebound by C. Anthony,30,43
180,2,4:45.0,,D. Williams makes 2-pt layup at rim (assist by C. Anthony),30,45
181,2,4:20.0,Turnover by M. Morris (lost ball; steal by C. Anthony),,30,45
182,2,4:16.0,,Shooting foul by M. Morris (drawn by D. Williams),30,45
183,2,4:16.0,,D. Williams makes free throw 1 of 2,30,46
184,2,4:16.0,,D. Williams makes free throw 2 of 2,30,47
185,2,4:02.0,D. Booker makes 3-pt jump shot from 24 ft (assist by M. Morris),,33,47
186,2,3:44.0,,C. Anthony misses 2-pt jump shot from 15 ft,33,47
187,2,3:43.0,Defensive rebound by M. Morris,,33,47
188,2,3:29.0,Turnover by M. Morris (lost ball),,33,47
189,2,3:29.0,,R. Lopez enters the game for D. Williams,33,47
190,2,3:09.0,,R. Lopez misses 2-pt jump shot from 3 ft (block by A. Len),33,47
191,2,3:07.0,Defensive rebound by A. Len,,33,47
192,2,2:59.0,D. Booker makes 2-pt layup from 1 ft,,35,47
193,2,2:46.0,,L. Galloway makes 2-pt layup from 1 ft (assist by K. O'Quinn),35,49
194,2,2:35.0,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Booker),,38,49
195,2,2:19.0,,C. Anthony makes 2-pt layup from 2 ft (assist by S. Vujačić),38,51
196,2,2:10.0,T. Warren misses 2-pt jump shot from 16 ft,,38,51
197,2,2:10.0,Offensive rebound by A. Len,,38,51
198,2,2:09.0,Phoenix full timeout,,38,51
199,2,2:09.0,T. Chandler enters the game for A. Len,,38,51
200,2,2:01.0,M. Morris misses 3-pt jump shot from 25 ft,,38,51
201,2,1:59.0,Offensive rebound by P. Tucker,,38,51
202,2,1:59.0,P. Tucker makes 2-pt layup from 2 ft,,40,51
203,2,1:46.0,,Turnover by C. Anthony (lost ball; steal by P. Tucker),40,51
204,2,1:42.0,P. Tucker misses 2-pt layup from 1 ft (block by K. O'Quinn),,40,51
205,2,1:41.0,Offensive rebound by Team,,40,51
206,2,1:39.0,D. Booker misses 2-pt jump shot from 15 ft,,40,51
207,2,1:37.0,,Defensive rebound by K. O'Quinn,40,51
208,2,1:22.0,,S. Vujačić misses 2-pt jump shot from 15 ft,40,51
209,2,1:20.0,Defensive rebound by T. Chandler,,40,51
210,2,1:15.0,T. Warren misses 2-pt jump shot from 4 ft,,40,51
211,2,1:13.0,,Defensive rebound by C. Anthony,40,51
212,2,1:03.0,,Personal foul by P. Tucker (drawn by R. Lopez),40,51
213,2,1:03.0,,R. Lopez makes free throw 1 of 2,40,52
214,2,1:03.0,J. McRae enters the game for T. Warren,,40,52
215,2,1:03.0,,R. Lopez makes free throw 2 of 2,40,53
216,2,0:50.0,Turnover by J. McRae (bad pass; steal by S. Vujačić),,40,53
217,2,0:31.0,,R. Lopez makes 2-pt jump shot from 5 ft (assist by K. O'Quinn),40,55
218,2,0:11.0,J. McRae misses 2-pt jump shot from 16 ft,,40,55
219,2,0:10.0,,Defensive rebound by C. Anthony,40,55
220,2,0:00.0,,S. Vujačić makes 3-pt jump shot from 28 ft (assist by C. Anthony),40,58
221,3,11:42.0,,A. Afflalo makes 2-pt jump shot from 5 ft,40,60
222,3,11:27.0,A. Goodwin makes 2-pt layup at rim (assist by T. Chandler),,42,60
223,3,11:01.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,42,60
224,3,10:59.0,Defensive rebound by T. Chandler,,42,60
225,3,10:40.0,A. Goodwin misses 2-pt layup from 1 ft,,42,60
226,3,10:38.0,Offensive rebound by T. Chandler,,42,60
227,3,10:38.0,T. Chandler misses 2-pt layup from 1 ft,,42,60
228,3,10:36.0,Offensive rebound by T. Chandler,,42,60
229,3,10:19.0,A. Goodwin misses 3-pt jump shot from 23 ft,,42,60
230,3,10:17.0,,Defensive rebound by K. Porziņģis,42,60
231,3,10:09.0,,Personal foul by M. Teletović (drawn by K. Porziņģis),42,60
232,3,9:57.0,,R. Lopez makes 2-pt hook shot from 3 ft (assist by C. Anthony),42,62
233,3,9:34.0,D. Booker makes 3-pt jump shot from 22 ft (assist by P. Tucker),,45,62
234,3,9:07.0,,C. Anthony misses 2-pt jump shot from 16 ft,45,62
235,3,9:05.0,,Offensive rebound by K. Porziņģis,45,62
236,3,9:05.0,,K. Porziņģis makes 2-pt dunk at rim,45,64
237,3,8:53.0,Personal foul by K. Porziņģis (drawn by M. Teletović),,45,64
238,3,8:46.0,A. Goodwin misses 2-pt jump shot from 5 ft (block by K. Porziņģis),,45,64
239,3,8:44.0,,Defensive rebound by L. Galloway,45,64
240,3,8:40.0,,L. Galloway misses 2-pt layup from 1 ft,45,64
241,3,8:39.0,Defensive rebound by P. Tucker,,45,64
242,3,8:35.0,A. Goodwin makes 2-pt dunk at rim,,47,64
243,3,8:33.0,Technical foul by A. Goodwin,,47,64
244,3,8:33.0,,C. Anthony makes technical free throw,47,65
245,3,8:14.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),47,68
246,3,8:00.0,M. Teletović misses 3-pt jump shot from 25 ft,,47,68
247,3,7:58.0,,Defensive rebound by R. Lopez,47,68
248,3,7:46.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by A. Afflalo),47,71
249,3,7:25.0,D. Booker makes 2-pt jump shot from 18 ft (assist by M. Teletović),,49,71
250,3,7:11.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),49,74
251,3,7:08.0,Phoenix full timeout,,49,74
252,3,7:04.0,Personal foul by L. Galloway (drawn by A. Goodwin),,49,74
253,3,6:56.0,A. Goodwin misses 2-pt layup from 2 ft (block by L. Galloway),,49,74
254,3,6:54.0,,Defensive rebound by L. Galloway,49,74
255,3,6:47.0,,R. Lopez misses 2-pt layup from 2 ft,49,74
256,3,6:45.0,Defensive rebound by T. Chandler,,49,74
257,3,6:40.0,D. Booker makes 2-pt jump shot from 5 ft,,51,74
258,3,6:17.0,,A. Afflalo makes 2-pt jump shot from 10 ft,51,76
259,3,6:17.0,,Shooting foul by D. Booker (drawn by A. Afflalo),51,76
260,3,6:17.0,,A. Afflalo makes free throw 1 of 1,51,77
261,3,6:07.0,D. Booker misses 2-pt jump shot from 18 ft,,51,77
262,3,6:05.0,,Defensive rebound by C. Anthony,51,77
263,3,5:47.0,,L. Galloway misses 3-pt jump shot from 25 ft,51,77
264,3,5:45.0,Defensive rebound by T. Chandler,,51,77
265,3,5:39.0,T. Chandler makes 2-pt dunk at rim (assist by A. Goodwin),,53,77
266,3,5:21.0,,A. Afflalo misses 2-pt jump shot from 12 ft,53,77
267,3,5:19.0,Defensive rebound by P. Tucker,,53,77
268,3,5:09.0,D. Booker makes 3-pt jump shot from 24 ft (assist by A. Goodwin),,56,77
269,3,5:08.0,,New York full timeout,56,77
270,3,5:08.0,,J. Grant enters the game for K. Porziņģis,56,77
271,3,5:08.0,,L. Thomas enters the game for L. Galloway,56,77
272,3,5:08.0,T. Warren enters the game for M. Teletović,,56,77
273,3,4:44.0,,R. Lopez misses 2-pt hook shot from 5 ft,56,77
274,3,4:43.0,,Offensive rebound by C. Anthony,56,77
275,3,4:42.0,,C. Anthony misses 2-pt layup from 2 ft,56,77
276,3,4:40.0,Defensive rebound by T. Chandler,,56,77
277,3,4:28.0,P. Tucker misses 3-pt jump shot from 24 ft,,56,77
278,3,4:26.0,,Defensive rebound by L. Thomas,56,77
279,3,4:05.0,,C. Anthony misses 2-pt jump shot from 11 ft,56,77
280,3,4:03.0,,Offensive rebound by R. Lopez,56,77
281,3,3:49.0,,C. Anthony misses 2-pt jump shot from 6 ft,56,77
282,3,3:47.0,Defensive rebound by T. Warren,,56,77
283,3,3:41.0,A. Goodwin misses 2-pt layup from 1 ft,,56,77
284,3,3:39.0,,Defensive rebound by C. Anthony,56,77
285,3,3:33.0,,A. Afflalo misses 3-pt jump shot from 25 ft,56,77
286,3,3:31.0,Defensive rebound by A. Goodwin,,56,77
287,3,3:15.0,Turnover by A. Goodwin (bad pass),,56,77
288,3,3:15.0,J. McRae enters the game for A. Goodwin,,56,77
289,3,3:03.0,,J. Grant misses 2-pt layup from 2 ft,56,77
290,3,3:01.0,,Offensive rebound by R. Lopez,56,77
291,3,3:01.0,,R. Lopez makes 2-pt layup at rim,56,79
292,3,2:44.0,Shooting foul by R. Lopez (drawn by P. Tucker),,56,79
293,3,2:44.0,P. Tucker misses free throw 1 of 2,,56,79
294,3,2:44.0,Offensive rebound by Team,,56,79
295,3,2:44.0,P. Tucker makes free throw 2 of 2,,57,79
296,3,2:20.0,,A. Afflalo misses 3-pt jump shot from 25 ft,57,79
297,3,2:18.0,,Offensive rebound by J. Grant,57,79
298,3,2:04.0,,J. Grant misses 2-pt layup from 1 ft,57,79
299,3,2:02.0,Defensive rebound by T. Chandler,,57,79
300,3,1:57.0,D. Booker misses 3-pt jump shot from 26 ft,,57,79
301,3,1:55.0,,Defensive rebound by C. Anthony,57,79
302,3,1:45.0,,R. Lopez makes 2-pt layup from 2 ft (assist by C. Anthony),57,81
303,3,1:18.0,D. Booker makes 2-pt layup from 1 ft (assist by P. Tucker),,59,81
304,3,0:58.0,,L. Thomas makes 2-pt jump shot from 17 ft (assist by A. Afflalo),59,83
305,3,0:42.0,J. McRae makes 2-pt jump shot from 17 ft,,61,83
306,3,0:34.0,,Shooting foul by P. Tucker (drawn by C. Anthony),61,83
307,3,0:34.0,,C. Anthony makes free throw 1 of 2,61,84
308,3,0:34.0,J. Leuer enters the game for T. Chandler,,61,84
309,3,0:34.0,M. Morris enters the game for T. Warren,,61,84
310,3,0:34.0,,S. Vujačić enters the game for A. Afflalo,61,84
311,3,0:34.0,,D. Williams enters the game for R. Lopez,61,84
312,3,0:34.0,,C. Anthony makes free throw 2 of 2,61,85
313,3,0:22.0,Turnover by J. McRae (lost ball; steal by C. Anthony),,61,85
314,3,0:02.0,,D. Williams misses 3-pt jump shot from 25 ft,61,85
315,3,0:00.0,,Offensive rebound by Team,61,85
316,4,11:40.0,P. Tucker makes 2-pt layup from 1 ft (assist by D. Booker),,63,85
317,4,11:19.0,,S. Vujačić makes 2-pt layup at rim (assist by K. Porziņģis),63,87
318,4,11:02.0,Personal foul by L. Thomas (drawn by M. Morris),,63,87
319,4,10:49.0,P. Tucker misses 2-pt layup from 2 ft,,63,87
320,4,10:48.0,,Defensive rebound by D. Williams,63,87
321,4,10:40.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,63,87
322,4,10:38.0,Defensive rebound by P. Tucker,,63,87
323,4,10:30.0,J. McRae makes 3-pt jump shot from 25 ft,,66,87
324,4,10:15.0,,S. Vujačić misses 2-pt layup from 1 ft,66,87
325,4,10:13.0,,Offensive rebound by D. Williams,66,87
326,4,10:11.0,,D. Williams makes 2-pt layup from 2 ft,66,89
327,4,10:01.0,D. Booker misses 3-pt jump shot from 24 ft,,66,89
328,4,9:58.0,,Defensive rebound by K. Porziņģis,66,89
329,4,9:52.0,,Personal foul by D. Booker (drawn by K. Porziņģis),66,89
330,4,9:49.0,,S. Vujačić misses 2-pt jump shot from 4 ft,66,89
331,4,9:48.0,,Offensive rebound by K. Porziņģis,66,89
332,4,9:47.0,,Shooting foul by D. Booker (drawn by K. Porziņģis),66,89
333,4,9:47.0,,K. Porziņģis misses free throw 1 of 2,66,89
334,4,9:47.0,,Offensive rebound by Team,66,89
335,4,9:47.0,S. Weems enters the game for D. Booker,,66,89
336,4,9:47.0,,K. Porziņģis makes free throw 2 of 2,66,90
337,4,9:30.0,Personal foul by L. Thomas (drawn by M. Morris),,66,90
338,4,9:24.0,M. Morris misses 2-pt jump shot from 12 ft,,66,90
339,4,9:22.0,,Defensive rebound by D. Williams,66,90
340,4,9:04.0,,K. Porziņģis misses 2-pt layup from 1 ft,66,90
341,4,9:02.0,Defensive rebound by J. Leuer,,66,90
342,4,8:56.0,J. McRae misses 2-pt layup from 2 ft,,66,90
343,4,8:54.0,,Defensive rebound by S. Vujačić,66,90
344,4,8:45.0,,New York full timeout,66,90
345,4,8:45.0,A. Goodwin enters the game for P. Tucker,,66,90
346,4,8:45.0,,K. O'Quinn enters the game for K. Porziņģis,66,90
347,4,8:34.0,,S. Vujačić misses 2-pt jump shot from 21 ft,66,90
348,4,8:32.0,Defensive rebound by J. Leuer,,66,90
349,4,8:12.0,M. Morris makes 2-pt jump shot from 12 ft,,68,90
350,4,7:57.0,,A. Afflalo enters the game for L. Thomas,68,90
351,4,7:43.0,,Turnover by Team (shot clock),68,90
352,4,7:25.0,M. Morris misses 3-pt jump shot from 24 ft,,68,90
353,4,7:23.0,,Defensive rebound by D. Williams,68,90
354,4,7:10.0,,K. O'Quinn misses 2-pt layup from 2 ft (block by M. Morris),68,90
355,4,7:07.0,Defensive rebound by J. Leuer,,68,90
356,4,7:01.0,,Violation by S. Vujačić (kicked ball),68,90
357,4,6:57.0,S. Weems makes 3-pt jump shot from 25 ft (assist by M. Morris),,71,90
358,4,6:43.0,,Shooting foul by J. McRae (drawn by D. Williams),71,90
359,4,6:43.0,,D. Williams makes free throw 1 of 2,71,91
360,4,6:43.0,A. Len enters the game for J. Leuer,,71,91
361,4,6:43.0,,D. Williams makes free throw 2 of 2,71,92
362,4,6:28.0,Offensive foul by A. Len (drawn by J. Grant),,71,92
363,4,6:28.0,Turnover by A. Len (offensive foul),,71,92
364,4,6:17.0,,S. Vujačić misses 3-pt jump shot from 24 ft,71,92
365,4,6:15.0,Defensive rebound by M. Morris,,71,92
366,4,6:03.0,A. Len makes 2-pt layup from 1 ft (assist by S. Weems),,73,92
367,4,5:50.0,,Offensive foul by S. Vujačić (drawn by A. Goodwin),73,92
368,4,5:50.0,,Turnover by S. Vujačić (offensive foul),73,92
369,4,5:50.0,Official timeout,,73,92
370,4,5:42.0,Personal foul by J. Grant (drawn by J. McRae),,73,92
371,4,5:34.0,J. McRae misses 2-pt layup from 2 ft,,73,92
372,4,5:33.0,Offensive rebound by A. Len,,73,92
373,4,5:31.0,A. Len makes 2-pt layup from 1 ft,,75,92
374,4,5:14.0,,D. Williams misses 2-pt jump shot from 12 ft,75,92
375,4,5:12.0,Defensive rebound by A. Goodwin,,75,92
376,4,5:04.0,M. Morris misses 2-pt jump shot from 10 ft,,75,92
377,4,5:02.0,,Defensive rebound by D. Williams,75,92
378,4,4:41.0,,D. Williams misses 2-pt jump shot from 7 ft,75,92
379,4,4:40.0,Defensive rebound by A. Len,,75,92
380,4,4:32.0,A. Len misses 2-pt jump shot from 12 ft,,75,92
381,4,4:30.0,,Defensive rebound by K. O'Quinn,75,92
382,4,4:17.0,,K. O'Quinn misses 2-pt jump shot from 17 ft,75,92
383,4,4:15.0,Defensive rebound by J. McRae,,75,92
