,QUARTER,TIME_REMAINING,MIAMI_ACTION,GOLDEN STATE_ACTION,MIAMI_SCORE,GOLDEN STATE_SCORE
86,1,2:17.0,Defensive rebound by G. Dragić,,25,23
87,1,2:05.0,C. Bosh misses 2-pt jump shot from 10 ft,,25,23
88,1,2:02.0,,Defensive rebound by K. Thompson,25,23
89,1,1:57.0,L. Deng enters the game for J. Winslow,,25,23
90,1,1:57.0,J. Richardson enters the game for T. Johnson,,25,23
91,1,1:57.0,U. Haslem enters the game for C. Bosh,,25,23
92,1,1:57.0,,S. Livingston enters the game for K. Thompson,25,23
93,1,1:57.0,,F. Ezeli enters the game for D. Green,25,23
94,1,1:50.0,,S. Livingston misses 2-pt jump shot from 8 ft,25,23
95,1,1:49.0,Defensive rebound by U. Haslem,,25,23
96,1,1:41.0,G. Dragić misses 2-pt jump shot from 18 ft,,25,23
97,1,1:41.0,,Defensive rebound by A. Iguodala,25,23
98,1,1:27.0,,H. Barnes makes 2-pt jump shot from 15 ft,25,25
99,1,1:00.0,J. Richardson misses 3-pt jump shot from 24 ft,,25,25
100,1,0:57.0,,Defensive rebound by A. Iguodala,25,25
101,1,0:52.0,,S. Curry misses 3-pt jump shot from 26 ft,25,25
102,1,0:51.0,Defensive rebound by U. Haslem,,25,25
103,1,0:34.0,Personal foul by H. Barnes (drawn by L. Deng),,25,25
104,1,0:20.0,Turnover by Team (shot clock),,25,25
105,1,0:03.0,,S. Curry makes 2-pt jump shot from 7 ft (assist by S. Livingston),25,27
106,2,11:48.0,,S. Livingston makes 2-pt layup at rim,25,29
107,2,11:24.0,G. Green misses 2-pt jump shot from 19 ft,,25,29
108,2,11:24.0,,Defensive rebound by F. Ezeli,25,29
109,2,11:14.0,,A. Iguodala misses 3-pt jump shot from 26 ft,25,29
110,2,11:13.0,Defensive rebound by L. Deng,,25,29
111,2,11:02.0,G. Green misses 2-pt jump shot from 17 ft,,25,29
112,2,11:00.0,,Defensive rebound by F. Ezeli,25,29
113,2,10:46.0,,H. Barnes makes 2-pt jump shot from 6 ft,25,31
114,2,10:19.0,A. Stoudemire makes 2-pt jump shot from 8 ft (assist by L. Deng),,27,31
115,2,10:03.0,,I. Clark misses 3-pt jump shot from 25 ft,27,31
116,2,10:03.0,Defensive rebound by T. Johnson,,27,31
117,2,9:51.0,A. Stoudemire makes 2-pt jump shot from 18 ft (assist by G. Green),,29,31
118,2,9:34.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by S. Livingston),29,33
119,2,9:14.0,A. Stoudemire misses 2-pt jump shot from 16 ft,,29,33
120,2,9:13.0,,Defensive rebound by A. Iguodala,29,33
121,2,9:00.0,,Shooting foul by A. Stoudemire (drawn by F. Ezeli),29,33
122,2,9:00.0,,F. Ezeli misses free throw 1 of 2,29,33
123,2,9:00.0,,Offensive rebound by Team,29,33
124,2,9:00.0,,F. Ezeli makes free throw 2 of 2,29,34
125,2,8:48.0,A. Stoudemire makes 2-pt dunk at rim (assist by G. Dragić),,31,34
126,2,8:29.0,,Shooting foul by T. Johnson (drawn by H. Barnes),31,34
127,2,8:29.0,Official timeout,,31,34
128,2,8:29.0,,A. Bogut enters the game for F. Ezeli,31,34
129,2,8:29.0,,H. Barnes makes free throw 1 of 2,31,35
130,2,8:29.0,,H. Barnes makes free throw 2 of 2,31,36
131,2,8:18.0,T. Johnson misses 2-pt jump shot from 18 ft,,31,36
132,2,8:18.0,Offensive rebound by A. Stoudemire,,31,36
133,2,8:10.0,G. Green misses 2-pt jump shot from 15 ft,,31,36
134,2,8:08.0,,Defensive rebound by H. Barnes,31,36
135,2,7:50.0,,A. Bogut makes 2-pt jump shot from 8 ft (assist by I. Clark),31,38
136,2,7:38.0,Shooting foul by S. Livingston (drawn by G. Dragić),,31,38
137,2,7:38.0,G. Dragić makes free throw 1 of 2,,32,38
138,2,7:38.0,,K. Thompson enters the game for A. Iguodala,32,38
139,2,7:38.0,D. Wade enters the game for T. Johnson,,32,38
140,2,7:38.0,G. Dragić misses free throw 2 of 2,,32,38
141,2,7:37.0,,Defensive rebound by Team,32,38
142,2,7:25.0,,I. Clark misses 2-pt layup from 1 ft,32,38
143,2,7:25.0,Defensive rebound by A. Stoudemire,,32,38
144,2,7:16.0,Personal foul by S. Livingston (drawn by D. Wade),,32,38
145,2,7:16.0,,S. Curry enters the game for I. Clark,32,38
146,2,7:16.0,,D. Green enters the game for H. Barnes,32,38
147,2,7:16.0,C. Bosh enters the game for A. Stoudemire,,32,38
148,2,7:16.0,Personal foul by A. Bogut (drawn by G. Dragić),,32,38
149,2,7:03.0,C. Bosh misses 3-pt jump shot from 23 ft,,32,38
150,2,7:02.0,,Defensive rebound by D. Green,32,38
151,2,6:55.0,,A. Bogut makes 2-pt hook shot from 2 ft (assist by S. Curry),32,40
152,2,6:48.0,Miami full timeout,,32,40
153,2,6:48.0,,B. Rush enters the game for S. Livingston,32,40
154,2,6:48.0,T. Johnson enters the game for G. Dragić,,32,40
155,2,6:40.0,G. Green makes 2-pt layup from 2 ft (assist by T. Johnson),,34,40
156,2,6:25.0,,K. Thompson misses 2-pt jump shot from 7 ft,34,40
157,2,6:24.0,Defensive rebound by G. Green,,34,40
158,2,6:06.0,Shooting foul by K. Thompson (drawn by D. Wade),,34,40
159,2,6:06.0,D. Wade makes free throw 1 of 2,,35,40
160,2,6:06.0,D. Wade makes free throw 2 of 2,,36,40
161,2,6:06.0,,Turnover by D. Green (bad pass; steal by G. Green),36,40
162,2,6:01.0,G. Green misses 2-pt jump shot from 13 ft,,36,40
163,2,6:01.0,,Defensive rebound by D. Green,36,40
164,2,5:54.0,,D. Green makes 2-pt layup from 1 ft,36,42
165,2,5:34.0,D. Wade misses 2-pt jump shot from 13 ft,,36,42
166,2,5:32.0,,Defensive rebound by A. Bogut,36,42
167,2,5:31.0,,Turnover by D. Green (lost ball),36,42
168,2,5:24.0,T. Johnson makes 2-pt jump shot from 16 ft,,38,42
169,2,5:14.0,,D. Green misses 3-pt jump shot from 26 ft,38,42
170,2,5:14.0,Defensive rebound by L. Deng,,38,42
171,2,5:07.0,C. Bosh makes 2-pt layup from 1 ft (assist by D. Wade),,40,42
172,2,5:07.0,Shooting foul by A. Bogut (drawn by C. Bosh),,40,42
173,2,5:07.0,C. Bosh makes free throw 1 of 1,,41,42
174,2,4:44.0,,S. Curry misses 2-pt jump shot from 4 ft,41,42
175,2,4:44.0,Defensive rebound by C. Bosh,,41,42
176,2,4:34.0,C. Bosh makes 2-pt layup from 1 ft (assist by D. Wade),,43,42
177,2,4:34.0,Shooting foul by A. Bogut (drawn by C. Bosh),,43,42
178,2,4:34.0,,Golden State full timeout,43,42
179,2,4:34.0,,A. Iguodala enters the game for B. Rush,43,42
180,2,4:34.0,,H. Barnes enters the game for A. Bogut,43,42
181,2,4:34.0,C. Bosh misses free throw 1 of 1,,43,42
182,2,4:33.0,,Defensive rebound by A. Iguodala,43,42
183,2,4:24.0,,Shooting foul by C. Bosh (drawn by D. Green),43,42
184,2,4:24.0,,D. Green makes free throw 1 of 2,43,43
185,2,4:24.0,,D. Green misses free throw 2 of 2,43,43
186,2,4:23.0,Defensive rebound by L. Deng,,43,43
187,2,4:07.0,G. Green makes 2-pt jump shot from 18 ft (assist by D. Wade),,45,43
188,2,3:57.0,,S. Curry makes 2-pt jump shot from 16 ft,45,45
189,2,3:39.0,,Violation by D. Green (kicked ball),45,45
190,2,3:30.0,L. Deng misses 2-pt jump shot from 18 ft,,45,45
191,2,3:29.0,,Defensive rebound by K. Thompson,45,45
192,2,3:24.0,,Shooting foul by L. Deng (drawn by D. Green),45,45
193,2,3:24.0,,D. Green makes free throw 1 of 2,45,46
194,2,3:24.0,G. Dragić enters the game for T. Johnson,,45,46
195,2,3:24.0,,D. Green makes free throw 2 of 2,45,47
196,2,3:11.0,Shooting foul by D. Green (drawn by D. Wade),,45,47
197,2,3:11.0,D. Wade makes free throw 1 of 2,,46,47
198,2,3:11.0,J. Winslow enters the game for L. Deng,,46,47
199,2,3:11.0,D. Wade makes free throw 2 of 2,,47,47
200,2,2:53.0,,Shooting foul by D. Wade (drawn by A. Iguodala),47,47
201,2,2:53.0,,A. Iguodala makes free throw 1 of 2,47,48
202,2,2:53.0,,A. Iguodala makes free throw 2 of 2,47,49
203,2,2:42.0,J. Winslow makes 2-pt dunk at rim (assist by G. Green),,49,49
204,2,2:28.0,,S. Curry misses 3-pt jump shot from 24 ft,49,49
205,2,2:27.0,Defensive rebound by J. Winslow,,49,49
206,2,2:16.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by D. Wade),,52,49
207,2,2:00.0,,H. Barnes misses 2-pt jump shot from 15 ft,52,49
208,2,1:59.0,Defensive rebound by D. Wade,,52,49
209,2,1:49.0,D. Wade misses 2-pt jump shot from 17 ft,,52,49
210,2,1:48.0,Offensive rebound by C. Bosh,,52,49
211,2,1:36.0,D. Wade makes 2-pt hook shot from 3 ft,,54,49
212,2,1:26.0,,S. Curry makes 3-pt jump shot from 27 ft,54,52
213,2,1:00.0,Turnover by C. Bosh (lost ball; steal by K. Thompson),,54,52
214,2,0:49.0,,S. Curry misses 2-pt jump shot from 4 ft,54,52
215,2,0:48.0,,Offensive rebound by H. Barnes,54,52
216,2,0:48.0,,Shooting foul by J. Winslow (drawn by H. Barnes),54,52
217,2,0:48.0,,H. Barnes makes free throw 1 of 2,54,53
218,2,0:48.0,L. Deng enters the game for J. Winslow,,54,53
219,2,0:48.0,,H. Barnes makes free throw 2 of 2,54,54
220,2,0:35.0,C. Bosh misses 3-pt jump shot from 25 ft,,54,54
221,2,0:34.0,,Defensive rebound by K. Thompson,54,54
222,2,0:13.0,,Shooting foul by G. Green (drawn by S. Curry),54,54
223,2,0:13.0,,S. Curry makes free throw 1 of 2,54,55
224,2,0:13.0,,B. Rush enters the game for K. Thompson,54,55
225,2,0:13.0,,S. Curry makes free throw 2 of 2,54,56
226,2,0:11.0,Miami full timeout,,54,56
227,2,0:01.0,D. Wade misses 2-pt jump shot from 17 ft,,54,56
228,2,0:00.0,Offensive rebound by Team,,54,56
229,3,11:49.0,,K. Thompson misses 2-pt jump shot from 19 ft,54,56
230,3,11:48.0,Defensive rebound by C. Bosh,,54,56
231,3,11:33.0,L. Deng makes 2-pt jump shot from 18 ft (assist by C. Bosh),,56,56
232,3,11:10.0,,D. Green misses 2-pt jump shot from 10 ft,56,56
233,3,11:09.0,Defensive rebound by C. Bosh,,56,56
234,3,10:58.0,L. Deng misses 2-pt jump shot from 6 ft,,56,56
235,3,10:58.0,,Defensive rebound by A. Bogut,56,56
236,3,10:53.0,,Turnover by K. Thompson (step out of bounds),56,56
237,3,10:35.0,C. Bosh misses 3-pt jump shot from 23 ft,,56,56
238,3,10:35.0,,Defensive rebound by A. Bogut,56,56
239,3,10:26.0,,Shooting foul by J. Winslow (drawn by D. Green),56,56
240,3,10:26.0,,D. Green misses free throw 1 of 2,56,56
241,3,10:26.0,,Offensive rebound by Team,56,56
242,3,10:26.0,,D. Green makes free throw 2 of 2,56,57
243,3,10:18.0,G. Dragić misses 2-pt jump shot from 16 ft,,56,57
244,3,10:18.0,,Defensive rebound by D. Green,56,57
245,3,10:06.0,,Turnover by K. Thompson (bad pass),56,57
246,3,9:49.0,D. Wade misses 2-pt jump shot from 10 ft,,56,57
247,3,9:49.0,,Defensive rebound by A. Bogut,56,57
248,3,9:42.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),56,60
249,3,9:18.0,J. Winslow misses 3-pt jump shot from 26 ft,,56,60
250,3,9:17.0,,Defensive rebound by D. Green,56,60
251,3,9:09.0,,D. Green makes 2-pt layup from 2 ft,56,62
252,3,8:53.0,Turnover by G. Dragić (lost ball),,56,62
253,3,8:48.0,,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),56,64
254,3,8:48.0,Miami full timeout,,56,64
255,3,8:22.0,G. Dragić makes 3-pt jump shot from 26 ft (assist by J. Winslow),,59,64
256,3,8:12.0,,K. Thompson misses 3-pt jump shot from 26 ft,59,64
257,3,8:11.0,Defensive rebound by G. Dragić,,59,64
258,3,8:04.0,Turnover by C. Bosh (lost ball),,59,64
259,3,7:46.0,,S. Curry makes 2-pt jump shot from 14 ft (assist by D. Green),59,66
260,3,7:24.0,C. Bosh misses 2-pt jump shot from 16 ft,,59,66
261,3,7:23.0,,Defensive rebound by A. Bogut,59,66
262,3,7:14.0,,S. Curry misses 3-pt jump shot from 29 ft,59,66
263,3,7:13.0,Defensive rebound by L. Deng,,59,66
264,3,6:54.0,Turnover by G. Dragić (step out of bounds),,59,66
265,3,6:54.0,G. Green enters the game for J. Winslow,,59,66
266,3,6:43.0,,K. Thompson makes 2-pt layup at rim (assist by S. Curry),59,68
267,3,6:18.0,Turnover by L. Deng (bad pass; steal by K. Thompson),,59,68
268,3,6:13.0,,Shooting foul by G. Green (drawn by B. Rush),59,68
269,3,6:13.0,,B. Rush makes free throw 1 of 2,59,69
270,3,6:13.0,,B. Rush misses free throw 2 of 2,59,69
271,3,6:12.0,Defensive rebound by L. Deng,,59,69
272,3,5:59.0,L. Deng misses 2-pt jump shot from 19 ft,,59,69
273,3,5:58.0,,Defensive rebound by D. Green,59,69
274,3,5:46.0,,D. Green misses 2-pt jump shot from 9 ft,59,69
275,3,5:45.0,,Offensive rebound by A. Bogut,59,69
276,3,5:43.0,,S. Curry misses 3-pt jump shot from 27 ft,59,69
277,3,5:41.0,Defensive rebound by C. Bosh,,59,69
278,3,5:33.0,,Violation by K. Thompson (kicked ball),59,69
279,3,5:33.0,T. Johnson enters the game for G. Dragić,,59,69
280,3,5:33.0,,A. Iguodala enters the game for B. Rush,59,69
281,3,5:30.0,T. Johnson makes 2-pt layup from 1 ft (assist by D. Wade),,61,69
282,3,5:10.0,,S. Curry misses 2-pt layup from 2 ft,61,69
283,3,5:09.0,Defensive rebound by D. Wade,,61,69
284,3,5:02.0,G. Green makes 3-pt jump shot from 23 ft (assist by D. Wade),,64,69
285,3,5:02.0,,Golden State full timeout,64,69
286,3,4:48.0,,A. Bogut makes 2-pt hook shot from 5 ft (assist by D. Green),64,71
287,3,4:20.0,D. Wade misses 2-pt jump shot from 15 ft,,64,71
288,3,4:19.0,,Defensive rebound by D. Green,64,71
289,3,4:04.0,,K. Thompson misses 2-pt jump shot from 10 ft,64,71
290,3,4:03.0,Defensive rebound by C. Bosh,,64,71
291,3,3:56.0,Personal foul by S. Curry (drawn by T. Johnson),,64,71
292,3,3:56.0,,H. Barnes enters the game for A. Bogut,64,71
293,3,3:56.0,G. Dragić enters the game for D. Wade,,64,71
294,3,3:44.0,Turnover by L. Deng (lost ball; steal by S. Curry),,64,71
295,3,3:43.0,,Personal foul by G. Green (drawn by H. Barnes),64,71
296,3,3:43.0,J. Winslow enters the game for C. Bosh,,64,71
297,3,3:43.0,U. Haslem enters the game for L. Deng,,64,71
298,3,3:33.0,,A. Iguodala makes 2-pt layup from 2 ft,64,73
299,3,3:19.0,Turnover by T. Johnson (traveling),,64,73
300,3,3:11.0,,Shooting foul by U. Haslem (drawn by D. Green),64,73
301,3,3:11.0,,D. Green misses free throw 1 of 2,64,73
302,3,3:11.0,,Offensive rebound by Team,64,73
303,3,3:11.0,,D. Green misses free throw 2 of 2,64,73
304,3,3:10.0,Defensive rebound by U. Haslem,,64,73
305,3,2:54.0,T. Johnson makes 2-pt layup from 1 ft (assist by U. Haslem),,66,73
306,3,2:54.0,Shooting foul by A. Iguodala (drawn by T. Johnson),,66,73
307,3,2:54.0,T. Johnson makes free throw 1 of 1,,67,73
308,3,2:43.0,,Turnover by S. Curry (dbl dribble),67,73
309,3,2:28.0,G. Dragić misses 3-pt jump shot from 22 ft,,67,73
310,3,2:27.0,,Defensive rebound by A. Iguodala,67,73
311,3,2:23.0,,H. Barnes misses 3-pt jump shot from 25 ft,67,73
312,3,2:22.0,,Offensive rebound by K. Thompson,67,73
313,3,2:18.0,,K. Thompson makes 3-pt jump shot from 26 ft,67,76
314,3,2:06.0,G. Green makes 2-pt jump shot from 12 ft (assist by G. Dragić),,69,76
315,3,2:06.0,Shooting foul by D. Green (drawn by G. Green),,69,76
316,3,2:06.0,,S. Livingston enters the game for K. Thompson,69,76
317,3,2:06.0,G. Green makes free throw 1 of 1,,70,76
318,3,1:53.0,,S. Curry misses 2-pt jump shot from 13 ft,70,76
319,3,1:51.0,,Offensive rebound by D. Green,70,76
320,3,1:51.0,,D. Green misses 2-pt layup from 1 ft,70,76
321,3,1:48.0,,Offensive rebound by D. Green,70,76
322,3,1:48.0,,D. Green makes 2-pt layup from 2 ft,70,78
323,3,1:33.0,U. Haslem misses 2-pt layup from 2 ft,,70,78
324,3,1:32.0,,Defensive rebound by H. Barnes,70,78
325,3,1:27.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Livingston),70,80
326,3,1:07.0,G. Green makes 3-pt jump shot from 24 ft (assist by G. Dragić),,73,80
327,3,0:49.0,,S. Curry misses 3-pt jump shot from 22 ft,73,80
328,3,0:48.0,Defensive rebound by G. Green,,73,80
329,3,0:29.0,J. Winslow makes 2-pt jump shot from 18 ft,,75,80
330,3,0:10.0,,D. Green misses 3-pt jump shot from 24 ft,75,80
331,3,0:09.0,Defensive rebound by G. Dragić,,75,80
332,3,0:03.0,G. Dragić makes 2-pt layup from 1 ft (assist by T. Johnson),,77,80
333,3,0:01.0,,S. Curry misses 3-pt jump shot from 51 ft,77,80
334,3,0:00.0,,Offensive rebound by Team,77,80
335,4,11:45.0,J. Winslow misses 2-pt layup from 1 ft,,77,80
336,4,11:45.0,,Defensive rebound by H. Barnes,77,80
337,4,11:30.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by S. Livingston),77,82
338,4,11:15.0,Personal foul by I. Clark (drawn by J. Richardson),,77,82
339,4,11:10.0,G. Green misses 3-pt jump shot from 24 ft,,77,82
340,4,11:08.0,,Defensive rebound by H. Barnes,77,82
341,4,11:00.0,,M. Speights makes 2-pt jump shot from 15 ft (assist by I. Clark),77,84
342,4,10:42.0,Turnover by G. Dragić (lost ball),,77,84
343,4,10:42.0,C. Bosh enters the game for U. Haslem,,77,84
344,4,10:21.0,,M. Speights misses 2-pt jump shot from 12 ft,77,84
345,4,10:21.0,Defensive rebound by G. Dragić,,77,84
346,4,10:07.0,Shooting foul by H. Barnes (drawn by C. Bosh),,77,84
347,4,10:07.0,C. Bosh makes free throw 1 of 2,,78,84
348,4,10:07.0,T. Johnson enters the game for J. Richardson,,78,84
349,4,10:07.0,C. Bosh makes free throw 2 of 2,,79,84
350,4,9:54.0,,H. Barnes misses 2-pt jump shot from 13 ft,79,84
351,4,9:53.0,,Offensive rebound by M. Speights,79,84
352,4,9:52.0,,M. Speights makes 2-pt hook shot from 3 ft,79,86
353,4,9:34.0,J. Winslow misses 2-pt jump shot from 17 ft,,79,86
354,4,9:33.0,,Defensive rebound by S. Livingston,79,86
355,4,9:10.0,,H. Barnes makes 2-pt jump shot from 12 ft,79,88
356,4,9:09.0,Miami full timeout,,79,88
357,4,9:09.0,D. Wade enters the game for G. Dragić,,79,88
358,4,8:55.0,G. Green makes 2-pt dunk at rim,,81,88
359,4,8:37.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Livingston),81,90
360,4,8:19.0,Personal foul by I. Clark (drawn by T. Johnson),,81,90
361,4,8:06.0,D. Wade misses 2-pt jump shot from 15 ft,,81,90
362,4,8:05.0,,Defensive rebound by S. Livingston,81,90
363,4,7:57.0,,I. Clark makes 2-pt layup from 1 ft,81,92
364,4,7:46.0,Turnover by C. Bosh (lost ball; steal by H. Barnes),,81,92
365,4,7:42.0,,Turnover by H. Barnes (bad pass),81,92
366,4,7:42.0,L. Deng enters the game for J. Winslow,,81,92
367,4,7:31.0,T. Johnson makes 2-pt jump shot from 16 ft,,83,92
368,4,7:12.0,,S. Livingston misses 2-pt jump shot from 17 ft,83,92
369,4,7:12.0,Defensive rebound by T. Johnson,,83,92
370,4,7:11.0,Personal foul by M. Speights (drawn by T. Johnson),,83,92
371,4,7:11.0,,K. Thompson enters the game for I. Clark,83,92
372,4,6:56.0,D. Wade makes 2-pt layup from 1 ft,,85,92
373,4,6:40.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by K. Thompson),85,95
374,4,6:24.0,D. Wade misses 2-pt jump shot from 7 ft,,85,95
375,4,6:23.0,,Defensive rebound by H. Barnes,85,95
376,4,6:18.0,,H. Barnes misses 2-pt layup from 1 ft (block by C. Bosh),85,95
377,4,6:18.0,,Offensive rebound by Team,85,95
378,4,6:18.0,,D. Green enters the game for M. Speights,85,95
379,4,6:18.0,,S. Curry enters the game for A. Iguodala,85,95
380,4,6:10.0,,S. Curry misses 2-pt jump shot from 6 ft (block by D. Wade),85,95
381,4,6:08.0,,Offensive rebound by S. Livingston,85,95
382,4,6:05.0,,H. Barnes misses 3-pt jump shot from 25 ft,85,95
383,4,6:04.0,Defensive rebound by C. Bosh,,85,95
384,4,5:43.0,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),,88,95
385,4,5:27.0,,Shooting foul by G. Green (drawn by K. Thompson),88,95
386,4,5:27.0,Official timeout,,88,95
387,4,5:27.0,,A. Bogut enters the game for H. Barnes,88,95
388,4,5:27.0,,K. Thompson makes free throw 1 of 3,88,96
389,4,5:27.0,,K. Thompson makes free throw 2 of 3,88,97
390,4,5:27.0,,K. Thompson makes free throw 3 of 3,88,98
