,QUARTER,TIME_REMAINING,UTAH_ACTION,MIAMI_ACTION,UTAH_SCORE,MIAMI_SCORE
41,1,7:12.0,,Turnover by C. Bosh (bad pass; steal by D. Favors),5,9
42,1,7:07.0,Shooting foul by J. Richardson (drawn by R. Hood),,5,9
43,1,7:07.0,R. Hood makes free throw 1 of 2,,6,9
44,1,7:07.0,,J. Winslow enters the game for C. Bosh,6,9
45,1,7:07.0,R. Hood misses free throw 2 of 2,,6,9
46,1,7:06.0,,Defensive rebound by H. Whiteside,6,9
47,1,6:49.0,,G. Dragić misses 3-pt jump shot from 24 ft,6,9
48,1,6:48.0,Defensive rebound by G. Hayward,,6,9
49,1,6:37.0,D. Favors makes 2-pt jump shot from 18 ft (assist by G. Hayward),,8,9
50,1,6:20.0,,J. Richardson makes 2-pt layup from 1 ft (assist by G. Dragić),8,11
51,1,6:05.0,G. Hayward makes 2-pt jump shot from 13 ft,,10,11
52,1,5:40.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by L. Deng),10,14
53,1,5:26.0,G. Hayward misses 3-pt jump shot from 22 ft,,10,14
54,1,5:25.0,,Defensive rebound by H. Whiteside,10,14
55,1,5:10.0,,J. Winslow misses 3-pt jump shot from 23 ft,10,14
56,1,5:09.0,Defensive rebound by R. Hood,,10,14
57,1,5:01.0,Personal foul by J. Richardson (drawn by T. Lyles),,10,14
58,1,5:01.0,,Miami full timeout,10,14
59,1,5:01.0,,T. Johnson enters the game for J. Richardson,10,14
60,1,5:01.0,T. Booker enters the game for T. Lyles,,10,14
61,1,5:01.0,T. Burke enters the game for R. Neto,,10,14
62,1,5:01.0,Violation by Team (delay of game),,10,14
63,1,4:55.0,G. Hayward makes 2-pt layup from 1 ft (assist by R. Hood),,12,14
64,1,4:28.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by G. Dragić),12,17
65,1,4:17.0,Shooting foul by J. Winslow (drawn by G. Hayward),,12,17
66,1,4:17.0,G. Hayward makes free throw 1 of 2,,13,17
67,1,4:17.0,A. Burks enters the game for R. Hood,,13,17
68,1,4:17.0,G. Hayward makes free throw 2 of 2,,14,17
69,1,3:52.0,,G. Dragić misses 3-pt jump shot from 24 ft,14,17
70,1,3:51.0,,Offensive rebound by H. Whiteside,14,17
71,1,3:50.0,,Shooting foul by D. Favors (drawn by H. Whiteside),14,17
72,1,3:50.0,,H. Whiteside misses free throw 1 of 2,14,17
73,1,3:50.0,,Offensive rebound by Team,14,17
74,1,3:50.0,,H. Whiteside makes free throw 2 of 2,14,18
75,1,3:34.0,Personal foul by J. Winslow (drawn by G. Hayward),,14,18
76,1,3:34.0,G. Hayward makes free throw 1 of 2,,15,18
77,1,3:34.0,,J. McRoberts enters the game for J. Winslow,15,18
78,1,3:34.0,G. Hayward makes free throw 2 of 2,,16,18
79,1,3:15.0,,Turnover by T. Johnson (bad pass; steal by T. Booker),16,18
80,1,3:09.0,T. Burke misses 3-pt jump shot from 24 ft,,16,18
81,1,3:08.0,,Defensive rebound by H. Whiteside,16,18
82,1,2:54.0,,G. Dragić misses 3-pt jump shot from 24 ft,16,18
83,1,2:53.0,,Offensive rebound by H. Whiteside,16,18
84,1,2:52.0,,H. Whiteside makes 2-pt dunk at rim,16,20
85,1,2:27.0,D. Favors makes 2-pt layup at rim (assist by A. Burks),,18,20
86,1,2:12.0,,H. Whiteside misses 2-pt hook shot from 6 ft,18,20
87,1,2:11.0,Defensive rebound by G. Hayward,,18,20
88,1,1:58.0,Shooting foul by J. McRoberts (drawn by G. Hayward),,18,20
89,1,1:58.0,G. Hayward makes free throw 1 of 2,,19,20
90,1,1:58.0,,C. Bosh enters the game for H. Whiteside,19,20
91,1,1:58.0,J. Ingles enters the game for D. Favors,,19,20
92,1,1:58.0,G. Hayward makes free throw 2 of 2,,20,20
93,1,1:42.0,,C. Bosh makes 2-pt layup from 1 ft,20,22
94,1,1:27.0,Turnover by G. Hayward (lost ball; steal by L. Deng),,20,22
95,1,1:23.0,,L. Deng makes 2-pt layup from 2 ft,20,24
96,1,1:15.0,Turnover by A. Burks (lost ball),,20,24
97,1,1:05.0,,Shooting foul by T. Booker (drawn by C. Bosh),20,24
98,1,1:05.0,,C. Bosh makes free throw 1 of 2,20,25
99,1,1:05.0,E. Millsap enters the game for G. Hayward,,20,25
100,1,1:05.0,,B. Udrih enters the game for G. Dragić,20,25
101,1,1:05.0,,C. Bosh makes free throw 2 of 2,20,26
102,1,0:42.0,T. Booker misses 2-pt jump shot from 17 ft,,20,26
103,1,0:41.0,,Defensive rebound by C. Bosh,20,26
104,1,0:30.0,,T. Johnson misses 2-pt jump shot from 16 ft,20,26
105,1,0:29.0,Defensive rebound by E. Millsap,,20,26
106,1,0:08.0,A. Burks makes 2-pt layup from 1 ft,,22,26
107,1,0:01.0,,T. Johnson makes 2-pt layup from 1 ft,22,28
108,2,11:43.0,A. Burks misses 2-pt jump shot from 11 ft,,22,28
109,2,11:42.0,,Defensive rebound by J. McRoberts,22,28
110,2,11:31.0,,Shooting foul by T. Booker (drawn by J. McRoberts),22,28
111,2,11:31.0,,J. McRoberts makes free throw 1 of 2,22,29
112,2,11:31.0,R. Hood enters the game for T. Booker,,22,29
113,2,11:31.0,,J. McRoberts makes free throw 2 of 2,22,30
114,2,11:21.0,T. Lyles makes 2-pt layup from 1 ft (assist by R. Hood),,24,30
115,2,11:01.0,,C. Bosh makes 2-pt jump shot from 18 ft (assist by B. Udrih),24,32
116,2,10:42.0,R. Hood makes 2-pt hook shot from 2 ft,,26,32
117,2,10:31.0,,B. Udrih misses 2-pt layup at rim,26,32
118,2,10:28.0,Defensive rebound by T. Burke,,26,32
119,2,10:18.0,T. Burke misses 2-pt jump shot from 15 ft,,26,32
120,2,10:17.0,,Defensive rebound by T. Johnson,26,32
121,2,10:07.0,,T. Johnson makes 2-pt jump shot from 12 ft,26,34
122,2,9:55.0,J. Ingles misses 3-pt jump shot from 25 ft,,26,34
123,2,9:54.0,,Defensive rebound by B. Udrih,26,34
124,2,9:47.0,,Personal foul by T. Burke (drawn by C. Bosh),26,34
125,2,9:35.0,,T. Johnson makes 2-pt layup from 1 ft,26,36
126,2,9:15.0,R. Hood misses 2-pt hook shot from 8 ft,,26,36
127,2,9:14.0,,Defensive rebound by J. Richardson,26,36
128,2,8:54.0,,C. Bosh makes 2-pt layup from 2 ft,26,38
129,2,8:39.0,T. Burke makes 2-pt layup from 1 ft,,28,38
130,2,8:18.0,,C. Bosh makes 2-pt layup from 2 ft,28,40
131,2,8:17.0,Utah full timeout,,28,40
132,2,8:17.0,E. Millsap enters the game for T. Lyles,,28,40
133,2,8:17.0,D. Favors enters the game for J. Ingles,,28,40
134,2,8:17.0,,H. Whiteside enters the game for C. Bosh,28,40
135,2,8:17.0,,G. Dragić enters the game for T. Johnson,28,40
136,2,8:02.0,A. Burks misses 2-pt jump shot from 12 ft,,28,40
137,2,8:01.0,Offensive rebound by D. Favors,,28,40
138,2,7:59.0,D. Favors makes 2-pt layup at rim,,30,40
139,2,7:43.0,,H. Whiteside misses 2-pt layup from 1 ft (block by D. Favors),30,40
140,2,7:42.0,,Offensive rebound by Team,30,40
141,2,7:39.0,,J. McRoberts misses 3-pt jump shot from 23 ft,30,40
142,2,7:38.0,Defensive rebound by Team,,30,40
143,2,7:18.0,D. Favors misses 2-pt jump shot from 15 ft,,30,40
144,2,7:17.0,,Defensive rebound by H. Whiteside,30,40
145,2,7:06.0,,J. McRoberts misses 2-pt layup from 1 ft,30,40
146,2,7:05.0,Defensive rebound by E. Millsap,,30,40
147,2,6:48.0,R. Hood misses 2-pt layup from 2 ft (block by H. Whiteside),,30,40
148,2,6:47.0,Offensive rebound by Team,,30,40
149,2,6:47.0,,L. Deng enters the game for J. McRoberts,30,40
150,2,6:47.0,G. Hayward enters the game for E. Millsap,,30,40
151,2,6:47.0,,J. Winslow enters the game for J. Richardson,30,40
152,2,6:41.0,R. Hood misses 3-pt jump shot from 23 ft,,30,40
153,2,6:40.0,,Defensive rebound by H. Whiteside,30,40
154,2,6:28.0,,B. Udrih misses 2-pt jump shot from 15 ft,30,40
155,2,6:26.0,Defensive rebound by A. Burks,,30,40
156,2,6:20.0,,Violation by H. Whiteside (def goaltending),30,40
157,2,6:20.0,T. Burke makes 2-pt layup from 1 ft,,32,40
158,2,6:01.0,,G. Dragić makes 2-pt layup from 1 ft,32,42
159,2,5:44.0,Turnover by G. Hayward (lost ball),,32,42
160,2,5:44.0,Official timeout,,32,42
161,2,5:34.0,,Turnover by L. Deng (bad pass; steal by R. Hood),32,42
162,2,5:28.0,R. Hood misses 2-pt layup from 1 ft (block by H. Whiteside),,32,42
163,2,5:27.0,,Defensive rebound by L. Deng,32,42
164,2,5:13.0,,Turnover by L. Deng (offensive foul),32,42
165,2,5:13.0,Offensive charge foul by L. Deng (drawn by R. Hood),,32,42
166,2,4:58.0,T. Burke misses 2-pt layup from 1 ft (block by H. Whiteside),,32,42
167,2,4:57.0,,Defensive rebound by G. Dragić,32,42
168,2,4:43.0,,Turnover by H. Whiteside (lost ball),32,42
169,2,4:28.0,D. Favors makes 2-pt jump shot from 1 ft (assist by T. Burke),,34,42
170,2,4:11.0,,Personal foul by A. Burks (drawn by G. Dragić),34,42
171,2,4:11.0,,T. Johnson enters the game for B. Udrih,34,42
172,2,4:11.0,R. Neto enters the game for T. Burke,,34,42
173,2,4:09.0,,Turnover by T. Johnson (bad pass),34,42
174,2,3:57.0,G. Hayward misses 3-pt jump shot from 24 ft,,34,42
175,2,3:56.0,Offensive rebound by A. Burks,,34,42
176,2,3:48.0,A. Burks makes 2-pt layup from 1 ft,,36,42
177,2,3:48.0,Shooting foul by H. Whiteside (drawn by A. Burks),,36,42
178,2,3:48.0,,Miami full timeout,36,42
179,2,3:48.0,A. Burks makes free throw 1 of 1,,37,42
180,2,3:32.0,,Turnover by G. Dragić (lost ball; steal by D. Favors),37,42
181,2,3:29.0,Turnover by D. Favors (lost ball; steal by G. Dragić),,37,42
182,2,3:15.0,Offensive charge foul by T. Johnson (drawn by A. Burks),,37,42
183,2,3:15.0,,Turnover by T. Johnson (offensive foul),37,42
184,2,3:15.0,T. Pleiß enters the game for R. Neto,,37,42
185,2,3:15.0,,C. Bosh enters the game for H. Whiteside,37,42
186,2,3:05.0,Turnover by A. Burks (lost ball; steal by T. Johnson),,37,42
187,2,2:59.0,,L. Deng makes 2-pt dunk at rim (assist by C. Bosh),37,44
188,2,2:59.0,Utah full timeout,,37,44
189,2,2:59.0,T. Burke enters the game for T. Pleiß,,37,44
190,2,2:47.0,,Offensive charge foul by R. Hood (drawn by J. Winslow),37,44
191,2,2:47.0,Turnover by R. Hood (offensive foul),,37,44
192,2,2:24.0,,G. Dragić misses 2-pt jump shot from 15 ft,37,44
193,2,2:23.0,Defensive rebound by G. Hayward,,37,44
194,2,2:16.0,G. Hayward makes 2-pt jump shot from 8 ft,,39,44
195,2,2:03.0,,Turnover by C. Bosh (lost ball; steal by T. Burke),39,44
196,2,1:59.0,G. Hayward makes 2-pt dunk at rim (assist by A. Burks),,41,44
197,2,1:41.0,,L. Deng makes 2-pt jump shot from 22 ft (assist by G. Dragić),41,46
198,2,1:25.0,D. Favors makes 2-pt layup from 2 ft (assist by R. Hood),,43,46
199,2,1:08.0,,J. Richardson enters the game for J. Winslow,43,46
200,2,1:00.0,,C. Bosh misses 2-pt layup from 1 ft (block by D. Favors),43,46
201,2,0:59.0,Defensive rebound by G. Hayward,,43,46
202,2,0:54.0,A. Burks makes 2-pt layup from 1 ft,,45,46
203,2,0:54.0,Shooting foul by T. Johnson (drawn by A. Burks),,45,46
204,2,0:54.0,A. Burks misses free throw 1 of 1,,45,46
205,2,0:53.0,,Defensive rebound by L. Deng,45,46
206,2,0:31.0,,G. Dragić misses 2-pt jump shot from 13 ft,45,46
207,2,0:30.0,,Offensive rebound by C. Bosh,45,46
208,2,0:27.0,,J. Richardson misses 3-pt jump shot from 24 ft,45,46
209,2,0:26.0,Defensive rebound by T. Burke,,45,46
210,2,0:04.0,T. Burke misses 3-pt jump shot from 24 ft,,45,46
211,2,0:02.0,Offensive rebound by D. Favors,,45,46
212,2,0:01.0,D. Favors misses 2-pt jump shot at rim,,45,46
213,2,0:00.0,Offensive rebound by Team,,45,46
214,3,11:44.0,A. Burks makes 3-pt jump shot from 23 ft (assist by D. Favors),,48,46
215,3,11:31.0,,Personal foul by R. Neto (drawn by G. Dragić),48,46
216,3,11:19.0,,H. Whiteside misses 2-pt layup from 2 ft,48,46
217,3,11:18.0,Defensive rebound by D. Favors,,48,46
218,3,10:57.0,G. Hayward misses 2-pt jump shot from 18 ft,,48,46
219,3,10:56.0,Offensive rebound by D. Favors,,48,46
220,3,10:46.0,R. Neto misses 3-pt jump shot from 25 ft,,48,46
221,3,10:45.0,Offensive rebound by Team,,48,46
222,3,10:30.0,D. Favors misses 2-pt jump shot from 4 ft (block by H. Whiteside),,48,46
223,3,10:29.0,Offensive rebound by A. Burks,,48,46
224,3,10:25.0,Shooting foul by H. Whiteside (drawn by D. Favors),,48,46
225,3,10:25.0,D. Favors makes free throw 1 of 2,,49,46
226,3,10:25.0,D. Favors makes free throw 2 of 2,,50,46
227,3,10:11.0,,H. Whiteside makes 2-pt dunk at rim (assist by C. Bosh),50,48
228,3,9:50.0,D. Favors makes 2-pt layup from 3 ft (assist by G. Hayward),,52,48
229,3,9:37.0,,Turnover by G. Dragić (bad pass; steal by R. Neto),52,48
230,3,9:32.0,G. Hayward misses 2-pt layup at rim,,52,48
231,3,9:31.0,,Defensive rebound by J. Richardson,52,48
232,3,9:28.0,,Personal foul by R. Neto (drawn by J. Richardson),52,48
233,3,9:25.0,,J. Richardson misses 2-pt jump shot from 6 ft (block by D. Favors),52,48
234,3,9:24.0,,Offensive rebound by Team,52,48
235,3,9:17.0,,Turnover by G. Dragić (bad pass; steal by A. Burks),52,48
236,3,9:07.0,A. Burks misses 2-pt layup from 1 ft,,52,48
237,3,9:06.0,Offensive rebound by T. Lyles,,52,48
238,3,8:58.0,G. Hayward misses 2-pt jump shot from 16 ft,,52,48
239,3,8:57.0,,Defensive rebound by H. Whiteside,52,48
240,3,8:50.0,,L. Deng misses 3-pt jump shot from 25 ft,52,48
241,3,8:49.0,Defensive rebound by T. Lyles,,52,48
242,3,8:39.0,Turnover by R. Neto (bad pass; steal by G. Dragić),,52,48
243,3,8:23.0,,Personal foul by A. Burks (drawn by J. Richardson),52,48
244,3,8:10.0,,G. Dragić makes 2-pt jump shot from 16 ft,52,50
245,3,7:56.0,D. Favors misses 2-pt layup from 2 ft (block by H. Whiteside),,52,50
246,3,7:55.0,,Defensive rebound by H. Whiteside,52,50
247,3,7:52.0,,Personal foul by R. Neto (drawn by G. Dragić),52,50
248,3,7:52.0,R. Hood enters the game for R. Neto,,52,50
249,3,7:37.0,,G. Dragić makes 2-pt jump shot from 21 ft (assist by C. Bosh),52,52
250,3,7:18.0,T. Lyles misses 2-pt jump shot from 19 ft,,52,52
251,3,7:17.0,,Defensive rebound by Team,52,52
252,3,6:51.0,,C. Bosh makes 2-pt jump shot from 13 ft,52,54
253,3,6:27.0,A. Burks makes 2-pt jump shot from 5 ft,,54,54
254,3,6:09.0,,Turnover by H. Whiteside (lost ball; steal by D. Favors),54,54
255,3,6:05.0,Shooting foul by J. Richardson (drawn by A. Burks),,54,54
256,3,6:05.0,A. Burks makes free throw 1 of 2,,55,54
257,3,6:05.0,T. Booker enters the game for T. Lyles,,55,54
258,3,6:05.0,,J. Winslow enters the game for C. Bosh,55,54
259,3,6:05.0,A. Burks makes free throw 2 of 2,,56,54
260,3,5:50.0,,J. Winslow makes 2-pt layup from 1 ft,56,56
261,3,5:33.0,D. Favors misses 2-pt jump shot from 13 ft,,56,56
262,3,5:32.0,,Defensive rebound by J. Richardson,56,56
263,3,5:22.0,,H. Whiteside misses 2-pt jump shot from 14 ft,56,56
264,3,5:21.0,Defensive rebound by T. Booker,,56,56
265,3,5:01.0,D. Favors makes 2-pt hook shot from 3 ft,,58,56
266,3,4:59.0,,Miami full timeout,58,56
267,3,4:59.0,,Violation by Team (delay of game),58,56
268,3,4:50.0,,J. Winslow misses 2-pt layup from 1 ft (block by T. Booker),58,56
269,3,4:49.0,Defensive rebound by T. Booker,,58,56
270,3,4:34.0,Shooting foul by J. Richardson (drawn by D. Favors),,58,56
271,3,4:34.0,D. Favors misses free throw 1 of 2,,58,56
272,3,4:34.0,Offensive rebound by Team,,58,56
273,3,4:34.0,T. Burke enters the game for A. Burks,,58,56
274,3,4:34.0,,T. Johnson enters the game for J. Richardson,58,56
275,3,4:34.0,,C. Bosh enters the game for L. Deng,58,56
276,3,4:34.0,D. Favors makes free throw 2 of 2,,59,56
277,3,4:16.0,,G. Dragić misses 2-pt jump shot from 15 ft,59,56
278,3,4:15.0,Defensive rebound by T. Burke,,59,56
279,3,4:11.0,,Offensive charge foul by T. Booker (drawn by G. Dragić),59,56
280,3,4:11.0,Turnover by T. Booker (offensive foul),,59,56
281,3,3:50.0,,J. Winslow misses 2-pt jump shot from 4 ft (block by D. Favors),59,56
282,3,3:49.0,,Offensive rebound by T. Johnson,59,56
283,3,3:48.0,,T. Johnson makes 2-pt jump shot from 14 ft,59,58
284,3,3:22.0,T. Booker misses 2-pt jump shot from 19 ft,,59,58
285,3,3:21.0,,Defensive rebound by H. Whiteside,59,58
286,3,3:03.0,,Turnover by G. Dragić (lost ball; steal by R. Hood),59,58
287,3,3:00.0,G. Hayward makes 2-pt dunk at rim,,61,58
288,3,2:40.0,,C. Bosh makes 3-pt jump shot from 23 ft (assist by T. Johnson),61,61
289,3,2:34.0,Utah full timeout,,61,61
290,3,2:34.0,,J. McRoberts enters the game for H. Whiteside,61,61
291,3,2:34.0,,B. Udrih enters the game for G. Dragić,61,61
292,3,2:34.0,A. Burks enters the game for D. Favors,,61,61
293,3,2:23.0,R. Hood makes 2-pt hook shot from 5 ft,,63,61
294,3,2:02.0,,Turnover by B. Udrih (bad pass; steal by T. Burke),63,61
295,3,1:57.0,T. Burke misses 2-pt layup from 2 ft,,63,61
296,3,1:56.0,,Defensive rebound by B. Udrih,63,61
297,3,1:47.0,,J. Winslow makes 2-pt jump shot from 18 ft (assist by T. Johnson),63,63
298,3,1:31.0,T. Burke misses 2-pt layup from 1 ft,,63,63
299,3,1:30.0,Offensive rebound by T. Booker,,63,63
300,3,1:28.0,G. Hayward misses 3-pt jump shot from 25 ft,,63,63
301,3,1:27.0,Offensive rebound by Team,,63,63
302,3,1:27.0,,Loose ball foul by J. McRoberts (drawn by T. Booker),63,63
303,3,1:13.0,R. Hood makes 3-pt jump shot from 24 ft,,66,63
304,3,1:02.0,,Shooting foul by T. Booker (drawn by C. Bosh),66,63
305,3,1:02.0,,C. Bosh misses free throw 1 of 2,66,63
306,3,1:02.0,,Offensive rebound by Team,66,63
307,3,1:02.0,T. Lyles enters the game for T. Booker,,66,63
308,3,1:02.0,,C. Bosh makes free throw 2 of 2,66,64
309,3,0:48.0,T. Lyles misses 2-pt layup from 2 ft,,66,64
310,3,0:47.0,,Defensive rebound by B. Udrih,66,64
311,3,0:37.0,,Turnover by C. Bosh (lost ball),66,64
312,3,0:32.0,A. Burks misses 2-pt layup from 2 ft (block by T. Johnson),,66,64
313,3,0:31.0,,Defensive rebound by C. Bosh,66,64
314,3,0:26.0,,T. Johnson makes 2-pt layup at rim,66,66
315,3,0:01.0,R. Hood misses 3-pt jump shot from 25 ft,,66,66
316,3,0:00.0,,Defensive rebound by J. Winslow,66,66
317,4,11:39.0,,J. Winslow misses 2-pt jump shot from 4 ft,66,66
318,4,11:38.0,,Offensive rebound by J. Winslow,66,66
319,4,11:37.0,,J. Winslow misses 2-pt jump shot from 1 ft,66,66
320,4,11:36.0,Defensive rebound by D. Favors,,66,66
321,4,11:16.0,A. Burks misses 2-pt jump shot from 15 ft,,66,66
322,4,11:15.0,,Defensive rebound by J. Winslow,66,66
323,4,11:06.0,,B. Udrih makes 2-pt jump shot from 16 ft,66,68
324,4,10:50.0,Personal foul by J. McRoberts (drawn by D. Favors),,66,68
325,4,10:35.0,T. Burke makes 2-pt layup from 2 ft,,68,68
326,4,10:30.0,,Personal foul by D. Favors (drawn by C. Bosh),68,68
327,4,10:27.0,Violation by D. Favors (kicked ball),,68,68
328,4,10:17.0,,C. Bosh makes 2-pt layup from 2 ft,68,70
329,4,9:56.0,D. Favors misses 2-pt layup from 1 ft (block by C. Bosh),,68,70
330,4,9:55.0,Offensive rebound by Team,,68,70
331,4,9:47.0,J. Ingles misses 2-pt jump shot from 21 ft,,68,70
332,4,9:46.0,,Defensive rebound by T. Johnson,68,70
333,4,9:36.0,,C. Bosh makes 2-pt layup from 1 ft (assist by J. Winslow),68,72
334,4,9:36.0,,Shooting foul by A. Burks (drawn by C. Bosh),68,72
335,4,9:36.0,T. Booker enters the game for T. Burke,,68,72
336,4,9:36.0,R. Neto enters the game for A. Burks,,68,72
337,4,9:36.0,,C. Bosh makes free throw 1 of 1,68,73
338,4,9:14.0,R. Hood misses 2-pt jump shot from 17 ft (block by T. Johnson),,68,73
339,4,9:13.0,,Defensive rebound by J. McRoberts,68,73
340,4,9:06.0,,T. Johnson misses 2-pt layup from 1 ft (block by J. Ingles),68,73
341,4,9:05.0,Defensive rebound by J. Ingles,,68,73
342,4,9:00.0,D. Favors makes 2-pt layup from 1 ft (assist by R. Neto),,70,73
343,4,8:35.0,,C. Bosh misses 2-pt jump shot from 19 ft,70,73
344,4,8:34.0,,Offensive rebound by J. McRoberts,70,73
345,4,8:33.0,,J. McRoberts misses 2-pt jump shot from 1 ft,70,73
346,4,8:32.0,Defensive rebound by J. Ingles,,70,73
347,4,8:24.0,R. Hood misses 2-pt jump shot from 8 ft,,70,73
348,4,8:23.0,,Defensive rebound by C. Bosh,70,73
349,4,8:17.0,,J. Winslow makes 2-pt layup from 1 ft (assist by C. Bosh),70,75
350,4,8:11.0,Utah full timeout,,70,75
351,4,8:11.0,G. Hayward enters the game for J. Ingles,,70,75
352,4,8:01.0,G. Hayward misses 2-pt jump shot from 19 ft,,70,75
353,4,8:00.0,,Defensive rebound by C. Bosh,70,75
354,4,7:42.0,,Shooting foul by G. Hayward (drawn by J. Winslow),70,75
355,4,7:42.0,,J. Winslow misses free throw 1 of 2,70,75
356,4,7:42.0,,Offensive rebound by Team,70,75
357,4,7:42.0,,J. Winslow makes free throw 2 of 2,70,76
358,4,7:22.0,G. Hayward misses 2-pt dunk at rim (block by C. Bosh),,70,76
359,4,7:20.0,,Defensive rebound by J. Winslow,70,76
360,4,7:14.0,,Shooting foul by R. Hood (drawn by C. Bosh),70,76
361,4,7:14.0,,C. Bosh misses free throw 1 of 2,70,76
362,4,7:14.0,,Offensive rebound by Team,70,76
363,4,7:14.0,,C. Bosh makes free throw 2 of 2,70,77
364,4,6:52.0,R. Hood misses 2-pt jump shot from 8 ft,,70,77
365,4,6:51.0,Offensive rebound by Team,,70,77
366,4,6:42.0,D. Favors misses 2-pt jump shot from 16 ft,,70,77
367,4,6:41.0,,Defensive rebound by J. Winslow,70,77
368,4,6:23.0,,C. Bosh misses 2-pt jump shot from 19 ft,70,77
369,4,6:22.0,Defensive rebound by G. Hayward,,70,77
370,4,6:08.0,R. Neto misses 2-pt jump shot from 15 ft,,70,77
371,4,6:07.0,,Defensive rebound by J. McRoberts,70,77
372,4,6:06.0,,Personal foul by T. Booker (drawn by J. McRoberts),70,77
373,4,6:06.0,,J. McRoberts makes free throw 1 of 2,70,78
374,4,6:06.0,T. Burke enters the game for R. Neto,,70,78
375,4,6:06.0,A. Burks enters the game for T. Booker,,70,78
376,4,6:06.0,,G. Dragić enters the game for B. Udrih,70,78
377,4,6:06.0,,J. McRoberts makes free throw 2 of 2,70,79
378,4,5:55.0,G. Hayward misses 2-pt jump shot from 8 ft,,70,79
379,4,5:54.0,Offensive rebound by G. Hayward,,70,79
380,4,5:53.0,G. Hayward misses 2-pt jump shot from 1 ft,,70,79
381,4,5:52.0,Offensive rebound by D. Favors,,70,79
382,4,5:51.0,D. Favors makes 2-pt layup from 1 ft,,72,79
383,4,5:51.0,Shooting foul by C. Bosh (drawn by D. Favors),,72,79
384,4,5:51.0,Official timeout,,72,79
385,4,5:51.0,D. Favors makes free throw 1 of 1,,73,79
386,4,5:25.0,,G. Dragić misses 2-pt jump shot from 10 ft,73,79
387,4,5:24.0,Defensive rebound by D. Favors,,73,79
388,4,5:09.0,A. Burks misses 2-pt layup from 1 ft,,73,79
389,4,5:08.0,Offensive rebound by D. Favors,,73,79
390,4,5:07.0,Personal foul by T. Johnson (drawn by D. Favors),,73,79
391,4,5:07.0,,H. Whiteside enters the game for J. McRoberts,73,79
392,4,4:56.0,A. Burks makes 2-pt jump shot from 19 ft (assist by T. Burke),,75,79
