,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MILWAUKEE_ACTION,LA CLIPPERS_SCORE,MILWAUKEE_SCORE
116,2,10:13.0,P. Pierce misses 3-pt jump shot from 25 ft,,25,31
117,2,10:12.0,,Defensive rebound by R. Vaughn,25,31
118,2,10:01.0,,Shooting block foul by A. Rivers (drawn by M. Carter-Williams),25,31
119,2,10:01.0,,M. Carter-Williams makes free throw 1 of 2,25,32
120,2,10:01.0,,M. Carter-Williams misses free throw 2 of 2,25,32
121,2,10:00.0,Defensive rebound by D. Jordan,,25,32
122,2,9:48.0,J. Crawford misses 2-pt jump shot from 7 ft,,25,32
123,2,9:46.0,Offensive rebound by J. Crawford,,25,32
124,2,9:46.0,J. Crawford misses 2-pt layup from 1 ft,,25,32
125,2,9:45.0,,Defensive rebound by R. Vaughn,25,32
126,2,9:40.0,,Personal foul by L. Stephenson (drawn by O. Mayo),25,32
127,2,9:40.0,C. Paul enters the game for A. Rivers,,25,32
128,2,9:27.0,,J. Henson makes 2-pt layup at rim (assist by R. Vaughn),25,34
129,2,9:18.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by C. Paul),,28,34
130,2,9:05.0,,R. Vaughn misses 2-pt layup from 1 ft (block by D. Jordan),28,34
131,2,9:02.0,Defensive rebound by C. Paul,,28,34
132,2,8:50.0,Shooting foul by J. Henson (drawn by P. Pierce),,28,34
133,2,8:50.0,Official timeout,,28,34
134,2,8:50.0,P. Pierce misses free throw 1 of 2,,28,34
135,2,8:50.0,Offensive rebound by Team,,28,34
136,2,8:50.0,P. Pierce makes free throw 2 of 2,,29,34
137,2,8:40.0,,O. Mayo makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),29,36
138,2,8:21.0,J. Crawford misses 2-pt jump shot from 12 ft,,29,36
139,2,8:20.0,,Defensive rebound by J. Henson,29,36
140,2,8:06.0,,J. Henson misses 2-pt layup from 2 ft,29,36
141,2,8:04.0,Defensive rebound by D. Jordan,,29,36
142,2,7:54.0,C. Paul misses 3-pt jump shot from 26 ft,,29,36
143,2,7:53.0,,Defensive rebound by O. Mayo,29,36
144,2,7:44.0,,O. Mayo makes 2-pt jump shot from 16 ft,29,38
145,2,7:30.0,Personal foul by M. Carter-Williams (drawn by C. Paul),,29,38
146,2,7:30.0,B. Griffin enters the game for P. Pierce,,29,38
147,2,7:30.0,J. Redick enters the game for J. Crawford,,29,38
148,2,7:19.0,Offensive foul by B. Griffin (drawn by O. Mayo),,29,38
149,2,7:19.0,Turnover by B. Griffin (offensive foul),,29,38
150,2,7:19.0,,J. Parker enters the game for J. O'Bryant,29,38
151,2,7:05.0,,J. Henson makes 2-pt hook shot at rim (assist by M. Carter-Williams),29,40
152,2,6:55.0,B. Griffin misses 2-pt jump shot from 18 ft,,29,40
153,2,6:55.0,Offensive rebound by Team,,29,40
154,2,6:55.0,,Loose ball foul by O. Mayo (drawn by D. Jordan),29,40
155,2,6:55.0,,K. Middleton enters the game for R. Vaughn,29,40
156,2,6:55.0,W. Johnson enters the game for L. Stephenson,,29,40
157,2,6:40.0,J. Redick misses 2-pt jump shot from 19 ft,,29,40
158,2,6:39.0,Offensive rebound by D. Jordan,,29,40
159,2,6:26.0,Turnover by C. Paul (bad pass; steal by O. Mayo),,29,40
160,2,6:21.0,,J. Parker misses 2-pt layup from 1 ft (block by W. Johnson),29,40
161,2,6:18.0,Defensive rebound by J. Redick,,29,40
162,2,6:15.0,Personal foul by O. Mayo (drawn by B. Griffin),,29,40
163,2,6:15.0,B. Griffin makes free throw 1 of 2,,30,40
164,2,6:15.0,B. Griffin makes free throw 2 of 2,,31,40
165,2,5:58.0,,Personal foul by C. Paul (drawn by K. Middleton),31,40
166,2,5:58.0,,Milwaukee full timeout,31,40
167,2,5:58.0,,G. Monroe enters the game for J. Henson,31,40
168,2,5:58.0,,G. Antetokounmpo enters the game for M. Carter-Williams,31,40
169,2,5:46.0,,Turnover by O. Mayo (bad pass; steal by W. Johnson),31,40
170,2,5:42.0,Turnover by J. Redick (bad pass; steal by J. Parker),,31,40
171,2,5:36.0,,Turnover by K. Middleton (step out of bounds),31,40
172,2,5:25.0,B. Griffin makes 2-pt layup from 1 ft (assist by J. Redick),,33,40
173,2,5:08.0,,O. Mayo makes 2-pt jump shot from 16 ft,33,42
174,2,4:51.0,W. Johnson misses 3-pt jump shot from 27 ft,,33,42
175,2,4:49.0,Offensive rebound by D. Jordan,,33,42
176,2,4:43.0,C. Paul makes 2-pt layup at rim,,35,42
177,2,4:23.0,,O. Mayo misses 2-pt jump shot from 20 ft,35,42
178,2,4:22.0,Defensive rebound by J. Redick,,35,42
179,2,4:11.0,Turnover by D. Jordan (3 sec),,35,42
180,2,4:01.0,,G. Monroe misses 2-pt jump shot from 15 ft (block by W. Johnson),35,42
181,2,3:59.0,Defensive rebound by W. Johnson,,35,42
182,2,3:57.0,W. Johnson makes 2-pt dunk at rim,,37,42
183,2,3:39.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by O. Mayo),37,44
184,2,3:32.0,W. Johnson makes 2-pt dunk at rim (assist by C. Paul),,39,44
185,2,3:14.0,,O. Mayo misses 2-pt jump shot from 4 ft,39,44
186,2,3:13.0,,Offensive rebound by Team,39,44
187,2,3:10.0,,O. Mayo misses 2-pt jump shot from 13 ft,39,44
188,2,3:09.0,Defensive rebound by J. Redick,,39,44
189,2,3:05.0,C. Paul makes 2-pt layup at rim (assist by J. Redick),,41,44
190,2,2:58.0,,Milwaukee full timeout,41,44
191,2,2:58.0,LA Clippers full timeout,,41,44
192,2,2:58.0,,M. Carter-Williams enters the game for O. Mayo,41,44
193,2,2:44.0,,G. Monroe misses 2-pt jump shot from 14 ft,41,44
194,2,2:43.0,Defensive rebound by D. Jordan,,41,44
195,2,2:32.0,W. Johnson misses 3-pt jump shot from 26 ft,,41,44
196,2,2:30.0,,Defensive rebound by G. Monroe,41,44
197,2,2:26.0,,Offensive foul by K. Middleton (drawn by J. Redick),41,44
198,2,2:26.0,,Turnover by K. Middleton (offensive foul),41,44
199,2,2:13.0,B. Griffin misses 2-pt jump shot from 19 ft,,41,44
200,2,2:12.0,,Defensive rebound by G. Antetokounmpo,41,44
201,2,2:05.0,,Personal foul by C. Paul (drawn by G. Antetokounmpo),41,44
202,2,1:55.0,,K. Middleton misses 2-pt jump shot from 17 ft,41,44
203,2,1:54.0,,Offensive rebound by G. Monroe,41,44
204,2,1:53.0,,G. Monroe makes 2-pt layup at rim,41,46
205,2,1:42.0,Personal foul by K. Middleton (drawn by J. Redick),,41,46
206,2,1:42.0,J. Redick misses free throw 1 of 2,,41,46
207,2,1:42.0,Offensive rebound by Team,,41,46
208,2,1:42.0,,R. Vaughn enters the game for K. Middleton,41,46
209,2,1:42.0,J. Redick makes free throw 2 of 2,,42,46
210,2,1:23.0,,Turnover by G. Monroe (lost ball; steal by B. Griffin),42,46
211,2,1:21.0,Shooting foul by G. Antetokounmpo (drawn by B. Griffin),,42,46
212,2,1:21.0,B. Griffin makes free throw 1 of 2,,43,46
213,2,1:21.0,B. Griffin misses free throw 2 of 2,,43,46
214,2,1:20.0,Offensive rebound by D. Jordan,,43,46
215,2,1:15.0,C. Paul makes 2-pt jump shot from 16 ft,,45,46
216,2,0:57.0,,J. Parker makes 2-pt jump shot from 16 ft (assist by M. Carter-Williams),45,48
217,2,0:53.0,B. Griffin makes 2-pt layup at rim (assist by C. Paul),,47,48
218,2,0:36.0,,M. Carter-Williams misses 2-pt jump shot from 14 ft,47,48
219,2,0:35.0,Defensive rebound by D. Jordan,,47,48
220,2,0:28.0,C. Paul misses 3-pt jump shot from 27 ft,,47,48
221,2,0:28.0,,Defensive rebound by G. Antetokounmpo,47,48
222,2,0:28.0,A. Rivers enters the game for C. Paul,,47,48
223,2,0:28.0,J. Smith enters the game for B. Griffin,,47,48
224,2,0:28.0,,J. O'Bryant enters the game for G. Antetokounmpo,47,48
225,2,0:28.0,L. Mbah a Moute enters the game for J. Redick,,47,48
226,2,0:05.0,,Turnover by Team (shot clock),47,48
227,2,0:05.0,LA Clippers full timeout,,47,48
228,2,0:05.0,J. Redick enters the game for L. Mbah a Moute,,47,48
229,2,0:05.0,J. Crawford enters the game for D. Jordan,,47,48
230,2,0:05.0,C. Paul enters the game for J. Smith,,47,48
231,2,0:05.0,B. Griffin enters the game for A. Rivers,,47,48
232,2,0:02.0,C. Paul misses 2-pt layup from 1 ft,,47,48
233,2,0:00.0,,Defensive rebound by J. O'Bryant,47,48
234,3,11:47.0,,K. Middleton misses 2-pt jump shot from 16 ft,47,48
235,3,11:46.0,Defensive rebound by B. Griffin,,47,48
236,3,11:29.0,B. Griffin misses 2-pt jump shot from 17 ft,,47,48
237,3,11:28.0,,Defensive rebound by G. Antetokounmpo,47,48
238,3,11:17.0,,J. Parker makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),47,50
239,3,11:00.0,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),,50,50
240,3,10:43.0,,J. Parker misses 2-pt jump shot from 18 ft,50,50
241,3,10:42.0,Defensive rebound by D. Jordan,,50,50
242,3,10:32.0,Turnover by B. Griffin (bad pass; steal by K. Middleton),,50,50
243,3,10:28.0,,Turnover by K. Middleton (bad pass),50,50
244,3,10:17.0,J. Redick misses 2-pt jump shot from 21 ft,,50,50
245,3,10:16.0,,Defensive rebound by K. Middleton,50,50
246,3,10:04.0,,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),50,52
247,3,9:46.0,Turnover by L. Mbah a Moute (bad pass),,50,52
248,3,9:33.0,,K. Middleton makes 2-pt layup at rim (assist by G. Monroe),50,54
249,3,9:02.0,B. Griffin makes 2-pt jump shot from 10 ft,,52,54
250,3,8:45.0,,G. Monroe makes 2-pt hook shot at rim,52,56
251,3,8:31.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,55,56
252,3,8:08.0,,O. Mayo misses 3-pt jump shot from 26 ft,55,56
253,3,8:06.0,Defensive rebound by D. Jordan,,55,56
254,3,7:43.0,J. Redick makes 2-pt jump shot from 5 ft,,57,56
255,3,7:21.0,,J. Parker misses 2-pt layup from 2 ft,57,56
256,3,7:19.0,,Offensive rebound by G. Monroe,57,56
257,3,7:19.0,,G. Monroe misses 2-pt layup from 2 ft,57,56
258,3,7:17.0,Defensive rebound by B. Griffin,,57,56
259,3,7:08.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),,60,56
260,3,6:54.0,Violation by D. Jordan (kicked ball),,60,56
261,3,6:39.0,,J. Parker misses 2-pt jump shot from 4 ft,60,56
262,3,6:38.0,Defensive rebound by Team,,60,56
263,3,6:22.0,B. Griffin misses 2-pt jump shot from 13 ft,,60,56
264,3,6:21.0,,Defensive rebound by G. Antetokounmpo,60,56
265,3,6:05.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,60,56
266,3,6:04.0,Defensive rebound by D. Jordan,,60,56
267,3,5:40.0,C. Paul makes 3-pt jump shot from 26 ft,,63,56
268,3,5:40.0,,Milwaukee full timeout,63,56
269,3,5:40.0,,M. Carter-Williams enters the game for J. Parker,63,56
270,3,5:33.0,,M. Carter-Williams makes 2-pt layup from 1 ft (assist by O. Mayo),63,58
271,3,5:15.0,J. Redick makes 2-pt jump shot from 18 ft (assist by D. Jordan),,65,58
272,3,4:50.0,,G. Monroe makes 2-pt layup from 2 ft,65,60
273,3,4:42.0,Personal foul by O. Mayo (drawn by L. Mbah a Moute),,65,60
274,3,4:30.0,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),,67,60
275,3,4:16.0,,M. Carter-Williams makes 2-pt layup from 2 ft (assist by O. Mayo),67,62
276,3,3:54.0,C. Paul misses 2-pt jump shot from 16 ft,,67,62
277,3,3:53.0,,Defensive rebound by K. Middleton,67,62
278,3,3:47.0,,Personal foul by C. Paul (drawn by G. Antetokounmpo),67,62
279,3,3:47.0,W. Johnson enters the game for L. Mbah a Moute,,67,62
280,3,3:34.0,,M. Carter-Williams makes 2-pt layup at rim (assist by G. Monroe),67,64
281,3,3:09.0,C. Paul misses 2-pt jump shot from 16 ft,,67,64
282,3,3:08.0,,Defensive rebound by G. Antetokounmpo,67,64
283,3,2:57.0,,K. Middleton misses 2-pt jump shot from 16 ft,67,64
284,3,2:55.0,Defensive rebound by D. Jordan,,67,64
285,3,2:49.0,J. Redick misses 3-pt jump shot from 29 ft,,67,64
286,3,2:48.0,Offensive rebound by B. Griffin,,67,64
287,3,2:47.0,Personal foul by M. Carter-Williams (drawn by B. Griffin),,67,64
288,3,2:47.0,LA Clippers full timeout,,67,64
289,3,2:47.0,J. Smith enters the game for B. Griffin,,67,64
290,3,2:35.0,Turnover by D. Jordan (traveling),,67,64
291,3,2:26.0,,G. Antetokounmpo misses 2-pt hook shot from 3 ft,67,64
292,3,2:25.0,Defensive rebound by J. Smith,,67,64
293,3,2:20.0,C. Paul makes 2-pt layup at rim,,69,64
294,3,2:04.0,,Shooting foul by D. Jordan (drawn by G. Antetokounmpo),69,64
295,3,2:04.0,,G. Antetokounmpo makes free throw 1 of 2,69,65
296,3,2:04.0,J. Crawford enters the game for J. Redick,,69,65
297,3,2:04.0,,G. Antetokounmpo makes free throw 2 of 2,69,66
298,3,1:53.0,J. Crawford misses 3-pt jump shot from 24 ft,,69,66
299,3,1:52.0,,Defensive rebound by G. Monroe,69,66
300,3,1:45.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,69,66
301,3,1:44.0,Defensive rebound by D. Jordan,,69,66
302,3,1:25.0,J. Smith makes 3-pt jump shot from 25 ft (assist by C. Paul),,72,66
303,3,1:12.0,,Turnover by K. Middleton (lost ball; steal by W. Johnson),72,66
304,3,1:08.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,74,66
305,3,1:08.0,Shooting foul by G. Antetokounmpo (drawn by D. Jordan),,74,66
306,3,1:08.0,,J. Parker enters the game for G. Antetokounmpo,74,66
307,3,1:08.0,,J. Henson enters the game for G. Monroe,74,66
308,3,1:08.0,A. Rivers enters the game for C. Paul,,74,66
309,3,1:08.0,D. Jordan misses free throw 1 of 1,,74,66
310,3,1:07.0,,Defensive rebound by M. Carter-Williams,74,66
311,3,0:55.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,74,66
312,3,0:54.0,Defensive rebound by A. Rivers,,74,66
313,3,0:46.0,W. Johnson misses 3-pt jump shot from 26 ft,,74,66
314,3,0:43.0,,Defensive rebound by Team,74,66
315,3,0:43.0,B. Griffin enters the game for D. Jordan,,74,66
316,3,0:43.0,Violation by Team (delay of game),,74,66
317,3,0:29.0,,M. Carter-Williams misses 2-pt jump shot from 8 ft,74,66
318,3,0:28.0,Defensive rebound by W. Johnson,,74,66
319,3,0:07.0,Shooting block foul by J. Henson (drawn by J. Smith),,74,66
320,3,0:07.0,J. Smith misses free throw 1 of 2,,74,66
321,3,0:07.0,Offensive rebound by Team,,74,66
322,3,0:07.0,L. Mbah a Moute enters the game for B. Griffin,,74,66
323,3,0:07.0,J. Smith makes free throw 2 of 2,,75,66
324,3,0:05.0,,Personal take foul by A. Rivers (drawn by M. Carter-Williams),75,66
325,3,0:00.0,,O. Mayo makes 2-pt layup at rim (assist by J. Henson),75,68
326,4,12:00.0,,Violation by Team (delay of game),75,68
327,4,11:42.0,B. Griffin misses 2-pt jump shot from 19 ft,,75,68
328,4,11:41.0,,Defensive rebound by O. Mayo,75,68
329,4,11:32.0,,Turnover by O. Mayo (bad pass; steal by W. Johnson),75,68
330,4,11:28.0,W. Johnson makes 2-pt layup at rim (assist by B. Griffin),,77,68
331,4,11:28.0,Shooting foul by J. Henson (drawn by W. Johnson),,77,68
332,4,11:28.0,W. Johnson misses free throw 1 of 1,,77,68
333,4,11:26.0,,Defensive rebound by J. Parker,77,68
334,4,11:03.0,,M. Carter-Williams makes 2-pt jump shot from 5 ft,77,70
335,4,10:37.0,B. Griffin misses 2-pt jump shot from 22 ft,,77,70
336,4,10:35.0,Offensive rebound by J. Smith,,77,70
337,4,10:31.0,W. Johnson misses 3-pt jump shot from 25 ft,,77,70
338,4,10:30.0,,Defensive rebound by R. Vaughn,77,70
339,4,10:22.0,,O. Mayo misses 3-pt jump shot from 27 ft,77,70
340,4,10:21.0,Defensive rebound by W. Johnson,,77,70
341,4,10:10.0,J. Smith misses 3-pt jump shot from 26 ft,,77,70
342,4,10:09.0,,Defensive rebound by R. Vaughn,77,70
343,4,9:48.0,,Turnover by O. Mayo (bad pass; steal by B. Griffin),77,70
344,4,9:37.0,Personal foul by O. Mayo (drawn by J. Crawford),,77,70
345,4,9:37.0,L. Stephenson enters the game for W. Johnson,,77,70
346,4,9:37.0,,K. Middleton enters the game for O. Mayo,77,70
347,4,9:33.0,A. Rivers makes 2-pt layup from 1 ft,,79,70
348,4,9:33.0,Shooting foul by R. Vaughn (drawn by A. Rivers),,79,70
349,4,9:33.0,A. Rivers makes free throw 1 of 1,,80,70
350,4,9:27.0,,Personal block foul by A. Rivers (drawn by M. Carter-Williams),80,70
351,4,9:20.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by M. Carter-Williams),80,72
352,4,9:01.0,B. Griffin misses 2-pt jump shot from 20 ft,,80,72
353,4,8:59.0,,Defensive rebound by K. Middleton,80,72
354,4,8:49.0,,J. Parker misses 2-pt layup at rim (block by J. Smith),80,72
355,4,8:47.0,Defensive rebound by B. Griffin,,80,72
356,4,8:40.0,J. Crawford misses 2-pt jump shot from 19 ft,,80,72
357,4,8:39.0,,Defensive rebound by K. Middleton,80,72
358,4,8:36.0,Technical foul by J. Crawford,,80,72
359,4,8:36.0,Official timeout,,80,72
360,4,8:36.0,,K. Middleton makes technical free throw,80,73
361,4,8:24.0,,J. Henson misses 2-pt hook shot from 5 ft,80,73
362,4,8:23.0,,Offensive rebound by J. Henson,80,73
363,4,8:22.0,,J. Henson misses 2-pt layup from 1 ft,80,73
364,4,8:20.0,Defensive rebound by J. Smith,,80,73
365,4,8:03.0,Turnover by L. Stephenson (lost ball),,80,73
366,4,7:49.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),80,75
367,4,7:30.0,Personal foul by J. Henson (drawn by J. Crawford),,80,75
368,4,7:30.0,C. Paul enters the game for A. Rivers,,80,75
369,4,7:30.0,J. Redick enters the game for L. Stephenson,,80,75
370,4,7:30.0,,G. Monroe enters the game for J. Henson,80,75
371,4,7:22.0,J. Crawford makes 2-pt jump shot from 4 ft,,82,75
372,4,7:05.0,,G. Monroe makes 2-pt layup at rim (assist by M. Carter-Williams),82,77
373,4,6:47.0,Shooting foul by J. Parker (drawn by B. Griffin),,82,77
374,4,6:47.0,B. Griffin misses free throw 1 of 2,,82,77
375,4,6:47.0,Offensive rebound by Team,,82,77
376,4,6:47.0,D. Jordan enters the game for J. Smith,,82,77
377,4,6:47.0,B. Griffin makes free throw 2 of 2,,83,77
378,4,6:29.0,,J. Parker misses 2-pt jump shot from 13 ft,83,77
379,4,6:28.0,Defensive rebound by C. Paul,,83,77
