,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ORLANDO_ACTION,SAN ANTONIO_SCORE,ORLANDO_SCORE
380,4,4:10.0,,E. Fournier misses 2-pt jump shot from 22 ft,88,91
381,4,4:08.0,Defensive rebound by L. Aldridge,,88,91
382,4,4:02.0,Personal foul by E. Payton (drawn by P. Mills),,88,91
383,4,3:52.0,D. Green misses 3-pt jump shot from 25 ft,,88,91
384,4,3:50.0,,Defensive rebound by A. Gordon,88,91
385,4,3:37.0,,N. Vučević misses 2-pt layup from 2 ft (block by R. Butler),88,91
386,4,3:36.0,Defensive rebound by K. Leonard,,88,91
387,4,3:28.0,P. Mills misses 2-pt layup from 2 ft,,88,91
388,4,3:27.0,,Defensive rebound by A. Gordon,88,91
389,4,3:09.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),88,93
390,4,3:09.0,San Antonio full timeout,,88,93
391,4,2:54.0,D. Green misses 3-pt jump shot from 23 ft,,88,93
392,4,2:52.0,,Defensive rebound by A. Gordon,88,93
393,4,2:33.0,,Turnover by V. Oladipo (step out of bounds),88,93
394,4,2:23.0,Shooting foul by N. Vučević (drawn by L. Aldridge),,88,93
395,4,2:23.0,L. Aldridge makes free throw 1 of 2,,89,93
396,4,2:23.0,L. Aldridge makes free throw 2 of 2,,90,93
397,4,2:06.0,,E. Payton misses 2-pt jump shot from 17 ft,90,93
398,4,2:04.0,Defensive rebound by R. Butler,,90,93
399,4,1:57.0,Personal foul by E. Fournier (drawn by K. Leonard),,90,93
400,4,1:50.0,K. Leonard misses 2-pt jump shot from 16 ft,,90,93
401,4,1:49.0,Offensive rebound by P. Mills,,90,93
402,4,1:42.0,Personal foul by N. Vučević (drawn by L. Aldridge),,90,93
403,4,1:42.0,L. Aldridge makes free throw 1 of 2,,91,93
404,4,1:42.0,L. Aldridge makes free throw 2 of 2,,92,93
405,4,1:27.0,,V. Oladipo misses 2-pt layup from 2 ft (block by D. Green),92,93
406,4,1:25.0,Defensive rebound by L. Aldridge,,92,93
407,4,1:10.0,L. Aldridge makes 2-pt jump shot from 17 ft,,94,93
408,4,1:10.0,,Orlando full timeout,94,93
409,4,1:03.0,,Orlando full timeout,94,93
410,4,1:01.0,,Turnover by E. Fournier (bad pass; steal by P. Mills),94,93
411,4,1:01.0,Personal foul by E. Payton (drawn by K. Leonard),,94,93
412,4,1:01.0,K. Leonard makes free throw 1 of 2,,95,93
413,4,1:01.0,K. Leonard makes free throw 2 of 2,,96,93
414,4,0:50.0,,E. Fournier misses 2-pt jump shot from 6 ft (block by L. Aldridge),96,93
415,4,0:48.0,Defensive rebound by P. Mills,,96,93
416,4,0:29.0,K. Leonard misses 2-pt jump shot from 9 ft,,96,93
417,4,0:26.0,,Defensive rebound by A. Gordon,96,93
418,4,0:16.0,,E. Fournier misses 2-pt layup from 2 ft (block by L. Aldridge),96,93
419,4,0:16.0,,Offensive rebound by Team,96,93
420,4,0:16.0,,Orlando full timeout,96,93
421,4,0:13.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by E. Payton),96,96
422,4,0:13.0,San Antonio full timeout,,96,96
423,4,0:13.0,San Antonio full timeout,,96,96
424,4,0:01.0,K. Leonard makes 2-pt jump shot from 19 ft,,98,96
425,4,0:01.0,,E. Payton misses 2-pt layup from 1 ft,98,96
426,4,0:00.0,Defensive rebound by L. Aldridge,,98,96
