,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHARLOTTE_ACTION,MEMPHIS_SCORE,CHARLOTTE_SCORE
388,4,6:45.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,83,78
389,4,6:42.0,,Offensive rebound by N. Batum,83,78
390,4,6:34.0,,Shooting foul by M. Gasol (drawn by F. Kaminsky),83,78
391,4,6:34.0,,F. Kaminsky makes free throw 1 of 2,83,79
392,4,6:34.0,,F. Kaminsky makes free throw 2 of 2,83,80
393,4,6:18.0,M. Gasol misses 2-pt jump shot from 19 ft,,83,80
394,4,6:17.0,,Defensive rebound by K. Walker,83,80
395,4,6:07.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by K. Walker),83,83
396,4,6:07.0,Memphis full timeout,,83,83
397,4,6:07.0,M. Conley enters the game for M. Chalmers,,83,83
398,4,5:46.0,Z. Randolph makes 2-pt jump shot from 17 ft,,85,83
399,4,5:25.0,,Turnover by K. Walker (lost ball; steal by T. Allen),85,83
400,4,5:07.0,M. Conley misses 3-pt jump shot from 25 ft,,85,83
401,4,5:06.0,,Defensive rebound by F. Kaminsky,85,83
402,4,4:47.0,,F. Kaminsky misses 2-pt layup from 2 ft,85,83
403,4,4:46.0,,Offensive rebound by C. Zeller,85,83
404,4,4:44.0,,Turnover by C. Zeller (bad pass; steal by M. Conley),85,83
405,4,4:40.0,Shooting foul by K. Walker (drawn by M. Conley),,85,83
406,4,4:40.0,M. Conley makes free throw 1 of 2,,86,83
407,4,4:40.0,M. Conley misses free throw 2 of 2,,86,83
408,4,4:39.0,,Defensive rebound by N. Batum,86,83
409,4,4:22.0,,Shooting foul by M. Conley (drawn by K. Walker),86,83
410,4,4:22.0,,K. Walker makes free throw 1 of 2,86,84
411,4,4:22.0,,K. Walker makes free throw 2 of 2,86,85
412,4,4:09.0,M. Gasol misses 2-pt jump shot from 15 ft,,86,85
413,4,4:08.0,,Defensive rebound by K. Walker,86,85
414,4,4:08.0,,Personal foul by T. Allen (drawn by K. Walker),86,85
415,4,4:08.0,,K. Walker makes free throw 1 of 2,86,86
416,4,4:08.0,,K. Walker makes free throw 2 of 2,86,87
417,4,3:43.0,M. Conley misses 2-pt jump shot from 10 ft,,86,87
418,4,3:42.0,,Defensive rebound by J. Lin,86,87
419,4,3:23.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,86,87
420,4,3:21.0,Defensive rebound by T. Allen,,86,87
421,4,3:00.0,Z. Randolph makes 2-pt layup from 2 ft,,88,87
422,4,2:32.0,,Turnover by Team (shot clock),88,87
423,4,2:01.0,Z. Randolph misses 2-pt jump shot from 18 ft,,88,87
424,4,2:00.0,,Defensive rebound by K. Walker,88,87
425,4,1:55.0,,K. Walker misses 2-pt layup from 1 ft,88,87
426,4,1:55.0,,Offensive rebound by K. Walker,88,87
427,4,1:55.0,,K. Walker makes 2-pt layup from 1 ft,88,89
428,4,1:55.0,Memphis full timeout,,88,89
429,4,1:55.0,,Charlotte full timeout,88,89
430,4,1:55.0,M. Barnes enters the game for T. Allen,,88,89
431,4,1:40.0,M. Gasol misses 2-pt layup from 2 ft,,88,89
432,4,1:39.0,,Defensive rebound by N. Batum,88,89
433,4,1:16.0,,J. Lin misses 2-pt jump shot from 8 ft (block by C. Lee),88,89
434,4,1:14.0,Defensive rebound by C. Lee,,88,89
435,4,0:58.0,M. Barnes misses 3-pt jump shot from 24 ft,,88,89
436,4,0:56.0,,Defensive rebound by C. Zeller,88,89
437,4,0:40.0,,K. Walker makes 3-pt jump shot from 25 ft,88,92
438,4,0:24.0,M. Conley misses 2-pt layup from 2 ft (block by F. Kaminsky),,88,92
439,4,0:24.0,Offensive rebound by Z. Randolph,,88,92
440,4,0:24.0,Shooting foul by C. Zeller (drawn by Z. Randolph),,88,92
441,4,0:24.0,Z. Randolph misses free throw 1 of 2,,88,92
442,4,0:24.0,Offensive rebound by Team,,88,92
443,4,0:24.0,Z. Randolph makes free throw 2 of 2,,89,92
444,4,0:24.0,,Charlotte full timeout,89,92
445,4,0:23.0,,Personal foul by C. Lee (drawn by K. Walker),89,92
446,4,0:23.0,,K. Walker makes free throw 1 of 2,89,93
447,4,0:23.0,,K. Walker makes free throw 2 of 2,89,94
448,4,0:23.0,Memphis full timeout,,89,94
449,4,0:15.0,M. Conley misses 2-pt jump shot from 10 ft,,89,94
450,4,0:13.0,Offensive rebound by M. Gasol,,89,94
451,4,0:10.0,M. Conley makes 3-pt jump shot from 23 ft (assist by C. Lee),,92,94
452,4,0:10.0,,Personal foul by C. Lee (drawn by J. Lin),92,94
453,4,0:10.0,,J. Lin makes free throw 1 of 2,92,95
454,4,0:10.0,,J. Lin makes free throw 2 of 2,92,96
455,4,0:10.0,Memphis full timeout,,92,96
456,4,0:06.0,M. Conley misses 3-pt jump shot from 25 ft,,92,96
457,4,0:04.0,,Defensive rebound by J. Lin,92,96
458,4,0:03.0,,Personal take foul by M. Barnes (drawn by J. Lin),92,96
459,4,0:03.0,,J. Lin makes free throw 1 of 2,92,97
460,4,0:03.0,,J. Lin makes free throw 2 of 2,92,98
