,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
65,1,2:12.0,,D. Arthur enters the game for J. Hickson,24,23
66,1,2:12.0,,R. Foye enters the game for G. Harris,24,23
67,1,1:55.0,,E. Mudiay misses 2-pt jump shot from 16 ft,24,23
68,1,1:55.0,,Offensive rebound by N. Jokić,24,23
69,1,1:48.0,,N. Jokić misses 2-pt layup at rim,24,23
70,1,1:47.0,,Offensive rebound by D. Gallinari,24,23
71,1,1:43.0,,Shooting foul by J. Henson (drawn by D. Gallinari),24,23
72,1,1:43.0,,D. Gallinari makes free throw 1 of 2,24,24
73,1,1:43.0,,W. Barton enters the game for E. Mudiay,24,24
74,1,1:43.0,,D. Gallinari makes free throw 2 of 2,24,25
75,1,1:17.0,J. Henson makes 2-pt layup from 1 ft,,26,25
76,1,0:56.0,,W. Barton misses 3-pt jump shot from 24 ft,26,25
77,1,0:55.0,Defensive rebound by J. O'Bryant,,26,25
78,1,0:39.0,G. Vásquez makes 3-pt jump shot from 24 ft,,29,25
79,1,0:26.0,,D. Gallinari misses 3-pt jump shot from 24 ft,29,25
80,1,0:25.0,Defensive rebound by G. Vásquez,,29,25
81,1,0:11.0,Personal take foul by R. Foye (drawn by G. Vásquez),,29,25
82,1,0:11.0,,K. Papanikolaou enters the game for D. Gallinari,29,25
83,1,0:00.0,K. Middleton makes 3-pt jump shot from 25 ft,,32,25
84,2,11:49.0,Turnover by G. Vásquez (bad pass),,32,25
85,2,11:26.0,,D. Arthur makes 2-pt jump shot from 14 ft (assist by N. Jokić),32,27
86,2,11:13.0,Turnover by K. Middleton (lost ball; steal by R. Foye),,32,27
87,2,11:06.0,,R. Foye misses 2-pt layup from 1 ft (block by G. Antetokounmpo),32,27
88,2,11:04.0,Defensive rebound by G. Antetokounmpo,,32,27
89,2,11:04.0,Personal block foul by K. Papanikolaou (drawn by G. Antetokounmpo),,32,27
90,2,10:54.0,G. Vásquez makes 3-pt jump shot from 24 ft,,35,27
91,2,10:35.0,,D. Arthur misses 2-pt hook shot from 1 ft,35,27
92,2,10:34.0,,Offensive rebound by N. Jokić,35,27
93,2,10:30.0,,N. Jokić makes 2-pt layup from 2 ft,35,29
94,2,10:21.0,J. Henson misses 2-pt hook shot from 7 ft,,35,29
95,2,10:20.0,,Defensive rebound by N. Jokić,35,29
96,2,10:08.0,,K. Papanikolaou makes 3-pt jump shot from 25 ft (assist by N. Jokić),35,32
97,2,9:47.0,Turnover by K. Middleton (step out of bounds),,35,32
98,2,9:47.0,J. Bayless enters the game for J. Henson,,35,32
99,2,9:47.0,G. Monroe enters the game for R. Vaughn,,35,32
100,2,9:30.0,,W. Barton misses 2-pt jump shot from 7 ft,35,32
101,2,9:29.0,Defensive rebound by G. Antetokounmpo,,35,32
102,2,9:24.0,Personal foul by W. Barton (drawn by G. Antetokounmpo),,35,32
103,2,9:16.0,Personal foul by R. Foye (drawn by G. Vásquez),,35,32
104,2,9:09.0,G. Monroe makes 2-pt layup from 1 ft (assist by G. Vásquez),,37,32
105,2,8:55.0,,N. Jokić makes 2-pt layup from 1 ft (assist by D. Arthur),37,34
106,2,8:30.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,39,34
107,2,8:13.0,,N. Jokić makes 2-pt layup from 1 ft,39,36
108,2,7:57.0,G. Vásquez makes 2-pt jump shot from 6 ft (assist by G. Antetokounmpo),,41,36
109,2,7:56.0,,Denver full timeout,41,36
110,2,7:56.0,,E. Mudiay enters the game for R. Foye,41,36
111,2,7:31.0,,E. Mudiay misses 3-pt jump shot from 25 ft,41,36
112,2,7:30.0,Defensive rebound by G. Monroe,,41,36
113,2,7:09.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,41,36
114,2,7:08.0,,Defensive rebound by D. Arthur,41,36
115,2,7:03.0,,W. Barton makes 2-pt jump shot from 3 ft,41,38
116,2,6:37.0,Turnover by J. Bayless (bad pass; steal by N. Jokić),,41,38
117,2,6:31.0,,W. Barton makes 2-pt layup from 2 ft (assist by N. Jokić),41,40
118,2,6:16.0,G. Vásquez misses 3-pt jump shot from 25 ft,,41,40
119,2,6:16.0,,Defensive rebound by K. Papanikolaou,41,40
120,2,6:07.0,,Turnover by W. Barton (traveling),41,40
121,2,6:07.0,,D. Gallinari enters the game for K. Papanikolaou,41,40
122,2,5:55.0,G. Monroe misses 2-pt layup from 2 ft (block by D. Arthur),,41,40
123,2,5:54.0,Offensive rebound by Team,,41,40
124,2,5:54.0,Official timeout,,41,40
125,2,5:54.0,J. O'Bryant enters the game for G. Antetokounmpo,,41,40
126,2,5:54.0,,J. Hickson enters the game for N. Jokić,41,40
127,2,5:48.0,J. Bayless makes 3-pt jump shot from 22 ft (assist by G. Vásquez),,44,40
128,2,5:33.0,Violation by K. Middleton (kicked ball),,44,40
129,2,5:33.0,,K. Faried enters the game for D. Arthur,44,40
130,2,5:19.0,,D. Gallinari misses 2-pt layup at rim,44,40
131,2,5:18.0,Defensive rebound by G. Monroe,,44,40
132,2,5:10.0,K. Middleton misses 2-pt jump shot from 5 ft,,44,40
133,2,5:10.0,,Defensive rebound by Team,44,40
134,2,5:10.0,Loose ball foul by J. O'Bryant (drawn by K. Faried),,44,40
135,2,5:10.0,,G. Harris enters the game for W. Barton,44,40
136,2,4:59.0,,Turnover by G. Harris (lost ball),44,40
137,2,4:36.0,G. Vásquez makes 2-pt layup from 1 ft,,46,40
138,2,4:25.0,,Shooting foul by J. O'Bryant (drawn by E. Mudiay),46,40
139,2,4:25.0,,E. Mudiay makes free throw 1 of 2,46,41
140,2,4:25.0,,E. Mudiay misses free throw 2 of 2,46,41
141,2,4:24.0,Defensive rebound by G. Monroe,,46,41
142,2,3:59.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by G. Vásquez),,49,41
143,2,3:48.0,,D. Gallinari makes 2-pt jump shot from 23 ft (assist by E. Mudiay),49,43
144,2,3:31.0,G. Vásquez makes 3-pt jump shot from 24 ft,,52,43
145,2,3:30.0,,Denver full timeout,52,43
146,2,3:10.0,,J. Hickson makes 2-pt layup from 1 ft (assist by E. Mudiay),52,45
147,2,3:00.0,,Violation by J. Hickson (def goaltending),52,45
148,2,3:00.0,G. Monroe makes 2-pt hook shot from 3 ft (assist by G. Vásquez),,54,45
149,2,2:46.0,,Personal foul by G. Monroe (drawn by E. Mudiay),54,45
150,2,2:38.0,,G. Harris misses 2-pt layup from 2 ft,54,45
151,2,2:37.0,,Offensive rebound by D. Gallinari,54,45
152,2,2:35.0,,Turnover by D. Gallinari (lost ball; steal by G. Monroe),54,45
153,2,2:30.0,K. Middleton makes 2-pt jump shot from 18 ft (assist by J. Bayless),,56,45
154,2,2:11.0,,D. Gallinari makes 3-pt jump shot from 23 ft (assist by E. Mudiay),56,48
155,2,1:45.0,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),,58,48
156,2,1:36.0,,Turnover by E. Mudiay (bad pass),58,48
157,2,1:16.0,G. Vásquez misses 2-pt layup from 2 ft (block by K. Faried),,58,48
158,2,1:14.0,,Defensive rebound by D. Gallinari,58,48
159,2,1:10.0,,D. Gallinari makes 2-pt layup from 2 ft,58,50
160,2,1:10.0,,Shooting foul by G. Monroe (drawn by D. Gallinari),58,50
161,2,1:10.0,J. Henson enters the game for G. Monroe,,58,50
162,2,1:10.0,,W. Barton enters the game for J. Hickson,58,50
163,2,1:10.0,,D. Gallinari makes free throw 1 of 1,58,51
164,2,1:03.0,J. Bayless makes 2-pt dunk at rim (assist by G. Vásquez),,60,51
165,2,0:45.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),60,53
166,2,0:32.0,G. Vásquez makes 2-pt jump shot from 10 ft (assist by J. Bayless),,62,53
167,2,0:12.0,,E. Mudiay misses 2-pt jump shot from 10 ft (block by J. Henson),62,53
168,2,0:09.0,Defensive rebound by J. Henson,,62,53
169,2,0:01.0,K. Middleton makes 2-pt jump shot from 19 ft,,64,53
170,2,0:00.0,,D. Gallinari misses 3-pt jump shot from 53 ft (block by J. O'Bryant),64,53
171,2,0:00.0,,Offensive rebound by Team,64,53
172,3,11:37.0,J. O'Bryant makes 2-pt jump shot from 16 ft,,66,53
173,3,11:25.0,,Personal foul by J. O'Bryant (drawn by K. Faried),66,53
174,3,11:19.0,,D. Gallinari makes 3-pt jump shot from 23 ft (assist by E. Mudiay),66,56
175,3,11:04.0,Personal foul by J. Hickson (drawn by G. Monroe),,66,56
176,3,10:59.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Monroe),,69,56
177,3,10:38.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by E. Mudiay),69,59
178,3,10:17.0,J. O'Bryant misses 2-pt jump shot from 20 ft,,69,59
179,3,10:16.0,,Defensive rebound by D. Gallinari,69,59
180,3,10:08.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by D. Gallinari),69,62
181,3,9:47.0,G. Monroe misses 2-pt jump shot from 14 ft,,69,62
182,3,9:46.0,,Defensive rebound by E. Mudiay,69,62
183,3,9:38.0,,E. Mudiay makes 2-pt jump shot from 18 ft,69,64
184,3,9:38.0,Milwaukee full timeout,,69,64
185,3,9:25.0,K. Middleton misses 2-pt jump shot from 12 ft,,69,64
186,3,9:24.0,Offensive rebound by J. O'Bryant,,69,64
187,3,9:11.0,G. Monroe makes 2-pt jump shot from 7 ft,,71,64
188,3,9:01.0,,Personal foul by T. Ennis (drawn by K. Faried),71,64
189,3,8:51.0,,E. Mudiay misses 2-pt jump shot from 18 ft,71,64
190,3,8:50.0,Defensive rebound by G. Monroe,,71,64
191,3,8:32.0,K. Middleton misses 2-pt jump shot from 20 ft,,71,64
192,3,8:31.0,,Defensive rebound by J. Hickson,71,64
193,3,8:20.0,,J. Hickson misses 2-pt layup from 2 ft,71,64
194,3,8:19.0,,Offensive rebound by Team,71,64
195,3,8:07.0,,E. Mudiay misses 3-pt jump shot from 24 ft,71,64
196,3,8:06.0,Defensive rebound by G. Antetokounmpo,,71,64
197,3,7:55.0,Turnover by G. Antetokounmpo (traveling),,71,64
198,3,7:41.0,,Shooting foul by G. Antetokounmpo (drawn by J. Hickson),71,64
199,3,7:41.0,,J. Hickson makes free throw 1 of 2,71,65
200,3,7:41.0,,J. Hickson makes free throw 2 of 2,71,66
201,3,7:25.0,,Violation by J. Hickson (def goaltending),71,66
202,3,7:25.0,G. Monroe makes 2-pt jump shot from 3 ft (assist by G. Antetokounmpo),,73,66
203,3,7:07.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by G. Harris),73,69
204,3,6:45.0,Turnover by T. Ennis (bad pass; steal by K. Faried),,73,69
205,3,6:41.0,,G. Harris misses 2-pt layup at rim,73,69
206,3,6:40.0,,Offensive rebound by D. Gallinari,73,69
207,3,6:40.0,,D. Gallinari misses 2-pt layup from 1 ft,73,69
208,3,6:38.0,,Offensive rebound by Team,73,69
209,3,6:38.0,Loose ball foul by J. O'Bryant (drawn by D. Gallinari),,73,69
210,3,6:38.0,J. Bayless enters the game for J. O'Bryant,,73,69
211,3,6:38.0,G. Vásquez enters the game for T. Ennis,,73,69
212,3,6:30.0,,E. Mudiay misses 3-pt jump shot from 26 ft,73,69
213,3,6:29.0,Defensive rebound by G. Monroe,,73,69
214,3,6:10.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Bayless),,75,69
215,3,6:00.0,,Personal foul by G. Antetokounmpo (drawn by K. Faried),75,69
216,3,6:00.0,,K. Faried makes free throw 1 of 2,75,70
217,3,6:00.0,,K. Faried makes free throw 2 of 2,75,71
218,3,5:43.0,J. Bayless misses 2-pt jump shot from 17 ft,,75,71
219,3,5:43.0,,Defensive rebound by D. Gallinari,75,71
220,3,5:28.0,,E. Mudiay makes 2-pt layup from 1 ft,75,73
221,3,5:12.0,G. Antetokounmpo misses 3-pt jump shot from 23 ft,,75,73
222,3,5:11.0,,Defensive rebound by D. Gallinari,75,73
223,3,4:55.0,,E. Mudiay misses 2-pt layup from 1 ft,75,73
224,3,4:54.0,,Offensive rebound by E. Mudiay,75,73
225,3,4:53.0,,E. Mudiay misses 2-pt layup from 2 ft,75,73
226,3,4:50.0,,Offensive rebound by K. Faried,75,73
227,3,4:50.0,,K. Faried makes 2-pt layup from 2 ft,75,75
228,3,4:35.0,G. Vásquez misses 3-pt jump shot from 24 ft,,75,75
229,3,4:35.0,,Defensive rebound by K. Faried,75,75
230,3,4:25.0,,E. Mudiay misses 3-pt jump shot from 24 ft,75,75
231,3,4:24.0,Defensive rebound by G. Monroe,,75,75
232,3,4:19.0,Turnover by G. Monroe (bad pass; steal by G. Harris),,75,75
233,3,4:15.0,,Shooting foul by G. Vásquez (drawn by K. Faried),75,75
234,3,4:15.0,,K. Faried misses free throw 1 of 2,75,75
235,3,4:15.0,,Offensive rebound by Team,75,75
236,3,4:15.0,J. Henson enters the game for G. Monroe,,75,75
237,3,4:15.0,,D. Arthur enters the game for J. Hickson,75,75
238,3,4:15.0,,K. Faried misses free throw 2 of 2,75,75
239,3,4:13.0,Defensive rebound by K. Middleton,,75,75
240,3,3:55.0,Turnover by J. Henson (lost ball; steal by K. Faried),,75,75
241,3,3:50.0,,K. Faried makes 2-pt layup from 1 ft (assist by G. Harris),75,77
242,3,3:24.0,Turnover by Team (shot clock),,75,77
243,3,3:05.0,,K. Faried makes 2-pt jump shot from 7 ft (assist by E. Mudiay),75,79
244,3,2:43.0,Offensive foul by G. Antetokounmpo (drawn by E. Mudiay),,75,79
245,3,2:43.0,Turnover by G. Antetokounmpo (offensive foul),,75,79
246,3,2:43.0,,Denver full timeout,75,79
247,3,2:43.0,J. O'Bryant enters the game for G. Antetokounmpo,,75,79
248,3,2:42.0,,R. Foye enters the game for G. Harris,75,79
249,3,2:32.0,,K. Faried makes 2-pt layup at rim (assist by D. Arthur),75,81
250,3,2:14.0,G. Vásquez misses 2-pt jump shot from 9 ft (block by K. Faried),,75,81
251,3,2:12.0,,Defensive rebound by R. Foye,75,81
252,3,1:53.0,,Turnover by R. Foye (bad pass; steal by G. Vásquez),75,81
253,3,1:47.0,J. O'Bryant makes 2-pt layup from 1 ft (assist by G. Vásquez),,77,81
254,3,1:47.0,Shooting foul by D. Arthur (drawn by J. O'Bryant),,77,81
255,3,1:47.0,J. O'Bryant makes free throw 1 of 1,,78,81
256,3,1:27.0,,E. Mudiay misses 2-pt jump shot from 17 ft,78,81
257,3,1:27.0,,Offensive rebound by Team,78,81
258,3,1:27.0,Loose ball foul by J. Henson (drawn by K. Faried),,78,81
259,3,1:27.0,,K. Faried misses free throw 1 of 2,78,81
260,3,1:27.0,,Offensive rebound by Team,78,81
261,3,1:27.0,,W. Barton enters the game for E. Mudiay,78,81
262,3,1:27.0,,K. Faried makes free throw 2 of 2,78,82
263,3,1:09.0,Personal foul by W. Barton (drawn by J. O'Bryant),,78,82
264,3,1:09.0,J. O'Bryant makes free throw 1 of 2,,79,82
265,3,1:09.0,,N. Jokić enters the game for K. Faried,79,82
266,3,1:09.0,J. O'Bryant makes free throw 2 of 2,,80,82
267,3,0:51.0,,Personal foul by K. Middleton (drawn by D. Gallinari),80,82
268,3,0:51.0,,D. Gallinari makes free throw 1 of 2,80,83
269,3,0:51.0,,D. Gallinari makes free throw 2 of 2,80,84
270,3,0:34.0,Turnover by J. Bayless (bad pass),,80,84
271,3,0:12.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by D. Arthur),80,87
272,3,0:00.0,K. Middleton misses 2-pt jump shot from 15 ft,,80,87
273,3,0:00.0,Offensive rebound by J. Bayless,,80,87
274,4,11:37.0,,R. Foye makes 2-pt jump shot from 18 ft (assist by N. Jokić),80,89
275,4,11:20.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,80,89
276,4,11:19.0,,Defensive rebound by K. Papanikolaou,80,89
277,4,11:08.0,,N. Jokić misses 2-pt layup from 1 ft (block by G. Antetokounmpo),80,89
278,4,11:07.0,,Offensive rebound by R. Foye,80,89
279,4,11:03.0,,D. Arthur misses 3-pt jump shot from 23 ft,80,89
280,4,11:02.0,Defensive rebound by G. Antetokounmpo,,80,89
281,4,10:41.0,Turnover by G. Vásquez (bad pass; steal by N. Jokić),,80,89
282,4,10:30.0,,Turnover by N. Jokić (bad pass),80,89
283,4,10:14.0,J. Henson misses 2-pt jump shot from 3 ft (block by D. Arthur),,80,89
284,4,10:14.0,Offensive rebound by Team,,80,89
285,4,10:04.0,G. Antetokounmpo misses 2-pt jump shot from 15 ft,,80,89
286,4,10:03.0,,Defensive rebound by N. Jokić,80,89
287,4,9:54.0,,W. Barton makes 2-pt jump shot from 8 ft,80,91
288,4,9:29.0,R. Vaughn misses 3-pt jump shot from 26 ft,,80,91
289,4,9:29.0,,Defensive rebound by R. Foye,80,91
290,4,9:19.0,,R. Foye makes 2-pt jump shot from 22 ft,80,93
291,4,9:19.0,Milwaukee full timeout,,80,93
292,4,9:19.0,G. Monroe enters the game for J. Henson,,80,93
293,4,9:19.0,K. Middleton enters the game for R. Vaughn,,80,93
294,4,9:14.0,Personal foul by D. Arthur (drawn by G. Antetokounmpo),,80,93
295,4,9:05.0,Shooting foul by R. Foye (drawn by J. Bayless),,80,93
296,4,9:05.0,J. Bayless misses free throw 1 of 3,,80,93
297,4,9:05.0,Offensive rebound by Team,,80,93
298,4,9:05.0,J. Bayless makes free throw 2 of 3,,81,93
299,4,9:05.0,J. Bayless makes free throw 3 of 3,,82,93
300,4,8:53.0,,N. Jokić makes 2-pt layup from 2 ft (assist by W. Barton),82,95
301,4,8:53.0,,Shooting foul by G. Antetokounmpo (drawn by N. Jokić),82,95
302,4,8:53.0,,N. Jokić misses free throw 1 of 1,82,95
303,4,8:52.0,Defensive rebound by G. Antetokounmpo,,82,95
304,4,8:38.0,G. Vásquez misses 2-pt jump shot from 9 ft,,82,95
305,4,8:37.0,,Defensive rebound by W. Barton,82,95
306,4,8:30.0,Violation by J. Bayless (kicked ball),,82,95
307,4,8:30.0,J. O'Bryant enters the game for G. Antetokounmpo,,82,95
308,4,8:19.0,,N. Jokić misses 2-pt hook shot from 3 ft,82,95
309,4,8:18.0,,Offensive rebound by N. Jokić,82,95
310,4,8:09.0,,K. Papanikolaou misses 3-pt jump shot from 22 ft,82,95
311,4,8:07.0,,Offensive rebound by K. Papanikolaou,82,95
312,4,8:04.0,,Turnover by K. Papanikolaou (bad pass; steal by K. Middleton),82,95
313,4,7:54.0,K. Middleton misses 3-pt jump shot from 22 ft,,82,95
314,4,7:53.0,Offensive rebound by J. O'Bryant,,82,95
315,4,7:39.0,J. Bayless misses 2-pt jump shot from 6 ft,,82,95
316,4,7:38.0,Offensive rebound by Team,,82,95
317,4,7:38.0,,D. Gallinari enters the game for K. Papanikolaou,82,95
318,4,7:32.0,K. Middleton misses 2-pt jump shot from 20 ft,,82,95
319,4,7:31.0,,Defensive rebound by W. Barton,82,95
320,4,7:15.0,,Turnover by N. Jokić (lost ball; steal by J. Bayless),82,95
321,4,7:12.0,Shooting block foul by R. Foye (drawn by J. Bayless),,82,95
322,4,7:12.0,J. Bayless makes free throw 1 of 2,,83,95
323,4,7:12.0,,K. Faried enters the game for D. Arthur,83,95
324,4,7:12.0,J. Bayless makes free throw 2 of 2,,84,95
325,4,7:01.0,,Personal foul by J. Bayless (drawn by N. Jokić),84,95
326,4,7:01.0,,J. Hickson enters the game for N. Jokić,84,95
327,4,6:43.0,,D. Gallinari misses 3-pt jump shot from 24 ft,84,95
328,4,6:42.0,Defensive rebound by J. O'Bryant,,84,95
329,4,6:32.0,J. Bayless makes 2-pt jump shot from 3 ft (assist by J. O'Bryant),,86,95
330,4,6:32.0,,Denver full timeout,86,95
331,4,6:32.0,,E. Mudiay enters the game for W. Barton,86,95
332,4,6:06.0,,R. Foye misses 3-pt jump shot from 25 ft,86,95
333,4,6:05.0,Defensive rebound by J. Bayless,,86,95
334,4,6:05.0,J. Bayless makes 2-pt layup from 2 ft,,88,95
335,4,6:05.0,Shooting foul by E. Mudiay (drawn by J. Bayless),,88,95
336,4,6:05.0,J. Bayless makes free throw 1 of 1,,89,95
337,4,5:46.0,,R. Foye misses 3-pt jump shot from 24 ft,89,95
338,4,5:45.0,Defensive rebound by J. O'Bryant,,89,95
339,4,5:31.0,G. Vásquez misses 3-pt jump shot from 24 ft,,89,95
340,4,5:30.0,Offensive rebound by G. Monroe,,89,95
341,4,5:16.0,G. Monroe misses 2-pt layup from 1 ft,,89,95
342,4,5:15.0,Offensive rebound by G. Monroe,,89,95
343,4,5:15.0,G. Monroe makes 2-pt layup from 1 ft,,91,95
344,4,4:58.0,,Turnover by D. Gallinari (traveling),91,95
345,4,4:53.0,J. Bayless makes 2-pt layup from 1 ft (assist by G. Vásquez),,93,95
346,4,4:29.0,,J. Hickson makes 2-pt jump shot from 9 ft (assist by E. Mudiay),93,97
347,4,4:10.0,G. Vásquez misses 3-pt jump shot from 24 ft,,93,97
348,4,4:07.0,,Defensive rebound by K. Faried,93,97
349,4,4:05.0,,Turnover by K. Faried (bad pass; steal by J. Bayless),93,97
350,4,4:03.0,Turnover by G. Monroe (lost ball; steal by D. Gallinari),,93,97
351,4,4:03.0,,Personal foul by J. Bayless (drawn by D. Gallinari),93,97
352,4,3:52.0,,Personal block foul by J. O'Bryant (drawn by K. Faried),93,97
353,4,3:52.0,,G. Harris enters the game for R. Foye,93,97
354,4,3:37.0,,E. Mudiay misses 3-pt jump shot from 26 ft,93,97
355,4,3:36.0,,Offensive rebound by K. Faried,93,97
356,4,3:33.0,,Turnover by K. Faried (lost ball; steal by K. Middleton),93,97
357,4,3:11.0,G. Monroe makes 2-pt dunk at rim (assist by J. O'Bryant),,95,97
358,4,2:48.0,,Shooting foul by J. Bayless (drawn by E. Mudiay),95,97
359,4,2:48.0,Official timeout,,95,97
360,4,2:48.0,,E. Mudiay misses free throw 1 of 2,95,97
361,4,2:48.0,,Offensive rebound by Team,95,97
362,4,2:48.0,,E. Mudiay makes free throw 2 of 2,95,98
363,4,2:37.0,Turnover by J. Bayless (lost ball; steal by G. Harris),,95,98
364,4,2:19.0,,Turnover by D. Gallinari (bad pass; steal by K. Middleton),95,98
365,4,2:15.0,J. Bayless misses 2-pt layup from 2 ft (block by K. Faried),,95,98
366,4,2:14.0,Offensive rebound by Team,,95,98
367,4,2:00.0,G. Vásquez misses 3-pt jump shot from 25 ft,,95,98
368,4,1:59.0,Offensive rebound by J. O'Bryant,,95,98
369,4,1:54.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by G. Vásquez),,98,98
370,4,1:37.0,,J. Hickson misses 2-pt layup at rim,98,98
371,4,1:37.0,Defensive rebound by J. O'Bryant,,98,98
