,QUARTER,TIME_REMAINING,TORONTO_ACTION,DENVER_ACTION,TORONTO_SCORE,DENVER_SCORE
164,2,5:15.0,Shooting block foul by R. Foye (drawn by J. Valančiūnas),,35,39
165,2,5:15.0,J. Valančiūnas makes free throw 1 of 2,,36,39
166,2,5:15.0,,E. Mudiay enters the game for R. Foye,36,39
167,2,5:15.0,,D. Gallinari enters the game for W. Barton,36,39
168,2,5:15.0,J. Johnson enters the game for T. Ross,,36,39
169,2,5:15.0,J. Valančiūnas misses free throw 2 of 2,,36,39
170,2,5:10.0,,Defensive rebound by K. Faried,36,39
171,2,5:00.0,,N. Jokić makes 2-pt jump shot from 13 ft (assist by E. Mudiay),36,41
172,2,4:52.0,D. DeRozan misses 2-pt jump shot from 14 ft,,36,41
173,2,4:44.0,Offensive rebound by Team,,36,41
174,2,4:43.0,,Loose ball foul by N. Jokić (drawn by J. Valančiūnas),36,41
175,2,4:43.0,J. Valančiūnas misses free throw 1 of 2,,36,41
176,2,4:43.0,Offensive rebound by Team,,36,41
177,2,4:43.0,J. Valančiūnas makes free throw 2 of 2,,37,41
178,2,4:32.0,,Shooting foul by L. Scola (drawn by G. Harris),37,41
179,2,4:32.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),37,43
180,2,4:32.0,,G. Harris makes free throw 1 of 1,37,44
181,2,4:20.0,Shooting foul by G. Harris (drawn by D. DeRozan),,37,44
182,2,4:20.0,D. DeRozan makes free throw 1 of 2,,38,44
183,2,4:20.0,D. DeRozan makes free throw 2 of 2,,39,44
184,2,4:03.0,,N. Jokić misses 3-pt jump shot from 24 ft,39,44
185,2,4:02.0,Defensive rebound by J. Johnson,,39,44
186,2,3:51.0,Shooting foul by G. Harris (drawn by D. DeRozan),,39,44
187,2,3:51.0,,Technical foul by Team,39,44
188,2,3:51.0,D. DeRozan makes technical free throw,,40,44
189,2,3:51.0,D. DeRozan makes free throw 1 of 2,,41,44
190,2,3:51.0,,W. Barton enters the game for G. Harris,41,44
191,2,3:51.0,D. DeRozan makes free throw 2 of 2,,42,44
192,2,3:40.0,,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),42,46
193,2,3:40.0,,Shooting foul by L. Scola (drawn by K. Faried),42,46
194,2,3:40.0,,J. Nurkić enters the game for N. Jokić,42,46
195,2,3:40.0,,K. Faried makes free throw 1 of 1,42,47
196,2,3:29.0,J. Johnson misses 2-pt jump shot from 3 ft,,42,47
197,2,3:28.0,,Defensive rebound by D. Gallinari,42,47
198,2,3:27.0,,Personal foul by J. Johnson (drawn by D. Gallinari),42,47
199,2,3:27.0,T. Ross enters the game for J. Johnson,,42,47
200,2,3:27.0,,D. Gallinari makes free throw 1 of 2,42,48
201,2,3:27.0,P. Patterson enters the game for L. Scola,,42,48
202,2,3:27.0,,D. Gallinari makes free throw 2 of 2,42,49
203,2,3:19.0,Turnover by K. Lowry (lost ball; steal by E. Mudiay),,42,49
204,2,3:15.0,,E. Mudiay makes 2-pt layup from 1 ft,42,51
205,2,3:05.0,Toronto full timeout,,42,51
206,2,2:51.0,J. Valančiūnas makes 2-pt jump shot from 10 ft,,44,51
207,2,2:30.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Gallinari),44,53
208,2,2:04.0,D. DeRozan makes 2-pt jump shot from 18 ft (assist by K. Lowry),,46,53
209,2,1:49.0,,J. Nurkić misses 2-pt hook shot from 2 ft,46,53
210,2,1:49.0,Defensive rebound by P. Patterson,,46,53
211,2,1:40.0,K. Lowry misses 3-pt jump shot from 24 ft,,46,53
212,2,1:40.0,,Defensive rebound by W. Barton,46,53
213,2,1:30.0,,W. Barton misses 2-pt jump shot from 9 ft,46,53
214,2,1:29.0,Defensive rebound by J. Valančiūnas,,46,53
215,2,1:26.0,Shooting foul by E. Mudiay (drawn by K. Lowry),,46,53
216,2,1:26.0,,Denver full timeout,46,53
217,2,1:26.0,K. Lowry misses free throw 1 of 2,,46,53
218,2,1:26.0,Offensive rebound by Team,,46,53
219,2,1:26.0,K. Lowry makes free throw 2 of 2,,47,53
220,2,1:16.0,,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),47,55
221,2,1:00.0,T. Ross misses 3-pt jump shot from 25 ft,,47,55
222,2,1:00.0,,Defensive rebound by W. Barton,47,55
223,2,0:42.0,,D. Gallinari makes 3-pt jump shot from 23 ft (assist by J. Nurkić),47,58
224,2,0:31.0,Shooting foul by W. Barton (drawn by D. DeRozan),,47,58
225,2,0:31.0,D. DeRozan makes free throw 1 of 2,,48,58
226,2,0:31.0,C. Joseph enters the game for K. Lowry,,48,58
227,2,0:31.0,D. DeRozan makes free throw 2 of 2,,49,58
228,2,0:22.0,,E. Mudiay makes 2-pt jump shot from 14 ft,49,60
229,2,0:04.0,D. DeRozan misses 2-pt jump shot from 13 ft,,49,60
230,2,0:03.0,,Defensive rebound by K. Faried,49,60
231,3,11:43.0,K. Lowry misses 3-pt jump shot from 26 ft,,49,60
232,3,11:43.0,,Defensive rebound by K. Faried,49,60
233,3,11:42.0,,Personal foul by K. Lowry (drawn by K. Faried),49,60
234,3,11:32.0,,Offensive foul by N. Jokić (drawn by K. Lowry),49,60
235,3,11:32.0,,Turnover by N. Jokić (offensive foul),49,60
236,3,11:09.0,N. Powell misses 3-pt jump shot from 24 ft,,49,60
237,3,11:09.0,,Defensive rebound by Team,49,60
238,3,10:48.0,,D. Gallinari misses 2-pt dunk at rim (block by N. Powell),49,60
239,3,10:47.0,Defensive rebound by L. Scola,,49,60
240,3,10:40.0,N. Powell misses 3-pt jump shot from 22 ft,,49,60
241,3,10:39.0,Offensive rebound by J. Valančiūnas,,49,60
242,3,10:32.0,K. Lowry misses 3-pt jump shot from 25 ft,,49,60
243,3,10:31.0,,Defensive rebound by N. Jokić,49,60
244,3,10:16.0,,K. Faried misses 2-pt layup from 1 ft,49,60
245,3,10:14.0,Defensive rebound by J. Valančiūnas,,49,60
246,3,10:08.0,K. Lowry misses 2-pt layup at rim,,49,60
247,3,10:05.0,,Defensive rebound by K. Faried,49,60
248,3,9:55.0,,Def 3 sec tech foul by L. Scola,49,60
249,3,9:55.0,,D. Gallinari misses technical free throw,49,60
250,3,9:55.0,,Offensive rebound by Team,49,60
251,3,9:48.0,,E. Mudiay misses 2-pt jump shot from 14 ft,49,60
252,3,9:47.0,Defensive rebound by N. Powell,,49,60
253,3,9:35.0,D. DeRozan makes 2-pt layup from 2 ft,,51,60
254,3,9:13.0,,K. Faried makes 2-pt jump shot from 16 ft (assist by E. Mudiay),51,62
255,3,8:58.0,Turnover by K. Lowry (lost ball; steal by E. Mudiay),,51,62
256,3,8:52.0,,D. Gallinari makes 2-pt layup from 1 ft (assist by K. Faried),51,64
257,3,8:33.0,L. Scola misses 2-pt layup from 1 ft (block by E. Mudiay),,51,64
258,3,8:32.0,,Defensive rebound by G. Harris,51,64
259,3,8:29.0,,Shooting foul by K. Lowry (drawn by K. Faried),51,64
260,3,8:29.0,,K. Faried makes free throw 1 of 2,51,65
261,3,8:29.0,B. Biyombo enters the game for L. Scola,,51,65
262,3,8:29.0,P. Patterson enters the game for J. Valančiūnas,,51,65
263,3,8:29.0,C. Joseph enters the game for N. Powell,,51,65
264,3,8:29.0,,K. Faried makes free throw 2 of 2,51,66
265,3,8:13.0,D. DeRozan misses 2-pt jump shot from 16 ft,,51,66
266,3,8:12.0,,Defensive rebound by D. Gallinari,51,66
267,3,8:05.0,,Turnover by E. Mudiay (bad pass; steal by K. Lowry),51,66
268,3,8:04.0,Personal take foul by D. Gallinari (drawn by K. Lowry),,51,66
269,3,7:53.0,D. DeRozan makes 2-pt layup from 1 ft (assist by C. Joseph),,53,66
270,3,7:34.0,,Turnover by D. Gallinari (bad pass),53,66
271,3,7:23.0,Shooting foul by G. Harris (drawn by K. Lowry),,53,66
272,3,7:23.0,K. Lowry misses free throw 1 of 2,,53,66
273,3,7:23.0,Offensive rebound by Team,,53,66
274,3,7:23.0,,W. Barton enters the game for G. Harris,53,66
275,3,7:23.0,K. Lowry misses free throw 2 of 2,,53,66
276,3,7:22.0,,Defensive rebound by N. Jokić,53,66
277,3,7:04.0,,Personal foul by P. Patterson (drawn by D. Gallinari),53,66
278,3,6:50.0,,D. Gallinari misses 3-pt jump shot from 27 ft,53,66
279,3,6:48.0,,Offensive rebound by N. Jokić,53,66
280,3,6:43.0,,E. Mudiay misses 3-pt jump shot from 25 ft,53,66
281,3,6:42.0,Defensive rebound by B. Biyombo,,53,66
282,3,6:31.0,D. DeRozan makes 2-pt jump shot from 16 ft,,55,66
283,3,6:09.0,,Turnover by D. Gallinari (traveling),55,66
284,3,5:57.0,P. Patterson misses 3-pt jump shot from 25 ft,,55,66
285,3,5:57.0,,Defensive rebound by N. Jokić,55,66
286,3,5:43.0,,Turnover by W. Barton (lost ball),55,66
287,3,5:43.0,,Denver full timeout,55,66
288,3,5:43.0,Technical foul by Team,,55,66
289,3,5:43.0,,D. Gallinari makes technical free throw,55,67
290,3,5:20.0,K. Lowry makes 2-pt layup from 2 ft,,57,67
291,3,4:57.0,,Turnover by D. Gallinari (bad pass; steal by D. DeRozan),57,67
292,3,4:45.0,D. DeRozan misses 2-pt jump shot from 17 ft,,57,67
293,3,4:45.0,,Defensive rebound by K. Faried,57,67
294,3,4:25.0,,N. Jokić makes 2-pt dunk at rim,57,69
295,3,4:05.0,Shooting foul by W. Barton (drawn by D. DeRozan),,57,69
296,3,4:05.0,D. DeRozan makes free throw 1 of 2,,58,69
297,3,4:05.0,,D. Arthur enters the game for K. Faried,58,69
298,3,4:05.0,T. Ross enters the game for K. Lowry,,58,69
299,3,4:05.0,D. DeRozan misses free throw 2 of 2,,58,69
300,3,4:04.0,,Defensive rebound by D. Gallinari,58,69
301,3,3:52.0,,Personal foul by B. Biyombo (drawn by N. Jokić),58,69
302,3,3:42.0,,N. Jokić misses 2-pt jump shot from 3 ft,58,69
303,3,3:40.0,,Offensive rebound by N. Jokić,58,69
304,3,3:38.0,,N. Jokić makes 2-pt layup from 3 ft,58,71
305,3,3:27.0,T. Ross makes 2-pt jump shot from 20 ft,,60,71
306,3,3:06.0,,N. Jokić misses 2-pt jump shot from 15 ft,60,71
307,3,3:05.0,Defensive rebound by T. Ross,,60,71
308,3,2:51.0,D. DeRozan misses 2-pt layup from 1 ft,,60,71
309,3,2:50.0,,Defensive rebound by D. Gallinari,60,71
310,3,2:45.0,,N. Jokić makes 2-pt dunk at rim (assist by E. Mudiay),60,73
311,3,2:43.0,Toronto full timeout,,60,73
312,3,2:43.0,,R. Foye enters the game for E. Mudiay,60,73
313,3,2:33.0,C. Joseph misses 2-pt jump shot from 5 ft,,60,73
314,3,2:33.0,,Defensive rebound by N. Jokić,60,73
315,3,2:27.0,,W. Barton makes 2-pt jump shot from 9 ft (assist by R. Foye),60,75
316,3,2:01.0,B. Biyombo misses 2-pt jump shot from 3 ft (block by W. Barton),,60,75
317,3,2:00.0,,Defensive rebound by W. Barton,60,75
318,3,1:57.0,,Shooting foul by P. Patterson (drawn by N. Jokić),60,75
319,3,1:57.0,,N. Jokić misses free throw 1 of 2,60,75
320,3,1:57.0,,Offensive rebound by Team,60,75
321,3,1:57.0,K. Lowry enters the game for D. DeRozan,,60,75
322,3,1:57.0,L. Nogueira enters the game for B. Biyombo,,60,75
323,3,1:57.0,,N. Jokić makes free throw 2 of 2,60,76
324,3,1:44.0,P. Patterson makes 3-pt jump shot from 26 ft (assist by K. Lowry),,63,76
325,3,1:28.0,,D. Gallinari misses 2-pt jump shot from 17 ft,63,76
326,3,1:25.0,,Offensive rebound by Team,63,76
327,3,1:08.0,,Turnover by R. Foye (bad pass; steal by K. Lowry),63,76
328,3,0:59.0,K. Lowry makes 2-pt jump shot from 8 ft,,65,76
329,3,0:46.0,,R. Foye makes 3-pt jump shot from 23 ft (assist by W. Barton),65,79
330,3,0:24.0,L. Nogueira misses 2-pt jump shot from 17 ft,,65,79
331,3,0:23.0,,Defensive rebound by D. Arthur,65,79
332,3,0:06.0,,W. Barton misses 2-pt layup from 2 ft,65,79
333,3,0:04.0,,Offensive rebound by Team,65,79
334,3,0:04.0,Loose ball foul by L. Nogueira (drawn by N. Jokić),,65,79
335,3,0:04.0,,N. Jokić makes free throw 1 of 2,65,80
336,3,0:04.0,,S. Kilpatrick enters the game for D. Gallinari,65,80
337,3,0:04.0,,N. Jokić misses free throw 2 of 2,65,80
338,3,0:03.0,Defensive rebound by P. Patterson,,65,80
339,3,0:01.0,K. Lowry misses 3-pt jump shot from 29 ft,,65,80
340,3,0:00.0,Offensive rebound by Team,,65,80
341,4,11:45.0,,J. Nurkić misses 2-pt layup from 2 ft,65,80
342,4,11:43.0,,Offensive rebound by W. Barton,65,80
343,4,11:43.0,,W. Barton makes 2-pt layup from 2 ft,65,82
344,4,11:32.0,Shooting foul by J. Nurkić (drawn by K. Lowry),,65,82
345,4,11:32.0,K. Lowry misses free throw 1 of 2,,65,82
346,4,11:32.0,Offensive rebound by Team,,65,82
347,4,11:32.0,K. Lowry misses free throw 2 of 2,,65,82
348,4,11:31.0,,Defensive rebound by W. Barton,65,82
349,4,11:20.0,,W. Barton makes 2-pt layup from 2 ft,65,84
350,4,11:20.0,,Shooting foul by L. Nogueira (drawn by W. Barton),65,84
351,4,11:20.0,,W. Barton makes free throw 1 of 1,65,85
352,4,11:05.0,T. Ross misses 3-pt jump shot from 23 ft,,65,85
353,4,11:04.0,,Defensive rebound by R. Foye,65,85
354,4,10:54.0,,J. Nurkić misses 2-pt jump shot from 6 ft (block by L. Nogueira),65,85
355,4,10:54.0,Defensive rebound by Team,,65,85
356,4,10:40.0,C. Joseph misses 3-pt jump shot from 23 ft,,65,85
357,4,10:40.0,,Defensive rebound by R. Foye,65,85
358,4,10:34.0,,W. Barton makes 3-pt jump shot from 26 ft,65,88
359,4,10:22.0,Shooting foul by R. Foye (drawn by K. Lowry),,65,88
360,4,10:22.0,K. Lowry makes free throw 1 of 2,,66,88
361,4,10:22.0,K. Lowry makes free throw 2 of 2,,67,88
362,4,10:14.0,,Turnover by R. Foye (bad pass),67,88
363,4,9:58.0,C. Joseph misses 2-pt layup from 1 ft (block by R. Foye),,67,88
364,4,9:56.0,,Defensive rebound by J. Nurkić,67,88
365,4,9:44.0,,R. Foye makes 3-pt jump shot from 24 ft (assist by D. Arthur),67,91
366,4,9:43.0,Toronto full timeout,,67,91
367,4,9:43.0,N. Powell enters the game for K. Lowry,,67,91
368,4,9:36.0,Turnover by T. Ross (traveling),,67,91
369,4,9:36.0,Technical foul by Team,,67,91
370,4,9:36.0,,W. Barton makes technical free throw,67,92
371,4,9:25.0,Violation by P. Patterson (kicked ball),,67,92
372,4,9:22.0,,Turnover by W. Barton (bad pass; steal by L. Nogueira),67,92
373,4,9:16.0,T. Ross makes 3-pt jump shot from 23 ft (assist by P. Patterson),,70,92
374,4,8:53.0,,J. Nurkić misses 2-pt hook shot from 1 ft,70,92
375,4,8:53.0,Defensive rebound by C. Joseph,,70,92
376,4,8:46.0,T. Ross misses 3-pt jump shot from 24 ft,,70,92
377,4,8:46.0,,Defensive rebound by R. Foye,70,92
378,4,8:40.0,,W. Barton makes 2-pt dunk at rim (assist by R. Foye),70,94
379,4,8:36.0,Personal foul by W. Barton (drawn by T. Ross),,70,94
380,4,8:23.0,Turnover by P. Patterson (bad pass; steal by J. Nurkić),,70,94
381,4,8:03.0,,R. Foye makes 3-pt jump shot from 25 ft,70,97
382,4,7:47.0,Turnover by C. Joseph (lost ball),,70,97
383,4,7:41.0,,Personal foul by L. Nogueira (drawn by J. Nurkić),70,97
384,4,7:41.0,A. Bennett enters the game for P. Patterson,,70,97
