,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,INDIANA_ACTION,LA CLIPPERS_SCORE,INDIANA_SCORE
81,1,0:49.0,Shooting foul by M. Turner (drawn by C. Aldrich),,23,23
82,1,0:49.0,C. Aldrich misses free throw 1 of 2,,23,23
83,1,0:49.0,Offensive rebound by Team,,23,23
84,1,0:49.0,C. Aldrich misses free throw 2 of 2,,23,23
85,1,0:49.0,,Defensive rebound by M. Turner,23,23
86,1,0:33.0,,M. Ellis misses 2-pt jump shot from 16 ft,23,23
87,1,0:32.0,,Offensive rebound by J. Hill,23,23
88,1,0:29.0,,M. Turner makes 2-pt hook shot from 7 ft (assist by J. Hill),23,25
89,1,0:11.0,A. Rivers makes 2-pt layup from 3 ft,,25,25
90,1,0:09.0,,Personal take foul by A. Rivers (drawn by M. Ellis),25,25
91,1,0:01.0,,Turnover by J. Young (bad pass),25,25
92,1,0:00.0,J. Crawford misses 3-pt jump shot from 59 ft,,25,25
93,1,0:00.0,Offensive rebound by Team,,25,25
94,2,11:42.0,,Turnover by J. Young (bad pass; steal by P. Prigioni),25,25
95,2,11:38.0,Shooting block foul by C. Miles (drawn by J. Crawford),,25,25
96,2,11:38.0,J. Crawford makes free throw 1 of 2,,26,25
97,2,11:38.0,J. Crawford makes free throw 2 of 2,,27,25
98,2,11:23.0,,Turnover by G. Robinson (lost ball; steal by A. Rivers),27,25
99,2,11:17.0,C. Aldrich misses 2-pt hook shot from 5 ft,,27,25
100,2,11:16.0,,Defensive rebound by J. Hill,27,25
101,2,11:02.0,,C. Miles makes 2-pt jump shot from 15 ft,27,27
102,2,10:35.0,J. Crawford misses 3-pt jump shot from 24 ft,,27,27
103,2,10:35.0,,Defensive rebound by M. Turner,27,27
104,2,10:27.0,,Shooting foul by W. Johnson (drawn by M. Turner),27,27
105,2,10:27.0,,M. Turner misses free throw 1 of 2,27,27
106,2,10:27.0,,Offensive rebound by Team,27,27
107,2,10:27.0,,M. Turner misses free throw 2 of 2,27,27
108,2,10:26.0,,Offensive rebound by J. Young,27,27
109,2,10:20.0,,C. Miles makes 2-pt layup from 2 ft,27,29
110,2,10:08.0,A. Rivers makes 2-pt layup from 3 ft,,29,29
111,2,9:50.0,,M. Turner makes 2-pt layup from 1 ft (assist by C. Miles),29,31
112,2,9:26.0,J. Crawford misses 3-pt jump shot from 23 ft,,29,31
113,2,9:26.0,,Defensive rebound by M. Turner,29,31
114,2,9:16.0,,J. Young misses 3-pt jump shot from 24 ft,29,31
115,2,9:15.0,Defensive rebound by C. Aldrich,,29,31
116,2,9:09.0,Shooting foul by G. Robinson (drawn by J. Crawford),,29,31
117,2,9:09.0,J. Crawford makes free throw 1 of 2,,30,31
118,2,9:09.0,J. Crawford makes free throw 2 of 2,,31,31
119,2,8:55.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Young),31,33
120,2,8:31.0,A. Rivers misses 2-pt jump shot from 15 ft,,31,33
121,2,8:29.0,,Defensive rebound by C. Miles,31,33
122,2,8:20.0,,Shooting foul by C. Aldrich (drawn by C. Miles),31,33
123,2,8:20.0,Official timeout,,31,33
124,2,8:20.0,D. Jordan enters the game for C. Aldrich,,31,33
125,2,8:20.0,,C. Miles makes free throw 1 of 2,31,34
126,2,8:20.0,,C. Miles misses free throw 2 of 2,31,34
127,2,8:19.0,Defensive rebound by J. Crawford,,31,34
128,2,7:58.0,W. Johnson makes 3-pt jump shot from 25 ft (assist by J. Crawford),,34,34
129,2,7:47.0,,Personal foul by P. Prigioni,34,34
130,2,7:38.0,,J. Young makes 2-pt jump shot from 10 ft,34,36
131,2,7:20.0,J. Crawford misses 2-pt jump shot from 18 ft,,34,36
132,2,7:18.0,Offensive rebound by D. Jordan,,34,36
133,2,7:17.0,Shooting foul by M. Turner (drawn by D. Jordan),,34,36
134,2,7:17.0,D. Jordan misses free throw 1 of 2,,34,36
135,2,7:17.0,Offensive rebound by Team,,34,36
136,2,7:17.0,,G. Hill enters the game for J. Young,34,36
137,2,7:17.0,C. Paul enters the game for P. Prigioni,,34,36
138,2,7:17.0,J. Redick enters the game for J. Crawford,,34,36
139,2,7:17.0,D. Jordan misses free throw 2 of 2,,34,36
140,2,7:17.0,,Defensive rebound by C. Miles,34,36
141,2,7:04.0,,M. Turner makes 2-pt layup from 1 ft (assist by C. Miles),34,38
142,2,6:48.0,J. Redick misses 2-pt jump shot from 15 ft,,34,38
143,2,6:47.0,,Defensive rebound by J. Hill,34,38
144,2,6:38.0,,Shooting foul by W. Johnson (drawn by M. Turner),34,38
145,2,6:38.0,,M. Turner makes free throw 1 of 2,34,39
146,2,6:38.0,P. Pierce enters the game for A. Rivers,,34,39
147,2,6:38.0,,M. Turner makes free throw 2 of 2,34,40
148,2,6:28.0,Personal foul by C. Miles (drawn by D. Jordan),,34,40
149,2,6:28.0,,P. George enters the game for M. Turner,34,40
150,2,6:19.0,J. Redick makes 2-pt jump shot from 21 ft (assist by C. Paul),,36,40
151,2,6:09.0,,Indiana full timeout,36,40
152,2,6:09.0,,I. Mahinmi enters the game for G. Robinson,36,40
153,2,5:59.0,,Turnover by C. Miles (step out of bounds),36,40
154,2,5:46.0,J. Redick misses 2-pt jump shot from 21 ft,,36,40
155,2,5:46.0,,Defensive rebound by C. Miles,36,40
156,2,5:37.0,,J. Hill misses 2-pt jump shot from 15 ft,36,40
157,2,5:36.0,Defensive rebound by C. Paul,,36,40
158,2,5:17.0,C. Paul makes 2-pt jump shot from 19 ft,,38,40
159,2,4:59.0,,P. George makes 2-pt jump shot from 18 ft,38,42
160,2,4:34.0,W. Johnson misses 3-pt jump shot from 25 ft,,38,42
161,2,4:33.0,,Defensive rebound by Team,38,42
162,2,4:33.0,,L. Allen enters the game for J. Hill,38,42
163,2,4:33.0,,M. Ellis enters the game for C. Miles,38,42
164,2,4:25.0,,Def 3 sec tech foul by D. Jordan,38,42
165,2,4:25.0,,P. George misses technical free throw,38,42
166,2,4:25.0,,Offensive rebound by Team,38,42
167,2,4:11.0,,P. George misses 2-pt jump shot from 12 ft,38,42
168,2,4:11.0,Defensive rebound by D. Jordan,,38,42
169,2,4:00.0,C. Paul misses 2-pt jump shot from 17 ft,,38,42
170,2,4:00.0,,Defensive rebound by M. Ellis,38,42
171,2,3:42.0,,I. Mahinmi misses 2-pt jump shot from 7 ft,38,42
172,2,3:42.0,Defensive rebound by D. Jordan,,38,42
173,2,3:33.0,C. Paul misses 2-pt layup from 1 ft,,38,42
174,2,3:32.0,,Defensive rebound by I. Mahinmi,38,42
175,2,3:22.0,,Shooting foul by W. Johnson (drawn by I. Mahinmi),38,42
176,2,3:22.0,LA Clippers full timeout,,38,42
177,2,3:22.0,L. Mbah a Moute enters the game for W. Johnson,,38,42
178,2,3:22.0,,I. Mahinmi misses free throw 1 of 2,38,42
179,2,3:22.0,,Offensive rebound by Team,38,42
180,2,3:22.0,,I. Mahinmi makes free throw 2 of 2,38,43
181,2,3:05.0,P. Pierce misses 2-pt layup from 2 ft,,38,43
182,2,3:04.0,,Defensive rebound by L. Allen,38,43
183,2,2:56.0,,Indiana full timeout,38,43
184,2,2:43.0,,P. George misses 2-pt jump shot from 9 ft,38,43
185,2,2:43.0,Defensive rebound by C. Paul,,38,43
186,2,2:30.0,C. Paul makes 2-pt jump shot from 15 ft,,40,43
187,2,2:13.0,,G. Hill misses 3-pt jump shot from 24 ft,40,43
188,2,2:13.0,,Offensive rebound by P. George,40,43
189,2,2:13.0,,P. George misses 3-pt jump shot from 24 ft,40,43
190,2,2:12.0,Defensive rebound by D. Jordan,,40,43
191,2,2:02.0,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Jordan),,43,43
192,2,1:43.0,,G. Hill misses 3-pt jump shot from 24 ft,43,43
193,2,1:42.0,,Offensive rebound by I. Mahinmi,43,43
194,2,1:35.0,,M. Ellis misses 2-pt jump shot from 10 ft,43,43
195,2,1:35.0,Defensive rebound by Team,,43,43
196,2,1:19.0,J. Redick misses 3-pt jump shot from 25 ft,,43,43
197,2,1:17.0,Offensive rebound by P. Pierce,,43,43
198,2,1:14.0,J. Redick misses 3-pt jump shot from 25 ft,,43,43
199,2,1:13.0,,Defensive rebound by P. George,43,43
200,2,1:06.0,,G. Hill makes 2-pt jump shot from 17 ft,43,45
201,2,1:06.0,,Shooting foul by C. Paul (drawn by G. Hill),43,45
202,2,1:06.0,,G. Hill makes free throw 1 of 1,43,46
203,2,0:47.0,C. Paul makes 3-pt jump shot from 24 ft (assist by J. Redick),,46,46
204,2,0:40.0,,Personal foul by P. Pierce (drawn by I. Mahinmi),46,46
205,2,0:40.0,,I. Mahinmi makes free throw 1 of 2,46,47
206,2,0:40.0,J. Crawford enters the game for L. Mbah a Moute,,46,47
207,2,0:40.0,,I. Mahinmi misses free throw 2 of 2,46,47
208,2,0:40.0,Defensive rebound by P. Pierce,,46,47
209,2,0:30.0,C. Paul misses 2-pt jump shot from 18 ft,,46,47
210,2,0:30.0,,Defensive rebound by P. George,46,47
211,2,0:10.0,,P. George misses 2-pt jump shot from 1 ft,46,47
212,2,0:09.0,,Offensive rebound by P. George,46,47
213,2,0:09.0,,P. George makes 2-pt layup from 1 ft,46,49
214,2,0:01.0,J. Crawford misses 2-pt jump shot from 14 ft,,46,49
215,2,0:01.0,,Defensive rebound by Team,46,49
216,2,0:01.0,Loose ball foul by D. Jordan (drawn by I. Mahinmi),,46,49
217,2,0:01.0,Technical foul by D. Jordan,,46,49
218,2,0:01.0,,G. Hill makes technical free throw,46,50
219,2,0:01.0,,I. Mahinmi misses free throw 1 of 2,46,50
220,2,0:01.0,,Offensive rebound by Team,46,50
221,2,0:01.0,,I. Mahinmi makes free throw 2 of 2,46,51
222,3,11:46.0,,M. Ellis makes 2-pt jump shot from 17 ft,46,53
223,3,11:30.0,J. Redick misses 3-pt jump shot from 26 ft,,46,53
224,3,11:30.0,Offensive rebound by J. Redick,,46,53
225,3,11:17.0,D. Jordan makes 2-pt layup from 3 ft (assist by P. Pierce),,48,53
226,3,11:01.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by L. Allen),48,56
227,3,10:38.0,P. Pierce makes 3-pt jump shot from 23 ft (assist by C. Paul),,51,56
228,3,10:25.0,,Shooting block foul by P. Pierce (drawn by I. Mahinmi),51,56
229,3,10:25.0,,I. Mahinmi misses free throw 1 of 2,51,56
230,3,10:25.0,,Offensive rebound by Team,51,56
231,3,10:25.0,,I. Mahinmi makes free throw 2 of 2,51,57
232,3,10:02.0,C. Paul makes 3-pt jump shot from 26 ft,,54,57
233,3,9:40.0,,G. Hill misses 2-pt jump shot from 11 ft,54,57
234,3,9:40.0,Defensive rebound by C. Paul,,54,57
235,3,9:24.0,C. Paul makes 2-pt jump shot from 15 ft,,56,57
236,3,9:07.0,,L. Allen makes 2-pt dunk from 1 ft (assist by I. Mahinmi),56,59
237,3,8:55.0,Offensive foul by P. Pierce (drawn by M. Ellis),,56,59
238,3,8:55.0,Turnover by P. Pierce (offensive foul),,56,59
239,3,8:35.0,,G. Hill misses 2-pt jump shot from 13 ft,56,59
240,3,8:34.0,Defensive rebound by L. Mbah a Moute,,56,59
241,3,8:22.0,C. Paul misses 2-pt jump shot from 10 ft,,56,59
242,3,8:20.0,,Defensive rebound by L. Allen,56,59
243,3,8:15.0,,Personal foul by P. Pierce (drawn by I. Mahinmi),56,59
244,3,8:15.0,W. Johnson enters the game for P. Pierce,,56,59
245,3,8:09.0,,L. Allen misses 2-pt jump shot from 14 ft,56,59
246,3,8:08.0,Defensive rebound by J. Redick,,56,59
247,3,8:04.0,Shooting block foul by P. George (drawn by L. Mbah a Moute),,56,59
248,3,8:04.0,L. Mbah a Moute misses free throw 1 of 2,,56,59
249,3,8:04.0,Offensive rebound by Team,,56,59
250,3,8:04.0,L. Mbah a Moute makes free throw 2 of 2,,57,59
251,3,7:53.0,,L. Allen misses 2-pt layup from 2 ft,57,59
252,3,7:52.0,,Offensive rebound by I. Mahinmi,57,59
253,3,7:52.0,,I. Mahinmi makes 2-pt layup from 1 ft,57,61
254,3,7:32.0,J. Redick makes 2-pt jump shot from 19 ft,,59,61
255,3,7:15.0,,M. Ellis misses 2-pt jump shot from 20 ft,59,61
256,3,7:15.0,Defensive rebound by D. Jordan,,59,61
257,3,7:02.0,Turnover by C. Paul (bad pass; steal by I. Mahinmi),,59,61
258,3,6:59.0,,Turnover by M. Ellis (bad pass; steal by W. Johnson),59,61
259,3,6:46.0,C. Paul makes 3-pt jump shot from 24 ft,,62,61
260,3,6:25.0,,M. Ellis misses 2-pt jump shot from 21 ft,62,61
261,3,6:25.0,Defensive rebound by C. Paul,,62,61
262,3,6:15.0,C. Paul misses 3-pt jump shot from 24 ft,,62,61
263,3,6:14.0,,Defensive rebound by L. Allen,62,61
264,3,5:55.0,,P. George misses 3-pt jump shot from 25 ft,62,61
265,3,5:55.0,,Offensive rebound by I. Mahinmi,62,61
266,3,5:47.0,,Indiana full timeout,62,61
267,3,5:35.0,,G. Hill misses 2-pt jump shot from 19 ft,62,61
268,3,5:34.0,,Offensive rebound by I. Mahinmi,62,61
269,3,5:33.0,,I. Mahinmi misses 2-pt layup from 2 ft (block by D. Jordan),62,61
270,3,5:31.0,Defensive rebound by D. Jordan,,62,61
271,3,5:18.0,Turnover by C. Paul (bad pass; steal by I. Mahinmi),,62,61
272,3,5:12.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),62,63
273,3,4:49.0,Turnover by J. Redick (bad pass; steal by L. Allen),,62,63
274,3,4:43.0,,P. George makes 2-pt layup from 1 ft,62,65
275,3,4:34.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by C. Paul),,65,65
276,3,4:19.0,,Shooting foul by J. Redick (drawn by P. George),65,65
277,3,4:19.0,,P. George makes free throw 1 of 2,65,66
278,3,4:19.0,,M. Turner enters the game for I. Mahinmi,65,66
279,3,4:19.0,A. Rivers enters the game for C. Paul,,65,66
280,3,4:19.0,,P. George makes free throw 2 of 2,65,67
281,3,4:04.0,W. Johnson makes 3-pt jump shot from 22 ft (assist by J. Redick),,68,67
282,3,3:45.0,,M. Ellis makes 2-pt layup from 3 ft,68,69
283,3,3:29.0,W. Johnson misses 2-pt jump shot from 19 ft,,68,69
284,3,3:28.0,Offensive rebound by D. Jordan,,68,69
285,3,3:25.0,D. Jordan misses 2-pt hook shot from 4 ft,,68,69
286,3,3:25.0,,Defensive rebound by P. George,68,69
287,3,3:14.0,,M. Turner misses 2-pt jump shot from 15 ft,68,69
288,3,3:14.0,Defensive rebound by A. Rivers,,68,69
289,3,3:05.0,Turnover by A. Rivers (bad pass; steal by M. Ellis),,68,69
290,3,3:01.0,,P. George makes 2-pt layup from 1 ft (assist by G. Hill),68,71
291,3,3:01.0,,Shooting foul by W. Johnson (drawn by P. George),68,71
292,3,3:01.0,,J. Young enters the game for M. Ellis,68,71
293,3,3:01.0,,J. Hill enters the game for L. Allen,68,71
294,3,3:01.0,J. Crawford enters the game for W. Johnson,,68,71
295,3,3:01.0,,P. George makes free throw 1 of 1,68,72
296,3,2:41.0,J. Redick misses 3-pt jump shot from 25 ft,,68,72
297,3,2:41.0,,Defensive rebound by M. Turner,68,72
298,3,2:21.0,,G. Hill misses 3-pt jump shot from 24 ft,68,72
299,3,2:20.0,Defensive rebound by D. Jordan,,68,72
300,3,2:05.0,Shooting foul by J. Hill (drawn by A. Rivers),,68,72
301,3,2:05.0,LA Clippers full timeout,,68,72
302,3,2:05.0,W. Johnson enters the game for L. Mbah a Moute,,68,72
303,3,2:05.0,,C. Miles enters the game for P. George,68,72
304,3,2:05.0,A. Rivers makes free throw 1 of 2,,69,72
305,3,2:05.0,A. Rivers misses free throw 2 of 2,,69,72
306,3,2:05.0,,Defensive rebound by C. Miles,69,72
307,3,1:52.0,,M. Turner misses 2-pt jump shot from 19 ft,69,72
308,3,1:50.0,Defensive rebound by D. Jordan,,69,72
309,3,1:34.0,J. Redick makes 3-pt jump shot from 25 ft,,72,72
310,3,1:13.0,,M. Turner misses 2-pt jump shot from 16 ft,72,72
311,3,1:13.0,Defensive rebound by D. Jordan,,72,72
312,3,0:56.0,Shooting foul by C. Miles (drawn by D. Jordan),,72,72
313,3,0:56.0,D. Jordan makes free throw 1 of 2,,73,72
314,3,0:56.0,,G. Robinson enters the game for J. Hill,73,72
315,3,0:56.0,D. Jordan misses free throw 2 of 2,,73,72
316,3,0:56.0,,Defensive rebound by M. Turner,73,72
317,3,0:41.0,,Turnover by G. Hill (bad pass),73,72
318,3,0:41.0,P. Prigioni enters the game for W. Johnson,,73,72
319,3,0:31.0,Shooting foul by G. Robinson (drawn by D. Jordan),,73,72
320,3,0:31.0,D. Jordan misses free throw 1 of 2,,73,72
321,3,0:31.0,Offensive rebound by Team,,73,72
322,3,0:31.0,D. Jordan makes free throw 2 of 2,,74,72
323,3,0:07.0,,G. Robinson misses 2-pt jump shot from 20 ft,74,72
324,3,0:06.0,Defensive rebound by D. Jordan,,74,72
325,3,0:00.0,J. Crawford misses 3-pt jump shot from 44 ft,,74,72
326,3,0:00.0,Offensive rebound by Team,,74,72
327,4,11:49.0,Shooting foul by M. Ellis (drawn by J. Crawford),,74,72
328,4,11:49.0,J. Crawford misses free throw 1 of 2,,74,72
329,4,11:49.0,Offensive rebound by Team,,74,72
330,4,11:49.0,J. Crawford makes free throw 2 of 2,,75,72
331,4,11:42.0,,Personal foul by P. Prigioni,75,72
332,4,11:42.0,,Turnover by J. Young (bad pass; steal by P. Prigioni),75,72
333,4,11:41.0,P. Prigioni makes 2-pt layup from 1 ft,,77,72
334,4,11:36.0,,Offensive foul by J. Young (drawn by P. Prigioni),77,72
335,4,11:36.0,,Turnover by J. Young (offensive foul),77,72
336,4,11:36.0,,G. Robinson enters the game for J. Young,77,72
337,4,11:26.0,C. Paul misses 3-pt jump shot from 23 ft,,77,72
338,4,11:26.0,,Defensive rebound by M. Ellis,77,72
339,4,11:22.0,,Personal foul by P. Prigioni (drawn by C. Miles),77,72
340,4,11:07.0,,P. George misses 2-pt layup from 1 ft (block by D. Jordan),77,72
341,4,11:06.0,Defensive rebound by J. Crawford,,77,72
342,4,11:04.0,Turnover by J. Crawford (bad pass),,77,72
343,4,10:48.0,,M. Turner misses 2-pt jump shot from 17 ft,77,72
344,4,10:48.0,Defensive rebound by A. Rivers,,77,72
345,4,10:41.0,D. Jordan misses 2-pt dunk from 3 ft,,77,72
346,4,10:40.0,,Defensive rebound by C. Miles,77,72
347,4,10:39.0,,Turnover by C. Miles (lost ball; steal by C. Paul),77,72
348,4,10:36.0,C. Paul makes 2-pt jump shot from 3 ft,,79,72
349,4,10:36.0,,Indiana full timeout,79,72
350,4,10:36.0,,G. Hill enters the game for G. Robinson,79,72
351,4,10:17.0,,P. George misses 2-pt jump shot from 4 ft,79,72
352,4,10:16.0,Defensive rebound by D. Jordan,,79,72
353,4,10:11.0,J. Crawford misses 2-pt jump shot from 16 ft,,79,72
354,4,10:10.0,Offensive rebound by P. Prigioni,,79,72
355,4,9:58.0,P. Prigioni misses 3-pt jump shot from 26 ft,,79,72
356,4,9:58.0,,Defensive rebound by P. George,79,72
357,4,9:49.0,,C. Miles misses 3-pt jump shot from 24 ft (block by J. Crawford),79,72
358,4,9:48.0,Defensive rebound by D. Jordan,,79,72
359,4,9:39.0,Turnover by C. Paul (offensive foul),,79,72
360,4,9:39.0,,Offensive charge foul by C. Paul (drawn by C. Miles),79,72
361,4,9:26.0,,M. Ellis misses 2-pt hook shot from 5 ft,79,72
362,4,9:25.0,Defensive rebound by P. Prigioni,,79,72
363,4,9:11.0,Turnover by P. Prigioni (bad pass),,79,72
364,4,8:52.0,,C. Miles misses 2-pt jump shot from 9 ft,79,72
365,4,8:51.0,,Offensive rebound by C. Miles,79,72
366,4,8:48.0,,C. Miles misses 2-pt hook shot from 3 ft,79,72
367,4,8:48.0,,Offensive rebound by Team,79,72
368,4,8:48.0,,I. Mahinmi enters the game for M. Turner,79,72
369,4,8:41.0,,Turnover by P. George (bad pass),79,72
370,4,8:23.0,J. Crawford misses 3-pt jump shot from 25 ft,,79,72
371,4,8:22.0,,Defensive rebound by M. Ellis,79,72
372,4,8:13.0,,P. George misses 2-pt jump shot from 18 ft,79,72
373,4,8:13.0,Defensive rebound by D. Jordan,,79,72
374,4,7:59.0,LA Clippers full timeout,,79,72
375,4,7:50.0,A. Rivers misses 2-pt layup from 1 ft,,79,72
376,4,7:50.0,,Defensive rebound by C. Miles,79,72
377,4,7:42.0,,C. Miles misses 3-pt jump shot from 26 ft,79,72
378,4,7:41.0,,Offensive rebound by I. Mahinmi,79,72
379,4,7:36.0,,Turnover by C. Miles (lost ball),79,72
380,4,7:16.0,C. Paul makes 2-pt jump shot from 19 ft,,81,72
381,4,6:49.0,,G. Hill misses 2-pt jump shot from 15 ft,81,72
382,4,6:48.0,Defensive rebound by P. Prigioni,,81,72
383,4,6:35.0,A. Rivers misses 3-pt jump shot from 22 ft,,81,72
384,4,6:34.0,,Defensive rebound by P. George,81,72
385,4,6:27.0,,P. George makes 2-pt layup from 1 ft,81,74
386,4,6:06.0,Personal foul by P. George (drawn by J. Crawford),,81,74
387,4,6:06.0,J. Redick enters the game for P. Prigioni,,81,74
388,4,6:06.0,,L. Allen enters the game for C. Miles,81,74
389,4,5:56.0,C. Paul misses 2-pt jump shot from 16 ft,,81,74
390,4,5:54.0,Offensive rebound by D. Jordan,,81,74
391,4,5:54.0,D. Jordan misses 2-pt layup from 1 ft,,81,74
392,4,5:53.0,,Defensive rebound by Team,81,74
393,4,5:40.0,,P. George makes 2-pt jump shot from 17 ft,81,76
394,4,5:22.0,Shooting foul by I. Mahinmi (drawn by J. Redick),,81,76
