,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW YORK_ACTION,MINNESOTA_SCORE,NEW YORK_SCORE
379,4,6:59.0,,K. Porziņģis enters the game for D. Williams,77,88
380,4,6:59.0,A. Wiggins makes free throw 2 of 2,,78,88
381,4,6:44.0,,C. Anthony makes 2-pt layup at rim (assist by K. Porziņģis),78,90
382,4,6:30.0,K. Towns makes 2-pt jump shot from 17 ft (assist by R. Rubio),,80,90
383,4,6:05.0,,C. Anthony misses 2-pt jump shot from 6 ft,80,90
384,4,6:04.0,,Offensive rebound by K. O'Quinn,80,90
385,4,6:00.0,,C. Anthony makes 2-pt jump shot from 12 ft (assist by L. Galloway),80,92
386,4,5:40.0,A. Wiggins makes 2-pt jump shot from 14 ft,,82,92
387,4,5:31.0,,C. Anthony misses 3-pt jump shot from 24 ft,82,92
388,4,5:30.0,Defensive rebound by R. Rubio,,82,92
389,4,5:26.0,Turnover by R. Rubio (bad pass),,82,92
390,4,5:26.0,,New York full timeout,82,92
391,4,5:26.0,,R. Lopez enters the game for K. O'Quinn,82,92
392,4,5:14.0,,L. Galloway makes 2-pt layup at rim (assist by C. Anthony),82,94
393,4,4:54.0,K. Towns makes 2-pt jump shot from 19 ft (assist by G. Dieng),,84,94
394,4,4:42.0,,Turnover by K. Porziņģis (bad pass; steal by R. Rubio),84,94
395,4,4:36.0,Z. LaVine makes 2-pt dunk at rim (assist by R. Rubio),,86,94
396,4,4:18.0,,J. Calderón misses 3-pt jump shot from 25 ft,86,94
397,4,4:17.0,Defensive rebound by K. Towns,,86,94
398,4,4:11.0,Z. LaVine misses 2-pt jump shot from 4 ft,,86,94
399,4,4:10.0,,Defensive rebound by J. Calderón,86,94
400,4,3:51.0,,Shooting foul by Z. LaVine (drawn by C. Anthony),86,94
401,4,3:51.0,,C. Anthony makes free throw 1 of 2,86,95
402,4,3:51.0,,A. Afflalo enters the game for J. Calderón,86,95
403,4,3:51.0,,C. Anthony makes free throw 2 of 2,86,96
404,4,3:47.0,Minnesota full timeout,,86,96
405,4,3:39.0,Z. LaVine misses 2-pt jump shot from 21 ft,,86,96
406,4,3:38.0,,Defensive rebound by C. Anthony,86,96
407,4,3:20.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,86,96
408,4,3:19.0,Defensive rebound by G. Dieng,,86,96
409,4,3:03.0,K. Towns makes 2-pt layup from 1 ft,,88,96
410,4,2:40.0,,C. Anthony misses 2-pt jump shot from 3 ft (block by G. Dieng),88,96
411,4,2:38.0,Defensive rebound by A. Wiggins,,88,96
412,4,2:33.0,A. Wiggins makes 2-pt layup from 1 ft,,90,96
413,4,2:14.0,,C. Anthony misses 2-pt layup from 2 ft,90,96
414,4,2:13.0,,Offensive rebound by C. Anthony,90,96
415,4,2:13.0,,R. Lopez misses 2-pt layup at rim,90,96
416,4,2:12.0,,Offensive rebound by C. Anthony,90,96
417,4,2:12.0,,Personal foul by K. Towns (drawn by C. Anthony),90,96
418,4,2:12.0,,C. Anthony makes free throw 1 of 2,90,97
419,4,2:12.0,,C. Anthony makes free throw 2 of 2,90,98
420,4,2:00.0,K. Towns makes 2-pt jump shot from 17 ft,,92,98
421,4,1:36.0,,C. Anthony misses 2-pt jump shot from 14 ft,92,98
422,4,1:35.0,Defensive rebound by K. Towns,,92,98
423,4,1:27.0,R. Rubio misses 2-pt layup from 2 ft (block by R. Lopez),,92,98
424,4,1:26.0,,Defensive rebound by C. Anthony,92,98
425,4,1:25.0,,Shooting foul by A. Wiggins (drawn by A. Afflalo),92,98
426,4,1:25.0,,A. Afflalo misses free throw 1 of 2,92,98
427,4,1:25.0,,Offensive rebound by Team,92,98
428,4,1:25.0,,A. Afflalo makes free throw 2 of 2,92,99
429,4,1:25.0,Minnesota full timeout,,92,99
430,4,1:16.0,Turnover by A. Wiggins (bad pass),,92,99
431,4,0:55.0,,C. Anthony misses 2-pt layup from 2 ft,92,99
432,4,0:54.0,Defensive rebound by G. Dieng,,92,99
433,4,0:53.0,Z. LaVine misses 2-pt layup from 2 ft (block by L. Galloway),,92,99
434,4,0:52.0,Offensive rebound by Team,,92,99
435,4,0:49.0,Z. LaVine makes 2-pt jump shot from 12 ft,,94,99
436,4,0:41.0,,New York full timeout,94,99
437,4,0:29.0,,Shooting foul by G. Dieng (drawn by A. Afflalo),94,99
438,4,0:29.0,,A. Afflalo makes free throw 1 of 2,94,100
439,4,0:29.0,,A. Afflalo makes free throw 2 of 2,94,101
440,4,0:29.0,Minnesota full timeout,,94,101
441,4,0:29.0,,L. Thomas enters the game for R. Lopez,94,101
442,4,0:22.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by R. Rubio),,97,101
443,4,0:22.0,,Personal take foul by A. Wiggins (drawn by C. Anthony),97,101
444,4,0:22.0,,C. Anthony makes free throw 1 of 2,97,102
445,4,0:22.0,,C. Anthony makes free throw 2 of 2,97,103
446,4,0:15.0,Z. LaVine misses 3-pt jump shot from 25 ft,,97,103
447,4,0:14.0,Offensive rebound by K. Towns,,97,103
448,4,0:11.0,K. Towns makes 2-pt layup from 1 ft,,99,103
449,4,0:11.0,Shooting foul by K. Porziņģis (drawn by K. Towns),,99,103
450,4,0:11.0,,R. Lopez enters the game for L. Galloway,99,103
451,4,0:11.0,K. Towns makes free throw 1 of 1,,100,103
452,4,0:11.0,,New York full timeout,100,103
453,4,0:11.0,,L. Galloway enters the game for R. Lopez,100,103
454,4,0:11.0,,J. Calderón enters the game for L. Thomas,100,103
455,4,0:11.0,T. Prince enters the game for G. Dieng,,100,103
456,4,0:11.0,,Personal take foul by R. Rubio (drawn by A. Afflalo),100,103
457,4,0:11.0,,A. Afflalo makes free throw 1 of 2,100,104
458,4,0:11.0,,L. Thomas enters the game for J. Calderón,100,104
459,4,0:11.0,G. Dieng enters the game for T. Prince,,100,104
460,4,0:11.0,,A. Afflalo makes free throw 2 of 2,100,105
461,4,0:07.0,Z. LaVine misses 3-pt jump shot from 26 ft,,100,105
462,4,0:06.0,Offensive rebound by G. Dieng,,100,105
463,4,0:05.0,G. Dieng makes 2-pt jump shot from 3 ft,,102,105
464,4,0:04.0,,Personal take foul by A. Wiggins (drawn by A. Afflalo),102,105
465,4,0:04.0,,A. Afflalo makes free throw 1 of 2,102,106
466,4,0:04.0,,A. Afflalo makes free throw 2 of 2,102,107
467,4,0:04.0,Minnesota full timeout,,102,107
468,4,0:02.0,K. Towns misses 3-pt jump shot from 24 ft (block by K. Porziņģis),,102,107
469,4,0:01.0,Offensive rebound by A. Wiggins,,102,107
470,4,0:00.0,A. Wiggins misses 3-pt jump shot from 24 ft,,102,107
471,4,0:00.0,Offensive rebound by Team,,102,107
