,QUARTER,TIME_REMAINING,TORONTO_ACTION,SACRAMENTO_ACTION,TORONTO_SCORE,SACRAMENTO_SCORE
381,4,3:40.0,,Defensive rebound by Team,99,93
382,4,3:40.0,,B. McLemore enters the game for O. Casspi,99,93
383,4,3:22.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by B. McLemore),99,96
384,4,2:58.0,Personal foul by M. Belinelli (drawn by K. Lowry),,99,96
385,4,2:52.0,D. DeRozan makes 2-pt jump shot from 11 ft (assist by C. Joseph),,101,96
386,4,2:43.0,,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),101,98
387,4,2:20.0,D. DeRozan misses 2-pt jump shot from 18 ft,,101,98
388,4,2:20.0,,Defensive rebound by B. McLemore,101,98
389,4,2:13.0,,Shooting foul by K. Lowry (drawn by D. Cousins),101,98
390,4,2:13.0,,D. Cousins makes free throw 1 of 2,101,99
391,4,2:13.0,Toronto full timeout,,101,99
392,4,2:13.0,,D. Cousins makes free throw 2 of 2,101,100
393,4,1:49.0,D. Carroll misses 3-pt jump shot from 23 ft,,101,100
394,4,1:48.0,,Defensive rebound by D. Cousins,101,100
395,4,1:40.0,,B. McLemore makes 2-pt layup from 2 ft (assist by M. Belinelli),101,102
396,4,1:26.0,Turnover by K. Lowry (lost ball; steal by R. Rondo),,101,102
397,4,1:19.0,,M. Belinelli misses 3-pt jump shot from 25 ft,101,102
398,4,1:19.0,Defensive rebound by K. Lowry,,101,102
399,4,1:06.0,D. DeRozan misses 2-pt jump shot from 6 ft (block by D. Cousins),,101,102
400,4,1:05.0,,Defensive rebound by R. Gay,101,102
401,4,1:00.0,,R. Gay misses 2-pt layup from 4 ft,101,102
402,4,0:58.0,Defensive rebound by B. Biyombo,,101,102
403,4,0:42.0,K. Lowry misses 3-pt jump shot from 25 ft,,101,102
404,4,0:42.0,,Defensive rebound by D. Cousins,101,102
405,4,0:41.0,,Personal foul by C. Joseph (drawn by D. Cousins),101,102
406,4,0:26.0,,D. Cousins makes 2-pt layup from 2 ft,101,104
407,4,0:26.0,Toronto full timeout,,101,104
408,4,0:26.0,J. Valančiūnas enters the game for B. Biyombo,,101,104
409,4,0:19.0,D. DeRozan misses 2-pt jump shot from 4 ft,,101,104
410,4,0:18.0,,Defensive rebound by R. Gay,101,104
411,4,0:17.0,,Personal take foul by D. Carroll (drawn by R. Gay),101,104
412,4,0:17.0,,R. Gay makes free throw 1 of 2,101,105
413,4,0:17.0,P. Patterson enters the game for J. Valančiūnas,,101,105
414,4,0:17.0,,R. Gay makes free throw 2 of 2,101,106
415,4,0:13.0,Personal take foul by R. Rondo (drawn by K. Lowry),,101,106
416,4,0:13.0,Toronto full timeout,,101,106
417,4,0:09.0,D. Carroll misses 3-pt jump shot from 28 ft,,101,106
418,4,0:08.0,,Defensive rebound by R. Gay,101,106
419,4,0:07.0,,Personal take foul by P. Patterson (drawn by R. Gay),101,106
420,4,0:07.0,,R. Gay makes free throw 1 of 2,101,107
421,4,0:07.0,,R. Gay misses free throw 2 of 2,101,107
422,4,0:07.0,Defensive rebound by D. Carroll,,101,107
423,4,0:02.0,K. Lowry misses 3-pt jump shot from 35 ft,,101,107
424,4,0:02.0,Offensive rebound by P. Patterson,,101,107
