,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHOENIX_ACTION,CHICAGO_SCORE,PHOENIX_SCORE
389,4,4:51.0,D. McDermott misses 3-pt jump shot from 27 ft,,87,86
390,4,4:51.0,,Defensive rebound by E. Bledsoe,87,86
391,4,4:47.0,,Shooting block foul by D. McDermott (drawn by E. Bledsoe),87,86
392,4,4:47.0,,Phoenix full timeout,87,86
393,4,4:47.0,,E. Bledsoe makes free throw 1 of 2,87,87
394,4,4:47.0,,E. Bledsoe makes free throw 2 of 2,87,88
395,4,4:34.0,P. Gasol makes 2-pt dunk from 1 ft (assist by A. Brooks),,89,88
396,4,4:18.0,,B. Knight misses 3-pt jump shot from 25 ft,89,88
397,4,4:17.0,Defensive rebound by P. Gasol,,89,88
398,4,4:15.0,Chicago full timeout,,89,88
399,4,4:15.0,K. Hinrich enters the game for A. Brooks,,89,88
400,4,4:03.0,K. Hinrich makes 3-pt jump shot from 24 ft,,92,88
401,4,3:46.0,,B. Knight misses 2-pt layup from 2 ft,92,88
402,4,3:45.0,Defensive rebound by P. Gasol,,92,88
403,4,3:20.0,Turnover by Team (shot clock),,92,88
404,4,3:01.0,,B. Knight misses 2-pt jump shot from 6 ft,92,88
405,4,2:59.0,Defensive rebound by T. Gibson,,92,88
406,4,2:46.0,J. Butler makes 2-pt layup at rim,,94,88
407,4,2:29.0,,Shooting foul by T. Gibson (drawn by E. Bledsoe),94,88
408,4,2:29.0,,E. Bledsoe makes free throw 1 of 2,94,89
409,4,2:29.0,,E. Bledsoe makes free throw 2 of 2,94,90
410,4,2:05.0,J. Butler makes 2-pt jump shot from 21 ft,,96,90
411,4,1:56.0,,E. Bledsoe misses 2-pt jump shot from 7 ft,96,90
412,4,1:55.0,Defensive rebound by J. Butler,,96,90
413,4,1:48.0,Personal foul by P. Tucker (drawn by J. Butler),,96,90
414,4,1:39.0,Turnover by P. Gasol (lost ball; steal by M. Morris),,96,90
415,4,1:36.0,,Phoenix full timeout,96,90
416,4,1:28.0,,E. Bledsoe makes 2-pt layup at rim,96,92
417,4,1:08.0,J. Butler makes 3-pt jump shot from 23 ft (assist by D. McDermott),,99,92
418,4,1:03.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,99,92
419,4,1:01.0,Defensive rebound by P. Gasol,,99,92
420,4,0:40.0,T. Gibson misses 2-pt jump shot from 18 ft,,99,92
421,4,0:39.0,,Defensive rebound by M. Morris,99,92
422,4,0:33.0,,B. Knight makes 2-pt layup at rim,99,94
423,4,0:25.0,Shooting foul by B. Knight (drawn by P. Gasol),,99,94
424,4,0:25.0,P. Gasol makes free throw 1 of 2,,100,94
425,4,0:25.0,E. Moore enters the game for D. McDermott,,100,94
426,4,0:25.0,P. Gasol makes free throw 2 of 2,,101,94
427,4,0:25.0,,Phoenix full timeout,101,94
428,4,0:25.0,J. Noah enters the game for P. Gasol,,101,94
429,4,0:25.0,,M. Teletović enters the game for M. Morris,101,94
430,4,0:21.0,,M. Teletović misses 3-pt jump shot from 29 ft,101,94
431,4,0:20.0,,Offensive rebound by P. Tucker,101,94
432,4,0:15.0,,P. Tucker misses 2-pt hook shot from 4 ft,101,94
433,4,0:13.0,Defensive rebound by K. Hinrich,,101,94
434,4,0:09.0,J. Butler makes 2-pt dunk from 1 ft (assist by K. Hinrich),,103,94
435,4,0:05.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,103,97
