,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DETROIT_ACTION,SACRAMENTO_SCORE,DETROIT_SCORE
349,4,8:48.0,,A. Drummond enters the game for A. Baynes,89,93
350,4,8:48.0,R. Gay enters the game for Q. Acy,,89,93
351,4,8:48.0,D. Cousins enters the game for K. Koufos,,89,93
352,4,8:45.0,Offensive charge foul by S. Johnson (drawn by D. Cousins),,89,93
353,4,8:45.0,,Turnover by S. Johnson (offensive foul),89,93
354,4,8:34.0,Shooting foul by T. Harris (drawn by R. Gay),,89,93
355,4,8:34.0,R. Gay makes free throw 1 of 2,,90,93
356,4,8:34.0,,R. Jackson enters the game for S. Blake,90,93
357,4,8:34.0,R. Gay makes free throw 2 of 2,,91,93
358,4,8:14.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),91,95
359,4,7:54.0,M. Belinelli misses 2-pt jump shot from 4 ft (block by S. Johnson),,91,95
360,4,7:52.0,,Defensive rebound by S. Johnson,91,95
361,4,7:45.0,,Turnover by R. Jackson (lost ball; steal by D. Collison),91,95
362,4,7:34.0,R. Gay makes 3-pt jump shot from 26 ft (assist by R. Rondo),,94,95
363,4,7:13.0,,T. Harris makes 2-pt layup at rim,94,97
364,4,6:53.0,D. Cousins makes 2-pt layup at rim,,96,97
365,4,6:36.0,,R. Jackson makes 2-pt jump shot from 9 ft,96,99
366,4,6:19.0,R. Rondo misses 2-pt jump shot from 19 ft,,96,99
367,4,6:19.0,,Defensive rebound by A. Drummond,96,99
368,4,6:11.0,,R. Jackson misses 2-pt layup from 2 ft,96,99
369,4,6:11.0,,Offensive rebound by Team,96,99
370,4,6:11.0,Loose ball foul by R. Gay,,96,99
371,4,6:11.0,,M. Morris enters the game for S. Johnson,96,99
372,4,6:11.0,J. Anderson enters the game for M. Belinelli,,96,99
373,4,5:48.0,,A. Drummond misses 2-pt layup at rim,96,99
374,4,5:48.0,Defensive rebound by R. Rondo,,96,99
375,4,5:43.0,D. Collison misses 3-pt jump shot from 23 ft,,96,99
376,4,5:42.0,,Defensive rebound by M. Morris,96,99
377,4,5:42.0,,Personal foul by R. Rondo,96,99
378,4,5:42.0,,Detroit full timeout,96,99
379,4,5:22.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by T. Harris),96,101
380,4,5:08.0,D. Cousins makes 2-pt layup at rim (assist by R. Rondo),,98,101
381,4,4:47.0,,R. Jackson misses 2-pt jump shot from 8 ft,98,101
382,4,4:46.0,,Offensive rebound by A. Drummond,98,101
383,4,4:44.0,,Turnover by A. Drummond (lost ball; steal by R. Rondo),98,101
384,4,4:24.0,D. Collison misses 3-pt jump shot from 23 ft,,98,101
385,4,4:22.0,,Defensive rebound by R. Jackson,98,101
386,4,4:16.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Jackson),98,104
387,4,3:57.0,Personal foul by A. Drummond,,98,104
