,QUARTER,TIME_REMAINING,UTAH_ACTION,DETROIT_ACTION,UTAH_SCORE,DETROIT_SCORE
394,4,2:38.0,Shooting foul by E. İlyasova (drawn by G. Hayward),,80,86
395,4,2:38.0,G. Hayward misses free throw 1 of 2,,80,86
396,4,2:38.0,Offensive rebound by Team,,80,86
397,4,2:38.0,G. Hayward makes free throw 2 of 2,,81,86
398,4,2:12.0,,R. Jackson misses 2-pt jump shot from 7 ft,81,86
399,4,2:10.0,,Offensive rebound by Team,81,86
400,4,2:10.0,,Turnover by Team (shot clock),81,86
401,4,1:58.0,A. Burks makes 2-pt jump shot from 13 ft,,83,86
402,4,1:42.0,,Turnover by K. Caldwell-Pope (bad pass),83,86
403,4,1:21.0,A. Burks makes 2-pt jump shot from 9 ft,,85,86
404,4,1:04.0,,M. Morris misses 2-pt jump shot from 5 ft (block by R. Gobert),85,86
405,4,1:02.0,Defensive rebound by R. Hood,,85,86
406,4,0:53.0,D. Favors misses 2-pt jump shot from 10 ft,,85,86
407,4,0:52.0,,Defensive rebound by A. Drummond,85,86
408,4,0:42.0,,Turnover by R. Jackson (lost ball; steal by D. Favors),85,86
409,4,0:23.0,G. Hayward makes 2-pt layup at rim,,87,86
410,4,0:23.0,,Detroit full timeout,87,86
411,4,0:17.0,,R. Jackson makes 2-pt layup at rim,87,88
412,4,0:17.0,Utah full timeout,,87,88
413,4,0:17.0,J. Ingles enters the game for R. Gobert,,87,88
414,4,0:17.0,,S. Johnson enters the game for E. İlyasova,87,88
415,4,0:09.0,A. Burks misses 2-pt jump shot from 13 ft,,87,88
416,4,0:09.0,,Defensive rebound by K. Caldwell-Pope,87,88
417,4,0:09.0,,Personal foul by A. Burks (drawn by K. Caldwell-Pope),87,88
418,4,0:09.0,,K. Caldwell-Pope makes free throw 1 of 2,87,89
419,4,0:09.0,R. Gobert enters the game for J. Ingles,,87,89
420,4,0:09.0,,K. Caldwell-Pope makes free throw 2 of 2,87,90
421,4,0:09.0,Utah full timeout,,87,90
422,4,0:09.0,J. Ingles enters the game for R. Gobert,,87,90
423,4,0:05.0,R. Hood misses 3-pt jump shot from 25 ft (block by K. Caldwell-Pope),,87,90
424,4,0:05.0,,Defensive rebound by R. Jackson,87,90
425,4,0:05.0,,Personal foul by D. Favors (drawn by R. Jackson),87,90
426,4,0:05.0,,R. Jackson makes free throw 1 of 2,87,91
427,4,0:05.0,R. Gobert enters the game for J. Ingles,,87,91
428,4,0:05.0,,R. Jackson makes free throw 2 of 2,87,92
429,4,0:05.0,Utah full timeout,,87,92
430,4,0:05.0,J. Ingles enters the game for R. Gobert,,87,92
431,4,0:01.0,R. Hood misses 3-pt jump shot from 26 ft,,87,92
432,4,0:00.0,,Defensive rebound by M. Morris,87,92
