,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
389,4,10:04.0,,Defensive rebound by G. Green,66,74
390,4,9:58.0,,Turnover by J. Winslow (step out of bounds),66,74
391,4,9:47.0,S. Muhammad makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,69,74
392,4,9:35.0,,Offensive foul by J. McRoberts (drawn by G. Dieng),69,74
393,4,9:35.0,,Turnover by J. McRoberts (offensive foul),69,74
394,4,9:35.0,K. Towns enters the game for G. Dieng,,69,74
395,4,9:23.0,A. Payne misses 3-pt jump shot from 24 ft,,69,74
396,4,9:22.0,,Defensive rebound by J. McRoberts,69,74
397,4,9:15.0,,Personal foul by A. Payne (drawn by J. McRoberts),69,74
398,4,9:06.0,,Turnover by J. Winslow (bad pass; steal by K. Towns),69,74
399,4,9:04.0,Shooting foul by G. Green (drawn by K. Martin),,69,74
400,4,9:04.0,K. Martin makes free throw 1 of 2,,70,74
401,4,9:04.0,K. Martin makes free throw 2 of 2,,71,74
402,4,8:56.0,,Offensive foul by J. McRoberts (drawn by A. Payne),71,74
403,4,8:56.0,,Turnover by J. McRoberts (offensive foul),71,74
404,4,8:56.0,Official timeout,,71,74
405,4,8:29.0,Z. LaVine misses 3-pt jump shot from 27 ft,,71,74
406,4,8:28.0,,Defensive rebound by J. Winslow,71,74
407,4,8:14.0,,Shooting foul by S. Muhammad (drawn by J. Winslow),71,74
408,4,8:14.0,,J. Winslow misses free throw 1 of 2,71,74
409,4,8:14.0,,Offensive rebound by Team,71,74
410,4,8:14.0,A. Wiggins enters the game for K. Martin,,71,74
411,4,8:14.0,,J. Winslow misses free throw 2 of 2,71,74
412,4,8:13.0,Defensive rebound by K. Towns,,71,74
413,4,8:01.0,Z. LaVine misses 2-pt jump shot from 5 ft,,71,74
414,4,8:00.0,Offensive rebound by A. Payne,,71,74
415,4,7:58.0,A. Payne makes 2-pt dunk at rim,,73,74
416,4,7:40.0,,G. Green misses 2-pt jump shot from 11 ft,73,74
417,4,7:39.0,,Offensive rebound by G. Green,73,74
418,4,7:37.0,,G. Green makes 2-pt jump shot from 1 ft,73,76
419,4,7:26.0,A. Wiggins makes 2-pt layup from 1 ft,,75,76
420,4,7:26.0,Shooting foul by G. Green (drawn by A. Wiggins),,75,76
421,4,7:26.0,,D. Wade enters the game for G. Green,75,76
422,4,7:26.0,,H. Whiteside enters the game for J. McRoberts,75,76
423,4,7:26.0,A. Wiggins misses free throw 1 of 1,,75,76
424,4,7:25.0,,Defensive rebound by C. Bosh,75,76
425,4,7:09.0,,D. Wade misses 2-pt jump shot from 17 ft,75,76
426,4,7:08.0,Defensive rebound by K. Towns,,75,76
427,4,7:05.0,Personal foul by J. Winslow (drawn by S. Muhammad),,75,76
428,4,7:05.0,,G. Dragić enters the game for T. Johnson,75,76
429,4,6:57.0,Z. LaVine makes 3-pt jump shot from 23 ft,,78,76
430,4,6:44.0,,Offensive foul by H. Whiteside (drawn by S. Muhammad),78,76
431,4,6:44.0,,Turnover by H. Whiteside (offensive foul),78,76
432,4,6:32.0,Z. LaVine makes 2-pt layup at rim,,80,76
433,4,6:32.0,,Miami full timeout,80,76
434,4,6:32.0,,L. Deng enters the game for J. Winslow,80,76
435,4,6:07.0,,L. Deng misses 2-pt jump shot from 12 ft,80,76
436,4,6:06.0,,Offensive rebound by H. Whiteside,80,76
437,4,6:04.0,,H. Whiteside makes 2-pt jump shot from 1 ft,80,78
438,4,5:39.0,A. Payne makes 2-pt dunk at rim (assist by S. Muhammad),,82,78
439,4,5:20.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),82,80
440,4,5:03.0,K. Towns misses 2-pt jump shot from 21 ft,,82,80
441,4,5:02.0,,Defensive rebound by C. Bosh,82,80
442,4,4:51.0,,C. Bosh makes 2-pt layup from 2 ft,82,82
443,4,4:51.0,Minnesota full timeout,,82,82
444,4,4:51.0,R. Rubio enters the game for S. Muhammad,,82,82
445,4,4:51.0,K. Garnett enters the game for A. Payne,,82,82
446,4,4:38.0,A. Wiggins makes 2-pt jump shot from 7 ft,,84,82
447,4,4:32.0,,Personal take foul by R. Rubio (drawn by H. Whiteside),84,82
448,4,4:32.0,,H. Whiteside makes free throw 1 of 2,84,83
449,4,4:32.0,,H. Whiteside misses free throw 2 of 2,84,83
450,4,4:31.0,Defensive rebound by K. Garnett,,84,83
451,4,4:18.0,Z. LaVine misses 3-pt jump shot from 27 ft,,84,83
452,4,4:17.0,,Defensive rebound by C. Bosh,84,83
453,4,4:07.0,,C. Bosh misses 3-pt jump shot from 24 ft,84,83
454,4,4:06.0,Defensive rebound by R. Rubio,,84,83
455,4,4:06.0,Personal foul by G. Dragić (drawn by R. Rubio),,84,83
456,4,3:56.0,A. Wiggins misses 2-pt layup from 2 ft (block by C. Bosh),,84,83
457,4,3:55.0,Offensive rebound by Team,,84,83
458,4,3:53.0,Shooting foul by C. Bosh (drawn by A. Wiggins),,84,83
459,4,3:53.0,A. Wiggins makes free throw 1 of 2,,85,83
460,4,3:53.0,A. Wiggins makes free throw 2 of 2,,86,83
461,4,3:51.0,,Personal take foul by A. Wiggins (drawn by H. Whiteside),86,83
462,4,3:51.0,,H. Whiteside misses free throw 1 of 2,86,83
463,4,3:51.0,,Offensive rebound by Team,86,83
464,4,3:51.0,,H. Whiteside misses free throw 2 of 2,86,83
465,4,3:50.0,Defensive rebound by K. Towns,,86,83
466,4,3:31.0,R. Rubio makes 2-pt jump shot from 18 ft (assist by K. Garnett),,88,83
467,4,3:31.0,,Miami full timeout,88,83
468,4,3:31.0,,J. Winslow enters the game for H. Whiteside,88,83
469,4,3:13.0,,D. Wade misses 2-pt jump shot from 10 ft,88,83
470,4,3:12.0,Defensive rebound by K. Garnett,,88,83
471,4,2:53.0,A. Wiggins makes 2-pt jump shot from 22 ft,,90,83
472,4,2:40.0,,L. Deng misses 3-pt jump shot from 23 ft,90,83
473,4,2:39.0,Defensive rebound by K. Garnett,,90,83
474,4,2:17.0,A. Wiggins misses 2-pt jump shot from 5 ft,,90,83
475,4,2:16.0,Offensive rebound by K. Towns,,90,83
476,4,2:15.0,K. Towns makes 2-pt jump shot at rim,,92,83
477,4,2:04.0,,G. Dragić makes 2-pt layup from 1 ft,92,85
478,4,2:04.0,,Shooting foul by R. Rubio (drawn by G. Dragić),92,85
479,4,2:04.0,,H. Whiteside enters the game for J. Winslow,92,85
480,4,2:04.0,,G. Dragić makes free throw 1 of 1,92,86
481,4,1:44.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,95,86
482,4,1:41.0,,Shooting foul by R. Rubio (drawn by G. Dragić),95,86
483,4,1:41.0,,G. Dragić misses free throw 1 of 2,95,86
484,4,1:41.0,,Offensive rebound by Team,95,86
485,4,1:41.0,,G. Dragić makes free throw 2 of 2,95,87
486,4,1:17.0,Z. LaVine misses 2-pt jump shot from 21 ft,,95,87
487,4,1:16.0,Offensive rebound by K. Garnett,,95,87
488,4,1:07.0,Personal foul by G. Dragić (drawn by R. Rubio),,95,87
489,4,1:07.0,R. Rubio makes free throw 1 of 2,,96,87
490,4,1:07.0,,J. Winslow enters the game for H. Whiteside,96,87
491,4,1:07.0,R. Rubio misses free throw 2 of 2,,96,87
492,4,1:06.0,,Defensive rebound by L. Deng,96,87
493,4,0:59.0,,C. Bosh makes 2-pt dunk at rim,96,89
494,4,0:59.0,Personal foul by J. Winslow (drawn by A. Wiggins),,96,89
495,4,0:59.0,A. Wiggins makes free throw 1 of 2,,97,89
496,4,0:59.0,A. Wiggins makes free throw 2 of 2,,98,89
497,4,0:51.0,,G. Dragić misses 3-pt jump shot from 25 ft,98,89
498,4,0:50.0,Defensive rebound by Z. LaVine,,98,89
499,4,0:50.0,Personal foul by L. Deng (drawn by Z. LaVine),,98,89
500,4,0:50.0,Z. LaVine makes free throw 1 of 2,,99,89
501,4,0:50.0,Z. LaVine makes free throw 2 of 2,,100,89
502,4,0:50.0,,Miami full timeout,100,89
503,4,0:44.0,,Turnover by D. Wade (lost ball; steal by Z. LaVine),100,89
504,4,0:36.0,Personal foul by L. Deng (drawn by Z. LaVine),,100,89
505,4,0:36.0,Z. LaVine makes free throw 1 of 2,,101,89
506,4,0:36.0,K. Martin enters the game for R. Rubio,,101,89
507,4,0:36.0,Z. LaVine makes free throw 2 of 2,,102,89
508,4,0:31.0,,L. Deng makes 2-pt layup from 2 ft,102,91
509,4,0:28.0,Personal foul by G. Dragić (drawn by A. Wiggins),,102,91
510,4,0:28.0,A. Wiggins misses free throw 1 of 2,,102,91
511,4,0:28.0,Offensive rebound by Team,,102,91
512,4,0:28.0,N. Bjelica enters the game for K. Garnett,,102,91
513,4,0:28.0,A. Wiggins makes free throw 2 of 2,,103,91
514,4,0:22.0,,D. Wade misses 3-pt jump shot from 27 ft,103,91
515,4,0:21.0,Defensive rebound by Z. LaVine,,103,91
