,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MIAMI_ACTION,GOLDEN STATE_SCORE,MIAMI_SCORE
55,1,5:59.0,,G. Dragić makes 2-pt layup from 1 ft (assist by L. Deng),9,13
56,1,5:51.0,Personal foul by G. Green,,9,13
57,1,5:51.0,A. Iguodala enters the game for H. Barnes,,9,13
58,1,5:45.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,11,13
59,1,5:28.0,,J. Winslow misses 2-pt layup from 2 ft,11,13
60,1,5:27.0,,Offensive rebound by L. Deng,11,13
61,1,5:24.0,,L. Deng makes 2-pt jump shot from 2 ft,11,15
62,1,5:13.0,S. Curry misses 3-pt jump shot from 23 ft,,11,15
63,1,5:12.0,,Defensive rebound by H. Whiteside,11,15
64,1,5:04.0,,Shooting foul by D. Green (drawn by H. Whiteside),11,15
65,1,5:04.0,,H. Whiteside makes 2-pt jump shot from 3 ft (assist by G. Dragić),11,17
66,1,5:04.0,A. Varejão enters the game for A. Bogut,,11,17
67,1,5:04.0,L. Barbosa enters the game for K. Thompson,,11,17
68,1,5:04.0,,J. Richardson enters the game for J. Winslow,11,17
69,1,5:04.0,H. Barnes enters the game for D. Green,,11,17
70,1,5:04.0,,H. Whiteside makes free throw 1 of 1,11,18
71,1,4:53.0,Shooting foul by G. Green (drawn by A. Varejão),,11,18
72,1,4:53.0,A. Varejão makes free throw 1 of 2,,12,18
73,1,4:53.0,A. Varejão misses free throw 2 of 2,,12,18
74,1,4:52.0,,Defensive rebound by H. Whiteside,12,18
75,1,4:37.0,,L. Deng makes 2-pt jump shot from 5 ft,12,20
76,1,4:13.0,A. Varejão misses 2-pt jump shot from 14 ft,,12,20
77,1,4:12.0,Offensive rebound by H. Barnes,,12,20
78,1,4:05.0,Turnover by H. Barnes (3 sec),,12,20
79,1,3:52.0,,G. Dragić misses 3-pt jump shot from 25 ft,12,20
80,1,3:51.0,Defensive rebound by A. Varejão,,12,20
81,1,3:42.0,L. Barbosa makes 2-pt jump shot from 11 ft (assist by A. Varejão),,14,20
82,1,3:36.0,,Miami full timeout,14,20
83,1,3:26.0,,Offensive foul by H. Whiteside (drawn by A. Varejão),14,20
84,1,3:26.0,,Turnover by H. Whiteside (offensive foul),14,20
85,1,3:09.0,S. Curry makes 2-pt jump shot from 14 ft,,16,20
86,1,2:55.0,,Turnover by J. Richardson (lost ball; steal by H. Barnes),16,20
87,1,2:51.0,H. Barnes misses 2-pt layup from 1 ft (block by L. Deng),,16,20
88,1,2:50.0,Offensive rebound by S. Curry,,16,20
89,1,2:43.0,L. Barbosa misses 2-pt layup from 1 ft,,16,20
90,1,2:42.0,,Defensive rebound by L. Deng,16,20
91,1,2:35.0,,H. Whiteside makes 2-pt dunk at rim (assist by L. Deng),16,22
92,1,2:24.0,A. Varejão misses 2-pt jump shot from 4 ft,,16,22
93,1,2:23.0,,Defensive rebound by H. Whiteside,16,22
94,1,2:08.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),16,24
95,1,1:52.0,A. Iguodala misses 2-pt jump shot from 14 ft,,16,24
96,1,1:51.0,,Defensive rebound by L. Deng,16,24
97,1,1:36.0,,H. Whiteside makes 2-pt jump shot from 18 ft (assist by G. Dragić),16,26
98,1,1:24.0,S. Curry misses 2-pt jump shot from 21 ft,,16,26
99,1,1:23.0,,Defensive rebound by H. Whiteside,16,26
100,1,1:11.0,,L. Deng misses 2-pt jump shot from 20 ft,16,26
101,1,1:09.0,,Offensive rebound by H. Whiteside,16,26
102,1,1:07.0,,H. Whiteside makes 2-pt hook shot from 12 ft,16,28
103,1,1:07.0,Golden State full timeout,,16,28
104,1,1:07.0,,D. Wade enters the game for L. Deng,16,28
105,1,1:07.0,,J. Winslow enters the game for G. Dragić,16,28
106,1,0:48.0,Turnover by S. Curry (bad pass; steal by J. Winslow),,16,28
107,1,0:45.0,,Personal foul by A. Iguodala,16,28
108,1,0:34.0,,Turnover by D. Wade (lost ball; steal by L. Barbosa),16,28
109,1,0:34.0,Personal foul by D. Wade,,16,28
110,1,0:23.0,S. Curry makes 2-pt jump shot from 21 ft (assist by A. Iguodala),,18,28
111,1,0:06.0,,J. Winslow makes 2-pt dunk at rim (assist by D. Wade),18,30
112,1,0:01.0,S. Curry makes 3-pt jump shot from 40 ft,,21,30
113,2,11:44.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Green),,23,30
114,2,11:33.0,,Turnover by D. Wade (illegal screen),23,30
115,2,11:24.0,A. Bogut makes 2-pt dunk at rim (assist by A. Iguodala),,25,30
116,2,10:57.0,,H. Whiteside misses 2-pt jump shot from 18 ft,25,30
117,2,10:56.0,,Offensive rebound by J. Richardson,25,30
118,2,10:43.0,,Shooting foul by S. Livingston (drawn by H. Whiteside),25,30
119,2,10:43.0,,H. Whiteside makes free throw 1 of 2,25,31
120,2,10:43.0,,H. Whiteside makes free throw 2 of 2,25,32
121,2,10:29.0,K. Thompson misses 2-pt jump shot from 16 ft,,25,32
122,2,10:28.0,Offensive rebound by A. Bogut,,25,32
123,2,10:16.0,D. Green misses 3-pt jump shot from 25 ft,,25,32
124,2,10:15.0,,Defensive rebound by J. Winslow,25,32
125,2,10:04.0,,D. Wade misses 2-pt jump shot from 16 ft,25,32
126,2,10:03.0,Defensive rebound by D. Green,,25,32
127,2,9:49.0,,Violation by H. Whiteside (def goaltending),25,32
128,2,9:49.0,D. Green makes 2-pt hook shot from 2 ft,,27,32
129,2,9:27.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by J. Winslow),27,35
130,2,9:13.0,K. Thompson misses 3-pt jump shot from 24 ft,,27,35
131,2,9:12.0,,Defensive rebound by J. Winslow,27,35
132,2,9:05.0,,Turnover by G. Green (bad pass; steal by K. Thompson),27,35
133,2,8:50.0,S. Livingston misses 2-pt jump shot from 16 ft,,27,35
134,2,8:49.0,,Defensive rebound by H. Whiteside,27,35
135,2,8:40.0,,D. Wade misses 2-pt layup from 2 ft,27,35
136,2,8:39.0,,Offensive rebound by J. Winslow,27,35
137,2,8:37.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. Winslow),27,37
138,2,8:23.0,S. Livingston misses 2-pt jump shot from 16 ft,,27,37
139,2,8:22.0,,Defensive rebound by J. Winslow,27,37
140,2,8:17.0,,Turnover by J. Winslow (bad pass; steal by K. Thompson),27,37
141,2,8:15.0,,Technical foul by Team,27,37
142,2,8:15.0,K. Thompson makes technical free throw,,28,37
143,2,8:03.0,A. Iguodala makes 2-pt jump shot from 20 ft,,30,37
144,2,7:39.0,,Shooting foul by A. Bogut (drawn by H. Whiteside),30,37
145,2,7:39.0,Official timeout,,30,37
146,2,7:39.0,,J. McRoberts enters the game for J. Winslow,30,37
147,2,7:39.0,Violation by Team (delay of game),,30,37
148,2,7:39.0,,H. Whiteside makes free throw 1 of 2,30,38
149,2,7:39.0,,H. Whiteside makes free throw 2 of 2,30,39
150,2,7:23.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by S. Livingston),,32,39
151,2,7:05.0,,D. Wade makes 2-pt layup from 1 ft,32,41
152,2,6:53.0,K. Thompson misses 2-pt jump shot from 16 ft,,32,41
153,2,6:52.0,,Defensive rebound by J. McRoberts,32,41
154,2,6:41.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by D. Wade),32,44
155,2,6:20.0,S. Livingston misses 2-pt jump shot from 4 ft (block by J. Richardson),,32,44
156,2,6:17.0,,Defensive rebound by H. Whiteside,32,44
157,2,5:59.0,,J. McRoberts misses 3-pt jump shot from 25 ft,32,44
158,2,5:58.0,Defensive rebound by A. Bogut,,32,44
159,2,5:48.0,A. Iguodala makes 3-pt jump shot from 22 ft (assist by S. Livingston),,35,44
160,2,5:48.0,,Miami full timeout,35,44
161,2,5:48.0,S. Curry enters the game for A. Iguodala,,35,44
162,2,5:48.0,,L. Deng enters the game for D. Wade,35,44
163,2,5:48.0,,G. Dragić enters the game for G. Green,35,44
164,2,5:33.0,,Shooting foul by S. Livingston (drawn by L. Deng),35,44
165,2,5:33.0,,L. Deng makes free throw 1 of 2,35,45
166,2,5:33.0,,L. Deng misses free throw 2 of 2,35,45
167,2,5:32.0,,Offensive rebound by L. Deng,35,45
168,2,5:25.0,,Personal foul by A. Bogut,35,45
169,2,5:09.0,,J. McRoberts misses 2-pt jump shot from 16 ft,35,45
170,2,5:08.0,Defensive rebound by D. Green,,35,45
171,2,4:52.0,S. Curry misses 3-pt jump shot from 25 ft,,35,45
172,2,4:51.0,,Defensive rebound by L. Deng,35,45
173,2,4:40.0,,J. Richardson misses 2-pt jump shot from 17 ft,35,45
174,2,4:39.0,Defensive rebound by D. Green,,35,45
175,2,4:33.0,K. Thompson makes 2-pt layup from 1 ft,,37,45
176,2,4:18.0,,J. McRoberts misses 2-pt layup from 1 ft,37,45
177,2,4:17.0,Defensive rebound by A. Bogut,,37,45
178,2,4:12.0,S. Livingston makes 2-pt dunk at rim (assist by S. Curry),,39,45
179,2,3:52.0,,G. Dragić makes 2-pt layup from 1 ft,39,47
180,2,3:29.0,Turnover by S. Livingston (offensive foul),,39,47
181,2,3:29.0,Offensive foul by S. Livingston (drawn by J. Richardson),,39,47
182,2,3:29.0,B. Rush enters the game for A. Bogut,,39,47
183,2,3:29.0,H. Barnes enters the game for S. Livingston,,39,47
184,2,3:29.0,,J. Winslow enters the game for H. Whiteside,39,47
185,2,3:20.0,,G. Dragić misses 2-pt layup at rim,39,47
186,2,3:19.0,,Offensive rebound by J. Winslow,39,47
187,2,3:18.0,,J. Winslow makes 2-pt layup from 1 ft,39,49
188,2,3:06.0,D. Green misses 2-pt layup from 1 ft (block by J. Winslow),,39,49
189,2,3:05.0,,Defensive rebound by J. Richardson,39,49
190,2,3:00.0,,Shooting foul by H. Barnes (drawn by J. Richardson),39,49
191,2,3:00.0,,J. Richardson makes free throw 1 of 2,39,50
192,2,3:00.0,,J. Richardson makes free throw 2 of 2,39,51
193,2,2:45.0,Shooting foul by J. Winslow (drawn by B. Rush),,39,51
194,2,2:45.0,Golden State full timeout,,39,51
195,2,2:45.0,,D. Wade enters the game for J. Richardson,39,51
196,2,2:45.0,B. Rush makes free throw 1 of 2,,40,51
197,2,2:45.0,B. Rush makes free throw 2 of 2,,41,51
198,2,2:21.0,,D. Wade misses 2-pt jump shot from 8 ft,41,51
199,2,2:20.0,Defensive rebound by D. Green,,41,51
200,2,2:13.0,B. Rush misses 3-pt jump shot from 25 ft,,41,51
201,2,2:12.0,Offensive rebound by H. Barnes,,41,51
202,2,2:08.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by H. Barnes),,44,51
203,2,1:47.0,,L. Deng misses 2-pt hook shot from 8 ft,44,51
204,2,1:46.0,Defensive rebound by B. Rush,,44,51
205,2,1:35.0,K. Thompson misses 2-pt jump shot from 10 ft,,44,51
206,2,1:34.0,,Defensive rebound by J. McRoberts,44,51
207,2,1:15.0,,D. Wade makes 2-pt jump shot from 17 ft,44,53
208,2,1:09.0,Personal foul by G. Dragić,,44,53
209,2,1:04.0,S. Curry makes 2-pt layup from 1 ft,,46,53
210,2,0:50.0,,J. McRoberts misses 2-pt jump shot from 3 ft,46,53
211,2,0:49.0,Defensive rebound by S. Curry,,46,53
212,2,0:41.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by B. Rush),,49,53
213,2,0:38.0,,Miami full timeout,49,53
214,2,0:38.0,A. Varejão enters the game for D. Green,,49,53
215,2,0:38.0,,H. Whiteside enters the game for J. McRoberts,49,53
216,2,0:21.0,,D. Wade makes 2-pt jump shot from 14 ft,49,55
217,2,0:07.0,Shooting foul by G. Dragić (drawn by S. Curry),,49,55
218,2,0:07.0,S. Curry makes free throw 1 of 2,,50,55
219,2,0:07.0,S. Curry makes free throw 2 of 2,,51,55
220,3,11:53.0,Personal foul by G. Dragić,,51,55
221,3,11:39.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,53,55
222,3,11:39.0,Shooting foul by D. Wade (drawn by D. Green),,53,55
223,3,11:39.0,D. Green makes free throw 1 of 1,,54,55
224,3,11:20.0,,L. Deng misses 3-pt jump shot from 23 ft,54,55
225,3,11:19.0,Defensive rebound by K. Thompson,,54,55
226,3,11:08.0,S. Curry makes 3-pt jump shot from 25 ft,,57,55
227,3,10:41.0,,D. Wade misses 2-pt jump shot from 14 ft,57,55
228,3,10:40.0,,Offensive rebound by Team,57,55
229,3,10:40.0,Loose ball foul by H. Barnes,,57,55
230,3,10:30.0,,G. Dragić misses 2-pt jump shot from 15 ft,57,55
231,3,10:29.0,Defensive rebound by D. Green,,57,55
232,3,10:18.0,K. Thompson makes 2-pt layup from 2 ft,,59,55
233,3,10:08.0,,Personal foul by A. Bogut,59,55
234,3,10:00.0,,G. Dragić makes 2-pt layup from 1 ft (assist by L. Deng),59,57
235,3,9:49.0,A. Bogut misses 2-pt hook shot from 6 ft,,59,57
236,3,9:48.0,Offensive rebound by Team,,59,57
237,3,9:37.0,Turnover by D. Green (bad pass; steal by H. Whiteside),,59,57
238,3,9:24.0,,D. Wade misses 2-pt jump shot from 16 ft (block by S. Curry),59,57
239,3,9:23.0,Defensive rebound by S. Curry,,59,57
240,3,9:17.0,D. Green misses 2-pt jump shot from 3 ft (block by D. Wade),,59,57
241,3,9:16.0,,Defensive rebound by J. Winslow,59,57
242,3,9:11.0,,G. Dragić misses 2-pt jump shot from 20 ft,59,57
243,3,9:10.0,Defensive rebound by K. Thompson,,59,57
244,3,9:07.0,Turnover by K. Thompson (bad pass; steal by D. Wade),,59,57
245,3,9:02.0,,D. Wade makes 2-pt jump shot from 4 ft,59,59
246,3,8:47.0,K. Thompson misses 2-pt jump shot from 16 ft,,59,59
247,3,8:46.0,,Defensive rebound by G. Dragić,59,59
248,3,8:40.0,,G. Dragić misses 2-pt layup from 1 ft,59,59
249,3,8:39.0,Defensive rebound by K. Thompson,,59,59
250,3,8:33.0,K. Thompson misses 2-pt jump shot from 20 ft,,59,59
251,3,8:32.0,Offensive rebound by S. Curry,,59,59
252,3,8:27.0,S. Curry makes 2-pt jump shot from 7 ft,,61,59
253,3,8:08.0,,L. Deng misses 2-pt jump shot from 18 ft,61,59
254,3,8:07.0,Defensive rebound by H. Barnes,,61,59
255,3,7:56.0,S. Curry makes 2-pt jump shot from 16 ft (assist by A. Bogut),,63,59
256,3,7:49.0,,Miami full timeout,63,59
257,3,7:30.0,,Shooting foul by K. Thompson (drawn by D. Wade),63,59
258,3,7:30.0,,D. Wade makes free throw 1 of 3,63,60
259,3,7:30.0,,D. Wade makes free throw 2 of 3,63,61
260,3,7:30.0,,D. Wade makes free throw 3 of 3,63,62
261,3,7:16.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. Green),,65,62
262,3,6:55.0,,D. Wade misses 2-pt jump shot from 18 ft,65,62
263,3,6:54.0,Defensive rebound by A. Bogut,,65,62
264,3,6:47.0,S. Curry misses 2-pt layup from 2 ft,,65,62
265,3,6:46.0,,Defensive rebound by H. Whiteside,65,62
266,3,6:46.0,,Personal foul by H. Barnes,65,62
267,3,6:46.0,A. Iguodala enters the game for H. Barnes,,65,62
268,3,6:28.0,,H. Whiteside misses 2-pt jump shot from 17 ft,65,62
269,3,6:27.0,,Offensive rebound by L. Deng,65,62
270,3,6:26.0,,L. Deng misses 2-pt jump shot from 4 ft,65,62
271,3,6:25.0,,Offensive rebound by Team,65,62
272,3,6:10.0,,Turnover by J. Winslow (step out of bounds),65,62
273,3,5:52.0,K. Thompson misses 2-pt jump shot from 15 ft,,65,62
274,3,5:51.0,,Defensive rebound by H. Whiteside,65,62
275,3,5:41.0,,L. Deng makes 2-pt layup from 1 ft,65,64
276,3,5:25.0,Turnover by S. Curry (bad pass; steal by J. Winslow),,65,64
277,3,5:21.0,,L. Deng misses 2-pt layup from 2 ft (block by S. Curry),65,64
278,3,5:20.0,,Offensive rebound by J. Winslow,65,64
279,3,5:19.0,,J. Winslow makes 2-pt jump shot from 5 ft,65,66
280,3,5:14.0,Golden State full timeout,,65,66
281,3,5:14.0,,J. Richardson enters the game for L. Deng,65,66
282,3,5:14.0,,G. Green enters the game for G. Dragić,65,66
283,3,5:08.0,Shooting foul by H. Whiteside (drawn by D. Green),,65,66
284,3,5:08.0,D. Green misses free throw 1 of 2,,65,66
285,3,5:08.0,Offensive rebound by Team,,65,66
286,3,5:08.0,L. Barbosa enters the game for K. Thompson,,65,66
287,3,5:08.0,D. Green makes free throw 2 of 2,,66,66
288,3,4:53.0,,D. Wade misses 2-pt jump shot from 13 ft,66,66
289,3,4:52.0,Defensive rebound by L. Barbosa,,66,66
290,3,4:46.0,S. Curry misses 2-pt jump shot from 21 ft,,66,66
291,3,4:45.0,,Defensive rebound by G. Green,66,66
292,3,4:36.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by D. Wade),66,69
293,3,4:23.0,Personal foul by D. Wade,,66,69
294,3,4:23.0,A. Varejão enters the game for A. Bogut,,66,69
295,3,4:15.0,S. Curry makes 2-pt jump shot from 13 ft,,68,69
296,3,3:59.0,,D. Wade makes 2-pt jump shot from 18 ft,68,71
297,3,3:50.0,S. Curry misses 2-pt jump shot from 16 ft,,68,71
298,3,3:49.0,,Defensive rebound by J. Winslow,68,71
299,3,3:38.0,,J. Winslow misses 2-pt jump shot from 16 ft,68,71
300,3,3:37.0,Defensive rebound by A. Varejão,,68,71
301,3,3:29.0,L. Barbosa misses 2-pt layup from 2 ft (block by J. Winslow),,68,71
302,3,3:28.0,Offensive rebound by D. Green,,68,71
303,3,3:26.0,D. Green makes 2-pt jump shot from 2 ft,,70,71
304,3,3:10.0,,J. Richardson makes 2-pt jump shot from 4 ft,70,73
305,3,2:58.0,S. Curry misses 3-pt jump shot from 24 ft,,70,73
306,3,2:57.0,,Defensive rebound by H. Whiteside,70,73
307,3,2:50.0,,G. Dragić enters the game for D. Wade,70,73
308,3,2:50.0,,L. Deng enters the game for J. Winslow,70,73
309,3,2:50.0,,J. McRoberts enters the game for H. Whiteside,70,73
310,3,2:45.0,,J. McRoberts misses 2-pt jump shot from 19 ft,70,73
311,3,2:44.0,Defensive rebound by S. Curry,,70,73
312,3,2:39.0,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Curry),,72,73
313,3,2:28.0,,Personal foul by A. Varejão,72,73
314,3,2:28.0,,L. Deng misses free throw 1 of 2,72,73
315,3,2:28.0,,Offensive rebound by Team,72,73
316,3,2:28.0,H. Barnes enters the game for D. Green,,72,73
317,3,2:28.0,,L. Deng makes free throw 2 of 2,72,74
318,3,2:08.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by S. Curry),,75,74
319,3,1:59.0,,Personal foul by L. Barbosa,75,74
320,3,1:59.0,,L. Deng makes free throw 1 of 2,75,75
321,3,1:59.0,,L. Deng makes free throw 2 of 2,75,76
322,3,1:52.0,S. Curry misses 2-pt layup from 2 ft (block by J. McRoberts),,75,76
323,3,1:51.0,Offensive rebound by Team,,75,76
324,3,1:44.0,,Violation by J. Richardson (kicked ball),75,76
325,3,1:38.0,Shooting foul by J. Richardson (drawn by S. Curry),,75,76
326,3,1:38.0,S. Curry makes free throw 1 of 2,,76,76
327,3,1:38.0,S. Curry makes free throw 2 of 2,,77,76
328,3,1:25.0,,J. McRoberts makes 2-pt layup from 2 ft (assist by G. Dragić),77,78
329,3,1:25.0,,Shooting foul by A. Varejão (drawn by J. McRoberts),77,78
330,3,1:25.0,,J. McRoberts misses free throw 1 of 1,77,78
331,3,1:24.0,Defensive rebound by A. Varejão,,77,78
332,3,1:12.0,S. Curry makes 3-pt jump shot from 24 ft,,80,78
333,3,0:58.0,,J. McRoberts misses 2-pt layup from 1 ft,80,78
334,3,0:57.0,Defensive rebound by H. Barnes,,80,78
335,3,0:57.0,Personal foul by J. McRoberts,,80,78
336,3,0:57.0,H. Barnes misses free throw 1 of 2,,80,78
337,3,0:57.0,Offensive rebound by Team,,80,78
338,3,0:57.0,H. Barnes misses free throw 2 of 2,,80,78
339,3,0:56.0,,Defensive rebound by L. Deng,80,78
340,3,0:47.0,,Personal foul by A. Varejão,80,78
341,3,0:47.0,,J. McRoberts makes free throw 1 of 2,80,79
342,3,0:47.0,,J. McRoberts makes free throw 2 of 2,80,80
343,3,0:34.0,S. Curry misses 3-pt jump shot from 24 ft,,80,80
344,3,0:33.0,,Defensive rebound by Team,80,80
345,3,0:23.0,,J. McRoberts makes 3-pt jump shot from 24 ft (assist by G. Dragić),80,83
346,3,0:08.0,S. Curry misses 2-pt layup from 2 ft,,80,83
347,3,0:07.0,Offensive rebound by Team,,80,83
348,3,0:07.0,Turnover by S. Curry (traveling),,80,83
349,3,0:01.0,,G. Dragić misses 3-pt jump shot from 24 ft,80,83
350,3,0:00.0,,Offensive rebound by Team,80,83
351,4,11:39.0,,Personal foul by L. Barbosa,80,83
352,4,11:22.0,,L. Deng misses 2-pt jump shot from 13 ft,80,83
353,4,11:21.0,Defensive rebound by S. Livingston,,80,83
354,4,11:11.0,L. Barbosa makes 2-pt layup from 1 ft,,82,83
355,4,10:47.0,,G. Dragić makes 3-pt jump shot from 24 ft,82,86
356,4,10:25.0,H. Barnes makes 2-pt layup from 2 ft,,84,86
357,4,10:25.0,Shooting foul by J. Richardson (drawn by H. Barnes),,84,86
358,4,10:25.0,H. Barnes makes free throw 1 of 1,,85,86
359,4,10:05.0,,G. Dragić misses 3-pt jump shot from 24 ft,85,86
360,4,10:04.0,Defensive rebound by B. Rush,,85,86
361,4,9:50.0,S. Livingston makes 2-pt jump shot from 16 ft,,87,86
362,4,9:26.0,,L. Deng makes 2-pt layup from 2 ft (assist by G. Dragić),87,88
363,4,9:15.0,Personal foul by G. Dragić,,87,88
364,4,9:09.0,L. Barbosa makes 2-pt jump shot from 18 ft (assist by S. Livingston),,89,88
365,4,8:47.0,,Shooting foul by A. Iguodala (drawn by G. Dragić),89,88
366,4,8:47.0,Official timeout,,89,88
367,4,8:47.0,,Violation by Team (delay of game),89,88
368,4,8:47.0,,G. Dragić makes free throw 1 of 2,89,89
369,4,8:47.0,,G. Dragić makes free throw 2 of 2,89,90
370,4,8:25.0,S. Livingston misses 2-pt jump shot from 12 ft,,89,90
371,4,8:24.0,,Defensive rebound by L. Deng,89,90
372,4,8:12.0,,G. Dragić misses 2-pt layup at rim,89,90
373,4,8:11.0,Defensive rebound by B. Rush,,89,90
374,4,8:07.0,Personal block foul by J. Richardson,,89,90
375,4,8:06.0,K. Thompson enters the game for H. Barnes,,89,90
376,4,8:06.0,D. Green enters the game for L. Barbosa,,89,90
377,4,7:58.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Iguodala),,91,90
378,4,7:41.0,,D. Wade enters the game for G. Dragić,91,90
379,4,7:41.0,,H. Whiteside enters the game for J. McRoberts,91,90
380,4,7:41.0,,J. Winslow enters the game for L. Deng,91,90
381,4,7:41.0,A. Bogut enters the game for B. Rush,,91,90
382,4,7:35.0,,H. Whiteside makes 2-pt jump shot from 9 ft (assist by D. Wade),91,92
383,4,7:11.0,S. Livingston misses 2-pt layup from 2 ft (block by H. Whiteside),,91,92
384,4,7:10.0,,Defensive rebound by H. Whiteside,91,92
385,4,6:56.0,,J. Richardson makes 2-pt jump shot from 9 ft,91,94
386,4,6:39.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Bogut),,94,94
387,4,6:11.0,,H. Whiteside makes 2-pt jump shot from 15 ft (assist by D. Wade),94,96
388,4,5:56.0,K. Thompson misses 2-pt jump shot from 18 ft,,94,96
389,4,5:55.0,,Defensive rebound by D. Wade,94,96
390,4,5:47.0,,Shooting foul by A. Bogut (drawn by D. Wade),94,96
391,4,5:47.0,,Miami full timeout,94,96
392,4,5:47.0,S. Curry enters the game for A. Iguodala,,94,96
393,4,5:47.0,,D. Wade makes free throw 1 of 2,94,97
