,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MIAMI_ACTION,OKLAHOMA CITY_SCORE,MIAMI_SCORE
27,1,8:13.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by G. Green),6,10
28,1,7:52.0,K. Durant makes 2-pt jump shot from 12 ft,,8,10
29,1,7:40.0,,Personal foul by S. Adams (drawn by H. Whiteside),8,10
30,1,7:30.0,,Shooting foul by K. Durant (drawn by D. Wade),8,10
31,1,7:30.0,,D. Wade misses free throw 1 of 2,8,10
32,1,7:30.0,,Offensive rebound by Team,8,10
33,1,7:30.0,D. Waiters enters the game for K. Durant,,8,10
34,1,7:30.0,,D. Wade makes free throw 2 of 2,8,11
35,1,7:16.0,R. Westbrook misses 2-pt jump shot from 14 ft,,8,11
36,1,7:15.0,,Defensive rebound by D. Wade,8,11
37,1,7:09.0,,G. Dragić misses 2-pt jump shot from 6 ft,8,11
38,1,7:08.0,Defensive rebound by A. Roberson,,8,11
39,1,7:04.0,Turnover by R. Westbrook (lost ball),,8,11
40,1,6:59.0,,G. Green misses 2-pt layup from 2 ft,8,11
41,1,6:58.0,Defensive rebound by S. Ibaka,,8,11
42,1,6:54.0,Shooting foul by G. Dragić (drawn by R. Westbrook),,8,11
43,1,6:54.0,R. Westbrook makes free throw 1 of 2,,9,11
44,1,6:54.0,,T. Johnson enters the game for G. Dragić,9,11
45,1,6:54.0,R. Westbrook makes free throw 2 of 2,,10,11
46,1,6:41.0,,G. Green makes 2-pt jump shot from 14 ft (assist by C. Bosh),10,13
47,1,6:25.0,R. Westbrook misses 2-pt layup from 1 ft (block by H. Whiteside),,10,13
48,1,6:24.0,Offensive rebound by S. Adams,,10,13
49,1,6:24.0,Shooting foul by T. Johnson (drawn by S. Adams),,10,13
50,1,6:24.0,S. Adams makes free throw 1 of 2,,11,13
51,1,6:24.0,,J. Winslow enters the game for C. Bosh,11,13
52,1,6:24.0,S. Adams makes free throw 2 of 2,,12,13
53,1,6:11.0,,G. Green misses 2-pt jump shot from 18 ft,12,13
54,1,6:10.0,Defensive rebound by S. Ibaka,,12,13
55,1,5:48.0,R. Westbrook makes 2-pt jump shot from 12 ft,,14,13
56,1,5:31.0,,D. Wade makes 2-pt layup from 3 ft,14,15
57,1,5:09.0,Shooting foul by G. Green (drawn by S. Adams),,14,15
58,1,5:09.0,,Miami full timeout,14,15
59,1,5:09.0,S. Adams makes free throw 1 of 2,,15,15
60,1,5:09.0,S. Adams misses free throw 2 of 2,,15,15
61,1,5:08.0,,Defensive rebound by D. Wade,15,15
62,1,4:50.0,,D. Wade misses 2-pt jump shot from 18 ft,15,15
63,1,4:49.0,Defensive rebound by S. Adams,,15,15
64,1,4:32.0,,Violation by H. Whiteside (def goaltending),15,15
65,1,4:32.0,S. Ibaka makes 2-pt hook shot from 8 ft (assist by R. Westbrook),,17,15
66,1,4:20.0,,T. Johnson makes 2-pt layup from 1 ft (assist by D. Wade),17,17
67,1,4:03.0,D. Waiters misses 2-pt jump shot from 19 ft,,17,17
68,1,4:02.0,,Defensive rebound by G. Green,17,17
69,1,3:47.0,,H. Whiteside makes 2-pt jump shot from 17 ft (assist by G. Green),17,19
70,1,3:35.0,Shooting foul by T. Johnson (drawn by R. Westbrook),,17,19
71,1,3:35.0,R. Westbrook makes free throw 1 of 2,,18,19
72,1,3:35.0,,J. Richardson enters the game for D. Wade,18,19
73,1,3:35.0,R. Westbrook makes free throw 2 of 2,,19,19
74,1,3:20.0,A. Morrow enters the game for A. Roberson,,19,19
75,1,3:10.0,,G. Green misses 2-pt jump shot from 20 ft,19,19
76,1,3:09.0,Defensive rebound by S. Ibaka,,19,19
77,1,3:01.0,Def 3 sec tech foul by G. Green,,19,19
78,1,3:01.0,R. Westbrook makes technical free throw,,20,19
79,1,3:01.0,E. Freedom enters the game for S. Adams,,20,19
80,1,3:01.0,,J. McRoberts enters the game for G. Green,20,19
81,1,2:52.0,,Violation by H. Whiteside (def goaltending),20,19
82,1,2:52.0,E. Freedom makes 2-pt jump shot from 7 ft (assist by R. Westbrook),,22,19
83,1,2:41.0,,Turnover by J. McRoberts (bad pass; steal by R. Westbrook),22,19
84,1,2:37.0,R. Westbrook makes 2-pt dunk at rim,,24,19
85,1,2:25.0,,Shooting foul by A. Morrow (drawn by J. Winslow),24,19
86,1,2:25.0,Oklahoma City full timeout,,24,19
87,1,2:25.0,N. Collison enters the game for S. Ibaka,,24,19
88,1,2:25.0,,C. Bosh enters the game for H. Whiteside,24,19
89,1,2:25.0,,J. Winslow misses free throw 1 of 2,24,19
90,1,2:25.0,,Offensive rebound by Team,24,19
91,1,2:25.0,,J. Winslow misses free throw 2 of 2,24,19
92,1,2:24.0,Defensive rebound by R. Westbrook,,24,19
93,1,2:13.0,Turnover by R. Westbrook (bad pass; steal by C. Bosh),,24,19
94,1,2:04.0,,T. Johnson misses 2-pt dunk at rim,24,19
95,1,2:03.0,,Offensive rebound by J. McRoberts,24,19
96,1,1:50.0,,Shooting foul by E. Freedom (drawn by T. Johnson),24,19
97,1,1:50.0,,T. Johnson misses free throw 1 of 2,24,19
98,1,1:50.0,,Offensive rebound by Team,24,19
99,1,1:50.0,,T. Johnson makes free throw 2 of 2,24,20
100,1,1:35.0,E. Freedom misses 2-pt jump shot from 5 ft (block by J. McRoberts),,24,20
101,1,1:34.0,Offensive rebound by Team,,24,20
102,1,1:26.0,R. Westbrook makes 2-pt jump shot from 19 ft,,26,20
103,1,1:07.0,,Personal foul by N. Collison (drawn by J. Richardson),26,20
104,1,1:07.0,,J. Richardson misses free throw 1 of 2,26,20
105,1,1:07.0,,Offensive rebound by Team,26,20
106,1,1:07.0,,J. Richardson makes free throw 2 of 2,26,21
107,1,0:52.0,A. Morrow misses 2-pt jump shot from 14 ft,,26,21
108,1,0:51.0,,Defensive rebound by C. Bosh,26,21
109,1,0:42.0,,C. Bosh makes 2-pt layup from 2 ft (assist by T. Johnson),26,23
110,1,0:28.0,N. Collison misses 2-pt hook shot from 6 ft,,26,23
111,1,0:27.0,Offensive rebound by Team,,26,23
112,1,0:27.0,,Loose ball foul by C. Bosh (drawn by E. Freedom),26,23
113,1,0:27.0,E. Freedom makes free throw 1 of 2,,27,23
114,1,0:27.0,E. Freedom makes free throw 2 of 2,,28,23
115,1,0:08.0,,Turnover by J. Winslow (step out of bounds),28,23
116,1,0:02.0,Turnover by R. Westbrook (lost ball; steal by J. Winslow),,28,23
117,1,0:01.0,,J. Winslow misses 3-pt jump shot from 60 ft,28,23
118,1,0:00.0,,Offensive rebound by Team,28,23
119,2,11:47.0,Turnover by K. Durant (bad pass; steal by T. Johnson),,28,23
120,2,11:43.0,,T. Johnson makes 2-pt layup from 1 ft,28,25
121,2,11:20.0,A. Morrow misses 3-pt jump shot from 24 ft,,28,25
122,2,11:19.0,Offensive rebound by Team,,28,25
123,2,11:19.0,,Loose ball foul by T. Johnson (drawn by E. Freedom),28,25
124,2,11:19.0,,G. Dragić enters the game for T. Johnson,28,25
125,2,11:09.0,K. Durant misses 2-pt jump shot from 16 ft,,28,25
126,2,11:08.0,,Defensive rebound by J. McRoberts,28,25
127,2,10:58.0,,J. McRoberts makes 2-pt jump shot from 20 ft (assist by G. Dragić),28,27
128,2,10:37.0,D. Waiters misses 2-pt jump shot from 11 ft,,28,27
129,2,10:36.0,,Defensive rebound by J. Richardson,28,27
130,2,10:21.0,,C. Bosh misses 2-pt jump shot from 20 ft,28,27
131,2,10:20.0,Defensive rebound by K. Durant,,28,27
132,2,10:11.0,D. Waiters makes 2-pt layup from 1 ft (assist by K. Durant),,30,27
133,2,9:57.0,,G. Dragić misses 2-pt layup at rim,30,27
134,2,9:56.0,Defensive rebound by K. Durant,,30,27
135,2,9:53.0,Turnover by K. Durant (lost ball; steal by G. Dragić),,30,27
136,2,9:48.0,,J. McRoberts makes 2-pt layup from 2 ft,30,29
137,2,9:26.0,D. Waiters makes 2-pt jump shot from 20 ft,,32,29
138,2,9:07.0,,C. Bosh makes 2-pt layup from 1 ft (assist by G. Dragić),32,31
139,2,8:49.0,A. Morrow misses 3-pt jump shot from 23 ft,,32,31
140,2,8:48.0,,Defensive rebound by J. Winslow,32,31
141,2,8:39.0,,C. Bosh misses 3-pt jump shot from 24 ft,32,31
142,2,8:38.0,Defensive rebound by K. Durant,,32,31
143,2,8:29.0,D. Waiters misses 3-pt jump shot from 25 ft,,32,31
144,2,8:28.0,,Defensive rebound by C. Bosh,32,31
145,2,8:16.0,,C. Bosh misses 2-pt jump shot from 19 ft,32,31
146,2,8:15.0,Defensive rebound by D. Waiters,,32,31
147,2,8:03.0,K. Durant misses 3-pt jump shot from 24 ft,,32,31
148,2,8:02.0,,Defensive rebound by G. Dragić,32,31
149,2,7:57.0,,G. Dragić makes 2-pt jump shot from 17 ft,32,33
150,2,7:49.0,Oklahoma City full timeout,,32,33
151,2,7:49.0,S. Ibaka enters the game for D. Waiters,,32,33
152,2,7:49.0,S. Adams enters the game for E. Freedom,,32,33
153,2,7:49.0,,D. Wade enters the game for J. Richardson,32,33
154,2,7:49.0,,H. Whiteside enters the game for C. Bosh,32,33
155,2,7:34.0,D. Augustin misses 2-pt jump shot from 14 ft,,32,33
156,2,7:33.0,,Defensive rebound by J. Winslow,32,33
157,2,7:23.0,,J. McRoberts makes 2-pt jump shot from 19 ft (assist by J. Winslow),32,35
158,2,6:56.0,A. Morrow misses 2-pt jump shot from 18 ft,,32,35
159,2,6:55.0,,Defensive rebound by J. McRoberts,32,35
160,2,6:48.0,,H. Whiteside misses 2-pt jump shot from 6 ft,32,35
161,2,6:47.0,Defensive rebound by S. Adams,,32,35
162,2,6:41.0,Shooting foul by J. Winslow (drawn by K. Durant),,32,35
163,2,6:41.0,K. Durant misses free throw 1 of 3,,32,35
164,2,6:41.0,Offensive rebound by Team,,32,35
165,2,6:41.0,K. Durant makes free throw 2 of 3,,33,35
166,2,6:41.0,K. Durant makes free throw 3 of 3,,34,35
167,2,6:25.0,,H. Whiteside misses 2-pt jump shot from 8 ft,34,35
168,2,6:24.0,Defensive rebound by S. Adams,,34,35
169,2,6:15.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Durant),,36,35
170,2,5:57.0,,Shooting foul by S. Ibaka (drawn by J. McRoberts),36,35
171,2,5:57.0,Official timeout,,36,35
172,2,5:57.0,R. Westbrook enters the game for A. Morrow,,36,35
173,2,5:57.0,A. Roberson enters the game for D. Augustin,,36,35
174,2,5:57.0,,J. McRoberts makes free throw 1 of 2,36,36
175,2,5:57.0,,J. McRoberts makes free throw 2 of 2,36,37
176,2,5:42.0,R. Westbrook makes 2-pt dunk at rim (assist by K. Durant),,38,37
177,2,5:19.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),38,39
178,2,5:05.0,K. Durant makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,40,39
179,2,4:48.0,,D. Wade misses 2-pt jump shot from 10 ft,40,39
180,2,4:47.0,Defensive rebound by K. Durant,,40,39
181,2,4:41.0,A. Roberson misses 2-pt layup from 1 ft (block by H. Whiteside),,40,39
182,2,4:40.0,,Defensive rebound by D. Wade,40,39
183,2,4:34.0,,G. Dragić makes 2-pt layup from 1 ft (assist by D. Wade),40,41
184,2,4:27.0,S. Adams makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,42,41
185,2,4:08.0,,D. Wade misses 2-pt jump shot from 6 ft,42,41
186,2,4:08.0,,Offensive rebound by Team,42,41
187,2,4:08.0,Loose ball foul by S. Adams (drawn by H. Whiteside),,42,41
188,2,4:08.0,,C. Bosh enters the game for J. McRoberts,42,41
189,2,4:08.0,E. Freedom enters the game for S. Adams,,42,41
190,2,3:54.0,,C. Bosh makes 2-pt jump shot from 17 ft,42,43
191,2,3:35.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Durant),,45,43
192,2,3:18.0,,Offensive foul by H. Whiteside (drawn by R. Westbrook),45,43
193,2,3:18.0,,Turnover by H. Whiteside (offensive foul),45,43
194,2,3:07.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,47,43
195,2,3:07.0,,Miami full timeout,47,43
196,2,2:48.0,,D. Wade misses 2-pt jump shot from 4 ft,47,43
197,2,2:47.0,Defensive rebound by A. Roberson,,47,43
198,2,2:44.0,Turnover by R. Westbrook (bad pass),,47,43
199,2,2:44.0,Technical foul by K. Durant,,47,43
200,2,2:44.0,,D. Wade makes technical free throw,47,44
201,2,2:34.0,,Personal foul by S. Ibaka (drawn by H. Whiteside),47,44
202,2,2:21.0,,Shooting foul by A. Roberson (drawn by D. Wade),47,44
203,2,2:21.0,,D. Wade misses free throw 1 of 2,47,44
204,2,2:21.0,,Offensive rebound by Team,47,44
205,2,2:21.0,,D. Wade misses free throw 2 of 2,47,44
206,2,2:20.0,Defensive rebound by S. Ibaka,,47,44
207,2,2:03.0,K. Durant makes 2-pt dunk at rim,,49,44
208,2,1:41.0,,D. Wade makes 2-pt layup from 1 ft,49,46
209,2,1:24.0,R. Westbrook misses 2-pt jump shot from 14 ft,,49,46
210,2,1:23.0,,Defensive rebound by C. Bosh,49,46
211,2,1:11.0,,C. Bosh makes 2-pt layup from 2 ft,49,48
212,2,0:53.0,E. Freedom misses 2-pt jump shot from 5 ft,,49,48
213,2,0:52.0,,Defensive rebound by H. Whiteside,49,48
214,2,0:49.0,,D. Wade makes 2-pt layup from 2 ft (assist by G. Dragić),49,50
215,2,0:44.0,Oklahoma City full timeout,,49,50
216,2,0:44.0,,G. Green enters the game for G. Dragić,49,50
217,2,0:37.0,Shooting foul by H. Whiteside (drawn by E. Freedom),,49,50
218,2,0:37.0,E. Freedom makes free throw 1 of 2,,50,50
219,2,0:37.0,N. Collison enters the game for K. Durant,,50,50
220,2,0:37.0,D. Waiters enters the game for S. Ibaka,,50,50
221,2,0:37.0,E. Freedom makes free throw 2 of 2,,51,50
222,2,0:34.0,,Miami full timeout,51,50
223,2,0:34.0,,J. Richardson enters the game for H. Whiteside,51,50
224,2,0:16.0,K. Singler enters the game for N. Collison,,51,50
225,2,0:12.0,,C. Bosh misses 2-pt jump shot from 13 ft,51,50
226,2,0:11.0,,Offensive rebound by J. Richardson,51,50
227,2,0:00.0,,D. Wade misses 2-pt jump shot from 18 ft,51,50
228,2,0:00.0,,Offensive rebound by Team,51,50
229,3,11:36.0,R. Westbrook makes 2-pt jump shot from 12 ft,,53,50
230,3,11:10.0,,D. Wade makes 2-pt jump shot from 8 ft,53,52
231,3,10:55.0,K. Durant misses 3-pt jump shot from 25 ft,,53,52
232,3,10:54.0,,Defensive rebound by H. Whiteside,53,52
233,3,10:44.0,,G. Dragić makes 2-pt jump shot from 16 ft,53,54
234,3,10:31.0,S. Adams makes 2-pt dunk at rim (assist by K. Durant),,55,54
235,3,10:04.0,,G. Green misses 2-pt layup at rim,55,54
236,3,10:03.0,Defensive rebound by S. Ibaka,,55,54
237,3,9:55.0,S. Ibaka misses 2-pt jump shot from 20 ft,,55,54
238,3,9:54.0,,Defensive rebound by H. Whiteside,55,54
239,3,9:47.0,,Shooting foul by A. Roberson (drawn by D. Wade),55,54
240,3,9:47.0,,D. Wade makes free throw 1 of 2,55,55
241,3,9:47.0,,D. Wade makes free throw 2 of 2,55,56
242,3,9:27.0,R. Westbrook misses 2-pt jump shot from 17 ft,,55,56
243,3,9:26.0,,Defensive rebound by H. Whiteside,55,56
244,3,9:22.0,,Personal foul by R. Westbrook (drawn by G. Dragić),55,56
245,3,9:13.0,,G. Dragić misses 2-pt jump shot from 15 ft,55,56
246,3,9:12.0,Defensive rebound by K. Durant,,55,56
247,3,9:04.0,K. Durant misses 2-pt jump shot from 8 ft,,55,56
248,3,9:03.0,Offensive rebound by S. Ibaka,,55,56
249,3,9:02.0,S. Ibaka misses 2-pt layup at rim,,55,56
250,3,9:01.0,,Defensive rebound by G. Green,55,56
251,3,8:48.0,,D. Wade makes 2-pt hook shot from 4 ft,55,58
252,3,8:37.0,R. Westbrook misses 2-pt jump shot from 12 ft,,55,58
253,3,8:36.0,,Defensive rebound by C. Bosh,55,58
254,3,8:26.0,,C. Bosh makes 2-pt layup from 1 ft (assist by G. Dragić),55,60
255,3,8:26.0,Oklahoma City full timeout,,55,60
256,3,8:09.0,S. Ibaka misses 2-pt jump shot from 14 ft,,55,60
257,3,8:08.0,,Defensive rebound by D. Wade,55,60
258,3,8:03.0,,Shooting foul by S. Ibaka (drawn by H. Whiteside),55,60
259,3,8:03.0,,H. Whiteside misses free throw 1 of 2,55,60
260,3,8:03.0,,Offensive rebound by Team,55,60
261,3,8:03.0,,H. Whiteside makes free throw 2 of 2,55,61
262,3,7:45.0,S. Ibaka misses 2-pt jump shot from 18 ft,,55,61
263,3,7:44.0,Offensive rebound by R. Westbrook,,55,61
264,3,7:41.0,Shooting foul by D. Wade (drawn by R. Westbrook),,55,61
265,3,7:41.0,R. Westbrook makes free throw 1 of 2,,56,61
266,3,7:41.0,R. Westbrook makes free throw 2 of 2,,57,61
267,3,7:18.0,,H. Whiteside makes 2-pt hook shot from 9 ft (assist by G. Dragić),57,63
268,3,7:04.0,R. Westbrook misses 2-pt jump shot from 19 ft,,57,63
269,3,7:03.0,Offensive rebound by A. Roberson,,57,63
270,3,7:02.0,A. Roberson makes 2-pt dunk at rim,,59,63
271,3,6:42.0,,D. Wade misses 2-pt jump shot from 17 ft,59,63
272,3,6:41.0,Defensive rebound by K. Durant,,59,63
273,3,6:35.0,K. Durant makes 3-pt jump shot from 24 ft,,62,63
274,3,6:09.0,,G. Dragić misses 2-pt layup from 2 ft,62,63
275,3,6:08.0,Defensive rebound by S. Adams,,62,63
276,3,6:02.0,R. Westbrook makes 2-pt layup from 1 ft,,64,63
277,3,5:42.0,,D. Wade makes 2-pt layup from 2 ft,64,65
278,3,5:32.0,R. Westbrook misses 2-pt jump shot from 10 ft,,64,65
279,3,5:31.0,,Defensive rebound by Team,64,65
280,3,5:31.0,,J. Winslow enters the game for C. Bosh,64,65
281,3,5:16.0,,G. Green misses 3-pt jump shot from 23 ft,64,65
282,3,5:15.0,Defensive rebound by A. Roberson,,64,65
283,3,5:03.0,K. Durant makes 2-pt jump shot from 12 ft,,66,65
284,3,4:38.0,,D. Wade makes 2-pt jump shot from 18 ft,66,67
285,3,4:27.0,Shooting foul by H. Whiteside (drawn by K. Durant),,66,67
286,3,4:27.0,K. Durant makes free throw 1 of 2,,67,67
287,3,4:27.0,E. Freedom enters the game for S. Adams,,67,67
288,3,4:27.0,K. Durant makes free throw 2 of 2,,68,67
289,3,4:09.0,,J. Winslow misses 3-pt jump shot from 23 ft,68,67
290,3,4:08.0,Defensive rebound by R. Westbrook,,68,67
291,3,4:03.0,R. Westbrook makes 2-pt layup from 3 ft,,70,67
292,3,4:03.0,,Miami full timeout,70,67
293,3,3:50.0,,Turnover by G. Green (lost ball; steal by S. Ibaka),70,67
294,3,3:38.0,A. Roberson misses 3-pt jump shot from 24 ft,,70,67
295,3,3:37.0,Offensive rebound by S. Ibaka,,70,67
296,3,3:27.0,S. Ibaka misses 2-pt jump shot from 17 ft,,70,67
297,3,3:26.0,,Defensive rebound by H. Whiteside,70,67
298,3,3:15.0,,G. Green misses 3-pt jump shot from 26 ft,70,67
299,3,3:14.0,Defensive rebound by A. Roberson,,70,67
300,3,3:02.0,E. Freedom makes 2-pt layup from 1 ft,,72,67
301,3,2:42.0,,D. Wade misses 2-pt jump shot from 22 ft,72,67
302,3,2:41.0,,Offensive rebound by G. Dragić,72,67
303,3,2:31.0,,H. Whiteside misses 2-pt jump shot from 15 ft,72,67
304,3,2:30.0,Defensive rebound by K. Durant,,72,67
305,3,2:25.0,K. Durant misses 2-pt jump shot from 20 ft,,72,67
306,3,2:24.0,,Defensive rebound by Team,72,67
307,3,2:24.0,D. Waiters enters the game for A. Roberson,,72,67
308,3,2:24.0,,J. McRoberts enters the game for G. Green,72,67
309,3,2:24.0,,C. Bosh enters the game for H. Whiteside,72,67
310,3,2:24.0,,T. Johnson enters the game for D. Wade,72,67
311,3,2:03.0,,C. Bosh makes 2-pt jump shot from 19 ft (assist by J. McRoberts),72,69
312,3,1:54.0,Personal foul by J. Winslow (drawn by K. Durant),,72,69
313,3,1:54.0,N. Collison enters the game for S. Ibaka,,72,69
314,3,1:54.0,D. Augustin enters the game for R. Westbrook,,72,69
315,3,1:51.0,Turnover by K. Durant (bad pass),,72,69
316,3,1:37.0,,J. McRoberts misses 3-pt jump shot from 24 ft,72,69
317,3,1:36.0,Defensive rebound by E. Freedom,,72,69
318,3,1:32.0,Turnover by K. Durant (lost ball; steal by T. Johnson),,72,69
319,3,1:23.0,,Personal foul by E. Freedom (drawn by J. McRoberts),72,69
320,3,1:14.0,,C. Bosh misses 2-pt jump shot from 13 ft,72,69
321,3,1:13.0,Defensive rebound by E. Freedom,,72,69
322,3,1:02.0,K. Durant makes 2-pt dunk at rim,,74,69
323,3,0:46.0,,C. Bosh makes 3-pt jump shot from 23 ft (assist by J. Winslow),74,72
324,3,0:39.0,K. Durant makes 2-pt layup from 1 ft (assist by D. Augustin),,76,72
325,3,0:20.0,,G. Dragić makes 2-pt jump shot from 19 ft (assist by J. McRoberts),76,74
326,3,0:01.0,K. Durant misses 3-pt jump shot from 26 ft,,76,74
327,3,0:00.0,Offensive rebound by Team,,76,74
328,4,11:39.0,,G. Dragić makes 3-pt jump shot from 24 ft,76,77
329,4,11:21.0,Turnover by D. Augustin (step out of bounds),,76,77
330,4,11:08.0,,G. Dragić misses 2-pt jump shot from 12 ft,76,77
331,4,11:07.0,Defensive rebound by D. Waiters,,76,77
332,4,10:52.0,D. Waiters makes 2-pt jump shot from 13 ft,,78,77
333,4,10:26.0,,C. Bosh misses 2-pt jump shot from 18 ft,78,77
334,4,10:25.0,Defensive rebound by E. Freedom,,78,77
335,4,10:15.0,D. Waiters makes 2-pt jump shot from 4 ft,,80,77
336,4,9:56.0,,J. Winslow makes 2-pt jump shot from 19 ft (assist by J. McRoberts),80,79
337,4,9:39.0,D. Waiters makes 2-pt jump shot from 3 ft,,82,79
338,4,9:18.0,,J. McRoberts makes 2-pt layup from 2 ft (assist by T. Johnson),82,81
339,4,8:57.0,Turnover by N. Collison (lost ball; steal by J. McRoberts),,82,81
340,4,8:47.0,,Turnover by G. Dragić (traveling),82,81
341,4,8:47.0,Official timeout,,82,81
342,4,8:47.0,,G. Green enters the game for J. Winslow,82,81
343,4,8:30.0,D. Augustin misses 2-pt jump shot from 5 ft,,82,81
344,4,8:29.0,,Defensive rebound by Team,82,81
345,4,8:13.0,,J. McRoberts misses 3-pt jump shot from 25 ft,82,81
346,4,8:12.0,Defensive rebound by D. Waiters,,82,81
347,4,8:02.0,N. Collison makes 2-pt jump shot from 5 ft (assist by D. Waiters),,84,81
348,4,7:45.0,,G. Green makes 2-pt layup from 1 ft (assist by J. McRoberts),84,83
349,4,7:18.0,Turnover by Team (shot clock),,84,83
350,4,7:18.0,,D. Wade enters the game for G. Dragić,84,83
351,4,7:08.0,,J. McRoberts makes 2-pt hook shot from 5 ft (assist by T. Johnson),84,85
352,4,6:43.0,D. Waiters makes 3-pt jump shot from 23 ft,,87,85
353,4,6:24.0,,T. Johnson makes 2-pt layup from 1 ft,87,87
354,4,6:24.0,,Shooting foul by E. Freedom (drawn by T. Johnson),87,87
355,4,6:24.0,,H. Whiteside enters the game for C. Bosh,87,87
356,4,6:24.0,R. Westbrook enters the game for A. Morrow,,87,87
357,4,6:24.0,K. Durant enters the game for E. Freedom,,87,87
358,4,6:24.0,S. Ibaka enters the game for N. Collison,,87,87
359,4,6:24.0,A. Roberson enters the game for D. Augustin,,87,87
360,4,6:24.0,,J. Winslow enters the game for J. McRoberts,87,87
361,4,6:24.0,,T. Johnson makes free throw 1 of 1,87,88
362,4,6:12.0,K. Durant misses 2-pt jump shot from 18 ft,,87,88
363,4,6:11.0,,Defensive rebound by J. Winslow,87,88
364,4,6:01.0,,Turnover by D. Wade (lost ball; steal by D. Waiters),87,88
365,4,5:56.0,K. Durant makes 2-pt dunk at rim (assist by D. Waiters),,89,88
366,4,5:37.0,,T. Johnson misses 2-pt jump shot from 20 ft,89,88
367,4,5:36.0,Defensive rebound by A. Roberson,,89,88
368,4,5:18.0,Turnover by K. Durant (bad pass),,89,88
369,4,5:18.0,,Miami full timeout,89,88
370,4,5:05.0,,D. Wade misses 2-pt jump shot from 6 ft,89,88
371,4,5:04.0,Defensive rebound by Team,,89,88
372,4,4:55.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,91,88
373,4,4:32.0,,G. Green misses 2-pt jump shot from 6 ft (block by A. Roberson),91,88
374,4,4:31.0,Defensive rebound by A. Roberson,,91,88
375,4,4:16.0,R. Westbrook misses 3-pt jump shot from 24 ft,,91,88
376,4,4:15.0,,Defensive rebound by H. Whiteside,91,88
377,4,4:07.0,,D. Wade misses 2-pt jump shot from 15 ft,91,88
378,4,4:06.0,,Offensive rebound by T. Johnson,91,88
379,4,4:06.0,,C. Bosh enters the game for H. Whiteside,91,88
380,4,4:06.0,,G. Dragić enters the game for T. Johnson,91,88
381,4,4:04.0,,Shooting foul by S. Ibaka (drawn by G. Green),91,88
382,4,4:04.0,,G. Green makes free throw 1 of 2,91,89
383,4,4:04.0,,G. Green misses free throw 2 of 2,91,89
384,4,4:03.0,Defensive rebound by R. Westbrook,,91,89
385,4,3:52.0,Turnover by R. Westbrook (lost ball; steal by J. Winslow),,91,89
386,4,3:46.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. Winslow),91,91
387,4,3:21.0,R. Westbrook misses 3-pt jump shot from 25 ft,,91,91
