,QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
389,4,5:26.0,,Shooting foul by M. Smart (drawn by D. Green),97,90
390,4,5:26.0,,D. Green makes free throw 1 of 1,97,91
391,4,5:09.0,J. Sullinger misses 2-pt hook shot from 4 ft,,97,91
392,4,5:07.0,Offensive rebound by J. Sullinger,,97,91
393,4,5:07.0,J. Sullinger makes 2-pt layup at rim,,99,91
394,4,4:54.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),99,94
395,4,4:36.0,Turnover by I. Thomas (lost ball; steal by S. Curry),,99,94
396,4,4:28.0,,D. Green misses 3-pt jump shot from 27 ft,99,94
397,4,4:27.0,Defensive rebound by E. Turner,,99,94
398,4,4:08.0,E. Turner misses 2-pt jump shot from 8 ft (block by B. Rush),,99,94
399,4,4:07.0,,Defensive rebound by D. Green,99,94
400,4,3:59.0,,B. Rush misses 3-pt jump shot from 23 ft,99,94
401,4,3:58.0,,Offensive rebound by D. Green,99,94
402,4,3:58.0,,D. Green makes 2-pt layup from 1 ft,99,96
403,4,3:30.0,Turnover by I. Thomas (lost ball; steal by L. Barbosa),,99,96
404,4,3:26.0,,Turnover by B. Rush (lost ball; steal by A. Bradley),99,96
405,4,3:22.0,I. Thomas makes 2-pt layup at rim (assist by A. Bradley),,101,96
406,4,3:14.0,,Golden State full timeout,101,96
407,4,3:14.0,,S. Livingston enters the game for L. Barbosa,101,96
408,4,3:14.0,,H. Barnes enters the game for B. Rush,101,96
409,4,3:00.0,,S. Curry misses 2-pt jump shot from 12 ft,101,96
410,4,2:59.0,,Offensive rebound by D. Green,101,96
411,4,2:59.0,,D. Green misses 2-pt layup from 2 ft,101,96
412,4,2:57.0,Defensive rebound by J. Sullinger,,101,96
413,4,2:42.0,I. Thomas misses 2-pt jump shot from 6 ft,,101,96
414,4,2:41.0,,Defensive rebound by K. Thompson,101,96
415,4,2:33.0,,K. Thompson misses 3-pt jump shot from 25 ft,101,96
416,4,2:32.0,Defensive rebound by J. Sullinger,,101,96
417,4,2:10.0,E. Turner makes 2-pt jump shot from 6 ft,,103,96
418,4,2:02.0,,Personal foul by I. Thomas,103,96
419,4,1:56.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),103,99
420,4,1:36.0,J. Sullinger misses 2-pt jump shot from 4 ft,,103,99
421,4,1:35.0,,Defensive rebound by S. Curry,103,99
422,4,1:29.0,,S. Curry makes 2-pt layup from 2 ft,103,101
423,4,1:29.0,Boston full timeout,,103,101
424,4,1:29.0,A. Johnson enters the game for J. Sullinger,,103,101
425,4,1:16.0,E. Turner makes 2-pt jump shot from 14 ft (assist by M. Smart),,105,101
426,4,0:55.0,,S. Curry misses 3-pt jump shot from 23 ft,105,101
427,4,0:54.0,,Offensive rebound by H. Barnes,105,101
428,4,0:47.0,,Shooting foul by E. Turner (drawn by S. Livingston),105,101
429,4,0:47.0,,S. Livingston makes free throw 1 of 2,105,102
430,4,0:47.0,,S. Livingston makes free throw 2 of 2,105,103
431,4,0:31.0,Turnover by A. Johnson (lost ball; steal by D. Green),,105,103
432,4,0:30.0,,Golden State full timeout,105,103
433,4,0:24.0,,Turnover by D. Green (lost ball; steal by A. Johnson),105,103
434,4,0:23.0,Personal foul by D. Green,,105,103
435,4,0:18.0,Personal foul by S. Livingston,,105,103
436,4,0:18.0,E. Turner makes free throw 1 of 2,,106,103
437,4,0:18.0,E. Turner makes free throw 2 of 2,,107,103
438,4,0:10.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by S. Curry),107,106
439,4,0:10.0,Boston full timeout,,107,106
440,4,0:10.0,J. Jerebko enters the game for A. Johnson,,107,106
441,4,0:08.0,I. Thomas makes 2-pt layup from 1 ft,,109,106
442,4,0:08.0,,Golden State full timeout,109,106
443,4,0:05.0,,S. Curry misses 3-pt jump shot from 27 ft,109,106
444,4,0:02.0,,Offensive rebound by H. Barnes,109,106
445,4,0:00.0,,H. Barnes misses 3-pt jump shot from 30 ft,109,106
446,4,0:00.0,,Offensive rebound by Team,109,106
