,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,UTAH_ACTION,CLEVELAND_SCORE,UTAH_SCORE
30,1,6:50.0,,Shooting foul by T. Mozgov (drawn by R. Gobert),13,9
31,1,6:50.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),13,11
32,1,6:50.0,,R. Gobert makes free throw 1 of 1,13,12
33,1,6:37.0,L. James misses 3-pt jump shot from 24 ft,,13,12
34,1,6:36.0,,Defensive rebound by J. Ingles,13,12
35,1,6:21.0,,D. Favors misses 2-pt jump shot from 18 ft,13,12
36,1,6:20.0,,Offensive rebound by R. Gobert,13,12
37,1,6:15.0,,S. Mack misses 3-pt jump shot from 24 ft,13,12
38,1,6:15.0,Defensive rebound by K. Irving,,13,12
39,1,5:53.0,K. Irving misses 3-pt jump shot from 24 ft,,13,12
40,1,5:53.0,,Defensive rebound by R. Gobert,13,12
41,1,5:45.0,,R. Hood makes 2-pt layup from 2 ft (assist by J. Ingles),13,14
42,1,5:41.0,Cleveland full timeout,,13,14
43,1,5:41.0,R. Jefferson enters the game for L. James,,13,14
44,1,5:31.0,J. Smith misses 2-pt jump shot from 20 ft,,13,14
45,1,5:29.0,Offensive rebound by T. Mozgov,,13,14
46,1,5:15.0,R. Jefferson makes 2-pt jump shot from 11 ft,,15,14
47,1,5:00.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by R. Gobert),15,17
48,1,4:34.0,K. Irving misses 3-pt jump shot from 24 ft,,15,17
49,1,4:33.0,,Defensive rebound by R. Gobert,15,17
50,1,4:24.0,,D. Favors makes 2-pt layup from 2 ft (assist by S. Mack),15,19
51,1,4:10.0,J. Smith misses 2-pt layup from 2 ft,,15,19
52,1,4:07.0,Offensive rebound by T. Mozgov,,15,19
53,1,4:07.0,T. Mozgov makes 2-pt dunk at rim,,17,19
54,1,4:01.0,,Turnover by S. Mack (bad pass; steal by K. Irving),17,19
55,1,3:55.0,Personal foul by S. Mack,,17,19
56,1,3:55.0,,T. Booker enters the game for D. Favors,17,19
57,1,3:55.0,T. Thompson enters the game for T. Mozgov,,17,19
58,1,3:55.0,,C. Johnson enters the game for J. Ingles,17,19
59,1,3:55.0,I. Shumpert enters the game for J. Smith,,17,19
60,1,3:49.0,K. Irving makes 2-pt jump shot from 21 ft,,19,19
61,1,3:30.0,,R. Gobert makes 2-pt dunk at rim (assist by S. Mack),19,21
62,1,2:59.0,K. Irving misses 2-pt jump shot from 21 ft,,19,21
63,1,2:58.0,,Defensive rebound by S. Mack,19,21
64,1,2:55.0,,Personal block foul by K. Irving,19,21
65,1,2:55.0,,Utah full timeout,19,21
66,1,2:55.0,M. Dellavedova enters the game for K. Irving,,19,21
67,1,2:55.0,L. James enters the game for K. Love,,19,21
68,1,2:55.0,,R. Neto enters the game for S. Mack,19,21
69,1,2:39.0,,R. Hood makes 2-pt jump shot from 5 ft,19,23
70,1,2:20.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,19,23
71,1,2:20.0,,Defensive rebound by R. Gobert,19,23
72,1,2:06.0,,C. Johnson misses 2-pt jump shot from 10 ft,19,23
73,1,2:06.0,Defensive rebound by L. James,,19,23
74,1,1:56.0,L. James makes 2-pt layup from 1 ft,,21,23
75,1,1:34.0,,R. Neto makes 3-pt jump shot from 24 ft,21,26
76,1,1:02.0,T. Thompson makes 2-pt hook shot from 4 ft,,23,26
77,1,0:52.0,,R. Hood misses 3-pt jump shot from 24 ft,23,26
78,1,0:52.0,Defensive rebound by T. Thompson,,23,26
79,1,0:35.0,R. Jefferson misses 3-pt jump shot from 23 ft,,23,26
80,1,0:34.0,,Defensive rebound by T. Booker,23,26
81,1,0:12.0,,R. Hood makes 2-pt jump shot from 11 ft,23,28
82,1,0:01.0,L. James makes 3-pt jump shot from 24 ft,,26,28
83,2,11:38.0,,R. Neto misses 2-pt jump shot from 13 ft,26,28
84,2,11:38.0,,Offensive rebound by T. Booker,26,28
85,2,11:31.0,,Shooting foul by C. Frye (drawn by D. Favors),26,28
86,2,11:31.0,,D. Favors makes free throw 1 of 2,26,29
87,2,11:31.0,,D. Favors makes free throw 2 of 2,26,30
88,2,11:18.0,Personal foul by T. Booker,,26,30
89,2,11:07.0,C. Frye misses 2-pt jump shot from 3 ft (block by D. Favors),,26,30
90,2,11:06.0,,Defensive rebound by T. Booker,26,30
91,2,11:04.0,,Turnover by T. Booker (bad pass; steal by I. Shumpert),26,30
92,2,11:00.0,C. Frye makes 2-pt dunk at rim (assist by I. Shumpert),,28,30
93,2,11:00.0,Technical foul by C. Frye,,28,30
94,2,11:00.0,,D. Favors misses technical free throw,28,30
95,2,10:37.0,,Offensive rebound by D. Favors,28,30
96,2,10:37.0,,D. Favors misses 2-pt jump shot from 18 ft,28,30
97,2,10:37.0,Defensive rebound by L. James,,28,30
98,2,10:30.0,L. James makes 2-pt jump shot from 18 ft,,30,30
99,2,10:15.0,,C. Johnson misses 3-pt jump shot from 24 ft,30,30
100,2,10:14.0,Defensive rebound by C. Frye,,30,30
101,2,10:02.0,L. James misses 2-pt jump shot from 19 ft,,30,30
102,2,10:01.0,,Defensive rebound by R. Neto,30,30
103,2,9:49.0,,D. Favors makes 2-pt jump shot from 8 ft (assist by J. Ingles),30,32
104,2,9:38.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,33,32
105,2,9:15.0,,Personal foul by M. Dellavedova,33,32
106,2,9:15.0,,T. Burke enters the game for R. Neto,33,32
107,2,9:15.0,,S. Mack enters the game for C. Johnson,33,32
108,2,8:59.0,,J. Ingles misses 3-pt jump shot from 22 ft,33,32
109,2,8:59.0,Defensive rebound by I. Shumpert,,33,32
110,2,8:43.0,L. James misses 2-pt layup from 1 ft,,33,32
111,2,8:42.0,Offensive rebound by L. James,,33,32
112,2,8:42.0,L. James misses 2-pt layup from 1 ft (block by D. Favors),,33,32
113,2,8:41.0,Offensive rebound by L. James,,33,32
114,2,8:40.0,L. James misses 2-pt layup from 2 ft,,33,32
115,2,8:39.0,,Defensive rebound by J. Ingles,33,32
116,2,8:24.0,,S. Mack misses 2-pt jump shot from 3 ft,33,32
117,2,8:23.0,Defensive rebound by T. Thompson,,33,32
118,2,8:12.0,I. Shumpert misses 3-pt jump shot from 23 ft,,33,32
119,2,8:12.0,,Defensive rebound by T. Booker,33,32
120,2,7:53.0,,S. Mack makes 2-pt jump shot from 8 ft,33,34
121,2,7:52.0,Cleveland full timeout,,33,34
122,2,7:52.0,K. Irving enters the game for M. Dellavedova,,33,34
123,2,7:52.0,,T. Lyles enters the game for T. Booker,33,34
124,2,7:39.0,C. Frye misses 3-pt jump shot from 24 ft,,33,34
125,2,7:39.0,,Defensive rebound by S. Mack,33,34
126,2,7:27.0,,T. Lyles misses 3-pt jump shot from 24 ft,33,34
127,2,7:26.0,,Offensive rebound by D. Favors,33,34
128,2,7:13.0,,Turnover by D. Favors (step out of bounds),33,34
129,2,6:47.0,K. Irving misses 2-pt jump shot from 16 ft,,33,34
130,2,6:47.0,,Defensive rebound by D. Favors,33,34
131,2,6:39.0,,Turnover by S. Mack (lost ball),33,34
132,2,6:21.0,K. Irving makes 2-pt layup from 3 ft,,35,34
133,2,6:16.0,,Utah full timeout,35,34
134,2,6:16.0,K. Love enters the game for C. Frye,,35,34
135,2,6:16.0,J. Smith enters the game for I. Shumpert,,35,34
136,2,6:16.0,,R. Gobert enters the game for D. Favors,35,34
137,2,6:16.0,,R. Hood enters the game for T. Burke,35,34
138,2,6:10.0,,Personal foul by T. Thompson,35,34
139,2,5:57.0,,R. Hood misses 2-pt jump shot from 17 ft,35,34
140,2,5:57.0,Defensive rebound by Team,,35,34
141,2,5:57.0,,Loose ball foul by T. Lyles,35,34
142,2,5:35.0,K. Love misses 3-pt jump shot from 22 ft,,35,34
143,2,5:33.0,Offensive rebound by L. James,,35,34
144,2,5:29.0,J. Smith misses 3-pt jump shot from 24 ft,,35,34
145,2,5:28.0,,Defensive rebound by S. Mack,35,34
146,2,5:22.0,,Personal foul by K. Irving,35,34
147,2,5:22.0,R. Jefferson enters the game for L. James,,35,34
148,2,5:12.0,,R. Hood makes 2-pt jump shot from 14 ft,35,36
149,2,4:59.0,K. Irving misses 2-pt jump shot from 18 ft,,35,36
150,2,4:58.0,,Defensive rebound by R. Gobert,35,36
151,2,4:44.0,,T. Lyles makes 2-pt dunk at rim,35,38
152,2,4:22.0,Personal foul by T. Lyles,,35,38
153,2,4:22.0,,C. Johnson enters the game for J. Ingles,35,38
154,2,4:13.0,Turnover by K. Love (lost ball; steal by T. Lyles),,35,38
155,2,4:04.0,,R. Hood makes 2-pt jump shot from 3 ft (assist by S. Mack),35,40
156,2,3:57.0,Cleveland full timeout,,35,40
157,2,3:57.0,,J. Ingles enters the game for R. Hood,35,40
158,2,3:44.0,K. Irving misses 2-pt jump shot from 23 ft,,35,40
159,2,3:43.0,,Defensive rebound by J. Ingles,35,40
160,2,3:24.0,,S. Mack misses 2-pt layup from 2 ft,35,40
161,2,3:24.0,Defensive rebound by K. Love,,35,40
162,2,3:14.0,K. Irving misses 2-pt layup from 2 ft,,35,40
163,2,3:14.0,Offensive rebound by T. Thompson,,35,40
164,2,3:07.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by K. Love),,38,40
165,2,3:06.0,,Utah full timeout,38,40
166,2,3:06.0,T. Mozgov enters the game for T. Thompson,,38,40
167,2,3:06.0,,D. Favors enters the game for T. Lyles,38,40
168,2,3:06.0,,R. Hood enters the game for J. Ingles,38,40
169,2,2:51.0,,R. Hood makes 3-pt jump shot from 23 ft,38,43
170,2,2:27.0,J. Smith makes 2-pt jump shot from 6 ft (assist by K. Irving),,40,43
171,2,2:07.0,,Personal foul by R. Jefferson,40,43
172,2,2:07.0,,Utah full timeout,40,43
173,2,2:07.0,M. Dellavedova enters the game for R. Jefferson,,40,43
174,2,2:07.0,L. James enters the game for K. Irving,,40,43
175,2,2:07.0,,J. Ingles enters the game for C. Johnson,40,43
176,2,2:07.0,,D. Favors makes free throw 1 of 2,40,44
177,2,2:07.0,,D. Favors makes free throw 2 of 2,40,45
178,2,1:45.0,L. James misses 2-pt jump shot from 7 ft,,40,45
179,2,1:44.0,,Defensive rebound by J. Ingles,40,45
180,2,1:26.0,,J. Ingles misses 3-pt jump shot from 23 ft,40,45
181,2,1:26.0,Defensive rebound by L. James,,40,45
182,2,1:07.0,T. Mozgov makes 2-pt layup from 1 ft (assist by M. Dellavedova),,42,45
183,2,0:52.0,,Turnover by R. Gobert (lost ball; steal by T. Mozgov),42,45
184,2,0:49.0,Turnover by J. Smith (bad pass),,42,45
185,2,0:30.0,,S. Mack makes 3-pt jump shot from 23 ft (assist by R. Hood),42,48
186,2,0:13.0,M. Dellavedova makes 2-pt jump shot from 12 ft,,44,48
187,2,0:01.0,,S. Mack misses 2-pt jump shot from 19 ft,44,48
188,2,0:00.0,,Offensive rebound by R. Gobert,44,48
189,3,11:40.0,,D. Favors misses 2-pt layup from 2 ft,44,48
190,3,11:40.0,Defensive rebound by K. Love,,44,48
191,3,11:40.0,Personal foul by D. Favors,,44,48
192,3,11:16.0,J. Smith misses 2-pt jump shot from 22 ft,,44,48
193,3,11:15.0,Offensive rebound by K. Irving,,44,48
194,3,11:04.0,Turnover by K. Love (lost ball; steal by D. Favors),,44,48
195,3,11:03.0,,Turnover by S. Mack (lost ball),44,48
196,3,10:55.0,K. Irving misses 3-pt jump shot from 24 ft,,44,48
197,3,10:54.0,,Defensive rebound by S. Mack,44,48
198,3,10:46.0,,S. Mack makes 2-pt layup from 2 ft,44,50
199,3,10:25.0,Turnover by L. James (bad pass; steal by S. Mack),,44,50
200,3,10:17.0,,R. Gobert misses 2-pt dunk from 2 ft,44,50
201,3,10:16.0,,Offensive rebound by R. Hood,44,50
202,3,10:07.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by J. Ingles),44,53
203,3,10:07.0,Cleveland full timeout,,44,53
204,3,9:54.0,K. Irving misses 3-pt jump shot from 24 ft,,44,53
205,3,9:53.0,,Defensive rebound by R. Gobert,44,53
206,3,9:31.0,,D. Favors misses 2-pt jump shot from 17 ft,44,53
207,3,9:30.0,Defensive rebound by J. Smith,,44,53
208,3,9:22.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,47,53
209,3,9:08.0,,Turnover by D. Favors (bad pass; steal by J. Smith),47,53
210,3,9:02.0,J. Smith misses 3-pt jump shot from 24 ft,,47,53
211,3,9:00.0,Offensive rebound by T. Mozgov,,47,53
212,3,8:51.0,Shooting foul by R. Hood (drawn by T. Mozgov),,47,53
213,3,8:51.0,T. Mozgov misses free throw 1 of 2,,47,53
214,3,8:51.0,Offensive rebound by Team,,47,53
215,3,8:51.0,T. Mozgov makes free throw 2 of 2,,48,53
216,3,8:30.0,,Turnover by D. Favors (traveling),48,53
217,3,8:11.0,K. Love makes 2-pt jump shot from 13 ft (assist by L. James),,50,53
218,3,7:53.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by S. Mack),50,56
219,3,7:32.0,Turnover by K. Love (offensive goaltending),,50,56
220,3,7:09.0,,S. Mack misses 2-pt jump shot from 20 ft (block by K. Irving),50,56
221,3,7:09.0,,Offensive rebound by Team,50,56
222,3,7:08.0,,R. Gobert misses 2-pt jump shot from 21 ft,50,56
223,3,7:08.0,,Offensive rebound by Team,50,56
224,3,7:08.0,,Turnover by Team (shot clock),50,56
225,3,7:03.0,Offensive foul by T. Mozgov (drawn by J. Ingles),,50,56
226,3,7:03.0,Turnover by T. Mozgov (offensive foul),,50,56
227,3,7:03.0,,T. Booker enters the game for D. Favors,50,56
228,3,7:03.0,,C. Johnson enters the game for J. Ingles,50,56
229,3,7:03.0,C. Frye enters the game for T. Mozgov,,50,56
230,3,6:43.0,,Turnover by R. Hood (bad pass; steal by L. James),50,56
231,3,6:34.0,K. Love misses 3-pt jump shot from 24 ft,,50,56
232,3,6:33.0,Offensive rebound by L. James,,50,56
233,3,6:28.0,K. Irving misses 2-pt jump shot from 13 ft,,50,56
234,3,6:28.0,,Defensive rebound by S. Mack,50,56
235,3,6:16.0,,C. Johnson misses 3-pt jump shot from 24 ft,50,56
236,3,6:16.0,Defensive rebound by K. Irving,,50,56
237,3,6:09.0,L. James makes 2-pt layup from 2 ft (assist by K. Irving),,52,56
238,3,5:45.0,,S. Mack makes 2-pt layup from 1 ft,52,58
239,3,5:23.0,J. Smith misses 3-pt jump shot from 23 ft (block by T. Booker),,52,58
240,3,5:21.0,,Defensive rebound by R. Gobert,52,58
241,3,5:09.0,,R. Hood misses 2-pt jump shot from 7 ft,52,58
242,3,5:09.0,,Offensive rebound by Team,52,58
243,3,5:09.0,M. Dellavedova enters the game for K. Irving,,52,58
244,3,5:09.0,,R. Neto enters the game for S. Mack,52,58
245,3,5:07.0,,Personal foul by C. Frye,52,58
246,3,4:54.0,,R. Hood makes 3-pt jump shot from 25 ft,52,61
247,3,4:37.0,K. Love makes 2-pt hook shot from 8 ft (assist by M. Dellavedova),,54,61
248,3,4:15.0,,C. Johnson misses 3-pt jump shot from 24 ft,54,61
249,3,4:14.0,Defensive rebound by C. Frye,,54,61
250,3,4:04.0,K. Love makes 3-pt jump shot from 24 ft (assist by C. Frye),,57,61
251,3,3:47.0,,Personal foul by J. Smith,57,61
252,3,3:47.0,Technical foul by J. Smith,,57,61
253,3,3:47.0,,R. Hood makes technical free throw,57,62
254,3,3:47.0,I. Shumpert enters the game for J. Smith,,57,62
255,3,3:47.0,,D. Favors enters the game for R. Gobert,57,62
256,3,3:37.0,,D. Favors misses 2-pt jump shot from 16 ft,57,62
257,3,3:36.0,Defensive rebound by M. Dellavedova,,57,62
258,3,3:12.0,C. Frye makes 2-pt jump shot from 7 ft (assist by I. Shumpert),,59,62
259,3,3:07.0,,Utah full timeout,59,62
260,3,2:57.0,,R. Neto makes 2-pt jump shot from 9 ft,59,64
261,3,2:29.0,K. Love misses 2-pt jump shot from 6 ft,,59,64
262,3,2:28.0,,Defensive rebound by C. Johnson,59,64
263,3,2:14.0,,D. Favors misses 2-pt jump shot from 5 ft (block by C. Frye),59,64
264,3,2:13.0,Defensive rebound by K. Love,,59,64
265,3,2:13.0,Personal foul by R. Neto,,59,64
266,3,2:01.0,Personal foul by C. Johnson,,59,64
267,3,1:45.0,L. James misses 2-pt jump shot from 14 ft,,59,64
268,3,1:45.0,,Defensive rebound by T. Booker,59,64
269,3,1:36.0,,R. Hood misses 3-pt jump shot from 24 ft,59,64
270,3,1:35.0,Defensive rebound by L. James,,59,64
271,3,1:31.0,Shooting foul by C. Johnson (drawn by L. James),,59,64
272,3,1:31.0,L. James misses free throw 1 of 2,,59,64
273,3,1:31.0,Offensive rebound by Team,,59,64
274,3,1:31.0,,J. Ingles enters the game for R. Hood,59,64
275,3,1:31.0,L. James makes free throw 2 of 2,,60,64
276,3,1:12.0,,D. Favors misses 2-pt jump shot from 4 ft (block by C. Frye),60,64
277,3,1:11.0,Defensive rebound by K. Love,,60,64
278,3,1:04.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,60,64
279,3,1:02.0,Offensive rebound by Team,,60,64
280,3,0:50.0,C. Frye makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,63,64
281,3,0:39.0,,J. Ingles misses 2-pt jump shot from 21 ft,63,64
282,3,0:38.0,Defensive rebound by C. Frye,,63,64
283,3,0:32.0,L. James makes 3-pt jump shot from 24 ft (assist by C. Frye),,66,64
284,3,0:16.0,,D. Favors makes 2-pt dunk at rim (assist by R. Neto),66,66
285,3,0:01.0,L. James misses 3-pt jump shot from 24 ft,,66,66
286,3,0:01.0,,Defensive rebound by R. Neto,66,66
287,4,11:41.0,M. Dellavedova makes 3-pt jump shot from 24 ft,,69,66
288,4,11:15.0,,S. Mack misses 2-pt jump shot from 10 ft,69,66
289,4,11:14.0,Defensive rebound by M. Dellavedova,,69,66
290,4,11:08.0,K. Irving misses 3-pt jump shot from 24 ft,,69,66
291,4,11:07.0,,Defensive rebound by J. Ingles,69,66
292,4,10:47.0,,Personal foul by C. Frye,69,66
293,4,10:38.0,,D. Favors makes 2-pt layup from 1 ft (assist by S. Mack),69,68
294,4,10:14.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,69,68
295,4,10:14.0,,Defensive rebound by Team,69,68
296,4,9:51.0,,R. Neto makes 2-pt jump shot from 21 ft,69,70
297,4,9:38.0,C. Frye misses 3-pt jump shot from 22 ft,,69,70
298,4,9:38.0,Offensive rebound by Team,,69,70
299,4,9:38.0,,Loose ball foul by S. Mack,69,70
300,4,9:38.0,,R. Gobert enters the game for D. Favors,69,70
301,4,9:22.0,K. Irving makes 2-pt jump shot from 17 ft,,71,70
302,4,8:57.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by R. Neto),71,73
303,4,8:32.0,K. Irving misses 2-pt jump shot from 18 ft,,71,73
304,4,8:31.0,,Defensive rebound by S. Mack,71,73
305,4,8:18.0,,T. Lyles misses 2-pt jump shot from 5 ft,71,73
306,4,8:18.0,Defensive rebound by C. Frye,,71,73
307,4,8:01.0,I. Shumpert misses 2-pt jump shot from 3 ft,,71,73
308,4,8:01.0,,Defensive rebound by Team,71,73
309,4,8:01.0,Loose ball foul by T. Thompson,,71,73
310,4,8:01.0,,Utah full timeout,71,73
311,4,7:48.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by S. Mack),71,76
312,4,7:25.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,71,76
313,4,7:25.0,,Defensive rebound by R. Gobert,71,76
314,4,7:11.0,,S. Mack makes 3-pt jump shot from 25 ft (assist by R. Neto),71,79
315,4,6:54.0,K. Irving misses 3-pt jump shot from 24 ft,,71,79
316,4,6:54.0,Offensive rebound by Team,,71,79
317,4,6:54.0,,Loose ball foul by R. Gobert,71,79
318,4,6:54.0,J. Smith enters the game for I. Shumpert,,71,79
319,4,6:54.0,L. James enters the game for C. Frye,,71,79
320,4,6:54.0,K. Love enters the game for M. Dellavedova,,71,79
321,4,6:47.0,K. Irving makes 2-pt jump shot from 2 ft,,73,79
322,4,6:30.0,,T. Lyles makes 2-pt jump shot from 17 ft (assist by S. Mack),73,81
323,4,6:19.0,K. Love misses 3-pt jump shot from 24 ft,,73,81
324,4,6:19.0,Offensive rebound by Team,,73,81
325,4,6:04.0,L. James misses 3-pt jump shot from 25 ft,,73,81
326,4,6:00.0,Offensive rebound by L. James,,73,81
327,4,5:57.0,,Utah full timeout,73,81
328,4,5:57.0,,R. Hood enters the game for R. Neto,73,81
329,4,5:45.0,J. Smith misses 3-pt jump shot from 24 ft,,73,81
330,4,5:44.0,,Defensive rebound by R. Gobert,73,81
331,4,5:30.0,,T. Lyles misses 3-pt jump shot from 24 ft,73,81
332,4,5:29.0,,Offensive rebound by T. Lyles,73,81
333,4,5:13.0,,T. Lyles makes 2-pt jump shot from 9 ft (assist by S. Mack),73,83
334,4,4:59.0,J. Smith misses 3-pt jump shot from 24 ft,,73,83
335,4,4:59.0,,Defensive rebound by Team,73,83
336,4,4:59.0,Loose ball foul by T. Thompson,,73,83
337,4,4:59.0,C. Frye enters the game for T. Thompson,,73,83
338,4,4:38.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by S. Mack),73,86
339,4,4:12.0,K. Irving makes 2-pt layup from 2 ft,,75,86
340,4,3:57.0,Flagrant foul type 1 by T. Lyles,,75,86
341,4,3:57.0,,Turnover by T. Lyles (offensive foul),75,86
342,4,3:57.0,Technical foul by C. Frye,,75,86
343,4,3:57.0,S. Kaun enters the game for C. Frye,,75,86
344,4,3:57.0,,R. Hood makes technical free throw,75,87
345,4,3:57.0,S. Kaun misses flagrant free throw 1 of 2,,75,87
346,4,3:57.0,Offensive rebound by Team,,75,87
347,4,3:57.0,S. Kaun makes flagrant free throw 2 of 2,,76,87
348,4,3:57.0,Cleveland full timeout,,76,87
349,4,3:57.0,M. Dellavedova enters the game for S. Kaun,,76,87
350,4,3:57.0,,T. Booker enters the game for T. Lyles,76,87
351,4,3:57.0,,D. Favors enters the game for R. Gobert,76,87
352,4,3:42.0,K. Irving makes 2-pt jump shot from 15 ft,,78,87
353,4,3:21.0,,Shooting block foul by K. Love (drawn by R. Hood),78,87
354,4,3:21.0,,R. Hood makes free throw 1 of 2,78,88
355,4,3:21.0,,R. Hood makes free throw 2 of 2,78,89
356,4,3:02.0,Turnover by L. James (lost ball),,78,89
357,4,2:45.0,,Offensive foul by R. Hood (drawn by J. Smith),78,89
358,4,2:45.0,,Turnover by R. Hood (offensive foul),78,89
359,4,2:30.0,K. Irving misses 3-pt jump shot from 24 ft,,78,89
360,4,2:28.0,Offensive rebound by K. Irving,,78,89
361,4,2:24.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),,81,89
362,4,2:05.0,,Shooting foul by J. Smith (drawn by D. Favors),81,89
363,4,2:05.0,,D. Favors makes free throw 1 of 2,81,90
364,4,2:05.0,,D. Favors misses free throw 2 of 2,81,90
365,4,2:05.0,Defensive rebound by K. Love,,81,90
366,4,1:57.0,L. James makes 2-pt layup from 1 ft (assist by M. Dellavedova),,83,90
367,4,1:35.0,,J. Ingles misses 3-pt jump shot from 23 ft,83,90
368,4,1:34.0,,Offensive rebound by T. Booker,83,90
369,4,1:15.0,,R. Hood misses 3-pt jump shot from 24 ft,83,90
370,4,1:13.0,Defensive rebound by L. James,,83,90
371,4,1:09.0,Personal foul by J. Ingles,,83,90
372,4,1:09.0,Cleveland full timeout,,83,90
373,4,1:03.0,L. James misses 3-pt jump shot from 24 ft,,83,90
374,4,1:02.0,,Defensive rebound by R. Hood,83,90
375,4,1:02.0,Loose ball foul by K. Love,,83,90
376,4,1:02.0,,R. Hood makes free throw 1 of 2,83,91
377,4,1:02.0,,R. Hood makes free throw 2 of 2,83,92
378,4,1:02.0,Cleveland full timeout,,83,92
379,4,0:53.0,J. Smith misses 3-pt jump shot from 24 ft,,83,92
380,4,0:52.0,,Defensive rebound by D. Favors,83,92
381,4,0:30.0,,D. Favors makes 2-pt jump shot from 17 ft (assist by S. Mack),83,94
382,4,0:18.0,J. Smith misses 3-pt jump shot from 25 ft,,83,94
383,4,0:17.0,Offensive rebound by K. Love,,83,94
384,4,0:12.0,K. Irving misses 3-pt jump shot from 28 ft,,83,94
385,4,0:11.0,Offensive rebound by L. James,,83,94
386,4,0:11.0,L. James makes 2-pt layup from 2 ft,,85,94
