,QUARTER,TIME_REMAINING,DETROIT_ACTION,PORTLAND_ACTION,DETROIT_SCORE,PORTLAND_SCORE
379,4,4:57.0,Defensive rebound by A. Drummond,,98,98
380,4,4:46.0,R. Jackson makes 2-pt jump shot from 6 ft,,100,98
381,4,4:46.0,,Portland full timeout,100,98
382,4,4:28.0,,C. McCollum misses 2-pt jump shot from 18 ft,100,98
383,4,4:27.0,Defensive rebound by A. Drummond,,100,98
384,4,4:18.0,R. Jackson makes 2-pt jump shot from 8 ft,,102,98
385,4,4:04.0,,M. Leonard misses 2-pt dunk at rim (block by A. Drummond),102,98
386,4,4:02.0,Defensive rebound by A. Drummond,,102,98
387,4,3:56.0,R. Jackson makes 2-pt layup from 1 ft,,104,98
388,4,3:43.0,,Turnover by D. Lillard (bad pass; steal by R. Jackson),104,98
389,4,3:36.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,104,98
390,4,3:35.0,,Defensive rebound by D. Lillard,104,98
391,4,3:31.0,,C. McCollum misses 2-pt layup from 2 ft (block by A. Tolliver),104,98
392,4,3:31.0,,Offensive rebound by Team,104,98
393,4,3:25.0,,M. Plumlee misses 2-pt hook shot from 5 ft,104,98
394,4,3:23.0,Defensive rebound by A. Drummond,,104,98
395,4,3:12.0,R. Jackson makes 3-pt jump shot from 24 ft,,107,98
396,4,3:12.0,,Portland full timeout,107,98
397,4,3:02.0,,Personal foul by A. Tolliver (drawn by D. Lillard),107,98
398,4,2:57.0,,D. Lillard misses 2-pt jump shot from 6 ft,107,98
399,4,2:55.0,Defensive rebound by A. Drummond,,107,98
400,4,2:50.0,Personal foul by D. Lillard (drawn by R. Jackson),,107,98
401,4,2:43.0,Shooting foul by C. McCollum (drawn by R. Jackson),,107,98
402,4,2:43.0,R. Jackson makes free throw 1 of 2,,108,98
403,4,2:43.0,,A. Crabbe enters the game for M. Plumlee,108,98
404,4,2:43.0,R. Jackson makes free throw 2 of 2,,109,98
405,4,2:30.0,,Turnover by C. McCollum (bad pass; steal by A. Drummond),109,98
406,4,2:27.0,Personal take foul by A. Crabbe (drawn by A. Drummond),,109,98
407,4,2:27.0,A. Drummond misses free throw 1 of 2,,109,98
408,4,2:27.0,Offensive rebound by Team,,109,98
409,4,2:27.0,A. Drummond misses free throw 2 of 2,,109,98
410,4,2:26.0,,Defensive rebound by A. Crabbe,109,98
411,4,2:16.0,,D. Lillard misses 3-pt jump shot from 25 ft,109,98
412,4,2:16.0,Defensive rebound by A. Drummond,,109,98
413,4,2:14.0,Personal take foul by A. Crabbe (drawn by A. Drummond),,109,98
414,4,2:14.0,A. Drummond misses free throw 1 of 2,,109,98
415,4,2:14.0,Offensive rebound by Team,,109,98
416,4,2:14.0,A. Drummond misses free throw 2 of 2,,109,98
417,4,2:13.0,Offensive rebound by M. Morris,,109,98
418,4,2:08.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by M. Morris),,112,98
419,4,1:54.0,,C. McCollum misses 2-pt jump shot from 6 ft,112,98
420,4,1:52.0,Defensive rebound by A. Drummond,,112,98
421,4,1:37.0,Personal foul by M. Leonard (drawn by A. Drummond),,112,98
422,4,1:37.0,A. Drummond misses free throw 1 of 2,,112,98
423,4,1:37.0,Offensive rebound by Team,,112,98
424,4,1:37.0,A. Drummond makes free throw 2 of 2,,113,98
425,4,1:33.0,,D. Lillard makes 3-pt jump shot from 25 ft,113,101
426,4,1:27.0,R. Jackson makes 2-pt layup from 2 ft,,115,101
427,4,1:17.0,,D. Lillard misses 3-pt jump shot from 28 ft,115,101
428,4,1:17.0,Defensive rebound by A. Drummond,,115,101
429,4,0:59.0,R. Jackson makes 2-pt layup from 2 ft,,117,101
430,4,0:47.0,,A. Aminu misses 3-pt jump shot from 22 ft,117,101
431,4,0:46.0,Defensive rebound by A. Drummond,,117,101
432,4,0:30.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by R. Jackson),,120,101
433,4,0:19.0,,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),120,103
