,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SACRAMENTO_ACTION,NEW YORK_SCORE,SACRAMENTO_SCORE
382,4,6:34.0,C. Anthony misses 2-pt layup from 2 ft,,79,84
383,4,6:33.0,,Defensive rebound by O. Casspi,79,84
384,4,6:29.0,Violation by L. Galloway (def goaltending),,79,84
385,4,6:29.0,,D. Collison makes 2-pt layup from 3 ft,79,86
386,4,6:29.0,New York full timeout,,79,86
387,4,6:29.0,J. Calderón enters the game for L. Galloway,,79,86
388,4,6:06.0,S. Vujačić makes 3-pt jump shot from 25 ft (assist by L. Thomas),,82,86
389,4,5:52.0,,Turnover by R. Gay (bad pass; steal by K. Porziņģis),82,86
390,4,5:45.0,Shooting foul by O. Casspi (drawn by C. Anthony),,82,86
391,4,5:45.0,C. Anthony makes free throw 1 of 2,,83,86
392,4,5:45.0,C. Anthony misses free throw 2 of 2,,83,86
393,4,5:43.0,Offensive rebound by J. Calderón,,83,86
394,4,5:25.0,Turnover by K. Porziņģis (lost ball; steal by D. Cousins),,83,86
395,4,5:20.0,,D. Collison misses 2-pt layup from 3 ft,83,86
396,4,5:19.0,,Offensive rebound by D. Cousins,83,86
397,4,5:19.0,,D. Cousins makes 2-pt layup at rim,83,88
398,4,5:03.0,Shooting foul by D. Cousins (drawn by K. Porziņģis),,83,88
399,4,5:03.0,K. Porziņģis misses free throw 1 of 2,,83,88
400,4,5:03.0,Offensive rebound by Team,,83,88
401,4,5:03.0,K. Porziņģis makes free throw 2 of 2,,84,88
402,4,4:44.0,,Turnover by D. Cousins (lost ball; steal by K. Porziņģis),84,88
403,4,4:36.0,S. Vujačić misses 3-pt jump shot from 24 ft,,84,88
404,4,4:36.0,,Defensive rebound by D. Cousins,84,88
405,4,4:31.0,,Personal foul by K. Porziņģis (drawn by D. Cousins),84,88
406,4,4:22.0,,Turnover by R. Gay (lost ball; steal by L. Thomas),84,88
407,4,4:13.0,C. Anthony misses 3-pt jump shot from 24 ft,,84,88
408,4,4:12.0,Offensive rebound by K. Porziņģis,,84,88
409,4,4:00.0,Personal foul by R. Gay (drawn by C. Anthony),,84,88
410,4,4:00.0,C. Anthony misses free throw 1 of 2,,84,88
411,4,4:00.0,Offensive rebound by Team,,84,88
412,4,4:00.0,A. Afflalo enters the game for L. Thomas,,84,88
413,4,4:00.0,C. Anthony makes free throw 2 of 2,,85,88
414,4,3:39.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by D. Collison),85,91
415,4,3:13.0,K. Porziņģis makes 2-pt jump shot from 10 ft,,87,91
416,4,3:13.0,Shooting foul by D. Cousins (drawn by K. Porziņģis),,87,91
417,4,3:13.0,K. Porziņģis makes free throw 1 of 1,,88,91
418,4,2:57.0,,R. Rondo makes 2-pt dunk at rim,88,93
419,4,2:38.0,A. Afflalo misses 2-pt jump shot from 22 ft,,88,93
420,4,2:37.0,Offensive rebound by C. Anthony,,88,93
421,4,2:37.0,C. Anthony misses 2-pt layup from 2 ft,,88,93
422,4,2:36.0,,Defensive rebound by D. Cousins,88,93
423,4,2:36.0,,Personal foul by K. Porziņģis (drawn by D. Cousins),88,93
424,4,2:36.0,Official timeout,,88,93
425,4,2:28.0,,D. Cousins misses 2-pt jump shot from 3 ft,88,93
426,4,2:27.0,,Offensive rebound by D. Cousins,88,93
427,4,2:27.0,,D. Cousins misses 2-pt layup from 3 ft,88,93
428,4,2:25.0,,Offensive rebound by D. Cousins,88,93
429,4,2:25.0,,D. Cousins makes 2-pt layup from 2 ft,88,95
430,4,1:57.0,A. Afflalo makes 2-pt jump shot from 22 ft (assist by K. Porziņģis),,90,95
431,4,1:40.0,,D. Cousins misses 2-pt layup from 3 ft (block by A. Afflalo),90,95
432,4,1:40.0,Defensive rebound by Team,,90,95
433,4,1:29.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,90,95
434,4,1:28.0,,Defensive rebound by R. Gay,90,95
435,4,1:11.0,,D. Collison misses 2-pt jump shot from 16 ft,90,95
436,4,1:10.0,Defensive rebound by A. Afflalo,,90,95
437,4,1:02.0,C. Anthony makes 3-pt jump shot from 26 ft,,93,95
438,4,0:41.0,,Turnover by D. Cousins (lost ball),93,95
439,4,0:41.0,New York full timeout,,93,95
440,4,0:30.0,A. Afflalo misses 3-pt jump shot from 25 ft,,93,95
441,4,0:30.0,,Defensive rebound by R. Rondo,93,95
442,4,0:25.0,,Shooting foul by A. Afflalo (drawn by O. Casspi),93,95
443,4,0:25.0,,O. Casspi makes free throw 1 of 2,93,96
444,4,0:25.0,,O. Casspi makes free throw 2 of 2,93,97
445,4,0:25.0,New York full timeout,,93,97
446,4,0:17.0,A. Afflalo misses 3-pt jump shot from 23 ft,,93,97
447,4,0:16.0,Offensive rebound by K. Porziņģis,,93,97
448,4,0:16.0,Shooting foul by R. Rondo (drawn by K. Porziņģis),,93,97
449,4,0:16.0,K. Porziņģis makes free throw 1 of 2,,94,97
450,4,0:16.0,,M. Belinelli enters the game for O. Casspi,94,97
451,4,0:16.0,L. Galloway enters the game for J. Calderón,,94,97
452,4,0:16.0,K. Porziņģis makes free throw 2 of 2,,95,97
453,4,0:16.0,,Sacramento full timeout,95,97
454,4,0:16.0,L. Thomas enters the game for A. Afflalo,,95,97
455,4,0:16.0,,Personal take foul by L. Galloway (drawn by D. Collison),95,97
456,4,0:16.0,,D. Collison makes free throw 1 of 2,95,98
457,4,0:16.0,,O. Casspi enters the game for M. Belinelli,95,98
458,4,0:16.0,A. Afflalo enters the game for L. Thomas,,95,98
459,4,0:16.0,,D. Collison makes free throw 2 of 2,95,99
460,4,0:09.0,C. Anthony makes 2-pt layup from 2 ft,,97,99
461,4,0:06.0,,Turnover by D. Collison (lost ball; steal by A. Afflalo),97,99
462,4,0:05.0,New York full timeout,,97,99
463,4,0:05.0,J. Calderón enters the game for L. Galloway,,97,99
464,4,0:00.0,C. Anthony misses 3-pt jump shot from 27 ft,,97,99
465,4,0:00.0,Offensive rebound by Team,,97,99
