,QUARTER,TIME_REMAINING,INDIANA_ACTION,SACRAMENTO_ACTION,INDIANA_SCORE,SACRAMENTO_SCORE
210,3,11:11.0,L. Allen makes 2-pt hook shot from 6 ft (assist by M. Ellis),,48,52
211,3,10:59.0,,Shooting foul by J. Hill (drawn by D. Cousins),48,52
212,3,10:59.0,,D. Cousins makes free throw 1 of 2,48,53
213,3,10:59.0,,D. Cousins misses free throw 2 of 2,48,53
214,3,10:58.0,Defensive rebound by J. Hill,,48,53
215,3,10:47.0,Personal foul by B. McLemore (drawn by G. Robinson),,48,53
216,3,10:41.0,Shooting foul by B. McLemore (drawn by M. Ellis),,48,53
217,3,10:41.0,M. Ellis makes 2-pt jump shot from 20 ft (assist by J. Hill),,50,53
218,3,10:41.0,M. Ellis misses free throw 1 of 1,,50,53
219,3,10:40.0,,Defensive rebound by W. Cauley-Stein,50,53
220,3,10:26.0,,O. Casspi makes 2-pt hook shot from 6 ft,50,55
221,3,10:11.0,L. Allen misses 2-pt jump shot from 16 ft,,50,55
222,3,10:11.0,,Defensive rebound by W. Cauley-Stein,50,55
223,3,9:58.0,,B. McLemore misses 2-pt layup from 2 ft,50,55
224,3,9:58.0,Defensive rebound by J. Hill,,50,55
225,3,9:47.0,J. Hill makes 2-pt dunk at rim (assist by L. Allen),,52,55
226,3,9:35.0,,D. Cousins misses 2-pt jump shot from 4 ft,52,55
227,3,9:34.0,,Offensive rebound by D. Cousins,52,55
228,3,9:28.0,,B. McLemore misses 2-pt layup from 2 ft,52,55
229,3,9:27.0,Defensive rebound by J. Hill,,52,55
230,3,9:19.0,P. George misses 3-pt jump shot from 25 ft,,52,55
231,3,9:18.0,,Defensive rebound by O. Casspi,52,55
232,3,9:12.0,Violation by J. Hill (kicked ball),,52,55
233,3,9:03.0,,D. Cousins makes 2-pt hook shot from 5 ft (assist by R. Rondo),52,57
234,3,8:43.0,J. Hill makes 2-pt dunk at rim (assist by P. George),,54,57
235,3,8:25.0,,D. Cousins makes 2-pt jump shot from 13 ft,54,59
236,3,8:25.0,,Violation by Team (jump ball),54,59
237,3,8:14.0,Personal foul by W. Cauley-Stein (drawn by J. Hill),,54,59
238,3,7:59.0,J. Hill misses 2-pt jump shot from 13 ft,,54,59
239,3,7:59.0,Offensive rebound by Team,,54,59
240,3,7:59.0,Turnover by Team (shot clock),,54,59
241,3,7:51.0,,B. McLemore misses 3-pt jump shot from 23 ft,54,59
242,3,7:51.0,,Offensive rebound by W. Cauley-Stein,54,59
243,3,7:46.0,,O. Casspi makes 2-pt layup from 3 ft (assist by W. Cauley-Stein),54,61
244,3,7:38.0,P. George misses 2-pt jump shot from 14 ft (block by R. Rondo),,54,61
245,3,7:36.0,Offensive rebound by P. George,,54,61
246,3,7:34.0,P. George makes 2-pt jump shot from 16 ft,,56,61
247,3,7:31.0,,W. Cauley-Stein misses 2-pt layup from 2 ft (block by L. Allen),56,61
248,3,7:31.0,,Offensive rebound by Team,56,61
249,3,7:27.0,,Shooting foul by L. Allen (drawn by R. Rondo),56,61
250,3,7:27.0,,R. Rondo makes free throw 1 of 2,56,62
251,3,7:27.0,,R. Rondo makes free throw 2 of 2,56,63
252,3,7:10.0,Turnover by M. Ellis (lost ball; steal by W. Cauley-Stein),,56,63
253,3,7:00.0,,D. Cousins misses 2-pt jump shot from 5 ft (block by L. Allen),56,63
254,3,6:58.0,Defensive rebound by G. Robinson,,56,63
255,3,6:57.0,Personal foul by R. Rondo (drawn by M. Ellis),,56,63
256,3,6:57.0,G. Hill enters the game for G. Robinson,,56,63
257,3,6:46.0,G. Hill misses 2-pt jump shot from 17 ft,,56,63
258,3,6:45.0,Offensive rebound by L. Allen,,56,63
259,3,6:35.0,J. Hill makes 2-pt jump shot from 16 ft,,58,63
260,3,6:27.0,,Shooting foul by P. George (drawn by D. Cousins),58,63
261,3,6:27.0,,D. Cousins misses free throw 1 of 2,58,63
262,3,6:27.0,,Offensive rebound by Team,58,63
263,3,6:27.0,,K. Koufos enters the game for W. Cauley-Stein,58,63
264,3,6:27.0,,D. Cousins makes free throw 2 of 2,58,64
265,3,6:17.0,M. Ellis makes 2-pt jump shot from 18 ft,,60,64
266,3,6:05.0,,K. Koufos makes 2-pt dunk at rim (assist by D. Cousins),60,66
267,3,5:53.0,Offensive foul by L. Allen (drawn by R. Rondo),,60,66
268,3,5:53.0,Turnover by L. Allen (offensive foul),,60,66
269,3,5:53.0,,Sacramento full timeout,60,66
270,3,5:53.0,,J. Anderson enters the game for O. Casspi,60,66
271,3,5:53.0,,D. Collison enters the game for B. McLemore,60,66
272,3,5:53.0,M. Turner enters the game for L. Allen,,60,66
273,3,5:34.0,,D. Cousins misses 2-pt hook shot from 6 ft,60,66
274,3,5:33.0,Defensive rebound by M. Turner,,60,66
275,3,5:22.0,P. George makes 2-pt jump shot from 18 ft,,62,66
276,3,5:04.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by D. Cousins),62,69
277,3,4:52.0,J. Hill makes 2-pt jump shot from 18 ft (assist by M. Ellis),,64,69
278,3,4:38.0,,D. Cousins makes 2-pt layup from 3 ft,64,71
279,3,4:38.0,,Shooting foul by J. Hill (drawn by D. Cousins),64,71
280,3,4:38.0,,D. Cousins misses free throw 1 of 1,64,71
281,3,4:37.0,Defensive rebound by M. Turner,,64,71
282,3,4:22.0,Shooting foul by J. Anderson (drawn by P. George),,64,71
283,3,4:22.0,P. George makes free throw 1 of 2,,65,71
284,3,4:22.0,P. George makes free throw 2 of 2,,66,71
285,3,4:16.0,,Shooting foul by M. Turner (drawn by K. Koufos),66,71
286,3,4:16.0,,K. Koufos makes free throw 1 of 2,66,72
287,3,4:16.0,,K. Koufos misses free throw 2 of 2,66,72
288,3,4:16.0,Defensive rebound by P. George,,66,72
289,3,4:03.0,P. George makes 2-pt jump shot from 18 ft,,68,72
290,3,3:50.0,,Personal foul by P. George (drawn by D. Cousins),68,72
291,3,3:50.0,,D. Cousins misses free throw 1 of 2,68,72
292,3,3:50.0,,Offensive rebound by Team,68,72
293,3,3:50.0,,D. Cousins makes free throw 2 of 2,68,73
294,3,3:35.0,P. George misses 2-pt jump shot from 17 ft,,68,73
295,3,3:33.0,,Defensive rebound by K. Koufos,68,73
296,3,3:28.0,,J. Anderson misses 2-pt layup from 4 ft (block by M. Turner),68,73
297,3,3:26.0,Defensive rebound by P. George,,68,73
298,3,3:09.0,Turnover by M. Ellis (lost ball; steal by D. Collison),,68,73
299,3,3:06.0,,Shooting foul by J. Hill (drawn by K. Koufos),68,73
300,3,3:06.0,Technical foul by Team,,68,73
301,3,3:06.0,,D. Collison makes technical free throw,68,74
302,3,3:06.0,,K. Koufos makes free throw 1 of 2,68,75
303,3,3:06.0,Indiana full timeout,,68,75
304,3,3:06.0,,M. Belinelli enters the game for R. Rondo,68,75
305,3,3:06.0,C. Miles enters the game for P. George,,68,75
306,3,3:06.0,,K. Koufos makes free throw 2 of 2,68,76
307,3,2:50.0,M. Turner misses 2-pt hook shot from 8 ft,,68,76
308,3,2:49.0,,Defensive rebound by J. Anderson,68,76
309,3,2:28.0,,K. Koufos misses 2-pt jump shot from 9 ft,68,76
310,3,2:27.0,,Offensive rebound by Team,68,76
311,3,2:06.0,,M. Belinelli misses 3-pt jump shot from 24 ft,68,76
312,3,2:05.0,Defensive rebound by M. Ellis,,68,76
313,3,1:45.0,Personal foul by K. Koufos (drawn by G. Hill),,68,76
314,3,1:45.0,G. Hill makes free throw 1 of 2,,69,76
315,3,1:45.0,J. Young enters the game for M. Ellis,,69,76
316,3,1:45.0,G. Hill misses free throw 2 of 2,,69,76
317,3,1:44.0,,Defensive rebound by K. Koufos,69,76
318,3,1:33.0,,D. Collison misses 2-pt jump shot from 19 ft,69,76
319,3,1:33.0,Defensive rebound by C. Miles,,69,76
320,3,1:18.0,C. Miles misses 2-pt jump shot from 17 ft,,69,76
321,3,1:16.0,,Defensive rebound by Team,69,76
322,3,1:00.0,,M. Belinelli misses 2-pt jump shot from 11 ft,69,76
323,3,1:00.0,Defensive rebound by Team,,69,76
324,3,1:00.0,,Loose ball foul by D. Cousins (drawn by M. Turner),69,76
325,3,1:00.0,M. Turner makes free throw 1 of 2,,70,76
326,3,1:00.0,,W. Cauley-Stein enters the game for D. Cousins,70,76
327,3,1:00.0,M. Turner misses free throw 2 of 2,,70,76
328,3,0:57.0,,Defensive rebound by Team,70,76
329,3,0:47.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by K. Koufos),70,78
330,3,0:37.0,G. Hill misses 2-pt jump shot from 11 ft,,70,78
331,3,0:36.0,,Defensive rebound by J. Anderson,70,78
332,3,0:29.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by J. Anderson),70,81
333,3,0:05.0,J. Young misses 2-pt jump shot from 8 ft,,70,81
334,3,0:04.0,,Defensive rebound by K. Koufos,70,81
335,3,0:01.0,,M. Belinelli misses 2-pt layup from 1 ft,70,81
336,3,0:00.0,Defensive rebound by J. Hill,,70,81
337,4,11:46.0,,M. Belinelli misses 3-pt jump shot from 25 ft,70,81
338,4,11:46.0,Defensive rebound by M. Turner,,70,81
339,4,11:25.0,Shooting foul by D. Collison (drawn by G. Hill),,70,81
340,4,11:25.0,G. Hill makes free throw 1 of 2,,71,81
341,4,11:25.0,G. Hill makes free throw 2 of 2,,72,81
342,4,11:11.0,,K. Koufos misses 2-pt jump shot from 8 ft,72,81
343,4,11:11.0,Defensive rebound by J. Young,,72,81
344,4,11:03.0,C. Miles misses 3-pt jump shot from 25 ft,,72,81
345,4,11:03.0,,Defensive rebound by M. Belinelli,72,81
346,4,10:50.0,,Turnover by K. Koufos (bad pass; steal by J. Young),72,81
347,4,10:43.0,J. Young misses 2-pt layup from 2 ft (block by J. Anderson),,72,81
348,4,10:41.0,,Defensive rebound by W. Cauley-Stein,72,81
349,4,10:34.0,,J. Anderson misses 3-pt jump shot from 24 ft,72,81
350,4,10:33.0,Defensive rebound by Team,,72,81
351,4,10:33.0,J. Hill enters the game for M. Turner,,72,81
352,4,10:33.0,,O. Casspi enters the game for W. Cauley-Stein,72,81
353,4,10:14.0,L. Allen makes 2-pt jump shot from 7 ft (assist by G. Hill),,74,81
354,4,9:57.0,,D. Collison misses 2-pt jump shot from 16 ft,74,81
355,4,9:57.0,Defensive rebound by C. Miles,,74,81
356,4,9:44.0,C. Miles misses 2-pt layup from 4 ft,,74,81
357,4,9:43.0,,Defensive rebound by O. Casspi,74,81
358,4,9:38.0,,Personal foul by G. Hill (drawn by D. Collison),74,81
359,4,9:38.0,P. George enters the game for C. Miles,,74,81
360,4,9:38.0,M. Turner enters the game for L. Allen,,74,81
361,4,9:30.0,,D. Collison misses 2-pt layup from 3 ft,74,81
362,4,9:29.0,,Offensive rebound by K. Koufos,74,81
363,4,9:28.0,,K. Koufos makes 2-pt layup from 3 ft,74,83
364,4,9:18.0,P. George misses 2-pt jump shot from 3 ft,,74,83
365,4,9:17.0,Offensive rebound by J. Hill,,74,83
366,4,9:16.0,J. Hill makes 2-pt jump shot from 4 ft,,76,83
367,4,9:01.0,,Shooting foul by G. Hill (drawn by M. Belinelli),76,83
368,4,9:01.0,,M. Belinelli makes free throw 1 of 3,76,84
369,4,9:01.0,,Sacramento full timeout,76,84
370,4,9:01.0,,D. Cousins enters the game for J. Anderson,76,84
371,4,9:01.0,M. Ellis enters the game for G. Hill,,76,84
372,4,9:01.0,,M. Belinelli makes free throw 2 of 3,76,85
373,4,9:01.0,,M. Belinelli makes free throw 3 of 3,76,86
374,4,8:43.0,P. George makes 3-pt jump shot from 24 ft (assist by M. Ellis),,79,86
375,4,8:26.0,,D. Cousins makes 2-pt jump shot from 9 ft,79,88
376,4,8:16.0,M. Ellis misses 2-pt jump shot from 13 ft,,79,88
377,4,8:16.0,,Defensive rebound by O. Casspi,79,88
378,4,8:03.0,,D. Cousins makes 2-pt layup from 2 ft,79,90
379,4,7:45.0,P. George misses 2-pt jump shot from 9 ft,,79,90
380,4,7:44.0,,Defensive rebound by Team,79,90
381,4,7:29.0,,Turnover by D. Cousins (lost ball; steal by J. Young),79,90
382,4,7:20.0,M. Turner makes 2-pt layup from 4 ft (assist by J. Young),,81,90
383,4,7:08.0,,M. Belinelli misses 2-pt jump shot from 18 ft,81,90
384,4,7:07.0,Defensive rebound by J. Hill,,81,90
385,4,6:53.0,L. Allen enters the game for J. Hill,,81,90
386,4,6:51.0,Shooting foul by O. Casspi (drawn by P. George),,81,90
387,4,6:51.0,P. George makes free throw 1 of 3,,82,90
388,4,6:51.0,P. George makes free throw 2 of 3,,83,90
389,4,6:51.0,,R. Rondo enters the game for D. Collison,83,90
390,4,6:51.0,P. George makes free throw 3 of 3,,84,90
