,QUARTER,TIME_REMAINING,TORONTO_ACTION,HOUSTON_ACTION,TORONTO_SCORE,HOUSTON_SCORE
388,4,5:57.0,C. Joseph misses 3-pt jump shot from 23 ft,,91,97
389,4,5:56.0,,Defensive rebound by J. Harden,91,97
390,4,5:48.0,,J. Harden misses 2-pt layup from 2 ft (block by N. Powell),91,97
391,4,5:48.0,,Offensive rebound by Team,91,97
392,4,5:48.0,,Houston full timeout,91,97
393,4,5:37.0,,J. Harden misses 2-pt jump shot from 16 ft,91,97
394,4,5:36.0,Defensive rebound by J. Valančiūnas,,91,97
395,4,5:26.0,K. Lowry misses 2-pt layup from 2 ft,,91,97
396,4,5:25.0,,Defensive rebound by C. Brewer,91,97
397,4,5:19.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. Brewer),91,100
398,4,4:57.0,D. DeRozan misses 2-pt jump shot from 18 ft,,91,100
399,4,4:56.0,Offensive rebound by J. Valančiūnas,,91,100
400,4,4:44.0,K. Lowry makes 3-pt jump shot from 24 ft,,94,100
401,4,4:29.0,,Shooting foul by N. Powell (drawn by J. Harden),94,100
402,4,4:29.0,,J. Harden makes free throw 1 of 2,94,101
403,4,4:29.0,,J. Harden misses free throw 2 of 2,94,101
404,4,4:29.0,Defensive rebound by J. Valančiūnas,,94,101
405,4,4:18.0,Shooting foul by J. Harden (drawn by J. Valančiūnas),,94,101
406,4,4:18.0,J. Valančiūnas misses free throw 1 of 2,,94,101
407,4,4:18.0,Offensive rebound by Team,,94,101
408,4,4:18.0,J. Valančiūnas makes free throw 2 of 2,,95,101
409,4,4:05.0,,P. Beverley makes 2-pt jump shot from 8 ft,95,103
410,4,3:54.0,D. DeRozan misses 2-pt jump shot from 14 ft,,95,103
411,4,3:53.0,,Defensive rebound by C. Brewer,95,103
412,4,3:43.0,,Turnover by T. Ariza (bad pass; steal by J. Valančiūnas),95,103
413,4,3:30.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,95,103
414,4,3:29.0,,Defensive rebound by D. Howard,95,103
415,4,3:19.0,,Shooting foul by C. Joseph (drawn by D. Howard),95,103
416,4,3:19.0,,D. Howard misses free throw 1 of 2,95,103
417,4,3:19.0,,Offensive rebound by Team,95,103
418,4,3:19.0,,D. Howard misses free throw 2 of 2,95,103
419,4,3:19.0,Defensive rebound by J. Valančiūnas,,95,103
420,4,3:06.0,,M. Beasley enters the game for D. Howard,95,103
421,4,2:59.0,D. DeRozan misses 2-pt jump shot from 17 ft,,95,103
422,4,2:58.0,Offensive rebound by D. DeRozan,,95,103
423,4,2:57.0,D. DeRozan makes 2-pt layup from 1 ft,,97,103
424,4,2:55.0,Technical foul by D. DeRozan,,97,103
425,4,2:55.0,Technical foul by D. DeRozan,,97,103
426,4,2:55.0,,Houston full timeout,97,103
427,4,2:55.0,P. Patterson enters the game for D. DeRozan,,97,103
428,4,2:55.0,,J. Harden misses technical free throw,97,103
429,4,2:55.0,,Offensive rebound by Team,97,103
430,4,2:55.0,,J. Harden makes technical free throw,97,104
431,4,2:39.0,,J. Harden misses 2-pt jump shot from 17 ft,97,104
432,4,2:38.0,Defensive rebound by J. Valančiūnas,,97,104
433,4,2:26.0,K. Lowry misses 3-pt jump shot from 25 ft,,97,104
434,4,2:25.0,,Defensive rebound by J. Harden,97,104
435,4,2:23.0,,Shooting foul by K. Lowry (drawn by M. Beasley),97,104
436,4,2:23.0,,M. Beasley misses free throw 1 of 2,97,104
437,4,2:23.0,,Offensive rebound by Team,97,104
438,4,2:23.0,,M. Beasley makes free throw 2 of 2,97,105
439,4,2:13.0,Shooting foul by M. Beasley (drawn by C. Joseph),,97,105
440,4,2:13.0,C. Joseph makes free throw 1 of 2,,98,105
441,4,2:13.0,C. Joseph makes free throw 2 of 2,,99,105
442,4,2:01.0,,M. Beasley makes 2-pt layup from 2 ft (assist by T. Ariza),99,107
443,4,1:53.0,C. Joseph misses 2-pt layup from 2 ft (block by J. Harden),,99,107
444,4,1:53.0,Offensive rebound by Team,,99,107
445,4,1:46.0,K. Lowry misses 3-pt jump shot from 27 ft (block by P. Beverley),,99,107
446,4,1:45.0,,Defensive rebound by M. Beasley,99,107
447,4,1:25.0,,T. Ariza misses 2-pt jump shot from 10 ft,99,107
448,4,1:24.0,,Offensive rebound by P. Beverley,99,107
449,4,1:05.0,,J. Harden misses 3-pt jump shot from 24 ft,99,107
450,4,1:05.0,Defensive rebound by Team,,99,107
451,4,1:05.0,Toronto full timeout,,99,107
452,4,1:05.0,,D. Howard enters the game for M. Beasley,99,107
453,4,1:01.0,K. Lowry misses 2-pt layup from 2 ft,,99,107
454,4,1:00.0,Offensive rebound by J. Valančiūnas,,99,107
455,4,1:00.0,J. Valančiūnas makes 2-pt layup from 1 ft,,101,107
456,4,0:40.0,Offensive charge foul by P. Beverley (drawn by K. Lowry),,101,107
457,4,0:40.0,,Turnover by P. Beverley (offensive foul),101,107
458,4,0:36.0,Shooting foul by D. Howard (drawn by K. Lowry),,101,107
459,4,0:36.0,,M. Beasley enters the game for D. Howard,101,107
460,4,0:36.0,K. Lowry misses free throw 1 of 3,,101,107
461,4,0:36.0,Offensive rebound by Team,,101,107
462,4,0:36.0,K. Lowry misses free throw 2 of 3,,101,107
463,4,0:36.0,Offensive rebound by Team,,101,107
464,4,0:36.0,K. Lowry makes free throw 3 of 3,,102,107
465,4,0:26.0,,Personal foul by K. Lowry,102,107
466,4,0:26.0,Technical foul by K. Lowry,,102,107
467,4,0:26.0,J. Johnson enters the game for K. Lowry,,102,107
468,4,0:26.0,,T. Ariza makes technical free throw,102,108
469,4,0:26.0,,J. Harden makes free throw 1 of 2,102,109
470,4,0:26.0,,J. Harden makes free throw 2 of 2,102,110
471,4,0:26.0,Toronto full timeout,,102,110
472,4,0:22.0,N. Powell misses 2-pt jump shot from 4 ft (block by C. Brewer),,102,110
473,4,0:20.0,Offensive rebound by J. Valančiūnas,,102,110
474,4,0:18.0,J. Valančiūnas misses 2-pt layup from 1 ft,,102,110
475,4,0:18.0,Offensive rebound by P. Patterson,,102,110
476,4,0:18.0,P. Patterson makes 2-pt layup from 2 ft,,104,110
477,4,0:12.0,,Turnover by J. Harden (bad pass; steal by J. Johnson),104,110
478,4,0:10.0,Shooting foul by J. Harden (drawn by P. Patterson),,104,110
479,4,0:10.0,P. Patterson makes 2-pt dunk at rim (assist by J. Johnson),,106,110
480,4,0:10.0,B. Biyombo enters the game for J. Valančiūnas,,106,110
481,4,0:10.0,,D. Motiejūnas enters the game for P. Beverley,106,110
482,4,0:10.0,P. Patterson makes free throw 1 of 1,,107,110
483,4,0:10.0,,Houston full timeout,107,110
484,4,0:10.0,,P. Beverley enters the game for D. Motiejūnas,107,110
485,4,0:10.0,,J. Terry enters the game for M. Beasley,107,110
486,4,0:08.0,,Personal take foul by P. Patterson,107,110
487,4,0:08.0,,T. Ariza makes free throw 1 of 2,107,111
488,4,0:08.0,,T. Ariza makes free throw 2 of 2,107,112
489,4,0:08.0,Toronto full timeout,,107,112
490,4,0:08.0,,M. Beasley enters the game for J. Terry,107,112
491,4,0:08.0,J. Valančiūnas enters the game for B. Biyombo,,107,112
492,4,0:04.0,C. Joseph makes 2-pt layup from 3 ft,,109,112
493,4,0:01.0,,Personal take foul by J. Valančiūnas,109,112
494,4,0:01.0,L. Scola enters the game for J. Valančiūnas,,109,112
495,4,0:01.0,,C. Brewer misses free throw 1 of 2,109,112
496,4,0:01.0,,Offensive rebound by Team,109,112
497,4,0:01.0,,C. Brewer misses free throw 2 of 2,109,112
498,4,0:01.0,Defensive rebound by N. Powell,,109,112
