,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,HOUSTON_ACTION,MILWAUKEE_SCORE,HOUSTON_SCORE
378,4,7:00.0,,T. Jones makes 2-pt layup from 3 ft (assist by J. Smith),79,88
379,4,6:44.0,Def 3 sec tech foul by J. Smith,,79,88
380,4,6:44.0,K. Middleton makes technical free throw,,80,88
381,4,6:44.0,,T. Ariza enters the game for M. Thornton,80,88
382,4,6:44.0,,J. Harden enters the game for J. Smith,80,88
383,4,6:44.0,G. Antetokounmpo enters the game for J. Bayless,,80,88
384,4,6:31.0,K. Middleton makes 2-pt jump shot from 21 ft,,82,88
385,4,6:01.0,,T. Ariza misses 3-pt jump shot from 22 ft,82,88
386,4,6:00.0,,Offensive rebound by T. Lawson,82,88
387,4,5:56.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Jones),82,91
388,4,5:43.0,G. Monroe makes 2-pt hook shot from 5 ft (assist by K. Middleton),,84,91
389,4,5:32.0,,Personal foul by G. Monroe (drawn by J. Harden),84,91
390,4,5:32.0,,Houston full timeout,84,91
391,4,5:32.0,,J. Terry enters the game for T. Lawson,84,91
392,4,5:18.0,,T. Jones misses 3-pt jump shot from 24 ft,84,91
393,4,5:17.0,Defensive rebound by M. Carter-Williams,,84,91
394,4,5:02.0,K. Middleton misses 2-pt jump shot from 11 ft,,84,91
395,4,5:01.0,,Defensive rebound by J. Harden,84,91
396,4,4:57.0,,T. Jones makes 2-pt dunk at rim (assist by J. Harden),84,93
397,4,4:35.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,84,93
398,4,4:34.0,,Defensive rebound by T. Jones,84,93
399,4,4:26.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by J. Terry),84,96
400,4,4:26.0,Milwaukee full timeout,,84,96
401,4,4:14.0,Turnover by M. Carter-Williams (bad pass; steal by C. Brewer),,84,96
402,4,4:09.0,,T. Ariza misses 3-pt jump shot from 25 ft,84,96
403,4,4:08.0,Defensive rebound by G. Monroe,,84,96
404,4,3:58.0,G. Antetokounmpo makes 2-pt dunk at rim,,86,96
405,4,3:33.0,,J. Terry misses 3-pt jump shot from 24 ft,86,96
406,4,3:32.0,Defensive rebound by J. Parker,,86,96
407,4,3:27.0,M. Carter-Williams makes 2-pt dunk at rim (assist by K. Middleton),,88,96
408,4,3:27.0,Shooting foul by J. Terry (drawn by M. Carter-Williams),,88,96
409,4,3:27.0,M. Carter-Williams misses free throw 1 of 1,,88,96
410,4,3:27.0,,Defensive rebound by T. Ariza,88,96
411,4,3:16.0,,Houston full timeout,88,96
412,4,3:07.0,,T. Jones misses 2-pt jump shot from 3 ft,88,96
413,4,3:06.0,Defensive rebound by G. Antetokounmpo,,88,96
414,4,2:57.0,J. Parker misses 2-pt jump shot from 8 ft,,88,96
415,4,2:55.0,,Defensive rebound by Team,88,96
416,4,2:38.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by C. Brewer),88,99
417,4,2:19.0,M. Carter-Williams makes 2-pt jump shot from 9 ft (assist by G. Antetokounmpo),,90,99
418,4,1:58.0,,Shooting foul by G. Antetokounmpo (drawn by J. Harden),90,99
419,4,1:58.0,,J. Harden makes free throw 1 of 2,90,100
420,4,1:58.0,,C. Capela enters the game for J. Terry,90,100
421,4,1:58.0,,J. Harden misses free throw 2 of 2,90,100
422,4,1:58.0,Defensive rebound by G. Monroe,,90,100
423,4,1:45.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,92,100
424,4,1:45.0,Shooting foul by C. Capela (drawn by G. Monroe),,92,100
425,4,1:45.0,,J. Terry enters the game for C. Capela,92,100
426,4,1:45.0,G. Monroe misses free throw 1 of 1,,92,100
427,4,1:45.0,,Defensive rebound by T. Jones,92,100
428,4,1:19.0,,Turnover by C. Brewer (offensive goaltending),92,100
429,4,1:19.0,,J. Smith enters the game for J. Terry,92,100
430,4,1:12.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),,94,100
431,4,0:48.0,,Turnover by Team (shot clock),94,100
432,4,0:39.0,Shooting foul by J. Harden (drawn by G. Monroe),,94,100
433,4,0:39.0,G. Monroe makes free throw 1 of 2,,95,100
434,4,0:39.0,,J. Terry enters the game for J. Smith,95,100
435,4,0:39.0,G. Monroe misses free throw 2 of 2,,95,100
436,4,0:39.0,,Defensive rebound by J. Harden,95,100
437,4,0:17.0,,T. Jones misses 2-pt layup from 4 ft (block by G. Antetokounmpo),95,100
438,4,0:17.0,,Offensive rebound by Team,95,100
439,4,0:17.0,,Houston full timeout,95,100
440,4,0:17.0,J. Henson enters the game for G. Monroe,,95,100
441,4,0:15.0,,J. Terry misses 3-pt jump shot from 23 ft,95,100
442,4,0:14.0,Defensive rebound by G. Antetokounmpo,,95,100
443,4,0:14.0,Milwaukee full timeout,,95,100
444,4,0:14.0,,J. Smith enters the game for J. Terry,95,100
445,4,0:14.0,G. Monroe enters the game for M. Carter-Williams,,95,100
446,4,0:14.0,J. Bayless enters the game for J. Henson,,95,100
447,4,0:10.0,K. Middleton misses 3-pt jump shot from 25 ft,,95,100
448,4,0:09.0,Offensive rebound by J. Bayless,,95,100
449,4,0:07.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by J. Bayless),,98,100
450,4,0:07.0,,Houston full timeout,98,100
451,4,0:07.0,,J. Terry enters the game for J. Smith,98,100
452,4,0:07.0,J. Henson enters the game for J. Parker,,98,100
453,4,0:07.0,M. Carter-Williams enters the game for G. Monroe,,98,100
454,4,0:04.0,,Personal foul by J. Henson (drawn by T. Ariza),98,100
455,4,0:04.0,,T. Ariza makes free throw 1 of 2,98,101
456,4,0:04.0,G. Monroe enters the game for J. Bayless,,98,101
457,4,0:04.0,,J. Smith enters the game for J. Terry,98,101
458,4,0:04.0,,T. Ariza makes free throw 2 of 2,98,102
459,4,0:04.0,Milwaukee full timeout,,98,102
460,4,0:04.0,J. Bayless enters the game for J. Henson,,98,102
461,4,0:00.0,J. Bayless misses 3-pt jump shot from 23 ft,,98,102
462,4,0:00.0,Offensive rebound by Team,,98,102
