,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW ORLEANS_ACTION,BOSTON_SCORE,NEW ORLEANS_SCORE
68,1,3:53.0,,R. Anderson makes 2-pt jump shot from 9 ft (assist by J. Holiday),19,17
69,1,3:41.0,Boston full timeout,,19,17
70,1,3:41.0,J. Jerebko enters the game for A. Johnson,,19,17
71,1,3:41.0,,D. Cunningham enters the game for E. Gordon,19,17
72,1,3:41.0,,N. Cole enters the game for T. Evans,19,17
73,1,3:31.0,Turnover by J. Jerebko (3 sec),,19,17
74,1,3:31.0,E. Turner enters the game for I. Thomas,,19,17
75,1,3:11.0,,J. Holiday makes 3-pt jump shot from 23 ft,19,20
76,1,2:59.0,Personal foul by D. Cunningham (drawn by J. Crowder),,19,20
77,1,2:59.0,J. Crowder makes free throw 1 of 2,,20,20
78,1,2:59.0,K. Olynyk enters the game for A. Bradley,,20,20
79,1,2:59.0,J. Crowder makes free throw 2 of 2,,21,20
80,1,2:44.0,,Personal foul by J. Jerebko (drawn by R. Anderson),21,20
81,1,2:28.0,,N. Cole misses 2-pt jump shot from 21 ft,21,20
82,1,2:28.0,Defensive rebound by K. Olynyk,,21,20
83,1,2:14.0,K. Olynyk misses 2-pt jump shot from 17 ft,,21,20
84,1,2:13.0,,Defensive rebound by J. Holiday,21,20
85,1,2:07.0,,J. Holiday misses 3-pt jump shot from 25 ft,21,20
86,1,2:06.0,Defensive rebound by E. Turner,,21,20
87,1,1:45.0,E. Turner misses 3-pt jump shot from 24 ft,,21,20
88,1,1:44.0,,Defensive rebound by D. Cunningham,21,20
89,1,1:30.0,,A. Ajinça misses 2-pt layup from 2 ft,21,20
90,1,1:30.0,Defensive rebound by Team,,21,20
91,1,1:23.0,J. Jerebko makes 2-pt layup from 1 ft (assist by J. Crowder),,23,20
92,1,1:00.0,,R. Anderson misses 2-pt jump shot from 3 ft (block by J. Crowder),23,20
93,1,1:00.0,,Offensive rebound by R. Anderson,23,20
94,1,1:00.0,,Offensive foul by R. Anderson (drawn by J. Jerebko),23,20
95,1,1:00.0,,Turnover by R. Anderson (offensive foul),23,20
96,1,0:47.0,E. Turner misses 2-pt jump shot from 12 ft,,23,20
97,1,0:46.0,,Defensive rebound by J. Holiday,23,20
98,1,0:43.0,,J. Holiday makes 2-pt layup from 1 ft,23,22
99,1,0:43.0,,Shooting foul by J. Jerebko (drawn by J. Holiday),23,22
100,1,0:43.0,,J. Holiday makes free throw 1 of 1,23,23
101,1,0:26.0,T. Zeller makes 2-pt dunk at rim (assist by K. Olynyk),,25,23
102,1,0:08.0,,R. Anderson makes 2-pt layup from 1 ft (assist by J. Holiday),25,25
103,1,0:00.0,J. Crowder misses 3-pt jump shot from 23 ft,,25,25
104,1,0:00.0,Offensive rebound by Team,,25,25
105,2,11:37.0,E. Turner misses 2-pt jump shot from 14 ft,,25,25
106,2,11:35.0,Offensive rebound by T. Zeller,,25,25
107,2,11:33.0,Turnover by T. Zeller (bad pass),,25,25
108,2,11:22.0,,N. Cole makes 2-pt jump shot from 16 ft,25,27
109,2,11:11.0,Turnover by E. Turner (bad pass),,25,27
110,2,11:03.0,,J. Holiday misses 2-pt layup from 1 ft,25,27
111,2,11:03.0,Defensive rebound by Team,,25,27
112,2,10:43.0,J. Young misses 3-pt jump shot from 24 ft,,25,27
113,2,10:42.0,,Defensive rebound by A. Ajinça,25,27
114,2,10:35.0,,N. Cole misses 2-pt jump shot from 17 ft,25,27
115,2,10:35.0,Defensive rebound by J. Jerebko,,25,27
116,2,10:26.0,Turnover by E. Turner (bad pass),,25,27
117,2,10:26.0,I. Thomas enters the game for T. Zeller,,25,27
118,2,10:11.0,,R. Anderson makes 2-pt layup from 2 ft (assist by A. Ajinça),25,29
119,2,9:56.0,E. Turner misses 2-pt layup from 1 ft (block by J. Holiday),,25,29
120,2,9:55.0,Offensive rebound by E. Turner,,25,29
121,2,9:54.0,E. Turner misses 2-pt layup from 2 ft,,25,29
122,2,9:52.0,,Defensive rebound by R. Anderson,25,29
123,2,9:47.0,,N. Cole makes 2-pt layup from 1 ft,25,31
124,2,9:39.0,K. Olynyk misses 3-pt jump shot from 25 ft,,25,31
125,2,9:38.0,,Defensive rebound by Team,25,31
126,2,9:29.0,,Turnover by N. Cole (bad pass; steal by K. Olynyk),25,31
127,2,9:24.0,E. Turner makes 2-pt layup from 2 ft,,27,31
128,2,9:06.0,,Shooting foul by J. Jerebko (drawn by R. Anderson),27,31
129,2,9:06.0,,R. Anderson makes free throw 1 of 2,27,32
130,2,9:06.0,,A. Davis enters the game for A. Ajinça,27,32
131,2,9:06.0,J. Sullinger enters the game for J. Jerebko,,27,32
132,2,9:06.0,,R. Anderson misses free throw 2 of 2,27,32
133,2,9:05.0,Defensive rebound by J. Sullinger,,27,32
134,2,8:50.0,K. Olynyk makes 2-pt jump shot from 6 ft,,29,32
135,2,8:41.0,,R. Anderson misses 3-pt jump shot from 25 ft,29,32
136,2,8:40.0,Defensive rebound by J. Sullinger,,29,32
137,2,8:29.0,Official timeout,,29,32
138,2,8:25.0,K. Olynyk misses 3-pt jump shot from 24 ft,,29,32
139,2,8:24.0,,Defensive rebound by D. Cunningham,29,32
140,2,8:07.0,,J. Holiday makes 2-pt jump shot from 16 ft,29,34
141,2,7:52.0,I. Thomas makes 2-pt jump shot from 14 ft (assist by K. Olynyk),,31,34
142,2,7:37.0,A. Bradley enters the game for E. Turner,,31,34
143,2,7:36.0,,Turnover by N. Cole (step out of bounds),31,34
144,2,7:28.0,I. Thomas misses 2-pt jump shot from 9 ft (block by N. Cole),,31,34
145,2,7:28.0,,Defensive rebound by N. Cole,31,34
146,2,7:27.0,Loose ball foul by I. Thomas (drawn by N. Cole),,31,34
147,2,7:06.0,,R. Anderson misses 2-pt jump shot from 10 ft,31,34
148,2,7:05.0,Defensive rebound by J. Young,,31,34
149,2,6:48.0,K. Olynyk makes 2-pt hook shot from 7 ft,,33,34
150,2,6:35.0,,A. Davis misses 2-pt jump shot from 18 ft,33,34
151,2,6:34.0,Defensive rebound by J. Young,,33,34
152,2,6:30.0,Personal foul by J. Holiday (drawn by I. Thomas),,33,34
153,2,6:30.0,,T. Evans enters the game for N. Cole,33,34
154,2,6:26.0,Turnover by J. Sullinger (3 sec),,33,34
155,2,6:10.0,,J. Holiday makes 2-pt jump shot from 10 ft,33,36
156,2,5:58.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by A. Bradley),,36,36
157,2,5:45.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),36,38
158,2,5:29.0,K. Olynyk misses 3-pt jump shot from 25 ft,,36,38
159,2,5:26.0,Offensive rebound by J. Sullinger,,36,38
160,2,5:15.0,K. Olynyk makes 2-pt layup from 2 ft,,38,38
161,2,5:00.0,,R. Anderson makes 2-pt layup from 1 ft (assist by J. Holiday),38,40
162,2,4:38.0,I. Thomas makes 2-pt jump shot from 18 ft,,40,40
163,2,4:31.0,,Shooting foul by J. Sullinger (drawn by D. Cunningham),40,40
164,2,4:31.0,,New Orleans full timeout,40,40
165,2,4:31.0,J. Crowder enters the game for K. Olynyk,,40,40
166,2,4:31.0,A. Johnson enters the game for J. Young,,40,40
167,2,4:31.0,,E. Gordon enters the game for J. Holiday,40,40
168,2,4:31.0,,D. Cunningham makes free throw 1 of 2,40,41
169,2,4:31.0,,D. Cunningham makes free throw 2 of 2,40,42
170,2,4:18.0,A. Bradley misses 2-pt jump shot from 12 ft,,40,42
171,2,4:17.0,,Defensive rebound by D. Cunningham,40,42
172,2,4:03.0,,A. Davis misses 2-pt jump shot from 17 ft,40,42
173,2,4:03.0,Defensive rebound by J. Sullinger,,40,42
174,2,3:53.0,I. Thomas makes 2-pt jump shot from 12 ft,,42,42
175,2,3:37.0,,Turnover by T. Evans (lost ball; steal by J. Sullinger),42,42
176,2,3:28.0,J. Sullinger misses 2-pt layup from 1 ft,,42,42
177,2,3:27.0,,Defensive rebound by A. Davis,42,42
178,2,3:20.0,,Turnover by T. Evans (bad pass),42,42
179,2,3:09.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Sullinger),,45,42
180,2,2:52.0,,Turnover by T. Evans (lost ball; steal by A. Bradley),45,42
181,2,2:37.0,A. Johnson makes 2-pt hook shot from 5 ft,,47,42
182,2,2:18.0,,R. Anderson makes 2-pt jump shot from 6 ft,47,44
183,2,2:01.0,J. Crowder makes 2-pt layup from 1 ft (assist by A. Johnson),,49,44
184,2,1:40.0,,T. Evans misses 2-pt jump shot from 3 ft,49,44
185,2,1:39.0,,Offensive rebound by T. Evans,49,44
186,2,1:38.0,,T. Evans misses 2-pt layup from 2 ft,49,44
187,2,1:37.0,Defensive rebound by J. Sullinger,,49,44
188,2,1:36.0,,Technical foul by T. Evans,49,44
189,2,1:36.0,Boston full timeout,,49,44
190,2,1:36.0,,N. Cole enters the game for D. Cunningham,49,44
191,2,1:36.0,A. Bradley makes technical free throw,,50,44
192,2,1:29.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Bradley),,53,44
193,2,1:06.0,,R. Anderson misses 2-pt jump shot from 19 ft,53,44
194,2,1:05.0,Defensive rebound by A. Bradley,,53,44
195,2,0:51.0,Offensive foul by A. Bradley (drawn by E. Gordon),,53,44
196,2,0:51.0,Turnover by A. Bradley (offensive foul),,53,44
197,2,0:35.0,,Personal foul by J. Crowder (drawn by A. Davis),53,44
198,2,0:26.0,,N. Cole misses 3-pt jump shot from 23 ft,53,44
199,2,0:25.0,Defensive rebound by A. Johnson,,53,44
200,2,0:04.0,Turnover by A. Johnson (lost ball; steal by N. Cole),,53,44
201,3,11:48.0,Turnover by I. Thomas (bad pass; steal by T. Evans),,53,44
202,3,11:41.0,,A. Gee makes 2-pt jump shot from 16 ft (assist by T. Evans),53,46
203,3,11:41.0,,Shooting foul by J. Sullinger (drawn by A. Gee),53,46
204,3,11:41.0,,A. Gee makes free throw 1 of 1,53,47
205,3,11:30.0,Turnover by J. Crowder (traveling),,53,47
206,3,11:22.0,,Personal foul by A. Johnson (drawn by A. Davis),53,47
207,3,11:14.0,,T. Evans misses 2-pt jump shot from 20 ft,53,47
208,3,11:13.0,Defensive rebound by J. Sullinger,,53,47
209,3,11:05.0,Personal block foul by T. Evans (drawn by J. Crowder),,53,47
210,3,10:52.0,J. Sullinger makes 2-pt jump shot from 22 ft (assist by I. Thomas),,55,47
211,3,10:28.0,,A. Davis misses 2-pt layup from 2 ft,55,47
212,3,10:28.0,,Offensive rebound by Ö. Aşık,55,47
213,3,10:28.0,,Shooting foul by A. Johnson (drawn by Ö. Aşık),55,47
214,3,10:28.0,,Ö. Aşık makes free throw 1 of 2,55,48
215,3,10:28.0,,Ö. Aşık makes free throw 2 of 2,55,49
216,3,10:14.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by I. Thomas),,58,49
217,3,10:14.0,Shooting foul by E. Gordon (drawn by A. Bradley),,58,49
218,3,10:14.0,A. Bradley makes free throw 1 of 1,,59,49
219,3,10:00.0,,Turnover by T. Evans (bad pass),59,49
220,3,9:43.0,A. Bradley misses 2-pt layup from 1 ft,,59,49
221,3,9:42.0,,Defensive rebound by A. Davis,59,49
222,3,9:31.0,,A. Davis misses 2-pt jump shot from 4 ft,59,49
223,3,9:30.0,Defensive rebound by J. Sullinger,,59,49
224,3,9:26.0,I. Thomas misses 2-pt layup from 2 ft (block by E. Gordon),,59,49
225,3,9:25.0,Offensive rebound by A. Johnson,,59,49
226,3,9:24.0,A. Johnson makes 2-pt jump shot from 3 ft,,61,49
227,3,9:16.0,,New Orleans full timeout,61,49
228,3,9:16.0,,J. Holiday enters the game for E. Gordon,61,49
229,3,9:16.0,,N. Cole enters the game for T. Evans,61,49
230,3,9:05.0,,A. Davis misses 2-pt jump shot from 20 ft,61,49
231,3,9:04.0,Defensive rebound by J. Sullinger,,61,49
232,3,8:46.0,A. Johnson misses 2-pt jump shot from 20 ft,,61,49
233,3,8:45.0,,Defensive rebound by A. Gee,61,49
234,3,8:28.0,,J. Holiday misses 2-pt jump shot from 13 ft,61,49
235,3,8:28.0,Defensive rebound by A. Johnson,,61,49
236,3,8:15.0,A. Bradley makes 3-pt jump shot from 22 ft (assist by J. Sullinger),,64,49
237,3,8:00.0,,Shooting foul by A. Bradley (drawn by J. Holiday),64,49
238,3,8:00.0,,J. Holiday makes free throw 1 of 2,64,50
239,3,8:00.0,,A. Ajinça enters the game for A. Gee,64,50
240,3,8:00.0,,R. Anderson enters the game for A. Davis,64,50
241,3,8:00.0,,D. Cunningham enters the game for Ö. Aşık,64,50
242,3,8:00.0,,J. Holiday makes free throw 2 of 2,64,51
243,3,7:44.0,A. Bradley misses 3-pt jump shot from 24 ft,,64,51
244,3,7:43.0,,Defensive rebound by R. Anderson,64,51
245,3,7:34.0,,N. Cole misses 2-pt layup from 2 ft,64,51
246,3,7:34.0,Defensive rebound by J. Crowder,,64,51
247,3,7:28.0,I. Thomas makes 3-pt jump shot from 24 ft,,67,51
248,3,7:07.0,,D. Cunningham misses 2-pt layup from 2 ft (block by A. Johnson),67,51
249,3,7:05.0,Defensive rebound by J. Sullinger,,67,51
250,3,7:01.0,A. Bradley misses 3-pt jump shot from 24 ft,,67,51
251,3,7:01.0,,Defensive rebound by Team,67,51
252,3,6:43.0,,R. Anderson misses 2-pt jump shot from 5 ft,67,51
253,3,6:42.0,Defensive rebound by J. Sullinger,,67,51
254,3,6:34.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by I. Thomas),,70,51
255,3,6:25.0,,New Orleans full timeout,70,51
256,3,6:10.0,,N. Cole makes 2-pt jump shot from 17 ft,70,53
257,3,5:56.0,Shooting foul by D. Cunningham (drawn by J. Crowder),,70,53
258,3,5:56.0,J. Crowder makes free throw 1 of 3,,71,53
259,3,5:56.0,J. Crowder makes free throw 2 of 3,,72,53
260,3,5:56.0,J. Crowder makes free throw 3 of 3,,73,53
261,3,5:43.0,,N. Cole misses 2-pt jump shot from 20 ft,73,53
262,3,5:41.0,Defensive rebound by I. Thomas,,73,53
263,3,5:30.0,,Offensive charge foul by J. Sullinger (drawn by R. Anderson),73,53
264,3,5:30.0,Turnover by J. Sullinger (offensive foul),,73,53
265,3,5:05.0,,N. Cole misses 3-pt jump shot from 24 ft,73,53
266,3,5:04.0,Defensive rebound by J. Sullinger,,73,53
267,3,4:59.0,I. Thomas misses 2-pt layup from 2 ft,,73,53
268,3,4:57.0,,Defensive rebound by D. Cunningham,73,53
269,3,4:46.0,,A. Ajinça makes 2-pt jump shot from 5 ft (assist by R. Anderson),73,55
270,3,4:33.0,Personal foul by N. Cole (drawn by I. Thomas),,73,55
271,3,4:33.0,K. Olynyk enters the game for J. Sullinger,,73,55
272,3,4:23.0,A. Johnson makes 2-pt hook shot from 3 ft (assist by I. Thomas),,75,55
273,3,4:14.0,,J. Holiday misses 2-pt layup from 2 ft (block by A. Johnson),75,55
274,3,4:13.0,,Offensive rebound by A. Ajinça,75,55
275,3,4:12.0,,A. Ajinça makes 2-pt dunk at rim,75,57
276,3,3:55.0,Boston full timeout,,75,57
277,3,3:55.0,,I. Smith enters the game for J. Holiday,75,57
278,3,3:48.0,K. Olynyk misses 2-pt hook shot from 4 ft,,75,57
279,3,3:47.0,,Defensive rebound by A. Ajinça,75,57
280,3,3:35.0,,N. Cole misses 2-pt jump shot from 17 ft,75,57
281,3,3:34.0,Defensive rebound by A. Johnson,,75,57
282,3,3:21.0,J. Crowder misses 2-pt jump shot from 22 ft,,75,57
283,3,3:20.0,,Defensive rebound by D. Cunningham,75,57
284,3,3:04.0,,R. Anderson misses 2-pt jump shot from 4 ft (block by K. Olynyk),75,57
285,3,3:04.0,,Offensive rebound by R. Anderson,75,57
286,3,3:04.0,,R. Anderson misses 2-pt layup from 4 ft,75,57
287,3,3:04.0,,Offensive rebound by R. Anderson,75,57
288,3,3:04.0,,Shooting foul by K. Olynyk (drawn by R. Anderson),75,57
289,3,3:04.0,,R. Anderson makes free throw 1 of 2,75,58
290,3,3:04.0,J. Young enters the game for J. Crowder,,75,58
291,3,3:04.0,E. Turner enters the game for I. Thomas,,75,58
292,3,3:04.0,,R. Anderson makes free throw 2 of 2,75,59
293,3,2:50.0,J. Young misses 3-pt jump shot from 25 ft,,75,59
294,3,2:48.0,,Defensive rebound by R. Anderson,75,59
295,3,2:36.0,,A. Ajinça makes 2-pt jump shot from 4 ft (assist by I. Smith),75,61
296,3,2:23.0,A. Bradley misses 2-pt jump shot from 21 ft,,75,61
297,3,2:21.0,Offensive rebound by A. Johnson,,75,61
298,3,2:13.0,Shooting block foul by A. Ajinça (drawn by J. Young),,75,61
299,3,2:13.0,J. Young misses free throw 1 of 2,,75,61
300,3,2:13.0,Offensive rebound by Team,,75,61
301,3,2:13.0,,A. Davis enters the game for A. Ajinça,75,61
302,3,2:13.0,J. Young misses free throw 2 of 2,,75,61
303,3,2:11.0,Offensive rebound by K. Olynyk,,75,61
304,3,2:09.0,Turnover by K. Olynyk (lost ball; steal by D. Cunningham),,75,61
305,3,1:52.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by I. Smith),75,64
306,3,1:46.0,Personal foul by N. Cole (drawn by A. Johnson),,75,64
307,3,1:46.0,A. Johnson misses free throw 1 of 2,,75,64
308,3,1:46.0,Offensive rebound by Team,,75,64
309,3,1:46.0,A. Johnson misses free throw 2 of 2,,75,64
310,3,1:44.0,,Defensive rebound by R. Anderson,75,64
311,3,1:36.0,,Turnover by I. Smith (bad pass; steal by K. Olynyk),75,64
312,3,1:16.0,K. Olynyk makes 2-pt layup from 1 ft (assist by A. Bradley),,77,64
313,3,1:06.0,,Personal foul by K. Olynyk (drawn by I. Smith),77,64
314,3,1:06.0,,I. Smith misses free throw 1 of 2,77,64
315,3,1:06.0,,Offensive rebound by Team,77,64
316,3,1:06.0,J. Jerebko enters the game for A. Johnson,,77,64
317,3,1:06.0,,I. Smith makes free throw 2 of 2,77,65
318,3,0:49.0,Shooting foul by N. Cole (drawn by E. Turner),,77,65
319,3,0:49.0,E. Turner makes free throw 1 of 2,,78,65
320,3,0:49.0,E. Turner makes free throw 2 of 2,,79,65
321,3,0:35.0,,N. Cole misses 3-pt jump shot from 24 ft,79,65
322,3,0:34.0,,Offensive rebound by Team,79,65
323,3,0:29.0,,A. Davis makes 2-pt jump shot from 9 ft (assist by R. Anderson),79,67
324,3,0:23.0,J. Young makes 2-pt layup from 1 ft,,81,67
325,3,0:04.0,,A. Davis misses 2-pt dunk at rim,81,67
326,3,0:02.0,,Offensive rebound by N. Cole,81,67
327,3,0:01.0,,N. Cole misses 3-pt jump shot from 26 ft,81,67
328,3,0:00.0,,Offensive rebound by A. Davis,81,67
329,4,11:46.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by D. Cunningham),81,69
330,4,11:22.0,E. Turner misses 2-pt jump shot from 11 ft,,81,69
331,4,11:21.0,,Defensive rebound by I. Smith,81,69
332,4,11:17.0,,Personal foul by J. Jerebko (drawn by A. Davis),81,69
333,4,11:17.0,J. Sullinger enters the game for J. Jerebko,,81,69
334,4,11:07.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by I. Smith),81,71
335,4,10:40.0,J. Crowder makes 3-pt jump shot from 27 ft (assist by E. Turner),,84,71
336,4,10:16.0,,A. Davis makes 2-pt layup from 2 ft (assist by D. Cunningham),84,73
337,4,10:01.0,J. Sullinger misses 2-pt jump shot from 8 ft,,84,73
338,4,10:00.0,,Defensive rebound by I. Smith,84,73
339,4,9:50.0,,Turnover by I. Smith (bad pass; steal by J. Young),84,73
340,4,9:44.0,E. Turner makes 2-pt layup at rim (assist by J. Young),,86,73
341,4,9:34.0,,A. Davis misses 2-pt jump shot from 14 ft,86,73
342,4,9:33.0,,Offensive rebound by R. Anderson,86,73
343,4,9:33.0,,R. Anderson misses 2-pt layup from 1 ft,86,73
344,4,9:32.0,Defensive rebound by J. Young,,86,73
345,4,9:17.0,J. Sullinger misses 2-pt layup from 1 ft (block by A. Davis),,86,73
346,4,9:16.0,Offensive rebound by J. Sullinger,,86,73
347,4,9:15.0,J. Sullinger misses 2-pt layup from 2 ft (block by A. Davis),,86,73
348,4,9:14.0,Offensive rebound by J. Sullinger,,86,73
349,4,9:13.0,J. Sullinger makes 2-pt layup from 1 ft,,88,73
350,4,8:56.0,,Turnover by N. Cole (lost ball; steal by E. Turner),88,73
351,4,8:51.0,Shooting foul by A. Davis (drawn by K. Olynyk),,88,73
352,4,8:51.0,Official timeout,,88,73
353,4,8:51.0,K. Olynyk makes free throw 1 of 3,,89,73
354,4,8:51.0,K. Olynyk makes free throw 2 of 3,,90,73
355,4,8:51.0,K. Olynyk makes free throw 3 of 3,,91,73
356,4,8:28.0,,I. Smith makes 2-pt jump shot from 14 ft,91,75
357,4,8:09.0,J. Young makes 2-pt jump shot from 3 ft,,93,75
358,4,7:49.0,,N. Cole makes 2-pt jump shot from 16 ft,93,77
359,4,7:29.0,Shooting foul by N. Cole (drawn by E. Turner),,93,77
360,4,7:29.0,E. Turner makes free throw 1 of 2,,94,77
361,4,7:29.0,,J. Holiday enters the game for N. Cole,94,77
362,4,7:29.0,E. Turner makes free throw 2 of 2,,95,77
363,4,7:13.0,,J. Holiday misses 2-pt layup from 1 ft,95,77
364,4,7:12.0,,Offensive rebound by R. Anderson,95,77
365,4,7:12.0,,R. Anderson misses 2-pt layup from 2 ft,95,77
366,4,7:11.0,Defensive rebound by K. Olynyk,,95,77
367,4,6:54.0,J. Crowder makes 2-pt layup from 1 ft (assist by E. Turner),,97,77
368,4,6:42.0,,A. Davis misses 2-pt jump shot from 10 ft,97,77
369,4,6:41.0,Defensive rebound by E. Turner,,97,77
370,4,6:37.0,Turnover by E. Turner (bad pass; steal by J. Holiday),,97,77
371,4,6:32.0,,Turnover by J. Holiday (bad pass; steal by E. Turner),97,77
372,4,6:25.0,Personal foul by R. Anderson (drawn by K. Olynyk),,97,77
373,4,6:16.0,Turnover by J. Sullinger (3 sec),,97,77
374,4,5:55.0,,R. Anderson makes 2-pt jump shot from 22 ft (assist by J. Holiday),97,79
375,4,5:26.0,J. Sullinger misses 2-pt jump shot from 18 ft,,97,79
376,4,5:26.0,,Defensive rebound by I. Smith,97,79
377,4,5:15.0,,A. Davis misses 3-pt jump shot from 24 ft,97,79
378,4,5:14.0,Defensive rebound by J. Sullinger,,97,79
379,4,4:56.0,K. Olynyk makes 2-pt jump shot from 10 ft,,99,79
380,4,4:47.0,,Shooting foul by J. Young (drawn by J. Holiday),99,79
381,4,4:47.0,,New Orleans full timeout,99,79
382,4,4:47.0,I. Thomas enters the game for J. Young,,99,79
