,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHILADELPHIA_ACTION,ATLANTA_SCORE,PHILADELPHIA_SCORE
60,1,4:20.0,J. Teague misses 2-pt jump shot from 5 ft,,16,9
61,1,4:16.0,,Defensive rebound by R. Covington,16,9
62,1,4:11.0,,Shooting foul by K. Korver (drawn by N. Stauskas),16,9
63,1,4:11.0,,N. Stauskas makes free throw 1 of 2,16,10
64,1,4:11.0,D. Schröder enters the game for K. Korver,,16,10
65,1,4:11.0,T. Hardaway enters the game for J. Teague,,16,10
66,1,4:11.0,,I. Canaan enters the game for R. Covington,16,10
67,1,4:11.0,,N. Noel enters the game for J. Okafor,16,10
68,1,4:11.0,,N. Stauskas makes free throw 2 of 2,16,11
69,1,4:04.0,Personal foul by J. Grant (drawn by P. Millsap),,16,11
70,1,4:04.0,,H. Thompson enters the game for N. Stauskas,16,11
71,1,3:58.0,M. Muscala makes 2-pt jump shot from 4 ft (assist by T. Hardaway),,18,11
72,1,3:51.0,,Personal foul by D. Schröder (drawn by I. Smith),18,11
73,1,3:41.0,,Turnover by J. Grant (bad pass; steal by T. Sefolosha),18,11
74,1,3:37.0,Turnover by T. Sefolosha (lost ball),,18,11
75,1,3:24.0,,I. Canaan misses 2-pt layup from 2 ft,18,11
76,1,3:20.0,,Offensive rebound by N. Noel,18,11
77,1,3:20.0,,N. Noel makes 2-pt dunk at rim,18,13
78,1,3:09.0,D. Schröder misses 2-pt jump shot from 18 ft,,18,13
79,1,3:07.0,,Defensive rebound by J. Grant,18,13
80,1,2:58.0,,Turnover by J. Grant (lost ball; steal by D. Schröder),18,13
81,1,2:54.0,T. Sefolosha misses 2-pt layup from 2 ft,,18,13
82,1,2:51.0,Offensive rebound by T. Hardaway,,18,13
83,1,2:51.0,T. Hardaway makes 2-pt layup from 2 ft,,20,13
84,1,2:42.0,,I. Smith misses 2-pt jump shot from 15 ft,20,13
85,1,2:40.0,Defensive rebound by D. Schröder,,20,13
86,1,2:38.0,D. Schröder makes 2-pt jump shot from 4 ft,,22,13
87,1,2:38.0,Shooting foul by I. Canaan (drawn by D. Schröder),,22,13
88,1,2:38.0,Atlanta full timeout,,22,13
89,1,2:38.0,,T. McConnell enters the game for I. Smith,22,13
90,1,2:38.0,M. Scott enters the game for P. Millsap,,22,13
91,1,2:38.0,D. Schröder makes free throw 1 of 1,,23,13
92,1,2:26.0,,I. Canaan makes 2-pt jump shot from 9 ft,23,15
93,1,2:15.0,D. Schröder makes 2-pt jump shot from 9 ft,,25,15
94,1,2:01.0,,H. Thompson misses 3-pt jump shot from 26 ft,25,15
95,1,2:00.0,Defensive rebound by D. Schröder,,25,15
96,1,1:41.0,Turnover by T. Sefolosha (lost ball),,25,15
97,1,1:16.0,,H. Thompson misses 3-pt jump shot from 25 ft,25,15
98,1,1:16.0,,Offensive rebound by Team,25,15
99,1,1:16.0,,Turnover by Team (shot clock),25,15
100,1,1:00.0,M. Muscala makes 2-pt jump shot from 18 ft (assist by D. Schröder),,27,15
101,1,0:44.0,,J. Grant misses 3-pt jump shot from 23 ft,27,15
102,1,0:42.0,Defensive rebound by T. Hardaway,,27,15
103,1,0:33.0,Personal foul by I. Canaan (drawn by M. Muscala),,27,15
104,1,0:33.0,M. Muscala misses free throw 1 of 2,,27,15
105,1,0:33.0,Offensive rebound by Team,,27,15
106,1,0:33.0,M. Muscala misses free throw 2 of 2,,27,15
107,1,0:33.0,,Defensive rebound by N. Noel,27,15
108,1,0:19.0,,H. Thompson misses 2-pt jump shot from 4 ft,27,15
109,1,0:19.0,,Offensive rebound by N. Noel,27,15
110,1,0:19.0,,N. Noel makes 2-pt dunk at rim,27,17
111,1,0:02.0,Turnover by M. Scott (bad pass; steal by J. Grant),,27,17
112,2,11:44.0,Turnover by K. Korver (bad pass),,27,17
113,2,11:27.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by T. McConnell),27,20
114,2,11:06.0,D. Schröder misses 2-pt jump shot from 3 ft (block by J. Grant),,27,20
115,2,11:03.0,Offensive rebound by M. Scott,,27,20
116,2,11:02.0,M. Scott misses 2-pt jump shot from 4 ft (block by J. Grant),,27,20
117,2,10:59.0,,Defensive rebound by I. Canaan,27,20
118,2,10:57.0,,H. Thompson misses 3-pt jump shot from 24 ft,27,20
119,2,10:55.0,Defensive rebound by M. Scott,,27,20
120,2,10:49.0,K. Korver misses 3-pt jump shot from 25 ft,,27,20
121,2,10:44.0,,Defensive rebound by J. Grant,27,20
122,2,10:41.0,,I. Canaan misses 3-pt jump shot from 25 ft,27,20
123,2,10:40.0,Defensive rebound by T. Hardaway,,27,20
124,2,10:36.0,Turnover by K. Korver (step out of bounds),,27,20
125,2,10:36.0,,J. Okafor enters the game for N. Noel,27,20
126,2,10:36.0,K. Bazemore enters the game for T. Hardaway,,27,20
127,2,10:18.0,,J. Grant misses 3-pt jump shot from 24 ft,27,20
128,2,10:17.0,Defensive rebound by A. Horford,,27,20
129,2,10:08.0,M. Scott misses 2-pt jump shot from 10 ft,,27,20
130,2,10:07.0,,Defensive rebound by H. Thompson,27,20
131,2,9:50.0,,T. McConnell makes 2-pt jump shot from 12 ft (assist by J. Grant),27,22
132,2,9:34.0,M. Scott misses 2-pt jump shot from 7 ft,,27,22
133,2,9:33.0,Offensive rebound by M. Scott,,27,22
134,2,9:33.0,,Loose ball foul by H. Thompson (drawn by M. Scott),27,22
135,2,9:24.0,Shooting foul by T. McConnell (drawn by K. Bazemore),,27,22
136,2,9:24.0,K. Bazemore makes free throw 1 of 2,,28,22
137,2,9:24.0,K. Bazemore makes free throw 2 of 2,,29,22
138,2,9:13.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by J. Okafor),29,25
139,2,8:58.0,K. Bazemore makes 2-pt layup from 2 ft (assist by A. Horford),,31,25
140,2,8:40.0,,I. Canaan misses 3-pt jump shot from 23 ft,31,25
141,2,8:39.0,Defensive rebound by M. Scott,,31,25
142,2,8:27.0,M. Scott makes 2-pt jump shot from 5 ft (assist by D. Schröder),,33,25
143,2,8:27.0,,Philadelphia full timeout,33,25
144,2,8:27.0,T. Sefolosha enters the game for K. Korver,,33,25
145,2,8:27.0,,R. Covington enters the game for J. Grant,33,25
146,2,8:17.0,,Turnover by T. McConnell (lost ball),33,25
147,2,8:02.0,D. Schröder misses 2-pt layup from 2 ft,,33,25
148,2,8:00.0,Offensive rebound by M. Scott,,33,25
149,2,8:00.0,M. Scott misses 2-pt layup from 1 ft,,33,25
150,2,7:59.0,,Defensive rebound by I. Canaan,33,25
151,2,7:51.0,,T. McConnell misses 2-pt layup from 1 ft,33,25
152,2,7:49.0,Defensive rebound by K. Bazemore,,33,25
153,2,7:35.0,D. Schröder misses 2-pt jump shot from 18 ft,,33,25
154,2,7:34.0,Offensive rebound by T. Sefolosha,,33,25
155,2,7:25.0,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by A. Horford),,36,25
156,2,7:24.0,,Philadelphia full timeout,36,25
157,2,7:24.0,J. Teague enters the game for D. Schröder,,36,25
158,2,7:09.0,,Turnover by R. Covington (bad pass),36,25
159,2,7:09.0,,N. Stauskas enters the game for I. Canaan,36,25
160,2,6:51.0,M. Scott makes 2-pt layup from 1 ft (assist by J. Teague),,38,25
161,2,6:38.0,,J. Okafor misses 2-pt layup from 2 ft,38,25
162,2,6:36.0,,Offensive rebound by R. Covington,38,25
163,2,6:33.0,,R. Covington makes 2-pt layup from 1 ft,38,27
164,2,6:20.0,Turnover by K. Bazemore (bad pass; steal by J. Okafor),,38,27
165,2,6:07.0,,Turnover by R. Covington (lost ball),38,27
166,2,6:07.0,,I. Smith enters the game for T. McConnell,38,27
167,2,6:07.0,P. Millsap enters the game for M. Scott,,38,27
168,2,5:51.0,Shooting foul by J. Okafor (drawn by P. Millsap),,38,27
169,2,5:51.0,Official timeout,,38,27
170,2,5:51.0,,N. Noel enters the game for J. Okafor,38,27
171,2,5:51.0,,C. Landry enters the game for H. Thompson,38,27
172,2,5:51.0,M. Muscala enters the game for A. Horford,,38,27
173,2,5:51.0,P. Millsap makes free throw 1 of 2,,39,27
174,2,5:51.0,P. Millsap makes free throw 2 of 2,,40,27
175,2,5:42.0,,Turnover by N. Noel (bad pass; steal by J. Teague),40,27
176,2,5:34.0,Shooting foul by N. Noel (drawn by M. Muscala),,40,27
177,2,5:34.0,M. Muscala misses free throw 1 of 2,,40,27
178,2,5:34.0,Offensive rebound by Team,,40,27
179,2,5:34.0,M. Muscala makes free throw 2 of 2,,41,27
180,2,5:18.0,,R. Covington misses 3-pt jump shot from 24 ft,41,27
181,2,5:18.0,Defensive rebound by K. Bazemore,,41,27
182,2,5:18.0,,Loose ball foul by N. Noel (drawn by M. Muscala),41,27
183,2,5:18.0,T. Hardaway enters the game for K. Bazemore,,41,27
184,2,5:18.0,M. Muscala makes free throw 1 of 2,,42,27
185,2,5:18.0,M. Muscala makes free throw 2 of 2,,43,27
186,2,5:06.0,,R. Covington misses 2-pt layup from 2 ft,43,27
187,2,5:05.0,Defensive rebound by M. Muscala,,43,27
188,2,4:59.0,M. Muscala makes 2-pt layup at rim (assist by T. Sefolosha),,45,27
189,2,4:59.0,Shooting foul by N. Noel (drawn by M. Muscala),,45,27
190,2,4:59.0,M. Muscala makes free throw 1 of 1,,46,27
191,2,4:47.0,,C. Landry makes 2-pt jump shot from 20 ft (assist by I. Smith),46,29
192,2,4:35.0,J. Teague makes 2-pt layup at rim,,48,29
193,2,4:26.0,,N. Noel makes 2-pt layup at rim,48,31
194,2,4:26.0,,Shooting foul by M. Muscala (drawn by N. Noel),48,31
195,2,4:26.0,,N. Noel misses free throw 1 of 1,48,31
196,2,4:24.0,Defensive rebound by T. Sefolosha,,48,31
197,2,4:03.0,J. Teague misses 2-pt layup from 1 ft (block by C. Landry),,48,31
198,2,4:01.0,,Defensive rebound by I. Smith,48,31
199,2,3:48.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by N. Noel),48,34
200,2,3:45.0,Atlanta full timeout,,48,34
201,2,3:32.0,P. Millsap misses 2-pt jump shot from 7 ft,,48,34
202,2,3:30.0,,Defensive rebound by R. Covington,48,34
203,2,3:24.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),48,36
204,2,3:08.0,T. Hardaway misses 2-pt jump shot from 5 ft (block by C. Landry),,48,36
205,2,3:05.0,Offensive rebound by T. Hardaway,,48,36
206,2,3:05.0,T. Hardaway makes 2-pt layup at rim,,50,36
207,2,2:53.0,,C. Landry makes 2-pt layup at rim (assist by I. Smith),50,38
208,2,2:32.0,J. Teague misses 2-pt layup from 2 ft (block by R. Covington),,50,38
209,2,2:32.0,Offensive rebound by Team,,50,38
210,2,2:32.0,A. Horford enters the game for M. Muscala,,50,38
211,2,2:26.0,P. Millsap misses 2-pt jump shot from 19 ft,,50,38
212,2,2:25.0,,Defensive rebound by R. Covington,50,38
213,2,2:15.0,,Turnover by R. Covington (bad pass; steal by T. Hardaway),50,38
214,2,2:12.0,Personal foul by N. Stauskas (drawn by T. Hardaway),,50,38
215,2,2:12.0,T. Hardaway makes free throw 1 of 2,,51,38
216,2,2:12.0,,J. Grant enters the game for N. Noel,51,38
217,2,2:12.0,K. Bazemore enters the game for T. Sefolosha,,51,38
218,2,2:12.0,T. Hardaway makes free throw 2 of 2,,52,38
219,2,2:05.0,,Turnover by N. Stauskas (back court),52,38
220,2,1:57.0,Turnover by J. Teague (bad pass; steal by R. Covington),,52,38
221,2,1:53.0,,R. Covington makes 2-pt layup from 1 ft,52,40
222,2,1:38.0,P. Millsap misses 2-pt jump shot from 7 ft,,52,40
223,2,1:37.0,,Defensive rebound by R. Covington,52,40
224,2,1:29.0,,I. Smith misses 2-pt layup from 1 ft,52,40
225,2,1:27.0,Defensive rebound by A. Horford,,52,40
226,2,1:22.0,T. Hardaway misses 3-pt jump shot from 23 ft,,52,40
227,2,1:21.0,,Defensive rebound by R. Covington,52,40
228,2,1:21.0,,Personal foul by A. Horford (drawn by R. Covington),52,40
229,2,1:21.0,,I. Canaan enters the game for R. Covington,52,40
230,2,1:08.0,,I. Smith misses 3-pt jump shot from 24 ft,52,40
231,2,1:07.0,Defensive rebound by A. Horford,,52,40
232,2,0:58.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,55,40
233,2,0:50.0,,C. Landry makes 2-pt jump shot from 18 ft (assist by I. Smith),55,42
234,2,0:31.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,58,42
235,2,0:08.0,,C. Landry misses 3-pt jump shot from 24 ft,58,42
236,2,0:06.0,Defensive rebound by P. Millsap,,58,42
237,2,0:01.0,T. Hardaway misses 3-pt jump shot from 25 ft,,58,42
238,2,0:00.0,,Defensive rebound by C. Landry,58,42
239,3,11:44.0,Shooting foul by N. Noel (drawn by A. Horford),,58,42
240,3,11:44.0,A. Horford makes free throw 1 of 2,,59,42
241,3,11:44.0,A. Horford misses free throw 2 of 2,,59,42
242,3,11:43.0,,Defensive rebound by N. Noel,59,42
243,3,11:34.0,,N. Stauskas makes 2-pt dunk at rim (assist by N. Noel),59,44
244,3,11:20.0,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),,61,44
245,3,11:03.0,,J. Okafor misses 2-pt layup from 2 ft (block by A. Horford),61,44
246,3,11:01.0,Defensive rebound by K. Bazemore,,61,44
247,3,10:55.0,,Violation by J. Okafor (kicked ball),61,44
248,3,10:36.0,Turnover by K. Bazemore (bad pass; steal by N. Noel),,61,44
249,3,10:30.0,,I. Smith makes 2-pt layup from 2 ft (assist by N. Noel),61,46
250,3,10:14.0,J. Teague makes 2-pt layup from 2 ft,,63,46
251,3,9:51.0,,I. Smith misses 2-pt jump shot from 4 ft (block by P. Millsap),63,46
252,3,9:49.0,Defensive rebound by J. Teague,,63,46
253,3,9:40.0,J. Teague makes 3-pt jump shot from 25 ft,,66,46
254,3,9:39.0,,Philadelphia full timeout,66,46
255,3,9:24.0,,J. Okafor makes 2-pt layup from 1 ft (assist by N. Noel),66,48
256,3,9:12.0,Turnover by K. Korver (bad pass; steal by I. Smith),,66,48
257,3,9:07.0,,R. Covington misses 3-pt jump shot from 26 ft,66,48
258,3,9:03.0,Defensive rebound by J. Teague,,66,48
259,3,8:51.0,J. Teague misses 2-pt jump shot from 3 ft,,66,48
260,3,8:50.0,,Defensive rebound by J. Okafor,66,48
261,3,8:48.0,,Turnover by R. Covington (bad pass; steal by K. Bazemore),66,48
262,3,8:45.0,K. Bazemore makes 2-pt dunk at rim,,68,48
263,3,8:26.0,,I. Smith makes 2-pt jump shot from 20 ft (assist by N. Noel),68,50
264,3,8:01.0,A. Horford misses 2-pt layup from 2 ft (block by N. Noel),,68,50
265,3,8:01.0,Offensive rebound by Team,,68,50
266,3,8:01.0,,H. Thompson enters the game for R. Covington,68,50
267,3,7:58.0,P. Millsap misses 2-pt jump shot from 15 ft,,68,50
268,3,7:58.0,Offensive rebound by Team,,68,50
269,3,7:58.0,Turnover by Team (shot clock),,68,50
270,3,7:47.0,,Turnover by I. Smith (lost ball; steal by J. Teague),68,50
271,3,7:37.0,K. Bazemore misses 2-pt jump shot from 19 ft,,68,50
272,3,7:35.0,,Defensive rebound by N. Noel,68,50
273,3,7:24.0,,N. Noel makes 2-pt jump shot from 9 ft (assist by N. Stauskas),68,52
274,3,7:13.0,P. Millsap misses 3-pt jump shot from 24 ft,,68,52
275,3,7:11.0,,Defensive rebound by I. Smith,68,52
276,3,7:05.0,,Shooting foul by K. Korver (drawn by N. Stauskas),68,52
277,3,7:05.0,,N. Stauskas makes free throw 1 of 3,68,53
278,3,7:05.0,,N. Stauskas makes free throw 2 of 3,68,54
279,3,7:05.0,,J. Grant enters the game for N. Noel,68,54
280,3,7:05.0,M. Muscala enters the game for A. Horford,,68,54
281,3,7:05.0,,N. Stauskas makes free throw 3 of 3,68,55
282,3,6:49.0,P. Millsap misses 2-pt layup from 1 ft,,68,55
283,3,6:47.0,,Defensive rebound by I. Smith,68,55
284,3,6:43.0,,I. Smith misses 2-pt layup from 1 ft (block by K. Bazemore),68,55
285,3,6:40.0,,Offensive rebound by J. Okafor,68,55
286,3,6:37.0,,J. Okafor makes 2-pt layup from 1 ft,68,57
287,3,6:36.0,Atlanta full timeout,,68,57
288,3,6:36.0,T. Sefolosha enters the game for K. Bazemore,,68,57
289,3,6:17.0,M. Muscala makes 2-pt dunk at rim (assist by P. Millsap),,70,57
290,3,6:04.0,,H. Thompson makes 2-pt layup at rim (assist by J. Okafor),70,59
291,3,5:56.0,P. Millsap misses 2-pt dunk at rim (block by J. Grant),,70,59
292,3,5:56.0,Offensive rebound by Team,,70,59
293,3,5:42.0,K. Korver makes 3-pt jump shot from 24 ft (assist by M. Muscala),,73,59
294,3,5:20.0,,I. Smith misses 3-pt jump shot from 25 ft,73,59
295,3,5:20.0,Defensive rebound by Team,,73,59
296,3,5:20.0,,I. Canaan enters the game for N. Stauskas,73,59
297,3,4:56.0,J. Teague misses 2-pt jump shot from 9 ft,,73,59
298,3,4:54.0,,Defensive rebound by H. Thompson,73,59
299,3,4:46.0,,J. Okafor misses 2-pt jump shot from 3 ft,73,59
300,3,4:45.0,Defensive rebound by T. Sefolosha,,73,59
301,3,4:34.0,T. Sefolosha makes 2-pt layup from 1 ft (assist by J. Teague),,75,59
302,3,4:10.0,,Shooting foul by T. Sefolosha (drawn by I. Smith),75,59
303,3,4:10.0,,C. Landry enters the game for J. Okafor,75,59
304,3,4:10.0,D. Schröder enters the game for J. Teague,,75,59
305,3,4:10.0,,I. Smith makes free throw 1 of 2,75,60
306,3,4:10.0,,I. Smith misses free throw 2 of 2,75,60
307,3,4:09.0,Defensive rebound by T. Sefolosha,,75,60
308,3,3:54.0,Turnover by P. Millsap (lost ball),,75,60
309,3,3:54.0,T. Hardaway enters the game for K. Korver,,75,60
310,3,3:54.0,,T. McConnell enters the game for I. Smith,75,60
311,3,3:41.0,,Turnover by H. Thompson (bad pass; steal by P. Millsap),75,60
312,3,3:38.0,T. Hardaway makes 2-pt layup at rim (assist by P. Millsap),,77,60
313,3,3:22.0,,C. Landry misses 2-pt jump shot from 4 ft (block by P. Millsap),77,60
314,3,3:19.0,Defensive rebound by D. Schröder,,77,60
315,3,3:09.0,T. Sefolosha makes 2-pt jump shot from 13 ft,,79,60
316,3,3:09.0,,Philadelphia full timeout,79,60
317,3,2:50.0,Violation by M. Muscala (kicked ball),,79,60
318,3,2:38.0,,I. Canaan misses 2-pt jump shot from 17 ft (block by T. Sefolosha),79,60
319,3,2:38.0,,Offensive rebound by Team,79,60
320,3,2:35.0,,C. Landry misses 2-pt jump shot from 19 ft,79,60
321,3,2:34.0,Defensive rebound by D. Schröder,,79,60
322,3,2:31.0,Turnover by D. Schröder (bad pass),,79,60
323,3,2:21.0,,Turnover by T. McConnell (bad pass; steal by T. Sefolosha),79,60
324,3,2:17.0,T. Sefolosha makes 2-pt dunk at rim,,81,60
325,3,2:01.0,,Shooting foul by T. Hardaway (drawn by H. Thompson),81,60
326,3,2:01.0,,H. Thompson makes free throw 1 of 2,81,61
327,3,2:01.0,M. Scott enters the game for P. Millsap,,81,61
328,3,2:01.0,,H. Thompson makes free throw 2 of 2,81,62
329,3,1:59.0,Turnover by M. Muscala (bad pass; steal by T. McConnell),,81,62
330,3,1:57.0,,H. Thompson misses 2-pt layup from 2 ft,81,62
331,3,1:55.0,Defensive rebound by T. Sefolosha,,81,62
332,3,1:47.0,D. Schröder misses 2-pt jump shot from 5 ft (block by J. Grant),,81,62
333,3,1:45.0,,Defensive rebound by T. McConnell,81,62
334,3,1:42.0,,Personal foul by M. Scott (drawn by J. Grant),81,62
335,3,1:36.0,,T. McConnell misses 2-pt jump shot from 8 ft,81,62
336,3,1:34.0,Defensive rebound by T. Hardaway,,81,62
337,3,1:21.0,M. Scott makes 2-pt jump shot from 4 ft (assist by T. Hardaway),,83,62
338,3,1:02.0,,T. McConnell misses 3-pt jump shot from 25 ft,83,62
339,3,1:00.0,Defensive rebound by T. Hardaway,,83,62
340,3,0:55.0,Shooting foul by J. Grant (drawn by D. Schröder),,83,62
341,3,0:55.0,D. Schröder makes free throw 1 of 2,,84,62
342,3,0:55.0,A. Horford enters the game for M. Muscala,,84,62
343,3,0:55.0,D. Schröder makes free throw 2 of 2,,85,62
344,3,0:43.0,,I. Canaan misses 2-pt jump shot from 14 ft,85,62
345,3,0:38.0,Defensive rebound by D. Schröder,,85,62
346,3,0:34.0,D. Schröder misses 2-pt layup from 1 ft,,85,62
347,3,0:33.0,Offensive rebound by A. Horford,,85,62
348,3,0:33.0,A. Horford makes 2-pt layup at rim,,87,62
349,3,0:09.0,,Turnover by H. Thompson (step out of bounds),87,62
350,3,0:02.0,Shooting foul by T. McConnell (drawn by D. Schröder),,87,62
351,3,0:02.0,D. Schröder makes free throw 1 of 2,,88,62
352,3,0:02.0,D. Schröder misses free throw 2 of 2,,88,62
353,3,0:01.0,Offensive rebound by T. Sefolosha,,88,62
354,3,0:01.0,T. Sefolosha misses 2-pt jump shot from 3 ft,,88,62
355,3,0:00.0,,Defensive rebound by J. Grant,88,62
356,4,11:38.0,,I. Canaan misses 3-pt jump shot from 26 ft,88,62
357,4,11:36.0,,Offensive rebound by Team,88,62
358,4,11:34.0,,I. Canaan makes 3-pt jump shot from 23 ft (assist by T. McConnell),88,65
359,4,11:11.0,T. Sefolosha makes 2-pt jump shot from 4 ft (assist by A. Horford),,90,65
360,4,10:53.0,,I. Canaan makes 3-pt jump shot from 24 ft (assist by T. McConnell),90,68
361,4,10:34.0,M. Scott makes 3-pt jump shot from 24 ft (assist by A. Horford),,93,68
362,4,10:18.0,,Turnover by H. Thompson (bad pass; steal by M. Scott),93,68
363,4,10:14.0,M. Scott makes 2-pt dunk at rim (assist by T. Hardaway),,95,68
364,4,10:14.0,,Philadelphia full timeout,95,68
365,4,10:14.0,,I. Smith enters the game for N. Noel,95,68
366,4,10:14.0,,R. Covington enters the game for H. Thompson,95,68
367,4,10:14.0,M. Muscala enters the game for T. Sefolosha,,95,68
368,4,10:14.0,L. Patterson enters the game for A. Horford,,95,68
369,4,10:02.0,,T. McConnell misses 2-pt jump shot from 14 ft,95,68
370,4,10:00.0,Defensive rebound by M. Muscala,,95,68
371,4,9:47.0,L. Patterson makes 2-pt jump shot from 7 ft,,97,68
372,4,9:36.0,,J. Okafor makes 2-pt layup from 1 ft (assist by I. Canaan),97,70
373,4,9:23.0,D. Schröder makes 2-pt layup from 1 ft,,99,70
374,4,9:00.0,,Turnover by I. Smith (bad pass; steal by L. Patterson),99,70
375,4,8:45.0,L. Patterson misses 2-pt jump shot from 3 ft (block by J. Okafor),,99,70
376,4,8:45.0,Offensive rebound by Team,,99,70
377,4,8:45.0,S. Mack enters the game for T. Hardaway,,99,70
378,4,8:42.0,D. Schröder makes 2-pt jump shot from 15 ft (assist by S. Mack),,101,70
379,4,8:32.0,,J. Okafor makes 2-pt layup at rim (assist by I. Smith),101,72
380,4,8:16.0,M. Muscala misses 2-pt jump shot from 16 ft,,101,72
381,4,8:14.0,Offensive rebound by M. Scott,,101,72
382,4,8:06.0,Turnover by D. Schröder (lost ball),,101,72
383,4,8:06.0,E. Tavares enters the game for M. Scott,,101,72
