,QUARTER,TIME_REMAINING,BOSTON_ACTION,ORLANDO_ACTION,BOSTON_SCORE,ORLANDO_SCORE
45,1,5:53.0,A. Bradley makes free throw 1 of 1,,13,6
46,1,5:33.0,,T. Harris misses 3-pt jump shot from 25 ft,13,6
47,1,5:31.0,,Offensive rebound by V. Oladipo,13,6
48,1,5:26.0,,A. Gordon makes 2-pt jump shot from 13 ft,13,8
49,1,5:12.0,I. Thomas makes 2-pt layup from 2 ft,,15,8
50,1,5:01.0,,V. Oladipo misses 2-pt layup from 2 ft,15,8
51,1,4:59.0,,Offensive rebound by N. Vučević,15,8
52,1,4:59.0,,N. Vučević makes 2-pt layup from 1 ft,15,10
53,1,4:45.0,I. Thomas makes 3-pt jump shot from 25 ft,,18,10
54,1,4:29.0,,Shooting block foul by J. Sullinger (drawn by T. Harris),18,10
55,1,4:29.0,,T. Harris makes free throw 1 of 2,18,11
56,1,4:29.0,E. Turner enters the game for A. Bradley,,18,11
57,1,4:29.0,M. Smart enters the game for J. Sullinger,,18,11
58,1,4:29.0,,T. Harris makes free throw 2 of 2,18,12
59,1,4:16.0,I. Thomas makes 3-pt jump shot from 25 ft,,21,12
60,1,3:57.0,,E. Payton makes 2-pt layup from 1 ft (assist by A. Gordon),21,14
61,1,3:46.0,Personal foul by E. Payton (drawn by I. Thomas),,21,14
62,1,3:46.0,,M. Hezonja enters the game for E. Payton,21,14
63,1,3:39.0,J. Crowder misses 3-pt jump shot from 25 ft,,21,14
64,1,3:38.0,,Defensive rebound by N. Vučević,21,14
65,1,3:27.0,,Turnover by T. Harris (lost ball),21,14
66,1,3:14.0,M. Smart misses 2-pt layup from 2 ft,,21,14
67,1,3:12.0,Offensive rebound by A. Johnson,,21,14
68,1,3:12.0,A. Johnson makes 2-pt layup from 1 ft,,23,14
69,1,2:52.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by N. Vučević),23,17
70,1,2:40.0,Personal foul by V. Oladipo (drawn by I. Thomas),,23,17
71,1,2:40.0,Boston full timeout,,23,17
72,1,2:40.0,,J. Smith enters the game for N. Vučević,23,17
73,1,2:40.0,,E. Fournier enters the game for V. Oladipo,23,17
74,1,2:33.0,M. Smart misses 2-pt layup from 2 ft,,23,17
75,1,2:32.0,Offensive rebound by A. Johnson,,23,17
76,1,2:32.0,A. Johnson misses 2-pt layup from 2 ft,,23,17
77,1,2:30.0,Offensive rebound by A. Johnson,,23,17
78,1,2:26.0,Turnover by A. Johnson (lost ball; steal by E. Fournier),,23,17
79,1,2:09.0,,M. Hezonja misses 2-pt layup from 2 ft,23,17
80,1,2:08.0,Defensive rebound by J. Crowder,,23,17
81,1,2:04.0,E. Turner misses 2-pt layup from 1 ft,,23,17
82,1,2:02.0,,Defensive rebound by E. Fournier,23,17
83,1,1:54.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),23,20
84,1,1:32.0,M. Smart misses 3-pt jump shot from 24 ft,,23,20
85,1,1:32.0,,Defensive rebound by Team,23,20
86,1,1:32.0,,D. Dedmon enters the game for A. Gordon,23,20
87,1,1:32.0,K. Olynyk enters the game for A. Johnson,,23,20
88,1,1:25.0,,Turnover by M. Hezonja (bad pass),23,20
89,1,1:25.0,J. Jerebko enters the game for J. Crowder,,23,20
90,1,1:12.0,K. Olynyk misses 2-pt jump shot from 5 ft (block by D. Dedmon),,23,20
91,1,1:09.0,,Defensive rebound by D. Dedmon,23,20
92,1,1:01.0,,Turnover by E. Fournier (bad pass; steal by M. Smart),23,20
93,1,0:54.0,M. Smart makes 3-pt jump shot from 25 ft (assist by E. Turner),,26,20
94,1,0:41.0,,M. Hezonja makes 2-pt jump shot from 17 ft (assist by J. Smith),26,22
95,1,0:33.0,M. Smart makes 3-pt jump shot from 24 ft (assist by E. Turner),,29,22
96,1,0:22.0,,D. Dedmon makes 2-pt dunk at rim (assist by E. Fournier),29,24
97,1,0:00.0,M. Smart makes 3-pt jump shot from 31 ft,,32,24
98,2,11:44.0,,M. Hezonja makes 2-pt jump shot from 17 ft,32,26
99,2,11:28.0,K. Olynyk makes 2-pt layup from 2 ft (assist by E. Turner),,34,26
100,2,11:17.0,,Turnover by E. Fournier (step out of bounds),34,26
101,2,11:05.0,Shooting foul by M. Hezonja (drawn by J. Jerebko),,34,26
102,2,11:05.0,J. Jerebko misses free throw 1 of 2,,34,26
103,2,11:05.0,Offensive rebound by Team,,34,26
104,2,11:05.0,J. Jerebko makes free throw 2 of 2,,35,26
105,2,10:54.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by D. Dedmon),35,29
106,2,10:34.0,Personal foul by D. Dedmon (drawn by K. Olynyk),,35,29
107,2,10:29.0,J. Jerebko makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,38,29
108,2,10:19.0,,Turnover by M. Hezonja (bad pass),38,29
109,2,10:02.0,K. Olynyk misses 3-pt jump shot from 26 ft,,38,29
110,2,10:01.0,,Defensive rebound by D. Dedmon,38,29
111,2,9:53.0,,Shooting foul by E. Turner (drawn by D. Dedmon),38,29
112,2,9:53.0,,D. Dedmon misses free throw 1 of 2,38,29
113,2,9:53.0,,Offensive rebound by Team,38,29
114,2,9:53.0,,D. Dedmon makes free throw 2 of 2,38,30
115,2,9:36.0,A. Bradley misses 3-pt jump shot from 25 ft,,38,30
116,2,9:34.0,,Defensive rebound by M. Hezonja,38,30
117,2,9:25.0,,A. Gordon makes 2-pt layup from 1 ft (assist by M. Hezonja),38,32
118,2,9:10.0,Personal foul by J. Smith (drawn by J. Jerebko),,38,32
119,2,9:06.0,Personal foul by E. Fournier (drawn by K. Olynyk),,38,32
120,2,8:55.0,E. Turner makes 2-pt layup from 2 ft,,40,32
121,2,8:48.0,,E. Fournier makes 2-pt layup from 2 ft,40,34
122,2,8:48.0,,Shooting foul by J. Jerebko (drawn by E. Fournier),40,34
123,2,8:48.0,Official timeout,,40,34
124,2,8:48.0,,E. Fournier makes free throw 1 of 1,40,35
125,2,8:35.0,K. Olynyk makes 2-pt jump shot from 19 ft (assist by E. Turner),,42,35
126,2,8:16.0,,Turnover by E. Fournier (bad pass; steal by J. Jerebko),42,35
127,2,8:08.0,E. Turner misses 2-pt jump shot from 18 ft,,42,35
128,2,8:07.0,,Defensive rebound by M. Hezonja,42,35
129,2,7:57.0,,M. Hezonja misses 2-pt jump shot from 23 ft,42,35
130,2,7:56.0,Defensive rebound by A. Bradley,,42,35
131,2,7:50.0,M. Smart misses 3-pt jump shot from 25 ft,,42,35
132,2,7:49.0,,Defensive rebound by D. Dedmon,42,35
133,2,7:42.0,,Offensive foul by D. Dedmon (drawn by M. Smart),42,35
134,2,7:42.0,,Turnover by D. Dedmon (offensive foul),42,35
135,2,7:31.0,K. Olynyk misses 3-pt jump shot from 26 ft,,42,35
136,2,7:29.0,,Defensive rebound by E. Fournier,42,35
137,2,7:12.0,,M. Hezonja makes 2-pt jump shot from 15 ft (assist by E. Fournier),42,37
138,2,6:57.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by K. Olynyk),,44,37
139,2,6:37.0,,D. Dedmon misses 2-pt hook shot from 7 ft,44,37
140,2,6:35.0,Defensive rebound by K. Olynyk,,44,37
141,2,6:21.0,M. Smart misses 2-pt layup from 2 ft,,44,37
142,2,6:19.0,Offensive rebound by M. Smart,,44,37
143,2,6:19.0,M. Smart makes 2-pt layup from 2 ft,,46,37
144,2,6:07.0,,A. Gordon misses 3-pt jump shot from 24 ft,46,37
145,2,6:05.0,Defensive rebound by Team,,46,37
146,2,5:54.0,Personal foul by J. Smith (drawn by K. Olynyk),,46,37
147,2,5:54.0,,Orlando full timeout,46,37
148,2,5:54.0,,N. Vučević enters the game for E. Fournier,46,37
149,2,5:54.0,,V. Oladipo enters the game for D. Dedmon,46,37
150,2,5:54.0,K. Olynyk makes free throw 1 of 2,,47,37
151,2,5:54.0,K. Olynyk makes free throw 2 of 2,,48,37
152,2,5:29.0,,N. Vučević misses 2-pt jump shot from 13 ft,48,37
153,2,5:27.0,Defensive rebound by J. Jerebko,,48,37
154,2,5:12.0,J. Jerebko misses 3-pt jump shot from 25 ft,,48,37
155,2,5:10.0,,Defensive rebound by A. Gordon,48,37
156,2,4:51.0,,M. Hezonja misses 3-pt jump shot from 25 ft,48,37
157,2,4:49.0,Defensive rebound by A. Bradley,,48,37
158,2,4:35.0,E. Turner makes 2-pt jump shot from 18 ft,,50,37
159,2,4:06.0,,N. Vučević makes 2-pt layup from 3 ft (assist by J. Smith),50,39
160,2,3:47.0,A. Bradley misses 2-pt jump shot from 17 ft,,50,39
161,2,3:46.0,,Defensive rebound by N. Vučević,50,39
162,2,3:32.0,,Shooting foul by J. Jerebko (drawn by A. Gordon),50,39
163,2,3:32.0,,A. Gordon misses free throw 1 of 2,50,39
164,2,3:32.0,,Offensive rebound by Team,50,39
165,2,3:32.0,I. Thomas enters the game for M. Smart,,50,39
166,2,3:32.0,J. Sullinger enters the game for K. Olynyk,,50,39
167,2,3:32.0,A. Johnson enters the game for J. Jerebko,,50,39
168,2,3:32.0,,T. Harris enters the game for J. Smith,50,39
169,2,3:32.0,,A. Gordon misses free throw 2 of 2,50,39
170,2,3:31.0,Defensive rebound by A. Johnson,,50,39
171,2,3:16.0,E. Turner makes 2-pt jump shot from 18 ft,,52,39
172,2,2:59.0,,V. Oladipo misses 3-pt jump shot from 25 ft,52,39
173,2,2:57.0,Defensive rebound by I. Thomas,,52,39
174,2,2:50.0,J. Sullinger misses 2-pt layup from 2 ft (block by N. Vučević),,52,39
175,2,2:48.0,Offensive rebound by J. Sullinger,,52,39
176,2,2:44.0,A. Bradley misses 3-pt jump shot from 25 ft,,52,39
177,2,2:42.0,,Defensive rebound by V. Oladipo,52,39
178,2,2:38.0,,Shooting block foul by I. Thomas (drawn by N. Vučević),52,39
179,2,2:38.0,Boston full timeout,,52,39
180,2,2:38.0,J. Crowder enters the game for E. Turner,,52,39
181,2,2:38.0,,E. Payton enters the game for A. Gordon,52,39
182,2,2:38.0,,N. Vučević makes free throw 1 of 2,52,40
183,2,2:38.0,,N. Vučević misses free throw 2 of 2,52,40
184,2,2:37.0,Defensive rebound by A. Johnson,,52,40
185,2,2:25.0,J. Sullinger makes 2-pt jump shot from 18 ft (assist by I. Thomas),,54,40
186,2,2:09.0,,M. Hezonja misses 3-pt jump shot from 25 ft,54,40
187,2,2:07.0,Defensive rebound by J. Sullinger,,54,40
188,2,2:04.0,A. Bradley misses 2-pt layup from 2 ft,,54,40
189,2,2:02.0,,Defensive rebound by E. Payton,54,40
190,2,1:59.0,,V. Oladipo misses 3-pt jump shot from 25 ft,54,40
191,2,1:57.0,,Offensive rebound by E. Payton,54,40
192,2,1:53.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by E. Payton),54,42
193,2,1:35.0,A. Bradley misses 2-pt jump shot from 19 ft,,54,42
194,2,1:34.0,,Defensive rebound by T. Harris,54,42
195,2,1:15.0,,V. Oladipo makes 2-pt jump shot from 9 ft (assist by M. Hezonja),54,44
196,2,0:50.0,Turnover by A. Johnson (3 sec),,54,44
197,2,0:37.0,,Turnover by V. Oladipo (lost ball; steal by A. Bradley),54,44
198,2,0:31.0,I. Thomas misses 2-pt jump shot from 12 ft,,54,44
199,2,0:30.0,,Defensive rebound by V. Oladipo,54,44
200,2,0:08.0,,E. Payton makes 3-pt jump shot from 25 ft (assist by V. Oladipo),54,47
201,2,0:01.0,J. Crowder misses 3-pt jump shot from 25 ft,,54,47
202,2,0:00.0,Offensive rebound by Team,,54,47
203,3,11:41.0,,N. Vučević makes 2-pt hook shot from 9 ft (assist by V. Oladipo),54,49
204,3,11:29.0,Def 3 sec tech foul by V. Oladipo,,54,49
205,3,11:29.0,I. Thomas makes technical free throw,,55,49
206,3,11:22.0,I. Thomas makes 2-pt jump shot from 12 ft,,57,49
207,3,11:10.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by V. Oladipo),57,52
208,3,10:44.0,Shooting foul by E. Payton (drawn by J. Sullinger),,57,52
209,3,10:44.0,J. Sullinger makes free throw 1 of 2,,58,52
210,3,10:44.0,J. Sullinger misses free throw 2 of 2,,58,52
211,3,10:42.0,,Defensive rebound by T. Harris,58,52
212,3,10:29.0,,N. Vučević misses 2-pt jump shot from 18 ft,58,52
213,3,10:28.0,Defensive rebound by A. Johnson,,58,52
214,3,10:17.0,A. Bradley misses 3-pt jump shot from 25 ft,,58,52
215,3,10:16.0,,Defensive rebound by N. Vučević,58,52
216,3,10:05.0,,T. Harris makes 2-pt layup from 2 ft (assist by A. Gordon),58,54
217,3,9:55.0,J. Sullinger makes 2-pt jump shot from 20 ft (assist by A. Johnson),,60,54
218,3,9:37.0,,T. Harris misses 3-pt jump shot from 25 ft,60,54
219,3,9:36.0,Defensive rebound by Team,,60,54
220,3,9:25.0,Shooting foul by A. Gordon (drawn by A. Johnson),,60,54
221,3,9:25.0,A. Johnson makes free throw 1 of 2,,61,54
222,3,9:25.0,A. Johnson makes free throw 2 of 2,,62,54
223,3,9:09.0,,V. Oladipo misses 2-pt layup from 2 ft,62,54
224,3,9:08.0,Defensive rebound by J. Crowder,,62,54
225,3,9:01.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by A. Bradley),,65,54
226,3,8:43.0,,Turnover by E. Payton (bad pass; steal by A. Bradley),65,54
227,3,8:39.0,A. Bradley makes 2-pt layup from 1 ft (assist by J. Crowder),,67,54
228,3,8:38.0,,Orlando full timeout,67,54
229,3,8:19.0,,E. Payton misses 2-pt layup from 3 ft (block by A. Johnson),67,54
230,3,8:17.0,,Offensive rebound by E. Payton,67,54
231,3,8:16.0,,Personal foul by J. Sullinger (drawn by E. Payton),67,54
232,3,8:16.0,,E. Payton makes free throw 1 of 2,67,55
233,3,8:16.0,,E. Payton makes free throw 2 of 2,67,56
234,3,8:07.0,Personal foul by E. Payton (drawn by I. Thomas),,67,56
235,3,8:07.0,,M. Hezonja enters the game for E. Payton,67,56
236,3,7:59.0,I. Thomas makes 3-pt jump shot from 24 ft,,70,56
237,3,7:29.0,,A. Gordon makes 2-pt jump shot from 16 ft,70,58
238,3,7:18.0,Turnover by I. Thomas (back court),,70,58
239,3,7:06.0,,A. Gordon makes 2-pt layup from 2 ft (assist by N. Vučević),70,60
240,3,7:06.0,,Shooting foul by J. Sullinger (drawn by A. Gordon),70,60
241,3,7:06.0,,A. Gordon makes free throw 1 of 1,70,61
242,3,6:54.0,J. Crowder misses 2-pt jump shot from 15 ft,,70,61
243,3,6:53.0,,Defensive rebound by N. Vučević,70,61
244,3,6:35.0,,M. Hezonja misses 2-pt jump shot from 18 ft,70,61
245,3,6:34.0,,Offensive rebound by T. Harris,70,61
246,3,6:31.0,,T. Harris makes 2-pt layup from 1 ft,70,63
247,3,6:10.0,A. Johnson makes 2-pt jump shot from 9 ft,,72,63
248,3,5:59.0,,V. Oladipo makes 2-pt jump shot from 16 ft,72,65
249,3,5:47.0,I. Thomas misses 2-pt layup from 2 ft (block by A. Gordon),,72,65
250,3,5:46.0,Offensive rebound by A. Johnson,,72,65
251,3,5:43.0,A. Johnson misses 2-pt hook shot from 6 ft,,72,65
252,3,5:41.0,Offensive rebound by I. Thomas,,72,65
253,3,5:38.0,J. Sullinger misses 3-pt jump shot from 25 ft,,72,65
254,3,5:37.0,,Defensive rebound by A. Gordon,72,65
255,3,5:27.0,,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),72,67
256,3,5:27.0,Boston full timeout,,72,67
257,3,5:27.0,E. Turner enters the game for J. Sullinger,,72,67
258,3,5:27.0,M. Smart enters the game for A. Bradley,,72,67
259,3,5:14.0,I. Thomas misses 3-pt jump shot from 25 ft,,72,67
260,3,5:13.0,,Defensive rebound by A. Gordon,72,67
261,3,5:03.0,,Personal foul by A. Johnson (drawn by N. Vučević),72,67
262,3,4:51.0,,N. Vučević misses 2-pt jump shot from 14 ft,72,67
263,3,4:50.0,Defensive rebound by J. Crowder,,72,67
264,3,4:42.0,M. Smart misses 3-pt jump shot from 25 ft,,72,67
265,3,4:41.0,,Defensive rebound by N. Vučević,72,67
266,3,4:26.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by M. Hezonja),72,70
267,3,4:05.0,J. Crowder misses 3-pt jump shot from 24 ft,,72,70
268,3,4:04.0,,Defensive rebound by M. Hezonja,72,70
269,3,3:49.0,,V. Oladipo makes 2-pt layup from 1 ft,72,72
270,3,3:30.0,Shooting foul by N. Vučević (drawn by I. Thomas),,72,72
271,3,3:30.0,I. Thomas makes free throw 1 of 2,,73,72
272,3,3:30.0,K. Olynyk enters the game for J. Crowder,,73,72
273,3,3:30.0,I. Thomas misses free throw 2 of 2,,73,72
274,3,3:28.0,,Defensive rebound by N. Vučević,73,72
275,3,3:17.0,,Personal foul by M. Smart (drawn by V. Oladipo),73,72
276,3,3:07.0,,N. Vučević misses 2-pt layup from 2 ft,73,72
277,3,3:06.0,,Offensive rebound by N. Vučević,73,72
278,3,3:06.0,,N. Vučević makes 2-pt layup from 2 ft,73,74
279,3,2:50.0,Shooting block foul by A. Gordon (drawn by I. Thomas),,73,74
280,3,2:50.0,I. Thomas makes free throw 1 of 2,,74,74
281,3,2:50.0,I. Thomas makes free throw 2 of 2,,75,74
282,3,2:31.0,,T. Harris misses 2-pt jump shot from 8 ft,75,74
283,3,2:30.0,,Offensive rebound by N. Vučević,75,74
284,3,2:30.0,,N. Vučević misses 2-pt layup from 1 ft,75,74
285,3,2:28.0,Defensive rebound by M. Smart,,75,74
286,3,2:19.0,M. Smart misses 2-pt jump shot from 9 ft,,75,74
287,3,2:18.0,,Defensive rebound by A. Gordon,75,74
288,3,2:13.0,,Personal foul by A. Johnson (drawn by N. Vučević),75,74
289,3,2:13.0,,N. Vučević misses free throw 1 of 2,75,74
290,3,2:13.0,,Offensive rebound by Team,75,74
291,3,2:13.0,,E. Fournier enters the game for V. Oladipo,75,74
292,3,2:13.0,,J. Smith enters the game for A. Gordon,75,74
293,3,2:13.0,J. Jerebko enters the game for A. Johnson,,75,74
294,3,2:13.0,,N. Vučević misses free throw 2 of 2,75,74
295,3,2:12.0,Defensive rebound by J. Jerebko,,75,74
296,3,1:56.0,I. Thomas misses 2-pt jump shot from 6 ft,,75,74
297,3,1:55.0,Offensive rebound by Team,,75,74
298,3,1:55.0,,Loose ball foul by M. Hezonja (drawn by M. Smart),75,74
299,3,1:55.0,M. Smart makes free throw 1 of 2,,76,74
300,3,1:55.0,M. Smart makes free throw 2 of 2,,77,74
301,3,1:44.0,,N. Vučević misses 2-pt hook shot from 8 ft,77,74
302,3,1:42.0,Defensive rebound by J. Jerebko,,77,74
303,3,1:34.0,Turnover by I. Thomas (lost ball; steal by T. Harris),,77,74
304,3,1:25.0,,T. Harris makes 2-pt dunk at rim (assist by J. Smith),77,76
305,3,0:55.0,Turnover by Team (shot clock),,77,76
306,3,0:40.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by J. Smith),77,79
307,3,0:28.0,Shooting foul by M. Hezonja (drawn by M. Smart),,77,79
308,3,0:28.0,M. Smart makes free throw 1 of 2,,78,79
309,3,0:28.0,A. Bradley enters the game for I. Thomas,,78,79
310,3,0:28.0,M. Smart makes free throw 2 of 2,,79,79
311,3,0:18.0,,Turnover by E. Fournier (bad pass; steal by M. Smart),79,79
312,3,0:14.0,M. Smart makes 2-pt layup from 2 ft,,81,79
313,3,0:05.0,,N. Vučević makes 2-pt jump shot from 8 ft,81,81
314,3,0:00.0,M. Smart misses 3-pt jump shot from 36 ft,,81,81
315,3,0:00.0,Offensive rebound by Team,,81,81
316,4,11:47.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,84,81
317,4,11:18.0,,M. Hezonja makes 2-pt jump shot from 22 ft,84,83
318,4,11:03.0,A. Bradley misses 3-pt jump shot from 25 ft,,84,83
319,4,11:02.0,,Defensive rebound by N. Vučević,84,83
320,4,10:48.0,,E. Fournier misses 2-pt jump shot from 11 ft (block by E. Turner),84,83
321,4,10:46.0,Defensive rebound by J. Jerebko,,84,83
322,4,10:34.0,J. Jerebko makes 3-pt jump shot from 24 ft (assist by A. Bradley),,87,83
323,4,10:20.0,,E. Fournier makes 2-pt layup from 3 ft,87,85
324,4,10:20.0,,Shooting foul by J. Jerebko (drawn by E. Fournier),87,85
325,4,10:20.0,,E. Fournier makes free throw 1 of 1,87,86
326,4,10:04.0,J. Jerebko misses 3-pt jump shot from 23 ft,,87,86
327,4,10:03.0,,Defensive rebound by E. Fournier,87,86
328,4,9:48.0,,E. Fournier misses 3-pt jump shot from 25 ft,87,86
329,4,9:46.0,Defensive rebound by E. Turner,,87,86
330,4,9:42.0,K. Olynyk makes 2-pt layup from 1 ft (assist by E. Turner),,89,86
331,4,9:31.0,Offensive charge foul by T. Harris (drawn by K. Olynyk),,89,86
332,4,9:31.0,,Turnover by T. Harris (offensive foul),89,86
333,4,9:31.0,,A. Gordon enters the game for N. Vučević,89,86
334,4,9:15.0,Shooting foul by A. Gordon (drawn by K. Olynyk),,89,86
335,4,9:15.0,K. Olynyk misses free throw 1 of 2,,89,86
336,4,9:15.0,Offensive rebound by Team,,89,86
337,4,9:15.0,K. Olynyk makes free throw 2 of 2,,90,86
338,4,8:56.0,,J. Smith makes 2-pt jump shot from 18 ft,90,88
339,4,8:43.0,M. Smart makes 2-pt jump shot from 8 ft,,92,88
340,4,8:15.0,,A. Gordon misses 3-pt jump shot from 24 ft,92,88
341,4,8:13.0,,Offensive rebound by J. Smith,92,88
342,4,8:13.0,,J. Smith misses 2-pt layup from 1 ft,92,88
343,4,8:11.0,Defensive rebound by K. Olynyk,,92,88
344,4,8:04.0,K. Olynyk misses 3-pt jump shot from 25 ft,,92,88
345,4,8:03.0,,Defensive rebound by A. Gordon,92,88
346,4,7:44.0,,J. Smith misses 2-pt jump shot from 20 ft,92,88
347,4,7:42.0,Defensive rebound by M. Smart,,92,88
348,4,7:26.0,Turnover by E. Turner (bad pass; steal by E. Fournier),,92,88
349,4,7:21.0,,J. Smith makes 2-pt layup from 1 ft (assist by A. Gordon),92,90
350,4,7:06.0,K. Olynyk misses 3-pt jump shot from 24 ft,,92,90
351,4,7:05.0,Offensive rebound by A. Bradley,,92,90
352,4,6:55.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,95,90
353,4,6:36.0,,Shooting foul by J. Jerebko (drawn by T. Harris),95,90
354,4,6:36.0,,T. Harris makes 2-pt jump shot from 7 ft,95,92
355,4,6:36.0,Official timeout,,95,92
356,4,6:36.0,,T. Harris makes free throw 1 of 1,95,93
357,4,6:15.0,A. Bradley misses 3-pt jump shot from 25 ft,,95,93
358,4,6:14.0,,Defensive rebound by A. Gordon,95,93
359,4,5:49.0,,M. Hezonja misses 3-pt jump shot from 25 ft,95,93
360,4,5:48.0,,Offensive rebound by A. Gordon,95,93
361,4,5:37.0,,Personal foul by J. Jerebko (drawn by T. Harris),95,93
362,4,5:37.0,,Orlando full timeout,95,93
363,4,5:37.0,I. Thomas enters the game for E. Turner,,95,93
364,4,5:37.0,J. Crowder enters the game for J. Jerebko,,95,93
365,4,5:37.0,,N. Vučević enters the game for J. Smith,95,93
366,4,5:27.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),95,96
367,4,5:12.0,J. Crowder misses 3-pt jump shot from 23 ft,,95,96
368,4,5:10.0,Offensive rebound by M. Smart,,95,96
369,4,5:05.0,I. Thomas misses 2-pt layup from 2 ft,,95,96
370,4,5:04.0,,Defensive rebound by N. Vučević,95,96
371,4,4:46.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by N. Vučević),95,99
372,4,4:46.0,Boston full timeout,,95,99
373,4,4:46.0,A. Johnson enters the game for M. Smart,,95,99
374,4,4:31.0,A. Bradley makes 2-pt jump shot from 18 ft,,97,99
375,4,4:11.0,,N. Vučević misses 2-pt hook shot from 8 ft,97,99
376,4,4:11.0,Defensive rebound by Team,,97,99
377,4,4:11.0,,Loose ball foul by A. Gordon (drawn by K. Olynyk),97,99
378,4,3:48.0,I. Thomas misses 2-pt jump shot from 15 ft,,97,99
379,4,3:47.0,,Defensive rebound by T. Harris,97,99
380,4,3:27.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),97,102
381,4,3:12.0,A. Bradley misses 2-pt jump shot from 18 ft,,97,102
