,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SACRAMENTO_ACTION,CLEVELAND_SCORE,SACRAMENTO_SCORE
401,4,6:56.0,L. James misses 2-pt layup from 2 ft,,102,98
402,4,6:54.0,,Defensive rebound by D. Cousins,102,98
403,4,6:41.0,,D. Cousins misses 2-pt jump shot from 5 ft,102,98
404,4,6:39.0,Defensive rebound by J. Smith,,102,98
405,4,6:34.0,K. Irving misses 3-pt jump shot from 24 ft,,102,98
406,4,6:32.0,Offensive rebound by L. James,,102,98
407,4,6:32.0,L. James misses 2-pt layup from 2 ft,,102,98
408,4,6:32.0,Offensive rebound by T. Thompson,,102,98
409,4,6:32.0,T. Thompson makes 2-pt layup from 2 ft,,104,98
410,4,6:32.0,Shooting foul by O. Casspi (drawn by T. Thompson),,104,98
411,4,6:32.0,,Sacramento full timeout,104,98
412,4,6:32.0,,Q. Acy enters the game for O. Casspi,104,98
413,4,6:32.0,T. Thompson makes free throw 1 of 1,,105,98
414,4,6:24.0,,Shooting foul by K. Love (drawn by D. Cousins),105,98
415,4,6:24.0,,D. Cousins misses free throw 1 of 2,105,98
416,4,6:24.0,,Offensive rebound by Team,105,98
417,4,6:24.0,,D. Cousins misses free throw 2 of 2,105,98
418,4,6:23.0,Defensive rebound by T. Thompson,,105,98
419,4,6:03.0,L. James misses 3-pt jump shot from 25 ft,,105,98
420,4,6:02.0,,Defensive rebound by Q. Acy,105,98
421,4,5:54.0,,R. Gay makes 2-pt layup from 2 ft,105,100
422,4,5:33.0,J. Smith misses 3-pt jump shot from 22 ft,,105,100
423,4,5:33.0,Offensive rebound by J. Smith,,105,100
424,4,5:30.0,J. Smith makes 2-pt jump shot from 5 ft,,107,100
425,4,5:12.0,,Q. Acy misses 2-pt jump shot from 18 ft,107,100
426,4,5:12.0,Defensive rebound by L. James,,107,100
427,4,5:04.0,K. Love misses 3-pt jump shot from 23 ft,,107,100
428,4,5:04.0,Offensive rebound by L. James,,107,100
429,4,4:58.0,K. Irving makes 2-pt layup from 2 ft,,109,100
430,4,4:42.0,,R. Rondo misses 2-pt jump shot from 13 ft,109,100
431,4,4:42.0,,Offensive rebound by Team,109,100
432,4,4:42.0,Loose ball foul by T. Thompson,,109,100
433,4,4:42.0,,Q. Acy makes free throw 1 of 2,109,101
434,4,4:42.0,,O. Casspi enters the game for R. Gay,109,101
435,4,4:42.0,,Q. Acy makes free throw 2 of 2,109,102
436,4,4:20.0,K. Love misses 3-pt jump shot from 24 ft,,109,102
437,4,4:20.0,,Defensive rebound by R. Rondo,109,102
438,4,4:07.0,,D. Cousins misses 3-pt jump shot from 25 ft,109,102
439,4,4:07.0,,Offensive rebound by D. Collison,109,102
440,4,4:07.0,,Personal foul by J. Smith,109,102
441,4,4:07.0,,D. Collison makes free throw 1 of 2,109,103
442,4,4:07.0,,R. Gay enters the game for O. Casspi,109,103
443,4,4:07.0,,D. Collison makes free throw 2 of 2,109,104
444,4,3:43.0,J. Smith misses 3-pt jump shot from 23 ft,,109,104
445,4,3:42.0,,Defensive rebound by D. Cousins,109,104
446,4,3:34.0,,R. Gay misses 3-pt jump shot from 25 ft,109,104
447,4,3:34.0,,Offensive rebound by D. Collison,109,104
448,4,3:27.0,,R. Gay makes 2-pt jump shot from 18 ft (assist by D. Collison),109,106
449,4,3:27.0,Cleveland full timeout,,109,106
450,4,3:15.0,L. James misses 3-pt jump shot from 24 ft,,109,106
451,4,3:14.0,,Defensive rebound by D. Cousins,109,106
452,4,2:58.0,,R. Rondo makes 2-pt jump shot from 9 ft,109,108
453,4,2:36.0,Shooting foul by D. Cousins (drawn by K. Love),,109,108
454,4,2:36.0,K. Love makes free throw 1 of 2,,110,108
455,4,2:36.0,K. Love makes free throw 2 of 2,,111,108
456,4,2:25.0,,R. Rondo misses 2-pt jump shot from 8 ft,111,108
457,4,2:24.0,Defensive rebound by T. Thompson,,111,108
458,4,2:04.0,K. Irving misses 3-pt jump shot from 25 ft,,111,108
459,4,2:04.0,Offensive rebound by T. Thompson,,111,108
460,4,1:50.0,K. Love misses 3-pt jump shot from 25 ft,,111,108
461,4,1:50.0,Offensive rebound by L. James,,111,108
462,4,1:32.0,K. Love makes 3-pt jump shot from 23 ft (assist by K. Irving),,114,108
463,4,1:32.0,Shooting foul by D. Collison (drawn by K. Love),,114,108
464,4,1:32.0,,O. Casspi enters the game for Q. Acy,114,108
465,4,1:32.0,I. Shumpert enters the game for T. Thompson,,114,108
466,4,1:32.0,K. Love makes free throw 1 of 1,,115,108
467,4,1:22.0,,D. Cousins misses 3-pt jump shot from 24 ft,115,108
468,4,1:21.0,Defensive rebound by L. James,,115,108
469,4,1:01.0,J. Smith makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,118,108
470,4,1:01.0,,Sacramento full timeout,118,108
471,4,1:01.0,T. Thompson enters the game for K. Love,,118,108
472,4,0:58.0,,D. Cousins misses 2-pt jump shot from 4 ft,118,108
473,4,0:57.0,Defensive rebound by J. Smith,,118,108
474,4,0:40.0,Personal foul by R. Gay,,118,108
475,4,0:40.0,L. James makes free throw 1 of 2,,119,108
476,4,0:40.0,M. Dellavedova enters the game for K. Irving,,119,108
477,4,0:40.0,L. James makes free throw 2 of 2,,120,108
478,4,0:34.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by D. Collison),120,111
479,4,0:13.0,L. James misses 2-pt jump shot from 7 ft,,120,111
480,4,0:12.0,,Defensive rebound by R. Rondo,120,111
481,4,0:08.0,,Turnover by O. Casspi (lost ball),120,111
