,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SACRAMENTO_ACTION,BROOKLYN_SCORE,SACRAMENTO_SCORE
25,1,8:52.0,,Defensive rebound by D. Cousins,8,3
26,1,8:43.0,,Shooting foul by R. Hollis-Jefferson (drawn by D. Cousins),8,3
27,1,8:43.0,,D. Cousins makes free throw 1 of 2,8,4
28,1,8:43.0,,D. Cousins makes free throw 2 of 2,8,5
29,1,8:25.0,J. Johnson misses 2-pt jump shot from 18 ft,,8,5
30,1,8:25.0,,Defensive rebound by W. Cauley-Stein,8,5
31,1,8:17.0,,D. Cousins misses 3-pt jump shot from 25 ft,8,5
32,1,8:16.0,Defensive rebound by R. Hollis-Jefferson,,8,5
33,1,8:05.0,B. Lopez makes 2-pt jump shot from 13 ft (assist by T. Young),,10,5
34,1,7:42.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by C. Butler),10,8
35,1,7:27.0,J. Jack misses 2-pt jump shot from 6 ft (block by W. Cauley-Stein),,10,8
36,1,7:25.0,,Defensive rebound by W. Cauley-Stein,10,8
37,1,7:19.0,,C. Butler misses 3-pt jump shot from 24 ft,10,8
38,1,7:18.0,,Offensive rebound by C. Butler,10,8
39,1,7:15.0,,Turnover by C. Butler (bad pass),10,8
40,1,7:02.0,T. Young makes 2-pt hook shot from 6 ft (assist by J. Jack),,12,8
41,1,6:39.0,,D. Cousins misses 2-pt jump shot from 17 ft,12,8
42,1,6:38.0,Defensive rebound by R. Hollis-Jefferson,,12,8
43,1,6:29.0,Shooting foul by D. Cousins (drawn by J. Jack),,12,8
44,1,6:29.0,J. Jack makes free throw 1 of 2,,13,8
45,1,6:29.0,,M. Belinelli enters the game for W. Cauley-Stein,13,8
46,1,6:29.0,,K. Koufos enters the game for J. Anderson,13,8
47,1,6:29.0,J. Jack makes free throw 2 of 2,,14,8
48,1,6:18.0,,R. Rondo misses 2-pt jump shot from 6 ft,14,8
49,1,6:17.0,Defensive rebound by R. Hollis-Jefferson,,14,8
50,1,6:05.0,B. Lopez makes 2-pt jump shot from 13 ft (assist by J. Jack),,16,8
51,1,5:58.0,,Sacramento full timeout,16,8
52,1,5:49.0,,M. Belinelli misses 2-pt jump shot from 18 ft,16,8
53,1,5:48.0,Defensive rebound by T. Young,,16,8
54,1,5:40.0,Shooting foul by R. Rondo (drawn by J. Jack),,16,8
55,1,5:40.0,J. Jack makes free throw 1 of 2,,17,8
56,1,5:40.0,T. Robinson enters the game for B. Lopez,,17,8
57,1,5:40.0,J. Jack makes free throw 2 of 2,,18,8
58,1,5:26.0,,R. Rondo misses 3-pt jump shot from 23 ft,18,8
59,1,5:26.0,Defensive rebound by J. Jack,,18,8
60,1,5:22.0,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by J. Johnson),,20,8
61,1,5:01.0,,C. Butler misses 2-pt jump shot from 11 ft,20,8
62,1,5:01.0,,Offensive rebound by D. Cousins,20,8
63,1,5:00.0,,D. Cousins misses 2-pt jump shot from 4 ft,20,8
64,1,5:00.0,,Offensive rebound by D. Cousins,20,8
65,1,5:00.0,,Shooting foul by J. Johnson (drawn by D. Cousins),20,8
66,1,5:00.0,,D. Cousins makes free throw 1 of 2,20,9
67,1,5:00.0,,O. Casspi enters the game for C. Butler,20,9
68,1,5:00.0,,D. Cousins makes free throw 2 of 2,20,10
69,1,4:42.0,J. Johnson misses 2-pt jump shot from 20 ft,,20,10
70,1,4:42.0,,Defensive rebound by D. Cousins,20,10
71,1,4:35.0,,R. Rondo misses 2-pt layup from 2 ft,20,10
72,1,4:35.0,,Offensive rebound by Team,20,10
73,1,4:32.0,,M. Belinelli makes 2-pt jump shot from 12 ft (assist by R. Rondo),20,12
74,1,4:21.0,Shooting foul by K. Koufos (drawn by J. Jack),,20,12
75,1,4:21.0,J. Jack misses free throw 1 of 2,,20,12
76,1,4:21.0,Offensive rebound by Team,,20,12
77,1,4:21.0,B. Bogdanović enters the game for J. Johnson,,20,12
78,1,4:21.0,J. Jack makes free throw 2 of 2,,21,12
79,1,4:10.0,,M. Belinelli misses 2-pt jump shot from 17 ft,21,12
80,1,4:09.0,,Offensive rebound by R. Rondo,21,12
81,1,3:58.0,,K. Koufos makes 2-pt layup from 2 ft (assist by R. Rondo),21,14
82,1,3:58.0,,Shooting foul by T. Young (drawn by K. Koufos),21,14
83,1,3:58.0,,K. Koufos makes free throw 1 of 1,21,15
84,1,3:44.0,T. Young makes 2-pt jump shot from 14 ft (assist by J. Jack),,23,15
85,1,3:35.0,,D. Cousins makes 2-pt layup from 3 ft (assist by R. Rondo),23,17
86,1,3:19.0,J. Jack misses 3-pt jump shot from 24 ft,,23,17
87,1,3:19.0,,Defensive rebound by D. Cousins,23,17
88,1,3:12.0,,K. Koufos misses 2-pt layup from 2 ft,23,17
89,1,3:11.0,Defensive rebound by T. Robinson,,23,17
90,1,3:00.0,Turnover by T. Robinson (lost ball; steal by R. Rondo),,23,17
91,1,3:00.0,,K. Koufos misses 2-pt layup from 1 ft,23,17
92,1,2:59.0,,Offensive rebound by D. Cousins,23,17
93,1,2:58.0,,D. Cousins misses 2-pt layup from 2 ft,23,17
94,1,2:57.0,Defensive rebound by R. Hollis-Jefferson,,23,17
95,1,2:51.0,J. Jack makes 2-pt layup from 3 ft,,25,17
96,1,2:41.0,,Personal foul by T. Robinson (drawn by D. Cousins),25,17
97,1,2:41.0,Brooklyn full timeout,,25,17
98,1,2:41.0,A. Bargnani enters the game for T. Young,,25,17
99,1,2:41.0,W. Ellington enters the game for R. Hollis-Jefferson,,25,17
100,1,2:33.0,,Personal foul by T. Robinson (drawn by D. Cousins),25,17
101,1,2:33.0,,D. Cousins makes free throw 1 of 2,25,18
102,1,2:33.0,B. Lopez enters the game for T. Robinson,,25,18
103,1,2:33.0,S. Larkin enters the game for J. Jack,,25,18
104,1,2:33.0,,D. Cousins makes free throw 2 of 2,25,19
105,1,2:24.0,Personal foul by O. Casspi (drawn by B. Bogdanović),,25,19
106,1,2:15.0,B. Lopez misses 2-pt jump shot from 14 ft,,25,19
107,1,2:14.0,,Defensive rebound by R. Rondo,25,19
108,1,2:06.0,,O. Casspi misses 3-pt jump shot from 26 ft,25,19
109,1,2:05.0,Defensive rebound by B. Lopez,,25,19
110,1,1:53.0,A. Bargnani misses 2-pt jump shot from 13 ft,,25,19
111,1,1:53.0,,Defensive rebound by K. Koufos,25,19
112,1,1:45.0,,K. Koufos makes 2-pt hook shot from 3 ft (assist by R. Rondo),25,21
113,1,1:28.0,A. Bargnani misses 2-pt jump shot from 16 ft,,25,21
114,1,1:27.0,,Defensive rebound by R. Rondo,25,21
115,1,1:17.0,,M. Belinelli misses 3-pt jump shot from 24 ft,25,21
116,1,1:16.0,Defensive rebound by A. Bargnani,,25,21
117,1,1:07.0,B. Bogdanović misses 2-pt layup from 4 ft,,25,21
118,1,1:06.0,,Defensive rebound by D. Cousins,25,21
119,1,0:56.0,,O. Casspi makes 2-pt jump shot from 5 ft,25,23
120,1,0:32.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by S. Larkin),,28,23
121,1,0:11.0,,O. Casspi misses 3-pt jump shot from 25 ft,28,23
122,1,0:10.0,Defensive rebound by S. Larkin,,28,23
123,1,0:05.0,B. Bogdanović makes 2-pt dunk at rim (assist by W. Ellington),,30,23
124,1,0:04.0,,W. Cauley-Stein enters the game for D. Cousins,30,23
125,1,0:00.0,,M. Belinelli misses 3-pt jump shot from 36 ft,30,23
126,1,0:00.0,,Offensive rebound by Team,30,23
127,2,11:42.0,,R. Rondo makes 2-pt layup from 2 ft,30,25
128,2,11:25.0,B. Lopez misses 2-pt jump shot from 11 ft,,30,25
129,2,11:25.0,,Defensive rebound by K. Koufos,30,25
130,2,11:15.0,,Turnover by W. Cauley-Stein (lost ball),30,25
131,2,11:15.0,,S. Curry enters the game for R. Rondo,30,25
132,2,11:07.0,,Violation by S. Curry (kicked ball),30,25
133,2,10:59.0,A. Bargnani misses 2-pt jump shot from 15 ft,,30,25
134,2,10:58.0,,Defensive rebound by K. Koufos,30,25
135,2,10:48.0,,M. Belinelli makes 2-pt jump shot from 21 ft,30,27
136,2,10:29.0,A. Bargnani misses 2-pt hook shot from 6 ft,,30,27
137,2,10:28.0,,Defensive rebound by W. Cauley-Stein,30,27
138,2,10:17.0,,O. Casspi misses 2-pt layup from 3 ft,30,27
139,2,10:16.0,Defensive rebound by A. Bargnani,,30,27
140,2,10:09.0,B. Bogdanović misses 2-pt jump shot from 22 ft,,30,27
141,2,10:08.0,,Defensive rebound by W. Cauley-Stein,30,27
142,2,9:58.0,,Personal foul by W. Ellington (drawn by O. Casspi),30,27
143,2,9:58.0,J. Johnson enters the game for A. Bargnani,,30,27
144,2,9:51.0,,Turnover by M. Belinelli (bad pass; steal by W. Ellington),30,27
145,2,9:45.0,J. Johnson misses 2-pt jump shot from 14 ft,,30,27
146,2,9:44.0,,Defensive rebound by W. Cauley-Stein,30,27
147,2,9:23.0,,Turnover by M. Belinelli (bad pass; steal by S. Larkin),30,27
148,2,9:22.0,Personal foul by K. Koufos (drawn by S. Larkin),,30,27
149,2,9:03.0,B. Lopez misses 2-pt hook shot from 12 ft,,30,27
150,2,9:02.0,,Defensive rebound by M. Belinelli,30,27
151,2,8:51.0,,S. Curry misses 2-pt jump shot from 18 ft,30,27
152,2,8:51.0,,Offensive rebound by K. Koufos,30,27
153,2,8:42.0,,M. Belinelli misses 2-pt jump shot from 21 ft,30,27
154,2,8:42.0,Defensive rebound by W. Ellington,,30,27
155,2,8:38.0,Brooklyn full timeout,,30,27
156,2,8:24.0,Shooting foul by K. Koufos (drawn by B. Lopez),,30,27
157,2,8:24.0,B. Lopez makes free throw 1 of 2,,31,27
158,2,8:24.0,,D. Cousins enters the game for K. Koufos,31,27
159,2,8:24.0,B. Lopez makes free throw 2 of 2,,32,27
160,2,8:13.0,,Personal block foul by S. Larkin (drawn by D. Cousins),32,27
161,2,8:13.0,,C. Butler enters the game for W. Cauley-Stein,32,27
162,2,8:11.0,,Turnover by O. Casspi (bad pass; steal by S. Larkin),32,27
163,2,8:09.0,S. Larkin makes 2-pt layup from 3 ft,,34,27
164,2,7:50.0,,S. Curry misses 3-pt jump shot from 23 ft,34,27
165,2,7:50.0,Defensive rebound by Team,,34,27
166,2,7:49.0,,B. McLemore enters the game for M. Belinelli,34,27
167,2,7:33.0,Shooting foul by D. Cousins (drawn by B. Lopez),,34,27
168,2,7:33.0,B. Lopez makes free throw 1 of 2,,35,27
169,2,7:33.0,T. Young enters the game for W. Ellington,,35,27
170,2,7:33.0,B. Lopez makes free throw 2 of 2,,36,27
171,2,7:10.0,,D. Cousins misses 2-pt jump shot from 6 ft,36,27
172,2,7:10.0,Defensive rebound by B. Lopez,,36,27
173,2,7:05.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Johnson),,38,27
174,2,7:04.0,,Sacramento full timeout,38,27
175,2,7:04.0,,R. Rondo enters the game for S. Curry,38,27
176,2,6:48.0,,C. Butler misses 3-pt jump shot from 25 ft,38,27
177,2,6:47.0,Defensive rebound by T. Young,,38,27
178,2,6:31.0,B. Lopez misses 2-pt jump shot from 12 ft,,38,27
179,2,6:30.0,,Defensive rebound by R. Rondo,38,27
180,2,6:17.0,,O. Casspi makes 3-pt jump shot from 23 ft (assist by C. Butler),38,30
181,2,6:00.0,S. Larkin makes 3-pt jump shot from 24 ft (assist by B. Lopez),,41,30
182,2,5:49.0,,R. Rondo makes 2-pt layup from 3 ft,41,32
183,2,5:42.0,T. Young makes 2-pt jump shot from 5 ft (assist by S. Larkin),,43,32
184,2,5:17.0,,D. Cousins misses 2-pt layup from 2 ft,43,32
185,2,5:15.0,,Offensive rebound by D. Cousins,43,32
186,2,5:15.0,,Personal foul by B. Lopez (drawn by D. Cousins),43,32
187,2,5:15.0,,M. Belinelli enters the game for O. Casspi,43,32
188,2,5:15.0,T. Robinson enters the game for B. Lopez,,43,32
189,2,5:06.0,,B. McLemore makes 2-pt jump shot from 3 ft (assist by R. Rondo),43,34
190,2,4:47.0,S. Larkin makes 3-pt jump shot from 25 ft,,46,34
191,2,4:39.0,,Shooting foul by T. Robinson (drawn by D. Cousins),46,34
192,2,4:39.0,,D. Cousins makes free throw 1 of 2,46,35
193,2,4:39.0,J. Jack enters the game for S. Larkin,,46,35
194,2,4:39.0,,D. Cousins makes free throw 2 of 2,46,36
195,2,4:28.0,T. Robinson makes 2-pt jump shot from 1 ft (assist by J. Jack),,48,36
196,2,4:28.0,Shooting foul by D. Cousins (drawn by T. Robinson),,48,36
197,2,4:28.0,,Q. Acy enters the game for D. Cousins,48,36
198,2,4:28.0,T. Robinson misses free throw 1 of 1,,48,36
199,2,4:28.0,Offensive rebound by Team,,48,36
200,2,4:24.0,B. Bogdanović makes 2-pt jump shot from 20 ft (assist by J. Johnson),,50,36
201,2,4:08.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Rondo),50,39
202,2,3:42.0,T. Young makes 2-pt hook shot from 8 ft,,52,39
203,2,3:30.0,,M. Belinelli misses 2-pt jump shot from 18 ft,52,39
204,2,3:25.0,,Offensive rebound by Team,52,39
205,2,3:25.0,,W. Cauley-Stein enters the game for C. Butler,52,39
206,2,3:02.0,,R. Rondo misses 3-pt jump shot from 25 ft,52,39
207,2,3:01.0,Defensive rebound by B. Bogdanović,,52,39
208,2,2:46.0,J. Johnson misses 3-pt jump shot from 24 ft,,52,39
209,2,2:46.0,Offensive rebound by T. Robinson,,52,39
210,2,2:38.0,,Violation by Q. Acy (def goaltending),52,39
211,2,2:38.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Jack),,54,39
212,2,2:28.0,,R. Rondo makes 2-pt layup from 2 ft,54,41
213,2,2:16.0,T. Robinson makes 2-pt jump shot at rim (assist by J. Jack),,56,41
214,2,2:03.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by M. Belinelli),56,44
215,2,1:45.0,T. Young misses 2-pt jump shot from 18 ft,,56,44
216,2,1:45.0,,Defensive rebound by W. Cauley-Stein,56,44
217,2,1:39.0,,R. Rondo makes 2-pt layup from 2 ft,56,46
218,2,1:35.0,Brooklyn full timeout,,56,46
219,2,1:35.0,Official timeout,,56,46
220,2,1:35.0,B. Lopez enters the game for T. Robinson,,56,46
221,2,1:35.0,R. Hollis-Jefferson enters the game for B. Bogdanović,,56,46
222,2,1:22.0,B. Lopez misses 2-pt jump shot from 10 ft,,56,46
223,2,1:19.0,Offensive rebound by T. Young,,56,46
224,2,1:19.0,T. Young misses 2-pt jump shot from 2 ft,,56,46
225,2,1:19.0,,Defensive rebound by W. Cauley-Stein,56,46
226,2,1:19.0,,Personal foul by T. Young (drawn by W. Cauley-Stein),56,46
227,2,1:19.0,,W. Cauley-Stein makes free throw 1 of 2,56,47
228,2,1:19.0,B. Bogdanović enters the game for T. Young,,56,47
229,2,1:19.0,,W. Cauley-Stein misses free throw 2 of 2,56,47
230,2,1:17.0,Defensive rebound by J. Johnson,,56,47
231,2,0:57.0,B. Bogdanović makes 2-pt layup from 4 ft,,58,47
232,2,0:47.0,,B. McLemore makes 3-pt jump shot from 22 ft (assist by M. Belinelli),58,50
233,2,0:36.0,B. Lopez misses 2-pt jump shot from 8 ft,,58,50
234,2,0:36.0,,Defensive rebound by W. Cauley-Stein,58,50
235,2,0:31.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by B. McLemore),58,53
236,2,0:31.0,,Shooting foul by B. Lopez (drawn by M. Belinelli),58,53
237,2,0:31.0,,O. Casspi enters the game for Q. Acy,58,53
238,2,0:31.0,W. Ellington enters the game for R. Hollis-Jefferson,,58,53
239,2,0:31.0,,M. Belinelli makes free throw 1 of 1,58,54
240,2,0:08.0,J. Jack makes 2-pt jump shot from 8 ft,,60,54
241,2,0:00.0,,M. Belinelli misses 3-pt jump shot from 27 ft,60,54
242,2,0:00.0,,Offensive rebound by Team,60,54
243,3,11:48.0,,D. Cousins misses 2-pt jump shot from 3 ft,60,54
244,3,11:47.0,,Offensive rebound by B. McLemore,60,54
245,3,11:41.0,,Turnover by B. McLemore (bad pass),60,54
246,3,11:20.0,T. Young makes 2-pt layup from 3 ft (assist by J. Jack),,62,54
247,3,11:08.0,,D. Cousins makes 2-pt layup from 2 ft,62,56
248,3,10:50.0,Turnover by J. Johnson (bad pass; steal by C. Butler),,62,56
249,3,10:44.0,,B. McLemore makes 2-pt layup from 1 ft,62,58
250,3,10:22.0,Shooting foul by B. McLemore (drawn by J. Jack),,62,58
251,3,10:22.0,J. Jack makes free throw 1 of 3,,63,58
252,3,10:22.0,J. Jack makes free throw 2 of 3,,64,58
253,3,10:22.0,J. Jack makes free throw 3 of 3,,65,58
254,3,10:11.0,,Turnover by R. Rondo (lost ball; steal by T. Young),65,58
255,3,9:55.0,T. Young makes 2-pt dunk at rim,,67,58
256,3,9:42.0,,B. McLemore misses 3-pt jump shot from 25 ft,67,58
257,3,9:41.0,Defensive rebound by B. Lopez,,67,58
258,3,9:22.0,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft,,69,58
259,3,9:10.0,,D. Cousins misses 2-pt jump shot from 5 ft (block by B. Lopez),69,58
260,3,9:08.0,Defensive rebound by T. Young,,69,58
261,3,9:03.0,J. Johnson misses 3-pt jump shot from 25 ft,,69,58
262,3,9:03.0,,Defensive rebound by Team,69,58
263,3,9:03.0,Loose ball foul by R. Hollis-Jefferson (drawn by D. Cousins),,69,58
264,3,8:38.0,,C. Butler makes 2-pt jump shot from 9 ft,69,60
265,3,8:21.0,Turnover by J. Jack (bad pass; steal by C. Butler),,69,60
266,3,8:16.0,,R. Rondo makes 2-pt layup from 3 ft (assist by B. McLemore),69,62
267,3,8:15.0,Brooklyn full timeout,,69,62
268,3,7:57.0,T. Young misses 2-pt jump shot from 20 ft,,69,62
269,3,7:57.0,,Defensive rebound by C. Butler,69,62
270,3,7:49.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),69,64
271,3,7:26.0,J. Jack makes 3-pt jump shot from 25 ft (assist by J. Johnson),,72,64
272,3,7:15.0,,Turnover by R. Rondo (lost ball; steal by J. Jack),72,64
273,3,7:10.0,J. Jack makes 2-pt layup from 1 ft,,74,64
274,3,7:00.0,,D. Cousins misses 2-pt layup from 3 ft (block by B. Lopez),74,64
275,3,6:59.0,Defensive rebound by T. Young,,74,64
276,3,6:52.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,74,64
277,3,6:51.0,,Defensive rebound by W. Cauley-Stein,74,64
278,3,6:44.0,,Shooting foul by B. Lopez (drawn by D. Cousins),74,64
279,3,6:44.0,,D. Cousins makes free throw 1 of 2,74,65
280,3,6:44.0,,K. Koufos enters the game for W. Cauley-Stein,74,65
281,3,6:44.0,,D. Cousins makes free throw 2 of 2,74,66
282,3,6:21.0,T. Young misses 3-pt jump shot from 23 ft,,74,66
283,3,6:20.0,,Defensive rebound by C. Butler,74,66
284,3,6:11.0,,D. Cousins makes 3-pt jump shot from 24 ft (assist by R. Rondo),74,69
285,3,5:56.0,T. Young misses 2-pt jump shot from 7 ft,,74,69
286,3,5:55.0,Offensive rebound by B. Lopez,,74,69
287,3,5:55.0,B. Lopez misses 2-pt jump shot from 1 ft,,74,69
288,3,5:50.0,Offensive rebound by R. Hollis-Jefferson,,74,69
289,3,5:48.0,Turnover by R. Hollis-Jefferson (bad pass; steal by K. Koufos),,74,69
290,3,5:41.0,,Shooting foul by R. Hollis-Jefferson (drawn by D. Cousins),74,69
291,3,5:41.0,,D. Cousins makes free throw 1 of 2,74,70
292,3,5:41.0,B. Bogdanović enters the game for T. Young,,74,70
293,3,5:41.0,A. Bargnani enters the game for R. Hollis-Jefferson,,74,70
294,3,5:41.0,,D. Cousins misses free throw 2 of 2,74,70
295,3,5:40.0,Defensive rebound by B. Lopez,,74,70
296,3,5:21.0,B. Lopez misses 2-pt jump shot from 5 ft (block by K. Koufos),,74,70
297,3,5:20.0,,Defensive rebound by C. Butler,74,70
298,3,5:04.0,,K. Koufos misses 2-pt hook shot from 8 ft,74,70
299,3,5:03.0,,Offensive rebound by K. Koufos,74,70
300,3,5:03.0,,Turnover by K. Koufos (traveling),74,70
301,3,5:03.0,,O. Casspi enters the game for C. Butler,74,70
302,3,5:03.0,S. Larkin enters the game for J. Jack,,74,70
303,3,4:47.0,J. Johnson makes 2-pt jump shot from 18 ft,,76,70
304,3,4:29.0,,B. McLemore misses 2-pt jump shot from 6 ft,76,70
305,3,4:27.0,,Offensive rebound by K. Koufos,76,70
306,3,4:27.0,,K. Koufos misses 2-pt layup from 1 ft,76,70
307,3,4:26.0,,Offensive rebound by K. Koufos,76,70
308,3,4:25.0,,K. Koufos misses 2-pt layup from 1 ft (block by B. Lopez),76,70
309,3,4:24.0,Defensive rebound by S. Larkin,,76,70
310,3,4:21.0,,Offensive charge foul by S. Larkin (drawn by R. Rondo),76,70
311,3,4:21.0,Turnover by S. Larkin (offensive foul),,76,70
312,3,4:07.0,,D. Cousins makes 2-pt jump shot from 21 ft,76,72
313,3,3:47.0,B. Lopez makes 2-pt hook shot from 9 ft,,78,72
314,3,3:37.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),78,75
315,3,3:21.0,Shooting foul by K. Koufos (drawn by B. Lopez),,78,75
316,3,3:21.0,B. Lopez makes free throw 1 of 2,,79,75
317,3,3:21.0,,M. Belinelli enters the game for K. Koufos,79,75
318,3,3:21.0,,Q. Acy enters the game for B. McLemore,79,75
319,3,3:21.0,B. Lopez makes free throw 2 of 2,,80,75
320,3,3:08.0,,D. Cousins makes 2-pt layup from 3 ft,80,77
321,3,2:48.0,B. Lopez misses 2-pt hook shot from 10 ft,,80,77
322,3,2:47.0,,Defensive rebound by D. Cousins,80,77
323,3,2:40.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),80,79
324,3,2:39.0,Brooklyn full timeout,,80,79
325,3,2:39.0,,Sacramento full timeout,80,79
326,3,2:39.0,W. Ellington enters the game for J. Johnson,,80,79
327,3,2:32.0,Turnover by S. Larkin (lost ball; steal by Q. Acy),,80,79
328,3,2:17.0,,D. Cousins makes 2-pt jump shot from 21 ft (assist by M. Belinelli),80,81
329,3,2:01.0,A. Bargnani misses 2-pt jump shot from 21 ft,,80,81
330,3,2:01.0,,Defensive rebound by M. Belinelli,80,81
331,3,1:53.0,,Q. Acy misses 2-pt jump shot from 4 ft (block by B. Lopez),80,81
332,3,1:52.0,Defensive rebound by Team,,80,81
333,3,1:52.0,T. Robinson enters the game for B. Lopez,,80,81
334,3,1:41.0,S. Larkin misses 2-pt layup from 2 ft,,80,81
335,3,1:40.0,,Defensive rebound by R. Rondo,80,81
336,3,1:35.0,,R. Rondo makes 2-pt layup from 2 ft,80,83
337,3,1:18.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,80,83
338,3,1:17.0,,Defensive rebound by R. Rondo,80,83
339,3,1:08.0,,Personal foul by T. Robinson (drawn by D. Cousins),80,83
340,3,1:08.0,,K. Koufos enters the game for D. Cousins,80,83
341,3,0:56.0,,Turnover by Q. Acy (traveling),80,83
342,3,0:35.0,W. Ellington makes 2-pt jump shot from 20 ft (assist by S. Larkin),,82,83
343,3,0:19.0,,Q. Acy makes 2-pt dunk at rim (assist by M. Belinelli),82,85
344,3,0:06.0,Personal foul by R. Rondo (drawn by S. Larkin),,82,85
345,3,0:00.0,W. Ellington misses 2-pt jump shot from 4 ft,,82,85
346,3,0:00.0,Offensive rebound by Team,,82,85
347,4,11:46.0,W. Ellington misses 3-pt jump shot from 24 ft,,82,85
348,4,11:45.0,,Defensive rebound by O. Casspi,82,85
349,4,11:36.0,,Turnover by M. Belinelli (lost ball; steal by W. Ellington),82,85
350,4,11:22.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,82,85
351,4,11:21.0,Offensive rebound by T. Robinson,,82,85
352,4,11:04.0,A. Bargnani makes 3-pt jump shot from 25 ft (assist by J. Jack),,85,85
353,4,10:47.0,,M. Belinelli misses 2-pt jump shot from 21 ft,85,85
354,4,10:46.0,Defensive rebound by B. Bogdanović,,85,85
355,4,10:38.0,J. Jack misses 2-pt jump shot from 18 ft,,85,85
356,4,10:37.0,,Defensive rebound by O. Casspi,85,85
357,4,10:28.0,,O. Casspi misses 3-pt jump shot from 25 ft,85,85
358,4,10:28.0,,Offensive rebound by Team,85,85
359,4,10:24.0,,O. Casspi misses 2-pt layup from 4 ft,85,85
360,4,10:23.0,Defensive rebound by T. Robinson,,85,85
361,4,10:08.0,A. Bargnani misses 2-pt jump shot from 10 ft,,85,85
362,4,10:07.0,Offensive rebound by A. Bargnani,,85,85
363,4,10:06.0,A. Bargnani makes 2-pt jump shot from 5 ft,,87,85
364,4,9:48.0,,R. Rondo makes 2-pt jump shot from 20 ft (assist by O. Casspi),87,87
365,4,9:37.0,J. Jack misses 2-pt jump shot from 13 ft,,87,87
366,4,9:36.0,,Defensive rebound by Q. Acy,87,87
367,4,9:26.0,,R. Rondo makes 2-pt layup from 2 ft,87,89
368,4,9:04.0,Turnover by T. Robinson (lost ball; steal by Q. Acy),,87,89
369,4,8:41.0,,O. Casspi misses 2-pt jump shot from 1 ft,87,89
370,4,8:40.0,,Offensive rebound by O. Casspi,87,89
371,4,8:40.0,,O. Casspi misses 2-pt jump shot from 1 ft,87,89
372,4,8:39.0,Defensive rebound by T. Robinson,,87,89
373,4,8:29.0,W. Ellington misses 2-pt jump shot from 19 ft,,87,89
374,4,8:29.0,,Defensive rebound by R. Rondo,87,89
375,4,8:29.0,,Sacramento full timeout,87,89
376,4,8:29.0,,D. Cousins enters the game for K. Koufos,87,89
377,4,8:29.0,,B. McLemore enters the game for O. Casspi,87,89
378,4,8:29.0,J. Johnson enters the game for T. Robinson,,87,89
