,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
99,1,1:20.0,,M. Speights misses 3-pt jump shot from 26 ft,14,26
100,1,1:20.0,Defensive rebound by E. İlyasova,,14,26
101,1,1:09.0,C. Watson makes 2-pt jump shot from 11 ft,,16,26
102,1,0:54.0,,B. Rush misses 2-pt dunk at rim,16,26
103,1,0:53.0,Defensive rebound by C. Watson,,16,26
104,1,0:48.0,Shooting foul by B. Rush (drawn by B. Jennings),,16,26
105,1,0:48.0,B. Jennings makes free throw 1 of 2,,17,26
106,1,0:48.0,B. Jennings makes free throw 2 of 2,,18,26
107,1,0:32.0,,B. Rush makes 2-pt dunk at rim (assist by S. Curry),18,28
108,1,0:19.0,Turnover by B. Jennings (bad pass; steal by S. Curry),,18,28
109,1,0:03.0,,B. Rush makes 3-pt jump shot from 23 ft (assist by M. Speights),18,31
110,1,0:00.0,M. Hezonja misses 3-pt jump shot from 47 ft,,18,31
111,1,0:00.0,Offensive rebound by Team,,18,31
112,2,11:50.0,D. Dedmon makes 2-pt dunk at rim (assist by M. Hezonja),,20,31
113,2,11:38.0,,Turnover by M. Speights (bad pass),20,31
114,2,11:18.0,M. Hezonja misses 2-pt jump shot from 10 ft,,20,31
115,2,11:17.0,Offensive rebound by E. İlyasova,,20,31
116,2,11:15.0,Shooting foul by H. Barnes (drawn by E. İlyasova),,20,31
117,2,11:15.0,E. İlyasova misses free throw 1 of 2,,20,31
118,2,11:15.0,Offensive rebound by Team,,20,31
119,2,11:15.0,E. İlyasova makes free throw 2 of 2,,21,31
120,2,11:04.0,,Shooting foul by D. Dedmon (drawn by M. Speights),21,31
121,2,11:04.0,,M. Speights makes free throw 1 of 2,21,32
122,2,11:04.0,,M. Speights makes free throw 2 of 2,21,33
123,2,10:54.0,Personal foul by L. Barbosa (drawn by C. Watson),,21,33
124,2,10:43.0,Shooting foul by M. Speights (drawn by M. Hezonja),,21,33
125,2,10:43.0,M. Hezonja misses free throw 1 of 2,,21,33
126,2,10:43.0,Offensive rebound by Team,,21,33
127,2,10:43.0,M. Hezonja makes free throw 2 of 2,,22,33
128,2,10:23.0,,H. Barnes misses 2-pt jump shot from 20 ft,22,33
129,2,10:22.0,Defensive rebound by D. Dedmon,,22,33
130,2,10:13.0,Turnover by M. Hezonja (bad pass; steal by H. Barnes),,22,33
131,2,10:09.0,,Shooting foul by E. İlyasova (drawn by H. Barnes),22,33
132,2,10:09.0,,H. Barnes misses free throw 1 of 2,22,33
133,2,10:09.0,,Offensive rebound by Team,22,33
134,2,10:09.0,,K. Thompson enters the game for B. Rush,22,33
135,2,10:09.0,,I. Clark enters the game for L. Barbosa,22,33
136,2,10:09.0,,H. Barnes makes free throw 2 of 2,22,34
137,2,9:52.0,B. Jennings makes 3-pt jump shot from 25 ft (assist by C. Watson),,25,34
138,2,9:34.0,,Personal foul by E. İlyasova (drawn by H. Barnes),25,34
139,2,9:34.0,A. Gordon enters the game for E. İlyasova,,25,34
140,2,9:26.0,,M. Speights misses 2-pt jump shot from 17 ft,25,34
141,2,9:25.0,Defensive rebound by D. Dedmon,,25,34
142,2,9:13.0,Shooting foul by I. Clark (drawn by B. Jennings),,25,34
143,2,9:13.0,B. Jennings makes free throw 1 of 3,,26,34
144,2,9:13.0,B. Jennings makes free throw 2 of 3,,27,34
145,2,9:13.0,,A. Varejão enters the game for M. Speights,27,34
146,2,9:13.0,B. Jennings makes free throw 3 of 3,,28,34
147,2,8:57.0,,S. Livingston misses 2-pt jump shot from 6 ft,28,34
148,2,8:57.0,Defensive rebound by D. Dedmon,,28,34
149,2,8:47.0,Turnover by M. Hezonja (bad pass; steal by I. Clark),,28,34
150,2,8:42.0,,Offensive foul by I. Clark (drawn by B. Jennings),28,34
151,2,8:42.0,,Turnover by I. Clark (offensive foul),28,34
152,2,8:42.0,Official timeout,,28,34
153,2,8:42.0,,D. Green enters the game for H. Barnes,28,34
154,2,8:30.0,M. Hezonja misses 2-pt jump shot from 18 ft,,28,34
155,2,8:29.0,,Defensive rebound by I. Clark,28,34
156,2,8:16.0,,K. Thompson misses 3-pt jump shot from 24 ft,28,34
157,2,8:15.0,Defensive rebound by C. Watson,,28,34
158,2,8:03.0,B. Jennings makes 2-pt jump shot from 22 ft,,30,34
159,2,7:41.0,,K. Thompson misses 2-pt jump shot from 21 ft,30,34
160,2,7:40.0,,Offensive rebound by I. Clark,30,34
161,2,7:34.0,,S. Livingston makes 2-pt jump shot from 5 ft (assist by I. Clark),30,36
162,2,7:22.0,D. Dedmon misses 2-pt jump shot from 6 ft,,30,36
163,2,7:21.0,,Defensive rebound by S. Livingston,30,36
164,2,7:15.0,,I. Clark makes 2-pt layup from 1 ft (assist by S. Livingston),30,38
165,2,6:56.0,A. Gordon misses 3-pt jump shot from 24 ft,,30,38
166,2,6:56.0,,Defensive rebound by K. Thompson,30,38
167,2,6:40.0,,Turnover by D. Green (lost ball; steal by B. Jennings),30,38
168,2,6:35.0,Turnover by B. Jennings (lost ball; steal by K. Thompson),,30,38
169,2,6:29.0,,K. Thompson makes 2-pt layup at rim (assist by I. Clark),30,40
170,2,6:19.0,Orlando full timeout,,30,40
171,2,6:19.0,V. Oladipo enters the game for D. Dedmon,,30,40
172,2,6:19.0,E. Payton enters the game for B. Jennings,,30,40
173,2,6:19.0,J. Smith enters the game for C. Watson,,30,40
174,2,6:12.0,M. Hezonja misses 2-pt jump shot from 13 ft,,30,40
175,2,6:11.0,,Defensive rebound by A. Varejão,30,40
176,2,5:53.0,,D. Green misses 2-pt jump shot from 9 ft,30,40
177,2,5:52.0,Defensive rebound by E. Payton,,30,40
178,2,5:49.0,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),,32,40
179,2,5:36.0,,K. Thompson misses 2-pt layup from 2 ft,32,40
180,2,5:34.0,Defensive rebound by A. Gordon,,32,40
181,2,5:29.0,M. Hezonja misses 3-pt jump shot from 25 ft,,32,40
182,2,5:28.0,,Defensive rebound by A. Varejão,32,40
183,2,5:16.0,,S. Livingston makes 2-pt dunk at rim,32,42
184,2,5:00.0,Shooting foul by A. Varejão (drawn by E. Payton),,32,42
185,2,5:00.0,E. Payton makes free throw 1 of 2,,33,42
186,2,5:00.0,E. Fournier enters the game for M. Hezonja,,33,42
187,2,5:00.0,,S. Curry enters the game for I. Clark,33,42
188,2,5:00.0,,A. Bogut enters the game for A. Varejão,33,42
189,2,5:00.0,E. Payton misses free throw 2 of 2,,33,42
190,2,4:58.0,,Defensive rebound by S. Curry,33,42
191,2,4:50.0,,Turnover by K. Thompson (traveling),33,42
192,2,4:39.0,J. Smith misses 2-pt jump shot from 20 ft,,33,42
193,2,4:38.0,,Defensive rebound by S. Curry,33,42
194,2,4:31.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Curry),33,45
195,2,4:14.0,Shooting foul by A. Bogut (drawn by J. Smith),,33,45
196,2,4:14.0,J. Smith misses free throw 1 of 2,,33,45
197,2,4:14.0,Offensive rebound by Team,,33,45
198,2,4:14.0,J. Smith makes free throw 2 of 2,,34,45
199,2,4:05.0,,S. Livingston misses 2-pt layup at rim (block by J. Smith),34,45
200,2,4:04.0,Defensive rebound by E. Fournier,,34,45
201,2,3:51.0,V. Oladipo misses 3-pt jump shot from 25 ft,,34,45
202,2,3:51.0,,Defensive rebound by A. Bogut,34,45
203,2,3:44.0,,Golden State full timeout,34,45
204,2,3:44.0,,B. Rush enters the game for D. Green,34,45
205,2,3:44.0,,H. Barnes enters the game for S. Livingston,34,45
206,2,3:33.0,,K. Thompson makes 2-pt dunk at rim (assist by A. Bogut),34,47
207,2,3:15.0,J. Smith makes 2-pt jump shot from 18 ft (assist by E. Fournier),,36,47
208,2,3:02.0,,Turnover by A. Bogut (bad pass),36,47
209,2,2:47.0,V. Oladipo makes 2-pt jump shot from 18 ft,,38,47
210,2,2:33.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by H. Barnes),38,50
211,2,2:16.0,Shooting foul by K. Thompson (drawn by E. Fournier),,38,50
212,2,2:16.0,E. Fournier makes 2-pt jump shot from 8 ft,,40,50
213,2,2:16.0,E. Fournier makes free throw 1 of 1,,41,50
214,2,2:05.0,,Turnover by S. Curry (bad pass; steal by E. Payton),41,50
215,2,2:05.0,Personal foul by A. Bogut (drawn by E. Fournier),,41,50
216,2,2:05.0,E. Fournier misses free throw 1 of 2,,41,50
217,2,2:05.0,Offensive rebound by Team,,41,50
218,2,2:05.0,E. Fournier makes free throw 2 of 2,,42,50
219,2,1:48.0,,H. Barnes makes 2-pt layup from 1 ft,42,52
220,2,1:31.0,J. Smith makes 2-pt jump shot from 18 ft (assist by E. Payton),,44,52
221,2,1:13.0,,S. Curry makes 3-pt jump shot from 25 ft,44,55
222,2,1:05.0,E. Fournier makes 2-pt jump shot from 20 ft,,46,55
223,2,0:55.0,,K. Thompson misses 3-pt jump shot from 26 ft,46,55
224,2,0:55.0,,Offensive rebound by A. Bogut,46,55
225,2,0:51.0,,S. Curry makes 2-pt jump shot from 6 ft (assist by A. Bogut),46,57
226,2,0:36.0,E. Fournier misses 2-pt jump shot from 5 ft,,46,57
227,2,0:35.0,,Defensive rebound by A. Bogut,46,57
228,2,0:27.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by B. Rush),46,59
229,2,0:05.0,V. Oladipo misses 2-pt layup from 2 ft,,46,59
230,2,0:04.0,,Defensive rebound by S. Curry,46,59
231,2,0:02.0,,Personal foul by E. Payton (drawn by S. Curry),46,59
232,2,0:02.0,,Golden State full timeout,46,59
233,2,0:01.0,,S. Curry misses 3-pt jump shot from 35 ft,46,59
234,2,0:00.0,,Offensive rebound by Team,46,59
235,3,11:46.0,E. Fournier misses 3-pt jump shot from 25 ft,,46,59
236,3,11:44.0,,Defensive rebound by A. Bogut,46,59
237,3,11:31.0,,A. Bogut makes 2-pt hook shot from 7 ft (assist by D. Green),46,61
238,3,11:17.0,Personal foul by K. Thompson (drawn by A. Gordon),,46,61
239,3,11:04.0,E. Payton misses 2-pt jump shot from 9 ft,,46,61
240,3,11:03.0,Offensive rebound by A. Gordon,,46,61
241,3,11:03.0,Turnover by A. Gordon (bad pass; steal by A. Bogut),,46,61
242,3,10:55.0,,Personal foul by V. Oladipo (drawn by D. Green),46,61
243,3,10:46.0,,K. Thompson misses 3-pt jump shot from 25 ft,46,61
244,3,10:45.0,,Offensive rebound by Team,46,61
245,3,10:42.0,,H. Barnes makes 2-pt layup from 2 ft (assist by D. Green),46,63
246,3,10:42.0,,Shooting foul by E. Fournier (drawn by H. Barnes),46,63
247,3,10:42.0,,H. Barnes makes free throw 1 of 1,46,64
248,3,10:29.0,J. Smith makes 2-pt jump shot from 16 ft (assist by E. Fournier),,48,64
249,3,10:12.0,,Turnover by S. Curry (bad pass),48,64
250,3,10:00.0,J. Smith misses 2-pt jump shot from 16 ft,,48,64
251,3,9:59.0,,Defensive rebound by S. Curry,48,64
252,3,9:54.0,,K. Thompson misses 2-pt jump shot from 3 ft,48,64
253,3,9:51.0,Defensive rebound by A. Gordon,,48,64
254,3,9:40.0,E. Fournier misses 3-pt jump shot from 23 ft,,48,64
255,3,9:40.0,Offensive rebound by A. Gordon,,48,64
256,3,9:35.0,J. Smith misses 2-pt jump shot from 6 ft,,48,64
257,3,9:34.0,,Defensive rebound by H. Barnes,48,64
258,3,9:25.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),48,67
259,3,9:09.0,Turnover by V. Oladipo (lost ball; steal by S. Curry),,48,67
260,3,9:08.0,,Personal foul by V. Oladipo (drawn by S. Curry),48,67
261,3,8:58.0,,Turnover by K. Thompson (lost ball; steal by V. Oladipo),48,67
262,3,8:56.0,Personal foul by A. Bogut (drawn by V. Oladipo),,48,67
263,3,8:45.0,Turnover by E. Payton (lost ball; steal by A. Bogut),,48,67
264,3,8:42.0,,Turnover by A. Bogut (bad pass; steal by E. Payton),48,67
265,3,8:39.0,E. Payton makes 2-pt jump shot from 4 ft,,50,67
266,3,8:39.0,Shooting foul by A. Bogut (drawn by E. Payton),,50,67
267,3,8:39.0,,J. McAdoo enters the game for A. Bogut,50,67
268,3,8:39.0,E. Payton makes free throw 1 of 1,,51,67
269,3,8:30.0,,H. Barnes misses 3-pt jump shot from 23 ft,51,67
270,3,8:29.0,Defensive rebound by J. Smith,,51,67
271,3,8:18.0,J. Smith makes 2-pt jump shot from 15 ft (assist by V. Oladipo),,53,67
272,3,8:03.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),53,70
273,3,7:51.0,E. Payton misses 2-pt jump shot from 9 ft,,53,70
274,3,7:50.0,,Defensive rebound by K. Thompson,53,70
275,3,7:37.0,,Personal foul by E. Payton (drawn by S. Curry),53,70
276,3,7:29.0,,S. Curry makes 2-pt layup from 1 ft,53,72
277,3,7:14.0,V. Oladipo makes 2-pt jump shot from 16 ft (assist by E. Payton),,55,72
278,3,7:04.0,,Shooting foul by J. Smith (drawn by S. Curry),55,72
279,3,7:04.0,,S. Curry makes free throw 1 of 2,55,73
280,3,7:04.0,,S. Curry makes free throw 2 of 2,55,74
281,3,6:45.0,A. Gordon makes 2-pt hook shot from 7 ft,,57,74
282,3,6:16.0,,J. McAdoo misses 2-pt layup from 2 ft (block by A. Gordon),57,74
283,3,6:16.0,Defensive rebound by V. Oladipo,,57,74
284,3,6:10.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,60,74
285,3,6:05.0,,Personal take foul by J. Smith (drawn by J. McAdoo),60,74
286,3,6:05.0,,J. McAdoo makes free throw 1 of 2,60,75
287,3,6:05.0,,J. McAdoo misses free throw 2 of 2,60,75
288,3,6:03.0,,Offensive rebound by H. Barnes,60,75
289,3,6:03.0,,H. Barnes misses 2-pt layup from 2 ft,60,75
290,3,6:01.0,Defensive rebound by A. Gordon,,60,75
291,3,5:48.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,62,75
292,3,5:45.0,,Turnover by S. Curry (bad pass),62,75
293,3,5:45.0,,Golden State full timeout,62,75
294,3,5:31.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,65,75
295,3,5:25.0,,Personal take foul by J. Smith (drawn by J. McAdoo),65,75
296,3,5:25.0,,J. McAdoo makes free throw 1 of 2,65,76
297,3,5:25.0,,J. McAdoo misses free throw 2 of 2,65,76
298,3,5:25.0,Defensive rebound by A. Gordon,,65,76
299,3,5:06.0,A. Gordon makes 2-pt jump shot from 16 ft (assist by E. Payton),,67,76
300,3,5:01.0,,Personal foul by A. Gordon (drawn by J. McAdoo),67,76
301,3,5:01.0,,J. McAdoo misses free throw 1 of 2,67,76
302,3,5:01.0,,Offensive rebound by Team,67,76
303,3,5:01.0,,J. McAdoo makes free throw 2 of 2,67,77
304,3,4:49.0,A. Gordon misses 2-pt layup from 2 ft (block by D. Green),,67,77
305,3,4:48.0,Offensive rebound by A. Gordon,,67,77
306,3,4:48.0,Shooting foul by J. McAdoo (drawn by A. Gordon),,67,77
307,3,4:48.0,A. Gordon makes free throw 1 of 2,,68,77
308,3,4:48.0,,L. Barbosa enters the game for K. Thompson,68,77
309,3,4:48.0,,B. Rush enters the game for J. McAdoo,68,77
310,3,4:48.0,A. Gordon makes free throw 2 of 2,,69,77
311,3,4:43.0,,Personal foul by V. Oladipo (drawn by S. Curry),69,77
312,3,4:43.0,,S. Curry makes free throw 1 of 2,69,78
313,3,4:43.0,,S. Curry makes free throw 2 of 2,69,79
314,3,4:20.0,V. Oladipo makes 2-pt jump shot from 10 ft,,71,79
315,3,4:14.0,,Turnover by S. Curry (bad pass; steal by E. Fournier),71,79
316,3,4:08.0,Turnover by A. Gordon (offensive goaltending),,71,79
317,3,3:59.0,,S. Curry makes 2-pt layup from 2 ft,71,81
318,3,3:40.0,Shooting foul by D. Green (drawn by E. Fournier),,71,81
319,3,3:40.0,E. Fournier makes free throw 1 of 2,,72,81
320,3,3:40.0,B. Jennings enters the game for E. Payton,,72,81
321,3,3:40.0,E. İlyasova enters the game for J. Smith,,72,81
322,3,3:40.0,,S. Livingston enters the game for H. Barnes,72,81
323,3,3:40.0,E. Fournier makes free throw 2 of 2,,73,81
324,3,3:31.0,,S. Curry misses 3-pt jump shot from 26 ft,73,81
325,3,3:29.0,Defensive rebound by B. Jennings,,73,81
326,3,3:06.0,B. Jennings misses 3-pt jump shot from 25 ft,,73,81
327,3,3:05.0,Offensive rebound by V. Oladipo,,73,81
328,3,2:59.0,V. Oladipo misses 2-pt jump shot from 15 ft,,73,81
329,3,2:58.0,,Defensive rebound by S. Curry,73,81
330,3,2:50.0,,B. Rush makes 3-pt jump shot from 25 ft (assist by L. Barbosa),73,84
331,3,2:50.0,Orlando full timeout,,73,84
332,3,2:36.0,E. Fournier misses 2-pt jump shot from 4 ft,,73,84
333,3,2:36.0,,Defensive rebound by D. Green,73,84
334,3,2:31.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by D. Green),73,86
335,3,2:11.0,V. Oladipo misses 3-pt jump shot from 24 ft,,73,86
336,3,2:10.0,,Defensive rebound by L. Barbosa,73,86
337,3,1:52.0,,S. Curry makes 3-pt jump shot from 27 ft,73,89
338,3,1:42.0,M. Hezonja enters the game for V. Oladipo,,73,89
339,3,1:42.0,Turnover by A. Gordon (lost ball; steal by D. Green),,73,89
340,3,1:35.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by S. Livingston),73,91
341,3,1:19.0,A. Gordon makes 2-pt dunk at rim (assist by B. Jennings),,75,91
342,3,1:05.0,,B. Rush misses 3-pt jump shot from 23 ft,75,91
343,3,1:05.0,Defensive rebound by M. Hezonja,,75,91
344,3,1:00.0,Shooting foul by L. Barbosa (drawn by B. Jennings),,75,91
345,3,1:00.0,B. Jennings makes free throw 1 of 2,,76,91
346,3,1:00.0,C. Watson enters the game for A. Gordon,,76,91
347,3,1:00.0,B. Jennings makes free throw 2 of 2,,77,91
348,3,0:50.0,,L. Barbosa makes 3-pt jump shot from 23 ft (assist by D. Green),77,94
349,3,0:36.0,Turnover by M. Hezonja (bad pass; steal by S. Livingston),,77,94
350,3,0:26.0,,S. Curry misses 3-pt jump shot from 24 ft,77,94
351,3,0:24.0,Defensive rebound by M. Hezonja,,77,94
352,3,0:03.0,B. Jennings misses 3-pt jump shot from 25 ft,,77,94
353,3,0:02.0,,Defensive rebound by S. Curry,77,94
354,3,0:01.0,,S. Curry misses 3-pt jump shot from 69 ft,77,94
355,3,0:00.0,,Offensive rebound by Team,77,94
356,4,11:44.0,,Turnover by S. Livingston (lost ball),77,94
357,4,11:33.0,V. Oladipo misses 2-pt jump shot from 19 ft,,77,94
358,4,11:32.0,,Defensive rebound by K. Thompson,77,94
359,4,11:25.0,,H. Barnes misses 2-pt layup from 1 ft (block by M. Hezonja),77,94
360,4,11:24.0,Defensive rebound by V. Oladipo,,77,94
361,4,11:14.0,Shooting foul by K. Thompson (drawn by E. İlyasova),,77,94
362,4,11:14.0,E. İlyasova makes free throw 1 of 2,,78,94
363,4,11:14.0,E. İlyasova makes free throw 2 of 2,,79,94
364,4,10:52.0,,L. Barbosa misses 2-pt jump shot from 19 ft,79,94
365,4,10:51.0,Defensive rebound by M. Hezonja,,79,94
366,4,10:34.0,E. İlyasova makes 2-pt layup from 2 ft (assist by B. Jennings),,81,94
367,4,10:25.0,,S. Livingston misses 2-pt jump shot from 10 ft,81,94
368,4,10:24.0,Defensive rebound by V. Oladipo,,81,94
369,4,10:18.0,V. Oladipo makes 2-pt layup from 2 ft,,83,94
370,4,10:17.0,,Golden State full timeout,83,94
371,4,10:17.0,,J. McAdoo enters the game for B. Rush,83,94
372,4,10:00.0,,L. Barbosa makes 2-pt layup from 2 ft,83,96
373,4,9:45.0,M. Hezonja makes 3-pt jump shot from 25 ft,,86,96
374,4,9:33.0,,Turnover by S. Livingston (lost ball; steal by E. İlyasova),86,96
375,4,9:16.0,E. İlyasova makes 2-pt jump shot from 20 ft (assist by V. Oladipo),,88,96
376,4,8:59.0,,K. Thompson misses 3-pt jump shot from 24 ft,88,96
377,4,8:59.0,,Offensive rebound by J. McAdoo,88,96
378,4,8:59.0,,J. McAdoo makes 2-pt dunk at rim,88,98
379,4,8:59.0,Orlando full timeout,,88,98
380,4,8:49.0,B. Jennings makes 3-pt jump shot from 23 ft,,91,98
381,4,8:34.0,,Shooting foul by M. Hezonja (drawn by H. Barnes),91,98
382,4,8:34.0,,H. Barnes misses free throw 1 of 2,91,98
